region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SED10028,1360,1658,3018,5196,6178,11374,6,0,6,1124,1411,2535,129,180,309,7171,8022,15193,73,73,146,425,452,877,26,36,62,44,59,103,146,188,334,106,105,211,168,188,356,457,515,972,1674,1950,3624,42,41,83,101,107,208,1576,2040,3616,787,907,1694,36,48,84,19287,22500,41787,1320,1322,2642,505,454,959,77,80,157,0,0,0,269,295,564,269,295,564,9213,8067,17280,223,127,350,1883,1861,3744,34137,36364,70501
SED10029,5208,5790,10998,2824,3175,5999,1292,1402,2694,679,767,1446,12,8,20,12951,13727,26678,21,30,51,2016,2026,4042,128,190,318,219,249,468,115,102,217,257,259,516,157,162,319,392,458,850,440,454,894,64,90,154,142,168,310,520,594,1114,657,752,1409,68,70,138,22954,24683,47637,439,440,879,5923,5829,11752,10,8,18,0,0,0,448,431,879,448,431,879,3573,2891,6464,221,166,387,2756,2454,5210,41532,42692,84224
SED10030,346,553,899,8604,10047,18651,0,0,0,575,661,1236,30,40,70,8417,9778,18195,47,57,104,277,293,570,80,127,207,83,93,176,155,169,324,14,14,28,114,146,260,337,407,744,1095,1208,2303,106,149,255,155,180,335,1218,1507,2725,700,826,1526,61,61,122,22068,25763,47831,124,108,232,158,141,299,34,57,91,3,6,9,126,176,302,129,182,311,7520,6436,13956,366,236,602,3219,3177,6396,33964,36653,70617
SED10031,218,305,523,9986,11345,21331,0,4,4,466,504,970,146,136,282,9182,9989,19171,47,50,97,288,249,537,137,165,302,43,52,95,134,161,295,17,18,35,34,30,64,198,248,446,1063,1315,2378,90,91,181,82,101,183,1573,1807,3380,677,710,1387,66,67,133,24229,27042,51271,65,73,138,74,59,133,52,59,111,3,5,8,104,164,268,107,169,276,6148,5479,11627,334,216,550,3127,2421,5548,34354,35823,70177
SED10032,1449,1711,3160,2977,3328,6305,23,36,59,460,477,937,20,20,40,13639,14465,28104,23,42,65,1868,1880,3748,100,128,228,112,111,223,77,73,150,268,251,519,159,169,328,400,461,861,550,623,1173,58,70,128,111,144,255,653,781,1434,487,566,1053,74,75,149,22059,23700,45759,3282,2579,5861,8322,7984,16306,12,16,28,3,0,3,889,654,1543,892,654,1546,4238,3618,7856,210,154,364,4030,3438,7468,44494,43854,88348
SED10033,429,449,878,8718,9367,18085,0,5,5,628,672,1300,100,108,208,12546,12390,24936,41,42,83,550,524,1074,142,170,312,152,160,312,195,204,399,157,148,305,88,72,160,778,876,1654,1039,1011,2050,64,65,129,173,211,384,1573,1799,3372,755,787,1542,66,66,132,27765,28677,56442,483,478,961,554,508,1062,50,44,94,0,0,0,352,346,698,352,346,698,5692,4832,10524,231,149,380,2440,2179,4619,37996,37662,75658
SED10034,268,387,655,8185,8833,17018,0,0,0,581,638,1219,84,89,173,9193,10010,19203,78,82,160,389,379,768,93,122,215,39,37,76,124,171,295,31,37,68,65,112,177,281,344,625,922,1006,1928,71,75,146,14,17,31,1435,1649,3084,630,658,1288,42,47,89,22257,24306,46563,112,95,207,124,101,225,32,42,74,0,0,0,103,128,231,103,128,231,7570,6426,13996,339,198,537,1965,1837,3802,32770,33520,66290
SED10035,1799,2135,3934,3872,3820,7692,68,71,139,342,317,659,3,9,12,10204,10809,21013,25,24,49,3343,3590,6933,54,91,145,87,69,156,173,155,328,142,155,297,112,104,216,505,617,1122,768,792,1560,23,35,58,64,50,114,692,686,1378,551,606,1157,42,41,83,21070,22041,43111,631,526,1157,2211,1699,3910,816,855,1671,15,15,30,232,205,437,247,220,467,12176,9575,21751,566,292,858,5207,4538,9745,44723,41881,86604
SED10036,895,1122,2017,7281,7869,15150,0,5,5,932,1081,2013,27,27,54,8319,9100,17419,84,95,179,435,459,894,92,144,236,65,87,152,201,198,399,68,74,142,93,109,202,462,500,962,993,1077,2070,68,70,138,256,339,595,1733,2060,3793,842,913,1755,62,64,126,22013,24271,46284,939,870,1809,551,532,1083,145,180,325,0,3,3,326,337,663,326,340,666,8966,7570,16536,359,209,568,2122,1941,4063,36316,37035,73351
SED10037,437,535,972,6691,7622,14313,3,0,3,368,367,735,83,82,165,9341,10327,19668,62,76,138,1489,1409,2898,122,171,293,53,73,126,194,252,446,22,21,43,57,85,142,227,328,555,1095,1275,2370,172,203,375,59,61,120,1605,2023,3628,541,626,1167,25,46,71,22209,25047,47256,170,143,313,625,580,1205,19,25,44,11,6,17,128,159,287,139,165,304,7205,5942,13147,347,207,554,2099,1954,4053,33250,34598,67848
SED10038,230,300,530,9129,10153,19282,0,0,0,441,475,916,3,6,9,8441,9369,17810,67,77,144,438,427,865,153,197,350,41,56,97,198,218,416,9,11,20,29,45,74,373,414,787,1337,1501,2838,90,102,192,46,52,98,1935,2204,4139,643,682,1325,35,35,70,23408,26024,49432,51,40,91,64,68,132,31,24,55,5,3,8,106,149,255,111,152,263,7329,6316,13645,290,191,481,2272,2192,4464,33786,35307,69093
SED10039,1733,2305,4038,3187,3773,6960,8,4,12,484,513,997,14,21,35,8311,9338,17649,26,29,55,6384,6515,12899,75,104,179,80,68,148,83,84,167,442,417,859,105,111,216,277,324,601,616,723,1339,60,81,141,41,45,86,625,804,1429,525,585,1110,71,62,133,21414,23601,45015,1230,916,2146,2889,2600,5489,79,95,174,0,3,3,193,162,355,193,165,358,7321,6785,14106,175,112,287,2660,2507,5167,37694,39086,76780
SED10040,878,1193,2071,7492,8975,16467,0,0,0,490,562,1052,9,10,19,7457,8823,16280,35,44,79,418,462,880,30,57,87,31,38,69,190,220,410,81,83,164,119,148,267,305,360,665,1238,1457,2695,27,43,70,242,358,600,1988,2612,4600,647,778,1425,60,69,129,20859,25099,45958,903,911,1814,404,425,829,411,451,862,0,0,0,373,350,723,373,350,723,8662,7600,16262,289,175,464,2456,2536,4992,35235,38740,73975
SED10041,196,247,443,8389,9261,17650,0,0,0,803,865,1668,20,19,39,6671,7365,14036,7,24,31,178,146,324,195,253,448,62,70,132,104,135,239,0,3,3,77,99,176,302,394,696,1049,1054,2103,219,247,466,1434,1621,3055,2165,2729,4894,807,935,1742,127,133,260,22609,25353,47962,45,45,90,63,52,115,22,15,37,6,5,11,86,125,211,92,130,222,7208,6007,13215,321,175,496,2501,2237,4738,33057,34261,67318
SED10042,2129,2531,4660,2260,2561,4821,10,11,21,478,533,1011,6,4,10,9208,9818,19026,26,40,66,5472,5457,10929,100,118,218,63,110,173,67,75,142,407,397,804,104,135,239,360,401,761,586,682,1268,67,100,167,86,96,182,681,838,1519,528,545,1073,67,67,134,20576,21988,42564,774,669,1443,11146,9707,20853,24,24,48,8,3,11,231,200,431,239,203,442,4269,3787,8056,168,104,272,3817,3397,7214,43142,42410,85552
SED10043,727,1095,1822,5447,6344,11791,0,3,3,250,305,555,5,7,12,10982,11726,22708,34,39,73,1178,1274,2452,51,79,130,23,20,43,177,183,360,200,207,407,73,91,164,196,212,408,857,1007,1864,15,26,41,34,19,53,887,1193,2080,367,461,828,30,54,84,20806,23250,44056,571,496,1067,403,402,805,352,512,864,0,0,0,202,229,431,202,229,431,7678,7143,14821,343,171,514,2096,2156,4252,33178,35454,68632
SED10044,543,735,1278,6635,7337,13972,0,0,0,280,335,615,3,9,12,7995,8741,16736,49,64,113,88,85,173,161,228,389,52,62,114,125,145,270,0,0,0,67,59,126,362,433,795,1923,2017,3940,88,103,191,319,354,673,1995,2255,4250,822,896,1718,143,150,293,21107,23273,44380,204,212,416,62,43,105,50,43,93,26,28,54,375,468,843,401,496,897,9711,8766,18477,772,633,1405,3178,2965,6143,36028,37166,73194
SED10045,4019,4387,8406,3010,3352,6362,535,628,1163,581,620,1201,8,9,17,12180,12493,24673,9,20,29,3535,3700,7235,136,171,307,248,298,546,77,94,171,231,225,456,117,127,244,490,549,1039,347,412,759,36,37,73,117,129,246,340,385,725,674,688,1362,54,54,108,22725,23991,46716,1829,1845,3674,4861,4748,9609,10,3,13,3,3,6,1107,1153,2260,1110,1156,2266,3042,2399,5441,202,116,318,3538,3400,6938,41336,42045,83381
SED10046,260,302,562,8840,9795,18635,3,0,3,514,531,1045,41,44,85,11326,11603,22929,44,50,94,593,562,1155,120,156,276,239,250,489,144,165,309,76,69,145,113,113,226,555,607,1162,1021,1180,2201,95,142,237,131,131,262,1016,1352,2368,808,880,1688,48,56,104,25727,27686,53413,308,294,602,559,551,1110,14,16,30,8,5,13,143,202,345,151,207,358,6387,5269,11656,322,197,519,3311,2793,6104,37039,37315,74354
SED10047,1556,1689,3245,4665,5106,9771,107,112,219,651,712,1363,8,10,18,13575,14569,28144,48,54,102,2557,2546,5103,357,364,721,305,293,598,111,116,227,440,444,884,144,161,305,752,898,1650,573,650,1223,51,63,114,213,272,485,615,708,1323,801,825,1626,104,112,216,26077,28015,54092,2509,2476,4985,5039,5016,10055,14,9,23,0,3,3,761,790,1551,761,793,1554,3547,2965,6512,187,137,324,2567,2793,5360,42257,43893,86150
SED10048,135,188,323,10469,11558,22027,3,0,3,802,808,1610,81,76,157,10445,11285,21730,53,60,113,121,116,237,112,128,240,85,72,157,106,120,226,8,8,16,90,105,195,352,402,754,1262,1489,2751,228,268,496,122,124,246,2299,2639,4938,698,830,1528,27,30,57,27363,30118,57481,94,109,203,104,76,180,16,10,26,5,0,5,143,162,305,148,162,310,6358,5530,11888,277,146,423,2559,2301,4860,37054,38640,75694
SED10049,495,724,1219,7820,8815,16635,0,0,0,254,277,531,3,0,3,9598,10402,20000,8,17,25,518,606,1124,104,108,212,53,48,101,228,254,482,46,45,91,70,92,162,206,274,480,968,1135,2103,31,34,65,30,37,67,973,1344,2317,476,600,1076,30,37,67,21416,24125,45541,207,138,345,219,185,404,119,128,247,0,0,0,141,171,312,141,171,312,10914,9702,20616,475,235,710,3186,2944,6130,37172,38352,75524
SED10050,1062,1341,2403,4697,5507,10204,106,126,232,292,359,651,14,11,25,12196,13318,25514,18,19,37,2859,3123,5982,56,80,136,80,104,184,139,123,262,147,146,293,78,80,158,317,362,679,734,805,1539,23,34,57,23,34,57,535,596,1131,401,482,883,22,28,50,22737,25337,48074,377,344,721,1012,918,1930,1427,1558,2985,11,9,20,132,143,275,143,152,295,6744,5883,12627,295,197,492,4675,3229,7904,38472,38959,77431
SED10051,1801,2057,3858,3069,3515,6584,7,10,17,247,264,511,8,3,11,7998,8952,16950,12,11,23,2385,2548,4933,61,75,136,36,40,76,132,150,282,86,80,166,86,91,177,156,212,368,493,474,967,24,37,61,35,58,93,506,643,1149,376,484,860,56,39,95,15773,17686,33459,606,411,1017,1041,852,1893,153,209,362,7,17,24,265,280,545,272,297,569,14025,13545,27570,799,468,1267,4064,3675,7739,38534,39200,77734
