region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SED10011,3461,410,205,10,3,4089,17822,750,256,19,16,18863,725,42,11,3,0,781,611,54,46,4,0,715,19158,846,313,26,16,20359,586,54,27,4,3,674,23205,1310,545,40,22,25122
SED10012,6719,364,412,110,0,7605,14471,229,233,108,18,15059,916,18,15,7,0,956,826,30,50,17,0,923,16213,277,298,132,18,16938,819,36,63,17,8,943,23751,677,773,259,26,25486
SED10013,3857,1151,1326,10,4,6348,10111,1997,1513,17,17,13655,388,105,104,3,0,600,469,135,185,3,0,792,10968,2237,1802,23,17,15047,802,225,264,3,0,1294,15627,3613,3392,36,21,22689
SED10014,2790,566,114,72,6,3548,17188,1068,135,57,21,18469,650,53,11,4,0,718,827,87,12,6,0,932,18665,1208,158,67,21,20119,707,76,13,16,0,812,22162,1850,285,155,27,24479
SED10015,3417,973,439,26,0,4855,13535,1926,557,100,8,16126,554,98,37,3,0,692,629,189,76,3,3,900,14718,2213,670,106,11,17718,672,146,67,3,0,888,18807,3332,1176,135,11,23461
SED10016,3192,511,1853,48,6,5610,10133,2344,6930,137,22,19566,320,65,289,11,0,685,319,103,524,7,3,956,10772,2512,7743,155,25,21207,503,124,455,9,0,1091,14467,3147,10051,212,31,27908
SED10017,1181,356,322,0,7,1866,16381,2264,1277,4,22,19948,328,66,52,0,3,449,248,70,73,0,0,391,16957,2400,1402,4,25,20788,414,74,78,0,0,566,18552,2830,1802,4,32,23220
SED10018,5935,384,451,22,3,6795,15929,520,331,50,10,16840,791,28,21,5,0,845,828,62,46,5,0,941,17548,610,398,60,10,18626,884,67,56,9,3,1019,24367,1061,905,91,16,26440
SED10019,4132,771,501,17,3,5424,14637,1252,773,16,3,16681,638,75,43,0,0,756,527,85,80,3,0,695,15802,1412,896,19,3,18132,612,92,58,0,0,762,20546,2275,1455,36,6,24318
SED10020,6633,535,836,368,14,8386,14766,569,679,251,13,16278,1003,43,47,29,4,1126,725,52,104,34,0,915,16494,664,830,314,17,18319,839,68,88,52,3,1050,23966,1267,1754,734,34,27755
SED10021,3990,890,1016,456,3,6355,14707,1659,1262,334,9,17971,659,106,88,24,0,877,596,132,161,31,0,920,15962,1897,1511,389,9,19768,654,128,165,46,0,993,20606,2915,2692,891,12,27116
SED10022,647,609,2537,35,6,3834,4562,4312,15123,151,49,24197,107,120,574,5,0,806,106,189,1425,14,3,1737,4775,4621,17122,170,52,26740,147,141,605,4,0,897,5569,5371,20264,209,58,31471
SED10023,1920,757,1706,19,0,4402,10655,2378,5467,37,3,18540,334,101,276,0,0,711,254,114,708,9,0,1085,11243,2593,6451,46,3,20336,417,126,331,0,0,874,13580,3476,8488,65,3,25612
SED10024,1407,189,353,3,6,1958,16779,699,1297,19,15,18809,317,20,53,0,0,390,226,20,53,0,0,299,17322,739,1403,19,15,19498,460,31,65,4,5,565,19189,959,1821,26,26,22021
SED10025,2396,418,1325,22,5,4166,9844,2810,10156,90,46,22946,275,65,255,7,3,605,295,122,661,13,4,1095,10414,2997,11072,110,53,24646,389,102,383,4,0,878,13199,3517,12780,136,58,29690
SED10026,6150,456,825,82,3,7516,14668,525,568,92,10,15863,857,40,32,3,3,935,889,72,99,4,3,1067,16414,637,699,99,16,17865,789,81,114,48,0,1032,23353,1174,1638,229,19,26413
SED10027,3493,761,590,23,3,4870,11926,2992,599,62,5,15584,480,92,23,0,0,595,390,135,41,11,3,580,12796,3219,663,73,8,16759,621,155,139,4,0,919,16910,4135,1392,100,11,22548
SED10028,1502,483,718,4,3,2710,14245,2894,2934,25,9,20107,338,84,96,0,0,518,206,90,138,0,3,437,14789,3068,3168,25,12,21062,413,106,145,0,0,664,16704,3657,4031,29,15,24436
SED10029,4601,915,1789,23,5,7333,11402,2289,2372,41,5,16109,509,132,149,3,0,793,472,114,211,0,0,797,12383,2535,2732,44,5,17699,883,219,337,0,0,1439,17867,3669,4858,67,10,26471
SED10030,4006,1563,1381,55,22,7027,13213,2415,2187,81,47,17943,595,155,129,7,7,893,650,195,227,13,5,1090,14458,2765,2543,101,59,19926,638,221,241,7,4,1111,19102,4549,4165,163,85,28064
SED10031,5099,597,342,94,6,6138,16124,985,282,125,34,17550,965,54,20,6,3,1048,756,76,56,16,3,907,17845,1115,358,147,40,19505,753,64,49,19,0,885,23697,1776,749,260,46,26528
SED10032,3788,758,1689,15,15,6265,10738,2294,5633,46,19,18730,394,94,208,3,3,702,505,124,382,4,3,1018,11637,2512,6223,53,25,20450,737,159,428,7,8,1339,16162,3429,8340,75,48,28054
SED10033,2045,115,101,131,0,2392,17870,432,171,121,11,18605,648,8,3,4,0,663,453,23,13,17,3,509,18971,463,187,142,14,19777,619,16,11,20,0,666,21635,594,299,293,14,22835
SED10034,2061,533,492,33,0,3119,14319,1292,2224,46,6,17887,531,63,112,0,0,706,363,77,184,9,0,633,15213,1432,2520,55,6,19226,464,87,72,4,0,627,17738,2052,3084,92,6,22972
SED10035,1704,938,3234,15,193,6084,5708,4410,14671,62,111,24962,179,139,436,0,11,765,213,240,1116,3,17,1589,6100,4789,16223,65,139,27316,281,209,859,0,37,1386,8085,5936,20316,80,369,34786
SED10036,1783,195,594,7,4,2583,16820,968,2575,38,14,20415,435,31,94,0,3,563,312,44,161,3,0,520,17567,1043,2830,41,17,21498,511,47,120,0,0,678,19861,1285,3544,48,21,24759
SED10037,3680,1154,1012,150,3,5999,12978,2467,1513,139,11,17108,610,152,87,9,0,858,437,193,174,19,0,823,14025,2812,1774,167,11,18789,590,181,144,31,0,946,18295,4147,2930,348,14,25734
SED10038,3488,506,544,115,8,4661,15927,1027,628,118,18,17718,860,76,66,13,0,1015,617,89,63,8,0,777,17404,1192,757,139,18,19510,576,64,83,11,0,734,21468,1762,1384,265,26,24905
SED10039,2699,712,1314,38,4,4767,10555,2298,5957,94,31,18935,341,88,212,5,0,646,266,94,280,9,4,653,11162,2480,6449,108,35,20234,494,116,309,6,0,925,14355,3308,8072,152,39,25926
SED10040,1252,249,981,0,3,2485,14732,973,5319,8,19,21051,310,42,150,0,3,505,210,34,290,0,3,537,15252,1049,5759,8,25,22093,370,69,191,0,3,633,16874,1367,6931,8,31,25211
SED10041,4248,517,341,178,5,5289,15895,640,394,128,16,17073,719,44,27,12,0,802,664,33,29,8,0,734,17278,717,450,148,16,18609,749,69,54,33,0,905,22275,1303,845,359,21,24803
SED10042,3458,632,2889,31,23,7033,9776,1785,5997,66,89,17713,357,60,269,0,3,689,375,109,487,7,3,981,10508,1954,6753,73,95,19383,637,157,641,5,3,1443,14603,2743,10283,109,121,27859
SED10043,1604,322,1302,22,3,3253,12231,1901,5515,65,37,19749,298,59,231,3,3,594,267,53,428,8,3,759,12796,2013,6174,76,43,21102,343,69,227,4,3,646,14743,2404,7703,102,49,25001
SED10044,5438,529,641,287,10,6905,16328,582,733,207,17,17867,1035,64,45,14,0,1158,750,64,93,33,0,940,18113,710,871,254,17,19965,771,75,104,43,0,993,24322,1314,1616,584,27,27863
SED10045,3374,552,1785,3,6,5720,11543,1392,3241,13,11,16200,472,70,189,0,3,734,570,85,296,0,3,954,12585,1547,3726,13,17,17888,764,111,361,3,3,1242,16723,2210,5872,19,26,24850
SED10046,3996,593,561,24,0,5174,14562,1321,743,33,3,16662,576,60,47,3,0,686,742,107,93,5,3,950,15880,1488,883,41,6,18298,817,88,117,3,0,1025,20693,2169,1561,68,6,24497
SED10047,3339,1089,261,23,0,4712,14338,3197,280,23,0,17838,632,164,21,3,0,820,759,255,34,6,3,1057,15729,3616,335,32,3,19715,834,310,73,7,0,1224,19902,5015,669,62,3,25651
SED10048,4391,526,510,65,0,5492,17243,807,508,70,6,18634,741,34,27,3,0,805,701,73,74,8,0,856,18685,914,609,81,6,20295,722,74,77,16,0,889,23798,1514,1196,162,6,26676
SED10049,1241,262,1794,12,3,3312,10427,1964,9987,55,22,22455,256,55,376,3,0,690,191,97,1065,6,3,1362,10874,2116,11428,64,25,24507,332,53,418,4,0,807,12447,2431,13640,80,28,28626
SED10050,2042,833,2517,15,6,5413,8593,4041,6458,95,35,19222,260,123,276,6,0,665,216,135,554,3,3,911,9069,4299,7288,104,38,20798,439,183,494,8,0,1124,11550,5315,10299,127,44,27335
SED10051,1435,1150,1860,61,8,4514,5930,8194,8203,298,51,22676,178,184,303,10,4,679,228,495,881,33,4,1641,6336,8873,9387,341,59,24996,230,281,364,9,3,887,8001,10304,11611,411,70,30397
SED10052,1851,305,298,30,6,2490,15531,1669,789,16,13,18018,435,50,47,3,0,535,379,96,78,6,0,559,16345,1815,914,25,13,19112,509,95,62,4,0,670,18705,2215,1274,59,19,22272
SED10053,2162,561,953,39,3,3718,13062,1897,2495,67,4,17525,401,76,129,3,3,612,271,95,225,4,0,595,13734,2068,2849,74,7,18732,438,107,184,5,0,734,16334,2736,3986,118,10,23184
SED10054,3552,601,728,73,16,4970,15026,1708,1556,169,35,18494,758,78,80,9,0,925,704,193,280,22,0,1199,16488,1979,1916,200,35,20618,577,95,115,52,37,876,20617,2675,2759,325,88,26464
SED10055,3560,813,444,6,0,4823,14327,2243,849,8,0,17427,485,69,40,0,0,594,626,135,78,3,0,842,15438,2447,967,11,0,18863,856,170,98,0,0,1124,19854,3430,1509,17,0,24810
SED10056,3104,504,281,38,0,3927,16185,1557,424,33,10,18209,498,55,18,0,0,571,664,128,60,0,0,852,17347,1740,502,33,10,19632,697,103,58,3,0,861,21148,2347,841,74,10,24420
SED10057,7215,258,548,182,24,8227,13469,149,436,199,52,14305,870,14,27,10,3,924,775,23,64,18,3,883,15114,186,527,227,58,16112,1013,41,111,52,4,1221,23342,485,1186,461,86,25560
SED10058,6962,356,580,89,9,7996,13438,364,462,98,13,14375,799,30,24,3,0,856,815,47,84,12,0,958,15052,441,570,113,13,16189,889,41,94,31,4,1059,22903,838,1244,233,26,25244
SED10059,5804,1171,1077,248,5,8305,13665,1111,921,229,17,15943,764,92,52,15,0,923,608,103,141,25,3,880,15037,1306,1114,269,20,17746,699,146,167,38,3,1053,21540,2623,2358,555,28,27104
SED10060,3570,962,1895,31,3,6461,12391,2610,3505,102,12,18620,399,103,170,3,0,675,604,242,462,7,3,1318,13394,2955,4137,112,15,20613,576,171,389,4,4,1144,17540,4088,6421,147,22,28218
SED10061,422,338,2322,3,13,3098,5815,3876,17677,36,58,27462,127,93,602,0,3,825,119,151,1585,3,8,1866,6061,4120,19864,39,69,30153,136,86,600,3,5,830,6619,4544,22786,45,87,34081
SED10062,6985,300,719,116,11,8131,14769,366,727,105,14,15981,935,19,47,13,0,1014,864,51,117,9,0,1041,16568,436,891,127,14,18036,873,32,111,26,4,1046,24426,768,1721,269,29,27213
SED10063,2387,689,1380,23,0,4479,10834,2056,6390,68,8,19356,342,73,209,3,3,630,247,74,342,10,0,673,11423,2203,6941,81,11,20659,419,122,317,3,0,861,14229,3014,8638,107,11,25999
SED10064,5836,517,619,128,0,7100,15425,639,420,104,11,16599,845,49,22,4,4,924,824,93,78,17,3,1015,17094,781,520,125,18,18538,809,79,93,45,0,1026,23739,1377,1232,298,18,26664
SED10065,6687,418,587,226,3,7921,14757,516,410,173,6,15862,995,38,32,13,3,1081,693,45,65,23,3,829,16445,599,507,209,12,17772,815,69,75,37,0,996,23947,1086,1169,472,15,26689
SED10066,2222,783,2223,14,5,5247,9212,3992,10822,38,67,24131,300,104,351,3,3,761,329,197,700,3,3,1232,9841,4293,11873,44,73,26124,484,168,569,0,3,1224,12547,5244,14665,58,81,32595
SED10067,3015,863,768,63,44,4753,14199,1879,1475,53,16,17622,487,74,50,5,3,619,578,148,231,4,0,961,15264,2101,1756,62,19,19202,594,135,148,11,11,899,18873,3099,2672,136,74,24854
SED10068,1352,525,975,44,5,2901,13605,1893,3280,114,13,18905,430,78,168,3,0,679,351,64,307,20,0,742,14386,2035,3755,137,13,20326,436,135,190,16,0,777,16174,2695,4920,197,18,24004
SED10069,4256,1168,1051,442,0,6917,13797,1762,1381,293,14,17247,689,122,94,26,3,934,499,109,157,32,0,797,14985,1993,1632,351,17,18978,571,147,183,39,0,940,19812,3308,2866,832,17,26835
SED10070,4723,883,481,267,8,6362,14730,1844,689,199,21,17483,757,91,43,17,3,911,654,145,73,35,3,910,16141,2080,805,251,27,19304,754,118,81,33,0,986,21618,3081,1367,551,35,26652
SED10071,2885,496,181,141,4,3707,20176,2801,293,145,7,23422,548,92,12,17,0,669,799,169,35,21,0,1024,21523,3062,340,183,7,25115,826,113,28,28,0,995,25234,3671,549,352,11,29817
SED10072,3041,650,1800,51,5,5547,9632,1863,7131,118,27,18771,346,71,281,6,0,704,310,72,535,14,0,931,10288,2006,7947,138,27,20406,530,95,419,22,0,1066,13859,2751,10166,211,32,27019
SED10073,2158,543,1386,6,6,4099,11424,2502,6986,18,11,20941,301,77,201,3,0,582,262,72,434,0,0,768,11987,2651,7621,21,11,22291,426,115,307,3,0,851,14571,3309,9314,30,17,27241
SED10074,4283,785,630,173,3,5874,14316,1263,588,116,0,16283,710,80,39,12,0,841,615,114,73,6,0,808,15641,1457,700,134,0,17932,663,93,78,24,0,858,20587,2335,1408,331,3,24664
SED10075,3454,358,67,43,6,3928,14688,1285,130,28,20,16151,539,50,9,3,0,601,532,54,16,0,0,602,15759,1389,155,31,20,17354,771,96,7,4,0,878,19984,1843,229,78,26,22160
SED10076,6189,497,436,247,18,7387,15202,623,345,170,15,16355,1081,67,27,10,3,1188,737,63,56,11,0,867,17020,753,428,191,18,18410,812,76,58,48,4,998,24021,1326,922,486,40,26795
SED10077,2153,525,1824,17,0,4519,9307,1993,9821,91,21,21233,286,64,293,4,0,647,240,71,495,10,5,821,9833,2128,10609,105,26,22701,452,103,497,7,4,1063,12438,2756,12930,129,30,28283
SED10078,5185,693,582,199,3,6662,15461,816,447,145,6,16875,738,51,37,7,0,833,597,69,49,15,0,730,16796,936,533,167,6,18438,797,74,74,36,0,981,22778,1703,1189,402,9,26081
SED10079,102,938,4038,25,26,5129,901,6649,27698,106,150,35504,25,195,840,3,4,1067,53,462,2712,9,10,3246,979,7306,31250,118,164,39817,32,271,1093,3,4,1403,1113,8515,36381,146,194,46349
SED10080,6433,455,826,97,7,7818,14742,428,689,102,28,15989,801,37,46,12,0,896,827,50,127,7,0,1011,16370,515,862,121,28,17896,848,98,137,38,0,1121,23651,1068,1825,256,35,26835
SED10081,2907,947,243,241,5,4343,15217,1654,496,155,10,17532,616,95,35,16,0,762,593,107,53,8,3,764,16426,1856,584,179,13,19058,565,144,39,25,0,773,19898,2947,866,445,18,24174
SED10082,3662,1253,996,93,0,6004,14450,2048,1117,79,3,17697,604,130,70,5,3,812,688,152,129,15,3,987,15742,2330,1316,99,9,19496,635,161,141,14,4,955,20039,3744,2453,206,13,26455
SED10083,3724,754,537,19,17,5051,14687,2400,963,28,30,18108,476,77,52,0,0,605,509,121,65,0,3,698,15672,2598,1080,28,33,19411,733,166,105,9,0,1013,20129,3518,1722,56,50,25475
SED10084,3376,1880,1241,516,10,7023,12094,3395,2028,380,19,17916,644,221,125,41,3,1034,500,256,214,44,3,1017,13238,3872,2367,465,25,19967,543,288,212,66,0,1109,17157,6040,3820,1047,35,28099
SED10085,5873,256,446,174,10,6759,15885,455,402,147,18,16907,820,25,28,3,0,876,831,47,88,21,0,987,17536,527,518,171,18,18770,820,42,62,25,8,957,24229,825,1026,370,36,26486
SED10086,522,369,2399,10,10,3310,6279,3224,13395,60,36,22994,114,73,518,8,0,713,127,98,1329,8,5,1567,6520,3395,15242,76,41,25274,218,126,718,3,0,1065,7260,3890,18359,89,51,29649
SED10087,5182,345,936,54,7,6524,15739,512,1126,91,19,17487,751,28,68,7,0,854,927,58,202,7,3,1197,17417,598,1396,105,22,19538,755,56,149,19,19,998,23354,999,2481,178,48,27060
SED10088,1827,278,1722,8,0,3835,13732,1117,5201,28,12,20090,386,40,253,4,0,683,311,55,471,3,0,840,14429,1212,5925,35,12,21613,461,62,327,0,0,850,16717,1552,7974,43,12,26298
SED10089,4504,866,555,7,8,5940,15126,1256,717,27,32,17158,542,60,37,3,0,642,582,98,83,0,3,766,16250,1414,837,30,35,18566,704,139,82,0,3,928,21458,2419,1474,37,46,25434
SED10090,1256,265,1344,18,0,2883,11118,2108,10671,91,15,24003,217,48,316,0,0,581,224,76,668,14,0,982,11559,2232,11655,105,15,25566,298,59,317,4,4,682,13113,2556,13316,127,19,29131
SED10091,3238,451,238,43,3,3973,16334,1001,320,48,6,17709,730,53,27,3,0,813,710,85,25,9,0,829,17774,1139,372,60,6,19351,818,56,44,18,3,939,21830,1646,654,121,12,24263
SED10092,4540,821,1973,167,6,7507,11094,1699,4735,147,19,17694,594,91,243,10,3,941,539,113,549,18,0,1219,12227,1903,5527,175,22,19854,670,143,371,30,0,1214,17437,2867,7871,372,28,28575
SED10093,5004,983,502,232,4,6725,16248,1196,351,109,5,17909,649,61,35,10,0,755,808,87,24,26,3,948,17705,1344,410,145,8,19612,885,148,91,37,0,1161,23594,2475,1003,414,12,27498
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
