region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10001,35306,36690,71996,2299,2224,4523,4826,4672,9498,2611,2497,5108,2102,2274,4376,3957,4061,8018,4375,4597,8972,4843,5036,9879,4636,4686,9322,3222,3307,6529,1871,2240,4111,564,1096,1660,33103,34652,67755,2203,2039,4242,697,723,1420,38,31,69,22,19,41,757,773,1530,30158,31590,61748,3243,3308,6551,32163,33733,65896,1443,1543,2986,31892,33644,65536,479,499,978,4333,4209,8542,1722,1816,3538,491,873,1364,846,1567,2413,9112,11340,20452,3208,3345,6553,8360,7905,16265,2887,2660,5547,2017,1935,3952,128,120,248,32337,33912,66249,2796,2551,5347
SED10002,47273,44756,92029,3588,3423,7011,6047,5618,11665,3225,2928,6153,4356,3779,8135,9203,8180,17383,6522,6269,12791,6032,5789,11821,4283,4148,8431,2304,2235,4539,1307,1607,2914,406,781,1187,46080,43784,89864,1192,973,2165,273,227,500,19,10,29,13,5,18,305,242,547,18659,17329,35988,25097,24533,49630,10714,9929,20643,32163,32034,64197,33689,33359,67048,581,561,1142,5003,4719,9722,2394,2339,4733,1829,1625,3454,2305,2430,4735,20612,19447,40059,1728,1596,3324,5067,4884,9951,1654,1670,3324,2443,3061,5504,1207,1657,2864,43077,42115,85192,4410,2707,7117
SED10003,31874,34155,66029,1869,1759,3628,4252,4017,8269,2069,1887,3956,1432,1322,2754,2913,3068,5981,4055,4862,8917,4909,5524,10433,4959,5036,9995,2953,3131,6084,1751,2320,4071,710,1230,1940,29887,32265,62152,1985,1890,3875,706,851,1557,43,30,73,30,36,66,779,917,1696,25729,27660,53389,4346,4730,9076,29035,31186,60221,1381,1615,2996,28552,30789,59341,483,496,979,3843,3657,7500,1445,1418,2863,331,417,748,901,1780,2681,10804,12326,23130,2040,2053,4093,7310,8143,15453,2098,2276,4374,1456,1495,2951,58,70,128,29366,31707,61073,3004,2965,5969
SED10004,36032,39393,75425,2765,2596,5361,3128,3097,6225,1329,1385,2714,2227,2668,4895,6831,7849,14680,7266,7504,14770,4832,5230,10062,3956,4475,8431,2180,2422,4602,1186,1472,2658,331,696,1027,34301,37707,72008,1730,1686,3416,363,470,833,15,18,33,13,10,23,391,498,889,22410,25325,47735,10882,11658,22540,27376,29834,57210,6118,7411,13529,28793,32296,61089,554,541,1095,2841,2814,5655,1028,1138,2166,1088,1305,2393,1866,2696,4562,20752,23490,44242,1224,1305,2529,3241,3622,6863,865,954,1819,1019,1264,2283,174,273,447,32373,36036,68409,3232,3071,6303
SED10005,39947,40747,80694,3513,3231,6744,6196,5747,11943,2987,2702,5689,2798,2959,5757,5716,6277,11993,5207,5600,10807,4927,5025,9952,4019,3887,7906,2576,2458,5034,1490,1853,3343,518,1008,1526,39039,39946,78985,907,803,1710,167,196,363,19,17,36,0,0,0,186,213,399,19690,19926,39616,17223,18012,35235,10484,10672,21156,26742,27573,54315,33160,33947,67107,661,616,1277,5128,4820,9948,2205,2094,4299,1031,1097,2128,1148,1691,2839,14848,15247,30095,1636,1644,3280,5738,5853,11591,1649,1777,3426,2307,2818,5125,867,1286,2153,37345,38144,75489,2568,2505,5073
SED10006,34284,33188,67472,2644,2586,5230,4960,4688,9648,2134,1970,4104,1783,1800,3583,3519,3783,7302,4277,4255,8532,4932,4633,9565,4617,4026,8643,3341,2924,6265,1667,1779,3446,412,741,1153,31594,30773,62367,2691,2413,5104,5761,6214,11975,43,66,109,59,59,118,5863,6339,12202,29764,28928,58692,1686,1672,3358,31034,30331,61365,795,751,1546,30678,29875,60553,614,573,1187,4170,4002,8172,1165,1158,2323,172,330,502,486,1149,1635,6667,8610,15277,1668,1845,3513,8901,7871,16772,3206,2724,5930,2905,1963,4868,187,110,297,30765,30018,60783,4590,3392,7982
SED10007,36953,36105,73058,2522,2358,4880,5202,4705,9907,2664,2516,5180,2659,2384,5043,3982,3750,7732,4613,4667,9280,5096,4973,10069,4806,4554,9360,3340,3256,6596,1695,2040,3735,373,902,1275,34814,34322,69136,2138,1785,3923,1519,1328,2847,54,49,103,23,24,47,1596,1401,2997,31538,31230,62768,3273,2887,6160,33067,33473,66540,1101,1110,2211,32688,33107,65795,549,526,1075,4633,4182,8815,1823,1842,3665,722,943,1665,795,1385,2180,9012,10921,19933,1974,1937,3911,9787,9088,18875,2876,2916,5792,2003,1758,3761,108,78,186,32627,33200,65827,4272,2689,6961
SED10008,35551,36945,72496,2634,2516,5150,5117,4772,9889,2566,2229,4795,2107,2076,4183,4010,4375,8385,5476,5845,11321,4854,5041,9895,4093,4596,8689,3018,3073,6091,1296,1569,2865,380,854,1234,34447,35992,70439,1106,953,2059,148,139,287,6,5,11,5,0,5,159,144,303,23525,24185,47710,11025,11757,22782,24879,25532,50411,9789,10576,20365,31791,32899,64690,719,672,1391,4819,4473,9292,2153,1914,4067,953,1031,1984,959,1462,2421,16718,17428,34146,1604,1509,3113,5898,6504,12402,1403,1602,3005,772,956,1728,121,170,291,33970,35528,69498,1251,1221,2472
SED10009,32914,34099,67013,1796,1665,3461,4008,3858,7866,2123,1952,4075,1143,1059,2202,2223,2493,4716,3444,3725,7169,4686,5191,9877,5761,5926,11687,4576,4390,8966,2434,2636,5070,719,1205,1924,30242,31744,61986,2670,2359,5029,1289,1317,2606,23,28,51,14,23,37,1326,1368,2694,26825,27771,54596,4136,4437,8573,30281,31432,61713,1031,1182,2213,29938,31122,61060,417,408,825,3572,3445,7017,1428,1416,2844,217,219,436,530,1227,1757,8848,9896,18744,2224,2512,4736,8633,8931,17564,2840,2800,5640,2061,1878,3939,107,58,165,29784,30973,60757,2942,3017,5959
SED10010,39215,39823,79038,3218,3021,6239,5496,5100,10596,2776,2661,5437,2875,2715,5590,6473,6669,13142,5552,5522,11074,5069,5208,10277,4034,4240,8274,2215,2398,4613,1188,1621,2809,320,667,987,38186,38923,77109,1028,900,1928,783,888,1671,29,36,65,20,28,48,832,952,1784,20744,20824,41568,16576,17209,33785,20856,20882,41738,16729,17427,34156,32204,32685,64889,615,584,1199,4857,4567,9424,1995,1990,3985,1000,996,1996,1385,1967,3352,15470,15781,31251,1777,1679,3456,6924,6952,13876,1989,2174,4163,1729,2183,3912,279,520,799,37686,38250,75936,1362,1522,2884
SED10011,32633,35006,67639,2068,2068,4136,4600,4264,8864,2269,2098,4367,1662,1603,3265,3001,3184,6185,4408,4839,9247,4915,5481,10396,4956,5346,10302,2896,3273,6169,1411,1836,3247,446,1013,1459,30876,33426,64302,1755,1581,3336,609,603,1212,9,9,18,3,10,13,621,622,1243,25149,27094,52243,5445,5973,11418,29322,31472,60794,1577,1916,3493,29037,31332,60369,546,526,1072,4148,3894,8042,1696,1585,3281,568,646,1214,1092,1906,2998,12706,14456,27162,1703,1796,3499,7001,7436,14437,1683,1890,3573,787,863,1650,76,75,151,29680,32172,61852,2457,2434,4891
SED10012,33146,33753,66899,2134,2129,4263,4766,4546,9312,2198,2081,4279,1475,1336,2811,2681,3063,5744,4067,4381,8448,4861,4649,9510,4853,4795,9648,3678,3528,7206,1927,2233,4160,506,1012,1518,31026,31987,63013,2122,1766,3888,1079,1075,2154,25,22,47,15,16,31,1119,1113,2232,29004,29485,58489,2127,2368,4495,30746,31479,62225,785,785,1570,30549,31273,61822,533,564,1097,4237,4059,8296,1512,1495,3007,253,297,550,509,1136,1645,7801,9610,17411,1659,1879,3538,8896,8527,17423,2893,2630,5523,2520,1949,4469,103,97,200,30339,31140,61479,2196,2113,4309
SED10013,37337,38921,76258,2647,2347,4994,5545,5219,10764,3068,2631,5699,2645,2642,5287,4783,5441,10224,4975,5768,10743,5511,5577,11088,4015,4283,8298,2312,2430,4742,1438,1838,3276,398,745,1143,36313,37984,74297,1025,936,1961,280,275,555,26,23,49,3,0,3,309,298,607,15399,14322,29721,19667,22458,42125,8155,7428,15583,27230,29741,56971,31691,32655,64346,478,433,911,4534,4279,8813,2338,2105,4443,1001,1089,2090,928,1640,2568,12833,12933,25766,1779,1592,3371,5168,4951,10119,1829,1975,3804,2856,4022,6878,1875,3010,4885,35676,37204,72880,1537,1570,3107
SED10014,38938,40291,79229,3249,3120,6369,6600,6268,12868,3183,3017,6200,2687,2692,5379,5057,5530,10587,5769,6218,11987,5212,5647,10859,4015,4015,8030,1989,2050,4039,902,1149,2051,275,586,861,37656,39192,76848,1284,1099,2383,865,891,1756,18,28,46,10,12,22,893,931,1824,30057,31148,61205,7008,7246,14254,32041,33101,65142,5207,5533,10740,34791,36128,70919,827,804,1631,5915,5669,11584,2235,2206,4441,660,777,1437,718,1321,2039,11246,12909,24155,2158,2051,4209,9750,9552,19302,2445,2602,5047,1367,1440,2807,174,250,424,36922,38320,75242,1680,1743,3423
SED10015,34163,35345,69508,2636,2495,5131,4897,4714,9611,2679,2512,5191,2545,2530,5075,4875,5093,9968,4371,4741,9112,4627,4943,9570,4351,4583,8934,2132,2221,4353,849,1112,1961,201,401,602,33014,34428,67442,1149,915,2064,1081,1251,2332,27,37,64,18,13,31,1126,1301,2427,22531,23101,45632,9775,10470,20245,23990,24810,48800,8527,9113,17640,29338,30384,59722,575,522,1097,4283,4107,8390,1750,1746,3496,699,751,1450,852,1356,2208,10807,11622,22429,1846,1819,3665,7889,8037,15926,2296,2511,4807,1359,1593,2952,199,301,500,32591,34032,66623,1554,1239,2793
SED10016,38472,40298,78770,2592,2509,5101,4521,4150,8671,2201,2037,4238,2596,2468,5064,6082,6226,12308,5838,6695,12533,5561,5749,11310,4054,4322,8376,2643,2961,5604,1862,2130,3992,522,1051,1573,37484,39369,76853,987,929,1916,241,279,520,9,12,21,8,7,15,258,298,556,19018,19661,38679,17174,18394,35568,15806,16267,32073,20652,22137,42789,30483,32386,62869,547,520,1067,3977,3673,7650,1768,1669,3437,1143,1120,2263,1695,2164,3859,18349,19365,37714,1408,1352,2760,4700,4844,9544,1244,1472,2716,2303,2877,5180,651,1037,1688,36106,37929,74035,2125,2208,4333
SED10017,36031,37788,73819,2223,2028,4251,5190,4778,9968,2935,2771,5706,2656,2549,5205,3573,3806,7379,4614,5392,10006,5529,6133,11662,4817,4995,9812,2845,2768,5613,1195,1563,2758,453,1006,1459,34862,36841,71703,1168,947,2115,81,113,194,5,6,11,0,0,0,86,119,205,21200,22152,43352,13768,14514,28282,22792,23682,46474,12279,13144,25423,31415,32792,64207,588,587,1175,4903,4508,9411,2553,2434,4987,1374,1352,2726,1060,1426,2486,19530,19672,39202,1566,1615,3181,4398,5707,10105,1181,1412,2593,553,829,1382,113,179,292,34342,35875,70217,1135,1592,2727
