region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SED10059,21540,53152,2210,3681,414,822,2624,4503,1755,2629,262,436,315,497,27,55,2359,3617,446,699,18,53,90,188,554,940,28,62,27105,62274,6137,0,33242,62274
SED10060,17542,43540,1473,2582,2616,5390,4089,7972,3291,4989,1735,2808,1358,2368,35,56,6419,10221,20,39,3,8,125,248,148,295,22,28,28220,62056,2980,0,31200,62056
SED10061,6618,18905,1501,3419,3045,6912,4546,10331,3496,6390,7283,12676,11982,20567,26,38,22787,39671,9,17,0,0,32,68,41,85,89,170,34081,69162,4247,0,38328,69162
SED10062,24425,60641,683,1082,86,140,769,1222,1656,2582,34,67,0,0,32,41,1722,2690,162,238,23,31,83,197,268,466,29,52,27213,65071,4520,0,31733,65071
SED10063,14229,42673,1549,3253,1464,4071,3013,7324,1779,3730,3738,8473,3087,7443,35,80,8639,19726,0,3,0,0,104,238,104,241,13,28,25998,69992,1475,0,27473,69992
SED10064,23740,62026,1300,2208,77,125,1377,2333,1158,1589,34,41,22,30,18,36,1232,1696,172,240,27,54,96,190,295,484,17,34,26661,66573,3576,0,30237,66573
SED10065,23947,59091,952,1821,136,276,1088,2097,1013,1533,70,101,47,82,40,78,1170,1794,305,469,60,111,103,207,468,787,14,33,26687,63802,4317,0,31004,63802
SED10066,12546,37023,2031,4756,3212,9056,5243,13812,3902,8358,6898,15884,3829,8579,35,73,14664,32894,0,0,3,0,57,130,60,130,80,200,32593,84059,2206,0,34799,84059
SED10067,18875,53618,1326,2585,1774,3977,3100,6562,869,1482,1207,2055,438,817,158,388,2672,4742,92,137,0,0,45,89,137,226,72,100,24856,65248,1471,0,26327,65248
SED10068,16173,47092,965,1833,1733,4192,2698,6025,2161,3766,2100,3969,525,974,133,245,4919,8954,75,122,5,4,116,217,196,343,19,39,24005,62453,3237,0,27242,62453
SED10069,19809,49737,2366,4019,941,1710,3307,5729,1532,2340,550,886,745,1301,39,69,2866,4596,654,1007,0,0,181,301,835,1308,19,32,26836,61402,3625,0,30461,61402
SED10070,21618,54525,1818,3302,1265,2761,3083,6063,1030,1705,164,275,147,257,27,48,1368,2285,485,687,10,28,57,109,552,824,33,65,26654,63762,6802,0,33456,63762
SED10071,25232,80912,1391,3181,2283,6831,3674,10012,330,535,123,241,73,174,24,48,550,998,273,412,7,22,69,143,349,577,10,27,29815,92526,1389,0,31204,92526
SED10072,13861,40999,1697,3498,1053,2838,2750,6336,1208,2587,4466,9466,4417,9919,73,168,10164,22140,78,104,3,5,132,370,213,479,32,70,27020,70024,1986,0,29006,70024
SED10073,14571,43543,1980,4754,1328,3463,3308,8217,1356,2429,4530,8979,3407,7199,22,53,9315,18660,0,0,0,0,30,54,30,54,17,30,27241,70504,1752,0,28993,70504
SED10074,20587,57838,1376,2478,961,1976,2337,4454,1294,2121,89,141,9,9,16,24,1408,2295,290,432,0,3,40,115,330,550,4,0,24666,65137,1545,0,26211,65137
SED10075,19984,65933,1258,3851,583,1850,1841,5701,106,205,88,190,4,8,30,84,228,487,70,90,0,0,9,20,79,110,28,76,22160,72307,887,0,23047,72307
SED10076,24021,57653,1037,1845,285,533,1322,2378,857,1267,21,37,4,3,42,67,924,1374,437,632,8,19,41,103,486,754,42,61,26795,62220,12168,0,38963,62220
SED10077,12438,38516,1445,3448,1309,3371,2754,6819,3631,8152,5606,12950,3647,9007,46,95,12930,30204,0,0,0,0,128,318,128,318,31,63,28281,75920,1657,0,29938,75920
SED10078,22775,58089,1178,1920,527,1055,1705,2975,982,1516,85,130,81,129,39,70,1187,1845,341,479,3,9,59,121,403,609,12,17,26082,63535,3001,0,29083,63535
SED10079,1114,2576,725,1452,7790,17694,8515,19146,1630,2746,4299,7210,30426,54177,29,44,36384,64177,3,4,0,0,140,310,143,314,193,343,46349,86556,7191,0,53540,86556
SED10080,23651,60706,868,1403,202,374,1070,1777,1724,2588,39,58,22,37,37,48,1822,2731,154,247,21,36,80,176,255,459,37,74,26835,65747,2923,0,29758,65747
SED10081,19898,53651,1889,3081,1060,2408,2949,5489,627,1128,164,290,25,48,50,88,866,1554,420,582,0,0,23,39,443,621,18,36,24174,61351,5106,0,29280,61351
SED10082,20039,55204,2188,3970,1554,3147,3742,7117,1473,2213,363,666,551,1018,67,97,2454,3994,159,263,0,3,47,112,206,378,12,31,26453,66724,4017,0,30470,66724
SED10083,20125,58391,1920,4554,1601,4643,3521,9197,1006,1898,530,1257,90,206,96,180,1722,3541,12,13,0,0,45,115,57,128,50,123,25475,71380,1278,0,26753,71380
SED10084,17155,45101,4084,8005,1956,4023,6040,12028,2164,3854,1093,1965,493,898,70,140,3820,6857,1002,1512,6,14,40,80,1048,1606,36,75,28099,65667,3548,0,31647,65667
SED10085,24231,62920,681,1252,144,282,825,1534,988,1525,0,4,8,10,27,41,1023,1580,260,367,15,41,97,190,372,598,36,75,26487,66707,4617,0,31104,66707
SED10086,7260,22167,1627,3977,2261,5908,3888,9885,3265,6594,7377,13780,7703,13868,16,33,18361,34275,3,10,0,0,88,178,91,188,48,121,29648,66636,3912,0,33560,66636
SED10087,23357,61708,811,1321,185,336,996,1657,2300,3578,82,119,79,119,21,31,2482,3847,77,107,9,28,92,186,178,321,46,73,27059,67606,3479,0,30538,67606
SED10088,16716,51302,433,885,1119,2780,1552,3665,2046,3392,3996,7891,1820,3508,111,228,7973,15019,0,0,0,0,42,107,42,107,15,39,26298,70132,1696,0,27994,70132
SED10089,21459,56908,1824,3232,593,1329,2417,4561,1240,2073,168,278,20,26,45,82,1473,2459,3,4,0,0,35,67,38,71,46,71,25433,64070,1624,0,27057,64070
SED10090,13113,38969,1339,3153,1218,2835,2557,5988,2776,5396,3848,7599,6665,13633,27,42,13316,26670,15,27,0,0,110,218,125,245,20,41,29131,71913,2523,0,31654,71913
SED10091,21831,66967,1114,2306,531,1470,1645,3776,266,437,267,429,50,80,70,127,653,1073,78,119,13,46,32,84,123,249,9,16,24261,72081,1489,0,25750,72081
SED10092,17438,47171,1313,2587,1554,3602,2867,6189,2585,4447,2372,4106,2805,5269,108,209,7870,14031,241,358,4,3,127,262,372,623,30,47,28577,68061,2546,0,31123,68061
SED10093,23593,64179,1769,3282,705,1568,2474,4850,881,1216,79,134,12,27,32,47,1004,1424,374,553,0,7,40,94,414,654,14,31,27499,71138,2686,0,30185,71138
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
