region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED10001,99,2196,315,2610,117,1802,182,2101,253,3399,306,3958,409,3663,302,4374,577,3946,321,4844,637,3682,317,4636,340,2528,353,3221,180,1376,316,1872,40,409,116,565,2652,23001,2528,28181,109,2139,249,2497,144,1991,139,2274,464,3391,205,4060,689,3662,249,4600,1033,3773,229,5035,1049,3359,278,4686,457,2487,364,3308,209,1622,411,2242,40,846,209,1095,4194,23270,2333,29797,208,4335,564,5107,261,3793,321,4375,717,6790,511,8018,1098,7325,551,8974,1610,7719,550,9879,1686,7041,595,9322,797,5015,717,6529,389,2998,727,4114,80,1255,325,1660,6846,46271,4861,57978
SED10002,125,2557,542,3224,241,3397,718,4356,591,7210,1403,9204,607,4986,928,6521,664,4625,744,6033,514,3320,447,4281,234,1806,264,2304,140,984,183,1307,20,306,79,405,3136,29191,5308,37635,194,2352,383,2929,331,3036,412,3779,923,6435,820,8178,887,4760,623,6270,970,4284,534,5788,741,3067,340,4148,312,1657,265,2234,141,1213,252,1606,34,624,125,783,4533,27428,3754,35715,319,4909,925,6153,572,6433,1130,8135,1514,13645,2223,17382,1494,9746,1551,12791,1634,8909,1278,11821,1255,6387,787,8429,546,3463,529,4538,281,2197,435,2913,54,930,204,1188,7669,56619,9062,73350
SED10003,79,1733,258,2070,67,1224,141,1432,211,2459,243,2913,427,3362,267,4056,610,3997,301,4908,705,3956,297,4958,311,2391,251,2953,172,1327,252,1751,60,524,127,711,2642,20973,2137,25752,67,1617,203,1887,106,1148,69,1323,329,2569,170,3068,676,3947,237,4860,1106,4159,260,5525,1147,3622,268,5037,502,2349,279,3130,215,1697,407,2319,44,941,243,1228,4192,22049,2136,28377,146,3350,461,3957,173,2372,210,2755,540,5028,413,5981,1103,7309,504,8916,1716,8156,561,10433,1852,7578,565,9995,813,4740,530,6083,387,3024,659,4070,104,1465,370,1939,6834,43022,4273,54129
SED10004,62,1074,193,1329,91,1883,251,2225,255,5936,641,6832,457,6213,594,7264,573,3894,366,4833,524,3120,312,3956,213,1696,271,2180,108,867,213,1188,22,238,70,330,2305,24921,2911,30137,65,1190,130,1385,124,2328,217,2669,454,6900,495,7849,805,6260,441,7506,851,4040,338,5229,982,3168,325,4475,409,1720,293,2422,131,1095,246,1472,10,500,186,696,3831,27201,2671,33703,127,2264,323,2714,215,4211,468,4894,709,12836,1136,14681,1262,12473,1035,14770,1424,7934,704,10062,1506,6288,637,8431,622,3416,564,4602,239,1962,459,2660,32,738,256,1026,6136,52122,5582,63840
SED10005,137,2372,479,2988,171,2317,310,2798,451,4674,591,5716,514,4181,510,5205,560,3873,494,4927,491,3098,430,4019,271,1986,318,2575,148,1136,205,1489,29,380,107,516,2772,24017,3444,30233,172,2178,351,2701,287,2390,282,2959,834,4825,618,6277,946,4083,572,5601,952,3604,468,5024,800,2731,356,3887,342,1822,295,2459,174,1420,260,1854,34,761,214,1009,4541,23814,3416,31771,309,4550,830,5689,458,4707,592,5757,1285,9499,1209,11993,1460,8264,1082,10806,1512,7477,962,9951,1291,5829,786,7906,613,3808,613,5034,322,2556,465,3343,63,1141,321,1525,7313,47831,6860,62004
SED10006,116,1646,372,2134,90,1502,191,1783,234,2923,360,3517,422,3439,417,4278,553,3927,454,4934,482,3633,502,4617,265,2586,489,3340,118,1200,349,1667,20,313,77,410,2300,21169,3211,26680,130,1518,323,1971,147,1486,168,1801,463,3008,313,3784,666,3226,361,4253,881,3390,362,4633,770,2869,386,4025,353,2169,403,2925,157,1261,361,1779,33,570,139,742,3600,19497,2816,25913,246,3164,695,4105,237,2988,359,3584,697,5931,673,7301,1088,6665,778,8531,1434,7317,816,9567,1252,6502,888,8642,618,4755,892,6265,275,2461,710,3446,53,883,216,1152,5900,40666,6027,52593
SED10007,112,2223,329,2664,121,2114,423,2658,251,3100,630,3981,435,3650,528,4613,627,4013,454,5094,624,3801,379,4804,348,2638,355,3341,156,1250,289,1695,34,270,68,372,2708,23059,3455,29222,117,2121,279,2517,160,2072,153,2385,453,3088,208,3749,729,3689,251,4669,990,3727,256,4973,951,3290,315,4556,456,2467,333,3256,170,1471,398,2039,23,732,148,903,4049,22657,2341,29047,229,4344,608,5181,281,4186,576,5043,704,6188,838,7730,1164,7339,779,9282,1617,7740,710,10067,1575,7091,694,9360,804,5105,688,6597,326,2721,687,3734,57,1002,216,1275,6757,45716,5796,58269
SED10008,92,2264,209,2565,97,1918,91,2106,231,3609,171,4011,488,4792,196,5476,559,4097,198,4854,634,3319,142,4095,393,2460,166,3019,158,995,142,1295,32,269,79,380,2684,23723,1394,27801,111,1953,165,2229,140,1859,78,2077,388,3840,147,4375,783,4894,168,5845,938,3928,175,5041,1015,3417,162,4594,532,2357,183,3072,127,1219,224,1570,16,652,186,854,4050,24119,1488,29657,203,4217,374,4794,237,3777,169,4183,619,7449,318,8386,1271,9686,364,11321,1497,8025,373,9895,1649,6736,304,8689,925,4817,349,6091,285,2214,366,2865,48,921,265,1234,6734,47842,2882,57458
SED10009,103,1731,290,2124,61,987,96,1144,200,1855,168,2223,338,2853,252,3443,584,3789,314,4687,860,4505,394,5759,469,3681,424,4574,246,1794,393,2433,56,513,149,718,2917,21708,2480,27105,105,1608,240,1953,90,900,69,1059,313,1995,183,2491,581,2931,213,3725,1056,3873,262,5191,1271,4298,359,5928,594,3364,432,4390,247,1874,517,2638,42,905,259,1206,4299,21748,2534,28581,208,3339,530,4077,151,1887,165,2203,513,3850,351,4714,919,5784,465,7168,1640,7662,576,9878,2131,8803,753,11687,1063,7045,856,8964,493,3668,910,5071,98,1418,408,1924,7216,43456,5014,55686
SED10010,138,2305,332,2775,151,2478,247,2876,497,5521,454,6472,568,4593,390,5551,521,4210,339,5070,482,3256,297,4035,210,1775,232,2217,101,861,226,1188,19,237,64,320,2687,25236,2581,30504,142,2241,280,2663,232,2289,193,2714,751,5490,427,6668,841,4367,315,5523,888,3990,329,5207,761,3171,305,4237,287,1855,253,2395,106,1227,288,1621,13,529,125,667,4021,25159,2515,31695,280,4546,612,5438,383,4767,440,5590,1248,11011,881,13140,1409,8960,705,11074,1409,8200,668,10277,1243,6427,602,8272,497,3630,485,4612,207,2088,514,2809,32,766,189,987,6708,50395,5096,62199
