region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SED10001,4732,5438,4954,3340,4195,3228,2595,4034,553,33069
SED10002,3364,7117,5131,2921,5229,3136,3008,4449,1085,35440
SED10003,3960,6110,3941,3253,3282,3066,1243,2949,446,28250
SED10004,8272,17415,2888,2932,5480,2908,652,1192,604,42343
SED10005,2624,4658,4263,2465,4581,2854,2787,3114,835,28181
SED10006,6999,3584,3414,2744,2882,1900,2848,3568,579,28518
SED10007,3978,5009,5039,3454,3989,2817,3123,3838,526,31773
SED10008,5592,10425,4229,2855,6628,3464,1250,1751,516,36710
SED10009,3338,4018,3990,3069,3017,2802,1500,3199,377,25310
SED10010,2684,5806,5008,3244,6655,3206,3961,3980,847,35391
SED10011,3697,8841,4161,3661,4416,2451,1400,2217,433,31277
SED10012,6351,4361,3995,2722,3397,2304,1811,3703,575,29219
SED10013,1744,3146,3978,2379,3461,2320,3715,4719,949,26411
SED10014,4697,6262,5957,3758,6880,3938,3568,3257,629,38946
SED10015,2514,4468,4631,3153,5622,2909,3590,3437,599,30923
SED10016,4299,9185,4635,3264,5602,3206,2097,3243,835,36366
SED10017,6606,11802,3452,2510,6270,3678,905,1513,632,37368
SED10018,2696,3475,6106,3201,3985,3218,4251,4285,548,31765
SED10019,2994,6684,4446,2832,4733,3239,1739,2541,414,29622
SED10020,3110,3520,3639,3316,3019,2806,1942,3903,425,25680
SED10021,3504,5118,4078,3384,4044,3369,1515,3283,414,28709
SED10022,6746,17372,3645,3822,5652,3162,805,1594,740,43538
SED10023,5328,7819,4665,3600,6046,3526,1366,1776,539,34665
SED10024,6480,11223,2089,2304,4780,2755,415,923,536,31505
SED10025,7370,13094,3896,3052,6763,3704,1005,1779,744,41407
SED10026,5097,5200,4603,3283,4278,3217,2478,3522,474,32152
SED10027,3391,5670,4687,2564,6017,2679,2141,2352,608,30109
SED10028,5167,12974,2907,2429,5559,2775,664,1442,564,34481
SED10029,1948,3690,4413,2474,4504,2460,3459,3902,834,27684
SED10030,3383,5537,4346,3355,4733,3050,1640,2907,507,29458
SED10031,4113,5367,4635,3690,3822,2984,2171,3279,525,30586
SED10032,2889,6183,5282,2954,5800,3253,3184,3818,936,34299
SED10033,6813,8031,5940,2873,6562,3632,2028,2553,637,39069
SED10034,4208,8291,5397,3684,5977,2929,1516,2055,468,34525
SED10035,6549,14158,4352,4060,6854,3679,1717,2352,819,44540
SED10036,5600,11609,4473,3324,6237,3335,1069,2189,609,38445
SED10037,3002,7224,4417,3321,4296,2474,1901,2309,439,29383
SED10038,3908,6155,4972,3566,4147,3006,2092,2669,442,30957
SED10039,3957,8366,4384,3035,6205,3377,2236,3029,800,35389
SED10040,6552,13345,2101,2455,5081,2681,457,1120,571,34363
SED10041,2993,5277,4867,2901,4091,2773,2323,3042,449,28716
SED10042,2656,5340,4608,3036,4948,3210,3206,3880,816,31700
SED10043,6501,12786,2471,2406,5294,2600,561,1176,583,34378
SED10044,4272,5530,4012,3297,3672,3060,1849,3832,416,29940
SED10045,2385,3947,5164,2602,4951,2876,3828,4171,882,30806
SED10046,3295,4324,5400,3321,5483,3144,3901,3572,653,33093
SED10047,3526,5876,5310,3132,6617,3331,3867,3759,819,36237
SED10048,3572,5832,6420,3220,5050,3550,3628,3598,513,35383
SED10049,7610,13441,3869,3486,5442,3453,900,1627,669,40497
SED10050,4626,9165,3984,3586,6142,3219,1744,2140,667,35273
SED10051,5970,16530,3983,3781,6324,3017,1146,2147,617,43515
SED10052,5019,8038,5294,3829,7390,3707,2057,2058,611,38003
SED10053,4687,7946,4357,3023,5948,3059,1250,1809,483,32562
SED10054,6340,7106,5457,3706,6775,3005,2114,3150,884,38537
SED10055,2103,4209,4546,3232,5972,3140,5201,4713,760,33876
SED10056,3938,5081,5629,3560,7432,3769,4299,3698,734,38140
SED10057,5944,3480,3678,2936,2956,2144,2484,3624,479,27725
SED10058,6403,3696,4114,2628,3429,2604,2434,4678,547,30533
SED10059,2675,3714,3500,2761,2746,2843,1469,3170,332,23210
SED10060,3721,10129,4276,3575,4612,2994,1509,2583,441,33840
SED10061,9128,19164,2314,2743,6137,2949,345,826,886,44492
SED10062,6061,5118,3742,3077,3417,2813,1618,3913,479,30238
SED10063,4159,8866,4236,3105,6248,3223,1758,2459,691,34745
SED10064,4558,5567,4868,3182,4071,2910,3007,3689,496,32348
SED10065,3356,3737,3410,3113,2821,2372,1725,3215,415,24164
SED10066,4608,12062,4984,3565,7461,3614,2475,3322,923,43014
SED10067,3489,6207,4884,3321,6068,3162,2795,2810,605,33341
SED10068,5941,8929,4549,3054,5134,3208,933,1704,575,34027
SED10069,2890,4740,3677,2916,3597,2839,1204,2426,361,24650
SED10070,2938,4125,4961,3204,3585,2893,2193,3126,460,27485
SED10071,5994,10065,6732,4115,8727,4673,3643,3745,841,48535
SED10072,4200,7568,4432,3262,6015,3487,2171,3077,803,35015
SED10073,4631,11484,3988,2902,6178,3156,1228,2173,738,36478
SED10074,2353,3833,5157,3390,4126,3194,2932,3268,489,28742
SED10075,3647,5224,5432,2831,6444,3419,3221,3288,793,34299
SED10076,2723,3668,4275,3208,2943,2643,1441,2772,368,24041
SED10077,4562,12038,4302,3404,6221,3740,1477,3023,925,39692
SED10078,2605,4584,4847,3047,3987,3073,2110,2952,448,27653
SED10079,10670,24009,4379,5566,7537,4582,681,2446,1268,61138
SED10080,4521,4954,4418,2991,3902,3043,2586,4281,490,31186
SED10081,3939,7063,4493,3257,4219,3216,1033,2169,465,29854
SED10082,3126,5382,4887,3552,4617,3596,1832,3161,491,30644
SED10083,3299,7268,4829,2951,6552,3038,2832,3011,698,34478
SED10084,2976,4489,4320,3438,3501,3296,1553,3232,433,27238
SED10085,4828,4030,5949,2831,3670,2465,5191,4236,604,33804
SED10086,8018,15707,2473,2966,4816,3208,439,1011,940,39578
SED10087,4686,6277,5732,3804,4349,3519,2362,4002,554,35285
SED10088,5762,9122,5007,3374,6010,3797,1464,2438,607,37581
SED10089,2741,6824,4627,3260,4583,3356,2208,3062,499,31160
SED10090,7475,15743,2705,2694,5649,2923,562,1140,752,39643
SED10091,4095,5363,6205,3609,5908,3308,3618,3626,680,36412
SED10092,2765,6403,4325,3517,4098,2868,2278,3063,548,29865
SED10093,2756,3997,4904,3633,4198,3680,2554,3790,521,30033
SED19494,338,741,543,464,393,238,350,490,93,3650
SED19797,3,3,6,3,3,0,3,10,3,34
