LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA12380,143,452,304,787,493,183,103,90,59,197,2840,6,3,12,65,47,110,117,53,16,27,17,118,615,3,0,0,8,5,24,49,24,17,23,24,35,212,306,74,202,729,482,1006,953,369,206,196,110,531,5164,4,0,9,12,15,25,35,10,3,9,3,1430,1547,360,105,415,1594,1346,4328,6488,3792,2505,2733,1938,3335,28941,4,0,11,72,109,487,586,284,144,116,57,185,2060,3,6,112,208,160,298,262,73,29,35,7,103,1289,3,0,5,24,20,36,30,19,11,4,3,44,195,35,19,82,96,36,54,48,12,3,5,0,41,426,243,60,435,739,467,896,759,231,102,66,45,462,4503,3,0,4,3,7,5,3,0,0,0,4,85,112,289,84,646,1148,797,1774,1685,617,295,226,112,921,8592,1317,375,1388,4082,4160,8567,10944,5914,3585,3658,2398,5400,51777,0,0,0,0,5,9,232,488,438,635,542,11,2362,0,0,3,16,11,117,321
LGA12390,4,7,13,54,40,7,0,11,4,13,157,0,0,0,0,0,10,16,0,4,4,3,4,42,0,0,0,0,0,9,11,3,6,3,4,18,47,9,6,7,35,52,91,72,14,8,7,5,50,342,0,0,0,0,0,0,5,0,3,0,0,366,372,9,6,25,78,109,518,1231,743,607,599,344,806,5075,0,0,0,20,52,198,211,77,28,24,6,92,707,0,0,36,117,74,149,68,20,5,4,0,48,523,0,0,3,15,10,11,14,3,0,0,0,9,65,5,3,43,54,19,22,9,0,0,0,0,15,175,14,12,105,255,125,216,91,26,9,0,9,123,976,0,0,0,4,0,5,0,0,0,0,0,28,29,24,14,182,464,280,601,395,126,42,34,11,315,2481,82,47,253,862,1054,1923,2699,1419,990,915,562,1600,12404,5,0,5,3,11,31,188,360,253,314,197,14,1373,0,0,0,7,13,37,108
LGA12700,0,3,4,12,14,4,6,0,0,3,45,0,0,0,0,0,4,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,5,0,6,15,0,3,0,8,8,25,18,11,0,0,0,15,91,0,0,0,0,0,0,0,0,0,0,0,55,57,3,3,8,17,23,103,240,148,111,117,69,157,1003,0,0,4,0,5,14,24,9,0,4,3,8,74,0,0,5,22,16,19,12,0,0,0,0,11,90,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,7,3,0,0,0,0,0,0,3,18,4,0,14,38,15,33,14,0,0,4,0,20,148,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,28,63,42,74,50,16,3,7,0,56,347,23,14,47,179,237,397,523,282,157,180,115,299,2449,0,0,0,3,0,5,36,35,17,45,44,3,194,0,0,0,4,4,15,28
LGA12730,0,8,3,11,10,3,0,0,0,0,35,0,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,5,20,10,0,5,4,0,5,59,0,0,0,0,0,0,0,0,0,0,0,51,53,0,0,8,17,20,102,206,117,76,73,47,130,799,0,0,0,0,4,27,30,11,0,4,0,8,89,0,0,6,18,16,23,8,0,0,0,0,13,95,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,6,0,0,5,0,0,0,0,6,20,4,0,13,38,16,28,21,0,0,0,0,29,148,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,25,66,37,85,71,6,0,6,0,58,372,25,20,41,161,197,368,491,252,130,120,90,279,2179,4,0,0,6,0,9,39,59,41,35,20,4,216,0,0,0,3,4,3,20
LGA12750,7,15,28,56,57,20,8,3,0,26,225,0,0,0,0,3,10,5,3,0,0,0,4,35,0,0,0,0,0,3,12,7,5,5,0,3,31,9,6,5,32,35,98,75,32,8,11,8,48,376,0,0,0,0,0,5,4,0,3,0,0,170,185,12,6,16,73,103,413,851,380,244,179,110,430,2811,0,0,4,25,21,92,103,28,10,6,3,33,323,0,4,24,108,63,116,54,11,0,0,5,50,432,0,0,0,6,10,4,14,3,0,3,0,14,61,4,0,10,27,11,8,4,0,0,0,0,9,77,14,5,70,141,96,196,74,11,5,5,8,107,728,0,0,0,0,3,0,0,0,0,0,0,9,18,19,6,117,306,206,420,248,56,17,13,10,226,1639,82,64,215,862,1373,2167,2305,843,451,347,228,1154,10070,0,0,3,6,0,23,109,133,88,118,71,5,556,0,0,0,11,12,58,112
LGA12850,139,365,265,616,534,171,125,94,43,184,2566,6,0,8,37,36,91,111,39,24,30,11,85,479,0,0,0,3,3,15,35,28,20,18,20,45,186,298,76,223,864,705,1470,1517,566,317,317,138,714,7201,4,0,4,15,12,32,26,7,6,0,0,1133,1246,339,111,417,1513,1435,4173,6039,3171,2171,2305,1449,3187,26317,7,3,20,101,181,534,620,293,124,132,57,193,2271,8,19,221,372,196,345,309,92,35,42,12,122,1779,3,0,12,20,21,36,47,9,3,6,4,43,215,52,17,183,177,56,122,84,22,13,11,6,50,796,341,89,671,1117,712,1388,1094,317,147,102,68,603,6649,3,0,5,3,4,6,11,5,0,0,0,123,165,411,137,1109,1780,1174,2438,2169,741,337,294,145,1138,11873,1255,418,1812,4842,5159,8631,10156,4793,2977,2998,1816,5300,50166,0,0,0,5,0,11,162,254,224,279,172,10,1110,0,0,0,3,6,46,95
LGA12870,0,3,3,19,13,0,0,0,0,7,46,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,0,4,19,3,0,0,3,12,22,11,5,0,0,0,14,71,0,0,0,0,0,0,0,0,0,0,0,73,75,3,0,0,18,24,153,298,177,103,105,42,196,1110,0,0,0,0,11,27,34,14,0,0,0,10,109,0,0,18,30,13,29,16,8,0,0,0,13,130,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,8,10,4,0,0,0,0,0,0,3,30,4,0,11,43,22,37,20,6,3,0,0,16,165,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,36,89,53,95,74,19,8,3,0,55,452,24,24,57,257,382,581,707,338,198,145,74,439,3228,4,3,0,3,0,11,47,71,44,40,31,3,262,0,0,4,0,0,24,31
LGA12900,3,4,5,8,8,3,3,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,5,16,0,0,0,10,7,23,11,5,0,0,0,14,68,0,0,0,0,0,0,0,0,0,0,0,42,45,5,3,7,17,23,130,206,140,92,100,46,136,897,0,0,0,0,3,27,32,12,0,0,5,9,98,0,0,0,25,13,23,7,0,0,0,0,6,81,0,0,4,0,3,7,4,0,0,0,0,3,18,0,0,9,6,5,6,0,0,0,0,0,3,23,3,0,19,42,23,48,19,3,0,0,0,29,179,0,0,0,0,0,3,0,0,0,0,0,3,10,3,3,34,74,46,103,64,15,0,4,3,52,408,21,17,50,180,254,451,509,252,139,140,75,296,2376,6,0,0,4,8,12,49,48,47,41,29,0,242,0,0,0,0,3,13,18
LGA12930,51,162,109,270,271,120,62,78,67,90,1282,0,3,5,20,13,31,51,21,9,17,10,37,227,0,0,0,3,3,8,34,18,19,24,26,38,168,97,22,67,148,121,325,409,211,121,121,93,205,1942,0,0,0,0,0,0,15,3,4,0,7,969,1005,117,39,143,467,484,1836,3736,2689,2074,2663,3102,2265,19610,3,0,4,47,80,343,492,271,139,131,74,172,1761,3,7,76,186,140,261,209,84,39,31,13,118,1168,0,3,6,19,7,29,23,13,5,7,4,27,131,21,9,60,60,20,49,37,12,3,0,0,26,293,198,45,164,340,213,497,388,143,93,40,42,212,2374,0,0,0,0,4,6,3,0,0,0,0,44,62,226,66,315,655,469,1179,1152,517,275,209,139,586,5783,950,311,712,2095,2445,4981,7391,4670,3249,3836,3975,3863,38470,0,0,0,5,0,12,182,371,366,627,744,17,2332,0,0,3,12,8,106,271
LGA12950,0,0,0,8,3,3,0,0,0,4,17,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,9,7,11,4,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,16,9,73,82,39,34,31,10,77,370,3,0,0,0,0,8,10,8,0,0,0,7,31,0,0,0,6,10,15,6,0,0,0,0,9,40,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,0,0,0,0,18,4,0,7,31,9,17,7,3,0,0,0,11,92,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,10,42,29,52,18,9,0,3,0,32,201,14,12,16,90,136,220,197,95,58,57,36,157,1083,6,0,0,5,4,13,25,15,17,14,8,6,107,0,0,0,0,5,6,13
LGA13010,0,9,5,16,9,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,11,24,18,4,0,3,0,8,84,0,0,0,0,0,0,0,0,0,0,0,44,41,0,6,6,24,31,131,191,77,63,38,29,114,716,0,0,0,4,4,26,27,0,4,0,0,8,75,0,0,3,18,14,16,12,0,0,0,0,8,75,0,0,0,0,4,3,0,0,0,0,0,0,13,0,4,5,4,0,3,0,0,0,0,0,0,25,6,0,29,47,29,40,18,0,0,0,0,25,185,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,41,78,51,86,57,11,8,0,0,43,371,26,24,69,226,297,445,466,156,102,67,42,259,2181,4,0,0,0,5,9,59,33,33,25,24,0,196,0,0,0,0,7,12,14
LGA13310,0,16,12,39,42,11,8,4,4,15,144,0,3,0,3,0,0,11,4,6,4,0,7,46,0,0,0,0,0,0,0,4,4,0,0,9,20,9,0,7,18,13,86,39,12,3,5,7,25,227,0,0,0,0,0,3,0,0,0,0,0,165,166,7,11,9,49,46,308,688,503,371,362,210,401,2969,0,3,0,10,29,90,118,42,18,6,7,33,369,3,0,14,70,46,90,45,3,3,0,0,28,307,0,0,0,11,3,9,11,0,0,0,0,11,47,0,0,22,36,14,10,5,0,0,0,0,4,95,10,10,50,122,73,111,77,15,5,8,4,57,549,0,0,0,4,0,0,0,0,0,0,0,16,24,12,20,90,254,163,318,253,69,24,19,12,151,1390,57,53,136,516,650,1213,1618,923,592,549,331,855,7510,6,5,0,0,0,12,85,173,148,166,122,6,717,0,0,0,12,8,30,64
LGA13340,4,0,6,16,18,7,0,0,3,7,58,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,11,3,0,0,4,6,19,23,0,0,0,3,5,75,0,0,0,0,0,0,0,0,0,0,0,64,68,10,4,5,28,33,151,294,190,117,94,73,163,1151,0,0,0,4,10,22,25,8,3,0,0,15,85,0,0,4,21,11,20,10,0,3,0,0,7,74,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,12,3,0,0,0,0,0,0,0,16,0,4,23,37,20,40,21,0,3,0,0,21,163,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,29,76,44,82,50,12,9,6,0,51,352,18,23,45,183,246,471,617,300,197,142,118,344,2707,4,0,0,5,0,14,49,62,43,49,39,9,269,0,0,0,0,4,11,22
LGA13450,3,13,10,28,26,10,3,3,0,7,110,0,0,0,4,0,5,4,0,0,0,0,3,29,0,0,0,5,0,0,7,0,0,0,0,7,30,15,6,7,32,22,56,39,29,3,4,4,34,249,0,0,0,3,0,5,4,5,0,0,0,136,154,19,5,14,69,79,353,772,433,308,287,177,439,2958,0,0,4,15,16,67,110,26,20,3,7,41,299,0,0,9,57,27,45,25,3,4,0,0,17,187,0,0,0,4,0,5,0,3,0,0,0,0,16,5,0,8,13,0,6,4,0,0,0,0,5,48,3,5,33,84,41,81,54,10,0,3,4,36,355,0,0,0,0,3,0,0,0,0,3,0,17,21,4,5,51,170,91,203,191,48,23,12,13,113,932,80,29,90,412,452,943,1488,767,466,448,277,774,6236,0,0,0,4,0,11,156,186,117,137,80,9,694,0,0,0,3,5,33,57
LGA13550,0,3,6,19,11,8,4,0,0,8,54,0,0,0,0,4,0,8,0,4,4,0,0,23,0,0,0,0,0,0,7,0,3,3,0,6,12,4,3,0,6,16,30,21,3,3,0,0,7,101,0,0,0,0,0,5,0,3,0,0,0,71,82,5,0,0,22,30,130,316,202,145,153,107,183,1308,0,0,0,6,7,37,37,12,0,4,4,15,133,0,3,10,37,17,23,12,0,3,6,0,8,111,0,0,0,3,0,4,4,0,0,0,0,3,13,4,3,11,17,5,4,0,0,0,0,0,6,40,0,0,19,50,34,44,22,7,0,0,0,36,215,0,0,0,0,0,0,0,0,0,0,0,8,10,4,8,41,110,57,113,77,22,4,7,0,73,520,27,16,60,210,284,451,664,358,251,256,180,388,3135,3,0,0,0,4,13,61,54,51,86,58,5,334,0,0,0,5,3,19,16
LGA13660,0,0,0,7,3,0,0,0,0,4,16,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,4,13,13,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,24,30,6,4,6,27,12,73,132,67,28,27,9,82,471,3,0,0,0,0,9,13,0,0,0,0,4,33,0,0,3,13,7,11,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,15,4,4,13,16,11,24,8,0,0,0,0,14,93,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,18,39,23,44,23,0,4,0,0,25,189,27,18,29,129,177,247,290,142,48,48,33,172,1353,5,0,0,3,0,20,24,26,17,16,11,0,124,3,0,0,0,4,9,13
LGA13800,3,27,22,65,77,29,14,14,15,38,298,0,0,0,0,0,18,33,11,7,9,6,15,100,0,0,0,0,0,3,16,15,11,9,11,19,85,9,0,8,31,28,96,130,45,26,24,14,57,470,0,0,0,4,0,0,4,0,0,5,0,348,368,24,7,17,89,90,577,1823,1319,1117,1268,984,1071,8390,0,0,0,23,44,194,322,149,71,69,23,111,1012,0,4,29,117,83,145,112,26,22,12,3,45,597,0,3,0,9,3,12,11,4,8,3,0,10,64,6,0,22,28,10,16,8,0,0,4,0,16,119,33,17,103,219,129,214,131,38,10,11,8,103,1011,0,0,0,6,0,3,3,0,0,0,0,11,25,40,25,153,399,264,584,597,224,112,96,37,300,2825,139,81,219,811,925,2076,3650,2330,1729,1840,1310,1836,16949,0,0,0,3,3,17,102,238,256,368,278,9,1282,0,0,0,3,10,48,109
LGA13850,0,3,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,3,10,8,25,73,39,21,18,12,57,270,0,0,0,4,0,9,3,3,3,0,0,0,31,0,0,6,9,10,8,4,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,9,11,3,12,4,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,26,13,26,16,9,4,5,0,16,129,9,8,26,54,67,112,159,83,37,31,28,116,732,0,0,0,0,3,4,17,18,12,14,11,0,84,0,0,0,0,0,0,3
LGA13910,3,6,6,28,24,8,0,4,0,3,91,0,0,0,0,0,8,8,6,0,0,0,3,31,0,0,0,0,0,3,6,0,0,4,0,0,22,8,3,3,33,19,41,34,4,5,0,0,15,177,0,0,0,0,0,0,0,0,0,0,0,105,114,10,3,18,59,48,251,539,234,134,126,69,300,1787,6,0,0,8,17,48,40,14,0,5,0,24,162,0,0,27,60,31,29,25,6,0,0,0,24,209,0,0,0,0,0,3,0,0,0,0,0,6,18,3,0,17,20,3,12,0,0,0,0,0,9,56,13,4,42,85,48,80,34,7,0,0,0,36,350,0,0,4,5,3,0,0,0,0,0,0,15,25,18,4,86,176,106,172,103,30,9,14,3,103,820,52,29,125,424,571,854,1088,424,238,211,150,579,4745,3,0,0,4,5,27,67,88,76,82,51,3,404,0,3,0,4,8,33,39
LGA14000,29,81,57,139,209,98,68,81,97,88,960,0,0,5,3,3,17,34,31,11,24,19,41,185,0,0,0,0,0,0,6,6,14,23,42,26,132,53,6,50,81,60,168,288,168,95,101,70,135,1281,0,0,0,0,0,5,3,0,6,4,4,1131,1152,80,27,96,235,238,1038,2907,2802,2457,3992,5710,2659,22245,0,0,4,36,45,225,478,282,152,180,103,223,1732,0,8,53,140,93,223,245,65,43,25,13,97,1006,7,0,8,7,0,11,18,20,0,7,11,19,105,14,0,18,24,12,19,21,4,0,3,0,8,125,94,29,92,172,120,272,302,95,64,53,23,156,1476,0,0,0,0,0,0,0,5,0,0,0,17,25,113,40,177,381,271,756,1071,467,259,259,151,534,4480,533,219,409,1209,1526,3649,6289,4610,3722,5461,7155,4100,38880,0,0,0,4,0,13,96,275,342,727,1007,22,2485,0,4,0,10,13,82,186
LGA14100,3,0,5,0,8,14,4,6,27,14,81,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,7,0,12,4,0,0,9,8,14,19,9,7,12,22,15,112,3,0,0,0,0,0,0,0,0,0,0,131,132,10,0,10,15,16,26,132,134,98,270,844,286,1838,0,0,0,0,3,13,25,20,10,23,21,15,133,0,0,3,11,9,21,14,5,4,9,0,11,88,0,0,0,0,0,0,3,0,0,0,0,5,11,7,0,5,3,0,0,0,0,0,0,0,0,18,7,5,9,8,15,28,15,4,9,9,7,16,127,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,14,22,30,65,63,33,23,41,30,47,380,53,14,35,77,106,196,356,274,240,448,1170,445,3418,0,0,0,0,0,3,8,14,21,51,126,0,221,0,0,0,0,0,3,10
LGA14170,15,72,49,134,176,79,50,74,68,56,793,0,0,0,3,13,20,30,23,7,13,30,24,175,0,4,0,0,0,4,7,11,19,33,61,18,160,56,22,36,78,94,248,328,182,73,101,74,143,1443,0,0,0,4,0,6,10,3,4,3,7,945,986,86,40,71,212,255,962,2290,1968,1770,3314,6059,1933,18952,6,5,9,34,66,317,584,360,152,260,156,229,2183,0,6,61,160,115,279,241,98,34,41,24,91,1139,0,0,3,9,4,10,27,13,4,11,3,29,114,21,7,55,68,20,31,23,8,0,12,0,21,255,104,41,170,390,224,463,406,148,81,39,40,253,2358,0,0,3,0,0,3,3,3,5,0,0,41,61,128,55,303,658,430,1103,1280,621,285,364,223,660,6111,464,198,480,1515,1764,3731,6307,4877,3943,6387,9561,4153,43383,3,0,0,3,0,12,152,492,801,1891,3828,25,7216,0,3,0,9,16,83,266
LGA14220,0,4,6,33,20,3,0,0,0,11,90,0,0,0,3,0,8,10,4,0,0,0,0,25,0,0,0,0,0,0,6,3,4,3,0,5,27,4,8,10,38,28,55,40,4,5,4,0,22,213,0,0,0,0,0,3,4,4,0,0,0,94,107,12,12,14,70,66,281,464,192,131,95,60,243,1642,0,0,0,10,18,46,37,15,0,0,0,27,152,0,0,20,46,34,38,24,4,0,4,0,10,187,4,0,0,3,7,0,8,0,0,0,0,0,28,0,6,17,31,0,7,0,0,0,0,0,8,73,11,0,62,121,59,74,41,0,0,0,0,54,418,0,0,3,0,0,0,0,0,0,0,0,6,14,13,8,99,213,112,163,108,18,6,7,0,114,866,54,36,139,471,567,840,976,384,219,165,110,528,4492,13,0,0,7,6,22,77,103,56,67,37,8,402,0,0,0,5,4,16,36
LGA14300,0,0,0,7,8,0,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,6,0,0,7,0,0,0,3,9,10,16,3,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,8,25,63,158,89,44,52,31,71,545,0,3,0,0,8,13,20,4,4,3,0,14,70,0,0,9,18,4,7,6,0,0,0,0,3,54,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,4,5,0,0,5,0,0,0,0,0,7,3,0,8,18,21,22,8,5,0,0,0,15,105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,45,36,49,35,8,3,6,0,32,242,11,8,28,103,144,218,296,156,97,82,47,153,1345,3,0,0,0,0,8,19,27,22,27,14,0,132,0,0,0,0,0,0,13
LGA14350,0,17,15,71,37,10,0,3,3,14,169,0,0,0,4,0,14,12,8,0,0,0,6,36,0,0,0,0,0,0,9,10,0,3,0,3,33,0,6,13,28,43,107,77,21,10,0,3,47,355,0,0,0,0,4,0,0,5,3,0,0,114,128,5,6,16,67,88,381,677,328,192,133,60,338,2289,0,0,4,15,23,77,81,17,10,0,0,46,275,0,0,24,97,57,85,57,3,0,3,0,38,372,0,0,0,11,9,5,3,0,0,0,0,9,36,6,0,17,40,13,20,3,0,0,0,0,8,112,9,11,85,203,108,198,88,15,4,10,0,115,838,0,0,4,4,0,3,0,0,0,0,0,21,32,17,15,135,362,205,392,238,44,15,19,0,233,1662,55,55,197,768,1070,1511,1553,597,300,219,128,865,7307,4,0,0,7,3,20,85,93,56,63,43,6,376,0,0,0,5,18,48,90
