LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA15800,606,728,280,261,139,82,2100,21,8,0,0,0,0,23,4,0,0,0,0,0,4,21,8,0,0,0,0,32,63,20,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,67,20,0,0,0,0,90,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,4,0,0,0,0,23,0,4,0,0,0,0,6,715,761,284,265,146,82,2246,598,731,258,241,134,56,2013,27,8,0,0,3,0,40,0,0,0,0,0,0,0,27,8,0,0,3,0,40,41,12,3,3,0,0,59,8,0,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,54,12,3,3,0,0,68,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
LGA15850,586,817,318,286,166,112,2290,25,13,5,0,0,0,41,0,0,0,0,0,0,0,25,13,5,0,0,0,41,55,18,0,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,3,60,20,0,0,0,0,78,11,5,0,0,0,0,13,4,0,0,0,0,0,4,4,10,0,0,0,0,14,20,10,0,0,0,0,29,0,3,0,0,0,0,4,687,858,328,288,169,116,2449,543,813,293,248,167,93,2164,16,9,3,0,0,0,31,0,0,0,0,0,0,0,16,9,3,0,0,0,30,64,19,0,0,0,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,6,..,..,..,..,..,..,..,0,0,0,0,0,0,0,69,16,0,0,0,0,93,8,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0
LGA15900,9436,15014,7571,7043,2858,1064,42991,1902,1176,342,171,55,15,3664,1152,1333,524,265,88,31,3394,3059,2505,867,435,144,49,7054,2923,1334,337,99,28,16,4740,1068,635,139,52,14,4,1910,602,598,136,41,10,0,1386,..,..,..,..,..,..,..,41,26,9,0,4,0,83,4632,2596,617,191,56,28,8120,15,8,6,4,0,0,24,0,0,0,0,0,0,4,66,67,15,20,0,3,176,86,72,14,21,0,8,200,56,23,3,0,0,0,84,17264,20213,9077,7691,3056,1149,58447,9099,14427,7628,7447,2908,1121,42632,2038,1333,392,207,71,25,4063,1784,1909,824,436,149,57,5152,3820,3241,1214,643,220,79,9217,2187,941,258,93,26,10,3517,1209,697,165,54,14,9,2141,847,768,164,45,9,0,1831,..,..,..,..,..,..,..,91,44,10,6,0,0,156,4337,2443,594,205,45,19,7647,10,14,3,0,0,3,34,5,3,0,0,0,0,11,79,51,23,10
LGA15950,759,1268,723,807,292,77,3937,352,469,232,175,29,3,1262,706,1207,536,339,84,18,2902,1063,1680,764,515,121,21,4167,1393,1320,394,165,30,6,3305,2561,2603,648,231,34,10,6084,4826,4417,1076,373,55,16,10765,..,..,..,..,..,..,..,8,7,0,0,0,0,23,8793,8352,2118,770,116,27,20175,7,12,0,0,0,0,21,0,0,0,0,0,0,0,51,22,9,0,0,0,88,54,33,9,0,0,0,102,23,21,5,6,0,0,55,10692,11355,3625,2095,526,132,28425,541,1036,589,758,291,86,3303,321,427,265,223,55,7,1295,673,1117,600,415,97,20,2919,992,1544,865,640,155,27,4219,1186,1437,523,314,62,19,3540,2783,2957,916,397,55,6,7123,5043,4728,1320,503,62,24,11687,..,..,..,..,..,..,..,12,9,8,3,0,0,26,9019,9134,2761,1231,186,42,22382,9,0,0,0,0,0,5,0,0,0,0,0,0,0,18,26,8,3
LGA15990,6537,14930,8943,13193,5792,2031,51425,892,748,304,298,98,29,2367,1208,1627,778,789,234,64,4701,2101,2372,1087,1083,331,91,7062,3282,2565,856,422,97,29,7248,4492,5120,1790,777,125,26,12335,2554,2934,824,354,67,13,6750,..,..,..,..,..,..,..,145,95,37,34,11,4,325,10474,10711,3507,1588,301,72,26652,53,24,4,4,0,0,84,3,0,0,0,0,0,3,87,92,34,26,7,7,245,140,116,38,28,8,7,333,33,20,3,9,8,0,70,19282,28153,13572,15901,6437,2199,85541,5912,13524,8701,13913,6268,2390,50711,956,610,270,276,79,15,2214,1643,1854,874,975,260,76,5681,2604,2464,1149,1253,336,91,7895,2710,2269,910,593,159,41,6689,4452,5284,2095,1037,172,32,13070,3079,3600,1219,605,109,22,8633,..,..,..,..,..,..,..,42,33,15,9,0,0,102,10279,11185,4239,2248,448,99,28496,105,39,9,7,0,4,163,28,3,0,0,0,0,37,59,106,50,25
LGA16100,443,673,254,239,134,49,1792,22,8,5,0,0,0,33,4,0,0,0,0,0,0,20,8,5,0,0,0,34,22,4,0,0,0,0,30,10,4,0,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,10,0,0,0,0,43,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,511,689,259,240,139,49,1888,446,696,223,226,102,50,1743,4,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,11,24,6,0,0,0,0,31,11,0,0,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,6,0,0,0,0,41,3,4,0,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0
LGA16150,2668,4084,1907,1906,975,441,11983,516,277,69,33,11,10,915,34,15,3,4,0,0,59,555,294,73,34,10,10,977,544,157,33,10,3,0,745,24,4,0,0,0,0,22,17,7,0,0,0,0,20,..,..,..,..,..,..,..,9,3,0,0,0,0,11,590,175,33,11,4,0,808,36,10,0,0,0,0,44,5,0,0,0,0,0,5,29,7,9,4,0,0,47,68,15,9,7,0,0,96,4,3,0,6,0,0,8,3879,4570,2019,1955,989,452,13865,2845,4435,1976,1988,933,441,12631,745,332,71,45,12,0,1208,118,51,17,11,3,3,199,868,379,86,52,16,3,1403,345,101,27,4,5,5,488,31,4,0,0,0,0,39,5,6,0,0,0,0,15,..,..,..,..,..,..,..,3,0,0,0,0,0,3,388,116,25,11,3,5,548,23,0,0,0,0,0,25,0,0,0,0,0,0,0,6,0,0,3
LGA16200,1265,1791,724,582,380,227,4973,113,44,11,7,3,5,182,0,0,0,0,0,0,4,113,44,12,7,3,5,184,135,20,7,4,3,0,169,11,0,0,0,0,0,9,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,6,152,21,7,4,3,0,188,21,4,0,0,0,0,35,0,0,0,0,0,0,0,6,9,0,0,0,0,15,29,19,0,0,0,3,51,0,6,0,0,0,0,6,1560,1879,750,601,391,233,5403,1238,1700,677,604,351,195,4766,69,40,9,13,0,0,131,17,0,0,0,0,0,17,87,40,9,13,0,0,146,208,53,17,0,3,0,280,4,3,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,215,58,17,0,3,0,293,8,9,5,0,0,0,24,3,0,0,0,0,0,3,7,3,4,0
LGA16260,5210,10621,6914,8135,3550,1704,36142,1127,888,559,461,168,58,3266,829,1414,1156,1073,311,169,4940,1954,2299,1717,1531,482,228,8211,2409,1603,847,497,145,67,5560,2795,3214,1909,1200,304,139,9559,2152,2716,1454,836,207,75,7435,..,..,..,..,..,..,..,34,22,7,7,5,0,73,7388,7554,4211,2535,658,277,22628,0,0,0,0,0,0,0,3,0,0,0,0,0,3,33,23,16,5,0,4,81,38,23,14,5,0,3,84,35,25,21,27,5,6,118,14628,20525,12874,12234,4698,2219,67182,4653,9514,6645,8017,3676,2139,34645,985,682,402,320,122,37,2555,1511,2277,2095,2032,734,356,9005,2499,2963,2500,2352,853,394,11564,1903,1237,730,507,153,60,4586,2414,2822,2158,1386,335,150,9275,3550,5438,3566,1959,489,174,15178,..,..,..,..,..,..,..,16,12,3,9,0,0,44,7887,9506,6458,3858,975,393,29080,5,4,0,3,0,0,11,0,0,0,0,0,0,0,54,49,47,48
LGA16350,6989,14238,9210,10199,4982,2792,48411,1116,829,385,253,91,58,2724,1083,1158,699,471,191,103,3700,2196,1985,1080,718,283,163,6428,835,483,210,135,63,37,1766,911,566,180,75,22,7,1769,217,146,64,30,4,3,467,..,..,..,..,..,..,..,86,68,40,24,14,5,236,2057,1265,491,268,112,47,4244,94,47,9,4,0,0,159,0,0,0,0,0,0,3,23,12,16,5,0,9,62,118,59,28,9,8,4,227,52,16,0,3,0,0,82,11419,17565,10814,11208,5381,3010,59392,7394,15228,9940,10806,5239,3263,51863,1289,754,331,210,80,43,2702,1410,1538,883,585,249,123,4793,2702,2286,1216,799,326,168,7492,911,438,160,95,19,14,1631,715,487,162,85,19,9,1472,292,252,89,40,4,0,680,..,..,..,..,..,..,..,16,11,5,8,0,4,38,1934,1188,417,225,48,19,3831,94,39,6,0,0,0,153,11,12,3,0,0,3,33,19,14,11,4
LGA16380,4346,9295,3135,3132,1445,635,21987,1194,965,190,80,21,5,2449,421,317,98,42,13,7,898,1607,1289,295,113,34,7,3345,968,457,115,29,5,4,1586,300,191,45,12,0,0,543,324,341,52,24,0,0,744,..,..,..,..,..,..,..,18,13,3,3,0,0,34,1602,1006,221,67,13,3,2911,338,230,15,8,5,3,602,5,0,0,0,0,0,8,105,68,13,0,6,0,190,442,302,30,13,8,3,796,10,7,0,0,0,0,24,8018,11887,3675,3328,1499,649,29061,4493,9460,3288,3223,1522,667,22642,1546,1145,234,83,23,15,3050,372,397,128,61,17,8,983,1924,1544,357,149,35,20,4027,1121,505,116,31,9,3,1778,296,189,30,13,3,0,536,467,424,60,19,5,0,972,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1883,1114,204,61,16,8,3291,402,205,14,0,4,0,629,12,9,0,0,0,0,17,25,21,7,4
LGA16400,3990,7502,2981,3098,1473,715,19751,691,553,138,73,39,12,1506,306,449,154,135,34,4,1094,1004,1003,298,209,70,17,2601,423,251,51,45,12,7,783,74,60,9,6,0,0,147,61,66,8,5,0,0,143,..,..,..,..,..,..,..,19,5,0,0,0,0,21,568,384,68,53,15,6,1097,296,146,11,0,0,6,465,8,9,0,3,0,0,18,15,12,6,6,0,0,36,316,165,16,10,0,0,511,5,11,3,0,0,0,17,5886,9058,3366,3366,1557,741,23977,4027,7832,3075,3179,1453,736,20301,1008,723,149,70,21,9,1974,448,646,247,140,57,16,1558,1458,1367,395,207,78,26,3532,244,108,25,11,4,3,391,79,68,15,8,0,0,171,160,142,18,12,0,0,327,..,..,..,..,..,..,..,12,0,0,3,0,0,17,496,315,62,23,4,7,903,307,196,13,7,0,0,528,0,8,3,8,0,0,20,12,14,3,3
LGA16490,2303,4587,2486,2910,1292,512,14085,686,496,182,92,25,6,1491,269,267,118,59,12,10,744,955,763,300,149,41,19,2233,759,280,94,53,13,3,1207,463,231,61,28,6,3,790,190,117,36,15,8,0,369,..,..,..,..,..,..,..,19,10,4,4,0,0,42,1434,641,194,102,21,10,2399,85,54,10,10,3,0,164,3,4,0,0,4,0,12,23,18,4,4,4,0,46,114,74,18,13,3,3,227,7,4,0,0,0,0,13,4813,6075,2998,3174,1360,533,18960,2447,4858,2539,2956,1339,516,14662,773,439,203,117,34,8,1582,499,422,178,107,22,15,1237,1276,865,378,224,53,20,2818,585,209,100,42,12,0,945,271,133,62,23,0,0,486,511,257,106,32,17,4,931,..,..,..,..,..,..,..,9,4,0,0,0,0,13,1372,597,269,106,31,3,2376,27,17,5,0,0,0,49,0,9,6,3,3,0,21,10,7,3,6
LGA16550,2251,3967,2579,3501,1579,671,14552,857,1069,708,812,214,47,3709,658,1069,814,794,277,88,3701,1509,2141,1523,1602,488,140,7405,1806,1735,756,396,90,20,4805,3991,4160,1621,771,172,34,10749,3335,3927,1523,719,176,41,9720,..,..,..,..,..,..,..,26,22,10,4,4,3,76,9164,9845,3920,1887,439,95,25345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66,36,27,10,6,195,55,66,36,27,10,6,199,25,21,9,8,3,0,57,12998,16045,8060,7031,2518,907,47558,1823,3449,2347,3314,1629,762,13319,804,925,674,757,200,37,3398,757,1284,991,1300,422,149,4909,1562,2209,1665,2056,623,187,8310,2006,1918,961,538,131,62,5615,4619,5514,2284,1099,211,52,13776,2834,3331,1387,814,230,52,8645,..,..,..,..,..,..,..,32,19,9,5,4,0,72,9494,10783,4630,2453,575,167,28104,0,0,3,0,0,0,4,0,0,0,0,0,0,0,135,147,71,54
LGA16610,1627,2698,1056,969,493,292,7140,187,117,31,28,4,0,364,51,34,15,3,4,3,101,233,145,44,31,10,3,468,406,160,50,23,4,4,642,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,4,0,0,0,0,0,10,412,159,49,23,4,4,653,102,47,4,3,5,0,157,0,0,0,0,0,0,5,4,17,6,0,6,0,37,106,65,11,3,9,0,192,0,0,0,0,0,0,0,2380,3076,1163,1020,515,301,8457,1712,2713,1042,920,503,291,7182,190,103,23,15,4,0,334,57,56,18,9,5,0,146,246,157,37,25,13,0,483,406,149,42,27,11,5,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,403,149,42,27,11,5,632,112,57,4,5,0,0,178,0,0,0,0,0,0,7,12,5,7,0
LGA16700,3029,5465,3715,4783,2036,855,19880,800,806,501,396,113,30,2644,800,976,626,457,133,49,3046,1595,1788,1128,852,247,77,5686,1226,715,245,145,44,17,2389,2294,2027,831,402,82,18,5651,1321,1526,680,338,77,21,3956,..,..,..,..,..,..,..,15,10,0,0,0,0,32,4845,4269,1761,881,205,54,12021,8,4,0,0,0,0,7,0,0,0,0,0,0,0,19,15,6,7,0,3,46,20,20,6,7,0,3,61,5,12,4,3,0,0,28,9501,11550,6614,6530,2489,988,37679,2755,5132,3601,4745,2124,1167,19528,731,775,513,404,114,38,2582,1187,1165,811,682,219,91,4156,1917,1942,1325,1089,331,134,6739,642,390,178,99,25,13,1337,2390,2399,1124,597,129,38,6671,1742,2754,1338,630,140,38,6640,..,..,..,..,..,..,..,9,4,5,3,0,0,22,4784,5544,2640,1331,295,84,14675,7,6,0,0,0,0,10,0,0,0,0,0,0,0,39,29,17,10
LGA16900,2760,5981,3419,3795,1672,830,18459,695,554,170,90,20,11,1530,356,339,143,80,29,8,963,1050,891,313,176,47,15,2491,582,296,93,49,10,5,1044,44,36,4,0,0,0,90,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,3,0,0,0,0,14,634,340,99,49,10,4,1142,180,99,13,5,0,0,289,0,0,0,0,0,0,0,9,14,10,10,0,7,46,191,111,18,12,0,5,335,7,0,0,0,0,0,7,4635,7334,3853,4022,1729,863,22437,2797,6132,3478,3943,1745,846,18943,736,621,179,89,24,9,1659,580,579,266,170,31,19,1643,1315,1197,446,260,56,27,3301,472,302,81,39,9,3,915,8,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,5,478,309,87,38,9,3,930,196,98,11,0,0,0,304,0,0,0,0,0,0,0,16,25,3,4
LGA16950,7589,13072,4451,4081,1814,832,31849,778,553,103,50,21,13,1515,142,135,23,18,8,4,331,917,690,127,68,27,18,1847,968,368,64,28,6,3,1436,16,6,4,0,0,0,21,5,0,0,0,0,0,5,..,..,..,..,..,..,..,35,12,8,0,0,0,59,1016,385,74,29,9,3,1517,392,189,13,4,6,0,596,0,0,0,0,0,0,4,13,24,5,10,0,0,55,401,216,17,6,7,4,658,32,16,0,4,0,0,60,9964,14379,4674,4193,1865,863,35931,8081,13740,4640,4072,1878,947,33357,1187,606,112,55,13,9,1979,348,191,34,19,12,6,610,1535,800,141,70,25,9,2587,573,255,61,21,13,4,924,12,0,0,0,0,0,19,0,0,0,0,0,0,3,..,..,..,..,..,..,..,9,0,0,0,0,0,15,598,263,60,25,13,4,961,557,328,22,21,10,3,939,10,3,6,0,0,0,18,21,17,6,3
LGA17000,1171,2272,1166,1361,637,279,6886,111,116,43,26,7,4,307,39,33,20,13,0,0,96,145,142,68,32,9,3,402,219,95,27,9,4,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,5,219,95,27,14,4,0,352,51,26,0,0,0,0,85,0,3,3,0,0,0,8,6,8,0,4,0,0,19,62,35,6,5,0,0,107,0,0,0,0,0,0,4,1604,2538,1265,1412,648,287,7762,1209,2295,1135,1315,580,258,6791,174,111,58,17,13,5,379,106,56,9,6,0,0,179,281,169,71,23,13,3,559,174,66,19,9,0,0,267,0,0,0,0,0,0,0,0,4,0,0,0,0,4,..,..,..,..,..,..,..,0,0,0,0,0,0,0,173,64,23,9,0,0,272,27,15,3,4,0,0,50,6,5,0,0,0,0,15,0,3,0,0
LGA17040,1627,2383,824,882,371,147,6233,168,92,26,34,4,0,337,35,36,9,15,6,0,109,209,133,37,51,9,0,437,162,85,30,13,3,0,302,10,16,10,7,0,0,38,7,0,0,0,0,0,11,..,..,..,..,..,..,..,8,0,0,0,0,0,8,189,98,43,19,3,0,354,35,15,4,5,0,0,50,7,4,0,0,0,0,14,11,9,5,0,0,0,28,51,27,12,3,0,0,98,41,9,10,3,5,0,68,2120,2647,924,960,390,151,7197,1699,2468,886,838,354,149,6399,93,53,15,13,5,0,168,86,47,21,10,4,0,177,177,95,36,22,11,0,347,200,89,20,23,5,0,330,28,18,4,8,0,0,49,16,4,0,0,4,0,31,..,..,..,..,..,..,..,4,0,0,0,0,0,3,245,111,24,26,8,0,417,44,20,9,9,0,0,73,6,3,0,0,0,0,16,13,7,0,0
LGA17080,1293,1926,686,694,318,160,5072,32,9,5,0,0,0,48,16,6,0,0,0,0,23,53,15,5,4,0,0,70,164,46,7,5,0,0,220,3,0,0,0,0,0,5,27,14,10,0,0,0,50,..,..,..,..,..,..,..,0,0,0,0,0,0,0,193,63,10,0,0,0,272,25,5,4,0,0,0,33,3,0,0,0,0,0,5,10,11,3,0,0,0,21,36,13,7,0,0,0,52,17,5,0,0,0,0,23,1583,2020,706,697,319,160,5486,1348,2005,611,651,287,133,5034,82,22,3,0,0,0,108,18,7,0,0,0,0,25,102,25,3,0,0,0,134,102,36,9,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,102,37,9,0,0,0,150,13,6,0,0,4,0,22,0,0,0,0,0,0,0,5,3,0,0
LGA17100,795,1373,1043,1244,697,450,5605,98,60,34,39,9,3,239,208,161,122,127,41,18,672,307,225,152,166,49,22,916,326,322,242,172,44,27,1129,356,559,410,252,72,27,1676,354,673,515,350,85,29,2007,..,..,..,..,..,..,..,0,0,0,0,0,0,5,1034,1555,1160,773,206,87,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,9,0,0,0,35,9,19,9,0,0,0,35,6,0,7,0,0,0,8,2152,3163,2373,2186,951,559,11378,642,1260,946,1243,704,504,5295,52,37,34,18,9,7,150,100,163,165,145,63,22,662,159,200,200,157,65,32,809,380,273,206,173,68,34,1137,484,632,467,357,110,50,2101,505,964,745,576,192,100,3079,..,..,..,..,..,..,..,3,0,0,0,0,0,5,1370,1874,1417,1106,367,178,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,37,20
LGA17150,6190,14811,9053,12521,5826,1984,50388,1396,1012,333,214,67,21,3039,1406,2080,1035,785,205,58,5572,2806,3087,1368,992,275,83,8609,2015,1158,304,115,30,3,3628,3046,2916,905,400,78,16,7358,2029,2030,572,238,40,8,4921,..,..,..,..,..,..,..,64,32,7,15,3,7,117,7152,6129,1792,770,154,27,16024,92,41,12,6,0,0,158,3,0,0,0,0,0,8,58,45,24,12,8,0,143,158,81,38,17,8,5,305,5,10,0,3,0,0,15,16309,24127,12258,14297,6255,2100,75347,5722,13887,8651,12495,5837,2111,48703,1040,719,308,274,89,28,2456,2156,2713,1482,1154,316,86,7911,3189,3435,1791,1432,413,114,10367,1827,1180,380,185,47,12,3627,3262,3425,1252,487,102,18,8549,1791,1835,586,260,49,7,4526,..,..,..,..,..,..,..,9,11,4,0,0,0,21,6887,6454,2218,928,199,38,16724,99,49,14,5,7,3,176,5,0,0,0,0,0,5,68,65,35,18
