LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA10800,551,834,260,230,147,104,2127,12,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,18,63,18,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,64,21,0,0,0,0,85,6,0,0,0,0,0,9,0,0,0,0,0,0,3,9,0,5,3,3,0,22,14,6,5,3,3,0,31,0,0,0,0,0,0,0,640,860,269,234,152,104,2261,587,791,244,204,156,79,2062,9,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,9,56,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,56,4,0,0,0,0,56,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,3,0
LGA10850,589,874,327,333,192,101,2412,28,16,4,3,0,0,56,0,5,0,0,0,0,5,28,16,4,3,0,0,57,44,8,5,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,0,0,0,0,0,3,43,8,5,0,0,0,55,12,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,4,0,0,0,12,13,0,4,0,0,0,14,0,0,0,0,0,0,3,675,909,337,332,193,101,2547,611,926,355,335,190,91,2506,15,12,3,0,0,0,28,0,0,0,0,0,0,7,15,9,6,0,0,0,32,49,8,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,49,7,0,0,0,0,59,6,0,0,0,0,0,6,0,0,0,0,0,0,3,4,9,0,0
LGA10900,5997,9000,4197,4183,1794,802,25977,514,320,74,32,15,8,955,255,144,43,19,4,3,469,761,460,112,56,20,6,1418,287,90,24,12,0,0,415,50,19,4,5,0,0,76,8,0,0,0,0,0,8,..,..,..,..,..,..,..,51,21,6,6,0,0,78,395,133,34,15,0,3,576,10,6,0,0,0,0,13,0,3,0,0,0,0,6,15,7,3,0,6,0,24,24,13,3,0,6,0,43,8,8,0,0,0,0,22,7182,9615,4349,4260,1816,811,28036,6090,9451,4168,4157,1847,775,26483,492,222,53,22,17,5,814,326,183,50,23,8,3,590,818,408,105,45,19,7,1401,290,96,25,16,4,0,425,91,34,5,0,0,0,134,3,0,0,0,0,0,8,..,..,..,..,..,..,..,9,3,0,0,0,0,12,400,136,23,16,3,0,585,5,5,0,0,0,0,10,5,5,0,0,0,0,9,16,9,3,0
LGA10950,260,324,137,137,80,40,977,20,3,0,0,0,0,26,0,0,0,0,0,0,0,20,3,0,0,0,0,26,24,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,24,3,0,0,0,0,29,8,3,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,0,0,10,9,6,0,0,0,0,23,0,0,0,0,0,0,3,313,335,136,139,81,40,1051,241,320,118,107,63,32,882,16,9,0,0,0,0,25,0,4,0,0,0,0,3,20,11,5,0,0,0,30,22,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,4,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,4,0,0
LGA11150,255,293,103,109,75,55,891,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,18,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,18,6,0,6,0,0,27,7,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,6,12,4,0,0,0,0,14,0,0,0,0,0,0,0,285,303,106,116,75,55,933,216,229,116,84,57,42,741,9,4,0,0,0,0,13,0,0,0,0,0,0,0,9,4,0,0,0,0,13,25,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,25,4,0,0,0,0,31,9,3,0,0,0,0,14,0,0,0,0,0,0,4,0,9,0,0
LGA11200,146,152,80,63,28,49,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,4,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,15,14,4,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,164,167,88,61,31,54,575,133,168,73,59,40,36,503,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,7,0,0,0,0,15,16,6,0,0,0,0,23,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,14,0,0,0,0,36,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
LGA11250,2247,2552,960,768,332,156,7019,55,14,4,0,0,0,70,4,0,0,0,0,0,4,59,14,4,0,0,0,76,168,43,11,9,5,4,242,0,0,0,0,0,0,0,25,29,9,5,0,0,68,..,..,..,..,..,..,..,0,0,0,0,0,0,0,194,74,22,20,3,3,314,6,6,0,0,0,0,21,0,0,0,0,0,0,0,4,5,0,0,0,0,9,9,11,0,0,0,0,24,0,0,0,0,0,0,8,2508,2657,982,786,343,161,7436,2254,2460,924,720,294,143,6791,104,29,8,8,3,0,154,4,5,6,0,0,0,15,107,35,13,8,3,0,166,153,24,5,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,153,26,5,0,0,0,186,5,8,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0
LGA11300,848,1521,984,1260,625,393,5633,231,234,135,129,56,19,797,96,88,66,103,30,11,406,326,319,205,234,84,33,1199,298,269,169,85,43,4,870,367,460,364,246,55,21,1512,328,443,337,218,70,20,1420,..,..,..,..,..,..,..,12,6,3,7,0,0,26,1008,1172,867,558,167,54,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,9,0,5,0,63,23,18,9,0,5,0,63,3,3,4,0,0,0,9,2208,3037,2068,2054,882,478,10729,715,1223,875,1027,489,382,4709,181,186,136,138,36,27,702,202,296,228,303,148,99,1274,381,480,362,440,180,126,1976,306,243,158,95,39,14,855,397,529,433,302,113,41,1816,541,783,558,361,130,53,2425,..,..,..,..,..,..,..,7,8,8,0,0,5,29,1255,1561,1153,760,282,115,5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,9,9
LGA11350,2131,3362,1535,1393,535,235,9198,202,155,59,37,12,6,464,182,216,105,43,9,0,561,387,371,165,78,18,4,1026,260,148,47,16,7,0,476,37,17,5,0,0,0,63,0,0,0,0,0,0,3,..,..,..,..,..,..,..,37,15,3,0,0,0,59,335,190,55,19,7,4,606,191,85,12,5,0,0,295,12,0,0,0,0,0,12,28,16,3,4,0,0,45,230,100,15,6,0,0,352,15,5,4,3,0,0,22,3090,4021,1779,1501,561,241,11198,2123,3392,1579,1414,556,196,9263,167,162,76,40,6,0,452,106,135,81,38,5,0,367,270,295,157,84,13,3,815,361,174,57,25,10,4,625,40,22,14,0,0,0,84,0,0,0,0,0,0,0,..,..,..,..,..,..,..,11,9,0,0,0,0,20,411,206,72,31,10,4,727,196,77,15,11,10,0,315,17,5,0,0,0,0,18,25,18,10,7
LGA11400,973,1737,614,618,376,198,4506,38,7,0,0,0,0,51,11,3,0,0,0,0,12,46,13,4,0,3,0,64,44,12,6,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,7,50,11,6,0,0,0,67,26,4,0,7,0,0,34,6,0,0,0,0,0,12,9,6,4,4,0,0,23,40,17,4,10,3,0,67,0,3,0,0,0,0,5,1106,1775,622,627,381,198,4707,1026,1626,622,674,403,159,4511,24,3,0,0,0,0,32,0,0,0,0,0,0,0,24,6,0,0,0,0,31,57,16,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,57,16,5,0,0,0,73,18,0,0,0,0,0,20,0,0,0,0,0,0,7,16,6,3,0
LGA11450,1882,4742,2984,4066,1809,921,16401,315,190,44,59,25,15,645,98,125,54,69,16,8,371,416,312,104,128,41,24,1018,162,56,6,0,0,0,230,15,12,0,0,0,0,22,0,0,0,0,0,0,0,..,..,..,..,..,..,..,14,4,3,3,0,0,21,184,76,11,4,0,4,275,100,38,4,0,0,0,141,0,0,0,0,0,0,0,4,3,0,3,0,0,15,103,39,7,3,0,0,156,9,9,0,6,5,0,23,2592,5169,3103,4208,1848,947,17872,2464,6214,4366,5371,2557,1329,22312,452,226,79,50,26,9,843,187,185,95,77,28,15,593,636,412,176,128,56,23,1432,106,37,9,3,0,0,154,27,6,0,0,0,0,35,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,3,0,0,0,0,8,135,47,9,3,0,0,199,34,17,0,0,0,0,49,3,3,0,4,0,0,9,4,4,0,3
LGA11500,5501,10609,7518,7908,3831,2690,38052,1330,1179,584,375,158,72,3701,1022,997,669,469,223,209,3589,2350,2172,1254,845,382,281,7287,602,257,80,48,5,3,1011,207,184,36,11,0,0,436,118,122,34,9,3,0,281,..,..,..,..,..,..,..,35,15,4,4,4,0,51,955,578,159,76,13,3,1784,5,0,0,0,0,0,5,0,0,0,0,0,0,5,32,35,23,29,6,11,140,36,35,26,30,6,11,142,8,4,0,0,0,0,18,8856,13395,8952,8862,4234,2988,47290,5403,10863,7746,8250,4032,3016,39311,1444,1196,605,416,155,88,3897,1336,1173,788,591,281,212,4375,2775,2371,1394,1009,432,296,8271,500,326,104,58,17,10,1011,148,132,45,21,6,5,362,278,359,118,39,9,4,804,..,..,..,..,..,..,..,10,5,10,4,0,0,21,935,819,278,122,37,16,2199,0,0,0,0,0,0,3,7,3,3,0,0,0,14,15,17,9,12
LGA11520,1991,3572,2446,3018,1260,475,12751,256,380,203,175,45,13,1070,521,817,488,368,88,16,2300,781,1196,691,537,130,29,3368,918,792,278,159,28,7,2190,1054,1410,525,285,60,11,3338,1636,2600,1159,575,140,23,6135,..,..,..,..,..,..,..,14,11,4,5,0,0,35,3627,4816,1967,1009,227,44,11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,30,13,3,0,136,39,46,30,13,3,0,136,18,27,6,0,0,0,53,6457,9652,5144,4590,1621,558,28021,1785,3326,2263,3183,1281,543,12382,272,317,210,198,50,13,1060,387,648,406,370,79,35,1922,664,962,609,563,125,48,2978,1257,1294,454,311,59,12,3383,1024,1308,645,319,70,14,3386,2187,3950,1975,1046,242,82,9489,..,..,..,..,..,..,..,12,5,3,3,0,0,23,4483,6557,3077,1680,371,105,16272,0,4,0,0,0,0,8,0,0,0,0,0,0,0,71,136,54,24
LGA11570,10079,16770,11317,12720,7291,5538,63718,1595,1346,827,804,362,267,5205,1550,2172,1791,1793,946,593,8849,3153,3519,2621,2602,1308,856,14054,4486,3715,2453,1786,642,310,13380,2262,2277,1558,1097,441,162,7798,903,989,638,484,174,76,3261,..,..,..,..,..,..,..,95,46,25,23,7,7,207,7746,7020,4671,3389,1266,552,24649,35,3,5,0,0,3,52,7,5,5,0,0,3,21,116,117,65,73,31,16,419,161,119,75,73,35,25,490,60,61,48,32,20,14,236,21197,27491,18732,18823,9919,6998,103153,9302,15310,10772,12522,7214,6404,61519,1379,1092,643,561,276,174,4119,2215,2971,2556,2780,1556,1098,13186,3589,4059,3199,3351,1839,1272,17307,4099,3571,2280,1774,726,358,12802,2715,2844,2029,1540,603,284,10017,1171,1615,1009,747,280,127,4949,..,..,..,..,..,..,..,37,38,18,13,8,7,123,8019,8073,5335,4070,1615,778,27889,5,4,0,0,0,0,9,0,0,0,0,0,0,3,141,162,116,92
LGA11600,238,336,113,124,58,45,915,5,4,0,0,0,0,7,0,0,0,0,0,0,0,5,4,0,0,0,0,7,18,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,20,8,0,0,0,0,26,15,11,3,0,0,0,23,0,0,0,0,0,0,3,5,0,0,0,0,0,4,17,9,3,0,0,0,32,0,0,0,0,0,0,0,281,353,117,124,64,45,986,238,355,121,116,59,31,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,18,8,3,0,0,0,27,14,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
LGA11650,19337,32023,15278,16117,7201,3350,93303,4411,3007,720,441,139,59,8780,1853,1797,724,460,180,65,5072,6265,4804,1440,896,317,121,13852,3421,1577,306,159,46,19,5528,672,494,125,37,15,0,1352,589,645,153,66,7,5,1468,..,..,..,..,..,..,..,150,62,11,12,4,0,234,4828,2776,593,277,69,25,8577,787,295,22,34,0,8,1145,4,4,0,0,0,0,6,80,55,14,16,12,4,186,865,350,41,51,9,20,1341,67,42,19,5,0,0,135,31361,40003,17374,17350,7599,3517,117204,19069,32277,15730,16773,7583,3635,95069,4948,3236,667,375,111,38,9378,2250,1932,792,482,151,42,5645,7197,5168,1456,857,263,80,15027,3359,1859,502,235,66,29,6060,702,569,157,62,20,6,1521,670,668,168,78,16,6,1613,..,..,..,..,..,..,..,43,21,0,9,0,0,69,4776,3112,834,387,105,39,9261,537,244,62,36,7,6,889,13,7,8,5,0,0,32,63,70,49,33
LGA11700,204,197,69,56,34,40,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,17,6,0,0,0,40,16,9,0,0,0,0,21,0,0,0,0,0,0,0,10,6,0,0,0,0,22,27,15,0,0,0,0,40,14,12,12,8,0,7,46,267,239,81,63,34,48,739,200,140,78,63,24,43,542,10,6,0,0,0,0,15,0,0,0,0,0,0,0,10,6,0,0,0,0,15,8,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,8,7,3,0,0,0,13,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
LGA11720,3536,5830,2811,2619,1289,626,16708,406,270,76,54,14,3,828,29,21,5,4,0,0,58,437,285,82,51,20,3,878,332,144,36,12,3,4,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,6,8,0,0,0,15,340,153,44,14,3,3,552,25,14,3,0,0,0,45,0,0,5,0,0,0,8,11,8,3,4,0,0,23,31,21,8,3,5,0,72,0,5,0,0,6,0,11,4346,6298,2947,2696,1320,634,18231,3725,6036,2931,2758,1320,640,17418,689,372,123,61,13,0,1263,137,51,18,10,0,0,218,828,429,144,72,19,0,1484,205,59,13,4,3,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,205,60,13,4,3,0,294,6,8,4,0,3,0,25,4,5,0,3,0,0,9,14,8,3,3
LGA11730,3892,6868,2382,2099,996,568,16800,303,170,31,15,0,0,518,126,85,42,13,8,3,274,430,249,70,30,7,3,795,600,285,72,30,7,0,994,39,22,4,0,0,0,73,8,6,0,0,0,0,16,..,..,..,..,..,..,..,14,8,0,0,0,0,15,659,322,73,35,12,0,1101,265,122,14,6,3,0,409,24,4,4,0,0,0,34,34,25,3,17,0,4,84,323,156,18,26,4,5,527,19,11,0,0,0,0,30,5323,7602,2547,2188,1018,578,19258,4126,7010,2274,1888,977,545,16819,451,207,32,21,0,0,711,174,128,48,21,9,0,382,629,337,81,37,10,0,1091,550,229,55,16,0,3,860,42,30,0,0,0,0,82,9,0,0,0,0,0,10,..,..,..,..,..,..,..,3,0,0,0,0,0,3,603,262,60,20,4,3,946,273,154,19,4,0,3,449,41,22,12,7,4,0,84,27,24,7,5
LGA11750,397,543,206,209,115,49,1508,12,10,0,0,0,0,18,0,0,0,0,0,0,0,12,10,0,0,0,0,18,84,31,6,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,84,31,6,0,0,0,119,18,7,0,0,0,0,32,0,0,0,0,0,0,0,6,0,0,0,0,0,12,27,10,0,0,0,0,44,3,0,0,0,0,0,4,518,587,212,211,114,55,1694,388,532,175,200,106,52,1459,13,8,0,0,0,0,23,0,0,0,0,0,0,0,13,8,0,0,0,0,23,72,21,3,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,74,21,3,0,0,0,101,16,3,0,0,0,0,20,3,0,0,0,0,0,0,0,4,4,0
LGA11800,3729,7661,3187,3141,1458,688,19868,860,604,132,74,16,11,1685,453,466,152,82,25,7,1188,1312,1067,280,159,45,19,2877,1175,569,162,64,19,11,2003,108,94,20,13,0,0,234,118,89,25,7,0,0,235,..,..,..,..,..,..,..,41,22,0,4,0,0,73,1435,771,206,85,25,16,2541,420,255,36,12,0,0,723,6,0,0,0,0,0,9,18,18,4,0,0,0,48,445,272,37,18,0,0,780,8,0,0,0,0,0,12,6936,9774,3722,3398,1530,728,26073,3868,7699,3208,3094,1431,791,20095,966,657,185,110,38,11,1961,521,496,196,89,36,16,1353,1480,1151,385,202,72,25,3316,1116,625,215,88,33,15,2097,163,100,34,21,10,3,323,153,111,22,12,0,0,296,..,..,..,..,..,..,..,7,0,0,0,0,0,11,1448,837,273,113,38,25,2731,338,168,27,7,7,3,547,21,16,0,0,0,0,47,14,15,0,5
LGA12000,331,540,171,183,128,65,1408,7,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,4,34,22,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,22,0,0,0,0,54,0,7,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,11,7,7,0,0,0,0,21,0,0,0,0,0,0,0,376,568,172,186,128,66,1491,342,541,217,167,109,69,1439,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,21,8,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,398,549,189,158,97,68,1457,21,6,7,0,0,0,32,0,0,0,0,0,0,0,21,6,7,0,0,0,32,32,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,32,8,0,0,0,0,39,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,11,11,3,0,0,0,0,17,0,0,0,0,0,0,4,455,563,193,162,95,68,1540,367,456,184,130,76,59,1277,5,4,0,0,0,0,12,0,0,0,0,0,0,0,5,4,0,0,0,0,12,42,12,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,43,12,4,0,0,0,53,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
LGA12160,1075,1621,515,445,263,123,4051,33,15,3,0,0,0,53,3,3,0,0,0,0,7,39,21,3,0,0,0,60,123,43,0,0,0,0,172,10,3,0,0,0,0,11,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,3,0,0,0,0,6,137,48,0,0,0,0,192,14,5,0,0,0,0,19,0,0,0,0,0,0,0,14,7,8,0,5,0,34,29,14,8,0,5,0,54,0,5,0,0,0,0,5,1278,1709,531,452,270,123,4356,1111,1649,492,435,238,114,4040,99,25,4,0,0,0,130,18,0,4,0,0,0,21,110,32,5,0,0,0,149,72,19,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,72,19,3,0,0,0,89,4,7,0,0,0,0,15,0,0,0,0,0,0,0,22,3,0,3
