LGA_CODE_2021,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5,C16_SH_Tot_NPGH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPGH_2,C16_SDRTHT_0b_s_a_b_NPGH_3,C16_SDRTHT_0b_s_a_b_NPGH_4,C16_SDRTHT_0b_s_a_b_NPGH_5,C16_SDRTHT_0b_s_a_b_NPGH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPGH_2,C16_F_a_0b_s_a_b_NPGH_3,C16_F_a_0b_s_a_b_NPGH_4,C16_F_a_0b_s_a_b_NPGH_5,C16_F_a_0b_s_a_b_NPGH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPGH_2,C16_F_a_1b_NPGH_3,C16_F_a_1b_NPGH_4,C16_F_a_1b_NPGH_5,C16_F_a_1b_NPGH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPGH_2,C16_F_a_2b_NPGH_3,C16_F_a_2b_NPGH_4,C16_F_a_2b_NPGH_5,C16_F_a_2b_NPGH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPGH_2,C16_F_a_3b_NPGH_3,C16_F_a_3b_NPGH_4,C16_F_a_3b_NPGH_5,C16_F_a_3b_NPGH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPGH_2,C16_F_a_4mb_NPGH_3,C16_F_a_4mb_NPGH_4,C16_F_a_4mb_NPGH_5,C16_F_a_4mb_NPGH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPGH_2,C16_F_a_NB_NS_NPGH_3,C16_F_a_NB_NS_NPGH_4,C16_F_a_NB_NS_NPGH_5,C16_F_a_NB_NS_NPGH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPGH_2,C16_F_a_Tot_NPGH_3,C16_F_a_Tot_NPGH_4,C16_F_a_Tot_NPGH_5,C16_F_a_Tot_NPGH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPGH_2,C16_OD_0b_s_a_b_NPGH_3,C16_OD_0b_s_a_b_NPGH_4,C16_OD_0b_s_a_b_NPGH_5,C16_OD_0b_s_a_b_NPGH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_Tot,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPGH_2,C21_SH_0b_s_a_b_NPGH_3,C21_SH_0b_s_a_b_NPGH_4,C21_SH_0b_s_a_b_NPGH_5,C21_SH_0b_s_a_b_NPGH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPGH_2,C21_SH_1b_NPGH_3,C21_SH_1b_NPGH_4,C21_SH_1b_NPGH_5,C21_SH_1b_NPGH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPGH_2,C21_SH_2b_NPGH_3,C21_SH_2b_NPGH_4,C21_SH_2b_NPGH_5,C21_SH_2b_NPGH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPGH_2,C21_SH_3b_NPGH_3,C21_SH_3b_NPGH_4,C21_SH_3b_NPGH_5,C21_SH_3b_NPGH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPGH_2,C21_SH_4mb_NPGH_3,C21_SH_4mb_NPGH_4,C21_SH_4mb_NPGH_5,C21_SH_4mb_NPGH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPGH_2,C21_SH_NB_NS_NPGH_3,C21_SH_NB_NS_NPGH_4,C21_SH_NB_NS_NPGH_5,C21_SH_NB_NS_NPGH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPGH_2,C21_SH_Tot_NPGH_3,C21_SH_Tot_NPGH_4,C21_SH_Tot_NPGH_5
LGA12390,0,0,0,223,101,22,13,0,0,133,4,4,0,0,0,12,335,60,11,3,0,411,0,0,0,0,0,0,6,0,0,0,0,6,34,0,0,0,0,32,16,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,54,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,36,4,3,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,4,38,12,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,14,3,0,0,0,0,3,442,83,17,3,0,540,3,0,0,0,0,3,0,0,0,0,0,5,48,0,0,0,0,54,214,45,9,0,0,276,114,38,16,8,13,185,10,0,4,0,0,20,398,89,27,15
LGA12700,0,0,0,30,12,0,0,0,0,12,3,0,0,0,0,3,52,4,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,20,0,0,0,0,18,20,0,0,0,0,20,3,0,0,0,0,3,48,0,0,0
LGA12730,0,0,0,44,10,0,0,0,0,9,4,0,0,0,0,10,58,7,6,4,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,72,7,6,4,3,91,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,41,5,0,0,0,41,15,0,0,0,0,23,0,0,0,0,0,0,64,0,0,0
LGA12750,0,0,0,133,58,9,8,0,0,79,13,0,0,0,0,13,262,29,5,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,38,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,325,34,5,0,0,371,0,0,0,0,0,4,5,0,0,0,0,10,69,4,0,0,0,74,128,21,0,0,0,145,73,11,13,6,0,101,9,0,0,0,0,11,289,34,16,6
LGA12850,15,5,8,383,115,51,32,11,12,214,34,7,5,3,4,54,548,133,56,24,24,777,0,0,0,0,0,0,13,0,0,0,0,13,45,0,0,0,0,48,52,17,8,5,0,81,9,0,0,0,0,11,13,0,0,0,0,18,125,18,7,9,3,165,0,0,0,0,0,0,26,6,0,0,0,32,194,30,11,5,0,242,17,12,5,0,5,40,3,3,3,0,0,10,17,8,0,0,0,21,251,62,22,4,4,341,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,3,0,0,0,7,7,0,0,0,0,3,4,0,0,0,0,4,18,3,0,0,0,24,6,5,0,0,0,9,953,215,82,35,32,1321,0,0,0,0,0,3,18,3,0,0,0,27,100,14,0,0,0,115,283,66,19,3,0,376,148,57,38,25,23,301,16,4,3,0,0,29,569,148,68,28
LGA12870,0,0,0,43,11,0,0,0,0,16,5,0,0,0,0,5,71,4,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,97,7,4,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,55,9,3,0,0,60,19,0,4,0,0,27,0,0,0,0,0,0,96,9,0,0
LGA12900,0,0,0,49,12,0,0,0,0,20,0,0,0,0,0,0,64,11,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,45,3,0,0,0,52,10,0,0,0,0,10,4,0,0,0,0,4,67,7,0,0
LGA12930,13,10,0,209,84,40,49,37,26,229,15,10,0,6,5,29,324,109,61,45,34,581,0,0,0,0,0,0,10,0,0,0,0,4,49,4,0,0,0,54,50,16,13,0,0,88,14,4,7,6,0,26,3,5,0,0,0,8,121,34,21,6,0,183,0,4,4,0,0,9,31,6,0,0,0,45,598,162,49,9,0,820,134,177,93,23,12,443,3,9,23,9,7,48,31,13,7,0,0,51,798,368,178,48,21,1405,0,0,0,0,0,0,3,0,0,0,0,3,6,3,3,0,0,12,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,23,10,0,0,0,0,12,1268,515,264,103,55,2196,0,0,0,0,0,0,3,8,0,0,0,17,75,5,0,5,0,82,162,57,17,4,3,241,96,51,38,26,19,229,9,3,4,0,0,16,349,128,60,36
LGA12950,0,0,0,17,4,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,6,0,0,0,0,0,0,28,5,0,0
LGA13010,0,0,0,50,11,0,0,0,0,9,0,0,0,0,0,5,88,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,39,10,0,0,0,50,10,0,0,0,0,14,5,0,0,0,0,5,75,14,0,0
LGA13310,0,0,0,119,42,6,0,3,3,56,9,0,0,0,0,7,186,26,3,3,8,228,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,25,4,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,230,24,0,6,8,270,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,112,22,0,0,0,138,57,9,9,0,6,76,4,0,0,0,0,6,219,30,5,4
LGA13340,0,0,0,40,10,0,0,0,0,13,0,0,0,0,0,0,55,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,37,5,4,0,0,39,11,0,3,0,0,15,4,0,0,0,0,4,61,3,3,0
LGA13450,0,3,0,100,25,9,4,5,8,44,3,4,0,0,0,10,124,30,8,10,10,181,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,9,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,39,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,40,8,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,0,0,0,0,5,188,37,13,11,11,266,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,17,66,26,4,0,0,98,31,7,15,4,10,66,4,3,0,0,5,7,116,38,17,3
LGA13550,0,0,0,54,19,7,0,0,0,18,0,0,0,0,0,0,73,13,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,16,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,51,11,0,0,0,65,28,3,6,0,0,37,3,0,0,0,0,4,97,14,10,0
LGA13660,0,0,0,21,9,0,0,0,0,13,0,0,0,0,0,0,43,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,22,0,0,0,0,21,8,0,0,0,0,8,0,0,0,0,0,0,37,0,0,0
LGA13800,11,0,0,216,84,16,7,3,0,110,3,0,3,0,0,7,316,58,19,6,0,400,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,30,26,5,0,0,0,34,3,0,0,0,0,7,0,0,0,0,0,0,62,7,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,7,10,0,0,0,0,10,413,71,21,6,0,510,6,0,0,0,0,6,9,0,0,0,0,5,55,0,0,0,0,58,153,23,3,0,0,182,88,22,13,4,0,124,11,0,0,0,0,11,308,47,16,0
LGA13850,0,0,0,9,6,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0
LGA13910,0,0,0,82,28,3,0,0,0,39,6,0,0,0,0,6,140,15,4,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,15,6,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25,75,11,0,0,0,79,38,5,0,0,0,41,4,0,0,0,0,4,144,10,0,0
LGA14000,5,0,0,174,93,51,39,17,3,202,16,6,0,0,0,28,333,94,47,18,10,498,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,20,23,13,0,0,0,38,10,0,4,0,0,6,0,0,0,0,0,0,49,12,7,0,0,68,5,0,0,0,0,6,24,0,0,0,0,27,227,21,6,0,0,254,30,19,0,0,0,46,0,0,0,0,0,3,3,0,0,0,0,3,282,41,8,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,3,672,149,62,18,7,911,4,3,0,0,0,3,3,0,0,0,0,8,61,0,0,0,0,58,131,34,0,0,0,165,138,57,36,27,5,263,0,0,0,0,3,10,347,100,34,30
LGA14100,0,0,0,22,14,8,0,0,0,21,0,0,0,0,0,0,41,6,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,11,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,6,0,0,0,24,7,4,0,0,0,15,0,0,0,0,0,0,36,7,0,0
LGA14170,50,7,0,555,72,75,136,62,49,394,37,23,7,5,3,67,505,368,193,78,57,1207,6,0,0,0,0,8,18,5,0,0,0,31,561,57,17,0,0,634,352,521,108,10,0,992,68,73,167,58,15,383,48,28,7,3,0,87,1056,680,297,68,20,2131,22,4,0,0,0,25,174,7,0,0,0,184,1719,201,35,14,10,1983,134,249,42,10,0,443,11,21,24,12,4,77,72,21,9,0,0,98,2131,509,117,37,15,2807,0,0,0,0,0,0,8,0,0,0,0,8,71,10,0,0,0,77,19,42,7,3,0,72,3,7,9,6,0,33,8,8,4,0,0,17,109,67,23,12,3,208,31,9,6,0,0,48,3830,1631,643,198,95,6401,0,0,0,0,0,3,7,0,0,0,0,8,143,8,0,0,0,154,258,271,35,0,0,560,82,103,197,80,35,496,12,4,3,5,3,22,499,387,242,86
LGA14220,3,0,0,94,19,0,0,0,0,27,3,0,6,0,0,13,139,12,3,3,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,149,12,8,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,31,73,9,3,0,0,85,18,5,9,0,0,39,5,0,0,0,0,5,126,20,11,5
LGA14300,0,6,0,12,7,0,0,0,6,11,0,0,0,0,0,5,30,0,4,5,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,22,8,3,0,0,34,3,0,0,3,0,9,3,0,0,0,0,3,44,5,3,3
LGA14350,0,0,0,151,39,13,4,3,0,59,13,3,0,0,0,12,252,26,8,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,9,7,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,5,282,28,7,0,0,328,0,0,0,0,0,0,0,4,0,0,0,5,73,0,0,0,0,72,140,17,0,0,0,153,43,15,4,0,0,64,5,0,0,0,0,3,266,34,10,0
LGA14400,0,0,0,53,31,3,4,3,0,38,3,0,0,0,0,3,97,10,3,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,5,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,156,23,5,3,0,186,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,35,8,0,0,0,44,36,11,0,0,0,46,0,0,0,0,0,5,88,17,0,0
