LGA_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
LGA10800,5,0,3,0,0,26,0,0,0,0,0,9,33,27,14,12,9,0,112,0,0,0,0,0,0,3,6,0,3,0,0,16,0,0,0,3,4,10,17,9,0,0,0,6,54,0,0,0,5,0,17,10,0,3,0,5,0,45,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,7,24,85,41,38,10,3,5,3,5,229,0,0,0,0,0,0,0,0,0,0,0,38,43,13,4,5,34,96,102,129,81,52,48,36,67,672,0,0,0,7,0,4,12,16,21,38,30,27,159,0,0,0,0,0,4,10,0,0,6,0,3,21,0,0,0,0,4,10,37,37,38,29,15,8,176,0,0,0,0,0,0,3,4,3,7,0,0,34,0,0,0,0,0,11,23,17,3,5,8,6,67,0,0,0,0,0,0,6,3,0,0,6,0
LGA10850,10,3,0,6,0,47,0,0,0,0,0,10,36,14,19,22,14,0,128,0,0,0,0,0,3,4,4,5,6,0,0,26,0,0,0,0,5,27,28,11,5,0,3,0,91,0,0,0,4,10,18,15,8,0,0,0,0,59,0,0,0,0,0,0,5,0,5,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,10,20,74,65,44,4,0,3,6,11,258,0,0,0,0,0,0,0,0,0,0,0,52,56,14,9,12,28,96,137,189,94,73,80,60,71,864,0,0,0,0,0,0,15,22,33,54,71,8,207,0,0,0,0,0,0,9,3,8,3,4,0,27,0,0,0,0,0,6,44,56,58,61,39,16,285,0,0,0,0,0,0,3,12,7,12,0,7,49,0,0,0,0,4,16,32,24,13,8,10,3,114,0,0,0,0,0,3,14,5,3,4,0,0
LGA10900,96,62,43,41,5,523,0,0,0,0,6,24,186,238,210,229,183,3,1070,0,0,0,0,4,28,119,87,82,87,54,11,473,0,0,0,5,14,61,243,189,83,117,142,13,870,0,0,6,50,58,199,270,106,62,48,32,8,841,6,0,3,13,15,62,61,19,16,9,13,0,218,0,0,0,0,4,14,25,21,6,10,4,3,103,102,55,66,261,672,1034,955,229,108,85,58,62,3685,3,0,0,0,10,0,5,0,0,0,3,238,269,113,62,84,355,800,1499,2106,1140,839,1045,991,358,9393,0,0,0,0,0,8,41,142,186,575,1046,84,2079,0,0,0,4,3,35,138,102,90,122,95,21,609,0,0,0,5,0,23,235,339,450,742,699,80,2565,0,0,0,0,0,18,134,133,160,212,228,42,930,0,0,5,3,5,52,272,305,143,209,264,40,1286,0,0,3,11,14,82,169,77,45,47,29,20
LGA10950,4,0,0,0,0,8,0,0,0,0,0,0,19,6,6,5,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,3,0,0,0,0,19,0,0,0,0,4,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,8,18,20,5,3,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,20,21,8,0,0,16,24,41,45,30,24,19,23,23,262,0,0,0,0,0,5,12,11,10,13,21,21,94,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,11,15,10,11,10,8,72,0,0,0,0,0,0,3,0,0,5,3,0,20,0,0,0,0,0,9,11,3,5,3,0,3,33,0,0,0,0,0,0,4,0,0,0,0,0
LGA11150,0,0,3,0,0,18,0,0,0,0,0,0,12,7,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,4,16,8,8,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,17,5,0,0,6,21,19,47,24,14,17,13,28,193,0,0,0,0,0,0,3,7,12,19,15,20,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,13,4,13,3,0,50,0,0,0,0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,6,4,0,3,0,3,22,0,0,0,0,0,0,0,0,0,0,0,4
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,10,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,12,3,4,0,4,10,16,11,14,12,12,10,9,114,0,0,0,0,0,0,0,3,4,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3
LGA11250,7,0,3,0,3,60,0,0,0,0,0,15,66,44,41,41,11,0,216,0,0,0,0,0,0,11,11,11,17,0,0,62,0,0,0,3,5,39,72,33,19,16,4,4,194,0,0,3,13,13,46,35,8,0,0,0,0,125,0,0,0,0,0,10,10,3,0,0,3,3,33,0,0,0,0,0,0,5,0,0,3,3,3,18,33,8,9,74,256,203,100,12,5,7,8,41,755,0,0,0,0,3,0,3,0,0,0,0,112,127,33,8,14,95,287,342,360,189,156,183,88,178,1935,0,0,0,0,0,0,17,44,65,113,105,22,368,0,0,0,0,0,9,9,7,0,13,0,4,44,0,0,0,0,0,6,45,65,68,83,50,19,340,0,0,0,0,0,0,13,8,18,31,21,4,99,0,0,0,0,0,20,78,42,23,22,17,4,206,0,0,0,5,0,13,15,9,5,0,0,0
LGA11300,48,21,18,15,0,237,0,0,0,0,0,10,110,98,58,67,61,5,401,0,0,0,3,0,13,76,42,24,36,15,0,214,0,0,3,7,12,54,136,92,36,36,43,0,421,0,6,9,23,21,83,83,43,10,15,7,0,304,0,0,8,16,11,26,33,5,8,0,0,0,114,0,0,0,0,0,11,19,20,4,0,4,0,77,177,45,31,146,275,239,197,72,27,15,24,13,1274,0,0,0,0,4,3,10,6,0,5,0,115,141,186,47,53,202,330,487,785,525,293,368,430,155,3865,0,0,0,0,0,4,22,46,74,197,499,23,869,0,0,5,0,0,18,50,46,30,51,60,8,256,0,0,0,0,0,5,83,84,82,172,289,20,734,0,0,0,0,0,8,35,31,38,77,104,5,310,0,0,0,5,4,50,140,129,48,93,153,23,637,0,0,4,14,6,52,84,43,19,30,30,12
LGA11350,77,29,36,51,0,416,0,0,0,7,3,28,149,128,79,86,82,5,558,0,0,0,0,0,4,30,33,5,20,12,4,110,0,0,0,3,0,19,76,45,25,23,50,4,254,0,5,11,24,40,99,99,48,25,13,42,4,413,0,0,0,3,5,11,19,4,3,6,3,7,64,0,0,0,0,0,0,13,4,0,4,0,0,25,39,17,30,89,222,251,255,91,45,35,47,23,1143,0,0,0,0,0,3,5,3,0,0,0,171,188,46,17,43,140,296,483,842,499,271,323,419,229,3609,0,0,0,4,3,6,36,64,83,101,154,27,474,0,0,0,0,6,37,111,81,48,50,60,22,414,0,0,0,0,0,27,174,154,153,204,206,49,964,0,0,0,0,0,10,34,35,24,36,39,10,199,0,0,0,0,8,38,96,57,27,43,90,23,388,0,0,3,11,14,51,92,32,31,23,19,24
LGA11400,20,0,6,10,9,109,3,0,0,0,3,20,92,52,33,33,30,4,281,0,0,0,0,0,6,11,7,9,4,5,0,36,0,0,0,0,3,28,55,16,10,8,16,0,140,0,0,4,10,15,29,30,4,11,5,5,6,115,0,0,0,0,0,6,7,7,0,0,0,4,31,0,0,0,0,0,4,0,6,0,0,0,0,11,36,5,12,61,174,106,81,12,6,6,11,21,524,4,0,0,0,6,0,0,0,0,0,0,65,71,44,14,15,79,209,234,355,194,120,135,138,114,1666,0,0,0,3,4,7,28,48,37,119,168,44,458,0,0,0,0,0,9,24,10,5,4,5,0,59,0,0,4,0,6,20,96,97,84,116,99,40,570,0,0,0,0,0,0,20,16,14,24,20,14,105,0,0,0,0,0,20,57,33,13,18,21,8,175,0,0,0,0,3,3,4,10,5,0,0,4
LGA11450,88,53,31,26,0,332,0,0,0,0,3,24,217,295,263,273,148,9,1237,0,0,0,4,6,19,140,148,152,131,72,10,684,3,0,0,6,15,110,306,192,88,86,84,3,895,8,3,14,34,38,122,141,64,31,11,11,7,484,0,0,0,6,14,57,56,28,8,4,12,4,206,0,0,0,5,4,13,24,33,13,21,7,15,135,213,53,62,235,684,658,489,105,48,41,37,63,2682,0,0,0,0,7,0,4,4,0,3,8,232,259,230,61,85,289,775,1039,1592,1366,1193,1432,959,356,9378,0,0,0,0,7,8,107,452,594,1388,1845,140,4541,0,0,0,9,7,33,197,207,174,193,131,37,989,0,0,4,0,0,32,484,664,871,1263,1013,104,4427,0,0,0,0,0,29,268,385,407,577,431,64,2158,7,0,0,8,16,199,742,578,281,375,447,68,2727,4,0,8,21,46,115,276,154,94,109,68,33
LGA11500,86,48,37,21,0,433,3,0,0,0,0,21,361,373,235,200,101,8,1309,0,0,0,0,0,37,245,260,171,184,66,26,991,4,0,0,17,39,277,619,306,109,93,73,16,1547,0,5,23,79,65,239,259,77,33,29,17,12,825,5,5,8,31,38,108,128,52,15,14,8,10,418,0,0,0,4,6,18,80,45,33,30,6,13,240,412,83,160,500,1388,1147,772,134,59,47,24,91,4820,10,0,0,13,16,13,6,7,0,0,7,405,475,435,93,196,652,1562,1929,2848,1847,1157,1296,729,593,13328,7,0,0,4,0,11,202,660,812,1232,1319,147,4395,0,3,0,0,6,65,267,220,140,133,75,26,937,4,0,0,6,3,51,663,815,752,887,624,100,3904,0,0,0,6,3,49,414,428,397,505,308,83,2185,0,4,3,16,51,461,1413,890,421,529,426,143,4363,0,4,19,68,86,352,575,251,129,137,67,62
LGA11520,100,72,59,68,6,488,0,0,0,0,0,19,145,201,199,275,312,4,1155,0,0,0,6,4,22,82,125,88,96,84,5,510,0,0,0,0,22,98,236,174,79,146,242,11,1003,0,5,15,41,31,115,198,89,68,49,78,10,692,0,0,5,13,18,49,66,16,12,14,5,11,214,0,0,0,3,7,18,37,27,17,11,16,11,147,261,87,67,264,582,586,625,237,131,120,121,53,3139,0,0,0,3,3,11,7,4,0,0,0,315,345,271,92,96,330,678,980,1565,1199,987,1532,2299,436,10462,0,0,0,0,0,9,48,97,155,476,2006,74,2869,0,0,0,3,0,31,79,69,80,136,215,20,630,0,0,0,0,4,19,136,179,270,540,1293,55,2493,0,0,0,3,4,6,93,89,130,197,412,24,960,4,0,0,8,3,63,244,277,105,248,737,35,1728,0,3,0,21,16,70,123,86,60,67,122,20
LGA11570,172,75,79,48,5,835,0,0,0,3,0,48,446,412,368,343,232,9,1874,0,0,0,12,12,83,377,410,280,248,147,18,1581,4,3,5,28,70,452,842,460,221,223,152,33,2492,5,11,46,144,131,455,496,183,97,51,44,25,1678,0,7,22,70,99,255,314,105,33,27,21,44,1010,0,0,0,13,11,67,197,122,52,59,14,33,580,1200,256,367,1419,3369,2320,1497,344,138,107,76,262,11365,16,9,0,23,44,30,28,7,10,11,12,879,1067,1240,285,441,1717,3758,3862,4730,2756,1883,2113,1721,1334,25833,4,0,0,0,3,21,279,637,767,1632,2767,188,6303,0,6,4,11,20,134,467,305,232,268,276,63,1779,0,0,0,7,10,80,829,879,942,1400,1626,142,5917,5,0,0,4,19,124,703,653,691,895,908,136,4138,9,3,7,47,133,827,2063,1384,737,896,1057,209,7370,12,7,69,233,244,826,1152,507,301,316,254,134
LGA11600,4,5,0,0,0,20,0,0,0,0,0,4,22,10,10,6,7,0,44,0,0,0,0,0,0,6,4,3,0,0,0,9,0,0,0,0,0,5,13,3,0,0,0,0,27,0,0,0,0,0,8,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,4,15,20,0,0,0,0,5,4,48,0,0,0,0,3,0,0,0,0,0,0,10,9,10,0,4,5,18,42,68,46,27,19,18,23,280,0,0,0,0,0,0,9,13,7,22,15,12,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,29,19,15,13,8,12,108,0,0,0,0,0,0,3,4,4,4,6,0,20,0,0,0,0,0,11,17,10,0,3,0,0,46,0,0,0,0,0,0,3,3,0,0,0,3
LGA11650,332,166,141,122,23,1675,3,0,0,5,10,122,971,1002,699,689,475,26,3997,0,0,0,13,13,89,483,406,329,261,165,35,1799,6,5,5,32,62,438,1056,612,244,264,376,42,3134,6,17,44,170,256,731,800,250,129,109,112,37,2655,3,0,19,42,87,197,233,88,33,31,21,23,778,3,0,0,9,10,50,124,74,50,42,26,17,391,654,273,296,1298,4266,4464,3318,690,285,268,254,414,16473,15,3,0,24,57,58,38,14,7,16,3,1194,1426,700,303,381,1615,4806,6399,8061,4538,2885,3208,2802,1847,37532,10,0,0,3,3,29,250,730,960,2122,2887,391,7379,0,0,0,9,12,96,583,455,391,410,282,102,2337,4,0,0,9,16,79,1294,1758,2003,2751,2272,402,10573,5,0,0,8,11,79,777,754,728,921,658,185,4117,0,3,0,17,41,372,1496,1024,586,748,892,208,5395,0,3,13,54,99,311,696,341,214,221,142,104
LGA11700,0,0,0,0,0,4,0,0,0,0,0,5,8,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,5,4,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,20,10,6,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,11,21,27,16,16,9,7,12,17,158,0,0,0,0,0,0,0,0,7,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,3,0,3,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0
LGA11720,55,34,21,14,3,276,0,0,0,3,4,24,266,195,138,129,76,5,842,0,0,0,5,0,11,69,57,40,34,31,7,249,0,0,4,11,14,105,196,110,33,49,50,11,576,7,4,8,27,56,127,106,34,22,5,9,6,408,4,0,3,3,7,28,28,15,8,4,3,4,112,0,0,0,0,3,4,16,12,4,9,8,6,55,97,43,43,217,728,661,427,59,32,24,32,81,2435,0,0,0,0,10,3,11,0,0,0,0,243,278,105,53,61,275,842,1017,1335,823,551,555,384,370,6372,0,0,0,0,0,10,63,211,206,378,405,60,1329,0,0,0,0,3,26,93,62,50,54,19,6,323,0,0,0,0,5,27,338,365,394,481,287,68,1978,0,0,0,0,0,18,102,110,97,116,69,27,542,0,0,0,4,8,81,356,225,96,124,85,55,1037,0,0,0,11,26,67,120,54,16,22,10,19
LGA11730,36,30,10,15,0,323,3,0,3,0,8,68,290,160,100,88,55,6,776,0,0,0,0,6,9,38,23,16,14,4,5,122,0,0,7,9,11,131,175,78,25,28,24,4,499,0,7,14,49,84,202,152,33,12,10,7,12,582,0,0,0,9,7,20,27,15,4,0,6,0,86,0,0,0,0,4,8,9,12,9,7,3,6,54,105,68,59,308,1094,975,604,118,44,46,44,84,3538,7,0,7,11,15,14,9,0,0,0,0,281,353,127,74,91,395,1272,1538,1602,687,370,342,262,410,7172,0,0,0,3,3,16,102,171,167,253,162,60,941,0,0,0,4,4,30,106,53,32,14,16,23,281,0,0,3,5,6,35,340,275,227,204,99,82,1280,0,0,0,0,3,14,55,59,30,34,23,10,227,3,0,0,4,8,89,219,101,41,41,37,24,563,3,0,7,11,23,76,90,23,14,3,7,26
LGA11750,3,0,0,0,0,12,0,0,0,0,0,4,11,11,18,7,8,0,62,0,0,0,0,0,0,0,5,0,7,0,0,18,0,0,0,0,0,11,12,11,0,4,0,0,41,0,0,0,3,5,7,6,0,0,0,4,0,25,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,6,10,0,0,8,31,19,17,0,0,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,32,32,9,6,0,17,39,40,62,47,38,50,33,41,385,0,0,0,0,0,4,12,9,11,28,50,14,123,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,7,15,16,22,14,8,84,0,0,0,0,0,0,4,4,3,9,8,3,36,0,0,0,0,0,3,14,15,6,10,4,3,64,0,0,0,4,0,0,0,0,0,0,0,0
LGA11800,91,49,33,18,9,549,0,0,0,3,7,65,411,277,168,163,103,5,1215,0,0,0,0,0,14,47,39,27,39,23,4,188,0,0,5,11,15,146,214,104,53,39,43,8,635,0,9,23,78,72,229,244,39,27,21,27,8,773,0,0,3,11,8,20,42,13,0,9,8,3,119,0,0,0,0,0,10,9,4,4,6,6,11,56,135,76,65,313,1080,1065,827,172,69,62,56,110,4026,0,0,0,6,11,11,9,5,0,4,0,337,392,145,81,100,434,1225,1704,2206,1083,651,668,465,525,9277,0,0,0,5,3,17,142,294,270,488,502,113,1830,0,0,0,3,12,54,170,106,78,55,49,24,556,0,0,0,0,3,47,520,479,448,458,282,93,2346,0,0,0,0,0,17,77,83,67,81,53,21,404,0,0,0,7,10,113,296,141,88,71,94,30,874,4,0,3,19,29,96,150,60,31,30,17,29
LGA12000,0,0,0,0,3,23,0,0,0,0,7,14,19,10,15,7,4,0,68,0,0,0,0,0,4,4,0,0,3,0,0,18,0,3,4,3,10,13,13,4,5,0,4,7,52,0,0,0,8,5,17,7,3,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,22,66,40,30,4,5,4,0,9,187,0,0,0,0,0,0,0,0,0,0,0,20,27,8,15,3,31,87,99,103,75,50,42,25,43,565,0,0,0,0,0,3,15,15,16,38,34,16,135,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,4,33,36,33,20,15,13,159,0,0,0,0,0,0,3,5,4,4,0,0,20,0,0,0,0,0,8,17,9,0,3,3,4,45,0,0,0,0,3,4,3,0,7,0,0,7
LGA12150,0,0,0,5,0,15,0,0,0,0,0,3,21,8,3,3,0,6,43,0,0,0,0,0,0,0,8,0,3,3,0,13,0,0,0,4,0,4,7,3,3,0,0,3,33,0,0,0,4,0,3,8,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,4,0,8,28,16,15,4,0,0,0,10,94,0,0,0,0,0,0,6,0,0,0,0,16,20,12,5,0,16,36,45,81,46,24,22,30,30,349,0,0,0,0,0,0,13,12,19,15,12,14,75,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,5,18,20,10,9,7,4,74,0,0,0,0,0,0,3,3,4,0,6,0,18,0,0,0,0,0,3,19,4,0,3,3,0,30,0,0,0,0,0,4,0,5,0,0,0,0
LGA12160,6,3,3,5,0,64,0,0,0,3,3,11,73,41,19,23,25,6,198,0,0,0,0,4,4,12,5,3,0,0,0,30,0,0,0,5,5,25,41,20,3,7,5,3,112,0,0,4,7,19,43,22,6,0,5,7,0,111,0,0,0,0,0,6,5,3,0,0,0,0,25,0,0,0,0,4,0,3,0,0,6,3,0,16,20,7,13,57,222,159,108,24,9,7,4,20,649,0,0,0,0,0,4,6,0,0,0,3,54,75,26,11,16,74,261,274,333,163,77,94,94,98,1520,0,0,0,0,0,0,29,50,45,60,47,23,255,0,0,0,4,0,3,4,6,8,7,9,0,50,0,0,0,0,0,16,77,60,51,60,30,14,312,0,0,0,0,0,0,15,15,9,8,6,0,60,0,0,0,0,0,23,53,19,8,5,8,8,130,0,0,0,0,0,10,13,0,0,3,5,7
LGA12350,5,3,3,5,3,73,5,0,0,0,5,19,75,35,27,18,15,0,199,0,0,0,0,0,4,10,0,5,4,0,0,28,0,0,4,3,7,34,53,16,6,3,6,4,135,0,0,0,10,11,40,35,11,3,6,0,3,116,0,0,0,0,0,6,6,3,0,0,0,0,17,0,0,0,0,0,4,4,3,0,0,0,8,22,26,12,9,73,240,142,85,11,6,9,5,33,651,0,0,0,5,8,0,6,0,0,0,0,78,95,33,8,18,99,282,272,345,154,113,84,63,129,1608,0,0,0,0,0,6,35,55,39,60,45,30,271,0,0,0,0,3,10,15,12,4,5,5,4,49,0,0,0,5,0,18,77,82,53,51,33,31,350,0,0,0,0,0,0,25,13,13,8,9,3,67,0,0,0,0,3,20,66,20,14,11,7,6,153,0,0,0,0,5,15,14,4,0,0,0,4
