LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA10800,0,4,0,0,0,0,0,0,0,6,16,12,8,6,10,12,20,11,4,86,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,8,4,0,7,35,10,0,0,3,0,3,0,0,0,20,53,27,21,44,50,66,64,49,25,403,4,4,0,7,0,4,4,0,0,27,4,0,0,0,0,0,0,0,0,3,47,27,36,50,49,85,53,30,21,394,55,28,17,23,29,18,16,26,5,215,0,0,0,0,0,0,0,0,0,0,852,412,379,482,527,645,509,351,143,4304,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,244,121,121,120,84,94,37,20,0,840
LGA10850,0,0,0,0,0,0,0,0,0,5,4,0,4,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,3,0,11,4,0,9,0,0,37,16,12,4,9,12,9,3,0,0,66,42,21,15,35,52,52,42,33,15,316,0,3,0,3,0,0,3,0,0,9,4,0,0,4,0,3,0,0,0,22,67,51,35,51,79,73,83,34,23,492,39,18,3,24,22,13,7,3,0,141,0,0,0,0,0,0,0,0,0,0,940,522,465,569,721,749,588,365,144,5061,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,5,0,0,17,0,0,6,0,4,3,5,0,0,17,456,185,175,203,198,169,104,27,11,1516
LGA10900,35,25,23,18,24,22,16,6,4,169,15,10,17,14,28,50,52,50,16,248,0,8,4,6,4,6,4,0,0,29,31,28,14,23,49,44,54,31,14,289,195,129,105,109,116,142,51,12,8,873,216,106,110,182,290,419,436,243,93,2098,22,18,12,21,22,28,42,9,4,169,26,18,14,20,23,15,20,14,7,153,295,174,139,189,283,421,374,241,110,2229,481,265,225,289,313,382,208,81,27,2268,8,4,3,17,15,26,23,22,5,118,6743,4054,2981,4501,5684,6582,5513,2863,1207,40133,25,24,33,36,28,35,24,10,0,221,46,20,18,39,17,18,8,7,0,180,27,0,7,27,24,14,39,8,9,156,13,0,0,4,3,0,0,0,0,24,3,6,4,5,0,0,4,0,0,24,55,34,46,80,95,75,53,8,0,443,68,38,54,86,97,76,56,8,0,492,5990,3527,3190,4049,4010,3788,2594,815,260,28221
LGA10950,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,3,0,0,0,5,0,0,0,0,6,0,0,5,5,19,17,15,14,5,65,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,36,27,18,21,37,30,26,24,4,230,13,7,4,3,5,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,391,229,199,213,312,221,240,165,48,2022,0,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,51,67,39,32,16,15,3,0,307
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,3,0,5,0,3,0,0,30,11,8,8,16,11,21,15,8,0,92,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,9,6,9,3,10,13,3,0,0,54,13,10,5,5,9,9,10,0,0,65,0,0,0,0,5,0,0,0,0,4,389,190,224,187,268,219,151,75,29,1736,0,0,12,0,0,0,0,0,0,11,6,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,37,66,39,49,25,17,6,0,340
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,5,0,0,0,9,0,0,0,6,3,3,8,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,8,0,8,0,0,23,9,6,7,10,9,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,172,84,112,89,176,155,87,36,17,922,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,153,81,67,51,59,42,17,3,4,479
LGA11250,11,3,7,3,9,6,11,3,0,49,31,27,17,17,30,16,20,11,3,171,4,0,5,0,4,0,0,0,0,7,15,3,9,11,28,31,21,19,28,165,12,14,11,8,14,16,4,8,0,83,13,7,8,13,27,30,53,29,8,177,9,15,19,18,30,45,22,19,13,191,0,4,4,0,0,3,3,7,0,30,118,99,101,97,198,355,325,220,126,1634,66,37,28,50,45,31,23,10,0,292,0,0,0,5,4,0,0,4,0,12,1164,778,861,856,1318,1669,1399,899,456,9401,12,0,17,8,0,0,0,0,0,45,12,0,10,6,4,4,0,0,0,41,0,0,4,0,0,0,4,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,6,8,7,8,3,0,0,0,36,6,9,15,13,8,3,0,0,0,50,1471,930,941,747,774,738,431,187,53,6286
LGA11300,5,4,10,5,4,6,0,0,0,26,4,0,0,4,3,11,0,8,4,38,8,28,29,17,25,20,16,8,3,152,7,8,36,10,7,18,6,6,8,98,41,24,38,33,37,30,15,10,0,218,152,134,162,151,148,109,93,44,20,1020,3,12,0,3,8,18,0,5,4,49,4,0,5,3,4,0,3,0,0,23,66,66,72,60,71,81,51,35,20,527,116,110,137,95,93,60,49,30,8,699,4,6,7,0,0,3,0,0,0,22,2332,1891,1978,1909,2180,1791,1572,1261,713,15627,353,565,1145,367,122,111,66,27,8,2771,117,68,159,80,56,47,31,13,5,579,0,0,7,0,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,9,13,25,8,0,5,0,0,0,58,13,23,31,10,18,10,12,3,0,125,20,29,54,26,18,14,16,3,0,182,1457,3019,3224,1251,1272,1101,450,266,91,12131
LGA11350,0,0,0,0,0,3,0,0,0,3,11,0,3,5,8,7,9,10,0,56,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,18,17,3,3,53,33,30,39,25,15,45,20,9,0,216,59,40,18,42,99,143,145,81,54,689,0,0,0,5,0,6,0,0,0,16,12,4,4,5,10,20,13,10,12,87,76,56,42,79,146,178,156,102,49,887,76,31,44,50,52,87,53,27,0,424,0,0,0,0,8,3,0,0,0,16,1175,733,679,1018,1513,1968,1477,775,446,9792,8,6,4,15,16,17,8,0,0,74,12,0,10,9,3,8,4,0,0,42,77,23,16,66,50,30,18,0,3,291,4,0,0,3,3,0,5,0,0,13,8,9,13,4,7,11,8,4,0,62,24,14,28,49,54,54,28,5,0,258,38,22,40,52,65,73,33,7,0,334,3044,1487,1954,2367,2283,2256,1230,275,122,15024
LGA11400,0,0,0,0,5,0,0,0,0,7,3,0,0,5,5,6,7,3,0,28,0,0,0,0,0,0,0,0,0,0,22,3,7,12,10,8,11,5,4,81,26,15,9,13,21,22,15,4,0,122,34,22,27,41,67,72,86,31,21,409,0,0,0,0,0,3,16,6,6,34,5,0,5,4,3,0,0,0,0,24,152,82,71,102,159,178,164,91,45,1035,94,34,35,44,31,32,16,6,3,292,0,0,0,0,0,0,3,0,0,3,1988,975,804,1104,1401,1328,1212,658,271,9735,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,13,0,8,4,7,0,6,4,0,0,31,9,8,8,9,0,6,4,0,0,41,672,305,259,292,294,289,191,63,8,2375
LGA11450,77,37,41,48,21,18,5,7,3,254,20,17,21,26,37,25,35,18,9,215,51,31,44,36,24,14,9,3,0,207,29,21,42,25,39,42,44,17,14,280,279,146,136,167,148,81,60,20,7,1040,102,83,92,148,240,269,210,131,43,1317,7,18,16,12,26,21,31,9,0,141,49,24,34,38,24,17,15,4,0,207,311,225,194,231,266,261,202,96,56,1852,481,243,312,282,225,159,96,38,8,1845,13,11,7,12,13,16,18,11,4,105,12378,6729,7314,8203,7266,5646,3975,1931,785,54233,250,94,194,227,97,66,28,3,3,963,566,195,270,286,131,71,31,8,0,1559,6,9,9,10,11,8,5,0,0,45,4,0,0,0,0,0,0,0,0,8,50,19,55,33,20,14,0,3,0,188,29,28,38,38,27,22,8,0,0,186,78,51,95,74,42,33,8,5,0,385,4125,2355,3007,2217,1545,1015,519,164,68,15027
LGA11500,475,339,236,195,178,106,68,11,0,1611,16,10,21,25,42,72,79,50,12,332,213,158,145,131,118,106,48,17,4,945,206,162,128,104,157,149,89,41,17,1055,665,440,358,384,369,230,117,35,7,2594,329,272,258,323,447,600,520,217,76,3032,39,17,43,24,40,59,40,22,5,288,211,130,121,98,89,78,43,13,6,790,457,345,364,274,323,481,339,135,42,2764,1157,737,667,601,593,401,203,62,20,4437,37,34,27,39,33,27,19,7,0,233,16807,11941,11240,11118,12185,12911,8977,3624,1190,89975,1698,781,1444,1472,853,476,205,78,16,7031,4070,1730,2143,2115,1284,704,291,92,12,12438,0,6,4,5,6,19,10,6,0,63,15,5,10,6,4,0,0,0,0,36,268,123,300,178,84,56,30,4,0,1047,129,107,140,110,106,70,24,19,5,711,409,241,450,292,197,123,53,28,4,1794,7296,5083,5390,3682,2917,2461,1232,412,107,28582
LGA11520,18,10,9,10,3,6,0,5,0,70,19,5,19,22,24,21,19,12,3,154,100,26,76,77,42,38,34,22,3,419,26,17,42,40,44,33,18,13,6,243,107,63,118,107,72,61,34,18,3,591,386,195,331,417,325,329,273,127,80,2455,3,0,3,5,3,16,8,0,0,39,22,3,17,9,14,3,11,7,4,92,180,141,230,197,214,223,203,98,48,1524,199,171,291,205,172,128,90,37,9,1295,3,0,10,5,9,0,9,5,3,45,8376,4665,5960,7142,7006,5617,4782,3149,1599,48294,405,273,1017,465,162,104,78,38,5,2541,316,182,412,237,130,77,47,21,12,1435,40,11,18,34,22,19,32,13,6,191,0,0,0,0,0,0,0,0,0,5,23,14,61,30,11,7,3,0,0,145,27,30,59,71,32,27,15,4,4,275,56,42,116,110,45,37,24,4,0,430,3772,4016,6680,3650,2576,2300,1176,394,172,24737
LGA11570,186,133,99,71,75,66,33,10,13,679,16,16,21,33,45,70,76,80,63,422,519,284,477,356,293,304,211,99,30,2574,229,173,186,170,199,169,119,81,60,1389,552,439,401,385,403,283,140,61,9,2680,602,416,472,531,627,764,584,406,277,4686,46,29,44,41,64,61,61,50,37,437,92,84,75,51,98,61,43,33,12,544,658,520,426,467,574,620,500,355,236,4360,1518,963,1206,1089,993,809,477,274,116,7444,61,38,36,44,41,49,31,24,11,336,27743,19050,18388,20620,22295,19738,16559,11799,5724,161924,1113,919,2219,1107,486,442,202,72,19,6578,23441,10984,14197,10529,6229,3852,1890,616,154,71885,29,9,28,26,23,29,23,4,12,174,10,4,3,0,4,0,0,0,0,23,201,132,376,150,88,63,24,19,5,1065,159,124,187,159,157,165,81,28,9,1058,369,257,563,306,249,225,110,51,12,2145,9183,8422,9697,6944,7179,6290,2766,1371,631,52481
LGA11600,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,17,11,0,0,16,27,20,11,22,4,114,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,23,19,26,27,44,47,35,23,13,261,14,8,8,6,5,8,0,0,0,51,0,0,0,0,0,0,0,0,0,0,336,187,192,224,306,294,173,125,54,1897,7,0,12,9,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,3,0,0,0,22,134,88,97,51,53,53,14,0,5,498
LGA11650,181,92,90,103,86,89,73,46,8,769,59,33,36,65,112,111,142,129,62,755,44,9,39,35,18,23,15,14,0,206,685,409,317,330,414,384,305,176,56,3081,873,388,446,466,410,447,304,106,28,3467,646,409,393,762,1228,1640,1738,1233,606,8652,98,77,70,72,109,155,174,107,36,890,254,168,137,169,206,216,145,87,33,1415,1231,975,754,993,1396,1586,1730,1204,640,10506,1531,950,884,859,1010,920,548,240,100,7045,49,49,28,45,58,44,49,23,11,356,32663,20954,17421,22643,28081,28850,26907,16762,7499,201778,248,96,283,235,137,85,50,21,5,1155,290,115,176,190,122,69,42,19,4,1032,27,33,23,39,59,50,71,38,12,351,21,10,18,14,15,3,0,0,0,81,60,23,97,47,3,12,4,0,0,246,118,101,119,146,173,147,56,15,3,867,196,130,235,204,187,160,61,12,3,1197,22292,13557,13846,12447,11066,9162,6030,2597,1085,92081
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,8,3,4,4,4,3,6,8,8,0,34,0,0,0,0,0,0,6,0,0,5,7,0,0,0,0,0,0,0,0,7,10,5,4,9,7,25,16,5,0,85,4,0,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,152,117,114,104,141,168,123,47,9,983,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,106,56,63,42,44,43,39,9,4,415
LGA11720,36,28,17,16,29,20,16,11,5,176,0,4,3,0,16,12,11,19,0,71,0,0,0,0,0,0,0,0,0,4,29,19,18,25,52,61,55,29,20,306,111,48,50,59,44,48,35,15,0,406,191,111,135,264,306,383,336,164,85,1966,47,39,37,29,36,53,42,20,9,305,37,26,13,36,37,29,28,20,10,233,339,291,255,320,422,560,464,244,112,2994,236,112,118,110,114,133,86,29,8,945,7,7,0,4,0,3,6,4,0,29,6130,3861,3730,4214,4653,4973,4030,1952,797,34331,33,6,40,12,16,12,7,0,0,125,13,12,6,8,7,11,5,0,0,69,0,0,0,9,0,0,0,0,0,18,3,0,0,0,3,0,0,0,0,15,10,4,14,4,0,4,0,0,0,30,17,18,30,25,30,30,3,0,0,149,29,19,42,33,33,29,3,0,0,188,4134,2254,2304,1733,1530,1351,842,301,118,14562
LGA11730,14,4,7,4,10,18,18,0,3,78,0,8,9,9,18,26,31,20,7,114,0,0,0,0,0,0,0,0,0,8,8,9,0,7,15,35,19,18,12,136,55,37,17,24,40,45,35,26,4,282,281,199,173,217,442,579,608,349,181,3034,39,19,19,25,24,48,53,18,9,246,21,12,8,12,19,22,20,24,8,135,178,86,72,141,232,330,446,259,108,1853,201,96,91,115,108,171,94,39,14,935,0,4,5,0,6,3,4,0,0,19,4040,2658,1994,2823,4267,5480,5410,3125,1323,31118,15,0,15,18,6,11,0,0,0,68,9,3,7,6,4,5,8,0,0,43,0,0,4,0,4,6,7,0,0,14,4,3,4,7,0,4,0,0,0,16,16,5,13,6,0,0,3,0,0,48,9,3,16,23,33,27,15,0,0,134,27,10,38,31,39,32,20,5,0,202,3375,1773,1535,1593,1621,1907,1184,456,150,13588
LGA11750,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,5,0,0,3,0,0,0,17,8,3,9,9,25,29,17,12,3,109,0,0,0,4,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,12,55,16,39,41,28,49,27,27,4,294,13,3,15,12,11,13,0,0,0,66,0,0,3,0,0,3,5,0,0,12,587,292,406,379,383,429,265,175,70,2984,4,0,5,7,3,0,0,0,0,18,10,3,9,3,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,269,121,177,104,99,75,33,12,5,894
LGA11800,10,9,15,7,15,21,14,10,5,99,21,9,9,11,35,26,35,35,10,197,7,6,3,8,8,0,0,0,0,28,30,14,10,27,37,39,44,39,16,259,304,152,132,134,131,171,94,47,9,1163,239,153,168,211,403,492,550,336,157,2711,21,24,11,18,31,34,33,18,10,195,39,28,20,36,20,30,30,12,6,222,208,165,162,207,283,453,472,294,119,2364,373,256,175,220,250,302,186,71,30,1867,22,8,8,11,9,11,5,6,3,84,6131,3595,3067,4075,5561,6480,5739,3436,1352,39446,52,14,52,57,16,12,11,6,0,226,150,110,59,56,52,16,6,5,0,466,13,5,4,5,8,9,5,0,3,53,12,0,10,3,3,5,5,0,0,33,292,155,350,187,132,113,42,23,13,1306,29,29,33,46,39,40,20,8,0,248,329,186,387,236,171,154,71,29,14,1592,5405,3266,3169,2885,2741,2810,1769,700,262,23002
LGA12000,0,0,0,0,3,0,0,0,0,3,0,4,0,3,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,0,13,15,4,0,4,10,4,4,0,0,33,15,10,12,15,32,26,33,23,8,163,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,6,0,0,9,39,24,22,32,64,58,54,60,21,369,33,8,12,12,12,7,12,3,0,101,0,0,0,0,0,0,3,0,0,3,593,293,215,317,438,412,408,272,82,3037,0,0,4,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,9,194,122,86,72,94,82,43,17,5,711
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6,0,0,0,0,5,0,5,0,0,10,0,0,0,0,3,0,0,0,0,3,22,15,16,20,22,40,35,18,11,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,9,6,12,23,25,10,5,7,102,5,0,0,0,8,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,491,276,269,250,416,417,317,180,82,2702,0,0,0,4,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,8,165,76,91,55,53,43,22,16,8,536
LGA12160,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,6,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,12,4,0,0,4,4,11,5,0,0,29,20,19,22,29,60,72,73,51,24,371,4,0,4,0,3,4,5,3,0,20,0,0,0,0,0,0,0,11,0,13,47,55,37,58,66,95,103,78,23,561,44,13,11,22,12,25,25,14,8,176,0,0,0,0,0,4,0,0,0,3,1397,794,637,861,1049,1274,1213,814,333,8377,10,0,5,4,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,24,436,213,214,194,209,210,172,53,21,1717
LGA12350,17,3,5,9,0,0,4,6,0,50,0,0,0,0,3,3,8,6,0,25,0,0,0,0,0,0,0,0,0,0,9,0,0,3,8,0,8,0,0,32,13,7,5,4,11,11,13,6,0,69,46,30,32,60,85,102,126,83,51,624,0,0,4,9,5,12,4,3,5,40,0,0,0,0,0,6,4,0,0,7,53,51,27,57,65,74,92,71,30,521,67,26,19,24,35,40,27,18,10,269,3,0,0,3,0,0,7,0,0,17,1403,896,668,861,1234,1386,1351,822,374,9000,0,0,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,10,3,4,0,5,9,0,7,3,0,28,14,7,3,4,8,4,7,3,0,51,527,334,275,248,248,232,170,65,17,2108
