LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA15950,254,0,0,0,0,0,4,16,15,9,5,29,4,90,0,0,0,0,0,3,0,4,9,9,28,8,68,27,4,10,14,9,30,69,33,21,27,66,16,319,0,0,0,0,0,0,0,0,0,4,4,166,179,33,4,12,26,24,99,333,349,305,838,3721,351,6094,0,0,5,5,9,35,149,190,65,108,344,73,989,0,0,3,26,19,69,87,46,20,34,49,19,380,0,0,6,8,0,23,20,10,4,10,7,8,86,8,4,3,9,3,8,7,0,0,0,9,3,67,46,13,18,50,32,90,91,57,32,33,45,35,524,0,0,0,0,0,0,0,6,0,0,0,10,13,55,18,39,93,62,224,360,312,117,180,456,149,2061,208,58,86,263,282,770,1703,1648,1326,2731,8073,885,18030
LGA15990,1697,0,0,6,12,8,45,106,67,50,50,91,51,484,0,0,0,3,3,16,60,49,54,91,116,43,435,58,7,32,61,74,222,411,272,179,271,330,173,2085,0,0,0,0,0,0,0,5,0,12,18,813,860,89,18,54,138,166,683,2565,2788,2980,5971,18278,2426,36150,5,0,0,21,21,192,744,665,261,363,686,294,3254,0,9,38,122,125,396,563,246,113,124,105,151,1987,0,0,8,23,41,87,111,59,24,28,27,59,471,12,4,18,33,18,36,34,13,7,5,3,18,199,118,22,106,249,177,500,623,230,140,129,114,196,2611,0,0,0,0,0,5,0,0,0,0,0,54,71,139,34,174,445,377,1221,2074,1217,538,655,938,770,8589,672,244,422,1357,1992,4659,9326,7195,6057,10240,25272,4305,71734
LGA16100,17,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,0,0,0,0,6,3,0,0,4,11,0,0,4,5,5,0,9,0,3,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,4,6,3,19,93,72,67,92,84,64,502,0,0,0,3,0,12,15,12,0,0,3,4,65,0,0,4,6,3,12,12,0,0,0,0,0,37,0,0,0,3,7,3,4,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,8,26,6,22,17,3,0,0,0,10,92,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,15,35,16,49,45,22,5,3,6,20,219,14,15,22,80,107,173,280,187,122,164,125,131,1425
LGA16150,145,0,0,0,0,5,5,19,8,3,8,0,4,50,0,0,0,0,0,0,13,8,13,4,9,0,38,8,0,11,10,25,58,71,24,12,15,5,27,257,0,0,0,0,0,0,0,0,0,8,5,208,218,6,0,9,25,53,181,712,693,691,942,956,413,4683,0,0,0,12,21,134,243,123,47,49,30,37,693,0,0,17,54,76,139,94,29,7,5,5,25,444,0,0,3,4,0,21,10,6,0,0,0,8,63,3,0,4,15,13,11,5,4,0,0,0,5,68,22,9,52,148,78,154,111,41,11,9,7,55,702,0,0,0,3,3,0,0,0,0,0,0,16,30,24,16,78,235,195,451,470,204,72,73,43,144,2004,81,41,120,424,655,1277,2073,1455,1159,1517,1405,798,11017
LGA16200,59,0,0,0,0,0,4,11,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,4,15,4,0,3,7,5,29,32,7,9,4,0,12,109,0,0,0,0,0,0,4,0,0,0,0,68,75,4,0,5,19,17,90,263,211,190,243,190,156,1390,0,0,0,4,12,41,71,36,17,10,3,17,215,0,0,9,28,14,42,31,6,5,3,0,14,148,0,0,3,5,5,0,12,0,0,5,0,0,24,0,0,10,16,0,10,0,0,0,0,0,0,36,3,3,12,55,31,72,40,11,4,7,5,18,264,0,0,0,0,0,0,0,0,0,0,0,10,10,3,3,30,103,70,172,155,50,26,21,7,62,704,33,21,51,213,301,505,718,433,363,398,284,302,3619
LGA16260,2154,4,0,11,46,52,218,342,158,89,105,89,55,1168,3,0,0,4,13,91,222,131,118,125,106,68,879,171,26,100,259,255,709,1010,429,285,340,229,178,3985,0,0,0,8,4,18,22,10,4,15,10,956,1045,205,33,151,426,517,2176,5577,4796,3613,6434,8610,1863,34399,3,0,10,19,43,304,748,570,272,300,249,145,2670,4,6,49,139,142,374,353,146,77,80,53,60,1482,0,5,15,46,43,115,134,63,32,24,22,41,549,28,6,19,69,27,43,42,19,13,9,8,10,304,278,56,238,527,305,715,795,302,171,123,109,200,3822,3,0,0,0,0,6,3,0,0,0,0,87,107,324,71,335,805,557,1552,2086,1104,565,541,447,548,8935,1569,382,806,2278,2754,6480,12109,9311,6585,10138,11889,3470,67761
LGA16350,1538,7,0,0,11,20,110,262,118,53,66,45,57,756,0,0,0,3,3,27,124,119,83,101,57,56,569,88,12,45,120,145,429,644,312,196,190,92,135,2416,0,0,0,7,0,8,17,18,7,9,7,844,914,118,19,59,204,280,1329,4641,4349,3768,5769,5353,1891,27776,5,3,0,18,62,494,1051,686,319,354,205,198,3394,5,6,37,167,228,504,488,207,115,96,38,88,1981,11,3,14,70,84,186,193,79,36,24,16,80,791,15,0,39,92,46,62,69,13,10,0,0,20,360,147,30,257,878,526,981,928,276,137,100,68,263,4598,0,0,6,4,0,10,4,0,5,0,3,109,139,182,48,354,1222,947,2235,2726,1262,620,576,337,758,11264,764,179,605,2104,2967,5965,10915,8253,6364,8469,6915,3507,56991
LGA16380,434,0,5,0,0,9,16,25,7,9,9,4,15,98,0,0,0,0,0,0,11,17,8,16,13,19,84,20,3,15,25,33,171,218,74,45,38,18,63,717,0,0,0,0,0,9,3,3,0,3,0,296,317,21,11,23,55,98,506,1637,1267,1136,1416,1199,687,8061,0,0,10,16,37,195,367,192,61,53,38,87,1053,0,0,24,144,144,305,247,59,21,11,11,55,1016,6,0,8,12,19,21,34,10,0,3,0,12,125,4,0,17,36,26,27,12,3,0,3,0,3,132,37,16,73,308,159,474,297,74,21,9,11,106,1573,5,0,0,7,3,7,4,0,3,0,0,33,57,50,23,128,515,386,1030,960,336,109,73,66,298,3965,276,136,296,1182,2385,3998,5427,2817,1958,2201,1827,1584,24087
LGA16400,401,0,0,0,10,7,29,41,19,10,14,5,18,147,0,0,0,0,0,3,22,15,15,18,14,13,102,19,0,13,29,50,159,211,77,50,39,25,65,727,0,0,0,0,0,5,12,0,5,8,0,383,408,23,3,22,59,99,454,1384,1214,1050,1401,1143,826,7674,0,4,6,20,36,147,291,143,63,57,37,79,884,0,0,15,114,84,258,195,52,21,18,11,64,854,4,0,6,21,23,49,26,11,9,0,0,28,172,0,0,12,45,19,27,13,0,4,0,0,5,135,39,11,69,227,157,423,267,61,19,15,9,107,1413,5,0,0,0,0,8,4,0,0,0,0,34,56,46,21,107,426,326,908,796,271,120,96,60,322,3507,274,118,232,974,1808,3254,4351,2594,1804,2213,1732,1696,21046
LGA16490,254,0,0,0,7,3,0,15,3,0,0,11,4,53,0,0,0,0,0,0,6,12,6,25,30,10,89,3,0,8,10,21,32,71,53,26,39,45,24,345,0,0,0,0,0,0,4,3,0,0,3,235,245,7,5,19,33,54,175,710,827,899,1810,3041,594,8175,0,0,0,12,12,109,304,237,89,119,92,99,1067,0,0,11,41,38,100,101,32,19,20,13,14,378,0,0,5,8,0,16,25,10,9,8,6,18,105,0,0,8,20,11,18,9,4,0,0,0,5,67,25,3,45,131,48,142,116,51,29,27,15,60,681,0,0,0,0,0,0,0,0,0,0,0,11,24,29,0,71,211,107,376,554,333,139,166,125,202,2322,131,46,126,397,502,1202,2441,2024,1736,2990,4361,1138,17096
LGA16550,708,3,0,4,0,7,19,60,39,26,26,34,20,244,5,0,0,0,4,5,24,21,27,25,60,22,185,40,7,21,49,44,140,236,156,110,120,138,81,1146,0,0,0,0,3,0,0,10,3,7,4,380,406,51,7,32,83,98,367,1147,1192,1222,2393,7286,988,14865,6,0,0,8,13,118,385,320,119,207,304,115,1597,0,5,23,55,72,185,236,115,39,44,61,61,889,0,0,0,24,18,41,60,31,17,8,13,29,240,6,0,19,29,10,19,19,3,6,3,5,12,137,73,20,109,230,158,398,326,134,92,67,82,132,1825,0,0,0,3,0,0,0,0,0,0,0,23,34,91,26,156,342,281,764,1030,608,269,332,471,368,4731,407,132,296,800,1087,2245,4033,3380,2855,4930,10842,1990,32990
LGA16610,132,0,0,0,3,0,8,9,3,0,0,4,5,37,0,0,0,0,0,3,5,7,3,0,0,3,35,0,0,0,6,21,57,76,14,6,8,6,10,216,6,0,0,0,0,0,3,0,0,0,0,91,103,6,5,6,22,42,205,538,360,255,292,168,205,2102,0,0,3,4,16,68,102,29,12,8,7,20,279,0,0,4,35,36,72,49,17,7,0,3,17,242,0,0,0,6,8,17,0,0,5,0,0,14,49,0,0,5,11,10,11,3,0,0,0,0,4,45,13,11,34,110,50,175,95,13,6,0,5,29,553,0,0,0,0,0,3,0,0,0,0,0,18,24,18,10,49,162,120,345,263,57,30,20,18,102,1193,66,49,78,376,657,1107,1401,709,445,423,249,503,6065
LGA16700,959,4,0,3,12,21,56,112,54,26,34,32,21,378,0,0,4,4,3,12,68,50,32,43,58,20,288,78,19,38,112,63,250,359,200,147,159,126,74,1625,0,0,0,0,0,0,11,8,3,13,4,415,460,91,23,59,187,169,748,1956,1897,1626,3014,5760,904,16439,0,3,0,12,16,122,328,312,125,160,206,92,1370,0,0,19,72,66,160,189,78,32,42,32,38,733,4,0,13,16,27,40,53,32,10,20,6,26,232,12,0,10,23,16,26,25,7,5,7,6,3,139,130,24,97,173,137,363,376,141,96,96,63,110,1797,4,0,0,0,0,4,3,0,0,0,0,24,43,148,33,137,290,269,711,969,573,271,318,315,288,4314,801,200,377,1036,1315,2820,5156,4234,3265,5174,8115,1760,34246
LGA16900,474,0,0,0,5,5,40,63,49,17,25,21,12,232,0,0,0,0,0,0,35,20,20,33,14,19,153,22,3,11,39,48,155,226,121,61,49,29,60,820,0,0,0,0,0,4,7,5,6,4,0,342,362,37,5,26,54,89,397,1510,1466,1375,1965,1604,748,9257,0,0,0,13,22,169,336,183,89,111,38,81,1029,0,0,21,87,125,261,238,79,24,24,9,59,927,0,0,8,34,33,60,54,27,15,12,3,29,277,11,0,6,30,12,24,21,4,3,0,0,8,116,37,16,92,323,165,453,290,83,36,22,15,109,1645,4,0,0,0,0,8,3,0,0,0,0,34,53,43,24,122,486,358,970,937,376,167,168,78,315,4045,253,80,215,952,1625,2788,4115,2806,2197,2857,2090,1428,21399
LGA16950,578,0,0,0,3,7,36,54,15,14,13,11,16,160,0,0,0,0,0,6,24,9,12,18,16,19,108,25,11,19,51,76,219,323,114,34,46,21,106,1046,0,0,0,0,0,0,0,4,3,0,0,399,413,29,15,29,100,170,663,2229,1632,1262,1511,1192,930,9758,3,0,8,13,42,227,403,179,71,71,36,93,1147,0,0,20,173,157,392,265,67,35,9,9,87,1220,3,0,3,28,28,51,39,17,0,3,5,20,200,12,5,19,50,20,36,20,3,0,0,0,13,173,47,13,95,396,234,610,378,65,39,26,23,156,2077,0,0,0,0,0,6,3,3,0,0,0,42,57,60,16,149,671,479,1321,1107,334,151,107,72,409,4877,394,184,364,1575,3022,4948,6706,3470,2315,2537,2018,2127,29660
LGA17000,102,0,0,0,0,3,5,11,9,0,3,0,6,45,0,0,0,0,0,4,9,0,10,17,8,11,56,0,0,4,10,9,33,48,24,6,13,5,23,175,0,0,0,0,0,0,10,4,0,3,0,161,177,6,4,0,16,25,101,391,403,384,643,734,334,3049,3,0,5,3,8,46,76,67,20,27,21,27,298,0,0,5,24,35,58,42,15,6,5,5,10,215,0,0,0,9,3,9,8,3,5,0,0,10,53,0,0,5,8,9,8,9,3,0,0,0,0,40,11,3,19,75,33,79,54,19,11,11,0,22,343,0,0,0,0,0,3,0,0,4,0,0,6,10,18,0,33,124,94,212,190,106,47,40,31,75,962,74,31,72,256,339,623,1033,787,646,1006,1031,585,6492
LGA17040,76,0,0,0,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,5,0,4,3,0,3,0,15,3,6,0,4,3,20,26,14,9,4,0,15,99,0,0,0,0,0,0,3,0,0,0,0,80,88,3,6,6,15,15,116,346,329,264,400,382,200,2068,0,0,0,4,7,41,83,37,18,24,15,18,253,0,0,4,24,29,47,29,14,8,7,6,14,177,0,0,0,7,0,3,3,7,0,0,0,4,24,0,0,3,6,4,3,0,0,0,0,0,0,20,0,5,7,54,18,71,34,14,6,6,0,17,233,0,0,0,0,0,0,0,0,0,0,0,7,14,3,8,15,89,58,159,154,70,33,38,21,62,719,48,24,43,201,338,612,1023,726,529,716,616,457,5342
LGA17080,57,0,0,0,0,0,6,11,0,5,0,0,0,24,0,0,0,0,0,0,5,5,4,6,3,0,20,4,0,3,13,15,25,21,10,0,4,5,6,113,0,0,0,0,0,0,0,0,0,0,0,86,87,3,0,3,22,22,97,268,236,207,218,159,207,1451,0,0,0,4,8,41,61,23,9,14,3,18,177,0,0,11,25,20,31,15,7,0,0,0,12,127,0,0,0,5,3,6,0,0,0,0,0,7,25,0,0,3,16,0,5,3,4,0,0,0,0,33,0,0,8,54,28,69,41,12,3,0,3,19,249,0,0,0,0,0,5,0,0,0,0,0,11,17,0,5,22,105,65,162,121,41,13,14,4,62,626,39,25,51,230,347,561,796,478,352,366,278,401,3918
LGA17100,404,5,0,0,13,4,32,40,33,8,25,11,15,190,0,0,0,0,0,8,16,16,20,17,12,13,106,37,5,19,43,41,130,162,68,60,82,55,32,736,0,0,0,0,0,0,6,0,0,0,4,174,190,43,9,29,87,80,374,856,682,531,867,1581,381,5528,0,0,0,7,4,37,80,63,33,42,52,19,334,0,5,6,22,24,48,65,16,8,16,16,14,240,0,0,4,5,10,18,25,4,9,6,11,8,99,10,0,7,8,10,10,4,5,0,3,3,0,63,44,15,34,73,57,123,126,48,30,37,31,32,646,0,0,0,0,0,0,0,0,0,0,4,15,18,57,17,48,116,107,233,297,136,85,100,106,89,1399,257,48,134,376,473,1066,1985,1429,988,1518,2245,659,11182
LGA17150,1524,3,0,4,11,12,41,129,76,53,91,77,49,544,3,0,0,0,0,20,54,70,81,93,100,55,481,52,16,37,57,72,231,495,297,198,261,217,149,2073,0,0,0,0,0,0,12,5,0,5,7,759,801,82,18,50,114,144,683,2722,3219,3434,6955,12509,2043,31979,0,0,4,11,27,234,763,637,286,396,367,268,2999,4,5,34,133,118,396,532,228,120,99,83,131,1885,3,0,13,42,54,97,130,63,40,34,14,48,537,11,3,22,28,22,35,37,15,3,4,5,15,207,86,22,100,337,203,614,588,239,153,104,77,185,2711,0,0,0,0,3,5,8,0,0,0,0,41,58,106,26,177,555,422,1383,2054,1181,607,644,550,691,8396,700,277,412,1582,2290,5121,9212,7202,6276,10808,16544,3670,64098
LGA17200,622,0,0,0,6,4,40,54,35,14,20,37,3,214,0,0,0,0,0,11,27,26,20,26,54,18,190,65,8,33,64,68,137,217,102,43,62,95,35,930,0,0,0,3,0,5,3,0,0,0,12,286,314,74,11,44,115,134,447,1102,927,705,1656,5099,547,10863,0,0,0,14,14,92,317,301,80,172,387,108,1502,0,3,17,68,63,166,203,85,24,39,57,42,762,0,0,12,14,18,41,44,34,10,9,8,18,214,14,3,21,29,15,35,24,8,6,3,4,6,162,157,26,140,286,169,381,324,137,70,46,63,127,1920,0,0,0,0,4,0,3,0,0,0,0,39,51,181,37,186,410,285,715,916,560,185,268,523,342,4609,783,178,407,1004,1145,2724,5583,4975,3965,6977,15473,2107,45311
LGA17310,236,0,0,0,0,0,10,18,16,5,9,3,9,72,0,0,0,0,0,0,12,18,11,10,3,7,65,6,0,5,22,32,112,137,48,17,9,11,24,431,0,0,0,0,0,0,9,0,3,0,0,271,287,18,7,12,42,77,379,1251,1135,867,1110,849,566,6311,3,0,0,20,36,219,299,138,50,39,25,72,902,6,5,17,106,116,205,151,40,11,4,10,37,712,0,0,0,17,11,32,31,9,0,0,0,6,114,5,0,27,52,23,29,11,6,0,0,0,4,162,29,5,76,235,160,317,191,52,17,10,11,89,1197,5,0,0,0,4,0,3,0,0,0,0,41,55,44,14,127,432,347,806,685,243,80,63,49,249,3144,182,84,205,779,1294,2281,3474,2292,1484,1700,1292,1227,16275
LGA17350,15,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,17,4,4,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,3,12,5,38,127,94,72,85,71,64,573,0,0,0,0,0,11,20,11,4,6,3,8,59,0,0,0,15,11,22,11,10,0,0,0,8,70,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,9,5,0,6,26,4,23,21,3,0,0,0,12,90,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,42,21,59,55,17,4,6,7,26,244,10,8,18,93,147,243,369,180,131,145,103,148,1600
LGA17400,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,17,12,6,0,0,0,10,72,0,0,0,0,0,0,0,0,0,4,0,21,27,0,4,0,20,17,62,124,69,49,44,26,54,466,0,0,0,0,6,19,17,4,0,3,0,12,60,0,0,0,10,3,20,8,0,0,0,0,0,41,0,0,0,4,0,4,3,0,0,0,0,0,16,0,0,0,10,5,0,0,0,0,0,0,3,17,5,0,16,48,17,36,13,6,0,3,3,14,156,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,20,62,29,68,38,9,0,6,3,28,283,27,20,41,176,237,331,374,162,94,85,66,164,1784
LGA17420,1425,3,0,4,18,21,68,129,74,56,71,72,54,568,5,0,0,0,3,20,84,64,46,83,108,55,464,81,20,42,109,81,259,510,314,224,263,255,136,2284,0,0,0,0,0,3,25,8,0,12,12,763,821,104,26,69,199,197,837,2816,3070,3067,6316,13550,1874,32140,0,0,0,10,16,133,482,420,204,305,382,166,2119,7,3,21,59,68,202,298,128,74,71,73,60,1060,3,0,4,21,28,55,70,42,24,26,12,35,314,13,7,13,24,10,26,33,13,4,5,8,8,170,116,31,88,190,126,288,347,147,127,77,95,116,1758,0,0,0,3,0,0,6,0,0,0,0,22,31,142,43,134,313,254,702,1223,750,431,493,567,410,5452,1072,314,420,1275,1609,3508,6823,5589,4834,8777,16718,2943,53886
LGA17550,573,0,0,0,6,10,19,40,21,13,8,11,15,143,0,0,0,0,0,6,24,20,14,9,13,21,103,13,7,19,36,42,183,251,104,40,33,17,60,804,0,0,0,3,0,6,9,9,0,0,0,430,457,22,8,35,94,130,589,1882,1549,1258,1641,1341,920,9471,0,0,6,15,30,204,399,173,75,55,40,114,1115,0,0,25,146,170,321,325,71,31,15,16,105,1235,0,3,3,23,21,56,48,16,10,8,4,29,221,0,9,17,44,13,30,11,4,0,0,0,15,147,48,24,68,309,180,573,363,86,32,21,22,155,1866,0,0,4,0,3,8,4,0,0,0,3,51,74,53,35,121,537,422,1195,1145,346,153,94,78,470,4655,281,152,287,1214,2293,4075,5639,3171,2150,2468,1997,2086,25817
LGA17620,49,0,0,0,0,0,5,4,6,4,0,0,5,25,0,0,0,0,0,0,0,3,0,0,4,3,21,4,4,4,7,11,17,22,4,3,3,6,16,96,0,0,0,0,0,0,0,0,0,0,0,77,79,7,4,9,14,17,80,270,208,183,280,250,185,1508,0,0,0,11,5,44,39,32,6,9,8,16,167,0,0,4,25,14,28,11,10,0,0,4,8,107,0,0,0,6,0,6,3,0,0,0,0,4,20,3,0,5,4,0,5,0,0,0,0,0,0,16,3,0,16,46,22,47,29,7,0,3,3,27,206,0,0,0,0,0,0,0,0,0,0,0,3,7,13,4,23,79,46,128,90,48,14,13,17,61,525,60,25,53,182,306,438,704,474,341,463,371,366,3786
LGA17640,42,0,0,0,0,0,3,3,0,0,4,0,0,13,0,0,0,0,0,0,5,7,0,0,3,0,14,0,0,0,3,5,17,7,8,0,5,0,7,64,0,0,0,0,0,0,0,0,0,0,0,39,47,3,0,0,12,11,55,180,125,102,141,144,112,891,0,0,0,0,0,10,23,10,4,9,7,3,72,0,0,5,10,6,16,9,12,0,0,0,10,59,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,15,8,21,23,11,0,5,3,7,105,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,32,16,58,56,25,7,11,9,19,255,26,21,36,107,157,271,503,317,193,251,252,215,2352
LGA17650,35,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,10,0,0,0,0,0,15,14,4,3,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,17,17,4,6,4,3,13,51,126,114,64,95,66,56,595,0,0,0,0,0,13,14,13,0,7,0,6,51,0,0,4,11,4,19,9,3,0,0,0,3,52,0,0,0,0,0,0,4,0,0,0,0,0,11,4,0,3,5,4,0,0,0,0,0,0,3,11,3,0,7,23,16,31,14,3,3,0,0,8,107,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,16,41,24,63,41,17,7,3,3,21,246,18,11,28,77,156,239,357,232,122,161,118,110,1635
LGA17750,254,0,0,5,0,0,14,18,10,14,8,0,7,78,0,0,0,0,0,3,9,12,9,10,12,11,66,3,6,7,39,44,97,129,41,7,19,15,38,443,0,0,0,0,0,3,13,0,0,0,3,333,355,12,7,20,57,79,361,1237,1159,1004,1448,1254,701,7342,0,3,0,9,30,166,335,165,59,66,38,81,952,3,6,21,103,90,228,154,43,15,7,8,38,717,0,0,0,14,11,22,25,5,6,0,0,11,99,3,3,10,52,13,20,8,0,0,0,0,4,115,28,10,71,256,116,262,184,36,20,9,3,73,1072,0,0,0,0,4,3,3,0,0,0,0,36,54,34,13,113,420,259,698,710,252,102,90,55,256,3001,127,57,187,728,925,1967,3471,2413,1764,2205,1771,1400,17024
LGA17850,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,9,26,58,54,31,23,30,31,271,0,0,0,0,4,4,11,0,0,0,0,5,23,0,0,0,6,3,10,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,5,3,4,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,12,16,12,5,0,0,0,10,73,26,3,13,41,77,112,167,117,66,53,64,77,808
