LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA17200,791,839,247,54,1937,764,357,248,3310,982,616,404,71,2064,1126,448,290,3923,3240,2137,992,255,6618,2924,2310,1254,13103,4217,2753,1386,322,8684,4052,2749,1542,17028,861,234,154,55,1302,1696,363,551,3917,1969,475,369,134,2954,3586,1009,1136,8688,12658,3158,1493,1084,18396,18677,5745,7882,50696,..,..,..,..,..,..,..,..,..,25,7,8,0,42,65,5,21,128,15510,3874,2027,1274,22695,24021,7131,9588,63432,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,486,486,50,34,14,4,96,70,72,54,292,49,34,14,6,101,68,72,539,789,97,34,41,7,177,319,41,52,593,20663,7536,3718,1670,33589,29227,10356,11980,85153,417,607,154,32,1206,370,140,135,1854,987,613,255,50,1898,1030,464,270,3667,3598,2584,1101,250,7543,3270,2614,1248,14686,4587,3193,1357,304,9444,4306,3083,1519,18354,656,160,103,37,955,1325,335,513,3130,2434,686,464,151,3729,4022,1178,1336,10271,17099,4567
LGA17310,5635,5692,2502,186,14016,4000,475,563,19054,158,67,63,14,297,413,18,29,755,34,33,13,0,80,101,9,21,212,188,99,76,12,377,517,27,49,972,206,68,146,22,443,915,73,132,1566,4,0,4,0,9,26,5,0,41,0,0,4,0,6,7,0,6,23,..,..,..,..,..,..,..,..,..,0,0,5,0,3,20,0,0,28,210,68,156,21,464,975,72,136,1655,18,12,8,0,32,75,8,93,210,4,0,0,0,8,4,0,0,15,9,11,7,0,29,26,6,11,72,30,25,15,0,69,107,11,102,293,10,5,4,0,19,12,0,5,40,6076,5887,2753,221,14944,5613,585,867,22012,5669,5723,2445,191,14028,4344,548,1215,20136,221,83,151,16,468,942,71,147,1629,58,23,31,0,114,211,26,44,393,280,103,184,25,585,1148,95,191,2018,42,23,38,5,108,279,14,69,470,0,4,0,0,8,14,0,3,27,0,0
LGA17350,690,584,210,15,1497,602,41,47,2185,0,0,5,0,9,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,11,14,0,4,0,22,92,3,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,14,0,4,0,21,96,3,3,122,0,0,0,0,0,0,0,11,14,4,0,0,0,8,0,0,0,11,4,0,0,0,4,0,0,0,8,4,5,0,0,8,3,0,15,34,0,0,0,0,0,0,0,0,3,714,595,220,15,1537,705,47,65,2358,708,599,221,12,1540,569,48,93,2243,6,4,0,0,10,28,0,0,46,0,0,0,0,0,0,0,0,0,6,4,0,0,10,28,0,0,46,13,7,5,0,24,89,0,11,123,0,0,0,0,0,0,0,0,0,0,0
LGA17400,832,570,272,33,1694,727,55,140,2624,3,0,0,0,3,24,0,4,32,0,0,0,0,0,0,0,0,0,7,0,0,0,8,24,0,4,36,6,0,8,0,15,51,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,7,0,8,0,18,55,0,3,74,11,15,4,0,30,32,0,31,88,3,0,0,3,9,9,0,5,25,0,0,0,0,3,0,0,0,9,19,15,6,3,41,48,0,33,121,0,3,0,0,3,0,0,0,6,864,585,286,35,1763,863,62,184,2868,883,470,262,19,1630,844,61,265,2804,4,4,0,0,13,44,0,3,57,0,0,0,0,0,0,0,0,0,4,4,0,0,13,44,0,3,57,8,0,0,0,11,23,0,10,46,0,0,0,0,0,0,0,0,0,0,0
LGA17420,8925,21776,3115,286,34102,3161,446,683,38389,309,189,86,10,593,337,23,17,969,907,1193,451,31,2579,781,125,98,3585,1213,1382,535,45,3179,1118,145,114,4555,98,48,39,3,185,261,5,16,467,162,137,73,14,386,181,39,30,637,292,144,68,7,510,262,62,73,903,..,..,..,..,..,..,..,..,..,24,14,8,0,52,19,0,4,71,571,341,197,16,1127,724,104,123,2082,7,3,0,0,11,29,3,0,42,0,5,0,0,5,0,0,0,3,3,0,0,0,9,3,0,0,8,8,5,0,0,23,30,3,6,59,8,3,0,0,11,21,0,0,33,10732,23511,3843,355,38436,5049,691,930,45115,9141,23072,3106,287,35599,3351,461,881,40296,330,120,79,5,537,417,12,55,1020,960,2154,560,41,3720,752,138,125,4739,1295,2272,647,52,4254,1167,158,178,5751,145,139,63,9,362,258,12,23,657,241,245,112,15,614,245,28,46,934,321,259
LGA17550,6982,6902,2747,189,16822,4352,713,807,22702,1275,568,518,40,2403,1677,167,358,4606,535,292,339,16,1182,876,117,98,2269,1812,865,859,51,3585,2553,275,460,6873,508,215,324,26,1076,1198,138,186,2594,313,93,142,13,556,497,71,163,1289,202,35,29,4,271,192,32,119,608,..,..,..,..,..,..,..,..,..,18,13,15,5,48,66,0,10,128,1041,354,513,43,1955,1945,241,478,4623,292,42,54,6,392,659,33,423,1501,0,6,3,0,4,10,0,41,51,13,6,11,0,35,24,3,10,65,308,51,63,6,430,695,35,468,1629,12,3,4,0,22,20,3,13,56,10162,8175,4192,294,22818,9571,1271,2222,35881,7208,7441,2787,196,17636,4502,794,1359,24294,1138,438,535,56,2175,1891,174,238,4481,588,380,369,19,1353,782,111,197,2441,1730,819,907,74,3524,2676,282,431,6915,396,141,239,16,795,1152,110,187,2236,318,118,216,17,676,616,85,214,1589,306,46
LGA17620,1475,1529,482,34,3510,1170,143,192,5018,16,15,14,0,54,50,0,7,115,0,0,0,0,0,0,0,0,0,21,15,14,0,51,51,0,6,117,32,15,12,0,57,112,10,23,200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,..,..,..,..,..,..,..,..,..,0,0,0,0,0,7,0,0,8,35,15,12,0,62,125,10,23,217,14,5,0,0,22,64,0,35,117,0,0,0,0,0,0,0,3,7,9,0,0,0,8,8,0,3,21,23,6,0,0,29,77,0,45,149,0,0,0,0,0,3,0,5,9,1553,1559,511,30,3654,1430,163,265,5509,1445,1428,477,34,3389,1193,120,399,5100,15,14,7,0,41,51,4,15,105,0,0,0,0,0,0,0,0,0,15,14,7,0,41,51,4,15,105,36,18,14,0,67,162,12,24,268,0,0,0,0,0,0,0,0,0,0,0
LGA17640,920,766,237,32,1958,722,25,105,2808,12,3,0,0,10,25,0,0,41,0,0,0,0,0,0,0,0,4,7,3,0,0,16,23,0,0,41,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,13,3,0,0,0,3,7,0,7,15,0,0,0,0,0,4,0,3,3,9,3,3,0,15,5,0,0,22,8,3,3,0,16,17,0,9,42,4,0,0,0,4,0,0,0,4,948,772,240,32,1994,777,25,118,2918,949,763,218,27,1957,762,45,251,3013,11,3,0,0,13,53,0,4,66,7,0,0,0,7,5,0,0,13,11,3,0,0,20,53,0,4,78,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA17650,682,695,203,26,1605,454,38,60,2156,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,8,3,11,0,18,35,4,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,3,11,0,18,37,4,3,63,3,0,3,0,6,18,0,10,31,0,0,0,0,3,3,0,0,4,7,8,0,0,11,0,0,0,12,6,10,6,0,18,17,0,10,47,0,0,0,0,0,0,0,0,3,699,703,213,24,1643,514,45,75,2273,723,617,217,20,1581,562,55,130,2318,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,4,3,0,0,0,8,9,0,0,14,5,0,0,0,5,24,0,3,39,0,0,0,0,0,0,0,0,0,0,0
LGA17750,5177,6291,2326,218,14011,3654,746,372,18782,190,75,45,14,324,404,36,42,809,32,14,9,5,64,73,24,20,181,226,90,58,18,388,474,60,64,983,367,105,178,36,682,1235,176,98,2197,23,4,0,0,27,48,0,14,97,9,0,0,0,12,23,0,6,39,..,..,..,..,..,..,..,..,..,3,3,3,0,11,11,0,0,17,404,110,185,36,731,1324,178,123,2353,10,0,0,0,13,45,0,60,110,0,6,0,0,7,0,0,3,11,12,8,6,0,28,29,14,6,84,25,14,7,0,47,72,14,73,204,0,4,6,0,8,16,0,0,17,5832,6510,2575,267,15181,5539,995,628,22345,5360,6292,2484,210,14350,3938,724,807,19819,165,58,37,7,260,442,33,63,799,38,11,11,4,65,87,28,11,190,200,70,52,7,325,527,64,75,989,321,182,161,27,685,1262,123,184,2257,9,4,3,0,13,62,0,11,93,13,0
LGA17850,421,315,91,6,838,302,11,31,1178,4,0,0,0,5,11,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,0,0,17,0,0,0,0,3,27,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,3,37,0,0,0,0,3,9,0,13,24,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,11,5,0,5,0,5,13,0,13,35,0,0,0,0,0,0,0,0,0,429,319,101,6,855,349,12,47,1266,383,306,91,4,781,325,24,133,1255,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,19,0,0,23,0,0,0,0,0,0,0,0,0,0,0
LGA17900,520,505,286,30,1336,700,77,210,2318,8,3,0,0,14,4,0,7,21,0,0,0,0,0,0,0,0,0,8,3,0,0,14,4,0,7,21,9,4,13,0,27,67,9,23,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,9,4,13,0,27,75,9,23,127,32,11,12,0,59,113,4,171,344,9,3,0,0,12,28,0,17,57,8,3,3,0,9,13,0,6,28,40,17,17,3,82,161,9,188,433,5,6,5,0,6,3,0,6,17,581,527,313,35,1462,939,93,431,2918,474,383,313,36,1204,618,69,256,2143,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,4,5,0,0,6,15,0,6,4,28,69,0,27,130,0,0,0,0,0,0,0,0,0,0,0
LGA17950,305,291,108,8,710,275,19,32,1032,7,0,4,0,13,13,0,5,29,0,0,3,0,3,0,0,0,9,7,0,7,0,18,14,0,5,32,0,0,0,0,7,34,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,39,0,0,0,0,3,13,0,11,30,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,10,4,4,3,0,7,18,0,10,39,0,0,0,0,0,0,0,0,0,321,291,121,12,739,338,20,47,1148,295,246,105,6,652,266,20,98,1035,0,0,3,0,3,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,10,3,0,3,0,5,29,4,0,38,0,0,0,0,0,0,0,0,0,0,0
LGA18020,1124,882,362,39,2415,943,82,179,3624,3,0,0,0,4,13,0,0,18,0,0,0,0,0,4,0,0,4,3,3,0,0,10,11,0,0,23,8,0,9,0,20,89,10,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,9,0,21,89,10,7,130,8,0,0,0,8,15,0,42,63,3,6,0,0,11,9,0,3,18,5,9,0,0,15,18,0,0,26,18,9,0,0,29,37,0,42,106,6,4,0,0,8,5,0,0,14,1161,897,375,44,2479,1089,93,239,3900,1109,751,363,37,2259,974,65,384,3683,5,0,0,0,6,39,0,5,44,0,0,0,0,3,0,0,0,8,8,7,0,0,12,36,0,5,53,7,5,6,0,18,44,3,10,73,0,0,0,0,0,0,0,0,5,0,0
LGA18050,1096,2455,382,50,3987,715,243,327,5273,541,794,221,31,1581,497,193,175,2450,540,978,224,26,1770,449,185,181,2585,1084,1776,444,50,3352,947,373,354,5032,821,466,248,50,1583,1154,518,607,3867,1595,674,338,90,2694,2209,864,906,6681,1703,673,312,85,2771,2474,745,913,6907,..,..,..,..,..,..,..,..,..,3,0,3,0,10,7,7,4,27,4125,1815,891,232,7060,5847,2129,2434,17472,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,8,34,36,8,9,79,54,21,29,179,37,35,8,9,81,54,21,34,194,16,22,0,0,32,16,7,4,62,6351,6104,1728,332,14519,7579,2781,3153,28030,939,2192,310,52,3491,519,147,230,4391,455,855,193,28,1524,433,182,166,2313,508,1342,251,24,2126,352,153,148,2779,962,2191,450,49,3653,787,335,316,5090,909,623,263,52,1842,1063,533,474,3909,2327,1076,420,95,3915,2597,1183,1195,8887,1365,548
LGA18100,497,363,135,17,1002,369,32,34,1439,10,4,0,0,13,20,0,0,27,0,0,0,0,0,0,0,0,3,10,0,0,0,14,19,0,0,34,3,0,4,0,9,41,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,7,0,0,10,3,0,4,0,9,45,0,9,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,514,367,138,15,1036,437,32,44,1546,476,308,109,12,910,418,36,112,1478,19,0,3,0,18,32,0,8,60,0,0,0,0,0,0,0,0,0,19,0,3,0,18,33,0,8,63,0,0,5,0,5,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0
LGA18200,762,693,234,14,1704,505,49,124,2376,7,3,0,0,3,19,0,4,32,3,0,0,0,0,4,0,0,8,5,0,0,0,12,21,0,4,33,14,4,14,0,30,50,4,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,20,4,14,0,29,54,4,12,102,23,6,0,0,31,38,0,125,185,0,0,0,0,0,4,0,0,3,8,0,0,0,8,19,0,3,27,32,6,0,0,34,49,5,124,216,0,3,0,0,4,0,0,4,8,816,703,243,14,1782,629,49,270,2734,713,653,228,19,1611,515,44,232,2403,7,5,6,0,14,27,0,3,39,0,0,0,0,0,0,0,0,0,7,5,6,0,14,27,0,3,39,22,0,12,0,31,72,4,17,133,0,0,0,0,0,0,0,0,0,0,0
LGA18250,2788,6272,1072,140,10278,1727,290,363,12654,230,328,75,17,646,242,32,34,960,246,362,102,15,725,208,58,47,1038,476,689,172,31,1375,453,92,80,1996,403,246,111,30,790,541,119,97,1545,732,557,244,64,1596,958,248,197,2990,1678,1243,566,187,3673,1999,485,559,6714,..,..,..,..,..,..,..,..,..,4,4,0,0,8,12,0,3,24,2817,2049,920,283,6066,3517,849,850,11275,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,12,11,6,0,33,16,6,4,57,10,16,6,0,35,15,6,4,60,0,3,0,0,8,0,0,0,8,6100,9025,2178,458,17760,5707,1234,1297,26001,2715,6388,1026,111,10245,1556,280,386,12462,201,348,84,10,646,185,27,44,905,295,519,121,9,936,228,53,60,1278,493,866,205,17,1581,411,87,106,2182,413,322,130,36,902,534,114,126,1668,840,818,298,60,2020,893,312,240,3465,1864,1796
LGA18350,5046,4565,1632,112,11357,3445,277,543,15613,237,137,98,12,479,524,16,44,1062,56,18,19,0,94,73,11,5,181,295,153,113,8,574,594,22,50,1244,45,3,18,0,67,183,8,14,273,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,14,..,..,..,..,..,..,..,..,..,0,0,0,0,8,20,0,4,36,48,5,17,0,77,214,12,20,316,11,4,0,4,16,45,0,20,78,0,0,0,0,4,0,0,3,12,7,3,4,0,15,21,7,3,43,22,13,4,4,38,67,7,26,136,6,0,4,0,15,8,0,3,18,5419,4739,1770,126,12053,4325,314,645,17337,5559,4808,1624,109,12101,3684,337,889,17009,168,48,46,4,274,466,26,63,822,93,23,31,3,151,135,6,26,318,267,68,80,5,418,603,27,88,1144,54,26,21,0,104,207,6,30,345,0,0,0,0,0,0,0,0,0,0,0
LGA18400,3451,6103,1466,100,11120,1854,219,381,13569,134,33,29,7,200,197,5,11,418,0,0,0,0,6,4,0,0,14,135,31,36,7,211,198,5,11,430,30,18,15,0,61,104,9,10,182,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,12,7,6,0,25,17,0,0,55,35,26,21,3,87,128,9,15,235,9,6,6,0,24,54,0,10,86,6,8,0,0,9,4,0,0,16,9,4,4,0,23,8,0,7,33,19,17,16,0,54,66,0,18,132,4,0,0,0,4,0,0,0,5,3649,6171,1536,110,11472,2246,236,421,14370,3792,6752,1448,92,12088,1872,216,634,14810,221,36,34,8,304,280,8,35,616,14,5,9,3,25,27,0,9,70,233,42,46,9,326,307,9,44,690,15,4,18,0,37,51,3,9,104,3,0,0,0,6,3,0,0,9,0,0
LGA18450,13668,20250,6256,515,40697,9133,1277,1198,52302,886,460,545,56,1946,1737,132,134,3942,946,821,826,62,2652,1490,309,166,4613,1835,1277,1367,116,4598,3224,435,300,8550,916,444,559,77,2000,3124,504,334,5959,567,233,254,52,1103,1425,364,255,3150,894,282,172,37,1388,1153,387,374,3302,..,..,..,..,..,..,..,..,..,28,14,14,0,57,85,22,13,178,2402,974,996,171,4549,5793,1271,978,12591,138,14,32,8,190,307,16,54,562,0,0,0,0,0,5,0,88,98,32,38,24,4,103,103,25,23,249,168,56,61,7,298,414,37,160,908,8,3,4,0,24,20,6,3,51,18092,22560,8691,812,50152,18587,3026,2641,74403,13574,20608,6347,545,41072,8896,1398,1590,52957,833,423,523,50,1822,2000,187,188,4200,1081,957,826,66,2930,1887,326,268,5405,1915,1379,1345,113,4747,3887,513,455,9606,985,613,614,80,2293,2781,463,397,5939,591,291,251,44,1175,1417,388,417,3394,1261,419
LGA18500,1185,2443,371,62,4055,750,119,401,5316,210,218,79,10,518,233,53,70,869,1078,1110,293,61,2541,867,386,397,4195,1283,1325,373,78,3059,1100,441,466,5064,398,305,127,28,858,517,144,201,1721,1069,451,272,81,1872,1370,393,530,4154,1589,514,285,75,2459,2767,452,847,6533,..,..,..,..,..,..,..,..,..,6,0,0,0,7,3,0,3,10,3058,1274,684,183,5195,4655,991,1577,12420,0,0,0,0,5,0,0,5,7,0,0,0,0,0,0,0,0,0,12,15,3,0,31,18,4,15,66,14,17,3,0,34,17,4,20,80,10,3,4,0,21,17,7,3,50,5555,5063,1427,319,12362,6542,1555,2466,22934,1080,2362,353,42,3835,573,91,261,4761,183,188,75,13,456,194,47,61,750,1134,1277,331,53,2798,841,373,325,4341,1318,1462,408,68,3248,1038,415,388,5092,454,425,175,27,1083,601,146,207,2035,1321,667,308,59,2352,1563,460,504,4873,1571,556
LGA18710,1612,1943,398,23,3970,846,84,211,5113,27,13,16,0,56,97,7,8,166,4,0,0,0,5,0,0,0,6,30,15,18,0,60,97,6,8,171,4,3,9,0,21,24,5,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,4,0,0,3,6,5,6,0,21,33,5,11,64,12,3,0,0,18,13,3,20,53,6,6,3,0,13,0,0,0,13,0,3,0,0,5,0,0,0,9,22,13,9,0,37,14,3,20,74,0,0,0,0,0,0,0,0,0,1668,1977,420,23,4091,990,99,248,5429,1672,2036,426,32,4169,914,96,304,5488,36,17,10,0,63,130,13,23,229,3,0,3,0,4,6,0,0,13,33,17,14,0,70,142,9,23,240,7,0,3,0,11,13,0,8,34,0,0,0,0,0,0,0,0,0,0,0
LGA19399,113,116,21,3,251,96,11,31,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,5,8,0,0,18,3,0,0,0,6,9,0,8,17,8,0,0,0,9,9,0,40,53,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,10,3,0,0,6,4,0,47,65,0,0,0,0,0,0,0,0,0,121,119,21,3,269,112,9,79,471,111,102,16,4,231,85,6,75,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
