LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA14300,93,39,14,618,193,103,127,96,55,578,11,6,0,0,0,17,621,264,225,137,73,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,8,633,269,231,141,73,1345,0,0,0,0,0,0,3,0,0,0,0,3,77,12,5,0,0,98,346,120,102,42,17,624,248,126,148,94,41,663,10,9,4,0,0,21,683,267,257,141
LGA14350,567,215,96,3537,859,460,412,299,241,2277,57,20,16,8,10,107,3485,1365,1049,544,360,6802,0,0,0,0,0,0,9,0,0,0,0,10,62,12,9,0,0,82,19,8,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,6,96,25,5,0,0,134,0,0,0,0,0,0,7,0,0,0,0,7,56,8,3,0,0,70,31,15,6,4,6,58,0,0,0,0,0,3,10,0,0,0,0,10,103,32,7,3,5,149,7,0,0,0,0,7,11,0,5,0,0,9,9,3,0,0,0,12,8,4,0,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,34,4,4,0,0,45,41,14,11,8,0,76,3752,1447,1080,558,369,7207,12,7,0,0,0,23,65,13,9,0,0,87,606,136,61,18,7,824,1976,768,520,183,102,3557,1082,493,498,333,268,2675,60,22,17,7,9,122,3797,1432,1110,544
LGA14400,365,112,30,1991,977,482,652,390,169,2673,34,7,8,3,0,52,2301,917,1056,514,200,4988,0,0,0,0,0,0,4,0,0,0,0,4,109,21,3,0,0,134,226,79,49,9,3,363,30,14,10,4,0,56,0,0,0,0,0,0,368,115,58,17,3,564,0,0,0,0,0,0,15,0,0,0,0,16,131,22,7,0,0,150,53,13,6,3,0,78,6,3,5,3,0,13,0,0,0,0,0,0,207,35,17,3,0,259,4,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,10,0,7,6,3,0,11,0,0,0,3,0,3,0,0,0,0,0,0,16,6,10,5,0,34,12,4,6,3,0,24,2907,1071,1142,539,206,5863,0,0,0,0,0,7,21,5,0,0,0,23,153,40,19,6,0,221,1132,330,354,94,18,1934,1264,547,741,444,168,3155,21,6,4,0,0,37,2600,926,1115,539
LGA14500,1657,335,67,5660,4527,3443,6191,3247,1240,18641,82,54,44,21,11,209,7274,4872,7966,3615,1323,25054,0,0,0,0,0,0,7,0,0,0,0,15,117,26,6,0,0,154,385,98,100,33,0,614,45,53,69,29,4,198,10,0,0,0,0,9,564,172,177,68,8,989,0,0,0,0,0,0,381,74,24,0,0,477,1499,922,386,71,22,2892,991,527,484,99,22,2125,16,23,18,20,3,83,23,15,10,0,0,47,2910,1559,917,193,46,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,7,0,5,0,0,17,24,13,4,6,0,47,10781,6618,9068,3880,1378,31729,0,0,5,0,0,0,16,3,3,3,0,27,257,82,56,12,0,412,2181,1141,1277,249,65,4913,5127,4087,6605,3137,1162,20116,37,32,41,10,12,121,7614,5347,7980,3414
LGA14550,155,60,21,1086,277,139,118,113,61,698,23,13,4,0,0,40,1237,405,305,187,85,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,4,0,0,0,15,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,10,6,5,0,0,20,9,5,0,0,0,10,1277,416,307,187,87,2278,7,0,3,0,0,18,65,9,0,0,0,78,268,47,23,18,5,361,665,197,142,55,33,1094,319,140,139,95,69,769,10,9,0,0,4,25,1346,410,308,171
LGA14600,114,46,28,654,250,101,125,97,43,621,18,9,4,0,3,34,710,265,257,154,81,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,3,4,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,25,10,5,4,4,51,744,293,266,153,82,1541,4,0,0,0,0,4,7,0,0,0,0,9,78,19,5,3,0,103,318,131,88,49,22,609,288,127,126,102,52,697,7,3,4,3,0,14,701,284,222,156
LGA14650,4525,1165,324,22518,6848,4333,6130,3184,1484,21983,290,116,73,40,30,549,21171,10539,11113,4456,1861,49145,0,0,0,0,0,0,84,5,0,0,0,90,1207,180,39,12,0,1440,872,333,177,55,15,1452,64,39,44,28,15,185,40,10,4,0,4,65,2270,565,264,91,37,3222,0,0,0,0,0,0,103,12,0,0,0,112,457,72,31,4,0,564,179,63,44,8,3,293,13,11,4,4,3,39,23,0,7,0,0,31,770,161,84,17,8,1040,7,0,0,0,0,7,45,0,0,0,0,45,61,13,3,0,0,86,22,6,10,4,0,39,8,3,6,6,3,26,5,0,0,0,3,7,149,25,20,9,10,209,49,17,7,5,7,82,24415,11312,11482,4575,1920,53698,16,7,5,4,0,30,201,23,14,7,3,243,2760,642,274,47,16,3738,11511,5296,4318,1060,328,22520,8714,5294,7320,3658,1687,26674,178,74,65,23,23,357,23385,11331,11994,4791
LGA14700,453,101,17,1549,708,565,1036,590,190,3087,13,8,3,6,4,31,1501,984,1538,702,215,4937,0,0,0,0,0,0,9,3,0,0,0,11,60,26,20,0,0,112,113,80,81,19,6,312,13,17,26,3,4,58,5,0,0,0,0,5,193,123,133,28,10,489,14,0,0,0,0,15,501,59,9,0,0,567,1499,727,303,44,14,2591,318,236,172,42,15,787,13,7,17,3,0,50,18,7,7,0,0,38,2375,1048,503,94,34,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,12,5,12,0,5,29,4083,2158,2186,824,258,9510,0,0,0,0,0,0,8,0,0,0,0,8,124,49,25,4,0,203,594,285,394,89,13,1374,861,649,1133,638,184,3473,3,0,4,0,0,11,1595,983,1560,736
LGA14750,204,76,20,1140,432,219,254,177,97,1185,28,10,0,0,0,51,1179,488,473,255,126,2519,0,0,0,0,0,0,0,0,0,0,0,0,30,8,4,0,0,37,12,6,3,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,36,11,8,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,25,5,8,0,0,41,15,4,10,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,43,15,14,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,9,5,0,4,0,18,7,0,4,4,3,21,1278,522,497,269,131,2688,0,0,0,0,0,0,8,0,0,0,0,11,117,19,8,5,0,154,550,245,177,72,19,1064,500,243,264,205,103,1309,15,5,5,3,0,30,1183,515,464,277
LGA14850,824,288,89,4611,1409,769,926,543,309,3960,52,28,18,11,3,111,4459,2042,1855,863,413,9638,0,0,0,0,0,0,9,0,0,0,0,10,211,49,16,0,0,280,134,53,16,9,0,223,14,6,3,3,0,26,6,0,0,4,0,16,375,114,37,20,3,554,0,0,0,0,0,3,18,5,0,0,0,18,94,27,3,3,0,132,32,24,8,0,0,68,5,9,3,4,0,26,0,5,0,0,0,3,160,61,17,11,5,243,3,5,0,0,0,7,17,4,3,0,0,24,17,3,6,0,0,29,45,9,3,5,0,65,14,7,15,11,3,51,5,0,0,0,0,9,101,33,28,22,5,187,23,12,6,5,0,53,5120,2263,1942,920,427,10671,16,5,3,0,0,25,110,23,4,4,5,144,550,166,99,20,3,837,2424,1084,800,231,92,4627,1705,866,951,598,376,4500,45,16,16,8,9,98,4854,2158,1876,862
LGA14870,375,132,43,2224,598,344,436,218,124,1709,52,16,9,0,0,82,2289,940,861,361,176,4628,0,0,0,0,0,0,11,0,0,0,0,10,59,17,3,5,0,80,47,17,10,0,0,77,0,0,0,0,0,5,0,0,0,0,0,3,115,39,22,5,0,174,0,0,0,0,0,0,3,0,0,0,0,3,16,3,4,0,0,22,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,7,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,18,64,21,13,14,3,114,29,16,18,11,6,91,7,0,0,0,0,7,111,46,35,26,9,229,25,5,3,0,5,42,2566,1037,928,396,187,5114,5,0,0,4,0,15,31,7,0,0,0,39,413,91,35,12,0,555,1277,457,365,93,55,2244,794,393,462,276,146,2076,42,5,7,7,3,65,2563,949,883,389
LGA14900,3317,1478,894,13111,4094,4663,7220,4573,3711,24252,228,162,136,110,94,733,9053,8211,10791,6235,4750,39041,9,0,0,0,4,13,42,5,6,0,0,52,450,199,150,40,5,846,813,782,743,329,140,2809,111,125,201,138,105,675,27,26,19,8,3,84,1448,1139,1120,521,253,4481,17,0,3,0,0,16,143,37,18,0,0,199,1474,1065,695,188,57,3476,224,239,258,136,65,925,7,12,12,5,4,35,54,29,15,11,4,115,1909,1375,1003,340,138,4770,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,4,3,11,7,5,26,3,8,0,9,4,23,5,0,0,0,0,5,20,13,10,8,6,62,131,22,21,9,12,195,12557,10768,12950,7121,5161,48555,10,7,0,8,9,28,76,17,15,4,4,111,551,246,135,51,28,1016,4382,3252,3250,1392,859,13143,5525,5791,8405,5295,4345,29358,167,104,117,78,66,542,10713,9417,11929,6827
LGA14920,152,47,25,953,270,140,157,115,39,718,23,5,0,3,0,26,986,353,330,164,75,1906,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,4,0,0,0,6,0,3,0,3,0,8,0,0,0,0,0,0,12,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,8,0,5,0,0,16,7,0,0,0,0,7,1018,361,334,168,75,1956,4,0,0,0,0,4,11,3,5,0,0,19,136,27,4,0,0,181,538,173,139,53,19,909,275,128,165,105,55,720,11,0,7,0,0,23,979,325,309,167
LGA14950,56,15,7,352,152,42,77,51,34,360,5,0,0,0,0,8,407,113,152,68,45,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,0,6,411,114,151,75,39,798,0,0,0,0,0,0,4,0,0,0,0,12,52,8,0,4,0,63,207,57,42,19,14,335,155,72,74,53,53,413,10,0,0,0,0,11,435,139,118,72
LGA15050,1358,389,156,7578,3224,2209,3030,1549,725,10741,102,48,35,19,18,217,7735,4243,4481,1978,905,19341,0,0,0,0,0,0,15,0,0,0,0,15,411,63,23,3,0,499,270,141,68,15,5,501,13,21,14,9,10,67,9,6,0,0,0,15,714,228,105,31,13,1096,0,0,0,0,0,0,26,3,0,0,0,29,73,20,5,0,0,103,11,0,9,0,0,20,0,0,0,0,0,9,7,0,0,0,0,8,113,27,11,0,0,158,4,0,0,0,0,3,4,0,0,0,0,4,0,3,0,0,0,4,4,7,5,3,0,21,9,4,4,0,0,15,0,0,0,0,0,4,25,20,11,0,0,52,93,9,5,4,0,114,8689,4522,4622,2012,918,20758,4,0,3,0,0,6,23,3,3,0,0,32,621,155,61,14,6,854,4123,1947,1337,391,147,7943,4292,2977,3848,1886,900,13902,67,30,28,9,7,142,9125,5108,5271,2307
LGA15240,1556,483,198,10547,4016,1428,1530,995,560,8533,219,58,28,29,21,353,12094,3825,3276,1557,795,21542,0,0,0,0,0,0,28,0,0,0,0,32,506,68,26,3,0,603,598,133,51,18,5,806,37,25,7,7,4,78,25,4,3,0,0,35,1196,229,92,28,8,1556,0,0,0,0,0,0,37,4,0,0,0,37,387,100,30,7,0,525,154,60,31,3,4,251,10,0,3,4,0,18,12,9,0,0,0,15,598,165,66,15,6,848,9,3,0,0,0,10,54,4,0,0,0,64,100,15,6,0,0,125,40,22,13,3,0,73,12,8,6,0,6,30,15,0,0,0,0,17,231,51,24,6,6,309,92,28,26,0,3,150,14209,4291,3481,1611,819,24412,37,13,10,7,0,63,175,15,12,0,5,206,1663,294,113,37,10,2118,6767,1964,1394,492,207,10832,4943,1666,1821,1042,657,10131,175,58,48,20,16,315,13762,4012,3397,1603
LGA15270,401,135,49,2440,935,458,612,380,180,2563,46,14,8,6,3,83,2761,1122,1075,532,239,5731,0,0,0,0,0,0,4,0,0,0,0,4,34,11,3,0,0,50,19,22,3,5,0,47,4,5,5,0,0,9,3,0,0,0,0,4,59,39,12,5,0,107,0,0,0,0,0,0,5,0,0,0,0,6,19,10,0,3,0,31,13,6,0,0,0,23,0,3,0,0,0,7,5,0,0,0,0,5,46,14,4,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,11,8,0,7,0,0,16,7,0,0,0,0,8,0,0,0,0,0,3,26,0,9,0,0,40,18,10,7,5,0,39,2909,1190,1102,545,239,5989,12,0,0,7,0,13,59,11,6,3,0,79,402,82,40,8,4,537,1357,533,393,154,44,2482,1194,559,730,455,229,3166,50,13,10,3,3,88,3073,1196,1179,629
LGA15300,227,83,22,1185,438,231,250,178,128,1229,37,10,10,11,0,62,1192,603,521,274,160,2754,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,0,0,25,30,15,3,6,0,54,16,9,20,9,4,63,3,0,0,0,0,8,68,27,29,14,4,147,0,0,0,0,0,0,3,0,0,0,0,3,63,22,6,0,0,93,21,10,0,0,0,28,5,3,0,0,0,3,3,0,0,0,0,8,96,28,9,4,0,131,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,5,7,0,3,0,0,10,0,0,0,3,0,7,6,0,0,0,0,4,23,0,4,3,0,33,5,0,7,0,3,16,1386,665,560,294,172,3078,3,0,0,0,0,4,18,4,0,0,0,20,138,33,18,4,0,189,545,222,194,76,28,1055,399,223,249,183,110,1157,20,12,12,7,0,62,1122,488,471,267
LGA15350,192,30,3,786,548,463,821,497,147,2470,9,9,8,7,0,28,1017,675,1032,539,150,3405,0,0,0,0,0,0,7,0,0,0,0,8,108,27,20,0,0,163,281,154,160,28,4,632,57,59,85,32,6,237,3,5,3,0,0,10,456,246,275,63,11,1049,7,0,0,0,0,5,443,29,4,0,0,478,1102,417,164,20,3,1705,367,148,121,26,4,662,24,15,18,18,0,69,20,6,4,0,0,30,1958,617,308,62,13,2948,0,0,0,0,0,0,5,0,0,0,0,5,11,4,3,5,0,19,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,9,4,5,0,34,5,6,7,0,0,19,3454,1547,1622,671,167,7460,0,0,0,0,0,0,8,0,0,0,0,10,73,19,9,0,0,97,366,161,149,35,7,722,771,479,812,469,117,2641,0,3,7,0,0,11,1222,656,978,505
LGA15520,176,72,23,1357,503,198,265,169,65,1205,24,4,4,3,0,41,1582,467,462,247,87,2856,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,45,5,0,0,0,0,12,0,0,5,0,0,3,0,0,0,0,0,0,56,4,9,0,0,66,0,0,0,0,0,0,5,0,0,0,0,5,51,10,3,0,0,66,8,3,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,63,13,3,0,0,84,0,0,0,0,0,0,10,0,0,0,0,10,21,0,0,0,0,22,9,3,4,0,0,20,7,0,0,0,0,11,5,0,0,0,0,5,48,4,7,3,0,63,6,0,3,0,0,14,1758,489,489,256,93,3085,0,0,0,0,0,6,13,0,0,0,0,13,177,29,16,3,0,223,861,229,208,62,20,1384,646,273,316,223,91,1537,34,8,3,0,0,53,1734,535,543,290
LGA15560,73,41,9,461,125,78,78,50,34,373,12,6,0,0,0,15,424,186,154,95,45,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10,6,0,0,0,0,4,450,189,158,97,54,941,0,0,0,0,0,0,3,0,0,0,0,6,43,9,0,0,0,60,226,72,62,21,4,387,159,74,56,53,28,368,10,5,3,0,0,16,451,154,114,77
LGA15650,258,89,20,1536,659,427,520,270,133,1998,26,11,10,4,5,50,1636,819,803,374,167,3788,0,0,0,0,0,0,4,0,0,0,0,3,51,11,3,0,0,64,47,35,11,3,0,97,9,7,0,5,0,24,0,0,0,0,0,4,113,49,19,6,0,194,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,13,10,10,0,0,33,1773,884,830,386,166,4039,0,0,0,0,0,0,7,0,6,0,0,11,114,28,10,0,0,159,804,343,251,83,44,1523,739,435,528,288,167,2161,18,9,10,9,0,50,1687,823,804,381
LGA15700,336,131,61,2229,632,273,300,217,128,1550,49,18,13,8,3,85,2434,837,692,370,204,4533,0,0,0,0,0,0,3,0,0,0,0,7,39,3,3,0,0,46,32,10,8,4,0,53,0,0,0,0,0,5,0,0,0,0,0,0,76,18,8,9,0,113,3,0,0,0,0,3,10,0,0,0,0,10,61,18,3,0,0,81,43,7,8,8,0,57,3,0,0,0,0,6,3,0,0,0,0,3,121,28,5,10,0,167,7,0,0,0,0,8,25,0,0,0,0,30,82,7,0,0,0,83,9,11,3,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,125,11,7,0,0,147,14,5,0,3,0,22,2774,896,720,389,201,4979,16,0,5,0,0,20,56,5,0,0,0,63,432,68,44,14,3,567,1286,425,327,124,60,2224,747,365,344,236,153,1847,49,17,7,8,5,83,2586,883,731,385
LGA15750,243,109,34,1387,464,256,309,188,111,1332,27,13,9,9,3,64,1437,574,586,324,151,3069,0,0,0,0,0,0,3,0,0,0,0,5,13,0,5,0,0,22,0,6,0,0,0,8,3,0,3,0,0,5,3,0,0,0,0,3,26,6,5,0,0,47,0,0,0,0,0,0,3,0,0,0,0,6,28,9,4,0,0,43,3,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,38,13,4,0,0,64,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,6,3,0,0,26,10,4,6,0,0,17,1530,603,607,326,152,3214,4,0,0,0,0,8,21,6,0,0,0,22,185,32,15,5,5,233,726,271,196,96,34,1318,509,267,286,225,104,1389,23,10,0,4,0,35,1457,585,496,327
