LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA12390,4,9,3,3,18,3,18,0,11,33,14,178,13,56,266,25,196,17,51,297,19,117,16,17,167,50,167,23,33,276,16,68,12,19,113,8,16,5,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,3,9,31,143,792,101,204,1243,0,5,0,6,10,5,5,0,0,16,8,47,6,27,85,13,109,13,43,174,9,76,12,33,134,17,144,15,50,232,34,246,46,74,394,33,143,27,29,224,4,5,0,6,13,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,6,8,40,117,821,124,269,1331,0,0,0,6,3,0,10,0,0,10,6,37,4,16,64,9,59,4,23,101,3,56,8,28,95,10,109,15,35,169,26,224,36,80,371,33,271,21,82,407
LGA12700,0,0,0,3,5,0,0,0,0,0,0,4,0,0,7,0,14,5,5,22,5,10,4,0,19,6,24,6,0,37,4,12,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,16,72,14,17,124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,3,10,0,8,0,3,15,3,17,6,3,29,3,35,0,6,45,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,81,10,24,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,10,6,5,19,4,15,0,8,29,3,20,7,13,40
LGA12730,0,0,0,0,0,0,0,0,0,0,0,22,6,7,35,9,47,7,14,75,4,12,0,0,21,3,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,18,97,15,31,164,0,0,0,0,6,0,0,0,0,0,0,10,4,4,11,0,35,6,12,60,0,20,4,9,34,3,21,4,3,35,11,18,0,0,29,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,107,22,29,181,0,0,0,0,0,0,0,0,0,0,3,5,0,3,7,0,3,0,5,8,5,3,0,4,15,3,29,0,8,44,0,26,8,6,42,0,7,0,4,8
LGA12750,0,0,0,0,0,0,5,0,5,12,9,38,0,27,80,10,65,12,21,114,12,75,13,21,115,23,138,32,28,222,25,126,12,16,184,6,35,0,9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,3,18,85,498,79,131,798,0,0,0,0,0,0,0,0,0,0,0,17,0,3,23,10,39,10,23,79,9,38,9,11,63,5,100,13,36,150,29,157,29,49,260,27,73,15,30,146,0,12,0,4,15,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,26,76,445,73,165,763,0,0,0,0,0,0,0,0,0,3,5,6,0,12,24,0,22,0,10,40,0,13,0,13,30,0,29,7,21,60,15,90,12,40,153,29,176,21,64,292
LGA12850,4,18,24,30,77,4,50,51,62,166,71,172,89,94,430,36,183,71,177,470,34,140,44,89,313,49,335,105,203,682,106,499,134,296,1031,165,556,139,282,1145,43,98,18,57,212,3,20,6,19,49,0,8,0,4,13,0,0,0,0,0,0,0,0,0,5,5,3,0,5,15,28,96,34,66,226,551,2184,713,1379,4830,3,10,0,10,24,0,10,12,10,36,31,87,71,102,284,29,105,60,113,305,23,80,35,127,268,41,161,47,127,378,68,422,159,334,984,168,710,232,527,1633,119,356,127,305,915,37,96,28,54,216,11,21,7,21,62,0,9,4,4,15,0,4,0,0,3,0,3,0,0,6,22,73,31,75,203,563,2141,814,1813,5327,0,5,0,7,19,4,11,0,7,19,8,46,42,99,192,17,85,40,112,256,20,55,30,129,230,35,109,52,126,321,73,278,98,282,736,167,603,208,671,1655
LGA12870,0,3,0,0,4,0,0,0,0,0,5,15,3,0,21,3,36,0,7,54,8,24,3,3,38,5,27,8,4,44,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,14,136,12,19,194,0,0,0,0,7,0,0,0,0,0,0,6,0,3,12,5,19,0,0,25,6,19,3,11,42,3,41,11,14,70,5,29,0,7,37,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,22,124,25,33,204,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,0,6,3,3,12,0,12,3,3,20,0,27,6,7,46,9,34,9,18,65,0,16,0,7,20
LGA12900,0,0,0,0,0,0,3,0,7,9,4,39,9,8,59,11,67,4,14,91,6,7,4,4,21,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,7,25,134,16,33,202,0,0,0,0,0,0,0,0,3,0,5,8,0,12,23,12,31,4,10,58,3,24,6,6,42,7,23,0,6,38,0,13,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,106,12,43,186,0,5,0,0,5,0,0,0,0,0,0,12,0,6,17,0,14,0,15,31,3,15,7,3,27,0,31,3,12,55,3,32,4,3,42,0,8,0,5,17
LGA12930,0,7,7,3,23,0,17,5,15,39,14,36,18,33,99,17,38,20,38,112,5,28,8,17,62,11,45,18,30,97,21,161,71,111,364,53,353,125,197,723,42,161,61,101,360,12,41,21,28,98,8,18,0,8,34,0,0,0,3,12,0,0,0,0,7,0,6,0,0,9,5,26,21,34,87,185,946,368,624,2122,0,0,0,0,0,0,6,0,5,8,3,31,17,20,66,5,25,11,16,59,11,24,7,30,73,9,31,15,33,86,12,44,20,47,112,29,254,120,178,579,51,257,123,202,629,45,160,60,105,374,14,57,26,36,137,3,17,5,9,42,0,3,0,0,7,0,6,7,6,17,4,33,13,28,75,193,941,424,719,2278,0,5,0,0,6,0,0,0,3,3,4,23,6,30,62,6,25,7,25,67,3,11,5,22,45,3,18,9,43,74,7,40,21,46,116,24,243,93,187,546
LGA12950,0,0,0,0,4,0,9,0,4,13,5,29,3,9,45,7,31,0,7,42,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,73,7,23,111,0,0,0,0,0,0,0,0,0,0,0,7,5,5,23,3,19,6,7,34,0,21,0,0,21,0,14,3,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,15,68,11,22,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,5,20,3,11,0,6,20,8,33,3,0,45,0,7,0,0,16,0,0,0,0,0
LGA13010,0,0,0,3,3,0,4,0,0,4,4,27,3,4,45,9,41,10,17,68,4,20,3,7,32,3,13,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,112,21,30,181,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,0,19,0,5,31,5,22,4,11,36,6,49,9,7,70,5,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,120,14,29,169,0,0,0,0,3,0,0,0,0,0,0,4,0,4,6,0,11,4,9,24,0,18,3,8,30,4,42,5,17,61,3,34,3,5,43,0,7,0,0,7
LGA13310,0,7,4,4,17,0,16,7,11,35,8,75,7,15,102,13,88,8,37,140,8,65,8,17,109,20,97,11,21,148,10,59,10,5,91,0,11,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,10,0,3,12,64,426,63,126,683,0,0,0,0,0,0,5,0,6,15,0,28,13,17,58,7,26,3,20,56,3,27,13,21,59,3,80,14,27,128,22,146,21,41,231,18,57,12,13,101,3,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,5,0,3,20,64,392,77,154,693,0,0,0,0,0,0,0,0,3,8,0,23,6,11,36,7,27,4,11,46,0,17,3,7,27,3,30,5,19,61,9,112,20,71,208,28,153,20,39,242
LGA13340,0,0,0,0,0,0,6,0,0,4,0,21,0,5,26,3,25,0,6,35,3,20,3,0,28,0,9,3,0,13,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,15,78,6,17,119,0,0,0,0,0,0,0,0,0,0,3,5,0,4,12,0,21,4,3,29,6,24,0,0,32,4,8,0,4,22,3,10,0,0,14,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,75,5,19,114,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,14,0,7,21,3,18,0,4,24,0,16,4,4,20,5,19,4,6,32,3,4,0,6,12
LGA13450,0,0,0,4,8,0,8,5,5,15,4,36,4,17,60,0,71,15,31,120,7,53,7,17,86,8,56,11,19,101,7,26,3,5,40,4,8,0,5,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,0,0,15,35,279,51,108,475,0,0,0,0,0,0,7,0,5,5,0,24,0,5,29,3,58,5,24,87,6,27,0,13,49,13,75,7,18,114,9,67,9,28,109,8,27,4,5,44,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,20,38,291,34,101,468,0,0,0,0,0,0,0,0,0,0,0,12,0,7,21,3,41,4,17,68,5,36,0,16,53,12,51,5,25,95,13,54,11,28,106,14,83,9,19,124
LGA13550,0,0,0,0,0,0,4,0,0,4,0,18,0,20,34,8,50,0,9,73,3,37,3,6,57,3,38,4,8,49,0,17,0,7,28,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,12,25,180,19,50,269,0,0,0,0,3,0,3,0,0,3,0,5,0,5,11,6,23,0,7,27,4,28,5,11,45,3,31,4,16,57,6,69,10,8,84,9,16,0,7,31,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,26,180,18,55,282,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,14,0,8,23,0,20,0,12,30,0,35,0,19,58,9,53,0,10,74,12,44,0,10,67
LGA13660,0,4,0,5,8,0,3,0,3,0,0,14,0,4,16,0,14,0,3,21,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,37,0,12,57,0,4,0,0,7,0,3,0,0,3,0,9,0,4,15,0,15,0,0,18,6,10,0,4,20,4,7,0,3,12,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,3,14,68,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,9,0,4,7,0,11,0,7,17,5,17,0,12,30,0,8,0,0,8,0,0,0,0,0
LGA13800,0,5,4,0,8,0,4,3,6,16,6,18,13,21,52,14,62,11,28,113,10,53,17,22,98,14,101,20,46,177,41,247,38,67,393,31,114,22,49,215,8,27,3,13,47,0,5,5,5,15,0,0,4,3,8,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,4,18,0,11,40,122,664,133,273,1197,0,0,0,0,0,0,5,0,6,7,0,11,6,15,26,0,23,10,18,47,4,18,10,15,46,13,45,10,23,84,10,108,22,52,189,43,244,57,100,448,26,96,17,44,191,3,22,3,11,44,5,12,3,4,20,0,3,0,0,11,0,4,3,0,7,0,3,0,0,3,0,21,0,11,38,118,609,136,302,1164,0,0,0,0,0,0,3,0,0,0,0,4,0,8,19,0,12,5,12,32,0,18,0,16,37,6,41,4,25,77,11,69,14,29,121,39,251,55,121,469
LGA13850,0,0,0,0,0,0,0,0,0,3,0,12,5,0,15,3,21,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,42,9,6,59,0,0,0,0,0,0,3,0,0,0,0,4,0,8,9,4,14,0,4,23,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,33,5,11,60,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,11,5,8,14,3,9,0,3,7,0,5,0,0,8,0,0,0,0,3,0,0,0,0,0
LGA13910,0,9,0,0,10,0,0,0,0,5,0,31,5,10,49,6,96,14,22,139,8,51,3,10,68,11,48,0,8,69,8,17,0,5,27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,33,254,32,55,374,0,0,0,0,0,0,0,0,0,0,0,17,0,6,29,0,34,6,15,53,3,42,4,14,60,15,80,11,14,122,15,47,12,3,71,3,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,8,39,236,38,48,365,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,15,4,8,33,3,24,4,11,41,4,74,9,28,114,7,71,5,16,101,13,28,9,9,54
LGA14000,0,3,0,3,10,0,5,0,5,12,3,21,13,7,43,6,28,11,15,65,0,16,7,5,26,0,23,12,15,52,3,53,25,48,134,40,167,86,97,394,46,134,82,75,335,15,40,28,21,108,11,15,4,7,40,0,0,5,0,13,0,3,0,0,9,0,5,3,0,9,6,16,10,15,44,135,530,296,325,1289,0,0,0,0,3,0,3,0,0,7,0,12,0,22,42,5,14,11,13,48,3,7,7,12,30,5,6,14,12,36,8,28,16,19,68,10,82,20,65,175,33,143,78,121,371,35,119,71,65,285,20,59,44,34,153,19,19,19,7,69,3,12,10,9,29,0,0,5,0,9,5,8,3,14,34,149,511,301,388,1350,0,0,0,0,0,0,0,0,4,4,0,5,3,3,8,0,6,6,9,25,0,10,0,9,32,5,17,6,23,48,6,19,12,23,57,15,114,48,72,257
LGA14100,0,0,0,0,5,0,5,0,0,8,3,8,5,0,14,0,0,0,3,5,0,0,0,6,6,0,3,0,0,9,0,7,0,3,9,0,8,0,9,24,0,7,0,8,16,0,8,0,0,9,0,0,5,0,5,0,5,0,0,6,0,3,0,0,4,0,0,3,0,3,0,0,0,0,7,6,56,22,38,125,0,3,0,0,3,0,0,0,0,3,0,6,0,5,13,0,0,4,5,7,0,0,0,8,6,0,0,0,3,3,0,0,0,0,0,0,0,4,0,9,0,6,0,4,12,0,16,0,4,22,0,7,0,0,11,0,10,3,3,11,0,0,0,0,6,0,6,12,0,14,0,8,0,0,12,8,65,21,37,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,6,0,0,0,5,3,0,4,3,0,11,0,4,0,5,12
LGA14170,0,12,4,14,34,0,32,14,29,71,5,59,28,44,144,16,107,21,44,185,9,53,15,18,98,6,79,22,48,152,22,186,59,111,379,33,304,118,158,613,16,172,50,97,329,13,134,35,49,227,11,56,28,14,103,5,25,6,15,44,0,11,5,6,23,6,26,3,0,41,8,35,15,31,86,148,1282,435,679,2536,0,0,0,6,4,4,9,5,0,13,0,50,9,46,108,3,59,21,39,122,9,46,14,38,113,8,44,18,37,101,17,55,29,47,150,15,246,85,144,490,33,235,91,107,465,21,159,43,81,303,14,99,35,42,195,5,63,29,22,125,3,30,11,21,67,12,44,22,12,90,3,24,18,31,79,152,1160,432,680,2431,0,4,0,5,9,0,7,0,3,8,4,29,16,38,89,4,26,12,33,81,0,30,11,24,69,3,45,16,33,103,6,47,13,48,115,24,210,77,144,456
LGA14220,0,4,0,0,5,0,3,0,0,11,3,37,4,13,59,11,74,6,17,105,7,42,4,10,57,10,73,15,13,103,5,18,6,5,30,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,36,261,40,56,389,0,3,0,0,5,0,0,0,4,0,0,28,0,5,38,4,35,3,17,60,3,47,6,9,63,13,87,9,19,129,21,75,4,11,116,4,15,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,56,292,28,68,453,0,0,0,0,4,0,0,0,5,5,3,12,0,9,23,0,9,0,9,22,0,29,4,9,47,8,67,9,24,103,12,112,11,28,165,9,43,7,12,69
LGA14300,0,0,0,0,0,0,0,0,0,5,0,6,0,3,12,0,19,6,6,37,3,15,0,0,27,0,13,3,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,69,7,17,98,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,13,3,7,24,0,6,0,7,16,0,17,0,7,26,5,13,0,4,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66,10,26,108,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,6,0,0,9,0,10,0,3,13,0,17,0,3,20,0,22,3,0,32,0,9,0,0,16
LGA14350,0,11,0,5,18,0,11,0,3,20,10,44,8,23,85,24,150,15,41,231,18,122,20,28,183,24,138,20,24,199,9,51,5,8,74,0,4,0,0,8,0,5,0,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,18,0,0,23,89,562,65,137,856,0,0,0,0,3,0,5,0,3,8,5,19,3,6,34,12,58,7,27,103,9,65,6,23,105,20,136,6,48,212,38,158,22,40,252,8,46,4,8,64,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,0,3,17,87,509,61,166,817,0,0,0,0,0,0,0,0,0,0,0,9,0,8,13,3,19,0,7,37,7,36,0,16,56,9,55,11,33,102,17,138,26,67,245,28,166,18,54,266
LGA14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,5,16,0,20,5,4,25,9,22,6,13,49,17,49,15,15,98,11,50,14,4,84,4,8,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,37,170,50,52,311,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,4,13,0,3,17,0,22,9,9,37,21,50,26,26,113,9,33,12,3,56,4,3,4,0,10,0,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,34,137,38,51,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,0,0,3,0,3,5,5,13,7,25,7,26,54
LGA14500,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,5,0,6,3,5,6,0,0,8,0,19,5,6,34,7,28,24,25,89,11,64,50,28,146,23,52,50,23,151,13,36,29,12,94,9,26,14,9,67,10,11,9,3,31,14,21,16,0,55,0,4,5,6,22,93,282,222,123,715,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,0,3,0,0,7,0,3,0,0,3,0,12,5,4,20,0,10,7,17,40,19,67,37,32,141,16,80,48,54,194,26,62,54,31,163,14,15,33,12,76,12,20,13,8,48,31,34,41,20,124,3,5,6,12,27,114,306,251,187,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,4,4,0,7,0,0,5,4,10,0,28,7,12,58
