LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA17200,1016,3170,6364,26,13,10589,817,4403,11989,26,44,17272,649,4009,24218,109,104,29090,166,1461,4147,10,251,6032,22,157,546,0,8,733,225,1451,4579,58,42,6348,20,60,422,6,8,521,6,47,160,0,5,212,1081,7185,34071,181,406,42930,62,242,815,6,31,1154,296,1716,8989,549,69,11619,3276,16713,62231,785,564,83558,736,3584,7872,49,40,12283,483,4538,12064,42,58,17190,235,4648,31009,186,151,36225,62,1492,4616,0,13,6189,12,108,1055,9,14,1187,76,1458,5726,65,65,7391,6,62,777,8,15,868,0,28,163,0,0,202,389,7789,43342,271,270,52063,40,271,1165,11,22,1506,188,1868,10138,733,296,13226,1831,18054,74580,1107,691,96262,775,3946,9149,46,25,13936,650,4683,13407,58,28,18827,429,5791,41668,300,217,48407,57,1554,4049,8,18,5689,8,137,1246,13,22,1423,110,1430,5191,88,71,6884,21,108,819,17,37,999,4,34,181,0,0,216,626,9057,53152,430,361,63620,33,237
LGA17310,6977,237,153,79,7,7456,6588,113,74,28,10,6807,2265,246,800,15,3,3326,562,92,126,0,0,781,22,28,39,0,0,91,992,53,137,23,7,1209,167,5,31,35,0,239,17,3,20,0,0,39,4024,425,1149,74,10,5689,404,48,28,7,6,496,903,130,202,99,6,1332,18895,943,1612,288,34,21779,7017,240,25,115,36,7433,6591,97,12,57,29,6788,2664,967,232,78,20,3955,351,171,76,104,3,703,36,42,3,4,3,91,1045,121,35,10,10,1222,156,14,9,34,5,216,27,15,5,0,0,53,4282,1330,361,229,42,6243,430,36,4,15,11,490,1622,272,95,214,29,2237,19941,1970,494,627,155,23192,7619,280,23,73,37,8028,7265,120,15,10,13,7421,3399,1209,242,10,14,4871,436,146,60,0,0,640,113,99,33,0,0,249,1190,142,21,8,6,1367,159,30,9,44,10,254,45,25,9,0,0,82,5340,1650,367,70,31,7457,423,97
LGA17350,1049,0,21,24,0,1096,594,6,5,9,0,606,139,0,27,0,0,166,47,0,3,0,0,54,20,0,19,0,0,39,131,0,14,0,0,145,21,0,3,0,0,28,6,0,0,0,0,6,354,4,73,0,3,443,74,4,6,0,0,79,95,0,10,5,0,109,2167,11,122,37,3,2335,1056,9,20,13,9,1109,605,3,5,4,6,623,167,12,35,5,0,215,43,3,3,0,0,48,0,5,27,0,0,32,133,0,17,4,0,152,18,0,4,3,0,23,7,0,0,0,0,6,362,24,83,9,0,479,70,3,4,0,0,83,128,6,15,4,3,161,2226,46,122,35,15,2448,1106,29,0,19,0,1160,585,10,0,3,3,598,207,47,8,15,0,272,41,3,3,0,0,47,3,25,0,0,0,23,147,15,0,0,0,169,35,10,0,0,0,42,4,0,0,0,0,6,432,100,10,14,0,556,58,9
LGA17400,1218,3,8,63,3,1299,664,0,0,22,0,691,168,26,28,0,0,222,45,0,8,0,0,57,29,0,10,0,0,38,169,0,12,12,0,187,37,0,0,0,0,46,3,0,6,0,0,9,453,31,62,14,0,555,91,0,0,6,0,100,173,0,8,9,0,189,2600,36,74,120,6,2842,1332,4,7,33,10,1381,603,5,0,11,4,624,195,29,14,5,5,247,29,0,5,0,0,40,38,8,0,0,0,45,162,0,3,4,0,174,23,0,0,4,0,25,10,0,0,0,0,10,451,41,23,13,5,534,101,0,0,10,0,114,286,3,12,57,6,363,2784,57,46,124,19,3024,1536,9,12,44,10,1608,594,4,0,0,0,605,212,11,29,3,0,253,34,3,7,0,0,42,35,0,5,0,0,41,157,0,0,4,4,163,31,0,0,7,0,36,5,0,0,0,0,9,469,16,50,17,4,551,113,0
LGA17420,13972,1046,481,23,3,15530,19053,1715,553,8,6,21328,2795,952,699,3,0,4450,44,89,0,0,0,139,18,72,4,0,5,98,797,178,97,7,0,1078,98,97,4,0,0,209,17,9,5,0,0,28,3766,1401,816,13,12,6005,403,153,56,5,9,629,1016,174,161,0,0,1358,38205,4492,2065,54,31,44848,14669,1314,561,27,23,16584,19097,2169,598,12,28,21910,3697,1375,1097,14,27,6210,40,69,11,0,0,121,18,54,39,0,0,113,779,185,134,4,12,1115,111,64,4,5,4,201,16,6,3,0,0,27,4655,1760,1290,25,46,7775,394,213,132,9,6,754,1328,245,176,12,27,1789,40139,5708,2751,85,132,48819,16220,1178,1166,5,22,18585,24192,1981,1411,0,42,27626,6078,1545,2576,8,34,10242,45,84,23,0,0,155,18,15,76,0,6,108,1059,183,244,0,6,1497,173,39,22,6,3,239,17,5,10,0,0,39,7405,1873,2949,10,50,12282,465,229
LGA17550,9473,2436,1075,1013,17,14010,7625,1270,527,60,4,9488,2118,1347,1492,19,9,4983,248,357,253,3,0,863,54,52,43,0,0,152,1410,617,508,41,10,2589,140,80,65,226,4,519,25,20,21,8,0,74,3990,2480,2384,297,18,9169,354,170,106,45,4,677,1106,437,454,192,8,2195,22547,6790,4546,1598,52,35541,9749,2367,1293,1262,148,14811,8300,1182,458,69,44,10044,2196,1387,1472,16,20,5099,230,379,238,0,0,849,44,78,24,0,0,145,1384,549,386,41,34,2391,143,61,46,207,18,476,28,22,16,10,0,74,4030,2475,2189,272,77,9036,379,200,92,37,63,768,1692,623,641,499,43,3502,24138,6844,4669,2133,371,38162,11006,2676,1591,765,62,16099,9184,1532,689,34,13,11450,2191,1388,1520,16,14,5129,234,374,211,0,0,824,69,127,55,0,0,251,1396,578,439,33,27,2470,248,174,109,135,26,698,31,23,15,7,0,67,4160,2662,2349,189,71,9433,411,205
LGA17620,1804,3,19,53,0,1885,1599,10,5,8,0,1629,380,60,88,0,0,530,100,12,26,0,0,136,28,7,16,0,0,43,332,5,19,4,0,371,79,3,12,42,0,139,11,0,4,0,0,12,931,80,162,49,0,1225,327,3,4,8,0,340,268,12,26,16,4,327,4934,109,210,144,9,5403,1759,7,26,56,19,1863,1616,6,12,9,9,1657,475,55,112,0,4,644,83,3,42,0,0,128,25,0,3,0,0,34,306,6,22,0,5,338,58,4,10,14,5,86,10,0,0,0,0,8,949,66,190,17,12,1242,228,3,0,0,12,245,473,19,29,27,3,550,5028,104,261,113,50,5552,1947,57,5,51,7,2065,1731,22,0,7,0,1763,470,210,12,0,0,692,81,25,17,0,0,121,16,23,0,0,0,48,313,24,0,5,0,340,120,28,0,10,5,165,0,3,0,0,0,10,1009,305,33,15,11,1372,297,8
LGA17640,1361,26,0,18,3,1407,816,3,0,10,0,839,115,6,0,0,0,119,14,0,0,0,0,17,3,8,10,0,0,15,156,0,5,0,0,163,32,0,0,0,0,34,7,0,0,0,0,6,323,13,10,4,0,351,146,3,0,0,0,147,134,4,0,4,0,146,2788,40,13,42,4,2890,1345,27,0,20,14,1410,893,3,0,8,10,922,146,8,3,3,0,160,13,3,0,0,0,18,3,15,0,0,0,12,148,6,0,5,4,160,22,0,0,0,0,22,3,0,0,0,0,4,338,26,3,8,4,383,141,0,0,0,0,150,283,15,0,8,7,301,2996,75,4,48,28,3155,1624,25,0,16,7,1679,1022,7,4,0,7,1039,142,7,4,0,0,148,14,0,0,0,0,14,4,4,3,0,0,11,189,4,0,0,0,198,47,0,0,0,0,48,0,0,0,0,0,0,394,19,12,0,0,425,136,5
LGA17650,932,0,12,13,0,956,727,0,0,5,0,737,132,3,35,0,0,168,13,0,4,0,0,16,5,0,0,0,0,5,130,0,5,4,0,142,33,0,0,7,0,42,3,0,0,0,0,7,309,3,48,16,0,374,94,0,0,6,0,98,80,3,9,0,0,96,2148,6,63,41,3,2259,947,3,0,18,7,975,748,0,0,6,3,764,160,4,20,3,0,188,13,0,0,0,0,19,3,0,0,0,0,3,125,0,5,4,4,139,29,0,0,7,0,35,5,0,0,0,0,4,334,6,31,11,3,392,96,0,0,0,0,98,165,4,5,6,0,187,2295,14,38,42,17,2406,962,10,0,13,0,982,779,3,0,4,0,787,166,39,10,3,0,219,9,0,3,0,0,20,9,0,0,0,0,8,116,0,0,4,0,121,29,0,0,3,0,37,0,0,0,0,0,0,338,40,16,8,0,405,94,0
LGA17750,5983,217,291,49,0,6537,7129,137,184,17,0,7464,2175,319,1186,32,12,3736,905,62,143,0,0,1113,30,19,45,0,0,100,971,65,164,13,3,1220,416,15,18,31,0,477,25,3,16,0,0,43,4520,487,1579,82,16,6680,290,56,68,8,4,432,676,68,181,40,0,971,18603,962,2303,205,20,22086,6074,202,242,56,15,6585,7234,76,134,40,22,7513,2753,387,1286,54,11,4495,759,30,181,0,0,974,32,19,59,0,0,109,1017,68,124,10,7,1226,322,13,19,23,3,385,33,0,12,0,0,48,4918,524,1678,94,25,7231,256,71,55,4,7,393,1187,98,243,75,8,1612,19669,973,2353,265,79,23341,6839,249,264,43,10,7396,8249,100,126,8,9,8484,3381,492,1444,31,10,5361,729,38,136,0,0,902,73,47,71,0,0,193,1070,78,125,9,8,1289,395,25,31,20,6,474,29,5,9,0,0,43,5674,689,1806,66,30,8267,347,149
LGA17850,562,0,4,3,0,568,270,0,3,0,0,279,39,5,14,0,0,58,22,0,10,0,0,31,6,0,0,0,0,6,80,4,0,0,0,87,14,0,0,6,0,26,6,0,0,0,0,7,156,9,24,11,0,206,119,0,0,5,0,122,49,3,4,12,0,69,1163,17,34,36,0,1241,570,0,3,7,12,588,242,0,0,5,7,254,44,0,11,0,0,54,29,0,4,0,3,33,3,0,0,0,0,5,74,0,5,0,0,77,28,0,0,4,0,36,0,0,6,0,0,3,175,0,17,4,10,207,83,0,0,4,0,90,158,0,5,9,0,173,1231,0,24,32,22,1312,572,0,7,0,0,584,261,0,6,0,0,263,58,5,18,9,0,89,9,0,10,0,0,16,14,0,0,0,0,14,86,0,0,0,0,88,35,0,0,0,0,39,0,0,0,0,0,0,200,5,32,9,0,243,101,0
LGA17900,913,0,3,263,12,1193,331,0,5,8,4,352,58,4,13,0,0,82,142,0,18,0,0,165,102,0,15,0,0,120,121,0,11,11,0,144,116,8,26,19,0,178,5,0,0,0,0,12,553,15,89,29,0,690,232,0,0,47,0,278,226,0,22,69,0,322,2257,24,121,423,17,2840,750,0,5,244,51,1048,277,0,3,11,16,303,82,0,24,0,5,107,141,0,16,0,13,173,129,0,13,0,4,149,122,0,13,0,7,148,99,0,35,5,12,155,10,0,0,0,0,10,577,3,107,13,40,739,175,0,10,44,9,237,313,0,25,133,22,494,2096,6,144,439,133,2822,511,6,0,223,73,810,225,0,0,21,8,256,46,10,4,0,4,64,59,15,0,7,4,87,88,14,0,0,0,103,103,3,3,15,9,138,111,11,11,24,13,176,5,0,0,0,0,4,416,64,23,48,27,576,122,0
LGA17950,451,8,4,11,0,474,224,3,0,0,0,233,20,3,3,0,0,30,46,3,3,0,0,50,10,0,9,0,0,22,86,10,14,8,0,113,39,3,0,9,0,50,0,0,0,0,0,0,202,22,31,15,0,268,86,0,0,3,0,96,51,0,7,5,0,57,1014,32,39,32,0,1119,418,0,6,6,5,441,224,0,0,0,4,228,28,3,10,0,0,39,31,0,0,0,0,31,15,0,11,0,0,28,83,0,9,0,0,92,23,0,3,3,0,31,7,0,0,0,0,7,190,7,32,0,6,233,68,0,0,0,3,67,120,4,3,0,0,133,1019,10,40,14,17,1098,402,11,0,6,7,420,208,0,0,0,0,211,48,14,8,0,0,74,23,4,0,0,0,30,12,8,0,0,0,22,56,0,0,0,0,57,29,3,0,4,4,45,0,0,0,0,0,0,175,38,9,4,4,231,76,4
LGA18020,1709,3,12,53,3,1787,814,4,0,5,7,832,162,3,28,0,0,198,77,0,4,0,0,82,7,0,10,0,0,23,273,5,20,3,0,309,64,0,10,4,0,83,10,0,0,0,0,11,597,12,85,13,0,704,212,0,6,3,0,229,243,4,22,35,0,301,3575,23,128,112,14,3845,1597,11,0,46,33,1683,793,7,5,0,13,815,200,9,35,4,0,246,77,0,8,0,0,89,8,9,4,0,0,23,275,0,19,0,0,295,72,0,7,9,0,88,9,0,4,0,0,13,643,20,71,16,7,749,155,4,0,8,8,178,448,8,19,28,10,511,3640,51,87,100,62,3936,1654,6,8,27,14,1711,784,0,0,0,9,796,182,10,22,0,0,214,55,5,7,0,3,64,8,5,6,0,0,24,289,6,9,0,3,305,97,4,8,19,3,135,7,0,0,0,0,5,636,33,51,24,10,752,133,0
LGA18050,2331,1594,2589,19,10,6528,1721,1642,2585,18,16,5979,491,826,6788,78,20,8201,11,21,386,0,0,420,6,6,74,0,0,87,219,377,1730,36,5,2368,10,7,91,3,0,113,0,8,51,0,0,57,736,1247,9124,109,32,11251,71,70,267,0,0,411,382,427,2626,39,5,3474,5230,4974,17187,185,62,27648,2026,1647,2577,83,31,6366,1511,1894,2595,38,23,6061,334,758,7547,151,22,8814,4,5,369,0,0,377,5,13,80,0,0,92,131,253,1667,48,16,2114,0,13,76,4,0,96,4,0,40,0,0,37,470,1044,9779,207,40,11540,66,60,295,7,18,452,281,392,2763,43,17,3502,4363,5036,18007,373,133,27907,2096,1709,2787,90,6,6692,1658,1995,2874,49,5,6583,365,900,9363,217,21,10867,0,12,334,0,0,341,3,19,98,0,4,125,165,237,1571,52,9,2029,8,11,133,10,8,166,4,4,51,8,0,63,547,1169,11550,290,36,13597,64,64
LGA18100,763,0,10,9,0,783,344,0,6,0,0,347,48,7,18,0,0,77,19,0,3,0,0,22,0,11,14,0,0,25,102,0,6,0,0,106,17,0,3,0,0,24,8,0,0,0,0,4,183,29,41,0,0,256,64,0,0,0,0,64,70,3,5,0,0,81,1426,34,67,10,0,1532,704,15,0,8,0,732,355,0,0,0,5,361,59,18,6,0,0,82,11,0,0,0,0,11,31,8,0,0,0,36,69,6,0,0,0,73,13,0,0,0,0,18,6,0,0,0,0,6,187,31,4,3,0,233,60,0,0,0,0,64,149,9,0,0,0,168,1463,63,12,12,9,1554,761,12,5,4,3,782,362,3,0,0,0,364,75,9,20,0,0,105,14,0,6,0,0,21,21,0,7,0,0,26,89,6,5,0,0,100,16,4,0,8,0,24,6,0,0,0,0,6,219,13,40,7,0,276,59,0
LGA18200,872,5,21,127,0,1018,788,6,4,7,3,810,149,0,49,4,0,207,41,0,0,0,0,41,61,8,0,4,0,68,143,0,8,3,0,156,68,0,9,21,0,95,3,0,0,0,0,10,455,18,70,30,0,569,80,3,0,18,0,102,164,3,12,26,0,210,2356,33,102,215,8,2708,872,3,20,100,9,1007,752,0,10,7,3,774,126,11,52,0,0,195,36,0,0,0,0,40,40,9,11,0,0,64,145,4,9,5,3,166,42,3,8,16,0,65,3,0,3,3,0,9,399,27,84,23,0,536,78,0,0,11,3,92,272,7,20,42,6,350,2380,42,133,181,31,2768,977,19,10,27,7,1033,845,10,4,4,0,855,146,53,8,0,0,211,29,3,0,0,0,36,42,0,0,0,0,44,136,6,0,0,0,149,58,10,0,11,3,84,4,0,0,0,0,6,419,75,13,17,11,534,86,5
LGA18250,5937,536,1955,7,0,8437,4329,689,2241,11,5,7272,1170,438,4660,19,0,6289,23,40,306,0,0,372,12,15,57,0,0,82,423,125,699,16,0,1257,12,11,69,0,0,94,0,0,20,0,0,23,1644,632,5805,34,0,8120,202,27,279,3,0,505,465,87,802,4,0,1359,12582,1973,11077,61,8,25694,5676,641,2070,8,12,8397,4488,723,2213,3,11,7439,1119,497,5754,31,13,7419,17,7,332,0,0,354,8,15,66,0,0,85,360,126,757,21,10,1269,23,12,91,4,5,136,5,0,19,0,0,20,1533,661,7014,57,23,9283,185,26,305,5,6,526,514,114,1038,16,15,1692,12394,2159,12642,85,62,27340,5881,682,2256,0,4,8816,4520,735,2175,3,6,7438,1290,519,6874,38,18,8749,17,0,254,0,0,269,13,14,209,0,0,232,391,108,750,20,8,1280,33,12,101,4,0,149,5,0,32,0,0,40,1749,661,8206,68,32,10714,170,68
LGA18350,6532,376,62,50,6,7024,5427,232,17,11,4,5692,1473,324,95,19,7,1915,262,74,29,0,0,369,87,40,20,0,0,146,584,65,22,9,4,674,92,5,4,10,0,120,12,9,3,0,0,23,2504,518,177,42,4,3249,336,23,27,10,3,397,703,82,27,20,0,833,15506,1230,308,130,18,17196,7213,431,44,81,60,7824,5728,95,25,17,20,5885,1541,280,143,12,12,1989,234,68,25,0,0,334,59,36,11,0,0,111,586,58,29,4,3,680,63,3,0,9,3,86,13,0,0,0,0,20,2493,449,220,26,22,3213,339,42,8,7,7,401,1125,109,40,63,22,1357,16900,1123,337,184,134,18682,8564,473,84,85,16,9224,6484,116,51,19,8,6675,1928,342,206,19,3,2505,161,39,27,0,0,226,165,68,43,0,0,268,703,55,23,8,3,787,106,14,7,21,7,154,13,10,0,0,0,21,3071,527,305,49,17,3963,307,157
LGA18400,4064,184,37,30,0,4318,6845,50,22,16,0,6934,1072,74,48,12,0,1209,88,16,21,0,0,124,42,5,28,0,0,80,422,31,20,8,0,476,73,4,12,30,0,109,3,0,4,0,0,7,1702,123,133,44,0,2004,231,36,15,7,0,296,633,28,24,33,0,707,13477,424,229,127,4,14260,4385,248,10,20,13,4681,7466,78,19,17,21,7591,1198,93,52,11,9,1366,92,31,14,0,0,132,29,17,0,0,0,46,387,19,6,13,7,430,46,8,0,42,0,92,12,0,0,0,0,10,1754,169,73,65,19,2082,209,111,0,5,0,320,922,73,14,21,11,1034,14735,681,113,129,56,15714,5109,187,29,31,10,5363,8412,81,24,6,9,8530,1734,144,70,31,14,1993,63,15,13,0,0,86,78,19,3,0,0,100,488,14,18,4,10,525,86,5,0,29,4,128,13,0,0,0,0,19,2449,198,110,64,19,2850,326,140
LGA18450,21514,1903,1694,419,15,25542,19039,1743,1593,36,9,22422,4015,1894,4530,102,16,10565,2314,1501,1660,3,5,5476,98,96,127,0,0,323,1967,500,1058,57,6,3590,216,39,131,74,0,462,53,16,58,0,0,123,8664,4051,7565,235,26,20535,585,158,316,25,0,1086,2161,519,1169,180,0,4028,51956,8367,12340,896,51,73611,21317,2149,2071,223,115,25877,19595,1670,1740,51,59,23113,4502,2347,5206,103,67,12233,2081,1480,1442,9,7,5018,79,122,138,6,3,352,1785,567,889,38,30,3309,147,65,97,47,6,362,41,30,53,3,0,124,8637,4604,7825,211,116,21395,519,303,263,33,48,1167,2573,715,1557,330,153,5324,52639,9446,13460,840,493,76870,22498,2170,2834,242,17,27763,21309,2069,2381,77,19,25855,5934,2784,6450,154,45,15359,2158,1613,1382,3,3,5160,126,212,203,3,4,553,2008,514,944,51,32,3544,236,51,110,40,13,454,61,25,42,0,0,135,10520,5207,9128,246,99,25200,531,290
LGA18500,2646,1724,2941,6,12,7323,1478,1292,2037,7,8,4814,408,1049,4053,18,24,5553,3,9,60,0,0,73,3,10,38,0,0,47,171,325,1113,13,0,1631,14,12,32,7,4,66,4,3,23,0,0,32,605,1417,5316,40,27,7406,94,87,285,4,0,464,458,500,1678,18,0,2657,5275,5012,12252,78,52,22671,2511,1774,3185,27,34,7527,1468,1424,2149,23,24,5094,248,1010,4504,68,22,5856,0,6,49,0,4,58,4,9,11,0,0,29,100,274,1036,30,9,1449,13,11,50,0,0,77,0,3,26,0,0,28,367,1319,5673,96,38,7505,78,101,268,3,3,452,301,433,1819,25,13,2593,4730,5043,13102,172,114,23160,2624,1745,3409,38,7,7820,1647,1363,2238,36,4,5289,360,1111,4993,86,14,6570,0,7,47,0,5,60,0,8,31,0,0,35,132,271,975,23,0,1412,20,19,45,4,11,95,0,0,22,0,0,21,516,1424,6115,119,32,8202,78,74
LGA18710,1748,46,7,18,0,1817,2199,29,5,12,0,2249,284,40,27,3,0,355,66,0,0,0,0,65,36,4,0,0,0,38,292,24,9,3,0,329,57,0,0,12,0,66,3,0,0,0,0,3,734,64,39,22,0,856,134,23,3,3,0,158,259,14,8,17,0,297,5074,171,64,74,0,5382,1828,54,8,18,16,1924,2408,28,5,15,18,2468,324,61,6,0,0,389,68,0,0,0,0,71,15,17,0,0,0,34,281,22,8,0,3,324,44,9,0,8,0,59,10,0,0,0,0,12,738,108,16,8,7,874,136,23,0,5,5,171,340,32,8,21,8,408,5448,239,35,64,51,5836,1998,58,11,7,13,2082,2687,30,8,4,5,2735,354,61,19,0,0,444,58,0,4,0,0,61,34,4,23,0,0,65,303,20,6,0,3,335,50,0,4,4,0,58,4,0,0,0,0,11,805,90,60,6,12,972,133,21
LGA19399,162,0,4,36,0,204,82,0,0,3,0,86,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,23,0,5,0,0,33,36,0,5,0,0,39,0,0,0,0,0,0,74,0,8,6,0,89,47,0,0,6,0,52,17,0,0,14,0,32,372,0,17,65,0,451,151,0,0,0,0,151,66,0,0,0,4,71,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19,31,0,0,0,0,33,0,0,0,0,0,0,64,0,0,0,0,60,36,0,0,0,0,42,71,0,0,14,11,95,387,0,0,14,19,419,148,10,0,8,25,206,53,3,0,0,4,63,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,31,3,10,0,0,45,26,3,0,3,12,44,0,0,0,0,0,0,69,14,7,8,8,105,30,0
