LGA_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
LGA10800,23,2453,0,3,0,306,5,314,15,0,0,9,0,25,3,0,0,0,0,6,12,0,0,11,0,33,135,89,80,1947,29,2282,39,4,9,0,0,48,0,0,0,13,0,13,9,10,16,275,0,307,0,0,0,0,0,6,0,0,0,0,0,3,18,0,0,3,0,18,22,17,5,573,0,620,11,8,0,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,9,9,3,7,0,0,18,8,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,35,24,20,511,6,591,5,0,0,0,0,5,4,0,0,0,0,5,5,0,0,4,0,9,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,13,0,15,87,12,10,38,3,150,13,6,0,82,467,572,381,172,130,4335,536,5547
LGA10850,32,3466,0,21,0,395,0,420,18,5,0,16,0,39,0,6,0,8,0,14,33,22,13,39,0,106,266,203,132,2636,39,3269,14,0,3,4,0,19,6,3,0,19,0,28,37,19,8,172,0,232,9,5,0,9,0,20,4,0,0,5,0,9,5,0,4,7,0,11,50,47,23,918,5,1043,18,10,8,57,0,99,0,0,0,0,0,0,3,3,3,3,0,11,0,0,0,0,0,0,9,4,0,17,0,38,5,11,4,0,0,27,10,10,12,12,0,49,14,7,0,10,0,27,6,0,0,0,0,8,0,0,0,0,0,0,67,41,30,663,3,814,5,0,0,0,0,5,3,0,4,5,0,8,4,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,0,6,8,3,0,34,0,48,89,34,33,73,0,217,5,7,0,65,442,515,576,382,246,5789,503,7497
LGA10900,179,29739,9,109,71,1839,23,2051,693,94,132,208,10,1140,217,75,25,125,6,448,759,267,203,577,12,1816,6750,3953,2674,21032,231,34643,417,37,91,58,4,604,306,85,56,249,4,693,1120,404,301,1927,21,3773,284,79,59,278,7,709,314,69,50,111,0,541,408,69,42,42,0,555,1826,1127,702,8810,50,12517,744,310,164,1035,7,2261,86,7,16,0,0,108,152,47,31,94,0,321,34,10,4,13,0,60,305,162,60,395,0,920,122,38,35,56,0,256,281,184,106,110,0,682,573,127,79,238,4,1019,259,46,28,118,3,458,60,27,10,12,0,103,1808,1068,690,6789,42,10404,89,26,19,24,0,155,215,45,64,43,6,369,262,36,20,67,0,390,56,16,12,12,0,104,173,8,25,3,0,204,302,118,50,371,7,849,3605,1159,797,1483,40,7083,133,36,23,254,2406,2863,17572,7851,5309,44469,2923,78121
LGA10950,10,1159,0,5,4,387,3,403,9,0,0,0,0,11,0,0,0,7,0,7,3,0,0,5,0,10,42,28,19,808,15,915,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,0,49,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,16,14,8,11,246,0,279,4,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,4,3,3,0,15,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,6,5,146,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,63,9,10,15,0,88,3,0,4,31,191,224,159,62,54,1966,227,2467
LGA11150,5,787,0,6,0,580,23,597,8,0,0,9,0,18,0,0,0,0,0,0,3,0,0,4,0,5,21,32,13,613,19,703,7,0,0,0,0,7,0,0,0,3,0,8,6,0,0,48,0,51,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,18,10,11,9,193,0,225,3,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,6,115,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,45,12,3,26,0,88,3,0,0,17,394,418,133,68,34,1660,440,2340
LGA11200,3,296,0,8,0,600,20,626,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,8,12,253,7,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,5,3,92,0,97,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,76,0,80,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,12,9,6,3,60,5,0,0,3,197,211,63,31,26,1008,225,1356
LGA11250,89,7597,3,35,9,1546,30,1615,38,4,4,19,0,61,26,3,0,42,0,71,33,23,11,43,0,107,279,340,174,5768,82,6643,186,3,41,15,3,254,6,7,4,51,0,67,58,32,18,678,9,797,23,10,4,34,0,72,6,0,0,10,0,17,83,7,0,14,0,111,59,54,35,1427,15,1590,109,76,12,328,0,537,5,0,0,0,0,5,0,3,0,38,0,41,0,0,0,0,0,0,58,35,16,148,0,264,19,12,5,14,0,45,15,12,8,5,0,39,15,0,4,33,0,59,0,3,0,12,0,20,6,0,0,0,0,3,82,75,49,1291,9,1504,0,0,0,10,0,7,7,4,5,4,0,20,14,0,0,13,0,24,0,0,0,0,0,3,9,0,4,0,0,18,19,0,6,45,0,72,220,80,35,230,6,565,15,6,5,201,1406,1628,1216,711,381,13674,1605,17588
LGA11300,20,3853,18,12,4,129,0,169,12580,129,225,153,100,13193,284,19,20,67,0,400,57,30,14,48,0,142,1604,412,285,1941,53,4290,659,9,58,10,0,745,81,22,16,33,0,155,168,35,35,191,6,430,764,106,43,317,0,1237,51,7,15,23,0,95,1404,21,20,3,0,1450,376,188,98,1062,5,1734,1766,317,134,700,18,2944,1234,9,25,11,5,1280,1064,222,140,293,4,1722,50,7,9,14,0,76,77,25,25,63,0,188,54,15,15,13,0,88,70,27,17,7,0,123,144,22,15,45,3,227,165,7,24,30,0,222,30,7,4,0,0,44,233,126,83,676,0,1112,88,8,11,12,0,121,37,7,6,3,0,56,215,13,17,19,4,269,112,8,5,0,0,130,1028,30,41,43,0,1141,17,4,4,33,0,66,7025,270,214,272,44,7823,391,0,6,32,2055,2489,29437,1630,1252,5586,2309,40217
LGA11350,105,10823,9,43,35,546,7,638,129,41,20,69,6,254,58,24,13,25,0,114,371,96,79,155,4,706,3394,1539,1141,8339,147,14550,110,8,30,5,0,162,443,62,39,141,7,690,926,225,150,884,22,2211,96,50,15,119,0,280,64,24,8,31,0,133,131,34,31,37,3,232,922,457,297,3778,59,5510,827,169,70,443,12,1516,24,0,4,9,0,33,52,11,3,37,3,102,14,8,0,3,0,30,51,20,10,60,0,140,96,29,13,23,0,163,149,75,47,30,5,307,214,53,22,98,5,388,138,26,16,41,5,221,14,6,4,0,0,24,859,377,289,2760,47,4329,23,6,0,9,0,44,113,41,26,21,0,199,324,25,15,44,3,413,22,11,7,5,0,46,32,4,10,0,0,42,112,35,23,113,0,286,2494,595,431,595,38,4146,131,26,28,169,3474,3828,9272,3257,2314,17460,3809,36116
LGA11400,53,6399,0,19,19,598,7,642,44,6,7,15,0,68,13,9,0,12,0,42,56,26,15,62,0,156,409,302,258,4729,66,5763,19,3,7,7,0,34,20,5,0,49,0,77,93,33,19,401,5,551,3,3,0,19,0,31,8,6,3,0,0,15,28,0,0,3,0,33,85,78,35,1518,20,1729,53,22,19,148,0,246,0,0,0,0,0,9,9,3,3,7,0,24,0,0,0,0,0,0,11,10,8,43,0,76,23,18,4,12,0,52,17,24,17,6,0,60,18,9,0,27,0,61,11,4,8,9,0,30,0,0,0,0,0,0,115,69,70,1230,11,1487,3,0,3,0,0,3,18,8,10,0,0,37,7,0,0,12,0,16,0,0,0,0,0,0,3,0,3,0,0,5,19,10,4,44,0,77,174,36,50,139,0,409,11,8,5,119,938,1079,1002,596,469,10633,1069,13766
LGA11450,271,39041,22,238,142,3279,30,3716,2339,80,153,228,11,2808,853,195,104,525,10,1692,437,204,119,430,11,1199,5974,3596,2516,22261,203,34539,2085,151,294,107,8,2645,247,63,22,199,0,530,841,293,201,1888,14,3238,612,277,172,772,5,1844,210,75,37,119,0,439,4521,158,87,77,12,4860,1492,725,474,6363,22,9077,2850,1235,512,4211,31,8843,104,0,23,7,0,131,1049,386,137,653,6,2234,387,122,55,160,5,735,1065,444,235,1554,12,3310,433,127,82,90,0,732,386,217,136,154,0,893,532,123,113,330,7,1110,223,36,45,105,0,407,952,191,56,37,13,1248,1425,763,556,5221,30,8000,846,154,97,222,3,1327,428,104,59,40,3,640,782,94,65,144,5,1092,214,28,19,12,0,274,677,45,90,58,6,872,189,86,47,229,0,553,16842,1818,1209,2235,105,22205,694,87,59,484,3581,4903,43493,9881,6441,55234,4279,119325
LGA11500,416,43804,60,552,236,5842,92,6785,5458,112,235,205,47,6052,862,139,95,317,3,1426,525,170,99,398,3,1204,8546,3835,2644,24232,473,39733,6294,223,529,117,29,7190,418,42,43,184,0,688,1396,356,251,1968,59,4026,907,253,113,618,14,1905,353,45,32,121,0,554,10229,162,99,77,23,10590,1690,804,454,7131,75,10142,1751,622,305,1902,21,4596,260,7,34,4,0,302,2487,709,265,694,13,4168,442,60,47,92,0,642,627,264,133,680,9,1717,1479,233,165,136,24,2040,740,224,138,171,12,1282,893,104,79,279,3,1366,465,57,34,94,6,662,4378,454,257,160,58,5299,1912,829,600,5417,61,8831,705,123,54,127,3,1016,714,100,102,65,5,989,1348,87,61,124,16,1632,396,13,18,7,0,449,1790,73,97,75,19,2047,260,72,41,238,0,612,40857,2524,1716,2196,246,47538,1842,138,98,563,9607,12254,89264,11084,7521,57652,10997,176519
LGA11520,99,15723,28,41,13,402,0,487,13271,325,426,384,56,14453,544,87,59,256,3,943,307,87,55,175,6,634,4395,1824,1389,9259,102,16974,1240,51,152,36,0,1483,320,38,36,124,0,522,625,165,126,811,3,1733,1818,321,180,1094,16,3431,225,37,27,68,0,359,2780,96,82,63,8,3032,1695,672,439,4831,29,7659,7601,1424,666,3800,68,13558,3130,17,54,34,8,3241,1284,348,172,660,15,2484,162,28,20,49,0,265,385,122,77,342,4,922,175,38,20,13,0,246,289,132,66,46,0,530,454,76,80,145,0,761,374,42,34,90,3,547,64,19,12,4,3,98,1037,455,344,3004,27,4869,305,37,30,57,0,433,288,46,40,25,0,398,630,61,49,106,0,847,308,23,22,28,0,378,1098,60,83,52,3,1299,147,43,31,174,3,402,10377,979,924,1140,80,13502,481,18,22,124,3493,4135,49903,6128,4393,24802,3952,89177
LGA11570,532,51641,116,282,104,2093,29,2627,40819,462,773,561,282,42900,1209,166,94,396,8,1866,445,175,112,277,4,1005,13383,4325,2777,21026,527,42043,5925,170,553,106,35,6788,730,100,76,222,3,1132,1435,342,228,1680,35,3713,14147,1875,1048,5323,109,22504,465,94,39,115,4,722,9174,168,136,78,24,9578,2142,1098,660,8255,83,12244,7771,1662,734,4258,73,14497,3733,18,87,17,30,3890,34980,7277,2834,6975,226,52287,3228,427,214,664,20,4549,897,245,116,545,16,1811,1284,186,151,62,22,1709,779,247,154,100,10,1292,1141,158,95,255,10,1659,648,57,39,100,6,845,1563,215,68,47,25,1917,1670,853,570,5334,74,8510,740,86,45,115,3,987,412,88,56,41,7,596,1611,88,106,171,6,1984,382,33,23,32,0,477,25908,255,453,260,111,26994,219,69,37,290,0,616,79977,5131,3104,4284,607,93094,6858,511,351,822,23856,32402,245851,23052,13491,62218,26382,371006
LGA11600,8,1134,0,3,6,217,6,234,6,0,0,3,4,13,0,0,0,0,0,4,16,0,0,4,0,18,80,47,55,791,18,990,30,0,3,0,0,40,5,0,0,8,0,12,22,0,7,81,0,109,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,52,24,15,9,236,0,291,31,3,3,41,0,83,23,0,5,0,0,25,3,0,0,8,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,8,11,228,0,261,0,0,0,0,0,0,8,0,0,0,0,8,13,4,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,172,14,11,15,0,224,6,4,0,18,313,340,450,102,99,1870,349,2866
LGA11650,1350,138273,79,803,490,14754,177,16303,3696,241,354,805,36,5135,675,208,110,457,12,1458,2197,746,479,1672,27,5124,25894,13768,9850,96632,1607,147753,2706,168,616,161,22,3679,973,202,196,918,7,2296,2858,936,650,6869,81,11403,1104,334,163,1034,17,2657,559,149,72,261,10,1047,2865,191,126,200,7,3383,5970,3002,1915,30559,316,41757,3107,1291,527,4747,54,9730,994,14,65,25,3,1098,492,191,82,406,9,1181,113,24,15,53,0,204,1512,503,270,1628,30,3938,1238,542,230,371,19,2405,1342,866,583,555,9,3359,1139,275,196,605,16,2228,894,103,139,281,15,1427,264,200,32,27,0,526,6235,3205,2212,24504,205,36360,376,70,31,125,4,609,1259,228,214,106,9,1814,1174,104,120,375,6,1776,221,65,34,52,0,375,470,37,87,17,4,609,1034,332,225,1101,12,2708,14356,3419,2569,4931,202,25482,808,188,134,2030,16288,19442,70322,27328,19385,209940,19625,346596
LGA11700,12,438,0,10,0,553,22,584,5,0,0,6,0,9,3,0,0,0,0,3,3,0,0,5,0,7,22,22,11,320,7,380,0,0,0,0,0,0,0,0,0,4,0,4,11,9,0,41,0,56,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,100,0,108,4,4,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,4,0,0,0,4,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,77,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,0,31,0,61,0,3,0,12,327,343,76,45,25,1222,361,1725
LGA11720,287,28431,6,147,92,5460,51,5762,199,14,20,94,4,333,42,17,8,42,0,113,219,105,72,258,0,654,2111,1672,1148,21628,277,26848,301,19,117,28,0,466,75,20,16,148,5,263,343,170,112,1906,28,2554,37,34,3,115,0,189,45,15,6,26,0,94,193,22,11,34,0,255,440,272,180,4819,48,5752,180,109,28,696,6,1025,27,0,0,0,0,24,41,19,4,45,0,108,7,8,0,15,0,34,65,43,13,131,0,250,141,52,22,48,0,259,129,104,77,87,4,392,158,37,18,237,8,464,39,8,10,55,0,113,31,18,3,11,3,70,698,526,360,5711,50,7347,21,5,4,8,0,40,67,18,11,23,0,120,62,21,0,65,3,159,15,8,0,4,0,21,70,0,0,3,0,80,99,40,18,302,3,465,1084,280,212,904,22,2501,79,31,18,614,4294,5036,5656,3260,2200,47601,4914,63632
LGA11730,342,22585,11,92,57,3612,67,3836,157,23,21,108,0,313,24,8,0,25,3,63,298,86,67,183,3,628,2213,1367,1018,17720,357,22672,220,6,78,9,4,315,88,9,4,119,0,230,330,133,82,1753,24,2324,34,22,0,78,6,140,29,15,11,17,0,72,152,17,8,34,5,210,438,279,200,5366,64,6353,147,91,25,565,5,836,11,0,0,0,0,12,9,4,3,17,0,37,3,0,0,6,0,10,48,23,16,73,0,156,75,50,25,31,0,180,105,61,46,49,3,262,83,33,11,56,0,186,31,9,3,26,3,70,19,16,4,0,0,30,580,427,271,4958,59,6298,12,0,0,12,0,22,73,11,13,22,0,114,47,6,8,36,6,94,9,0,4,4,0,16,29,0,8,0,0,33,90,28,23,123,0,262,971,231,203,686,39,2128,63,26,19,478,4227,4816,5166,2602,1883,39481,4987,54115
LGA11750,17,1773,0,13,5,501,9,523,26,0,5,8,0,40,0,0,0,0,0,6,14,0,3,11,0,36,83,58,57,1144,19,1369,26,0,6,0,0,34,0,0,0,0,0,4,17,8,0,93,0,120,5,0,0,3,5,12,0,0,0,0,0,0,9,0,0,4,0,12,33,21,15,304,4,375,11,10,0,51,0,66,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,0,4,18,0,3,4,0,22,24,3,5,0,0,34,3,0,0,3,0,13,0,0,4,0,0,11,17,3,0,0,0,22,23,6,19,247,4,297,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,12,0,17,115,13,12,32,0,172,6,5,4,40,579,629,389,123,123,2795,634,4059
LGA11800,297,29808,10,168,71,4091,59,4394,557,61,50,166,4,836,78,31,8,65,3,181,508,188,128,406,5,1232,4644,2574,1739,23504,337,32802,398,13,97,34,6,556,205,36,29,234,6,511,739,252,175,2185,25,3375,106,55,14,120,4,297,113,23,11,49,0,200,1034,68,104,85,13,1300,948,562,345,7499,89,9445,479,215,69,952,8,1723,68,5,8,3,0,81,29,23,8,60,0,114,11,4,0,8,0,18,108,57,37,172,0,379,156,60,32,48,0,305,227,132,97,88,4,544,193,52,43,129,4,422,85,28,12,51,3,175,31,5,11,6,0,51,1082,618,435,6360,57,8557,31,3,4,14,0,50,242,27,30,24,0,326,134,18,14,66,0,231,33,12,0,10,0,49,92,6,12,5,0,112,167,50,35,225,5,480,5118,610,584,1117,69,7495,231,24,31,541,4259,5087,14933,5021,3599,50154,5051,78759
LGA12000,25,1968,0,5,0,246,0,250,5,0,0,7,0,16,4,0,0,0,0,4,16,3,0,14,0,44,121,97,48,1535,26,1830,0,0,3,0,0,0,9,3,0,22,0,30,7,14,8,153,0,179,4,0,0,5,0,14,0,0,0,0,0,0,3,0,0,5,0,5,37,16,8,581,3,641,10,6,0,38,0,54,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,9,0,0,6,0,14,15,0,0,0,0,15,3,5,6,6,0,16,7,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,21,11,447,7,522,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,8,0,14,53,11,13,47,0,126,3,0,0,81,230,322,270,157,98,3575,287,4385
LGA12150,14,1511,0,12,16,1040,8,1074,6,0,4,10,0,20,0,0,0,0,0,5,5,0,4,11,0,18,35,28,25,1002,28,1125,13,0,0,0,0,18,0,0,0,4,0,4,18,4,8,78,0,107,9,0,0,0,0,8,0,0,0,0,0,4,35,0,0,0,0,32,13,15,12,274,3,320,5,7,0,20,0,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,0,0,0,0,8,10,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,258,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,12,19,4,4,25,0,57,0,0,0,37,500,540,163,73,63,2893,543,3732
LGA12160,84,4929,3,13,9,611,7,647,112,0,4,4,0,122,3,4,0,0,0,12,37,11,9,36,0,91,328,219,152,4204,75,4972,57,0,8,0,0,62,11,0,0,19,0,26,52,28,18,314,10,420,8,4,0,3,0,16,7,0,0,0,0,7,18,0,0,6,0,25,74,46,24,1399,18,1556,21,12,4,85,0,122,0,0,0,0,0,4,0,0,0,19,0,22,0,0,0,0,0,0,5,0,0,9,0,22,9,8,4,3,5,30,11,7,5,7,0,32,11,5,5,14,0,35,0,0,3,12,0,17,10,3,0,0,0,13,85,61,36,904,15,1100,3,0,0,0,0,3,10,4,0,0,0,16,5,0,0,3,0,9,9,3,0,0,0,10,13,0,0,0,0,13,11,5,0,20,0,30,177,38,22,108,3,351,16,5,0,114,777,911,905,419,257,8867,956,11403
LGA12350,67,5445,3,36,14,983,18,1059,37,5,4,25,0,70,18,8,0,15,0,41,65,15,14,31,0,124,363,296,211,4379,74,5323,60,0,4,5,0,68,16,4,6,22,0,44,81,32,21,309,8,449,29,13,0,29,0,68,12,0,0,12,0,28,51,0,4,0,0,57,78,61,29,1389,11,1573,34,27,9,88,5,158,11,0,4,0,0,12,0,3,0,13,0,18,0,0,0,0,0,0,34,6,11,42,0,99,15,0,6,12,0,34,12,8,13,9,0,50,22,6,3,8,0,31,9,0,0,7,0,16,0,0,0,0,0,0,102,78,62,1018,9,1267,4,0,0,0,0,4,20,4,0,3,0,27,9,0,0,8,0,16,0,0,0,0,0,0,9,0,0,0,0,9,11,10,8,19,0,45,306,49,32,160,4,559,19,0,0,112,880,1004,1192,543,390,9558,1040,12724
