LGA_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
LGA14500,141,28496,20,23,25,222,0,287,26907,502,964,591,134,29098,300,67,46,176,4,595,863,236,143,340,7,1596,11515,4055,3028,17945,159,36699,802,52,147,28,6,1035,511,87,97,235,3,929,1622,312,267,1464,22,3683,569,160,93,409,0,1237,393,71,70,87,0,620,3928,147,121,80,3,4281,2333,975,725,6734,34,10804,1300,432,247,1064,19,3068,3468,28,163,35,7,3697,302,100,27,206,0,641,80,9,5,27,0,120,137,50,36,143,0,362,96,24,14,5,0,143,545,178,129,68,6,924,714,105,99,165,4,1090,689,47,78,77,3,893,41,11,13,4,0,69,2592,1028,751,6245,38,10647,150,18,18,67,0,247,2265,163,174,28,9,2641,457,34,60,47,6,607,601,48,45,29,0,724,653,26,84,25,5,793,407,80,62,259,0,810,12693,1223,1436,1360,59,16768,407,30,33,152,2754,3381,67090,8619,7502,37555,3305,124076
LGA14550,54,3723,0,11,13,476,5,511,16,3,4,14,0,37,0,8,0,8,0,14,47,14,11,34,0,103,473,253,206,2832,76,3831,39,0,8,0,0,56,33,0,0,22,0,54,90,39,26,267,4,418,7,9,11,15,0,34,8,6,0,0,0,15,36,6,3,5,0,50,102,61,60,1039,19,1281,32,13,16,86,0,154,6,0,0,0,0,3,4,0,0,9,0,19,0,0,0,0,0,0,10,9,0,10,0,31,12,4,7,8,0,38,19,21,11,11,0,55,20,4,4,14,0,45,9,0,0,0,0,14,8,0,3,0,0,10,128,63,52,834,18,1098,0,4,0,0,0,4,8,12,3,4,0,25,16,3,3,9,0,29,0,0,0,0,0,4,4,0,4,0,0,6,15,7,4,27,0,54,235,55,56,131,0,482,8,5,5,77,824,914,1117,502,412,6363,970,9359
LGA14600,34,2537,0,21,9,989,16,1033,18,0,0,12,0,29,0,0,0,0,0,0,6,0,5,9,0,26,84,73,64,1796,25,2043,41,0,4,6,0,50,0,0,0,10,0,9,15,4,3,150,0,173,4,0,0,9,0,14,5,3,0,0,0,8,28,0,0,0,0,38,21,15,13,524,9,581,5,8,3,26,0,35,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,6,10,0,5,0,0,11,4,0,4,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,14,20,11,489,0,535,0,0,0,0,0,0,12,7,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,15,104,16,17,47,3,184,3,0,4,92,670,769,341,154,133,4727,746,6094
LGA14650,751,91266,38,438,175,10614,96,11367,1577,132,201,484,18,2411,340,89,27,211,10,665,1185,469,271,1157,13,3085,9667,7197,5063,71178,751,93852,969,44,355,89,8,1465,300,93,55,538,6,1002,1690,738,492,5960,53,8929,432,181,67,603,10,1291,228,68,29,152,0,469,1266,92,44,83,7,1492,2072,1383,932,18711,140,23237,1274,549,190,2709,30,4746,262,13,40,17,0,329,161,50,29,173,4,416,521,91,56,293,4,968,314,118,92,476,12,1019,413,225,132,183,7,960,546,404,245,255,15,1467,857,222,155,718,11,1962,271,61,63,221,5,620,357,138,51,46,7,595,2866,2059,1291,18932,123,25276,181,22,21,80,5,310,552,105,109,68,0,834,304,68,38,211,5,618,97,25,21,21,0,165,252,4,46,16,3,327,515,249,189,1312,3,2267,6535,1632,1316,3013,95,12592,335,105,73,1464,7500,9472,29620,14260,10022,150714,9228,213845
LGA14700,32,9600,9,18,10,121,0,149,4888,143,297,195,23,5546,198,44,19,77,0,334,286,79,51,132,0,555,3167,1370,977,5696,52,11250,623,38,61,24,3,747,263,39,34,100,0,433,453,134,95,560,0,1250,291,82,44,240,0,657,131,35,19,52,0,236,1496,41,43,33,3,1619,1002,409,287,2868,17,4587,707,209,113,634,6,1671,490,15,31,11,0,544,163,42,39,108,0,347,70,4,7,8,0,94,59,28,17,98,0,204,58,10,20,3,0,92,223,102,53,19,0,394,347,38,48,96,0,533,261,25,26,25,0,332,21,7,3,0,0,32,749,344,271,1935,13,3304,102,16,15,24,0,155,303,37,29,13,0,389,244,18,7,17,0,294,179,26,21,7,0,237,256,13,27,16,0,304,120,31,8,101,0,269,5393,463,523,499,19,6891,168,22,9,73,1296,1563,19379,3095,2547,12996,1422,39438
LGA14750,34,4407,0,29,11,714,16,768,154,3,0,15,0,171,9,0,0,0,0,8,31,16,11,26,0,84,267,204,134,3425,56,4074,152,0,0,3,0,155,9,4,0,27,0,40,37,27,18,423,4,510,12,0,0,22,0,37,6,4,0,8,0,15,90,8,0,0,0,95,50,47,38,1096,13,1244,431,129,29,536,3,1131,0,0,0,3,0,5,4,0,0,12,0,15,0,0,0,0,0,3,0,3,5,4,0,10,17,3,0,8,0,32,16,9,9,14,0,53,3,0,0,11,0,19,5,0,4,5,0,14,32,11,4,3,0,54,66,72,51,947,5,1133,0,0,0,0,0,0,18,0,9,0,0,26,0,5,0,20,0,29,6,0,0,0,0,6,3,5,3,3,0,10,10,3,0,29,0,50,467,45,42,109,5,668,15,10,0,83,899,1013,1729,519,311,7884,1015,11452
LGA14850,150,17543,5,88,57,2297,43,2487,186,21,33,109,8,350,30,18,8,27,0,84,224,91,52,169,6,538,2117,1389,967,13595,205,18274,198,8,78,27,0,313,130,36,22,124,0,311,411,137,114,1430,9,2116,57,27,18,71,6,172,54,13,3,19,0,94,195,34,14,28,3,276,516,363,228,5213,51,6360,458,240,68,1115,13,1898,37,3,9,9,0,53,13,12,4,54,0,83,12,0,0,0,0,10,40,16,12,71,3,144,71,41,22,46,4,183,129,56,67,37,6,292,89,35,15,61,0,206,43,10,6,31,0,90,15,9,0,3,0,33,553,411,259,4108,46,5383,17,0,0,5,0,31,60,24,12,19,0,117,72,6,15,50,0,145,20,3,0,9,0,31,59,4,10,3,0,78,77,29,23,122,0,246,1303,368,319,707,30,2732,47,17,7,322,3075,3463,5732,2825,1957,30311,3499,44334
LGA14870,110,8633,4,31,19,1280,29,1359,134,9,5,39,0,181,49,4,0,27,0,83,109,35,15,69,0,229,888,568,409,6634,162,8652,105,3,46,4,0,169,34,6,9,36,0,86,165,42,31,458,8,716,47,17,6,31,0,99,34,13,7,18,0,71,76,5,7,8,0,97,222,145,74,2009,31,2483,118,29,23,214,0,388,11,0,0,0,0,11,17,8,0,17,0,40,5,0,0,0,0,11,45,14,14,45,5,106,32,14,17,10,0,67,48,25,13,17,0,104,68,27,10,37,0,145,12,6,5,15,0,33,6,0,0,3,0,14,282,178,139,1724,32,2356,22,0,0,0,0,33,22,4,0,0,0,26,27,6,4,10,0,46,5,0,0,0,0,3,30,0,0,0,0,33,51,21,7,94,7,172,576,118,77,262,13,1040,34,18,5,157,1561,1774,2687,1170,747,14360,1871,20842
LGA14900,386,36374,80,291,156,3018,65,3605,11582,277,362,390,94,12697,2141,264,156,639,15,3218,313,102,67,272,4,756,8402,2619,1915,15154,396,28494,5932,196,391,137,24,6688,456,50,44,145,0,693,1112,274,205,1185,31,2807,2575,609,257,1430,26,4897,327,43,22,82,3,478,13600,176,151,62,37,14033,1084,518,352,4442,49,6444,6286,1608,764,4495,65,13220,389,10,18,11,0,421,8567,2413,902,1950,54,13883,2224,301,193,428,15,3165,1433,388,184,1170,14,3189,1206,179,105,57,14,1569,556,154,121,86,15,927,1142,109,107,235,9,1605,588,35,26,70,0,727,3293,310,153,120,32,3914,1184,517,363,3296,47,5411,5407,353,231,328,36,6356,372,53,35,29,0,495,2064,122,120,151,12,2467,361,27,17,16,0,417,11712,285,340,296,102,12736,132,47,18,153,0,356,68618,3347,2350,2746,429,77488,3688,312,164,506,13414,18084,153015,13508,8449,43423,15050,233446
LGA14920,39,3242,0,22,7,969,25,1025,25,0,4,13,0,49,5,0,0,0,0,4,27,9,9,14,0,54,195,135,112,2469,64,2977,16,0,0,0,0,16,6,0,0,14,0,17,24,24,13,151,3,211,8,0,0,9,0,16,7,0,0,0,0,12,22,0,0,0,0,22,33,32,12,674,8,764,18,4,6,45,0,71,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,8,3,0,12,0,20,11,0,0,10,0,18,5,9,10,15,0,33,3,0,0,5,0,9,0,0,0,4,0,4,0,0,0,0,0,0,53,38,32,620,4,746,3,0,0,0,0,3,0,0,0,0,0,3,14,0,3,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,11,0,27,92,14,9,59,0,181,5,0,0,79,791,870,463,253,196,5733,911,7551
LGA14950,11,1393,0,0,4,154,0,164,14,0,0,5,0,20,4,0,0,0,0,4,9,8,5,8,0,35,76,52,30,1114,19,1289,4,0,0,3,0,11,4,0,0,4,0,11,13,10,13,277,3,304,0,0,0,3,0,3,0,0,0,11,0,9,0,0,0,0,0,0,17,15,15,466,3,509,0,3,0,45,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,13,3,3,0,3,0,7,4,3,4,4,0,11,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,33,10,5,383,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,15,39,17,3,44,3,101,5,0,0,28,229,272,202,95,83,2666,274,3319
LGA15050,250,40000,32,181,103,6149,61,6530,538,31,60,188,3,821,78,37,13,88,0,219,330,174,114,515,3,1144,3132,2617,1863,30977,275,38863,629,29,208,65,0,937,97,32,17,180,5,325,504,263,172,2928,26,3887,93,55,17,203,0,369,58,29,10,77,0,170,892,42,8,44,3,990,643,432,359,8148,44,9626,281,159,68,909,10,1429,119,4,15,4,0,139,37,29,3,57,0,133,35,19,0,65,0,119,84,41,32,195,5,356,236,88,40,102,0,473,189,152,105,118,3,577,329,75,55,392,9,861,75,10,15,84,4,194,100,53,13,23,0,193,893,657,490,7369,29,9437,45,19,8,26,3,102,225,39,29,26,0,326,116,26,13,80,0,237,36,14,19,15,0,83,101,8,11,0,0,115,143,80,70,441,0,731,2781,586,473,1296,30,5166,146,54,15,695,3140,4052,10734,5107,3725,66918,3743,90226
LGA15240,808,40927,11,172,99,6060,153,6495,357,26,46,195,8,636,113,27,9,64,6,223,600,188,100,269,13,1167,5063,2828,1838,31982,724,42431,438,25,86,32,8,588,176,48,35,225,10,488,726,240,146,2456,57,3624,121,59,13,123,0,310,94,31,4,48,0,180,325,15,12,21,3,381,928,532,337,8710,116,10620,443,195,49,923,23,1623,55,3,9,4,0,67,59,31,7,81,0,178,19,3,0,3,0,27,247,86,18,179,7,540,104,56,46,41,0,250,187,118,65,96,8,475,250,42,19,109,6,432,89,14,10,36,3,149,11,11,4,5,0,34,1179,767,469,7837,130,10384,40,0,3,12,4,65,150,20,10,6,0,190,123,15,12,78,0,229,31,0,6,0,4,35,73,0,6,0,0,82,175,65,44,219,9,506,2114,476,309,1061,58,4022,113,34,35,783,5856,6824,11905,5286,3374,68408,7608,96579
LGA15270,132,11276,11,33,22,1554,26,1636,78,9,10,48,0,140,38,9,6,27,0,77,123,65,43,133,4,374,1085,631,516,8678,124,11039,106,0,28,10,0,150,36,5,4,30,0,78,173,60,59,715,13,1012,33,15,4,40,0,93,29,7,7,24,0,66,64,0,9,3,0,77,182,158,111,2595,31,3076,98,57,33,233,3,416,10,0,14,3,0,25,15,0,0,19,0,36,3,0,0,0,0,4,63,17,19,115,0,219,32,19,14,15,0,77,62,36,28,27,0,158,43,19,9,33,0,109,15,0,3,15,0,44,7,3,8,0,0,17,254,151,126,1956,28,2515,6,0,0,10,0,11,33,9,5,3,0,49,40,0,0,19,0,65,0,0,0,3,0,9,28,0,0,0,0,28,36,11,10,77,0,135,511,114,94,296,20,1029,27,17,12,278,1734,2069,2676,1237,985,18784,2032,25713
LGA15300,60,4407,3,30,8,2199,52,2295,63,0,0,36,0,102,5,0,0,0,0,5,25,12,3,22,0,64,199,154,121,3257,79,3813,43,0,18,3,0,67,7,0,5,19,0,28,43,13,13,284,6,365,8,0,0,0,0,14,0,0,3,3,0,8,43,3,3,6,0,60,77,42,33,1001,12,1163,8,8,3,68,0,84,11,0,0,0,0,11,7,10,0,28,0,43,4,0,0,0,0,4,0,0,0,11,0,16,10,6,7,9,0,29,16,15,7,15,0,45,8,0,0,5,0,14,6,0,0,0,0,0,3,0,3,0,0,4,57,23,41,853,7,980,31,0,0,4,0,33,29,5,4,0,0,44,5,0,0,8,0,9,0,0,0,0,0,3,5,0,0,0,0,9,10,4,0,37,0,47,248,31,25,120,3,434,11,7,3,83,2530,2632,820,302,258,8648,2720,12751
LGA15350,72,7582,8,4,8,54,5,71,1513,65,107,78,3,1765,147,25,9,62,3,241,269,68,37,79,0,454,3829,1288,894,5542,64,11622,189,4,23,5,0,228,289,51,23,99,0,465,547,98,84,420,3,1152,233,65,52,188,0,538,127,21,11,26,0,189,377,29,30,12,0,452,923,303,258,2543,23,4045,597,130,63,357,6,1152,109,9,4,3,0,129,66,30,17,75,0,188,46,5,8,16,0,75,54,17,11,33,0,116,38,7,3,0,0,49,197,56,37,25,5,317,229,26,38,40,0,336,186,22,23,34,4,261,8,0,0,0,0,9,945,308,219,2030,16,3522,98,4,10,6,0,115,271,45,29,11,5,354,199,21,21,21,3,261,67,8,0,4,0,83,90,0,13,4,0,110,162,22,26,81,0,283,2640,320,366,351,19,3696,80,6,3,57,852,1006,11551,2537,1971,11230,1038,28329
LGA15520,89,5424,0,8,10,429,16,460,56,6,0,25,0,96,14,4,0,5,3,22,78,29,17,50,0,171,419,251,208,4441,52,5369,94,0,7,3,0,108,0,0,3,20,0,29,67,23,12,365,7,475,13,8,0,13,0,37,8,0,0,0,0,8,41,0,0,0,0,42,70,39,46,1331,10,1494,97,37,17,307,4,468,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,7,21,6,6,12,0,41,17,4,4,3,0,30,19,9,9,9,0,51,11,5,0,15,0,34,0,0,0,4,0,4,0,0,0,0,0,0,120,78,55,1270,10,1535,5,0,0,6,0,7,15,3,4,0,0,24,5,0,0,8,0,13,15,0,0,0,0,15,22,0,0,0,0,16,11,6,0,18,0,41,191,23,34,97,0,346,14,3,3,152,854,1032,1230,476,390,9749,1003,12850
LGA15560,10,1477,0,3,0,258,0,263,9,0,0,3,0,17,4,0,0,4,0,6,12,3,7,0,0,24,72,56,53,1085,25,1283,26,0,0,0,0,28,3,0,0,0,0,7,12,3,3,82,0,100,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,24,12,10,384,3,435,32,19,4,87,0,145,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,8,0,5,0,0,6,6,3,4,0,0,8,3,0,0,4,0,8,0,0,0,3,0,4,0,0,0,0,0,0,27,15,13,317,3,367,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,10,63,7,4,33,3,113,4,0,0,29,290,325,286,110,90,2533,333,3353
LGA15650,68,7376,0,44,12,1632,29,1719,84,4,8,33,0,125,8,10,0,5,0,26,65,31,23,51,0,168,469,342,259,5292,88,6442,127,0,31,10,0,172,9,3,0,21,0,42,57,29,16,486,11,596,15,4,0,18,0,37,8,6,3,13,0,20,94,4,0,11,0,108,164,72,36,1285,13,1570,42,27,14,121,8,202,8,0,6,0,0,12,10,0,4,12,0,29,0,0,0,4,0,6,20,7,5,18,0,48,53,21,19,13,0,100,38,23,15,15,0,91,16,7,8,23,0,49,5,0,0,8,0,10,12,6,3,4,0,27,139,93,60,1136,14,1443,8,0,0,5,0,18,44,10,0,0,0,56,18,8,0,20,4,44,4,0,0,0,0,4,6,0,3,0,0,7,14,5,6,26,0,54,414,76,57,167,10,719,18,5,10,164,1190,1385,1633,681,523,12141,1380,16357
LGA15700,114,8373,0,36,25,1391,57,1509,47,7,10,42,0,96,24,7,0,12,0,38,109,41,19,70,5,242,1132,633,442,6434,169,8815,64,0,22,4,0,95,44,3,3,45,0,100,181,50,35,546,9,814,20,16,3,33,0,73,26,4,0,4,0,37,75,7,0,18,0,97,207,124,84,1938,29,2375,93,50,11,215,3,376,0,0,0,0,0,0,14,0,0,17,0,30,5,0,0,0,0,9,25,11,0,43,0,85,30,13,13,14,0,76,36,33,25,19,0,113,46,11,3,27,4,91,8,0,5,15,0,36,11,9,3,0,0,22,274,168,128,1687,24,2285,10,0,0,3,0,12,27,11,6,6,0,48,26,0,0,13,0,45,3,4,0,0,0,10,8,0,0,0,0,8,46,12,7,52,0,124,439,127,94,250,20,930,24,4,10,165,1368,1565,2492,1152,822,14226,1713,20407
LGA15750,73,5966,4,29,22,1554,36,1641,42,3,0,31,0,72,3,0,0,0,0,9,31,13,7,26,0,82,214,168,132,4038,81,4629,63,6,19,5,0,96,9,6,0,19,0,28,39,26,17,346,9,433,7,6,0,27,0,37,3,0,0,7,0,5,17,0,0,6,0,22,44,43,30,1135,11,1257,11,3,0,51,0,69,13,0,0,0,0,13,3,0,0,5,0,14,0,0,0,0,0,0,3,4,0,16,0,26,18,0,6,6,0,29,15,5,17,13,0,44,7,0,4,21,0,32,0,0,0,8,0,12,9,0,0,0,0,9,42,47,31,929,16,1069,0,0,0,0,0,5,16,0,4,0,0,18,8,0,0,15,0,26,12,0,0,0,0,12,0,0,0,0,0,7,9,4,5,28,0,45,139,34,24,127,13,331,10,0,0,109,1268,1392,670,357,285,9940,1448,12703
LGA15800,43,2365,0,16,0,630,11,655,12,3,0,16,0,32,0,0,0,5,0,8,16,3,0,25,0,49,123,118,63,1840,44,2182,21,0,9,0,0,24,3,0,0,12,0,13,27,17,8,236,5,291,7,0,0,7,0,10,0,0,0,0,0,0,17,0,0,0,0,17,21,30,14,646,11,720,24,7,5,116,4,155,0,0,0,0,0,0,4,0,0,0,0,9,5,0,0,0,0,5,0,5,0,3,0,5,15,4,5,0,0,19,9,0,4,3,0,13,15,0,0,6,0,23,4,0,0,0,0,3,0,0,0,0,0,4,40,20,14,481,9,567,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,4,0,12,7,0,0,0,0,6,0,0,0,0,0,0,9,0,0,30,0,36,111,15,18,44,6,192,6,3,0,55,487,548,413,204,126,4380,574,5698
LGA15850,41,2685,0,29,10,1133,18,1189,11,0,0,11,0,16,11,0,0,0,0,13,9,0,4,17,0,28,108,90,79,2020,51,2350,18,4,0,4,0,23,3,0,0,15,0,20,31,15,9,155,3,216,0,0,0,3,0,9,0,0,0,0,0,0,16,3,0,0,0,18,18,24,20,568,8,642,13,4,0,41,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,10,0,27,3,6,0,0,0,8,10,0,7,0,0,14,4,0,0,7,0,6,0,0,4,3,0,5,0,0,0,0,0,0,29,37,16,493,3,580,3,0,0,0,0,4,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,7,6,0,23,55,10,28,85,0,183,0,0,0,42,810,860,309,191,150,4801,906,6360
LGA15900,561,63864,22,279,159,6631,71,7167,2732,132,214,441,18,3534,412,105,40,226,3,790,616,378,222,949,11,2171,6852,5504,4059,51748,612,68773,1129,70,367,67,12,1647,291,90,96,467,3,953,1202,598,472,4757,40,7070,768,215,99,753,20,1857,166,68,30,146,0,410,1995,115,77,107,3,2281,1656,1251,918,17152,101,21080,1514,587,220,2384,29,4735,472,8,40,25,3,550,111,61,16,179,0,366,1122,165,72,430,9,1805,103,87,46,326,8,569,296,163,103,124,3,688,368,266,208,199,3,1054,819,239,169,701,9,1930,207,47,68,190,5,523,170,103,26,43,0,345,1967,1540,1137,14929,91,19659,325,52,40,84,3,502,351,88,77,42,0,554,384,42,49,174,3,653,148,26,23,26,0,228,648,28,45,17,3,733,331,231,123,1072,5,1762,9497,1573,1286,2707,99,15168,397,65,57,1078,7464,9061,31242,11467,8548,108835,8781,168873
LGA15950,71,15773,13,22,22,207,0,263,6506,255,405,244,38,7452,230,52,32,79,0,392,517,147,93,245,0,1003,7452,2510,1794,11335,95,23185,950,29,117,45,8,1139,713,78,60,199,0,1045,1165,254,183,992,13,2608,377,141,71,286,3,880,256,52,24,66,0,398,2161,73,54,27,4,2323,2176,743,483,5475,41,8922,1336,346,194,828,9,2713,681,13,57,20,6,776,177,51,29,133,0,387,92,8,8,18,0,120,91,62,27,96,0,277,139,9,18,7,0,167,443,98,87,36,0,661,629,85,65,126,6,910,554,48,49,46,5,702,30,7,5,0,0,44,1905,630,486,4069,25,7111,218,24,13,29,0,283,620,83,47,16,0,768,598,36,28,41,4,713,239,18,11,9,0,276,424,12,29,12,0,479,305,54,43,221,0,613,8906,828,900,894,54,11579,266,33,13,122,2766,3197,32950,5373,4382,23182,3064,68950
