LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA17550,82,21,1273,0,5,0,23,50,160,174,48,20,8,20,11,521,3,0,0,20,13,147,511,249,117,74,48,18,1193,0,0,0,0,7,35,54,32,23,11,13,11,181,6,0,4,32,35,220,242,99,40,39,15,27,754,0,10,21,107,130,275,160,30,21,9,8,17,796,0,4,0,18,21,33,22,15,0,4,0,3,127,0,0,0,3,0,4,14,3,6,5,3,3,60,109,76,72,649,1747,1301,659,162,48,43,39,270,5182,0,4,0,18,31,21,13,6,3,0,5,587,682,127,101,100,880,2039,2250,2197,989,510,364,239,971,10761,3,0,0,0,8,36,268,267,274,301,202,165,1530,0,0,0,12,19,90,173,79,39,34,22,47,510,3,3,3,10,14,209,843,577,405,292,225,194,2785,0,0,0,0,0,29,98,77,51,57,29,17,363,5,0,9,15,36,297,518,205,82,106,46,100,1422,0,0
LGA17620,38,11,344,0,0,0,3,12,28,29,6,13,4,0,0,88,0,0,0,0,9,38,89,46,27,23,13,5,260,0,0,0,0,0,3,9,8,3,9,3,0,39,0,0,0,6,8,38,34,28,8,6,3,4,141,0,0,3,7,19,31,15,3,3,0,0,3,88,0,0,0,5,0,3,0,0,0,0,0,0,19,0,0,0,0,0,4,0,4,0,0,3,3,14,22,5,12,58,169,109,54,10,3,0,10,29,476,0,0,0,0,0,3,0,0,0,0,0,88,96,30,14,24,89,223,272,326,176,94,78,70,146,1556,0,0,0,0,0,11,55,66,43,87,59,46,380,0,0,0,0,0,8,16,6,12,7,3,0,59,0,0,0,0,0,29,99,85,91,60,44,37,452,0,0,0,0,0,8,19,4,8,9,10,12,78,0,0,0,4,7,52,91,64,18,15,15,16,264,0,0
LGA17640,14,6,208,0,0,0,3,6,17,19,6,0,0,6,0,58,0,0,0,4,8,20,53,22,21,11,12,3,159,0,0,0,0,0,4,10,0,5,6,0,0,26,0,0,0,10,10,29,34,8,7,4,5,4,108,0,0,0,9,14,19,10,0,5,0,3,3,65,0,0,0,0,6,0,4,0,0,0,0,0,13,0,0,0,0,0,3,0,6,0,4,0,0,15,9,0,4,47,93,70,25,5,5,5,5,22,289,0,0,0,0,5,0,0,0,0,0,0,53,67,12,6,13,82,138,195,198,97,60,55,42,92,996,0,0,0,5,0,8,32,26,19,46,25,36,194,0,0,0,0,3,5,16,5,6,4,0,9,39,0,0,0,6,3,19,93,38,41,25,16,28,264,0,0,0,0,0,5,15,6,3,3,3,3,37,0,0,4,0,6,23,33,17,3,3,3,12,102,0,0
LGA17650,6,3,140,0,0,0,3,8,10,11,0,0,0,0,0,39,0,0,0,0,8,31,42,18,8,3,0,0,110,0,0,0,0,0,3,6,4,0,0,4,0,19,0,0,0,0,10,20,20,9,7,0,3,7,75,0,0,0,9,8,6,10,0,0,0,0,0,47,0,0,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,56,95,55,33,7,3,3,4,13,271,0,0,0,0,0,0,0,0,0,0,0,29,37,13,3,11,70,131,135,160,83,35,41,16,60,752,0,0,0,0,0,8,25,21,23,26,18,18,144,0,0,0,3,0,3,8,0,0,0,0,0,31,0,0,0,4,0,16,78,41,19,15,0,15,199,0,0,0,0,0,0,8,6,8,0,0,0,27,0,0,0,3,0,20,26,4,3,5,4,7,74,0,0
LGA17750,124,31,1434,4,0,0,21,13,71,77,22,12,11,7,8,235,0,0,0,6,14,115,408,165,101,55,48,21,940,0,0,0,0,3,10,40,28,15,16,9,9,130,0,0,4,19,38,146,174,51,28,32,24,18,538,0,7,13,60,61,153,83,21,9,10,8,14,431,0,0,0,0,10,20,21,8,0,0,0,9,68,0,0,0,0,8,0,13,8,7,9,3,4,48,50,36,26,230,551,470,248,67,21,29,27,100,1853,0,0,0,3,4,0,6,0,0,0,0,386,408,59,43,44,358,708,1028,1422,777,445,366,247,595,6098,3,0,0,0,8,22,228,355,357,427,266,144,1805,0,0,0,3,0,22,73,30,26,20,14,17,206,0,0,3,0,11,121,652,445,330,261,182,160,2182,0,0,0,5,3,12,80,76,61,62,13,28,340,4,0,0,11,24,211,372,159,55,67,46,62,1010,0,0
LGA17850,11,8,87,0,0,0,0,3,3,13,0,0,0,0,0,20,3,0,0,0,0,14,30,16,4,3,8,0,81,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,8,12,5,4,0,0,0,30,0,0,6,9,4,5,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,7,7,0,0,20,41,20,8,5,0,0,0,8,113,0,0,0,0,3,0,4,0,0,0,0,16,29,7,5,4,31,61,74,88,36,12,23,23,35,404,0,0,0,4,5,9,21,14,3,8,10,19,86,0,0,0,0,0,0,4,0,0,0,0,3,12,0,5,0,0,0,14,33,19,15,8,3,14,101,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,5,0,4,18,15,3,0,0,0,9,56,0,0
LGA17900,14,7,159,0,0,0,4,3,14,8,3,4,0,0,0,35,5,0,0,0,3,12,20,4,7,3,5,0,56,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,4,4,4,13,13,6,0,0,0,0,49,0,0,0,10,4,15,4,0,0,0,0,6,36,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,46,63,22,15,0,0,0,0,6,164,0,0,0,0,0,0,5,0,0,0,0,34,41,17,7,13,68,87,100,106,44,31,19,20,59,563,0,0,0,0,5,3,7,17,13,7,9,22,86,0,0,0,0,0,4,9,0,0,0,0,3,18,0,0,0,3,4,10,32,21,11,3,6,15,108,0,0,0,0,0,4,4,3,0,3,0,4,22,0,0,3,0,0,12,20,5,0,3,0,8,53,0,0
LGA17950,4,6,84,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,7,17,11,0,0,5,3,47,0,0,0,0,0,5,5,0,0,0,0,0,10,0,0,0,4,3,10,13,0,0,0,3,0,31,0,0,0,0,4,5,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,4,8,32,20,7,0,0,0,0,7,78,0,0,0,0,0,0,0,0,3,0,0,16,21,4,0,4,16,42,52,62,43,18,16,10,38,306,0,0,0,0,0,0,17,13,9,15,7,20,90,0,0,0,0,0,3,7,3,0,0,0,0,9,0,0,0,0,0,7,24,13,9,6,3,8,64,0,0,0,0,0,0,3,0,5,0,0,3,14,4,0,0,0,0,3,13,13,0,0,0,3,32,0,0
LGA18020,12,4,219,0,0,0,6,7,13,15,3,0,0,0,3,53,0,0,0,7,9,18,48,18,10,8,4,0,126,0,0,0,0,0,0,4,0,3,0,0,0,18,0,0,0,10,11,29,24,11,4,0,0,3,94,0,0,3,22,15,28,12,3,0,3,0,4,89,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,13,6,10,7,84,182,86,39,17,4,0,6,30,459,4,3,0,0,5,0,0,0,0,0,0,77,89,17,13,17,124,236,220,215,89,43,37,28,129,1169,0,0,0,3,0,20,26,27,23,10,11,36,160,0,0,0,0,5,6,11,3,0,0,0,7,40,0,0,0,0,3,31,78,42,19,10,8,35,245,0,0,0,0,0,6,9,8,4,6,0,10,35,0,5,0,5,4,27,30,19,5,0,0,11,97,0,0
LGA18050,1015,52,2698,0,0,0,7,20,86,118,36,19,31,34,3,357,0,0,0,3,0,43,233,178,125,117,210,8,907,0,0,0,0,0,8,18,19,19,33,47,7,153,0,0,5,11,13,61,121,108,56,68,110,10,563,3,6,8,45,30,92,73,43,22,22,32,17,391,0,0,5,4,0,9,21,0,3,8,3,3,53,0,0,0,0,0,0,3,11,5,8,19,7,50,55,22,16,115,171,197,212,75,50,49,69,42,1071,0,0,0,0,3,0,3,0,0,0,6,489,505,62,33,28,181,242,512,976,840,686,1013,1537,642,6757,0,0,0,4,0,9,63,100,115,277,877,134,1580,0,0,0,5,7,31,55,36,22,30,61,23,270,0,0,0,6,11,39,205,187,228,320,1045,169,2201,0,0,0,0,0,9,12,20,26,68,189,17,346,0,0,4,7,7,76,140,151,63,356,386,86,1279,0,0
LGA18100,10,0,103,0,0,0,0,4,5,5,0,0,0,0,0,20,0,0,5,0,3,9,25,10,8,9,9,3,75,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,3,11,11,0,0,0,0,0,35,0,4,0,3,9,6,5,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,29,87,40,22,6,0,0,0,12,203,0,0,0,4,0,0,0,0,0,0,0,20,23,4,9,12,44,111,87,101,33,23,20,20,46,501,0,0,0,0,0,4,13,15,9,9,12,0,68,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,3,0,18,35,17,16,9,10,15,123,0,0,0,3,0,4,5,0,4,0,0,4,18,0,0,0,0,5,7,11,0,0,5,0,5,38,0,0
LGA18200,8,4,148,0,0,0,3,8,10,6,4,0,0,0,0,37,0,0,0,0,0,12,34,14,10,7,4,3,96,0,0,0,0,0,3,5,0,3,0,0,0,20,0,0,0,4,0,22,18,7,3,5,3,0,63,0,0,0,9,8,15,9,6,3,0,3,3,52,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,4,0,6,0,3,15,9,5,4,44,99,59,31,3,7,7,0,19,292,0,0,0,0,0,0,0,0,0,0,0,51,53,13,7,13,73,125,144,156,78,39,45,22,87,785,4,0,0,0,0,12,28,24,23,24,22,20,159,0,0,0,0,0,5,8,0,0,0,0,3,22,0,0,0,5,0,28,47,34,22,24,18,30,208,0,0,0,0,0,3,8,14,8,5,0,0,37,0,0,0,0,0,17,43,9,3,9,0,8,84,0,0
LGA18250,713,31,1952,0,0,0,12,30,68,67,26,28,21,40,0,289,0,0,0,0,5,53,178,122,83,93,199,16,744,0,0,0,3,0,7,25,25,7,30,26,5,118,3,0,3,14,23,118,158,155,39,120,150,7,792,5,7,18,46,31,81,82,37,42,39,47,14,429,4,0,4,4,3,6,9,4,0,8,0,5,38,0,0,0,0,0,0,4,3,0,8,11,3,25,244,58,45,197,248,336,284,125,73,65,134,54,1865,0,0,0,0,3,0,0,3,0,0,3,459,472,256,69,68,291,351,679,944,750,564,871,1307,588,6736,6,4,0,5,8,24,124,167,204,411,1314,148,2405,3,0,0,11,13,37,68,41,35,40,63,26,339,0,0,6,4,17,68,269,213,276,339,1338,145,2664,0,0,0,0,0,5,24,38,53,80,199,23,420,4,0,3,17,41,148,373,401,114,554,644,103,2410,0,0
LGA18350,124,23,905,0,0,0,22,27,87,86,33,19,19,14,4,317,0,0,0,9,12,75,249,128,72,64,74,16,704,0,0,0,0,0,6,34,18,12,7,11,0,97,5,0,0,11,30,83,138,67,32,52,43,23,486,3,3,21,45,66,153,126,25,20,20,35,15,535,0,0,0,4,5,8,9,6,0,3,3,0,46,0,0,0,0,4,4,9,4,8,4,3,3,34,73,40,42,283,589,689,480,134,56,61,73,95,2609,0,0,0,6,13,3,14,4,0,0,3,379,423,86,47,67,389,755,1142,1342,622,355,387,386,565,6147,6,0,0,0,3,20,129,173,154,235,211,136,1068,0,0,0,9,9,49,68,44,17,18,10,18,237,0,0,4,4,12,85,418,331,262,210,216,144,1680,0,0,0,0,3,11,42,35,27,25,28,22,199,0,5,5,10,13,128,277,137,51,83,66,90,856,0,0
LGA18400,118,29,1018,0,0,0,10,11,39,37,17,5,7,4,0,138,0,4,0,6,5,50,207,118,102,57,50,13,610,0,0,0,3,0,15,23,24,16,18,4,4,115,0,0,0,14,14,123,173,81,21,33,24,15,499,0,0,13,41,34,96,59,19,3,3,6,13,291,0,0,0,3,10,9,17,10,0,4,0,5,52,0,0,0,3,0,3,7,3,3,3,0,6,35,53,19,24,211,451,357,181,38,19,7,9,67,1412,0,0,0,4,13,7,0,0,0,0,0,216,247,58,25,38,298,541,722,862,559,383,346,217,371,4428,0,0,0,0,4,20,160,284,262,480,433,172,1822,0,0,0,5,4,22,62,37,22,21,10,15,208,0,0,5,8,8,96,467,447,422,371,297,194,2305,0,0,0,0,0,7,49,69,62,69,48,26,334,3,0,3,18,12,156,367,225,97,132,93,112,1206,0,0
LGA18450,425,54,3441,0,5,8,36,58,174,200,86,40,30,20,8,654,0,0,0,7,13,210,752,426,325,211,178,44,2178,0,0,3,5,4,35,103,74,64,44,30,12,373,7,0,9,55,74,383,538,282,98,136,99,35,1713,3,14,52,171,187,382,286,95,37,33,29,18,1313,3,5,3,22,28,48,41,29,9,16,9,9,218,0,0,0,5,3,3,6,23,13,15,5,13,92,275,164,147,1117,2599,1975,1042,253,90,63,86,361,8175,5,5,0,13,35,29,13,3,0,0,5,1038,1156,306,203,233,1431,3023,3309,3567,2052,1378,1347,884,1593,19314,7,0,3,5,14,44,443,673,753,1156,1114,383,4593,0,0,3,16,27,122,257,152,82,93,72,62,884,6,0,3,12,21,278,1616,1496,1425,1268,1125,480,7728,0,0,0,4,3,41,208,184,174,235,166,74,1086,0,0,11,35,78,554,1273,776,339,433,289,275,4070,6,4
LGA18500,932,39,1905,0,0,0,4,16,32,67,44,31,25,112,11,336,0,0,0,0,0,19,110,83,70,95,338,9,723,0,0,0,0,0,5,4,8,13,11,30,8,88,0,4,0,0,10,43,68,84,36,108,251,13,620,0,3,0,13,15,44,80,57,36,56,148,13,471,0,0,0,0,0,0,11,4,4,4,16,4,48,0,0,0,0,4,3,9,9,6,10,32,10,71,60,22,10,65,78,151,195,116,79,131,297,54,1245,0,0,0,0,0,3,8,0,0,3,6,430,455,66,29,20,94,124,320,625,539,478,930,2151,586,5958,4,0,0,0,0,13,42,51,80,163,785,113,1252,0,0,0,0,0,13,21,19,19,16,72,23,189,0,0,0,4,0,23,75,89,140,188,859,141,1531,0,0,0,0,0,0,14,16,18,40,160,7,250,7,0,0,0,3,40,91,97,44,361,530,121,1285,0,0
LGA18710,108,6,459,0,0,0,0,9,21,27,7,5,0,7,0,86,0,0,0,0,8,24,55,39,38,37,28,0,233,0,0,0,0,0,9,12,3,9,7,10,0,47,0,0,0,7,0,32,42,26,13,22,24,7,177,0,0,0,7,8,30,28,15,14,10,5,0,121,0,0,0,0,0,9,9,0,4,4,4,6,38,0,0,0,0,0,0,3,4,0,0,4,0,19,7,10,5,45,107,139,107,32,9,12,10,26,502,0,0,0,5,4,3,3,0,0,0,0,104,120,16,14,12,71,137,277,331,219,161,205,199,153,1794,4,0,0,0,0,15,48,62,89,136,219,66,644,0,0,0,0,0,8,15,8,15,10,6,5,71,0,0,0,0,4,19,120,100,102,105,123,59,650,0,0,0,0,0,7,17,24,20,37,23,8,136,0,0,0,3,5,36,75,54,12,25,41,17,274,0,0
LGA19399,3,4,41,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,9,18,20,19,18,11,5,4,16,120,0,0,0,0,0,8,4,6,4,3,7,10,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5,0,6,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,12,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
