LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA12390,21,3,17,0,0,41,12,0,8,0,0,21,122,15,75,5,8,231,159,18,100,8,19,303,81,14,102,10,9,219,159,18,172,6,20,371,92,24,150,15,13,295,40,23,79,8,7,159,5,0,4,0,0,13,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,27,5,25,0,3,62,717,114,735,62,90,1718,8,0,8,0,3,20,12,0,0,0,0,15,43,4,19,0,3,74,121,0,59,10,20,210,103,0,58,0,12,179,176,8,151,4,13,355,224,37,252,20,17,554,123,28,215,23,19,418,22,11,41,4,9,80,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,27,10,22,4,3,64,868,111,835,73,103,1983,6,0,4,0,0,5,12,0
LGA12700,11,0,0,0,0,9,0,0,0,0,0,3,13,0,4,0,7,28,18,3,14,3,3,46,15,0,14,0,6,32,10,0,21,4,4,33,3,6,14,4,0,27,5,0,3,0,0,14,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,81,8,77,11,19,198,0,0,3,0,0,6,0,0,0,0,0,0,7,0,4,3,0,16,11,0,3,0,5,18,11,3,8,0,0,15,8,4,14,0,3,34,12,0,31,5,6,50,13,5,17,0,0,31,4,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,12,70,12,81,14,13,198,0,0,0,0,0,3,0,0
LGA12730,5,0,0,0,0,3,5,0,0,0,0,10,34,0,19,0,0,56,39,4,28,4,4,80,13,0,14,0,0,29,11,4,17,0,0,31,3,0,7,0,0,18,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,10,121,19,89,8,6,246,0,0,0,0,0,3,6,0,0,0,0,8,8,0,5,0,0,20,38,0,17,6,3,65,13,0,18,0,0,37,37,0,19,4,0,61,20,5,25,0,0,57,10,0,11,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,10,0,0,18,143,15,116,6,13,294,4,0,5,0,0,10,5,0
LGA12750,7,4,3,0,0,21,5,0,3,0,0,9,55,5,38,0,7,111,104,3,32,4,7,149,82,4,61,0,19,172,178,28,142,13,28,385,120,17,162,15,22,335,42,16,64,12,12,148,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,14,4,15,0,6,36,633,82,529,46,95,1383,13,0,0,0,0,13,12,0,0,0,0,12,19,3,9,0,3,30,62,4,32,0,17,115,51,6,30,0,0,85,118,9,55,6,8,197,187,18,163,13,39,426,131,33,159,15,22,359,17,10,13,0,3,41,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,28,0,15,0,0,47,638,76,477,41,104,1333,7,0,0,0,0,5,3,0
LGA12850,25,6,10,6,4,49,17,0,14,4,0,40,350,17,59,45,52,526,230,59,144,60,64,548,160,34,155,39,60,454,418,77,459,63,121,1139,587,163,889,154,252,2045,537,386,1199,230,306,2660,91,90,211,66,91,541,29,17,35,8,16,105,5,6,11,7,3,25,0,0,4,0,5,11,0,0,0,0,0,6,4,6,6,3,4,34,97,34,97,25,41,305,2550,890,3294,709,1035,8479,21,5,13,4,7,44,21,0,10,0,3,38,93,4,20,7,15,146,307,13,87,35,42,482,168,18,71,20,49,331,204,50,157,52,68,530,694,106,739,110,147,1797,839,366,1507,281,429,3417,480,393,1025,274,377,2556,85,104,209,63,80,541,32,12,52,18,20,140,13,8,18,3,0,47,5,5,4,0,4,20,10,7,7,3,0,24,103,32,102,32,41,309,3067,1118,4024,907,1296,10412,9,0,9,0,0,24,20,0
LGA12870,3,0,6,0,0,17,11,0,3,0,0,16,38,3,11,0,0,58,40,0,25,0,5,72,23,3,29,0,4,62,38,3,47,4,0,97,17,4,23,0,0,43,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,0,7,0,0,18,190,16,159,10,12,380,3,0,7,0,0,9,0,0,3,0,0,9,14,0,6,0,0,24,42,0,12,0,0,55,24,0,15,0,0,39,36,3,36,6,7,89,28,10,45,0,5,86,4,4,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,12,170,12,132,8,9,340,4,0,0,0,0,13,5,0
LGA12900,5,3,5,0,0,14,3,0,0,0,0,6,34,0,11,3,0,49,60,9,41,3,4,108,18,0,15,0,0,36,6,0,14,4,0,22,4,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,10,0,0,25,133,13,113,10,11,276,9,0,0,0,0,9,0,0,0,0,0,4,12,3,8,0,0,30,42,3,20,0,6,70,20,0,12,0,3,40,22,0,30,0,0,59,11,4,14,0,0,24,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,3,25,128,19,108,3,17,275,0,0,0,0,0,3,4,0
LGA12930,24,0,3,0,0,24,6,0,3,0,0,8,94,5,13,9,11,129,93,16,38,12,11,166,75,6,40,8,9,142,158,13,88,7,16,286,526,42,413,43,53,1074,1161,91,925,129,135,2435,536,105,552,91,99,1384,174,43,194,38,39,493,53,17,59,18,16,164,20,10,30,11,8,69,8,4,15,0,3,34,11,0,14,4,0,32,98,11,73,24,21,219,3037,355,2466,386,421,6665,10,0,4,0,0,17,15,0,0,0,0,13,36,0,7,0,0,42,101,0,16,10,12,137,67,4,29,4,10,108,109,7,43,6,19,182,196,15,125,24,17,376,1193,52,912,81,106,2338,1364,145,1101,130,160,2903,628,108,623,96,107,1564,157,50,218,39,55,517,57,23,98,20,16,207,20,7,25,9,9,69,33,13,36,3,8,94,130,8,53,11,18,226,4106,420,3285,426,543,8789,7,0,5,0,0,13,10,0
LGA12950,7,0,0,0,0,11,8,0,7,0,0,17,18,0,15,4,0,39,24,0,14,0,3,47,3,0,4,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,0,9,71,11,55,4,6,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,14,21,0,16,0,0,36,9,0,9,0,0,23,8,0,11,0,0,20,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,9,49,7,61,0,0,116,0,0,0,0,0,5,0,0
LGA13010,3,0,4,0,0,7,6,0,0,0,0,3,30,0,12,0,0,41,46,3,29,5,3,90,22,0,24,0,4,52,9,0,19,0,0,36,5,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,13,123,4,105,9,14,254,0,0,0,0,0,6,3,0,0,0,0,3,15,0,3,0,0,22,28,0,11,0,0,44,22,4,7,0,0,39,30,0,43,3,8,85,19,3,14,5,4,49,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,4,9,124,13,103,16,15,271,3,0,3,0,0,5,4,0
LGA13310,4,5,8,0,0,19,9,0,3,0,0,14,61,9,25,0,8,109,92,8,53,4,16,168,55,9,60,6,14,143,94,9,109,10,14,238,42,21,85,7,14,167,12,6,34,4,0,57,5,0,3,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,8,0,0,32,393,77,383,39,71,963,10,0,3,0,0,14,4,0,0,0,0,0,20,0,4,0,4,32,55,0,24,6,4,82,39,3,25,0,0,73,73,13,66,6,18,176,152,22,155,13,30,367,84,25,167,13,17,300,4,3,19,4,3,38,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,0,5,39,468,73,474,38,81,1138,0,0,0,0,0,5,3,0
LGA13340,4,5,6,0,0,10,3,0,0,0,0,3,23,4,17,0,0,44,27,0,31,3,4,66,14,0,11,0,0,36,10,0,18,0,0,27,4,5,20,0,0,22,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,9,4,0,22,89,19,119,9,14,239,0,0,9,0,0,9,0,0,0,0,0,0,9,0,10,0,0,23,22,0,27,7,4,49,16,7,21,0,0,45,9,0,23,0,6,39,7,0,19,0,0,32,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,78,13,111,8,8,220,4,0,0,0,0,5,0,0
LGA13450,0,0,5,0,3,7,4,0,0,0,0,13,87,3,67,4,6,164,104,9,111,11,20,252,56,12,70,4,14,153,95,11,114,11,20,251,34,9,56,4,11,113,13,14,43,3,3,70,0,4,6,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,4,0,41,412,66,487,41,72,1076,0,0,5,0,0,6,4,0,0,0,0,9,39,3,15,5,0,67,109,14,79,11,18,226,61,5,52,3,9,136,104,14,144,10,7,270,84,20,144,5,18,264,40,29,86,6,13,178,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,0,39,453,89,558,42,67,1211,9,0,0,0,0,7,0,0
LGA13550,0,0,6,0,3,10,0,0,3,0,0,8,20,0,13,0,0,39,39,6,26,5,5,80,24,4,29,4,7,64,29,5,58,4,3,100,18,0,36,0,0,63,10,7,25,4,0,40,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,14,0,6,33,169,32,215,21,29,466,7,0,5,0,0,8,0,0,0,0,0,0,12,0,4,0,0,16,21,0,5,0,0,29,23,9,15,0,0,50,33,4,31,4,12,83,54,7,62,0,7,127,62,8,77,5,6,154,8,0,29,4,0,36,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,3,13,0,5,27,244,29,239,13,28,550,4,0,3,0,0,5,0,0
LGA13660,6,0,12,0,0,17,7,0,4,0,0,9,21,6,15,0,0,48,14,5,16,4,3,44,6,0,8,0,0,16,3,3,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,0,15,69,17,64,8,5,159,5,0,3,0,0,13,3,0,0,0,0,4,19,3,12,0,0,33,15,3,4,3,0,24,11,0,9,0,0,25,11,3,12,5,0,24,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,17,63,14,54,10,4,141,5,0,9,0,0,10,0,0
LGA13800,10,0,11,4,4,23,6,0,0,0,0,11,30,0,8,5,5,50,67,3,45,6,11,128,83,6,88,11,10,202,109,15,105,11,28,267,234,37,265,28,36,600,193,43,229,23,40,527,34,16,60,7,11,130,17,11,25,5,7,64,3,4,3,0,0,12,0,0,0,0,0,3,0,0,4,0,0,3,4,0,3,0,0,16,20,5,41,6,8,79,829,142,889,95,157,2111,8,3,8,0,0,17,0,0,0,0,0,0,6,0,0,0,0,8,32,0,14,0,4,46,45,4,15,0,6,65,79,15,84,7,11,194,128,20,89,9,14,245,318,52,388,30,69,853,151,26,215,26,52,467,42,19,48,10,11,130,19,7,19,3,8,56,5,4,11,0,3,25,5,0,5,0,0,13,9,0,10,0,3,21,21,3,27,0,8,58,852,158,916,92,193,2213,4,0,4,0,0,9,4,0
LGA13850,8,0,6,0,0,14,0,0,0,0,4,9,23,0,14,0,0,31,12,0,21,0,0,35,5,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,14,50,4,50,5,7,113,0,0,0,0,0,7,4,0,3,0,0,7,11,0,12,0,0,24,15,0,15,0,3,22,8,0,9,0,0,17,8,0,10,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,46,4,47,0,7,99,0,0,0,0,0,3,0,0
LGA13910,12,6,11,0,0,26,10,0,10,4,0,20,37,7,24,6,3,77,73,6,51,4,9,141,34,3,48,3,6,94,35,9,53,0,0,98,17,4,25,3,3,48,0,3,4,6,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,13,0,0,24,227,40,235,22,20,542,11,0,18,0,3,29,0,0,0,0,0,0,22,0,10,0,0,31,42,0,29,0,3,81,44,0,43,0,8,92,70,10,75,5,6,161,31,8,66,0,3,112,10,0,18,3,4,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,5,39,256,23,267,17,28,590,3,0,4,0,0,15,4,0
LGA14000,10,3,6,0,0,16,9,0,0,0,0,9,56,0,6,4,5,71,44,3,22,0,4,73,40,0,26,10,0,82,90,8,36,15,4,153,207,14,113,24,13,378,662,59,659,84,64,1522,410,109,705,94,78,1392,108,74,299,75,47,609,39,44,146,42,14,281,21,17,60,20,8,130,5,3,28,8,0,46,13,9,35,4,4,60,47,6,42,5,9,119,1762,356,2184,382,266,4936,3,0,4,0,4,10,5,0,0,0,0,7,28,0,4,0,0,35,40,0,10,6,3,58,28,0,10,3,0,49,41,0,26,5,4,78,115,10,46,12,17,192,418,19,300,41,20,807,669,76,884,67,60,1759,317,106,636,95,83,1240,121,87,361,97,47,721,55,52,184,62,23,376,26,27,109,30,15,204,17,24,79,13,12,147,66,11,57,14,15,167,1955,432,2700,451,306,5844,4,0,0,0,0,3,4,0
LGA14100,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,23,20,0,0,0,0,22,4,0,0,0,0,0,10,0,4,0,4,15,19,0,8,0,5,30,33,0,31,4,3,71,34,0,38,5,4,73,30,0,37,3,9,79,19,0,13,7,3,42,10,0,16,6,7,31,4,0,13,3,4,24,11,9,34,4,3,61,4,0,4,0,0,9,215,24,190,25,36,493,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,21,0,0,3,0,22,9,0,0,0,0,8,9,0,3,0,0,14,6,4,3,0,0,11,31,0,10,0,0,41,41,3,19,3,8,71,40,0,32,0,3,77,31,0,30,0,3,65,15,3,18,3,3,43,6,8,23,3,3,40,19,10,51,15,6,103,11,0,3,3,0,21,236,27,196,26,24,515,0,0,0,0,0,0,0,0
LGA14170,19,0,4,0,3,30,20,3,9,0,0,34,97,4,14,7,10,127,113,0,32,8,6,162,118,5,50,11,11,194,300,14,105,10,17,441,1001,30,450,42,50,1570,2063,59,847,81,67,3113,1401,37,601,49,43,2130,959,13,500,27,22,1523,438,12,314,20,19,803,183,7,192,9,15,411,93,10,113,13,5,238,112,12,149,17,12,309,137,3,48,15,14,207,7053,221,3419,304,301,11295,11,5,5,0,0,14,13,0,0,0,0,8,43,4,16,0,0,57,79,0,13,6,10,117,64,0,23,0,8,107,158,3,42,12,5,216,399,8,117,10,20,557,1736,43,634,57,69,2532,2033,36,826,56,71,3015,1397,31,598,37,66,2127,947,31,572,31,35,1618,530,17,388,23,17,982,246,21,297,27,12,599,329,40,441,59,32,892,138,7,66,22,11,237,8115,246,4036,344,350,13093,8,0,3,3,0,13,12,0
LGA14220,19,6,9,3,0,35,10,0,4,0,0,18,54,0,30,4,5,92,52,9,59,4,13,128,28,6,36,0,5,76,37,9,65,6,4,130,12,0,33,0,7,52,11,0,16,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,0,6,0,5,27,229,42,254,24,41,584,9,3,3,0,0,18,0,0,3,0,0,9,26,0,11,0,3,41,44,6,27,4,3,84,42,4,44,3,0,95,59,5,56,0,15,140,63,11,93,11,12,190,16,7,30,0,4,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,3,3,25,275,41,277,22,39,658,3,0,0,0,0,8,7,0
LGA14300,6,0,4,0,0,7,0,0,0,0,0,4,12,3,7,0,0,22,17,3,25,3,0,47,9,0,11,0,0,23,5,0,17,0,0,16,6,3,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,8,55,3,76,7,3,149,0,0,0,0,0,3,0,0,0,0,0,0,8,0,6,0,0,13,5,0,12,0,5,26,9,6,8,0,0,18,18,0,20,0,0,40,9,3,17,0,0,35,7,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,7,63,9,73,0,9,157,3,0,0,0,0,3,0,0
LGA14350,10,6,6,0,0,16,4,0,3,0,0,6,43,6,20,5,9,77,99,6,66,9,19,199,56,12,68,0,12,146,89,14,97,9,15,228,33,7,67,0,5,121,15,3,17,0,0,40,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,4,0,25,361,60,359,33,65,867,4,0,0,0,0,6,0,0,0,0,0,0,21,0,9,0,0,37,46,7,15,0,7,77,41,0,26,0,7,86,83,11,71,4,10,184,89,13,123,3,16,249,36,12,77,8,11,140,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,3,29,343,51,338,26,68,822,3,0,0,0,0,9,0,0
LGA14400,0,0,0,0,0,0,8,0,0,0,0,8,8,0,5,4,0,12,23,4,3,0,0,33,22,0,10,3,0,32,38,5,23,8,3,70,79,7,78,7,8,175,81,20,119,14,6,242,17,8,31,7,9,68,5,0,12,0,0,21,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,0,6,0,0,12,292,45,290,41,28,694,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,5,8,0,0,0,0,7,14,0,3,0,0,12,19,0,3,0,6,27,38,0,31,0,4,74,106,8,68,12,16,212,69,14,94,4,17,197,18,8,36,7,4,72,7,6,19,0,0,30,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,12,0,4,0,0,21,294,41,272,20,49,678,0,0,0,0,0,4,4,0
LGA14500,0,0,0,0,0,3,3,0,3,0,0,8,21,0,4,0,0,25,16,0,3,0,0,23,10,0,6,0,0,17,12,0,13,0,3,27,65,4,17,4,3,98,160,16,103,13,10,301,229,22,187,48,19,504,169,34,259,45,28,534,78,51,244,60,27,461,53,42,208,31,19,350,34,22,182,31,14,283,55,113,367,90,28,655,21,13,41,3,8,84,934,310,1634,327,160,3368,0,0,3,0,4,11,0,0,0,0,0,0,7,0,4,0,0,12,15,0,3,3,0,20,10,0,3,0,0,11,18,4,13,0,0,39,32,0,23,3,4,60,101,8,44,4,6,163,328,11,146,24,16,516,267,30,351,50,36,729,178,41,318,57,26,624,91,52,231,68,29,468,54,32,234,51,19,390,146,177,576,204,59,1165,40,11,43,15,9,120,1289,372,1983,486,201,4328,0,0,0,0,0,0,0,0
