LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA10800,5,0,6,0,0,14,0,0,4,0,0,7,20,0,5,0,6,29,16,4,15,0,4,38,8,0,10,0,3,23,8,4,23,0,0,35,3,0,8,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,75,12,84,0,10,182,4,0,5,0,0,14,0,0,5,0,0,3,9,0,8,0,0,12,7,0,14,0,3,27,6,0,8,0,0,16,16,4,24,0,0,41,6,0,7,0,0,14,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,12,46,11,72,5,9,139,5,0,0,0,0,7,0,0
LGA10850,4,0,4,0,0,9,3,0,6,0,0,10,20,0,4,0,0,27,27,8,20,5,5,64,6,4,19,4,0,35,10,3,19,0,0,36,10,4,12,0,0,26,4,0,8,0,0,12,0,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,14,83,22,101,18,9,229,0,0,3,0,0,4,0,0,0,0,0,0,4,0,4,0,0,6,18,0,4,0,0,23,11,0,17,0,0,32,34,8,19,0,5,66,14,0,35,6,5,52,7,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,89,13,97,7,23,223,4,0,3,0,0,5,0,0
LGA10900,4,0,3,0,0,6,4,0,0,0,0,5,21,0,8,0,0,28,58,4,12,8,0,91,67,7,40,5,8,125,141,10,140,10,14,313,285,27,298,32,25,668,138,38,279,27,23,505,38,13,70,12,9,150,11,5,19,3,0,34,3,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,26,5,16,0,7,52,796,103,905,96,87,1988,7,0,3,0,0,11,4,0,0,0,0,4,9,4,3,0,0,21,8,0,13,0,3,23,22,3,14,0,9,44,54,5,27,5,3,99,155,12,124,6,18,318,348,49,370,25,41,835,124,41,209,17,26,425,33,21,65,14,5,140,4,4,11,6,0,26,3,0,6,0,0,9,0,0,0,0,0,7,4,0,0,0,0,5,28,0,16,0,8,54,817,136,865,82,116,2014,0,0,0,0,0,3,0,0
LGA10950,3,0,8,0,0,10,0,0,0,0,0,0,11,0,4,0,3,22,16,0,16,4,0,32,9,0,7,0,3,20,3,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,45,3,54,3,11,111,4,0,7,0,0,14,0,0,0,0,5,3,8,0,8,0,0,18,10,0,12,0,0,27,4,0,4,5,0,15,10,0,7,0,0,20,4,0,3,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,9,45,4,38,6,14,112,0,0,0,0,0,4,0,0
LGA11150,22,0,24,0,0,49,0,0,4,0,0,11,6,0,15,0,4,23,10,0,14,0,0,26,6,4,6,0,0,14,0,0,5,0,0,4,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,55,5,69,6,0,146,22,0,15,0,0,36,0,0,4,0,0,6,3,0,5,3,0,12,5,0,10,0,0,19,13,0,11,0,0,19,0,0,10,0,0,15,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,14,50,4,58,9,3,124,11,0,8,0,0,21,5,0
LGA11200,7,0,12,3,0,30,4,0,7,0,0,20,10,0,18,0,4,27,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,11,31,8,50,5,3,104,14,0,0,0,0,17,14,0,15,0,3,31,10,0,12,0,0,19,7,0,6,0,0,16,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,9,43,0,8,103,5,0,4,0,0,5,4,0
LGA11250,15,0,12,0,0,30,5,0,3,0,0,12,38,0,16,0,6,65,62,6,62,3,4,145,39,6,27,0,0,67,28,4,22,0,0,52,10,0,24,0,0,31,4,0,10,0,0,14,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,4,22,217,16,184,4,22,447,12,0,6,0,0,21,14,0,9,0,0,24,19,8,14,0,3,39,37,0,31,0,7,80,26,6,34,0,5,63,56,5,35,3,0,100,37,4,34,0,3,84,15,0,24,0,0,36,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,11,0,0,14,221,21,197,9,21,468,4,0,3,0,0,9,9,5
LGA11300,8,0,6,0,0,6,4,0,5,0,0,4,18,0,5,0,0,29,22,0,9,0,0,34,13,0,4,0,0,20,59,0,19,0,0,89,108,0,60,10,8,188,368,20,201,25,27,639,258,17,173,32,21,500,75,8,75,10,9,172,25,4,27,10,0,66,8,6,17,4,0,36,3,0,3,3,4,13,4,4,10,4,4,18,33,5,6,0,8,57,1009,66,618,103,82,1880,0,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,13,29,0,5,4,3,43,5,0,6,0,0,12,27,0,15,0,0,51,60,3,14,8,3,88,217,3,148,10,8,388,446,22,267,36,34,804,264,30,167,36,17,505,139,13,98,22,11,281,46,8,40,5,0,101,16,0,14,3,0,46,14,3,14,0,6,39,34,0,18,8,3,65,1325,84,811,132,88,2445,0,0,0,0,0,0,0,0
LGA11350,3,0,0,0,0,12,5,0,0,0,0,5,12,0,4,0,0,23,21,0,11,3,3,38,21,0,12,0,0,40,46,0,16,7,3,70,91,8,90,5,6,198,174,24,203,16,17,440,60,15,90,6,4,174,22,8,53,6,5,90,5,7,12,0,0,29,0,0,6,0,0,14,0,0,5,0,0,10,4,0,4,0,0,7,9,0,14,3,0,35,483,72,518,51,49,1178,3,0,0,0,0,4,0,0,0,0,0,3,3,0,8,0,0,11,13,0,0,0,3,20,25,0,13,4,0,38,22,0,18,0,7,45,62,0,29,0,0,98,139,15,145,6,12,318,107,19,131,16,14,287,78,9,101,9,7,200,32,5,44,5,6,84,11,3,23,0,0,41,13,0,8,4,0,31,12,0,19,3,0,34,7,5,16,6,0,31,532,57,547,50,48,1240,6,0,0,0,0,6,0,0
LGA11400,9,0,4,0,0,14,4,0,3,0,0,14,19,4,14,3,3,45,30,10,40,4,7,88,10,5,19,0,8,39,18,0,16,0,0,38,10,3,13,0,0,33,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,26,118,27,129,11,20,306,5,0,6,0,0,10,0,0,3,0,0,3,17,3,7,0,3,30,18,4,20,0,7,47,21,6,15,0,5,42,24,6,39,0,0,69,6,6,37,3,3,58,4,6,13,0,0,21,5,0,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,13,0,0,33,115,25,156,13,18,327,7,0,6,0,0,13,0,0
LGA11450,7,0,0,0,0,13,6,0,0,0,0,6,18,0,10,3,7,42,19,3,14,0,3,38,20,0,5,4,0,35,35,5,26,0,14,81,110,26,134,14,17,297,184,51,284,33,54,607,72,47,213,31,44,404,17,18,37,16,10,89,6,0,6,0,0,11,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,17,6,11,0,4,47,523,154,736,103,160,1679,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0,0,19,33,0,5,3,3,45,13,0,6,0,0,22,37,6,39,3,0,83,63,0,38,4,11,108,236,23,252,24,52,587,356,98,520,61,115,1154,125,77,268,49,61,579,13,8,40,10,13,80,7,5,12,4,5,29,0,0,0,0,0,0,6,0,4,0,0,7,36,0,32,7,6,79,934,220,1218,159,277,2807,5,0,0,0,0,5,0,0
LGA11500,24,0,16,0,3,44,13,8,14,0,7,35,280,22,75,18,37,441,149,67,191,30,78,511,123,33,139,20,57,365,312,77,361,49,138,939,635,135,876,73,170,1892,323,123,591,69,105,1200,58,31,104,19,37,248,7,3,15,0,9,39,0,0,0,0,0,8,0,0,3,0,0,9,0,0,0,0,0,0,8,0,11,0,0,18,72,20,58,11,25,195,1998,521,2460,301,668,5943,20,0,8,0,0,28,16,0,4,0,5,22,62,11,34,5,11,112,265,20,98,11,36,431,93,11,67,16,37,224,110,40,102,24,54,327,422,78,508,50,121,1181,1085,259,1653,151,278,3418,329,137,575,83,129,1246,68,39,137,13,29,292,10,7,14,3,7,41,10,0,9,0,0,18,3,0,4,0,0,6,0,0,5,0,0,9,70,10,70,12,31,186,2562,612,3289,358,727,7555,7,0,0,0,0,9,12,0
LGA11520,0,0,0,0,0,10,12,0,0,0,0,11,48,0,4,0,4,59,37,0,13,6,6,68,46,0,28,0,7,82,44,0,21,5,3,73,116,3,62,5,14,205,473,15,250,21,23,783,774,33,447,42,39,1340,534,37,375,32,36,1020,198,13,204,28,14,451,94,12,114,23,11,250,45,8,54,12,0,125,43,10,60,11,13,138,56,3,23,8,5,104,2531,143,1674,192,180,4713,7,0,0,0,0,5,0,0,3,0,0,4,21,0,5,0,0,27,34,0,8,0,0,48,31,0,8,5,3,46,65,0,30,0,11,94,82,3,24,8,12,127,221,6,106,10,17,356,979,20,397,29,32,1457,908,28,565,43,50,1591,659,34,498,50,54,1297,231,24,253,28,32,560,80,13,138,17,17,274,107,31,167,24,23,353,72,8,48,11,8,142,3504,166,2241,230,244,6385,0,0,0,0,0,3,9,0
LGA11570,68,3,17,5,3,102,46,0,16,5,3,75,611,33,108,26,59,846,343,80,194,79,71,768,195,49,173,32,42,491,546,102,650,74,99,1462,1592,251,2299,199,252,4589,1439,451,2402,310,354,4952,459,259,955,131,179,1983,126,72,292,36,50,569,38,15,81,15,12,157,19,9,17,3,3,52,4,0,4,0,0,9,17,0,36,3,9,60,191,44,192,44,56,528,5691,1373,7443,946,1200,16652,22,0,10,0,0,34,54,0,6,3,8,64,161,7,54,12,17,249,554,25,139,48,60,823,250,31,93,34,62,471,257,61,191,49,88,647,901,138,1204,102,134,2481,2412,378,3668,325,326,7110,1355,466,2227,271,441,4755,546,303,1082,182,212,2325,232,141,449,87,85,991,53,21,114,24,30,242,27,4,46,5,12,97,24,10,39,11,9,81,219,40,209,49,81,598,7061,1635,9522,1206,1542,20966,28,0,19,0,0,50,50,0
LGA11600,6,0,11,0,0,16,3,0,0,0,0,3,9,0,9,0,0,21,15,3,9,0,0,23,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,14,43,8,43,0,0,91,3,0,3,0,0,13,0,0,0,0,0,0,7,0,3,0,3,20,7,0,13,0,0,21,8,0,9,0,0,19,8,0,9,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,3,19,48,3,51,7,6,118,3,0,3,0,0,11,0,0
LGA11650,28,3,18,0,0,56,53,5,8,0,5,64,330,7,56,10,18,422,338,37,146,23,39,587,357,22,213,30,61,686,923,97,762,70,114,1965,1663,232,1757,109,248,4010,829,274,1342,150,243,2834,203,89,336,35,59,729,46,37,98,23,20,230,24,10,35,5,4,83,13,4,10,0,0,27,4,0,0,0,0,6,23,3,18,0,4,50,131,8,97,22,16,279,4973,833,4902,485,835,12027,11,0,4,0,0,17,16,0,0,0,0,18,90,0,22,3,11,132,292,7,39,17,28,381,165,12,73,10,19,281,384,23,161,22,47,633,1193,83,793,84,181,2338,2059,260,2200,197,391,5103,740,252,1153,160,178,2482,199,71,323,73,76,739,64,34,101,20,25,252,19,10,41,13,6,88,12,3,22,0,3,42,9,10,27,5,4,50,112,17,98,11,30,270,5372,784,5051,616,999,12831,24,0,9,0,0,34,16,0
LGA11700,24,0,19,0,0,43,6,0,4,0,0,7,12,9,22,0,5,49,5,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,50,12,47,0,4,111,9,0,12,0,4,22,0,0,7,0,5,13,9,0,12,0,3,29,6,0,3,0,0,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,23,4,51,0,9,89,6,0,0,0,0,10,4,0
LGA11720,6,0,3,0,0,18,9,0,3,0,0,12,62,6,16,4,4,94,95,9,80,11,23,214,71,5,71,3,15,169,153,24,199,11,19,409,152,28,216,11,30,442,90,13,143,4,8,263,8,0,10,0,0,22,3,0,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,17,0,19,4,8,43,667,88,780,51,116,1707,4,3,0,0,3,12,5,0,0,0,0,5,19,0,0,3,4,31,68,3,17,0,10,99,58,7,38,0,6,104,158,10,98,9,13,290,307,42,313,13,47,727,172,59,293,28,36,592,19,8,25,0,6,52,11,0,6,0,0,26,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,7,8,0,8,39,854,126,799,68,142,1988,4,0,0,0,0,7,3,0
LGA11730,9,5,11,0,0,26,8,0,0,0,5,15,60,3,31,3,12,116,138,4,70,7,15,232,93,11,75,4,10,193,157,18,177,10,30,391,146,42,208,21,19,434,36,13,61,7,5,116,3,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,18,0,16,0,4,34,673,100,660,49,100,1586,10,0,12,0,0,21,8,0,4,0,0,8,30,0,12,5,0,40,65,9,27,6,9,113,76,3,32,4,10,120,154,21,98,10,24,297,234,39,239,27,31,578,119,26,152,12,28,334,20,7,22,7,0,57,8,0,3,0,0,14,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,28,3,15,0,4,54,748,109,628,62,114,1658,5,0,6,0,0,9,3,0
LGA11750,12,0,12,0,3,31,4,0,4,0,0,4,25,3,30,3,3,59,26,0,36,3,0,68,20,0,3,0,0,26,14,3,17,3,6,42,4,4,14,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,7,0,0,12,109,15,129,10,12,277,10,0,10,0,0,21,6,0,7,0,0,13,12,0,4,0,0,23,30,3,55,0,3,92,6,0,8,0,0,23,13,4,3,0,0,27,19,6,17,0,0,41,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,13,108,18,116,10,11,256,3,0,3,0,0,13,7,0
LGA11800,16,0,8,0,0,26,4,0,0,0,0,8,108,3,25,4,4,146,126,10,54,11,15,214,113,9,67,7,12,210,244,24,172,18,30,493,372,62,420,22,36,899,194,82,372,46,36,725,40,23,90,10,14,170,7,0,25,5,0,34,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,14,35,5,31,4,8,78,1267,209,1276,118,155,3035,4,0,0,0,0,3,0,0,0,0,0,0,25,0,14,0,0,42,106,3,20,0,5,132,60,7,29,4,9,107,175,7,106,9,11,308,339,32,277,25,48,720,434,109,524,58,80,1206,137,45,226,17,40,460,25,5,46,8,5,89,0,0,12,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,40,4,24,0,8,77,1341,215,1280,130,207,3177,4,0,0,0,0,5,4,0
LGA12000,3,0,6,0,0,10,4,0,0,0,0,11,13,0,11,0,0,26,7,4,11,0,0,27,3,0,4,0,0,8,3,0,8,0,0,10,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,38,0,3,97,3,4,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,6,14,0,11,3,0,29,5,0,8,0,0,16,14,5,5,0,0,22,7,4,4,0,0,15,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,12,43,6,0,107,0,0,0,0,0,5,0,0
LGA12150,9,0,7,0,4,23,7,0,0,0,0,6,20,0,16,0,3,41,8,0,11,0,0,28,0,0,0,0,0,4,3,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,8,0,0,15,60,4,48,3,8,123,8,0,0,0,0,6,0,0,4,0,0,5,7,0,3,0,0,13,10,6,13,0,0,22,3,0,8,0,0,18,7,3,9,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,44,7,43,3,6,102,3,0,4,0,0,6,4,0
LGA12160,6,0,4,0,0,15,3,0,0,0,0,4,34,0,14,0,0,56,51,9,44,0,6,112,11,0,15,3,4,35,12,0,17,0,3,35,8,0,8,0,3,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,5,9,0,0,22,147,16,121,6,17,312,12,0,10,0,0,20,3,0,0,0,0,4,17,0,12,0,0,28,43,0,17,0,5,65,28,5,16,3,5,56,47,8,36,0,6,97,15,5,26,0,0,44,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,29,178,15,140,10,19,360,5,0,0,0,0,10,0,0
LGA12350,4,0,0,0,0,6,10,0,8,0,0,9,36,6,19,0,3,66,84,14,53,9,11,173,24,0,34,4,4,64,15,0,20,5,3,45,14,3,4,5,0,22,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,15,192,26,147,15,20,409,3,0,3,0,0,7,6,0,0,0,0,6,21,0,4,0,3,31,51,0,33,8,3,98,30,3,34,0,9,71,50,11,47,4,5,110,16,3,21,4,3,44,4,0,5,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,10,0,0,3,3,19,187,17,148,13,29,403,7,0,0,0,0,6,7,0
LGA12380,42,3,11,3,0,57,32,0,19,0,0,55,306,6,65,22,29,432,205,37,150,42,33,468,115,21,120,17,23,296,321,60,336,39,58,814,1053,157,1466,131,170,2968,1456,332,2252,264,237,4544,397,142,554,93,76,1261,60,23,107,31,22,240,15,7,21,8,4,53,0,0,12,0,0,19,0,0,3,0,0,7,12,11,23,0,0,42,135,29,139,23,42,362,4151,831,5278,667,697,11616,19,0,15,0,0,37,35,0,12,4,0,43,105,0,39,6,3,157,302,16,102,26,25,478,148,16,76,20,15,273,157,34,154,32,38,419,450,74,480,51,64,1118,1972,282,3136,214,243,5849,1094,395,1998,240,286,4013,373,153,594,107,109,1333,114,54,186,41,50,447,40,20,51,13,13,144,3,6,21,3,0,36,16,6,20,3,0,53,153,29,151,32,37,408,4981,1096,7034,799,900,14808,14,0,13,0,0,23,29,0
