LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA12380,17221,12314,12730,12473,12320,11297,7968,5196,2207,93723,3027,1602,4841,2227,1158,637,316,160,29,14012,11970,6769,7524,5179,3327,1845,840,266,41,37759,8,11,12,12,10,10,11,8,0,66,0,6,0,0,3,0,0,0,0,11,296,381,927,158,55,43,23,3,3,1894,186,128,214,158,114,91,45,10,5,950,481,510,1142,319,176,131,64,15,6,2854,3469,3200,3853,2685,2954,1771,686,401,118,19145,3260,2413,2989,1956,1794,1298,777,611,354,15455,40801,28151,34665,26484,23747,18307,11211,7007,2861,193233,958,1011,1614,1291,1674,1614,674,327,124,9287,969,742,950,1022,1287,1680,1640,968,637,9885,26,18,20,18,31,28,9,6,6,159,396,237,344,346,284,274,185,98,42,2216,15,9,23,3,6,0,0,0,0,59,9960,6569,7022,6789,6679,5800,4793,2929,1309,51848,23,10,20,17,18,20,14,9,6,132,944,656,646,797,742,536,648,447,122,5545,75,45,60,73,58,61,38,21,6,446
LGA12390,7861,4639,3916,4687,5257,4616,3416,2104,774,37266,29,13,39,17,21,14,3,0,0,142,38,27,16,24,22,4,5,0,0,130,0,0,6,5,0,0,5,4,0,19,6,7,3,8,4,4,0,0,0,31,0,4,0,5,0,0,0,0,0,14,16,8,13,17,24,10,7,3,0,96,25,17,23,27,30,15,7,3,0,143,1690,924,882,694,581,435,175,92,35,5514,781,636,588,533,505,378,270,156,46,3896,10456,6290,5498,6024,6446,5469,3875,2366,864,47297,59,28,72,69,46,26,8,0,0,317,1972,1196,1131,1304,1710,1734,1438,926,364,11772,0,0,0,0,0,0,0,0,0,3,186,81,112,107,107,149,111,59,16,922,0,0,0,0,0,0,0,0,0,6,3549,1960,1704,1618,1907,1638,1180,700,261,14516,9,6,0,6,9,8,9,0,0,40,19,17,20,24,17,28,22,15,3,164,17,14,6,12,8,21,19,6,0,107
LGA12700,1072,657,474,796,1029,983,717,333,134,6195,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,6,0,0,12,0,0,6,3,0,3,6,0,0,17,348,206,151,142,206,205,97,42,6,1408,135,74,61,79,89,87,59,40,16,653,1566,941,696,1033,1336,1283,887,421,164,8320,16,9,7,7,10,6,0,0,0,57,458,244,214,312,418,443,388,198,70,2755,0,0,0,0,0,0,0,0,0,0,29,16,9,17,23,40,27,24,10,209,0,0,0,0,0,0,0,0,0,0,336,170,168,163,246,230,174,97,26,1616,0,0,0,0,4,0,0,0,0,4,0,0,4,0,3,4,0,0,0,16,3,0,0,3,0,0,0,0,0,3
LGA12730,1048,592,460,750,957,967,734,498,185,6193,0,0,0,4,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,13,3,4,4,7,0,0,0,3,0,17,492,263,215,210,161,149,71,44,9,1613,170,95,59,103,92,112,74,57,25,796,1718,955,749,1073,1217,1237,882,606,223,8664,0,3,3,14,5,5,0,0,0,27,179,122,89,164,218,289,237,153,80,1530,0,0,0,0,0,0,0,0,0,0,19,11,13,15,29,17,13,5,0,130,0,0,0,0,0,0,0,0,0,0,408,254,214,233,287,303,232,168,48,2137,0,0,0,0,0,7,0,0,0,7,6,0,4,6,6,3,3,3,0,28,9,5,0,6,6,5,3,0,0,37
LGA12750,3216,1770,1363,2324,3248,4324,3917,2320,919,23401,0,4,5,7,7,10,0,3,0,35,10,4,7,7,5,0,4,0,0,39,0,0,0,0,4,8,10,0,0,20,9,7,3,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,15,20,27,37,31,8,4,0,154,25,20,20,30,39,31,8,4,0,175,1895,969,737,934,1117,1317,758,363,104,8187,704,380,279,389,475,566,422,268,102,3572,5886,3186,2426,3754,4959,6293,5139,2968,1133,35743,40,25,38,44,46,72,45,3,0,320,805,466,353,636,968,1625,1930,1055,499,8334,0,0,0,0,0,0,0,0,0,0,36,23,16,21,42,67,82,40,23,345,0,0,0,0,0,0,0,0,0,0,1122,652,546,734,1055,1460,1384,801,227,7991,0,0,0,0,0,4,6,3,4,13,23,15,14,20,31,22,51,26,6,197,44,26,24,37,40,31,34,14,9,256
LGA12850,19952,15333,13079,13663,14822,13145,8816,5687,1785,106283,230,198,277,191,212,155,63,12,3,1342,3387,1672,1720,1276,947,579,245,79,11,9919,0,0,8,7,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,17,31,64,8,8,3,3,0,0,132,268,233,202,164,178,116,63,34,7,1269,284,266,263,175,187,126,63,33,7,1401,3219,2823,2506,1814,1831,1326,522,354,89,14489,2591,1670,1447,1419,1442,1184,685,465,179,11071,38221,28137,25090,25507,26931,21330,12246,7816,2488,187764,6669,5644,5083,5713,7116,6303,2738,1186,689,41136,714,738,706,689,1071,1329,1085,670,350,7352,1404,960,1017,953,1095,950,631,368,109,7486,500,386,372,304,293,336,175,85,36,2485,4,5,0,0,4,0,0,0,0,11,11628,8652,7453,7300,8166,7538,5623,3708,1341,61406,3,5,11,3,7,14,9,3,0,59,1170,843,866,1007,1004,1077,993,567,233,7763,99,96,85,89,98,98,86,41,15,709
LGA12870,1406,781,627,959,1252,1436,1315,833,264,8871,4,0,3,3,0,0,0,0,0,6,0,0,8,6,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,0,3,5,0,0,0,0,10,637,269,262,284,229,244,137,70,17,2149,198,131,85,101,130,135,108,100,55,1040,2253,1187,994,1358,1630,1833,1561,1006,330,12158,13,7,11,13,9,7,4,0,0,63,282,188,134,212,313,477,489,286,98,2475,0,0,0,0,0,0,0,0,0,0,29,21,12,16,19,15,18,21,0,148,0,0,0,0,0,0,0,4,0,4,627,339,262,329,435,471,458,271,100,3293,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,6,0,0,0,15,5,0,0,4,0,3,3,0,0,25
LGA12900,1470,826,694,866,1044,1050,851,523,199,7517,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,0,0,0,0,0,16,6,3,4,6,0,0,0,0,0,16,307,153,129,92,109,82,53,21,4,956,145,87,52,87,54,80,55,44,29,639,1932,1075,882,1060,1206,1224,963,594,229,9166,7,5,3,5,4,6,0,0,0,29,323,219,178,265,348,359,330,249,110,2370,0,0,0,0,0,0,0,0,0,0,62,14,22,31,14,12,17,3,3,181,0,0,0,4,0,0,4,0,0,6,759,468,349,335,401,376,325,217,63,3294,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,5,4,0,20,0,0,0,0,4,4,6,0,0,17
LGA12930,14562,9624,9087,11617,11483,9697,7249,5353,2775,81449,454,562,1409,431,226,161,81,37,8,3362,1477,875,1019,732,459,308,170,55,11,5121,15,24,23,30,34,55,28,10,16,242,0,0,0,0,0,0,0,0,0,5,54,38,114,32,17,13,5,0,0,269,41,29,77,61,64,38,9,4,0,331,91,68,191,98,84,49,11,12,0,606,4943,4592,5669,3749,4216,2685,1162,813,248,28070,1621,1312,1484,1096,1188,911,606,407,256,8879,23849,17889,20335,18926,18994,14710,9711,6929,3374,134715,625,703,1541,1167,1142,1014,491,249,93,7037,1490,1123,968,1326,1728,1922,1916,1260,1012,12756,3,0,4,0,0,0,0,0,0,14,412,322,285,329,404,363,251,157,89,2605,0,3,0,0,3,0,5,0,5,14,6054,3972,3612,4175,4270,3616,2836,1890,936,31354,11,17,18,14,11,14,6,9,3,105,2956,1930,1356,2158,2486,1398,1271,894,276,14725,60,49,49,68,60,33,32,20,6,370
LGA12950,632,383,299,395,548,496,442,253,89,3533,5,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,150,59,63,58,44,43,25,6,0,453,86,36,24,30,56,41,35,32,19,362,869,477,384,489,656,585,501,288,114,4367,4,0,0,0,6,0,0,0,0,10,189,96,92,114,142,189,151,115,24,1124,0,0,0,0,0,0,0,0,0,0,6,6,0,3,9,7,4,3,0,41,0,0,0,0,0,0,0,0,0,0,209,117,110,84,119,126,115,74,29,985,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,7,0,8,10,4,5,0,3,31
LGA13010,1073,591,519,671,969,1047,931,533,190,6525,0,4,5,0,3,0,0,0,0,12,4,5,3,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,3,12,4,0,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,0,6,8,6,6,9,4,4,0,45,4,9,15,11,5,9,4,4,0,60,352,187,143,139,140,137,68,34,19,1217,123,97,92,109,123,106,61,42,7,768,1566,895,780,936,1265,1320,1065,623,221,8656,5,0,8,4,7,3,4,4,0,33,386,226,171,252,334,431,437,285,106,2623,0,0,0,0,0,0,0,0,0,0,24,5,5,14,15,21,19,9,7,131,0,0,0,0,0,0,0,0,0,0,392,193,138,176,214,269,238,120,34,1771,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,13,0,4,3,0,9,11,10,3,3,43
LGA13310,3735,2410,2056,2669,3054,2896,2223,1369,522,20943,11,4,12,9,0,6,0,0,0,44,26,7,11,15,3,5,0,0,4,71,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,12,4,10,11,12,8,13,4,0,0,67,4,14,20,13,10,13,4,0,0,76,967,554,475,479,459,411,192,86,20,3643,432,300,392,387,345,295,219,107,40,2514,5217,3304,2988,3617,3917,3644,2654,1561,580,27481,33,17,39,41,40,26,20,4,0,223,1104,723,711,856,1081,1199,1059,580,257,7573,0,0,0,0,0,0,0,0,0,0,89,38,39,38,44,41,38,25,10,364,33,36,11,19,16,3,4,9,0,123,1541,1006,899,995,1180,1096,868,484,196,8263,0,0,0,0,0,0,0,0,0,4,28,17,15,19,29,34,20,28,9,199,13,0,5,11,10,8,18,8,5,85
LGA13340,1512,774,608,868,1169,1166,817,454,193,7567,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,15,0,4,0,0,10,3,0,0,0,15,376,208,153,181,194,165,83,16,6,1387,181,94,66,101,101,126,97,37,3,799,2076,1079,827,1158,1478,1479,1005,507,205,9815,0,6,0,4,13,4,4,0,0,38,353,173,128,192,321,356,283,125,66,2005,0,0,0,0,0,0,0,0,0,0,36,8,14,17,22,8,22,6,0,131,0,0,0,0,0,0,0,0,0,0,568,250,208,250,289,306,253,95,38,2261,0,0,0,0,3,0,0,0,0,3,4,6,4,5,5,3,0,0,0,20,5,4,7,0,3,0,0,0,0,17
LGA13450,4002,2391,2061,2420,2664,2206,1510,1160,443,18857,71,23,103,47,30,8,3,4,0,289,109,60,67,68,33,17,4,0,0,356,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,5,185,92,187,98,61,62,15,6,5,718,3,11,3,13,5,4,0,0,0,44,191,98,194,114,73,66,16,6,5,767,625,298,356,298,224,132,80,34,7,2051,466,308,287,257,243,199,104,68,27,1953,5481,3196,3079,3213,3271,2640,1726,1271,480,24365,21,13,42,24,6,9,4,0,0,121,545,363,354,412,496,494,378,196,116,3347,0,0,0,0,0,0,0,0,0,0,36,21,16,27,25,30,16,10,0,179,11,21,9,9,11,4,4,5,0,77,2094,1194,1169,1094,1397,1221,883,746,323,10127,0,0,0,0,0,0,0,0,0,0,9,0,3,16,4,4,0,0,0,34,13,4,11,9,12,16,11,5,4,89
LGA13550,1750,1072,907,1139,1374,1260,1013,651,193,9346,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,16,3,3,0,3,11,5,0,0,0,24,533,269,239,164,170,112,41,21,7,1556,264,136,130,106,99,100,96,91,70,1093,2550,1484,1285,1411,1661,1485,1152,765,270,12063,9,4,8,8,4,6,3,0,0,39,571,334,368,404,522,543,460,295,132,3621,0,0,0,0,0,0,0,0,0,0,24,14,13,22,22,25,15,12,9,154,0,0,0,0,0,0,0,0,0,0,752,387,413,371,367,370,269,188,80,3208,0,0,0,0,4,0,0,0,0,4,3,3,0,3,5,0,0,0,0,19,0,0,0,0,3,10,0,4,0,16
LGA13660,717,340,333,501,600,592,569,303,116,4072,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,0,7,154,97,74,77,68,63,42,10,6,589,72,11,21,28,27,36,44,21,9,278,940,451,435,612,699,701,654,338,137,4961,4,0,4,0,4,3,0,0,0,15,310,155,148,202,276,312,363,194,76,2028,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,6,4,0,0,28,0,0,0,0,0,0,0,0,0,0,258,114,93,124,155,116,120,81,18,1072,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA13800,9459,6352,5013,6655,6954,5476,3468,1742,715,45839,13,12,31,8,9,10,9,0,0,96,47,32,32,35,21,13,6,0,0,195,0,3,9,3,10,12,5,3,0,47,5,8,6,0,4,0,0,0,0,16,3,0,5,0,0,0,0,0,0,14,34,32,34,41,53,29,11,8,3,249,41,39,38,44,58,31,12,8,4,275,2701,1867,1591,1414,1390,949,393,158,52,10524,1073,788,558,690,673,579,367,173,83,4988,13369,9153,7342,8913,9194,7135,4294,2089,869,62352,40,41,84,65,57,61,41,9,0,401,2609,1819,1492,2048,2557,2218,1783,954,389,15873,0,4,0,0,0,0,0,3,0,6,246,158,131,139,158,141,122,57,19,1165,57,42,20,22,28,14,7,3,4,202,4087,2573,2133,2295,2609,1894,1397,586,194,17765,13,5,7,10,11,16,10,8,0,89,104,78,74,72,100,74,56,44,15,629,40,51,33,28,41,32,23,22,3,277
LGA13850,419,248,172,288,446,330,277,186,62,2418,6,0,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,0,0,9,3,3,0,0,0,0,12,132,36,44,31,39,12,15,8,0,324,38,31,19,24,16,18,21,7,0,169,596,319,244,351,511,361,309,197,62,2953,0,0,4,0,0,0,0,0,0,6,84,56,46,70,118,138,136,68,16,727,0,0,0,0,0,0,0,0,0,0,8,0,4,4,3,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,204,120,88,94,148,117,90,68,14,949,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0
LGA13910,2844,1500,1230,1755,2040,2129,1669,1002,419,14587,8,0,3,4,0,0,0,0,0,19,63,25,32,12,13,10,10,0,0,172,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,6,0,0,0,25,0,4,0,9,5,5,0,0,0,26,607,290,267,249,218,221,112,36,12,2010,345,161,119,173,151,147,126,85,27,1333,3867,1979,1664,2212,2439,2538,1931,1125,461,18215,4,4,3,17,7,7,13,4,0,72,650,433,355,508,663,768,792,418,204,4791,0,0,0,0,0,0,0,0,0,0,47,10,18,18,19,11,23,10,4,161,30,21,13,16,12,10,7,3,0,108,1370,769,555,681,868,793,754,423,157,6372,0,0,0,0,0,0,0,0,0,0,18,3,6,9,8,5,10,7,0,62,12,3,4,8,10,9,12,4,0,62
LGA14000,17093,11003,7397,12178,13438,10581,7581,4884,2806,86961,1030,561,880,903,698,330,129,58,21,4610,471,340,418,340,299,187,72,34,12,2166,87,49,56,73,64,79,30,33,21,486,0,0,0,0,0,3,0,0,0,3,114,80,141,89,48,42,13,7,4,535,122,120,89,127,136,85,46,19,11,758,239,200,226,221,189,129,58,19,18,1300,6085,4504,3912,4645,4544,3301,1472,673,271,29409,1497,1108,1035,1074,1181,979,570,408,289,8128,27051,18270,14508,20144,21300,16153,10152,6193,3465,137241,536,425,572,806,839,656,339,133,45,4348,3656,2340,1256,2584,3501,2937,2793,1861,1148,22068,4,0,0,0,0,0,0,0,0,11,550,475,335,380,528,508,350,207,77,3411,32,6,24,8,10,9,3,10,10,122,6814,4076,2579,4131,4608,3627,2579,1506,680,30598,44,12,11,34,22,28,36,11,6,206,250,166,126,221,255,145,134,93,25,1424,33,30,30,49,28,37,19,18,3,247
LGA14100,1875,1248,635,1208,1232,1120,735,588,359,9000,12,9,18,24,9,8,3,0,0,85,26,8,21,16,23,8,11,8,0,118,0,0,0,5,5,23,17,71,210,333,0,0,0,0,0,0,0,0,0,0,10,0,3,9,0,0,0,0,0,22,6,8,5,8,9,4,3,5,0,54,18,13,10,17,11,5,3,5,0,78,406,341,255,366,386,359,197,101,34,2444,155,136,85,117,112,108,79,52,35,884,2522,1783,1065,1794,1824,1679,1083,839,646,13216,18,6,31,36,43,31,36,24,0,228,306,169,85,218,300,300,290,149,135,1967,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,9,15,0,7,51,0,0,0,0,0,0,0,0,0,0,1183,881,327,545,724,487,378,247,198,4972,5,0,3,0,0,0,0,0,0,9,120,62,60,71,84,58,38,42,15,541,5,0,0,0,3,0,0,7,0,17
LGA14170,12536,7063,13090,15134,11357,9003,6896,5153,2156,82385,499,672,1846,474,171,118,40,14,7,3846,572,441,928,499,292,265,130,37,15,3175,132,75,123,146,119,107,44,12,15,776,3,4,7,5,3,0,0,0,0,36,13,33,83,21,11,10,0,0,0,172,70,102,232,218,159,112,35,6,3,949,94,140,325,245,173,122,41,11,3,1155,9038,6716,12644,11199,7389,5024,1656,614,234,54517,2636,1980,3618,3146,2229,1593,857,559,281,16897,26235,17919,34121,32169,23025,17124,9957,6595,2766,169913,540,672,1448,1305,939,912,453,195,95,6563,1775,864,1585,2249,2149,1830,1473,666,404,12992,0,0,9,0,8,11,0,0,0,33,118,100,195,177,128,106,81,40,30,980,4,0,0,0,0,3,0,0,0,8,7130,3595,6033,6432,5861,4404,3444,2527,1311,40727,4,7,12,13,11,3,4,4,0,57,953,530,626,1024,1278,645,977,1257,397,7695,28,18,56,57,42,36,25,28,8,299
LGA14220,2518,1368,1160,1636,1885,1822,1594,910,279,13169,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,0,0,0,0,17,3,0,4,6,5,0,0,0,0,19,806,380,345,274,245,190,88,41,10,2384,371,191,186,138,156,147,136,110,91,1529,3706,1953,1704,2066,2297,2173,1828,1064,380,17171,16,6,14,19,10,4,0,0,0,67,732,462,444,508,706,786,689,489,187,4992,0,0,0,0,0,0,0,0,0,0,17,8,4,17,9,19,28,0,5,103,0,0,0,0,0,0,0,0,0,0,812,459,346,397,516,435,412,270,70,3708,0,3,0,0,0,10,7,0,0,30,0,0,0,0,8,0,3,5,0,12,5,4,3,12,11,6,15,13,3,79
LGA14300,833,441,370,497,618,631,416,224,79,4102,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,218,100,78,80,73,47,25,9,0,633,76,176,277,255,132,97,62,23,16,1116,1131,721,736,829,825,772,495,256,94,5885,0,6,9,0,3,4,0,0,0,17,222,126,94,148,207,224,174,101,40,1324,0,0,0,0,0,0,0,0,0,0,10,6,10,5,12,13,20,10,0,88,0,0,0,0,0,0,0,0,0,0,410,231,168,194,252,222,193,61,18,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3
LGA14350,3368,1879,1411,2103,2957,3301,2590,1449,600,19672,3,0,8,3,4,0,6,0,0,20,6,10,3,3,3,0,0,0,0,30,0,0,0,0,0,4,0,0,0,5,5,3,6,6,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,21,9,12,22,19,15,3,5,0,105,33,13,14,29,20,15,3,5,0,131,1465,712,554,522,699,659,274,132,50,5071,562,405,384,404,405,392,240,146,69,3014,5472,3039,2397,3092,4142,4416,3121,1741,717,28134,24,19,18,28,35,53,10,4,0,205,722,483,365,577,856,1186,1194,685,320,6388,0,0,0,0,0,0,0,0,0,0,29,18,4,27,41,38,45,11,9,217,0,0,0,0,0,0,0,0,0,0,1182,695,547,625,857,1000,872,439,156,6369,0,0,0,0,0,8,9,0,0,13,8,4,0,8,5,8,13,3,0,55,30,19,17,20,33,33,37,14,8,199
