LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA14600,3,20,23,17,42,0,107,3,10,7,23,7,0,51,44,70,42,79,28,8,277,57,8,0,43,6,5,115,5,0,3,6,3,0,21,3,0,0,5,4,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,0,11,13,0,37,128,116,84,197,97,11,630,0,12,5,9,38,0,63,0,4,8,9,8,0,31,16,24,17,47,7,0,116,42,48,40,62,8,3,205,26,9,3,23,9,0,63,26,0,0,36,7,0,73,8,0,0,12,3,0,22,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,12,284,35,43,11,0,390,6,890,64,41,19,5,1027,167,801,146,251,113,9,1491,599,529,73,435,128,16,1777,425,220,22,418,27,9,1116,1490,374,14,653,80,9,2622,2876,117,10,864,67,22,3953,1744,13,3,342,25,3,2129,494,5,0,98,8,0,609,88,0,0,18,9,0,116,35,0,0,11,0,0,48,8,14,0,5,0,0,31,0,3,0,4,0,0,10,28,0,0,17,4,8,57,143,200,44,135,48,36,601,8119,3457,413,3339,536,112,15973,9,118,8,27,4,0,164,0,100,27,16,11,0,160,53,1124,86,122,52,7,1444,238,694,114,230,76,17,1364,284,271,59,262,53,9,927,598,254,45,379,40,9,1323,2355,389,19,802,65,22,3647,3748,91,7,859,45,17,4770,1396,8,0,219,9,4,1640,316,3,0,52,9,0,383,66,0,0,15,3,0,85,28,3,0,3,0,0,33,5,0,0,5
LGA14700,0,29,9,5,0,0,50,0,71,34,5,0,0,114,5,43,14,15,10,4,86,9,17,6,21,3,0,62,9,0,4,17,3,0,37,36,10,0,36,8,0,89,245,6,0,89,9,0,352,983,0,3,180,10,0,1176,508,5,0,99,0,0,618,275,0,4,58,7,0,343,174,0,0,34,0,0,209,91,3,0,21,0,0,113,52,0,0,16,0,0,71,132,0,0,34,3,0,171,49,7,7,23,10,8,101,2576,205,77,653,66,15,3588,11,7,12,3,0,0,31,0,8,21,5,0,0,38,7,87,15,12,0,0,118,6,20,13,10,0,0,52,7,13,5,13,0,0,41,12,0,0,21,10,0,54,97,0,4,45,3,0,154,483,9,0,99,12,0,612,1238,3,6,154,11,0,1419,764,0,0,81,9,4,859,362,0,0,47,4,0,419,228,0,0,39,3,0,275,145,0,0,26
LGA14750,0,14,21,6,8,0,53,12,36,0,5,0,5,66,77,38,0,69,13,4,201,200,31,0,76,19,0,336,116,4,3,41,0,0,163,64,0,0,10,0,0,78,27,0,0,3,0,0,37,3,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,14,17,5,46,503,128,20,242,68,8,974,0,3,0,10,10,0,24,3,0,0,4,3,0,18,52,46,9,45,7,0,159,154,34,0,78,13,3,282,86,4,4,55,11,0,156,134,14,0,61,9,0,216,102,0,0,26,3,5,133,15,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14850,3,55,14,29,8,0,103,7,174,8,31,8,0,238,111,116,42,170,44,0,487,349,78,33,250,43,6,766,257,27,10,212,25,3,537,479,30,11,236,26,6,787,688,17,3,321,32,0,1052,251,7,0,96,11,4,360,20,0,0,19,0,0,41,0,0,0,3,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,6,0,19,32,29,9,53,18,11,155,2208,533,127,1428,220,39,4557,5,18,11,21,3,0,55,6,27,10,4,6,0,51,44,179,36,84,20,4,371,203,97,66,148,49,3,567,178,43,27,149,18,0,418,493,30,16,245,16,5,809,814,29,6,414,21,4,1290,472,6,0,192,15,0,692,74,0,0,39,4,0,121,12,4,0,7,0,0,23,4,0,0,5,0,0,8,0,0,0,0,0,0,6,0,0,0,0
LGA14870,5,40,0,15,9,0,68,9,110,0,7,0,3,124,111,111,8,92,9,3,332,307,99,4,132,18,3,570,172,25,6,74,6,4,282,167,9,3,36,0,7,222,66,0,0,20,0,0,89,39,0,0,4,3,0,43,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,8,20,0,24,8,0,64,886,414,15,415,61,15,1814,0,32,3,9,5,0,51,0,9,0,3,0,0,16,15,161,4,43,3,4,240,129,70,11,83,8,4,306,117,34,0,61,5,0,218,270,38,0,95,9,0,418,290,24,0,52,0,5,373,116,4,0,21,0,0,136,17,0,0,0,0,0,17,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14900,3,511,31,5,16,0,578,4,1041,25,0,8,9,1089,34,897,99,58,47,10,1152,116,597,60,119,133,5,1039,258,217,28,151,260,5,914,1109,207,34,272,162,7,1802,2232,316,40,470,120,17,3185,2998,97,4,555,101,18,3778,1206,12,5,156,35,10,1426,205,6,0,18,10,0,241,40,3,0,8,0,0,53,14,13,0,0,0,0,29,12,0,0,0,5,0,14,39,0,0,13,0,4,54,133,307,24,120,61,48,692,8402,4229,353,1965,957,147,16042,12,232,14,3,7,3,275,3,179,25,3,3,3,214,23,1311,51,43,26,11,1463,60,782,72,70,23,11,1024,63,345,33,91,25,0,557,292,347,32,145,370,11,1191,1939,302,35,298,149,14,2742,3594,316,30,617,129,26,4713,3293,80,17,438,86,13,3923,1114,11,0,124,26,5,1274,246,5,0,45,0,0,296,63,0,0,5,0,0,75,15,0,0,5
LGA14920,0,7,7,14,17,0,44,6,11,8,11,0,0,40,50,18,21,71,14,4,184,95,12,0,91,16,0,214,29,7,0,34,0,0,65,47,0,0,19,8,0,71,28,0,0,6,0,0,45,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,15,27,4,52,267,61,36,274,78,10,728,0,3,4,10,6,0,22,4,4,0,5,0,0,19,21,19,22,48,18,6,123,80,26,17,54,10,0,183,38,5,0,52,5,0,107,92,6,0,42,3,0,148,62,0,0,15,3,0,83,3,0,0,3,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,4,4,15,8,0,31,6,0,0,4,0,0,7,5,0,3,18,4,0,37,13,0,0,14,3,0,43,0,0,0,9,0,0,10,0,0,0,6,0,0,8,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,8,14,80,25,0,152,0,0,0,4,3,0,14,0,3,3,8,0,0,11,3,0,4,13,4,0,27,13,0,0,34,3,0,54,4,0,0,12,0,0,24,11,0,0,8,0,0,25,7,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,116,0,9,6,3,140,3,335,20,7,5,3,372,89,347,25,79,40,7,587,329,233,11,123,68,8,771,222,102,11,125,80,0,534,564,115,8,223,52,0,956,1257,45,5,235,33,3,1576,903,5,0,96,3,0,1015,149,0,0,14,0,0,172,9,0,0,6,0,0,22,6,0,0,6,0,0,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,13,3,0,7,0,0,20,56,82,9,47,21,10,229,3602,1386,87,974,313,37,6401,3,63,0,10,3,3,86,0,52,12,7,9,0,75,27,470,7,34,8,8,551,219,289,42,75,35,4,660,164,110,9,82,9,6,381,366,110,4,165,167,6,813,1610,158,3,326,41,10,2149,2364,20,0,249,15,12,2647,292,0,0,30,3,0,330,45,0,0,9,0,0,56,5,0,0,0,0,0,11,5,0,0,0,0,0,4,0,0,0,0
LGA15240,20,95,19,38,17,0,190,29,244,27,44,18,3,358,345,206,117,293,91,10,1068,1165,175,79,477,89,9,1999,669,48,14,336,36,0,1107,1371,29,22,320,43,11,1795,1158,4,13,201,12,5,1397,320,3,0,69,9,0,399,28,0,0,9,4,0,43,14,0,0,5,5,0,24,3,0,0,3,3,0,9,3,0,0,0,4,0,8,0,0,0,0,0,0,3,23,0,0,26,9,0,57,79,55,19,106,55,18,334,5228,862,319,1943,384,65,8796,8,32,10,22,16,0,77,4,36,19,11,15,0,80,99,301,37,183,40,10,679,533,217,130,263,82,13,1237,483,81,36,277,38,11,923,1198,76,21,335,34,13,1681,1819,47,9,373,35,18,2299,1038,12,7,236,23,4,1319,171,0,0,34,0,0,206,12,0,0,7,7,4,22,9,0,0,6,3,0,16,0,0,0,8,0,0,9,4,0,0,0
LGA15270,5,7,0,21,16,0,54,13,28,3,17,10,0,61,80,79,5,81,23,3,275,204,63,10,84,29,3,390,141,48,9,57,15,0,273,267,32,0,62,3,0,362,252,3,0,46,10,0,312,146,0,0,30,8,0,183,34,0,0,3,3,0,42,3,0,0,3,0,0,4,5,0,0,0,0,0,8,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,4,0,0,13,31,16,3,28,24,5,103,1189,281,33,443,137,14,2095,3,0,0,16,11,0,35,3,12,0,7,0,0,17,37,26,4,39,7,0,112,120,81,16,60,15,0,289,107,35,6,75,10,0,234,222,35,5,77,10,0,346,468,34,0,94,11,0,612,367,11,0,53,4,0,440,58,0,0,13,3,0,79,10,0,0,4,0,0,15,5,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0
LGA15300,5,60,22,19,64,3,176,6,46,6,6,11,0,72,136,104,112,81,54,3,496,170,89,16,88,40,4,415,70,12,4,24,17,0,125,135,5,0,31,14,0,191,68,5,0,16,9,0,87,24,0,0,11,17,0,43,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,9,18,42,0,94,630,328,167,299,271,21,1720,5,12,12,15,36,0,85,5,26,15,5,24,3,70,36,69,52,50,49,5,257,190,108,58,68,30,4,458,75,39,6,41,15,6,173,120,19,6,43,8,0,192,117,4,0,30,10,3,171,74,0,0,15,6,0,91,31,0,0,3,9,0,45,3,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15350,3,5,8,6,0,0,15,0,21,5,3,0,0,32,0,11,11,8,0,6,35,11,3,15,17,0,0,43,4,3,0,17,0,0,31,43,0,0,25,0,0,65,239,4,0,63,6,4,314,768,0,0,152,3,4,937,567,0,0,126,0,0,705,313,0,0,72,0,0,388,188,0,0,49,0,0,236,142,0,0,33,0,0,172,89,0,0,25,0,0,115,371,0,0,110,4,0,490,43,0,13,38,5,4,97,2785,46,55,749,24,14,3671,6,0,0,5,0,0,14,0,0,0,0,0,0,5,0,24,3,8,0,0,39,4,6,18,6,0,0,38,10,0,3,14,0,0,30,10,6,0,22,6,0,39,40,4,0,27,4,5,78,464,0,0,101,4,3,576,663,0,0,113,0,0,779,539,0,0,77,0,0,621,297,0,0,58,0,0,353,204,0,0,43,0,0,251,142,0,0,29
LGA15520,3,3,34,16,21,0,81,8,6,5,11,7,0,41,48,3,4,99,12,3,169,117,0,0,63,14,4,203,53,0,0,20,5,0,81,112,0,0,20,5,0,145,65,0,0,8,6,0,85,23,0,0,9,3,0,29,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,0,3,17,19,4,49,438,27,52,277,104,15,914,0,0,17,7,20,0,55,7,0,12,8,4,4,30,26,13,13,60,23,0,132,64,4,5,51,12,0,132,57,4,0,37,3,0,95,91,0,0,36,5,4,138,122,0,0,24,4,0,147,79,0,0,13,4,0,99,21,0,0,5,3,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
LGA15560,0,5,7,5,4,0,27,0,0,3,13,7,0,20,28,4,3,49,15,3,113,42,7,11,46,14,0,105,5,0,0,14,3,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,0,18,11,4,38,85,17,21,138,64,12,341,0,0,4,4,3,0,15,0,0,0,4,13,0,17,16,4,7,39,15,0,84,31,10,5,75,13,0,143,8,0,0,27,3,0,47,10,0,0,11,3,0,29,3,0,0,4,5,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,16,3,6,8,0,31,7,35,8,3,3,4,57,74,79,20,26,9,3,210,158,87,11,38,14,4,313,111,42,9,30,24,8,213,218,11,8,39,20,0,300,244,10,0,62,22,0,331,263,0,0,39,3,0,313,47,0,0,3,0,0,51,4,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,5,0,13,31,25,0,20,30,4,107,1153,304,67,272,145,21,1967,4,9,5,0,8,0,23,0,26,0,4,0,0,29,64,27,8,25,3,0,127,220,98,11,33,9,7,379,149,27,4,43,4,0,232,379,61,12,70,13,4,529,531,14,0,62,6,0,609,108,0,0,16,4,0,131,19,0,0,5,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15700,0,21,14,13,4,0,55,5,88,13,9,14,0,133,75,88,49,76,36,3,326,186,47,18,116,14,0,387,151,9,0,110,3,0,279,248,19,3,59,10,3,344,218,10,0,39,3,0,264,51,4,0,9,0,0,69,7,0,0,0,3,0,7,0,0,0,0,4,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,19,5,19,4,3,69,964,303,102,461,102,23,1948,0,5,6,15,11,0,30,5,0,8,7,0,0,19,16,119,30,54,32,9,256,94,56,46,67,20,0,287,100,21,6,72,8,6,209,207,18,9,93,13,0,337,332,14,4,101,7,0,470,190,6,0,47,10,0,250,34,0,0,7,3,0,45,7,0,0,0,4,0,14,0,0,0,0,4,0,4,0,0,0,0,7,0,9,0,0,0,0
LGA15750,4,20,3,22,34,0,79,3,46,8,23,10,0,90,138,68,17,121,50,6,394,77,73,11,91,39,4,290,35,7,6,48,12,0,110,38,9,0,48,22,0,108,54,7,0,29,8,0,98,34,0,0,19,9,0,60,5,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,4,3,3,19,36,3,83,402,224,38,432,221,27,1349,3,11,5,8,26,0,60,0,11,8,4,14,0,34,47,48,4,69,20,4,195,87,46,14,77,35,4,261,45,27,9,52,14,0,146,48,22,11,75,10,0,169,92,0,0,85,21,0,202,128,7,0,54,9,0,196,24,0,0,3,5,0,25,3,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15800,0,4,0,20,15,0,39,7,3,3,16,5,0,35,51,17,8,76,14,0,167,62,14,0,60,11,0,153,17,0,0,18,0,0,31,18,0,0,6,5,0,32,0,0,0,7,0,0,8,4,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,11,3,33,167,52,10,215,61,7,515,4,4,0,10,9,0,25,4,0,0,3,7,0,17,24,12,4,36,8,6,92,89,17,0,59,8,0,178,34,0,0,31,4,0,72,54,0,0,24,0,0,82,9,0,0,5,0,0,20,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15850,0,7,6,10,14,0,41,3,30,0,8,4,0,44,55,46,10,50,17,4,183,94,24,3,46,9,3,188,48,0,0,21,6,0,81,31,0,0,3,0,0,41,8,0,0,5,0,0,12,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,10,10,4,35,245,118,25,166,61,14,638,0,4,3,3,9,0,20,0,9,8,9,9,0,28,14,32,8,28,8,0,99,50,18,6,26,16,0,111,36,12,0,28,9,0,77,76,12,0,29,5,0,121,53,0,0,20,0,0,76,9,0,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA15900,15,494,30,51,14,6,605,13,1337,40,31,11,17,1451,231,674,116,315,34,11,1375,811,387,57,535,43,9,1850,574,123,29,430,62,6,1227,1642,173,28,707,109,15,2671,3456,93,27,1094,106,17,4790,2589,14,9,639,40,15,3300,760,4,0,191,19,8,977,275,7,0,82,10,0,369,100,5,0,46,0,0,151,55,9,5,15,0,0,84,39,4,0,13,0,0,60,69,0,0,40,3,0,117,154,207,127,171,42,30,735,10794,3523,460,4354,496,137,19764,10,256,34,16,7,6,326,7,187,27,16,3,3,260,93,1584,54,166,26,15,1942,368,503,100,304,24,9,1321,375,227,43,270,27,8,952,899,204,39,393,74,15,1627,2696,195,37,907,101,21,3960,4969,72,20,1191,88,13,6356,2106,13,7,387,19,5,2546,585,0,0,116,7,0,710,198,3,0,61,7,0,266,95,0,0,35,3,0,134,36,0,0,14
LGA15950,10,78,0,19,0,0,110,12,199,8,7,5,3,228,13,71,7,22,6,0,119,35,32,5,59,5,0,135,42,6,0,76,18,0,145,138,12,3,92,8,0,257,886,9,0,214,5,0,1117,2712,9,0,528,11,17,3272,2835,5,0,476,11,3,3333,1798,0,0,308,9,6,2128,1049,0,0,142,17,3,1217,615,5,0,112,4,0,738,357,0,0,62,3,0,427,542,0,0,155,8,4,704,199,35,12,92,23,18,377,11247,455,40,2376,122,63,14306,10,29,0,7,0,0,55,3,34,0,5,0,0,35,15,256,9,19,0,4,309,25,57,14,33,3,0,131,23,14,0,52,4,0,96,70,7,0,69,11,0,159,236,8,0,132,8,0,385,1570,11,6,350,14,3,1954,2707,0,4,444,11,3,3175,2753,0,4,365,10,8,3140,1851,0,0,229,9,0,2083,1089,0,3,146,5,4,1243,682,0,0,87
LGA15990,19,119,92,34,15,8,286,5,411,48,15,9,5,498,36,197,160,92,37,16,536,62,119,73,110,35,10,400,72,42,51,170,41,10,382,249,47,12,259,46,4,611,1066,47,9,568,59,12,1763,3607,28,16,1084,70,22,4830,3243,16,3,884,44,17,4213,2049,20,3,593,24,4,2696,1481,3,5,386,7,3,1891,946,4,0,255,8,0,1222,541,0,6,123,8,0,669,975,0,3,278,16,7,1275,274,102,54,226,39,44,752,14630,1162,539,5086,450,167,22026,6,49,32,23,7,0,115,3,43,69,13,11,12,153,17,512,94,48,20,14,702,53,132,82,67,20,4,351,39,63,38,85,11,5,239,86,64,57,135,35,0,381,278,42,17,286,46,3,672,1645,44,15,579,46,13,2341,3658,19,13,882,39,22,4630,3015,3,4,664,34,0,3726,2095,18,4,479,21,5,2617,1555,7,5,347,12,0,1920,1074,0,0,234
LGA16100,0,6,0,4,8,0,16,3,12,0,7,10,0,35,32,9,3,19,12,4,68,46,6,0,22,4,0,73,54,0,0,13,3,0,74,57,0,0,14,0,0,73,20,0,0,4,0,0,26,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,24,218,36,5,87,45,4,397,0,0,0,4,3,0,13,3,6,0,7,0,0,15,23,9,0,10,8,0,49,25,4,0,12,0,3,49,34,0,0,22,0,0,57,77,0,0,23,3,0,98,58,0,0,9,3,0,74,14,0,0,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16150,8,82,5,10,6,0,106,0,219,14,8,4,0,249,106,216,25,75,13,6,438,421,203,20,111,10,3,765,279,66,4,88,19,0,451,651,42,4,124,13,0,836,686,4,0,95,12,0,806,414,0,0,51,4,3,472,117,0,0,12,7,0,146,21,4,0,5,3,0,34,22,0,0,0,0,0,20,12,0,0,3,0,0,17,12,0,0,0,0,0,17,8,0,0,0,9,0,18,69,77,10,47,30,5,240,2832,913,88,637,129,26,4621,4,41,0,6,0,0,60,3,39,10,3,3,0,59,39,266,23,37,5,5,376,241,187,16,66,8,0,530,277,75,9,90,3,6,458,643,69,10,130,13,6,869,984,58,3,169,14,6,1232,813,17,3,112,13,0,958,95,3,0,25,3,0,127,21,0,0,9,0,0,27,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0
