LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA10800,6,3,9,14,14,0,41,9,10,0,14,0,0,36,36,14,0,37,5,0,97,28,10,0,32,13,0,85,22,0,0,16,3,0,43,17,0,0,7,23,0,53,11,0,0,9,3,0,26,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,3,3,17,20,0,42,130,42,14,145,86,5,429,0,0,8,12,8,0,37,0,0,0,7,9,0,16,10,6,0,34,8,0,66,37,11,0,38,9,0,101,15,0,0,25,7,0,43,42,5,0,17,18,0,74,13,0,0,4,11,0,21,3,0,0,0,4,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA10850,3,9,3,6,8,0,26,5,18,17,10,0,0,49,40,12,3,18,8,3,98,111,13,0,40,10,0,168,44,0,0,28,0,0,69,47,0,0,16,0,0,66,28,0,0,4,0,0,38,4,0,0,3,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,7,4,0,25,295,53,23,138,33,5,550,0,0,0,6,6,0,10,0,3,0,6,0,0,8,26,17,0,13,0,0,54,40,8,0,23,6,0,78,55,7,0,34,0,0,92,91,5,0,30,5,0,127,78,3,0,20,0,0,101,29,0,0,11,0,0,37,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA10900,8,27,3,13,3,3,54,0,37,20,15,0,0,72,40,88,73,94,9,5,310,177,79,33,170,13,0,472,223,21,15,177,12,4,443,659,37,16,227,21,8,966,1215,15,11,264,16,6,1537,731,9,3,116,12,5,875,196,0,0,29,0,0,232,46,0,0,10,0,0,51,9,0,0,5,0,0,20,0,0,0,0,0,0,3,0,0,0,6,0,0,0,23,0,0,8,0,0,34,35,30,22,68,19,5,178,3367,356,197,1193,95,38,5248,3,12,4,11,5,0,34,3,12,10,8,0,0,28,17,43,14,54,7,0,135,68,140,59,85,11,0,358,79,41,22,71,7,0,220,224,51,37,158,10,3,490,650,34,21,261,21,10,989,1384,36,13,326,11,0,1768,582,10,0,97,9,0,695,168,0,0,29,0,0,203,31,0,6,9,3,0,44,13,0,0,7,0,0,12,8,0,0,0
LGA10950,0,14,0,3,14,0,29,7,7,0,0,4,0,19,18,9,3,19,20,0,70,27,9,3,20,17,0,80,3,11,0,15,6,0,32,9,3,0,8,11,0,22,0,0,0,6,0,0,7,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,23,63,55,9,85,83,7,300,0,3,0,0,20,0,24,0,3,0,0,5,0,16,5,12,4,11,14,0,49,22,5,7,16,9,0,66,8,12,0,29,4,0,47,13,7,0,14,10,0,35,5,0,0,11,4,0,22,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
LGA11150,0,7,8,0,69,0,91,0,15,3,3,13,0,35,3,21,14,19,3,0,66,11,15,6,35,13,0,76,0,3,0,11,3,0,18,0,0,0,5,0,0,6,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,7,0,24,13,69,31,92,121,4,330,4,14,0,0,50,0,69,0,5,0,4,4,0,14,0,14,14,14,11,0,49,17,27,15,10,5,0,74,12,8,0,15,0,0,35,5,3,6,8,0,0,26,0,0,3,7,5,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA11200,5,14,26,9,36,3,89,0,6,31,3,8,0,45,0,11,37,14,4,3,74,0,0,6,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,4,35,4,41,112,34,62,17,271,0,8,4,0,28,0,41,0,25,82,0,3,3,116,0,14,31,10,11,0,65,6,9,17,9,6,0,47,0,10,0,5,0,0,10,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,3,11,0,20,49,0,90,0,16,0,20,17,0,56,129,35,16,182,40,6,406,284,37,9,135,37,0,506,111,3,0,52,7,0,177,60,3,0,28,13,0,104,44,0,0,15,3,0,67,16,0,0,4,4,0,19,5,0,0,0,4,0,8,0,0,0,0,0,0,5,0,0,0,3,5,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,0,12,13,6,0,40,21,0,81,677,107,29,518,198,11,1540,0,8,14,10,37,0,73,6,12,4,15,37,3,74,45,26,6,87,35,0,204,192,35,10,177,28,5,449,114,10,0,116,21,6,265,136,15,0,86,20,3,259,106,7,0,54,12,0,178,38,0,0,18,3,0,64,4,0,0,6,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
LGA11300,5,41,3,6,0,0,56,0,117,7,6,3,0,130,15,57,13,27,4,0,127,33,27,14,45,4,0,119,27,5,5,36,4,0,76,170,11,13,43,3,0,235,294,15,4,63,7,0,389,957,14,16,138,23,4,1152,745,0,8,127,18,4,897,249,0,6,45,8,0,307,104,0,4,20,3,0,124,40,0,0,7,0,0,52,12,0,0,9,0,0,17,25,0,0,10,0,0,34,60,29,10,51,16,8,164,2732,310,85,629,93,24,3873,3,15,0,0,0,0,26,4,18,0,0,0,0,23,8,161,4,20,6,4,204,24,43,16,38,10,0,133,23,12,3,47,10,0,85,62,14,9,49,11,0,141,150,14,8,59,13,0,241,553,16,15,92,11,0,682,1113,12,3,187,33,3,1349,724,0,3,109,18,0,856,469,0,4,92,14,0,580,152,3,0,38,6,0,202,57,0,0,38
LGA11350,0,14,0,11,6,0,37,0,20,4,13,7,0,55,25,51,14,62,14,0,169,46,25,20,157,19,0,264,50,7,5,146,16,0,212,110,6,8,154,24,0,305,268,12,5,271,28,3,585,591,16,0,368,11,6,996,281,4,0,142,10,8,442,119,0,0,71,0,0,195,41,0,0,30,0,0,71,21,0,0,15,0,0,41,11,0,0,7,0,0,16,32,0,0,23,0,3,61,35,12,7,70,14,10,130,1631,168,68,1537,148,29,3580,3,5,0,5,5,0,15,0,5,0,3,0,0,15,0,9,0,41,21,3,79,36,75,22,88,12,0,234,24,22,3,105,11,0,160,54,13,3,140,9,3,220,152,14,0,209,19,3,399,347,12,3,353,20,7,742,350,0,4,234,9,5,606,265,0,0,139,3,0,417,128,0,0,80,0,0,212,60,0,0,27,0,0,93,36,0,0,18
LGA11400,0,0,15,23,20,5,65,3,5,10,21,0,0,36,41,5,0,87,23,0,163,105,6,0,89,17,5,221,38,0,0,29,0,0,74,42,0,0,23,0,0,72,25,0,0,21,3,0,42,10,0,0,8,3,0,21,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,25,13,0,56,278,30,33,319,84,8,757,0,3,11,8,19,0,48,4,0,8,6,0,0,19,10,13,4,51,9,0,94,72,6,0,73,9,3,164,34,3,0,60,6,0,103,77,0,0,42,11,0,124,62,0,0,36,3,3,100,18,0,0,10,3,0,37,4,0,0,3,0,0,10,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11450,3,26,17,4,4,0,50,0,118,5,0,7,0,127,3,59,0,23,13,0,108,19,38,10,49,5,0,121,36,7,9,39,6,0,93,107,12,0,73,9,0,197,409,24,3,171,10,0,623,895,23,0,182,15,8,1119,490,3,0,62,6,0,558,96,0,0,13,0,0,115,9,0,0,0,0,0,14,5,4,0,0,0,0,7,4,0,0,0,0,0,0,10,0,0,4,0,0,15,34,16,9,34,5,8,107,2127,329,51,666,74,20,3272,6,19,3,0,0,0,25,4,6,6,0,0,0,19,6,132,7,8,13,3,166,10,48,11,29,3,0,94,10,34,3,24,0,0,81,42,27,8,42,45,0,163,156,13,4,104,13,6,287,920,43,4,200,13,6,1177,1599,4,0,190,18,7,1817,732,0,0,44,5,0,778,98,0,0,13,4,0,115,31,0,0,3,0,0,31,4,0,0,0
LGA11500,0,424,22,15,10,3,473,6,1014,23,11,6,12,1073,23,1253,52,70,8,8,1408,146,977,55,154,18,12,1360,293,373,20,208,19,5,913,1058,574,46,370,37,14,2100,2800,300,23,573,47,8,3751,1703,35,6,328,23,10,2100,297,7,0,58,3,3,364,37,8,0,7,0,0,59,12,6,0,10,0,0,21,0,9,0,3,0,0,9,0,5,0,0,0,0,5,24,9,0,8,3,0,44,114,315,19,98,31,22,596,6521,5299,259,1904,201,93,14282,14,172,5,12,0,0,209,3,164,10,6,4,0,185,11,1414,33,31,12,6,1511,46,953,55,86,10,13,1166,60,497,37,81,5,5,687,250,434,37,132,25,6,880,1618,573,39,429,38,10,2701,4935,397,32,660,64,26,6116,1550,32,4,192,23,13,1811,345,4,0,43,5,4,398,43,9,0,9,0,0,62,9,0,0,9,0,0,25,10,0,0,3
LGA11520,5,91,21,5,12,0,136,0,250,8,9,24,5,296,8,158,29,27,19,3,237,16,85,11,41,30,3,184,27,35,6,52,53,0,175,63,17,4,67,32,0,187,326,24,4,145,18,4,529,1343,18,0,256,29,3,1653,2035,11,5,281,14,8,2349,1479,0,8,205,11,3,1703,610,6,0,96,3,4,721,300,10,0,48,3,5,359,138,0,0,24,0,0,162,152,0,0,34,0,0,187,102,38,10,83,24,16,274,6607,741,114,1361,273,65,9159,11,36,9,3,3,0,60,0,29,8,4,4,0,49,11,339,11,25,25,4,416,15,121,42,34,11,0,228,21,41,15,33,13,5,133,51,37,5,46,55,0,188,168,36,15,74,30,0,329,582,25,12,189,11,6,829,2321,17,5,300,27,6,2676,2382,14,4,260,19,8,2686,1876,5,7,229,20,0,2141,710,4,0,108,5,5,829,310,4,0,56
LGA11570,28,973,56,36,7,16,1115,7,2248,93,22,16,17,2405,98,1655,188,179,33,26,2177,260,1146,199,280,66,16,1960,412,322,70,290,50,17,1164,1734,388,90,525,95,13,2846,5967,436,75,1111,199,47,7833,6007,228,33,1245,248,47,7803,2288,26,11,476,68,18,2888,624,18,3,123,16,0,777,147,4,0,32,7,0,189,54,26,0,21,4,0,105,8,0,0,6,0,0,18,85,0,0,16,10,5,113,342,529,62,320,70,69,1396,18057,8006,870,4673,901,283,32785,20,418,21,15,0,7,490,5,381,36,14,12,0,461,46,2902,130,134,37,19,3266,150,1525,222,221,46,10,2179,210,761,73,211,32,10,1297,454,588,86,255,54,12,1444,3016,514,105,659,105,24,4420,8978,438,96,1448,289,49,11298,5518,194,37,1069,194,41,7048,2669,38,8,435,87,20,3249,1068,16,0,153,32,3,1281,251,7,0,60,9,0,330,109,3,0,20
LGA11600,0,7,0,8,31,0,50,0,0,9,9,5,0,18,3,6,0,28,9,0,49,8,0,0,39,15,0,66,0,0,0,6,5,0,10,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,15,0,26,13,18,12,112,80,3,237,0,6,0,6,20,0,30,6,0,0,0,0,0,9,0,0,4,21,16,0,51,10,0,0,35,11,0,54,8,0,0,23,0,0,34,7,0,0,16,3,0,29,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,21,343,70,63,17,21,534,14,1224,79,47,33,16,1405,261,818,170,379,275,21,1928,1208,520,146,736,239,37,2881,1252,161,49,792,123,17,2401,4031,230,55,1250,98,27,5700,6903,186,23,1506,126,44,8773,4016,20,8,757,53,16,4863,912,4,3,154,17,3,1094,254,0,0,58,7,0,323,80,4,0,14,4,0,104,23,9,0,12,4,0,44,10,0,0,7,0,0,15,91,0,0,32,10,0,139,281,235,52,247,80,70,964,19353,3748,659,6056,1074,274,31170,19,146,19,37,11,5,242,8,142,36,24,14,8,233,57,1378,99,155,94,19,1793,351,659,215,352,268,27,1862,490,305,63,458,98,15,1419,1285,246,86,679,127,19,2443,4800,346,41,1389,116,45,6736,8620,138,22,1531,96,34,10439,3495,14,7,512,35,12,4067,936,7,0,146,10,0,1106,303,4,0,44,6,4,353,117,0,0,26,3,0,148,45,4,0,12
LGA11700,0,16,0,8,67,3,96,0,16,9,4,0,0,27,0,56,18,17,11,0,102,0,4,0,6,4,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,23,6,100,36,41,99,3,279,0,13,0,0,39,0,55,0,9,3,0,3,6,22,0,39,27,12,0,7,78,0,11,4,8,0,0,30,0,7,4,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,11,65,4,15,9,4,108,9,173,18,8,3,4,212,99,176,7,100,19,6,401,368,133,6,165,33,7,717,313,25,4,136,17,4,499,792,15,3,181,19,4,1016,746,10,11,110,14,0,893,322,0,0,46,3,0,366,26,0,0,10,6,0,48,5,3,0,0,0,0,12,3,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,12,3,0,22,49,39,5,49,25,12,186,2747,642,56,841,156,45,4481,3,25,5,12,3,0,54,0,17,12,12,5,0,43,30,245,6,51,7,6,344,158,140,8,107,23,3,437,146,63,3,109,8,4,339,671,56,4,176,25,7,942,1472,33,0,260,24,6,1796,914,0,0,104,5,0,1030,49,0,0,27,0,0,79,15,0,0,13,0,0,32,9,0,0,0,4,0,13,4,0,0,0,0,0,4,0,0,0,0
LGA11730,3,46,12,40,24,3,129,5,115,12,34,19,0,181,101,101,78,196,66,11,550,378,79,35,344,42,3,878,331,27,8,207,34,3,603,689,19,15,250,26,11,1011,705,8,6,163,20,3,903,181,0,0,32,3,0,225,40,0,0,7,3,0,48,4,0,0,4,0,0,15,7,0,0,4,4,0,12,3,3,0,4,0,0,14,0,0,0,0,0,0,3,17,0,0,8,9,0,23,40,37,8,49,22,3,162,2519,430,166,1334,270,41,4766,4,8,4,17,16,0,62,3,21,11,17,18,0,72,48,131,43,107,46,7,385,188,72,58,209,47,14,580,215,44,12,195,33,3,501,593,36,16,293,40,12,983,941,24,24,320,34,9,1358,490,6,4,97,16,5,611,97,0,3,15,7,0,131,25,0,0,11,3,0,41,18,0,0,10,9,0,30,7,0,0,0,3,0,12,0,0,0,0
LGA11750,3,21,9,6,36,3,78,5,22,0,3,11,0,42,35,21,10,30,70,0,175,58,21,0,16,51,0,149,29,0,0,10,8,0,52,39,0,0,7,5,0,58,27,0,0,0,6,0,39,10,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,0,3,8,6,0,6,16,0,36,213,85,26,90,219,12,646,0,6,12,0,30,0,47,0,9,4,9,11,6,30,17,24,0,8,30,6,86,38,18,8,21,90,0,166,33,16,4,13,4,0,63,47,0,0,12,0,0,68,49,0,0,7,3,0,62,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
LGA11800,13,116,19,29,15,0,191,3,363,14,20,13,7,422,51,227,72,156,83,13,602,432,164,48,288,74,7,1014,432,52,20,223,37,7,770,857,93,18,331,55,11,1362,1431,27,7,423,42,5,1942,1029,8,0,206,36,4,1282,213,0,0,37,7,0,251,40,0,0,8,9,0,50,6,3,0,4,7,0,18,6,0,0,0,0,0,14,3,0,0,0,0,0,4,21,0,0,12,12,0,47,66,89,27,57,47,21,316,4595,1153,229,1797,437,84,8294,4,40,12,9,10,0,67,3,32,5,6,5,0,50,20,417,34,100,49,5,630,118,219,54,111,60,11,570,186,96,20,170,41,0,515,665,89,19,234,60,8,1076,1269,115,17,441,46,12,1900,1799,34,7,430,39,9,2312,563,4,6,102,18,0,692,105,0,0,17,9,0,133,22,0,0,5,3,0,41,9,0,0,3,6,0,13,0,0,0,0
LGA12000,0,7,4,17,0,0,22,0,0,3,9,7,4,29,3,3,0,37,3,0,50,12,4,0,40,3,0,55,9,0,0,7,0,0,17,11,0,0,16,0,0,21,5,0,0,4,0,0,7,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,37,13,6,131,21,10,220,0,7,0,8,6,0,18,0,3,0,7,0,0,15,6,3,0,20,4,0,37,15,0,0,29,4,0,48,11,4,0,17,0,0,31,31,0,0,6,3,0,42,15,0,0,16,0,0,27,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,0,6,3,18,26,0,57,4,18,0,6,3,0,32,21,43,36,54,15,6,168,32,14,3,31,10,0,92,5,0,0,6,0,0,13,0,0,0,4,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,3,7,9,3,32,70,79,44,132,68,12,413,0,7,5,5,24,0,38,0,3,0,0,3,0,9,5,17,7,25,6,4,64,15,34,12,39,6,3,109,18,9,8,15,5,0,52,11,5,3,25,7,0,51,0,0,0,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,3,22,0,19,10,0,52,13,58,0,9,3,0,85,73,57,0,61,16,0,206,127,45,0,76,17,0,269,49,3,0,37,5,0,101,44,0,0,15,3,0,69,20,0,0,8,3,0,36,0,0,0,4,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,6,8,12,0,10,16,0,54,344,204,0,244,79,9,877,7,17,3,12,13,3,47,3,7,0,9,0,0,26,48,69,0,59,8,5,180,85,54,0,54,10,4,205,68,18,0,54,9,0,146,127,3,0,52,6,0,193,56,0,0,25,0,0,84,10,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,8,19,7,14,8,0,54,4,58,4,22,5,0,99,139,35,10,56,18,7,270,229,49,3,118,14,3,410,88,4,0,34,7,0,129,70,0,0,15,0,0,88,23,0,0,3,7,0,29,4,3,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,5,3,3,12,11,0,37,567,173,30,292,71,12,1140,0,8,9,13,3,0,30,8,3,5,13,0,0,26,49,78,14,42,9,6,202,177,44,3,106,10,5,343,110,21,0,53,3,0,188,177,8,5,40,6,0,234,53,4,0,22,4,0,85,10,0,0,4,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA12380,16,481,33,18,3,11,569,14,1168,87,16,6,11,1304,45,885,118,135,29,10,1217,190,595,115,208,22,13,1145,250,152,47,172,39,13,662,891,208,50,339,47,21,1558,3711,237,33,810,136,32,4963,5474,99,24,956,151,39,6748,1412,9,9,296,53,10,1777,266,14,0,54,5,0,334,54,0,0,19,3,0,76,24,22,0,3,0,0,47,7,0,0,0,0,0,8,48,0,0,16,0,4,75,244,290,34,228,45,56,902,12640,4167,554,3249,544,212,21370,24,225,24,12,4,3,293,14,210,55,10,6,0,301,67,1458,66,94,23,9,1715,131,758,165,169,29,13,1258,132,359,51,146,21,6,715,317,317,56,190,37,0,919,1394,223,60,413,58,18,2155,7187,244,58,1072,204,41,8802,4616,83,11,769,184,26,5699,1487,10,7,293,54,10,1865,464,4,6,84,11,7,569,130,5,0,42,0,0,183,32,3,4,12
