LGA_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
LGA14900,21747,14265,3316,436,18020,2478,42251,12659,11759,486,107,12349,1195,26207,10433,13179,1154,112,14445,1512,26392,11041,12835,1814,128,14771,1205,27020,9724,11085,2679,104,13866,1164,24756,6941,6487,2640,91,9216,873,17033,4353,2825,1954,53,4829,561,9749,2389,1121,1287,26,2431,364,5180,742,246,410,23,674,144,1562,80044,73806,15720,1078,90602,9496,180141,23624,15772,3563,400,19735,2944,46302,13799,13219,602,98,13916,1728,29442,11192,14941,1476,115,16534,2037,29764,10217,15282,2173,162,17613,1861,29696,9924,12632,2872,132,15632,1584,27139,7210,8521,3562,114,12198,1273,20681,4975,4184,2553,73,6806,820,12605,2621,1586,1678,45,3308,501,6429,948,456,670,13,1133,200,2287,84511,86580,19141,1152,106872,12942,204330,25620,18557,3446,767,22768,3182,51573,15108,15425,422,28,15873,1719,32697,12482,17271,1603,34,18905,2067,33456,10628,18753,2587,37,21381,1964,33975,10525,14268,3395,49,17711,1370,29602,8532,10931,4520,41,15494,1138,25169,5350,5977,3845,37,9864,774,15987,2943,2174,2214,21,4403,700,8048,957,487,913,13
LGA14920,1386,13,3,0,20,53,1457,738,3,4,0,3,35,777,653,14,0,0,14,22,693,838,15,0,0,12,36,883,988,16,6,0,22,49,1054,1047,10,0,0,15,48,1104,806,15,3,0,19,31,855,463,4,0,0,4,19,489,161,5,0,0,5,8,167,7069,101,17,0,119,294,7481,1320,12,0,0,13,109,1442,683,3,0,0,3,71,757,685,19,0,0,19,70,773,749,16,0,0,16,55,817,895,15,0,0,20,90,1002,1050,10,0,0,15,120,1186,878,9,0,0,11,81,974,477,3,0,0,10,59,543,177,0,0,0,0,11,187,6911,104,6,3,107,667,7689,1148,49,6,0,57,128,1334,656,17,0,0,17,97,771,585,44,0,0,49,81,703,669,35,0,0,33,85,786,819,23,0,0,27,116,961,997,19,3,0,23,111,1136,941,7,0,0,11,122,1073,524,6,0,0,8,67,600,158,0,0,0
LGA14950,604,7,0,0,8,24,633,260,9,0,0,9,16,284,215,4,0,0,3,6,225,355,3,4,0,8,16,374,417,11,0,0,11,20,450,417,4,0,0,4,15,432,302,6,0,0,6,8,313,191,0,0,0,0,9,203,88,0,0,0,0,0,91,2860,39,5,0,44,100,2997,592,4,0,0,12,44,644,276,0,0,0,0,32,304,227,4,0,0,3,17,251,282,3,0,0,7,16,306,385,6,0,0,9,39,424,439,5,0,0,5,42,484,347,0,0,0,0,31,375,201,0,0,0,3,32,227,84,0,0,0,0,15,99,2815,35,13,0,52,258,3121,606,20,4,0,27,51,690,302,0,0,0,0,32,338,241,13,0,0,13,13,265,276,8,0,0,9,29,309,350,4,0,0,4,31,389,485,4,0,0,4,38,527,394,4,0,0,4,34,433,231,5,0,0,5,10,248,111,0,0,0
LGA15050,13989,272,73,18,364,479,14827,8475,198,21,0,221,345,9037,7975,360,29,4,395,279,8648,8857,349,25,5,384,332,9573,8498,282,33,0,323,303,9121,7260,190,33,0,226,225,7708,4402,107,19,0,131,177,4713,2544,84,18,5,104,149,2797,917,53,27,0,78,51,1055,62922,1903,283,35,2225,2335,67479,15596,460,159,19,645,672,16903,9072,271,18,8,293,373,9747,9488,516,55,5,579,502,10573,9135,542,26,9,577,471,10179,9027,433,44,8,485,472,9974,8129,243,54,4,304,410,8843,6015,146,28,0,178,365,6555,2892,80,21,5,101,262,3253,1039,54,14,0,69,164,1276,70388,2768,414,45,3226,3686,77307,17394,874,226,54,1155,720,19266,10215,433,19,5,460,365,11041,11466,882,96,5,979,497,12943,10476,1028,68,0,1101,467,12042,10047,556,63,0,620,323,10990,9191,369,74,4,447,303,9936,7675,201,60,0,262,245,8181,3998,91,34,0,125,211,4334,1265,29,16,0
LGA15240,13807,247,64,17,319,627,14753,7856,96,8,4,114,335,8303,5727,161,18,8,185,253,6163,8382,261,30,6,289,347,9014,11045,279,25,3,312,406,11755,12694,308,22,4,340,536,13572,11412,281,24,5,301,458,12167,6779,184,17,9,205,406,7390,2298,76,10,0,90,337,2725,79988,1890,225,45,2159,3697,85845,12802,292,51,17,369,762,13932,7566,134,15,5,152,520,8233,6037,238,23,3,270,395,6705,7386,367,23,3,395,482,8259,10310,296,27,5,330,714,11358,13308,334,25,3,362,938,14609,13964,350,24,7,388,1061,15407,7445,222,16,13,244,676,8366,2832,80,5,0,88,498,3422,81653,2324,217,58,2602,6044,90302,12452,437,82,29,548,1065,14067,7367,178,14,0,190,556,8120,6532,480,28,4,510,553,7601,7241,535,33,0,569,571,8382,9827,375,38,5,415,672,10914,14207,325,35,0,364,846,15414,16278,354,32,3,386,988,17646,9530,211,27,0,236,770,10533,3364,109,26,0
LGA15270,4235,72,15,0,88,206,4529,2343,36,3,0,35,126,2506,1995,65,6,0,77,108,2178,2687,101,14,0,116,165,2972,2892,92,9,5,103,126,3124,2747,75,3,0,81,130,2955,2150,65,11,3,78,100,2329,1116,56,15,0,66,72,1258,404,15,8,0,20,35,460,20578,573,87,10,673,1074,22322,4372,83,12,3,103,423,4903,2163,33,5,0,36,235,2430,2333,78,7,0,90,254,2673,2383,104,15,0,124,255,2757,2972,102,9,3,117,324,3412,2747,78,8,3,88,333,3164,2437,67,4,0,75,304,2824,1214,53,12,0,60,151,1425,412,27,6,0,31,44,492,21047,617,82,10,707,2323,24079,4573,123,21,13,151,388,5114,2292,68,0,0,74,163,2523,2578,162,16,0,171,195,2945,2587,153,9,0,166,227,2981,3013,91,4,0,97,224,3329,3134,93,11,0,107,260,3497,2666,71,7,0,77,195,2935,1578,44,5,4,47,152,1782,497,28,8,0
LGA15300,2824,47,20,0,64,255,3144,1522,26,0,0,28,135,1693,1480,71,3,0,77,142,1703,1682,44,3,0,49,146,1876,1656,46,7,0,48,118,1827,1349,40,6,3,51,111,1508,911,17,0,0,14,84,1018,434,16,3,3,21,46,498,146,7,0,0,7,11,168,12001,303,57,7,363,1062,13430,2441,88,19,3,110,332,2884,1312,34,5,0,37,180,1524,1345,90,10,0,99,186,1636,1345,96,3,3,105,197,1646,1561,42,9,0,49,218,1827,1373,39,3,5,48,186,1604,1027,47,4,0,48,153,1223,522,12,3,0,12,92,632,145,3,0,0,11,22,176,11077,454,58,8,521,1558,13158,1990,70,14,3,86,546,2621,1099,49,0,0,48,324,1474,1241,110,5,0,115,342,1699,1063,91,7,0,96,343,1508,1241,48,0,0,48,320,1607,1331,38,5,0,47,343,1723,978,33,5,0,41,217,1238,557,17,0,0,19,109,690,152,6,0,0
LGA15350,4175,454,104,11,570,277,5022,2236,290,10,0,305,174,2720,2482,637,31,4,667,326,3482,3269,727,26,4,757,291,4318,3257,501,22,6,532,227,4015,2791,277,34,0,306,222,3326,2039,183,24,0,210,148,2396,1129,104,24,0,133,86,1342,715,61,7,0,74,55,837,22091,3229,285,36,3558,1804,27454,4029,550,135,14,703,281,5014,2325,329,13,5,347,184,2854,2274,819,27,3,854,282,3409,2900,864,41,8,909,279,4085,3380,587,37,5,634,255,4273,2756,356,48,3,413,224,3390,2529,244,40,0,289,183,3003,1266,128,36,0,163,118,1541,726,64,18,0,85,100,911,22197,3947,403,37,4384,1900,28476,3659,674,103,46,819,132,4611,2477,380,5,0,386,101,2963,2124,699,20,0,722,80,2935,2578,923,45,0,970,102,3649,3396,649,67,4,721,124,4238,3095,456,60,0,520,113,3727,2660,273,62,0,334,83,3073,1911,147,44,5,198,107,2216,776,75,27,4
LGA15520,1746,29,14,4,44,80,1879,1021,23,4,0,26,45,1094,812,34,4,0,39,38,889,1150,43,4,0,46,51,1249,1437,28,0,0,33,65,1540,1591,24,4,0,24,81,1693,1383,26,3,0,30,64,1479,778,16,4,0,17,56,850,224,4,0,0,8,16,249,10148,228,35,4,270,500,10919,1827,33,13,5,53,124,1997,943,26,0,0,26,69,1034,932,72,6,0,77,83,1093,992,40,7,0,53,72,1114,1368,35,0,3,33,95,1496,1626,28,3,0,32,168,1825,1624,24,0,0,28,141,1787,876,14,0,0,18,98,994,303,6,3,0,3,36,341,10487,278,39,7,318,874,11682,1958,73,12,3,88,123,2167,1004,27,0,0,29,68,1095,985,86,20,0,105,97,1194,1084,86,12,0,99,93,1277,1369,51,23,0,68,99,1533,1760,27,9,0,38,129,1926,1887,26,4,0,26,114,2034,1094,7,0,0,11,119,1223,325,6,0,0
LGA15560,741,17,7,0,20,40,799,405,12,0,0,11,21,439,324,11,5,0,19,18,353,420,16,4,0,19,19,456,544,17,0,0,17,28,586,441,12,0,0,12,23,478,337,11,0,0,9,21,368,188,10,0,0,5,15,212,52,0,0,0,0,0,59,3457,98,14,0,115,184,3756,672,17,0,0,23,91,785,376,9,4,0,12,42,429,370,26,3,0,29,45,433,369,21,3,0,28,56,446,465,16,0,0,18,56,543,475,12,0,0,11,44,540,326,12,0,0,6,39,376,193,12,0,0,12,18,216,58,0,0,0,3,5,69,3311,114,17,0,134,397,3838,488,22,4,6,23,49,568,306,3,0,0,3,24,342,324,41,5,0,40,39,406,293,30,0,0,30,31,353,362,11,4,0,19,41,418,487,11,5,0,13,45,545,382,6,0,0,6,42,436,183,6,0,0,6,23,214,64,3,0,0
LGA15650,3274,73,17,6,99,229,3601,1959,44,6,0,47,186,2192,1937,98,3,0,111,191,2238,1933,89,8,0,94,195,2219,1958,54,9,0,61,159,2177,1552,32,5,0,37,92,1682,903,10,0,0,16,44,961,497,9,0,0,11,39,552,153,0,0,0,0,15,170,14166,415,51,5,471,1152,15790,3275,102,25,4,129,214,3623,1774,54,4,0,60,133,1954,1920,113,0,0,117,238,2274,1758,117,8,0,123,189,2076,1988,85,4,0,90,196,2269,1613,37,4,0,46,150,1806,1133,23,5,0,29,104,1262,543,16,0,0,16,56,618,183,3,0,0,0,17,202,14186,542,55,7,608,1288,16086,3104,122,16,7,143,214,3462,1723,52,0,0,51,141,1928,1957,119,6,0,124,223,2309,1764,148,8,0,153,197,2112,1831,108,8,0,118,168,2116,1817,41,5,0,49,114,1977,1316,40,7,0,45,96,1451,666,14,3,0,16,64,746,223,4,0,0
LGA15700,3137,57,17,3,76,99,3313,1659,30,3,0,31,71,1760,1198,43,4,0,45,53,1288,1738,57,3,0,62,70,1866,2640,69,8,0,72,82,2799,2877,78,4,0,81,97,3053,2288,54,6,3,56,104,2448,1385,30,3,0,28,60,1482,566,20,0,0,21,35,628,17492,434,42,8,482,669,18646,2896,67,17,5,89,183,3171,1617,29,6,0,32,129,1776,1304,57,6,0,63,84,1454,1586,59,3,0,61,100,1742,2194,55,3,3,58,195,2449,3020,81,6,0,93,211,3318,2730,63,3,0,70,217,3015,1383,26,0,0,28,173,1579,550,17,0,0,17,134,700,17280,459,35,6,508,1421,19210,2778,115,33,5,150,282,3214,1578,42,4,0,49,143,1775,1409,105,14,0,121,148,1675,1575,99,10,0,107,140,1828,2072,66,12,6,84,155,2313,3134,79,6,0,82,247,3461,3173,73,9,0,82,216,3471,1796,32,0,0,40,116,1953,637,17,3,0
LGA15750,2693,21,13,0,37,144,2874,1401,17,3,0,19,62,1481,1332,33,0,0,35,66,1431,1512,35,3,0,41,84,1644,1748,31,0,5,32,76,1855,1513,24,3,0,31,69,1610,1107,11,3,0,15,54,1172,585,9,0,0,9,44,635,203,5,0,0,8,14,229,12097,193,28,5,227,606,12930,2482,20,7,0,25,282,2789,1258,14,5,0,15,154,1425,1289,52,7,0,59,146,1490,1343,43,0,0,45,141,1531,1525,40,4,0,52,185,1759,1570,34,0,0,37,177,1785,1158,14,3,0,16,134,1309,629,13,0,0,13,105,740,181,4,0,0,4,69,253,11425,235,28,0,263,1397,13083,2236,34,12,3,45,264,2542,1228,27,0,0,27,143,1403,1316,91,6,0,94,151,1564,1198,48,10,0,58,133,1388,1312,35,14,0,47,192,1552,1574,33,4,3,40,210,1822,1187,14,0,0,11,145,1345,714,3,0,0,7,61,787,274,4,0,0
LGA15800,1118,34,6,0,37,82,1242,565,15,3,0,18,33,616,519,20,0,0,18,37,571,600,21,3,0,20,34,660,791,15,0,0,19,45,854,739,17,0,0,24,41,796,546,3,0,0,3,33,581,390,7,0,0,7,32,434,142,0,0,0,0,17,163,5398,132,17,4,150,351,5906,1018,30,3,0,36,111,1155,555,11,0,0,14,49,617,459,35,8,0,37,49,551,553,26,0,0,28,67,647,640,19,0,0,17,76,733,746,11,3,0,15,88,855,614,9,0,0,10,84,704,342,7,0,0,7,38,390,168,4,0,0,4,21,202,5099,145,19,3,173,589,5853,980,40,3,0,40,124,1143,485,21,0,0,21,64,568,453,40,0,0,40,56,549,509,38,5,0,36,70,616,587,26,6,0,30,54,667,750,18,0,0,18,54,822,609,20,0,0,20,57,687,393,3,0,0,3,45,437,174,0,0,0
LGA15850,1489,11,4,0,17,64,1573,667,5,0,0,9,33,708,587,17,0,0,17,33,633,746,13,0,0,16,33,793,826,16,0,0,16,30,877,830,9,3,0,15,31,881,634,6,0,0,7,25,661,332,4,0,0,4,33,367,89,5,0,0,5,5,99,6199,88,11,5,103,289,6587,1251,19,7,0,23,100,1374,632,5,0,0,5,63,697,595,17,0,0,16,46,663,592,13,5,0,15,57,667,701,8,0,0,9,81,793,775,8,5,0,12,106,890,690,8,0,0,9,67,764,368,5,0,0,5,52,420,152,5,0,0,5,21,173,5751,79,15,0,95,597,6444,1113,27,3,0,32,202,1345,571,15,0,0,15,82,674,603,18,0,0,23,90,712,563,20,0,0,20,106,687,608,16,0,0,18,74,703,740,15,0,0,15,97,854,659,13,0,0,13,72,749,403,3,0,0,5,63,473,121,0,0,0
LGA15900,22433,1300,513,53,1865,1008,25309,19145,1720,196,18,1936,914,21992,18712,2180,175,15,2372,976,22060,17336,1681,159,13,1850,758,19950,17505,1270,148,24,1444,766,19710,14811,971,169,11,1154,602,16572,9640,693,243,11,946,442,11030,6799,525,284,13,830,425,8045,3206,262,145,12,419,239,3863,129597,10612,2028,171,12814,6128,148534,22955,1772,642,62,2482,770,26200,19291,2154,292,12,2466,848,22603,19535,2930,320,20,3271,1093,23898,16833,2212,193,13,2422,787,20040,17094,1475,202,16,1691,973,19750,15911,1106,202,12,1321,960,18195,11218,757,198,12,966,732,12910,6099,520,300,11,837,730,7666,2880,225,156,0,382,879,4148,131811,13160,2517,159,15835,7773,155412,23353,2417,551,152,3116,888,27360,20620,2132,123,5,2262,1263,24150,21935,3535,315,8,3858,1147,26941,17662,2990,336,3,3339,857,21852,17863,1757,252,10,2019,780,20660,17142,1201,221,8,1428,697,19267,13537,867,250,10,1127,606,15262,7645,524,240,3,771,550,8967,3433,276,164,13
LGA15950,5009,955,387,35,1376,558,6938,3725,1095,54,6,1153,468,5347,11300,3718,152,23,3890,1370,16555,7917,2323,158,7,2491,952,11354,5341,1302,132,11,1442,614,7398,5389,843,137,12,989,499,6876,3649,414,105,10,527,348,4520,1696,221,104,4,336,187,2220,837,91,37,6,130,103,1077,44861,10961,1270,114,12345,5084,62287,6102,1429,472,65,1965,477,8545,3755,1038,61,5,1106,423,5286,10624,4210,154,13,4371,1357,16350,7943,3319,170,7,3493,888,12321,5941,1528,148,11,1686,595,8218,5427,1013,176,9,1196,558,7182,4702,638,161,5,809,417,5925,2090,284,106,0,387,201,2680,855,113,53,0,165,126,1147,47437,13573,1503,118,15193,5033,67655,6105,1790,367,165,2325,296,8724,4190,1088,34,0,1126,190,5505,10017,3941,122,4,4069,565,14656,7715,4015,149,3,4166,462,12343,6480,1884,123,0,2011,308,8800,5822,1140,186,0,1325,292,7436,5155,749,260,0,1009,257,6417,3127,365,133,3,497,225,3848,898,108,74,0
LGA15990,40699,4040,871,146,5061,1490,47245,21036,3027,157,40,3218,911,25166,22560,5314,239,43,5599,1418,29575,31356,5415,313,49,5777,1448,38582,27845,4320,515,41,4876,1139,33857,22017,2905,458,27,3390,970,26377,15804,1885,408,20,2316,697,18821,9694,1090,434,20,1540,527,11760,4935,675,206,19,894,423,6250,195947,28667,3603,397,32672,9024,237639,41787,5047,1073,136,6249,1816,49853,22070,3543,178,27,3748,1157,26970,21273,6315,319,38,6670,1628,29574,29284,6691,394,45,7127,1783,38201,30034,5242,503,33,5775,1580,37394,23115,3336,612,36,3984,1325,28422,18544,2238,426,29,2698,1197,22441,10345,1348,434,26,1805,921,13082,5312,524,244,16,785,843,6941,201773,34283,4189,380,38849,12250,252876,40306,5866,980,349,7192,1231,48729,25477,3650,80,9,3733,796,30004,21503,6100,202,14,6312,1062,28875,26418,7681,338,5,8016,1065,35504,32807,5699,436,9,6148,1049,40004,27168,3827,632,4,4467,842,32479,20309,2537,645,15,3191,715,24219,13721,1577,476,17,2066,707,16501,5648,570,368,16
LGA16100,977,15,4,0,19,28,1025,522,14,0,0,8,93,623,405,14,0,0,17,28,450,604,17,0,0,22,30,649,627,17,0,0,17,24,670,717,32,3,0,36,25,777,496,18,0,0,19,28,541,211,9,0,0,11,10,237,71,4,0,0,4,5,83,4623,140,14,0,154,268,5043,801,17,7,0,26,94,923,531,6,0,0,6,135,673,392,13,0,0,13,77,484,463,29,0,0,29,61,559,653,24,0,0,24,83,757,646,23,0,0,22,55,724,641,32,5,0,35,90,770,241,12,3,0,17,40,296,95,0,0,0,5,12,115,4465,164,19,4,188,646,5301,808,25,7,3,38,112,959,414,20,0,0,23,90,522,403,49,5,0,56,82,539,445,49,6,0,50,108,609,636,19,4,0,24,77,742,736,26,3,0,31,63,828,715,28,4,0,33,100,846,363,15,3,0,18,52,429,97,5,6,0
LGA16150,7581,280,87,13,375,469,8424,4702,254,12,8,266,246,5216,4314,263,37,3,302,231,4848,4360,260,33,3,300,280,4939,4439,209,30,0,243,190,4871,3913,131,25,0,161,199,4271,2551,113,28,0,144,130,2822,1712,78,24,0,100,78,1895,667,44,13,0,57,50,768,34227,1633,294,30,1953,1874,38054,7685,335,113,12,459,398,8545,4422,209,9,3,223,292,4942,4487,500,47,7,550,324,5358,4335,414,44,4,458,312,5106,4403,229,31,0,266,325,4990,4144,173,54,8,232,267,4646,3254,112,26,5,141,233,3627,1923,84,22,3,112,177,2205,763,49,6,0,61,95,919,35413,2111,355,39,2507,2426,40348,8245,501,122,42,668,469,9377,4543,270,7,0,278,259,5071,4865,663,39,3,705,322,5893,4455,667,63,0,727,280,5464,4506,311,39,4,351,242,5108,4331,186,41,0,230,218,4776,3882,127,32,0,157,222,4256,2262,80,23,0,106,148,2511,877,31,13,0
LGA16200,2982,76,8,0,92,199,3278,1574,28,0,0,30,106,1709,1384,44,6,0,42,89,1521,1598,66,13,0,74,80,1760,1833,43,0,0,40,96,1967,1607,31,5,0,30,77,1724,1208,14,3,0,18,91,1323,866,11,3,0,9,66,950,336,9,3,0,10,28,369,13393,316,37,8,358,840,14594,2673,64,20,4,86,184,2948,1620,41,0,4,47,151,1819,1353,81,5,0,89,101,1538,1356,69,5,0,74,126,1561,1672,50,14,0,64,165,1898,1757,39,3,0,43,146,1949,1301,24,0,0,29,176,1506,821,16,3,0,19,119,953,375,6,0,0,6,65,437,12925,386,53,11,449,1231,14611,2634,81,6,6,99,208,2935,1477,48,4,0,56,131,1666,1412,99,5,0,105,120,1631,1333,97,6,0,98,132,1562,1469,82,8,0,93,113,1672,1727,36,5,0,41,141,1915,1438,19,5,0,30,82,1551,918,11,0,0,13,70,995,388,7,3,0
LGA16260,18288,10849,3618,313,14778,1654,34719,11883,11144,627,107,11874,1508,25263,13184,19547,1052,145,20744,2618,36548,12896,12450,1773,100,14320,1745,28962,11581,9611,2713,76,12404,1305,25281,10878,5511,2206,65,7773,824,19478,8000,2356,1699,34,4089,513,12609,5102,1030,1209,36,2276,433,7807,2355,322,335,9,662,329,3348,94167,72816,15230,881,88928,10923,194019,19581,14397,5228,389,20014,2011,41605,11801,12197,798,68,13062,1508,26367,13215,26881,1945,155,28987,3577,45776,12106,19002,2192,125,21313,2427,35844,11384,10801,2948,82,13829,1423,26633,10094,7333,3788,55,11179,1099,22375,8408,3495,2370,46,5909,738,15052,5083,1378,1642,25,3049,461,8596,2658,434,526,7,966,280,3897,94333,95925,21430,947,118304,13515,226153,19722,19219,4551,1187,24952,1969,46643,12785,13977,408,15,14392,1355,28537,14816,30086,1989,28,32107,3012,49933,12396,28025,2723,39,30784,2352,45531,12052,12781,3011,28,15824,1224,29102,10059,9255,4575,26,13850,876,24787,8257,5178,4128,22,9321,607,18185,5632,1855,1988,22,3864,456,9948,2399,506,843,6
