LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA14550,0,3,0,0,3,0,0,0,0,0,5,3,0,0,11,6,4,0,0,7,3,7,0,0,17,36,23,9,4,77,21,17,14,5,60,40,35,19,0,95,68,58,54,20,205,42,44,37,10,132,31,17,15,6,69,21,14,9,6,46,13,9,9,0,30,0,3,0,0,8,52,38,27,14,129,3,4,0,0,14,347,290,190,73,901,3,0,3,0,7,5,0,0,0,7,4,0,0,0,3,0,0,0,0,0,5,3,4,0,17,5,7,0,4,14,19,12,4,3,42,12,18,12,4,40,70,58,36,13,171,31,47,30,5,117,37,25,24,6,89,18,17,9,6,48,8,12,11,0,37,6,17,7,3,31,31,32,12,17,90,4,0,0,0,10,268,247,146,57,717,0,0,0,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,3,3,0,0,15
LGA14600,3,6,4,0,11,0,0,0,0,4,9,0,8,0,11,3,4,0,0,9,0,3,0,0,10,11,4,4,3,22,21,17,9,0,49,25,20,8,3,57,54,47,23,11,138,49,41,25,10,126,24,12,19,4,60,11,12,14,8,40,7,11,7,3,32,0,5,3,0,20,36,37,22,15,103,7,3,4,4,16,261,235,144,64,708,5,4,5,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,5,7,5,3,4,0,15,12,3,5,4,21,8,7,7,6,29,37,52,21,7,122,40,37,15,3,102,27,29,16,7,80,13,16,15,7,44,13,14,6,0,34,6,10,9,3,27,22,35,20,16,94,3,0,3,0,8,205,218,125,50,593,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11
LGA14650,25,22,10,0,58,9,7,5,0,17,30,29,7,6,78,14,17,9,3,44,42,41,15,10,108,168,113,47,36,362,265,185,77,35,564,401,323,134,46,907,1321,1268,559,194,3331,1365,1618,605,178,3771,1109,1462,486,113,3178,798,1232,498,134,2658,881,1416,461,105,2870,354,464,195,50,1067,965,1226,557,186,2937,113,118,51,25,313,7875,9539,3719,1126,22259,22,18,7,4,47,10,19,4,4,32,24,12,4,5,42,11,12,0,5,24,41,32,14,0,99,68,52,29,10,158,196,140,38,20,391,315,244,87,38,682,1247,1051,369,174,2838,1263,1472,560,184,3490,1351,1624,616,144,3730,1019,1440,485,117,3053,1091,1521,494,124,3232,655,1122,465,132,2369,932,1178,420,152,2686,73,93,24,15,207,8322,10027,3627,1120,23094,25,15,10,4,53,9,4,0,0,19,16,5,6,0,22,12,0,0,0,16,20,14,9,5,39,42,26,14,8,95
LGA14700,7,7,5,0,16,3,0,4,0,11,9,5,0,0,13,3,8,0,0,8,3,4,0,0,10,12,8,0,0,25,27,14,6,0,46,22,21,4,0,53,122,85,17,0,230,141,125,30,11,306,164,114,32,7,322,219,339,164,28,752,292,427,175,28,916,274,452,156,31,909,160,193,112,31,494,10,19,4,0,36,1477,1833,710,134,4157,14,9,0,0,18,0,5,0,0,0,0,4,0,0,7,5,3,0,0,5,8,0,0,0,14,13,5,0,0,20,13,8,4,0,24,32,15,3,0,47,142,71,15,0,223,159,112,20,0,302,209,162,37,9,418,158,145,34,3,341,288,328,115,11,746,581,944,379,68,1967,178,232,94,29,539,17,14,9,0,43,1824,2052,716,129,4722,11,8,0,0,15,0,0,0,0,0,0,4,0,0,6,3,3,3,0,6,8,3,0,0,10,5,3,0,0,16
LGA14750,3,0,0,0,13,0,0,4,0,4,5,0,0,0,8,4,0,8,0,11,0,6,0,0,7,17,17,5,5,41,27,13,16,5,52,35,36,16,6,84,105,90,54,22,275,75,69,33,21,203,51,70,27,13,160,24,36,17,12,82,20,30,18,3,71,7,4,6,5,19,57,61,34,13,164,6,4,5,6,19,431,434,236,109,1206,0,0,0,0,7,4,3,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,15,14,16,4,7,36,17,19,11,6,51,86,59,36,15,206,71,66,36,9,183,55,83,42,11,189,50,44,26,17,127,28,47,13,8,98,19,28,11,9,63,50,38,36,16,138,6,3,0,0,5,405,412,216,95,1131,8,0,6,0,8,3,0,0,0,3,0,3,3,0,3,0,0,3,0,3,0,0,0,0,8,6,8,0,0,9
LGA14850,4,0,5,0,15,5,3,0,0,13,11,15,9,0,31,4,7,0,0,16,18,9,4,6,35,68,55,22,15,159,79,99,26,16,219,119,132,55,22,337,384,413,173,67,1039,258,317,145,37,749,164,211,89,36,500,88,149,51,20,308,87,110,57,19,278,28,34,13,3,81,164,198,96,36,495,11,18,6,7,47,1507,1773,756,293,4322,8,4,0,0,14,6,0,0,0,6,9,5,0,0,16,3,6,4,6,10,21,15,4,0,38,16,20,10,6,49,47,41,21,6,119,78,64,28,13,179,318,293,131,55,786,274,323,123,43,765,224,272,104,30,630,134,159,79,13,387,138,146,60,11,357,63,75,34,16,193,169,167,79,30,448,8,16,0,10,31,1520,1595,681,243,4039,3,4,3,0,11,5,0,0,0,5,7,0,0,0,7,6,3,0,0,10,11,6,0,0,14,8,14,0,0,28
LGA14870,4,6,0,0,9,0,0,0,0,0,4,7,0,0,13,6,4,0,3,12,9,5,0,0,16,27,13,10,6,59,33,26,4,7,67,40,43,23,7,107,126,116,55,20,314,107,134,48,20,312,70,94,46,8,216,65,135,54,18,272,100,119,40,11,272,26,42,4,6,74,83,87,57,21,247,11,24,6,6,46,708,846,353,128,2044,0,5,0,0,10,0,0,0,0,5,0,3,3,0,11,0,0,0,0,4,10,5,0,0,23,9,10,7,4,25,38,28,0,3,72,42,24,15,7,85,108,95,46,22,271,120,94,39,14,276,92,99,52,9,256,64,105,27,13,208,74,105,35,8,225,63,85,35,11,193,79,98,47,23,249,15,8,3,0,30,733,766,316,122,1941,3,3,0,0,5,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,4,3,0,0,10,5,4,0,0,12
LGA14900,58,69,26,27,189,32,29,17,3,83,83,90,53,37,264,56,61,32,29,177,91,84,63,40,274,320,331,209,100,962,405,469,266,123,1255,541,622,328,188,1671,1570,1843,897,386,4693,1329,1724,699,318,4071,1137,1619,579,194,3530,739,1193,428,127,2490,708,1172,436,132,2453,248,458,200,86,995,757,1183,594,353,2890,145,153,92,53,445,8229,11084,4915,2197,26421,61,56,50,22,186,27,27,10,9,70,47,54,36,23,161,44,34,19,16,106,139,142,102,76,461,170,190,144,88,595,371,296,174,114,960,412,531,276,180,1401,1450,1621,838,387,4292,1414,1777,788,368,4354,1404,1883,737,289,4316,1010,1435,570,206,3226,1021,1672,595,214,3501,639,1202,511,184,2531,860,1153,628,365,3002,91,117,63,38,314,9154,12191,5559,2576,29485,97,96,61,49,303,12,13,13,12,47,41,39,14,15,109,30,34,29,30,114,103,103,62,49,315,118,141,103,54,417
LGA14920,6,5,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,3,0,12,4,0,3,0,3,10,9,4,5,25,18,14,5,0,39,26,22,16,0,65,74,54,24,14,168,38,48,23,3,120,22,23,16,4,70,19,22,8,0,53,10,10,5,0,30,0,5,3,0,14,37,51,31,9,127,4,4,4,0,10,274,278,151,43,748,3,3,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,8,4,0,5,18,0,0,0,0,6,4,11,4,0,17,10,13,4,0,38,66,50,30,3,146,26,48,27,5,114,32,43,20,0,99,26,26,12,0,69,16,23,14,0,55,14,12,0,6,38,29,41,23,10,107,6,0,4,0,12,247,284,141,37,715,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,0,0,8
LGA14950,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,10,5,3,8,0,17,7,6,5,0,24,13,10,7,3,31,19,33,16,11,81,22,15,11,3,47,9,8,7,0,27,7,4,0,4,13,10,3,7,6,22,0,5,0,0,3,22,21,10,9,62,0,0,4,0,4,121,108,77,41,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,5,3,0,0,9,4,5,0,4,14,21,21,18,5,63,11,30,11,4,52,13,13,13,7,46,5,19,3,0,28,6,13,6,0,23,10,5,3,3,15,14,18,13,7,59,3,0,0,0,0,85,135,69,35,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA15050,8,8,3,0,17,3,10,0,0,15,8,7,7,0,24,3,5,5,0,12,18,7,7,0,28,51,30,11,14,109,75,61,25,11,169,133,130,62,47,367,485,482,229,97,1298,501,621,239,89,1449,482,568,160,67,1271,356,532,243,65,1196,374,527,193,51,1151,130,194,88,19,438,305,402,176,96,983,35,39,9,5,95,2980,3623,1456,563,8622,16,3,0,4,24,4,3,6,0,9,10,6,0,0,16,7,3,3,0,14,26,20,6,3,53,29,28,13,9,83,77,35,33,10,152,110,87,45,19,264,474,478,200,85,1235,527,612,241,102,1484,550,651,259,86,1544,423,565,191,55,1236,427,546,210,48,1233,269,456,197,51,967,361,479,212,91,1147,32,28,11,6,70,3331,4009,1614,579,9536,15,6,0,4,18,3,4,0,0,7,6,8,0,0,16,9,0,0,0,10,13,18,4,0,28,18,6,10,0,33
LGA15240,13,13,10,7,29,7,6,0,0,22,23,28,8,0,63,27,17,4,3,54,32,26,13,4,76,159,135,43,20,353,200,138,72,26,439,270,252,113,49,685,676,654,303,135,1770,408,476,227,83,1189,278,327,131,49,783,137,169,77,23,410,110,145,66,8,337,45,39,13,6,100,382,384,211,91,1073,33,52,20,9,117,2805,2855,1307,519,7483,19,9,4,0,32,10,9,0,0,19,11,10,6,0,23,6,3,0,0,9,60,27,20,6,116,55,37,17,4,119,141,97,39,26,299,185,158,82,49,478,690,553,234,104,1585,478,523,202,87,1298,334,383,155,54,928,228,251,105,32,614,167,180,84,18,454,91,117,44,12,267,360,409,182,79,1040,39,29,18,8,92,2875,2785,1205,491,7355,21,17,3,0,38,3,0,0,0,8,14,0,0,0,12,7,3,0,0,18,23,8,4,3,36,26,20,5,0,54
LGA15270,0,0,0,0,9,3,0,0,0,0,9,0,4,3,12,7,9,6,0,14,6,0,0,0,14,33,29,16,5,85,39,28,28,5,103,59,50,32,9,150,168,138,67,27,413,124,145,67,30,372,87,114,53,11,262,80,117,59,18,279,77,93,44,10,230,30,26,13,6,71,125,114,81,30,347,23,10,14,5,51,871,883,478,172,2405,3,3,0,0,7,5,0,0,0,5,5,3,3,0,10,7,3,0,0,5,15,13,10,3,34,13,6,6,3,28,39,31,10,4,81,44,28,17,14,100,149,123,62,28,359,119,142,66,18,346,124,139,65,23,346,84,128,47,13,267,104,122,47,10,288,61,102,51,9,222,111,133,75,29,346,10,14,3,0,30,885,974,454,162,2482,0,0,0,0,6,0,3,0,0,7,0,0,0,0,4,8,0,0,0,6,4,0,4,0,9,5,0,4,3,14
LGA15300,5,0,6,0,10,0,0,0,0,3,5,0,4,7,12,0,0,0,5,7,4,4,0,0,10,14,9,5,7,35,25,25,12,3,64,41,39,13,11,108,97,92,48,33,274,81,70,37,10,199,57,63,21,13,153,32,44,27,5,107,31,39,16,10,100,21,23,7,3,48,52,85,53,20,206,10,12,6,3,35,485,514,260,127,1387,5,0,0,0,4,5,0,0,0,6,4,0,0,0,4,4,0,0,0,4,9,3,0,0,6,5,7,0,0,16,15,14,3,5,35,21,17,4,3,42,81,60,34,19,187,58,73,38,19,180,74,70,36,15,193,45,46,12,4,107,41,39,25,0,108,32,26,19,3,82,81,59,47,17,203,12,9,3,6,28,467,427,232,97,1221,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,8,3,0,11
LGA15350,11,6,8,0,23,3,6,0,0,5,4,8,0,0,11,0,0,0,0,3,4,0,0,0,7,0,3,0,0,6,13,6,0,0,18,20,19,4,0,45,57,54,4,0,117,83,49,14,0,144,66,49,18,0,137,186,326,177,31,722,215,269,100,21,604,276,402,142,25,853,144,197,132,30,504,12,6,8,0,25,1095,1404,621,119,3234,3,11,0,0,14,0,3,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,7,7,0,0,13,13,3,4,0,18,16,6,3,0,31,53,37,14,0,99,61,47,4,3,114,104,69,16,0,191,76,61,19,0,154,190,233,85,16,530,575,809,313,61,1758,172,225,130,35,559,6,13,4,0,30,1265,1532,588,123,3513,6,3,4,0,19,0,0,0,0,4,6,4,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3
LGA15520,0,0,4,0,7,0,0,0,0,0,4,3,4,0,11,0,0,0,0,0,6,3,0,0,7,11,11,4,0,29,27,18,10,0,55,19,34,18,0,81,85,100,39,11,229,62,68,43,6,172,47,42,26,6,122,19,34,14,5,67,18,28,20,6,67,5,5,3,0,15,49,66,41,12,180,11,4,3,4,15,353,417,226,63,1063,4,0,3,0,13,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,6,0,0,7,9,5,0,0,16,14,7,4,0,27,16,16,10,0,47,61,84,42,8,195,64,82,36,15,190,46,63,41,8,158,46,52,19,4,121,32,40,18,4,94,21,25,17,0,65,55,55,35,16,162,0,3,0,0,7,361,446,236,70,1115,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,6,0,10,0,4,0,0,4
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,7,3,4,5,0,9,6,4,3,0,7,5,7,6,0,14,9,19,8,0,42,29,29,22,6,90,31,29,16,6,80,12,19,5,3,44,0,11,5,0,19,3,4,0,4,10,0,0,6,0,3,21,25,19,8,72,3,4,0,0,7,122,158,101,38,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,8,0,3,22,32,21,15,8,73,30,29,11,10,80,22,24,7,0,57,17,14,6,0,37,12,6,6,0,26,7,0,5,0,14,16,23,27,16,81,4,0,0,0,9,154,126,82,38,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,3,3,0,0,6,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,16,9,11,3,37,23,11,11,0,52,27,13,10,0,54,88,74,59,20,242,81,98,44,15,239,75,81,37,8,198,95,148,70,24,344,89,124,54,14,281,34,44,19,8,104,64,72,48,15,193,13,7,9,3,29,602,694,367,122,1789,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,3,3,3,9,10,5,0,0,20,17,16,10,4,44,22,22,13,3,64,85,73,34,20,212,86,100,39,18,238,98,120,61,21,305,64,89,47,17,218,72,105,40,10,224,63,76,29,3,175,73,78,47,13,214,5,5,8,3,22,616,694,326,110,1740,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5,7,0,0,0,7,7,5,0,0,13
LGA15700,3,4,0,0,4,0,6,0,0,6,8,3,0,0,16,6,3,0,0,12,14,0,0,0,16,43,22,14,11,85,48,33,15,12,107,52,68,22,10,158,141,151,82,28,402,79,81,47,25,232,47,59,23,9,137,21,31,9,0,64,21,24,5,0,45,9,4,9,0,29,83,66,44,15,210,9,3,8,0,18,579,565,267,123,1539,5,4,0,0,8,4,0,0,0,3,4,0,0,0,10,4,0,0,0,5,14,12,0,0,27,12,13,0,0,23,35,15,3,12,64,47,29,21,9,107,128,122,59,28,331,91,106,41,18,266,83,82,44,13,223,47,43,23,3,110,32,42,20,10,93,15,20,9,0,48,72,85,42,16,208,8,5,0,0,14,585,574,269,109,1540,0,0,0,0,5,3,0,0,0,3,0,3,0,0,4,3,0,0,0,9,0,0,0,0,5,3,4,0,3,10
LGA15750,8,7,0,0,10,0,0,0,0,3,3,3,4,0,9,0,0,0,0,9,5,4,0,0,9,11,14,7,4,41,20,18,6,9,50,33,29,21,9,95,93,92,51,25,258,81,99,38,20,240,62,83,25,9,181,35,50,32,11,128,31,38,22,5,97,9,19,13,0,38,58,90,50,15,222,14,13,17,4,45,476,559,286,117,1437,3,0,0,0,11,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,7,4,0,0,14,0,3,0,0,13,11,4,4,3,22,15,8,11,9,43,80,70,35,17,196,79,93,43,27,237,53,80,41,4,190,48,53,33,9,132,37,68,18,8,139,36,35,20,5,91,61,68,47,17,198,3,8,3,0,22,456,497,252,109,1315,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7
LGA15800,4,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,0,6,0,0,4,6,3,3,0,20,8,10,8,0,28,18,18,13,3,50,56,46,17,9,131,34,36,23,7,104,21,34,18,8,80,10,13,8,0,27,12,11,3,4,31,0,5,6,0,11,41,34,20,17,102,8,3,0,0,12,218,210,115,61,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,3,5,0,6,12,6,4,4,0,17,10,13,0,0,23,32,32,28,8,103,35,33,14,4,93,30,28,21,9,92,20,21,10,0,56,16,16,14,6,42,5,10,0,3,21,29,27,17,16,90,7,0,0,0,4,196,205,115,41,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,0,0,0,0
LGA15850,7,0,0,0,5,0,3,0,0,3,0,3,0,0,3,3,4,0,0,11,4,0,0,3,3,8,5,0,0,16,7,8,12,0,24,6,16,9,6,41,37,52,24,12,131,35,38,29,5,104,24,25,16,15,73,15,17,8,0,44,19,12,3,9,39,8,0,3,3,14,37,49,26,11,127,5,3,0,0,13,212,235,142,72,664,4,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,15,3,4,0,20,7,4,5,8,28,33,33,8,11,85,38,30,21,16,103,26,23,23,8,81,22,18,16,0,63,22,19,8,0,55,11,16,3,0,31,25,29,34,18,98,0,6,4,0,12,203,197,142,62,605,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5
LGA15900,22,14,0,0,38,9,9,0,0,9,31,13,7,0,56,12,17,3,3,40,44,21,18,3,96,117,74,34,15,241,174,134,48,13,367,291,220,73,35,622,947,807,281,98,2134,950,1024,380,109,2456,909,963,322,79,2270,674,928,346,83,2027,698,1033,352,61,2143,289,374,180,42,882,643,756,348,105,1846,57,56,21,9,137,5868,6444,2399,659,15368,17,17,7,10,45,9,7,3,0,21,24,7,4,0,38,12,0,0,0,14,49,23,19,15,104,56,45,18,13,127,120,88,32,12,250,208,167,66,22,468,805,662,233,77,1779,886,926,276,97,2177,913,1073,351,96,2429,735,963,325,53,2071,827,1121,402,88,2436,623,967,423,89,2104,685,781,278,110,1853,54,62,17,4,134,6024,6907,2451,669,16040,23,17,5,8,52,12,7,0,0,11,5,12,0,0,16,9,5,3,3,15,28,13,9,6,51,37,32,5,10,79
LGA15950,17,3,9,0,29,0,0,0,0,6,9,4,0,0,19,4,0,0,0,6,13,4,0,0,12,15,11,0,0,30,32,19,0,0,54,55,21,4,0,81,159,113,20,5,293,202,107,17,8,336,198,91,13,0,308,431,406,95,14,944,560,367,88,13,1023,526,428,95,18,1065,268,204,80,23,572,19,17,3,0,39,2513,1805,428,84,4825,23,12,0,0,34,0,5,0,0,4,5,5,0,0,5,3,0,0,0,6,12,3,0,0,13,11,8,0,0,20,26,18,0,0,47,31,22,4,0,59,152,73,10,0,236,181,117,18,11,319,306,200,29,4,534,247,156,22,0,427,616,393,80,13,1102,1112,1049,246,40,2450,295,256,82,26,649,14,12,0,0,32,3020,2327,494,83,5930,18,11,3,0,33,0,0,0,0,4,4,0,0,0,8,0,0,0,0,4,4,0,0,0,4,14,10,0,0,19
LGA15990,44,53,8,7,115,16,23,13,0,48,37,39,13,0,91,39,27,10,4,83,50,31,12,3,102,108,70,15,6,202,178,174,52,17,422,342,324,85,10,770,1144,1119,392,95,2744,1325,1493,538,114,3473,1270,1569,536,100,3475,1535,2919,1119,235,5811,1904,3093,1038,183,6216,1329,1990,731,141,4185,1220,1797,846,230,4095,132,143,47,6,331,10685,14864,5459,1165,32169,34,43,20,8,101,14,18,3,0,40,21,21,9,3,50,13,12,0,4,30,44,33,18,0,94,66,32,12,3,116,113,82,33,10,234,186,187,41,8,420,908,782,219,60,1968,1137,1180,405,93,2820,1449,1693,525,105,3778,1305,1696,538,89,3631,1978,3017,1049,190,6231,2626,5584,2105,387,10706,1322,1965,806,213,4303,95,137,37,5,273,11321,16477,5826,1169,34794,29,43,15,4,89,8,3,6,0,18,20,11,0,0,32,18,4,0,0,23,31,21,8,0,55,45,23,10,0,81
LGA16100,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,0,3,10,5,9,0,0,13,22,10,5,3,47,35,43,28,15,118,34,44,22,7,106,25,25,14,5,72,16,13,14,5,44,12,26,11,0,49,5,3,3,0,15,33,24,14,5,80,5,4,0,0,10,203,216,120,37,571,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,3,0,3,0,7,4,3,0,0,4,25,36,14,6,86,28,33,21,9,89,29,34,8,4,75,15,16,12,0,40,14,21,13,4,48,8,25,7,0,40,26,32,21,7,88,4,3,0,0,6,166,212,95,31,505,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5
