LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA12390,0,8,44,38,24,13,9,0,0,145,0,3,20,8,20,11,11,0,0,79,0,3,34,35,25,20,13,3,8,141,0,4,14,11,8,5,0,0,0,40,7,24,52,63,49,31,17,0,0,244,21,137,438,353,344,386,201,95,33,2009,4,64,334,328,283,277,151,60,28,1524,26,160,571,527,536,402,174,65,12,2471,39,151,434,333,336,279,73,14,10,1667,0,27,53,49,32,41,9,4,3,225,30,100,212,159,133,62,59,14,3,774,0,0,3,0,3,0,9,5,0,31,0,5,21,10,12,12,5,0,0,72,181,158,346,291,330,326,293,306,142,2370,308,849,2575,2205,2136,1873,1022,580,235,11778,0,5,64,43,26,22,6,12,0,176,0,0,37,12,10,13,10,0,0,87,0,9,40,25,25,28,9,16,5,162,0,8,11,16,0,8,0,0,0,48,4,29,79,71,47,55,24,7,0,316
LGA12700,0,0,13,7,9,8,4,0,0,39,0,0,0,5,3,6,0,0,0,13,0,0,4,3,8,4,0,3,0,26,0,0,0,4,4,5,5,0,0,17,4,12,6,24,15,10,7,0,0,80,4,18,68,60,80,83,40,21,9,383,0,0,31,33,55,78,36,10,5,242,8,21,72,77,94,77,47,6,5,414,0,22,51,56,67,55,34,0,0,283,0,4,7,14,16,15,4,0,0,62,0,9,27,36,24,15,9,4,0,121,0,0,0,0,0,0,3,0,0,8,0,3,0,5,3,6,0,0,0,17,47,18,42,44,51,67,46,56,24,397,75,101,321,365,418,426,233,109,47,2096,0,0,8,11,5,9,6,3,0,51,0,0,0,7,0,6,4,0,0,14,0,4,12,5,6,12,0,0,0,38,0,0,3,3,3,0,0,0,0,16,3,12,16,17,20,18,5,3,0,90
LGA12730,0,5,5,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,4,0,30,0,0,0,8,3,0,0,0,0,12,0,10,17,27,11,13,5,0,0,87,0,16,43,55,44,71,43,19,9,310,0,10,42,45,51,54,25,5,3,241,4,17,64,71,77,49,33,8,4,332,9,24,56,55,59,38,13,3,0,256,0,3,4,3,4,0,0,4,0,26,4,12,37,26,25,13,11,4,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,12,38,39,37,59,70,99,90,85,26,541,59,126,319,379,351,353,232,135,53,2008,0,0,3,3,6,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,5,3,4,0,3,0,0,18,0,0,0,3,0,0,5,0,0,7,0,0,20,25,19,16,0,3,3,81
LGA12750,0,5,16,31,21,48,41,7,8,166,0,0,5,9,10,13,14,4,0,62,0,4,8,25,24,20,22,17,14,134,0,0,7,14,15,4,9,0,0,56,3,7,17,34,39,35,20,3,0,159,4,40,122,177,248,394,247,130,34,1388,6,9,100,138,180,374,265,89,19,1172,17,59,176,271,363,449,361,120,38,1857,8,57,150,212,302,346,212,48,7,1348,0,10,36,36,49,64,43,22,11,271,17,48,124,123,117,111,78,17,4,638,0,0,4,0,0,0,8,8,0,21,0,3,9,19,12,27,15,10,7,101,98,70,122,172,193,315,371,335,223,1895,152,318,891,1250,1566,2204,1716,808,374,9274,0,3,20,26,44,49,50,15,9,210,0,0,8,10,13,20,22,7,0,74,0,4,16,12,29,22,35,18,20,153,0,0,14,12,16,18,9,3,0,70,0,5,20,29,54,49,31,12,0,204
LGA12850,7,162,254,175,171,100,40,4,0,909,0,31,170,187,112,44,10,4,0,556,4,28,115,135,178,200,105,68,27,863,4,47,92,32,23,24,11,0,0,234,6,10,31,31,29,23,11,3,0,137,47,361,871,498,469,417,215,71,22,2981,23,332,856,525,414,427,265,63,17,2929,112,903,2707,2112,1499,966,340,93,23,8755,65,592,1333,1050,861,626,185,30,8,4749,14,203,375,230,106,72,35,11,0,1047,69,266,684,624,460,234,114,24,8,2487,10,28,28,30,35,44,38,23,0,244,15,51,79,68,65,49,24,10,0,348,452,424,922,863,872,788,607,483,361,5765,815,3441,8533,6548,5285,4006,1992,888,476,31995,3,169,307,216,175,125,58,20,5,1077,4,39,128,187,125,57,18,6,0,559,10,47,147,117,138,211,120,59,28,873,7,77,103,40,32,21,4,5,0,298,0,15,32,29,25,17,15,3,0,146
LGA12870,0,0,0,12,10,6,8,5,0,43,0,0,5,4,0,6,3,0,0,16,0,3,6,9,12,0,7,4,0,46,0,0,0,0,0,0,4,0,0,10,3,12,25,21,15,3,3,0,0,79,5,29,70,60,96,95,57,35,9,454,3,3,42,38,43,76,52,25,0,283,5,17,78,95,86,63,47,18,4,417,3,22,45,56,64,62,33,12,0,300,0,3,10,12,9,12,6,0,0,53,11,17,42,45,30,27,21,10,0,211,0,0,0,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,16,46,24,33,62,67,108,111,124,77,646,74,142,372,408,429,465,351,232,98,2572,0,0,3,8,6,6,5,0,0,32,0,0,4,0,3,4,0,4,0,15,0,0,6,6,13,4,4,6,0,37,0,0,4,3,6,3,0,3,0,14,0,13,25,24,14,10,3,0,0,89
LGA12900,0,0,3,8,9,4,3,0,0,23,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,7,3,6,0,22,0,0,0,0,0,0,0,3,0,4,0,4,16,9,5,8,0,0,0,50,9,12,59,50,55,70,40,26,7,330,3,16,63,63,55,59,37,14,3,319,3,15,86,70,99,73,31,7,7,385,3,29,52,51,53,37,18,4,0,253,0,0,11,10,9,8,4,3,0,40,3,13,38,27,29,15,5,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,15,40,16,54,56,65,72,80,72,33,489,67,103,394,339,383,354,233,145,52,2061,0,0,4,0,12,0,4,5,0,18,0,0,0,0,0,4,6,0,0,14,0,0,12,5,3,7,0,3,0,22,0,0,0,3,0,0,0,0,0,7,0,3,23,18,10,6,0,0,0,61
LGA12930,3,105,273,231,269,156,79,48,11,1174,0,56,316,313,215,102,11,0,0,1014,5,70,264,186,248,185,105,123,46,1224,0,45,128,94,63,34,6,4,0,372,0,17,38,34,25,20,3,10,0,143,20,319,1287,851,758,697,318,166,52,4478,11,168,665,654,706,751,421,183,63,3622,43,908,3945,2919,2294,1380,696,221,131,12540,40,381,1298,1148,926,642,281,81,21,4815,20,235,517,356,204,130,66,34,11,1573,50,167,458,390,296,160,116,41,29,1705,9,17,17,10,18,28,18,18,12,137,0,27,114,100,100,69,24,17,5,448,206,281,709,517,528,475,419,375,417,3925,417,2785,10023,7801,6646,4819,2564,1315,794,37177,0,132,300,264,277,212,105,54,18,1364,0,175,319,385,240,140,35,9,0,1305,0,33,238,210,186,272,137,90,46,1216,5,50,142,103,79,55,20,5,0,477,5,9,41,47,33,20,11,8,0,178
LGA12950,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,7,9,0,11,3,0,0,0,29,0,9,33,26,28,37,19,4,0,159,0,3,33,27,24,27,16,7,0,141,0,9,15,24,24,25,10,6,0,118,0,9,37,31,31,25,4,0,0,133,0,0,3,5,8,0,9,0,0,21,4,0,12,12,8,8,0,0,0,46,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,0,11,22,13,21,11,21,38,33,34,15,219,27,58,161,143,164,154,97,62,25,899,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,7,6,4,5,0,0,0,29
LGA13010,0,0,0,4,0,11,4,0,0,21,0,6,0,0,8,0,0,0,0,12,0,0,5,3,9,0,7,0,0,26,0,0,0,0,0,0,0,0,0,4,0,6,13,6,6,6,4,0,0,41,3,14,38,58,59,83,71,20,7,349,0,6,28,44,51,46,27,19,0,210,3,22,50,64,85,75,38,13,9,367,3,27,32,55,52,57,34,11,0,271,0,0,11,13,9,8,4,6,0,51,0,10,37,23,16,12,9,0,0,106,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,0,11,0,0,17,30,24,41,50,48,75,103,75,60,501,53,110,249,321,344,366,311,145,78,1980,0,4,0,0,4,4,12,0,0,19,0,0,0,0,3,5,3,0,0,21,5,0,5,0,8,6,3,4,0,33,0,0,5,0,0,0,0,0,0,3,0,6,10,12,14,7,0,0,0,62
LGA13310,0,7,20,15,22,15,17,0,0,90,0,0,7,9,13,10,4,0,0,48,0,0,16,22,11,16,16,12,3,105,0,6,8,10,4,5,3,0,0,37,9,18,31,34,26,12,10,0,0,141,0,39,165,150,194,279,132,62,28,1061,3,21,127,122,126,177,99,48,12,734,23,71,290,276,280,213,136,38,17,1339,26,78,226,239,246,191,89,24,4,1121,0,11,36,31,36,20,22,3,0,164,25,59,147,87,60,48,35,5,3,463,0,4,4,0,0,3,3,4,4,28,0,0,4,8,16,15,6,4,0,57,104,55,127,149,166,171,211,203,189,1372,183,374,1208,1154,1212,1178,785,406,265,6761,0,6,21,19,22,27,20,4,0,122,0,0,9,12,12,20,12,0,0,64,0,6,19,17,17,24,12,12,6,107,0,7,8,16,14,9,4,0,0,60,4,12,36,26,39,25,4,3,0,147
LGA13340,0,0,4,11,3,4,0,0,0,25,0,0,0,5,0,7,0,0,0,21,0,0,7,7,7,4,10,3,0,47,0,0,4,0,3,3,0,0,0,14,4,3,22,33,27,15,0,0,0,106,4,19,57,67,90,109,53,23,6,427,0,3,33,55,62,62,34,10,8,278,0,8,73,86,120,87,39,11,4,429,9,20,47,66,90,66,39,5,0,342,0,0,9,7,6,5,5,0,0,41,11,11,39,32,40,20,16,6,0,166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,15,33,17,40,55,53,67,61,48,53,413,57,98,346,433,509,467,264,102,65,2339,0,0,3,6,8,8,3,0,0,33,0,0,5,0,0,4,3,0,0,15,0,0,5,7,8,3,0,0,0,28,0,0,0,0,10,3,3,0,0,20,0,13,29,31,28,22,6,0,0,129
LGA13450,0,6,29,25,21,10,0,0,0,86,0,0,14,4,17,12,0,0,0,48,0,7,14,14,15,11,5,7,7,84,0,0,6,8,11,4,0,0,0,26,3,5,29,20,17,4,5,0,0,81,6,51,144,115,137,127,57,36,11,678,5,23,159,125,114,98,48,13,4,586,26,93,279,245,214,162,79,14,10,1123,8,62,141,137,141,75,20,7,3,587,0,7,41,19,11,6,3,0,0,88,18,49,138,79,44,26,16,3,0,378,3,3,6,4,0,0,5,3,0,27,0,3,20,6,11,11,5,0,0,52,86,81,182,163,176,194,167,161,152,1366,158,401,1191,965,921,732,417,250,187,5221,0,11,54,28,22,15,3,0,0,124,0,0,48,17,10,12,7,0,0,95,0,10,29,16,14,5,4,3,0,95,0,0,4,8,5,3,4,0,0,26,5,12,26,28,12,14,0,3,0,112
LGA13550,0,3,6,9,3,3,3,0,0,31,0,0,0,0,0,0,0,0,0,11,0,3,12,13,3,4,4,5,4,48,0,0,4,0,0,0,0,0,0,8,0,8,17,17,13,10,4,0,0,62,5,15,88,55,87,92,33,15,12,403,0,10,76,76,64,62,38,13,3,346,9,45,120,108,98,86,40,17,3,530,8,23,87,70,76,54,25,5,6,349,0,5,12,12,6,0,6,3,0,50,3,22,47,31,29,18,13,5,0,162,0,0,0,0,0,0,0,0,3,8,0,3,0,3,0,4,0,0,0,11,53,37,60,59,72,73,82,86,39,564,84,174,524,462,452,415,253,151,66,2584,0,0,8,10,5,0,5,0,0,29,0,0,3,3,3,0,0,0,0,16,0,5,7,16,9,8,5,0,5,51,0,0,3,0,3,5,4,0,0,14,0,0,19,15,12,9,0,0,0,66
LGA13660,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,3,0,0,0,9,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,15,14,18,7,0,5,0,60,8,6,25,13,49,55,32,11,5,200,0,4,17,32,27,33,27,4,0,144,0,9,29,37,42,31,22,6,0,177,0,0,36,31,35,19,10,3,0,136,0,0,0,5,6,0,5,0,0,20,0,0,7,11,14,9,3,0,0,44,0,0,0,0,0,0,0,3,0,8,0,0,0,0,7,0,0,0,0,8,23,8,25,26,46,45,43,37,32,288,34,41,154,175,243,199,159,68,35,1111,0,0,0,0,0,5,6,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,3,4,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,5,0,6,11,16,15,5,5,0,0,52
LGA13800,0,41,70,63,59,70,30,14,0,353,0,0,19,27,53,21,7,0,0,130,8,14,35,45,57,37,25,13,8,239,0,8,24,12,29,13,6,4,5,98,12,40,74,71,79,43,20,3,4,351,27,135,345,334,452,357,198,73,23,1956,11,101,371,345,350,395,197,67,14,1841,43,230,729,853,819,534,249,82,23,3567,51,251,536,450,466,318,140,40,3,2258,15,86,167,122,88,56,39,14,7,595,43,175,329,253,209,113,62,22,3,1213,3,0,0,0,3,5,10,0,0,24,0,17,22,36,34,25,5,4,4,146,174,150,273,254,376,273,275,200,124,2092,380,1253,3009,2872,3060,2255,1280,542,211,14859,0,33,79,62,83,56,35,16,6,377,0,9,47,31,36,42,20,3,0,186,0,11,36,36,55,52,27,19,7,243,5,17,28,34,23,11,3,4,0,129,6,40,95,78,71,62,35,10,0,402
LGA13850,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,0,27,0,5,15,8,20,21,12,5,5,86,0,7,12,9,22,14,5,4,0,75,3,12,23,19,15,16,0,0,0,85,0,3,17,15,16,16,0,0,0,71,0,0,0,0,0,0,0,0,0,7,4,3,12,6,4,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,10,21,21,25,20,35,26,15,191,25,39,103,96,117,98,63,39,15,597,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,7,8,0,0,0,33
LGA13910,0,0,3,13,9,11,3,0,0,38,0,0,4,7,4,6,6,5,0,29,0,0,5,6,14,10,12,3,3,58,0,0,9,3,7,0,0,0,0,18,3,16,32,33,28,24,11,5,0,156,5,20,82,81,129,178,99,42,17,661,0,21,90,108,98,94,72,19,16,525,7,50,123,146,181,126,81,18,8,736,6,36,85,124,120,85,42,10,0,512,0,6,19,14,6,6,17,4,4,69,9,43,55,55,45,27,20,3,3,264,0,0,0,0,0,3,4,3,0,15,0,0,4,0,5,6,0,0,0,14,91,42,71,81,118,112,142,112,69,840,135,248,583,674,763,680,526,227,110,3945,0,4,11,12,7,11,3,5,4,51,0,0,0,9,0,5,7,0,0,25,0,3,5,10,4,7,8,0,6,47,0,0,6,3,4,0,3,0,0,24,6,11,56,30,37,28,13,8,0,184
LGA14000,0,97,251,423,464,343,171,73,24,1839,0,19,268,523,316,148,37,0,0,1318,3,33,215,348,283,165,96,69,40,1252,0,36,104,134,112,53,12,7,4,464,0,23,74,109,77,48,27,14,3,378,26,277,955,1166,1251,1054,647,358,132,5874,9,170,592,933,1056,1101,759,381,114,5107,61,452,1927,2877,2599,1622,1008,378,197,11129,26,356,937,1489,1293,985,517,159,51,5810,24,248,465,474,412,233,109,62,19,2055,46,118,269,329,294,149,122,26,17,1370,5,4,5,0,8,13,14,4,3,63,8,31,77,153,127,95,62,23,7,585,168,159,336,409,410,352,346,487,756,3424,381,2034,6466,9372,8718,6362,3921,2048,1362,40660,0,112,262,461,462,435,231,127,42,2136,0,54,258,775,403,246,77,18,0,1835,4,37,215,534,317,260,132,77,43,1619,5,53,99,169,111,81,30,13,3,563,8,20,72,88,89,49,44,23,6,392
LGA14100,0,7,17,22,30,24,18,11,4,130,0,0,11,14,23,8,5,0,0,67,0,4,9,11,22,17,5,10,8,94,0,3,6,21,14,10,0,0,0,59,0,0,0,3,4,6,0,3,0,23,0,20,55,103,126,132,87,47,23,591,0,4,58,47,75,98,101,42,47,472,0,26,145,292,254,129,98,28,47,1022,0,24,105,135,135,121,81,29,18,653,0,15,48,62,57,48,26,8,5,269,0,10,20,28,31,20,13,6,7,138,0,0,0,0,0,3,0,0,0,7,0,5,10,13,19,9,10,7,0,81,23,19,40,55,50,51,56,66,169,539,32,148,525,798,850,677,514,267,332,4144,0,10,13,19,29,21,22,11,3,128,0,0,3,15,18,20,3,0,0,67,0,3,7,20,15,17,11,8,6,83,0,8,5,20,16,13,5,3,0,76,0,3,11,3,8,5,3,0,0,37
LGA14170,5,200,615,531,350,215,95,27,5,2049,3,47,288,298,191,97,25,3,0,937,4,70,358,239,185,136,81,83,23,1179,4,54,356,322,198,85,29,8,0,1059,4,29,130,134,75,40,21,3,0,436,20,336,1799,1287,1059,835,439,151,52,5982,7,147,1010,992,1003,1044,656,166,53,5074,48,792,3829,3671,2429,1276,504,122,53,12728,25,724,3007,2897,2091,1459,735,164,39,11147,25,724,2468,1636,1101,463,178,50,15,6652,37,172,524,418,307,157,83,24,7,1737,6,21,12,7,16,25,30,17,4,135,9,86,297,302,229,119,47,20,6,1116,233,576,1763,1315,945,788,530,438,359,6954,423,3973,16443,14058,10191,6750,3450,1270,628,57182,0,241,619,535,415,272,143,50,10,2294,3,58,226,296,256,132,47,10,0,1022,5,64,387,272,176,141,85,66,44,1230,3,83,388,329,269,124,44,11,0,1258,4,40,162,110,87,64,30,11,0,512
LGA14220,0,0,7,16,4,7,0,0,0,38,0,0,4,7,10,3,6,0,0,35,0,0,8,10,9,8,15,7,4,56,0,5,0,5,7,0,4,0,0,18,7,5,18,16,21,5,12,0,0,82,5,20,78,72,101,97,88,52,10,533,0,18,66,82,114,105,57,16,10,475,9,52,131,144,144,121,51,22,6,670,12,37,114,135,128,142,38,7,4,620,3,4,12,9,13,8,12,7,0,66,12,39,47,27,19,21,7,0,0,181,0,4,0,0,0,3,7,0,0,12,0,3,0,0,4,6,3,0,0,23,61,44,90,107,114,138,137,104,63,871,111,234,580,637,687,674,438,221,98,3684,0,4,6,12,12,8,3,0,0,40,0,0,0,8,10,5,11,0,0,31,7,4,16,10,9,9,6,6,5,66,0,0,4,0,10,4,0,0,0,19,9,6,24,19,19,18,4,3,0,100
LGA14300,0,0,5,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,3,0,0,21,0,0,3,7,0,0,0,0,0,5,3,0,15,10,7,5,0,0,0,38,0,13,31,32,35,36,25,11,0,190,0,4,24,26,20,19,19,4,0,118,8,13,53,47,52,44,27,7,3,239,4,12,40,34,52,28,11,0,0,175,0,3,0,0,9,3,0,0,0,20,0,11,15,16,11,11,10,0,0,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,25,12,24,41,34,51,45,32,9,274,38,72,203,209,232,202,145,53,13,1175,0,0,7,0,0,0,3,0,0,22,0,0,5,0,0,0,0,0,0,9,0,6,6,6,0,4,9,0,0,18,0,0,0,0,3,0,0,0,0,4,0,3,11,12,12,5,0,0,0,44
LGA14350,0,3,13,15,6,18,8,0,0,64,0,0,3,10,14,13,7,0,0,49,0,4,11,14,20,24,14,13,7,105,0,0,3,12,5,4,0,0,0,28,0,3,21,22,20,24,6,0,0,96,6,25,104,129,205,284,127,53,16,949,0,15,100,101,143,181,95,35,9,673,21,78,214,212,243,256,171,51,21,1270,13,47,155,204,182,204,105,20,0,937,0,4,19,17,22,35,19,6,3,123,18,40,77,83,77,55,35,6,5,396,0,3,0,0,0,0,3,6,8,24,0,3,3,6,7,5,5,5,0,42,121,75,157,170,205,267,252,219,174,1637,179,300,875,994,1153,1384,846,412,236,6375,0,7,12,18,12,19,18,0,0,80,0,0,5,9,6,17,16,0,0,47,0,3,6,9,20,30,28,8,5,111,0,0,4,6,9,8,7,4,0,27,5,12,21,19,22,26,11,0,0,124
LGA14400,0,3,19,24,25,36,17,7,0,137,0,0,5,7,18,9,3,0,0,50,0,5,15,5,20,19,14,9,6,96,0,0,10,8,8,15,6,0,0,48,0,0,17,16,18,10,3,0,0,67,3,48,160,166,191,208,127,62,27,999,0,20,129,174,188,341,208,76,13,1161,9,61,175,223,267,260,169,73,38,1277,13,44,131,174,170,184,126,23,10,860,0,14,31,62,36,30,32,15,11,225,12,31,47,59,71,47,34,8,3,312,0,0,0,0,0,3,9,0,0,12,0,0,5,9,11,8,3,5,4,46,59,24,54,80,85,101,150,126,105,779,99,265,793,1021,1111,1272,891,404,213,6062,0,13,25,26,22,37,32,8,4,171,0,0,5,3,12,9,4,0,0,49,0,3,18,11,13,13,10,7,9,92,0,4,15,15,19,8,9,0,0,63,0,3,11,12,16,21,6,3,0,82
LGA14500,0,85,177,299,444,289,206,90,39,1622,0,14,116,309,265,123,30,0,0,862,0,27,121,223,226,105,63,46,32,846,5,24,91,115,168,63,43,14,10,538,0,14,31,54,59,50,20,22,0,250,19,181,606,903,1184,986,686,467,212,5241,9,72,379,558,828,893,796,386,140,4065,15,357,1501,2582,2621,1320,944,462,262,10071,11,275,704,1211,1443,970,628,300,113,5650,19,209,332,481,474,239,125,81,50,2011,31,81,132,174,208,102,81,36,16,861,0,4,3,0,6,15,4,8,4,49,0,30,87,144,140,84,69,37,11,588,203,128,236,305,382,262,299,330,608,2754,320,1503,4514,7358,8442,5494,4002,2276,1503,35410,0,127,150,325,403,358,264,146,49,1826,0,22,89,409,301,216,64,14,4,1116,3,17,123,314,252,178,80,46,33,1061,0,35,80,145,170,93,70,32,11,631,0,11,30,64,63,54,39,18,5,288
