LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA14400,0,0,0,0,0,27,90,86,61,61,32,6,361,0,0,5,7,14,30,17,11,3,8,0,6,96,4,0,3,4,6,36,74,50,25,42,12,6,264,0,0,0,0,0,3,13,13,11,7,3,0,58,0,0,5,7,14,53,56,27,44,10,0,13,226,0,0,5,30,28,52,39,15,9,0,5,4,190,0,0,0,9,0,5,10,0,4,3,0,0,38,0,0,0,3,0,0,0,0,0,7,0,0,12,10,3,51,300,201,321,138,28,16,15,6,44,1132,0,0,0,6,4,0,4,0,0,0,0,152,169,15,3,65,368,272,538,453,223,164,155,64,221,2539,4,0,0,3,4,12,54,69,63,132,77,50,459,0,0,0,0,0,24,32,17,11,19,0,15,125,0,5,0,0,7,55,236,169,103,150,42,78,847,0,0,0,0,4,12,26,22,21,33,7,13,141,0,0,0,5,9
LGA14500,4,0,10,0,3,36,156,230,182,440,534,18,1619,0,0,8,16,15,95,104,70,37,74,50,8,486,4,0,0,4,6,81,174,135,136,279,133,15,972,0,0,0,3,4,20,33,21,16,43,35,8,174,5,0,6,12,33,117,212,81,303,151,78,32,1030,3,3,20,70,50,168,200,96,96,96,66,19,876,4,0,0,11,6,14,21,7,18,9,4,4,95,0,0,0,0,0,6,16,9,4,16,14,13,75,120,10,137,411,323,872,801,306,167,264,191,139,3734,0,0,0,11,8,3,5,0,4,0,5,564,611,147,12,186,531,448,1411,1731,945,970,1371,1103,802,9664,11,0,7,3,3,56,161,228,234,823,1628,352,3506,4,0,3,18,7,38,85,64,62,105,121,75,580,5,0,4,9,22,106,407,387,821,1869,1024,451,5101,0,0,0,3,10,11,45,55,70,154,164,60,580,15,0,6,27,59
LGA14550,0,0,0,11,17,38,58,27,7,7,3,4,178,0,0,4,7,4,18,12,0,0,0,0,3,63,0,0,3,7,3,47,34,15,3,4,0,0,117,0,0,0,0,5,3,8,9,3,0,0,0,30,0,0,0,9,17,35,21,5,5,0,0,0,92,0,0,9,35,27,25,10,0,0,0,0,0,108,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,19,229,56,73,21,0,3,0,0,18,437,0,0,0,3,0,6,0,0,0,0,0,62,77,9,3,48,315,129,245,168,49,25,19,7,95,1115,0,0,3,6,7,25,58,27,16,19,0,22,190,0,0,0,0,3,10,11,4,0,0,0,6,41,0,0,0,9,3,47,61,32,12,8,5,20,195,0,0,0,0,0,4,7,0,3,0,0,0,25,0,0,0,7,17
LGA14600,6,0,10,10,6,35,57,28,7,10,8,7,192,0,0,0,0,7,12,9,0,0,0,0,4,30,4,0,6,5,12,29,41,10,3,4,3,0,107,4,0,0,0,3,3,3,5,0,0,0,4,22,0,0,3,5,11,16,9,0,3,0,0,4,52,0,0,9,16,11,7,6,0,0,0,0,4,46,0,0,0,0,0,3,3,0,0,0,0,0,15,0,0,0,0,0,4,3,0,0,0,0,0,11,11,0,11,113,32,33,5,4,0,0,7,15,218,0,0,0,5,0,0,0,0,0,0,0,42,49,25,3,36,151,75,145,132,49,16,25,17,81,747,8,0,0,4,8,20,42,21,16,7,8,15,151,0,0,0,0,3,9,8,0,0,0,0,3,18,0,0,3,7,7,38,79,28,12,17,4,18,219,0,0,0,0,0,9,9,3,0,3,0,0,32,0,0,4,8,18
LGA14650,10,0,9,11,29,172,963,964,449,668,225,51,3547,4,0,14,50,47,196,174,78,23,43,19,14,663,8,0,5,15,49,439,876,417,205,275,54,35,2387,0,0,6,10,4,57,125,86,40,63,20,20,425,11,0,10,65,140,499,584,107,269,62,16,62,1833,7,4,72,265,216,355,208,57,35,25,13,28,1287,0,0,3,33,18,66,59,17,44,3,0,15,267,0,0,3,7,0,18,40,30,15,18,10,7,142,137,16,437,3558,1660,2184,735,125,50,40,38,330,9306,4,0,4,67,31,34,9,4,0,0,4,1121,1274,168,22,571,4078,2206,4024,3770,1882,1123,1210,390,1684,21127,4,3,0,7,19,113,694,815,600,974,541,442,4210,3,0,3,20,22,140,206,119,60,55,25,76,725,13,3,9,27,46,568,2182,1482,957,1251,281,588,7408,4,0,0,12,17,92,289,239,149,226,73,95,1187,4,9,22,41,120
LGA14700,3,0,0,3,3,22,113,191,138,323,268,8,1063,0,0,0,9,9,25,30,14,19,16,7,0,131,4,0,0,0,6,37,90,58,44,91,42,8,373,0,0,0,0,7,7,20,16,6,12,20,0,83,0,0,0,3,11,63,73,17,79,48,14,9,318,3,5,9,22,14,41,27,22,18,8,19,8,184,0,0,0,0,0,3,3,3,0,3,0,0,19,0,0,0,0,0,3,3,4,3,6,9,3,29,33,0,30,108,58,163,127,55,29,42,36,25,708,0,0,0,0,4,4,0,0,0,0,0,185,194,44,3,42,157,110,360,487,368,340,560,409,242,3107,0,0,0,0,4,12,63,91,86,195,434,78,965,0,0,0,0,0,7,17,15,8,23,21,11,117,4,0,0,5,10,31,107,120,170,450,266,99,1252,0,0,0,4,0,10,15,13,26,66,64,12,210,3,3,4,8,10
LGA14750,3,0,0,5,6,23,103,46,17,19,3,6,235,0,0,0,7,5,8,5,4,0,0,0,0,32,0,0,0,5,11,43,55,23,8,5,0,3,159,0,0,0,0,0,7,14,3,3,0,0,0,32,5,0,0,7,14,21,29,0,5,0,0,4,85,0,0,3,14,17,12,4,0,0,0,0,3,59,0,0,0,4,0,7,8,0,0,0,0,3,13,0,0,0,0,0,3,6,0,0,0,0,0,7,0,3,24,157,57,69,13,5,0,0,0,17,342,0,0,0,0,0,0,0,0,0,0,0,51,53,11,3,39,200,107,194,227,86,35,37,7,87,1027,5,0,0,9,0,18,89,58,30,39,10,29,292,0,0,0,0,0,10,4,6,0,5,0,4,37,6,0,5,4,7,58,122,71,32,22,6,29,363,0,0,0,0,0,9,20,9,4,10,0,8,66,0,0,3,6,15
LGA14850,4,0,12,13,17,132,305,167,52,81,20,7,808,5,0,8,19,24,99,79,19,4,9,6,7,267,6,0,6,23,28,164,246,89,31,31,12,11,643,0,0,0,4,0,25,30,19,5,6,0,6,105,0,5,5,36,66,130,100,23,34,4,0,11,401,4,0,23,92,70,97,46,14,5,3,0,10,356,0,0,6,9,4,16,15,0,4,0,0,0,55,0,0,0,0,0,9,13,3,0,3,0,4,35,21,3,84,580,230,321,107,17,6,11,0,57,1426,0,0,0,19,10,11,3,0,0,0,0,234,277,34,8,133,794,449,991,949,354,134,145,43,340,4374,9,0,3,9,8,56,248,181,116,110,51,96,888,0,0,0,16,17,77,80,27,9,11,3,13,256,0,0,5,9,23,223,461,194,92,105,17,62,1188,0,0,0,0,0,36,74,34,14,19,6,16,204,4,0,6,25,59
LGA14870,4,0,7,3,3,25,107,66,40,69,20,6,349,0,0,3,16,12,28,22,6,0,3,0,5,90,0,0,0,3,8,40,101,45,27,45,5,10,281,0,0,0,0,0,14,7,17,3,9,3,0,57,0,0,3,13,26,64,64,9,35,0,0,10,229,0,0,11,40,18,41,16,7,5,4,4,8,152,0,0,0,6,4,12,4,0,4,0,0,6,34,0,0,0,0,0,0,6,0,0,10,4,0,20,11,5,49,427,114,175,30,7,0,5,0,40,861,0,0,4,8,4,6,0,0,0,0,0,122,143,18,5,72,514,181,415,359,159,119,136,29,207,2208,0,0,0,8,5,15,63,71,46,85,33,42,371,0,0,0,6,7,12,11,8,3,3,0,3,54,6,0,0,0,8,60,182,83,113,120,30,44,649,0,0,0,3,3,12,20,19,12,23,0,5,103,0,0,6,7,15
LGA14900,16,0,9,6,15,178,868,899,351,405,126,46,2918,0,0,7,28,21,85,65,24,7,8,5,9,256,3,0,3,19,26,230,387,208,53,111,17,27,1077,0,0,0,0,3,42,90,50,30,29,5,24,274,11,5,10,82,195,471,385,55,83,18,7,58,1386,3,9,58,123,92,131,55,6,3,4,0,21,506,0,3,10,22,18,37,22,6,0,0,0,15,140,0,0,0,3,0,7,29,26,13,7,0,15,100,188,27,346,1813,444,553,135,29,12,8,8,151,3715,8,0,9,50,13,21,11,0,7,0,0,560,674,235,43,457,2144,836,1754,2041,1306,561,587,169,920,11056,25,5,10,21,36,229,1233,1392,837,1156,573,474,5979,8,0,3,42,40,147,185,89,41,40,16,59,671,19,6,15,36,68,564,1689,1032,604,644,208,365,5237,8,5,7,14,23,108,250,208,149,154,53,101,1079,25,17,34,187,406
LGA14920,5,0,3,7,15,29,63,23,12,23,3,5,183,0,0,0,4,4,8,12,0,0,0,3,0,40,4,0,0,5,3,43,45,18,8,7,0,5,140,3,0,0,3,3,3,10,0,0,0,0,0,28,0,0,4,4,21,29,16,0,7,3,0,4,82,0,0,3,15,13,12,6,0,0,0,0,3,60,0,0,0,0,3,0,6,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,4,12,3,0,17,175,41,57,20,0,0,0,3,12,327,0,0,0,0,0,6,0,0,0,0,0,59,66,8,4,32,225,101,188,173,42,36,35,12,90,944,0,0,4,8,4,15,42,22,20,14,4,20,154,0,0,0,0,0,0,7,4,0,4,0,3,26,0,0,0,4,5,32,56,32,21,8,3,30,197,0,0,0,0,0,7,7,3,0,3,0,4,22,0,0,3,3,15
LGA14950,0,0,0,0,3,6,19,18,4,5,6,4,72,0,0,0,0,0,6,9,4,0,0,0,0,21,0,0,0,0,0,18,11,0,0,3,0,5,41,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,6,7,10,12,8,0,6,0,0,0,42,0,0,5,6,0,4,3,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,9,53,13,25,8,0,0,0,0,0,105,0,0,0,3,0,0,0,0,0,0,0,22,25,4,3,22,70,35,81,71,22,11,10,6,30,359,0,0,4,3,3,10,17,15,5,7,0,13,75,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,7,4,24,31,8,3,6,0,20,113,0,0,0,0,0,4,8,0,0,0,0,3,17,0,0,0,7,12
LGA15050,3,0,0,8,3,58,393,395,181,286,79,26,1425,4,0,0,18,18,54,64,28,8,8,5,6,219,0,3,8,17,15,158,309,165,79,104,10,11,882,0,0,3,4,10,20,51,35,12,22,3,3,170,3,0,3,20,61,219,241,37,129,17,6,32,766,6,0,10,76,80,103,54,3,14,8,6,11,368,0,0,0,7,12,16,27,8,8,0,0,0,75,0,0,0,0,0,7,17,8,5,10,4,12,60,41,7,95,988,393,515,124,15,13,4,11,86,2297,0,0,0,17,13,10,3,0,0,0,0,362,408,58,7,126,1156,596,1156,1280,694,463,458,125,543,6674,0,0,0,6,0,41,277,368,247,380,236,160,1717,0,0,0,6,3,52,68,29,25,34,8,26,246,0,5,0,0,16,210,778,569,377,514,116,166,2747,0,0,0,6,0,24,108,83,63,75,29,36,433,3,6,6,14,36
LGA15240,21,0,21,26,36,146,457,227,90,144,41,27,1231,5,0,14,50,56,170,87,36,11,13,7,7,451,9,0,16,15,60,332,376,140,72,61,21,19,1115,4,0,12,15,13,44,68,25,16,19,0,11,214,11,0,20,72,120,248,194,34,43,13,3,23,780,0,4,57,248,188,216,110,20,11,7,0,28,895,0,0,4,27,26,41,22,8,13,3,0,11,149,0,4,3,3,0,16,21,6,6,3,0,9,72,96,11,333,2650,1095,1407,461,70,45,28,27,246,6463,4,0,13,51,14,26,8,4,0,0,0,685,806,138,19,487,3167,1611,2647,1787,562,301,296,105,1057,12175,0,4,4,20,21,119,372,253,110,142,50,130,1219,4,0,8,17,32,118,112,33,15,17,3,37,388,3,0,7,32,35,369,738,326,119,120,33,185,1966,5,0,3,14,14,51,103,59,30,19,4,34,336,0,4,9,49,104
LGA15270,3,0,3,17,17,61,121,114,43,91,25,13,506,0,0,7,23,13,34,22,11,3,6,0,4,124,0,0,0,18,14,68,110,38,31,33,5,5,327,0,0,0,4,0,14,15,12,3,0,0,3,52,4,0,10,17,19,76,54,9,39,15,4,17,262,0,0,9,58,21,51,22,5,7,0,3,3,172,0,0,3,4,5,6,3,0,6,0,0,9,33,0,0,0,0,0,3,7,0,0,3,0,5,23,22,3,61,413,121,159,47,10,9,0,9,42,898,0,0,3,9,0,10,0,0,0,0,0,169,197,33,10,93,560,222,471,400,194,132,148,47,270,2584,0,0,3,4,11,25,89,62,43,80,33,65,417,0,0,4,5,4,25,24,8,7,4,0,6,86,0,0,5,10,4,75,222,137,82,93,17,71,722,0,0,0,0,0,14,24,12,11,21,4,11,101,0,0,3,12,23
LGA15300,10,0,3,7,5,34,118,78,29,47,14,17,366,0,0,0,0,0,11,14,3,3,3,0,0,38,5,0,0,6,5,36,68,22,6,12,0,6,178,0,0,0,0,0,8,17,10,0,4,0,0,41,0,0,0,7,24,39,35,3,8,5,0,7,137,0,0,3,26,8,18,6,0,0,7,0,6,75,0,0,0,5,0,7,0,0,0,0,0,3,14,0,0,0,0,0,9,0,0,0,9,0,6,17,6,3,33,116,31,40,17,3,0,6,8,14,267,0,0,0,7,0,0,0,0,0,0,0,77,90,28,5,44,170,77,202,284,129,47,83,35,129,1225,4,0,0,3,6,30,78,70,45,39,24,51,347,0,0,0,0,3,3,10,3,0,3,0,3,32,4,0,3,3,3,65,138,52,35,32,16,39,392,0,0,0,0,0,7,21,13,6,4,5,12,68,0,0,0,6,17
LGA15350,3,0,0,4,3,13,84,119,71,252,310,5,864,3,0,4,3,0,35,35,16,13,33,26,0,169,0,0,0,0,0,28,73,43,52,101,54,7,356,0,0,0,0,3,4,6,7,4,24,10,0,60,0,0,0,0,5,23,47,19,116,66,41,9,329,0,8,3,11,7,28,32,19,39,45,27,11,226,0,0,0,0,0,4,3,0,9,3,7,0,29,3,0,0,0,0,0,0,3,3,3,15,0,29,28,4,23,47,39,98,138,63,59,77,82,19,670,0,0,0,3,0,0,0,0,0,0,0,197,204,37,9,31,69,62,235,429,288,363,610,567,243,2931,3,0,4,0,0,6,26,25,35,107,320,48,578,0,0,0,0,0,3,6,5,7,20,27,11,87,5,5,4,0,0,18,59,43,103,262,233,65,796,0,0,0,0,3,3,6,12,15,33,44,11,133,3,0,0,0,8
LGA15520,11,0,8,5,11,38,88,51,16,19,9,12,275,0,0,5,11,7,27,10,0,0,0,0,0,73,4,0,3,6,15,55,75,18,9,10,0,5,209,0,0,0,5,3,11,21,3,0,0,0,0,38,5,0,11,15,26,36,17,0,9,4,6,7,126,0,4,0,34,19,26,8,0,6,0,0,3,103,0,0,4,11,7,5,0,0,0,0,0,3,30,0,0,0,4,3,10,5,0,0,0,0,0,20,13,5,36,283,89,127,32,0,3,5,3,26,609,3,0,0,3,4,4,0,0,0,0,0,88,108,35,3,64,375,180,328,261,84,47,41,18,146,1591,6,0,5,6,7,24,82,41,26,35,8,27,264,0,0,0,0,3,8,9,0,0,0,0,3,23,0,0,0,10,11,73,106,51,22,25,4,52,353,0,0,0,0,0,19,18,9,6,5,0,7,63,0,0,4,0,15
LGA15560,11,0,0,3,3,24,44,14,9,8,0,5,117,0,0,7,0,6,4,5,0,0,0,0,0,18,0,0,0,8,8,13,18,7,4,3,0,0,60,0,0,0,3,0,3,4,0,0,0,0,0,13,5,0,0,3,7,10,3,0,4,0,0,0,36,0,0,0,3,0,7,6,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,57,18,17,4,0,0,0,0,3,110,0,0,0,0,0,0,0,0,0,0,0,27,34,18,0,10,78,46,79,79,29,14,14,0,46,420,0,0,3,3,0,6,33,21,4,4,0,20,106,0,0,0,0,0,5,4,0,0,0,0,0,6,0,0,4,7,7,25,44,14,3,6,0,22,123,0,0,0,0,4,3,10,0,7,0,0,0,24,0,0,0,4,4
LGA15650,3,0,3,0,4,14,78,91,35,96,48,3,387,0,0,5,5,4,16,16,0,0,6,0,0,53,0,0,5,7,5,27,75,31,43,34,10,4,231,0,0,0,0,0,6,11,8,0,9,5,3,39,0,0,0,4,10,37,56,7,55,5,0,17,201,0,0,5,17,18,15,4,3,4,0,0,0,76,0,0,0,3,0,3,5,0,5,0,0,4,21,0,0,0,0,0,4,0,7,5,0,0,0,17,4,5,22,162,65,70,19,6,0,0,0,13,364,0,0,0,3,3,3,0,0,0,0,0,80,91,10,6,33,206,111,184,274,157,149,154,72,118,1484,0,0,0,0,0,6,45,49,51,110,54,40,358,0,0,0,0,3,5,8,0,4,8,6,0,41,0,0,0,4,0,37,132,86,102,106,20,53,543,0,0,0,0,3,3,27,20,13,14,5,4,98,0,0,0,6,15
LGA15700,5,0,4,4,7,44,83,33,9,15,8,7,228,0,0,4,12,17,35,19,5,0,0,0,0,103,0,0,6,11,17,80,78,23,10,8,4,3,246,0,0,0,0,6,3,12,0,3,0,0,0,39,4,0,0,12,35,41,39,12,4,3,5,11,163,0,0,15,52,43,50,19,0,0,0,0,3,192,0,0,0,9,7,8,7,0,0,0,0,0,37,0,0,0,0,0,0,5,0,0,3,0,0,9,16,5,66,589,231,289,70,4,8,5,0,51,1323,0,0,5,9,4,3,0,0,0,0,0,143,160,27,6,106,710,357,563,339,86,39,33,21,225,2502,0,0,0,7,0,26,84,45,13,22,19,22,250,0,0,0,8,8,27,25,6,4,3,0,15,88,0,0,5,8,10,98,133,58,14,19,5,26,374,0,0,4,0,4,14,17,10,0,0,0,5,55,0,0,0,8,20
LGA15750,6,0,5,14,16,49,122,71,28,32,12,10,378,4,0,0,13,8,10,12,4,3,0,0,0,49,3,0,0,6,8,52,84,35,10,12,0,3,213,0,0,0,0,0,10,7,4,3,0,0,0,29,0,0,4,10,14,50,29,5,14,3,0,3,133,0,0,6,22,10,14,10,4,0,0,0,6,70,0,0,5,5,0,0,3,0,0,0,0,3,18,0,0,0,0,0,8,5,0,3,0,3,3,20,12,4,24,194,54,73,15,0,0,0,0,25,404,0,0,0,5,0,0,0,0,0,0,0,102,110,31,4,48,259,116,261,292,130,61,57,21,158,1427,3,0,0,9,0,35,71,61,45,42,17,58,339,0,0,0,4,0,6,9,9,3,0,0,5,28,4,0,5,7,13,49,143,75,36,41,15,51,436,0,0,0,0,3,10,21,16,9,6,4,11,80,0,0,3,4,13
LGA15800,3,5,8,6,5,21,43,26,9,10,0,3,118,3,0,0,0,8,7,6,0,0,0,0,0,23,4,0,0,6,12,22,37,7,0,0,0,6,90,0,0,3,0,0,8,3,3,0,0,0,0,22,0,0,0,6,11,14,10,7,4,0,3,6,50,0,0,3,11,9,6,6,3,0,0,0,0,36,0,0,0,9,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,13,108,28,37,5,0,0,0,0,10,208,0,0,0,6,0,3,0,0,0,0,0,35,42,10,5,34,142,64,112,107,42,11,19,3,55,612,0,0,0,0,3,15,39,31,13,15,6,18,146,0,0,0,0,0,8,6,0,0,0,0,3,24,0,0,0,5,9,38,70,33,10,10,0,19,195,0,0,0,0,0,5,3,0,0,0,0,0,22,0,0,0,3,9
LGA15850,7,0,3,0,0,21,58,27,9,10,9,7,156,0,0,0,3,3,3,3,0,0,0,0,0,19,0,0,0,4,6,34,36,12,7,4,0,5,113,0,0,0,0,0,5,7,7,0,0,0,0,21,0,0,7,3,16,19,15,0,4,3,0,6,82,0,0,4,15,10,10,3,0,0,0,0,5,43,0,0,0,0,0,7,3,0,0,0,0,0,8,0,0,0,0,4,3,4,0,0,0,0,0,6,3,0,15,84,28,40,14,5,0,0,0,13,195,0,0,0,0,0,0,0,0,0,0,0,47,50,13,0,38,112,65,144,148,47,22,17,9,77,704,0,0,0,0,4,5,40,36,17,21,8,28,162,0,0,0,0,0,0,4,0,0,0,0,5,15,0,0,4,0,5,43,60,33,16,16,3,25,203,0,0,0,0,0,3,10,3,5,0,0,11,31,0,0,3,4,10
LGA15900,7,0,3,4,14,135,820,949,475,717,293,36,3456,3,0,8,41,41,157,133,37,19,31,17,12,496,9,0,7,18,35,351,746,368,155,233,44,19,1986,0,0,0,7,13,44,92,61,37,50,17,15,342,7,0,9,39,110,339,427,89,216,60,21,37,1359,0,8,64,190,132,243,127,44,23,20,6,16,871,4,0,0,16,13,40,50,4,24,5,0,14,179,0,0,0,4,6,9,32,26,14,16,8,12,119,74,9,240,2010,775,1122,394,88,36,33,35,164,4963,5,0,10,35,8,10,10,0,0,0,5,842,929,113,16,342,2364,1138,2447,2834,1666,1000,1176,443,1155,14703,4,0,0,4,14,68,431,544,454,649,384,256,2808,0,0,5,15,19,104,153,99,33,50,30,43,555,4,9,6,12,30,347,1338,1036,688,996,308,319,5092,0,0,0,3,7,71,213,195,105,154,64,73,886,3,6,13,25,80
