LGA_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,15,4,0,0,0,17,16,0,0,0,0,15,0,0,0,0,0,0,36,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,20,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,33,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,16,0
LGA10900,3,0,0,0,0,3,12,0,0,0,0,12,148,3,0,0,0,156,314,47,9,0,0,365,119,25,14,4,5,168,10,4,0,0,0,14,601,87,25,4,5,720,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,23,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,43,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,682,90,25,4,5,798,0,0,0,0,0,0,3,4,0,0,0,8,160,4,0,0,0,172,328,26
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
LGA11200,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3
LGA11250,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,51,63,0,0,0,0,64,19,3,0,0,0,22,0,0,0,0,0,0,129,8,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,5,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,48,88,8
LGA11300,0,0,0,0,0,0,7,0,0,0,0,0,33,3,3,0,0,38,64,19,9,0,0,91,29,26,19,11,8,86,6,0,3,3,7,15,132,49,30,13,16,241,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,16,11,9,0,0,0,21,0,5,0,4,4,10,0,0,0,0,0,0,32,17,7,4,4,61,4,4,4,0,0,13,18,6,0,0,0,21,193,98,54,28,0,378,31,43,28,14,0,118,3,0,0,3,0,7,0,8,9,7,0,19,254,160,95,43,4,559,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,419,223,131,62,17,863,0,0,0,0,0,0,3,0,0,0,0,3,28,6,0,0,0,30,42,35
LGA11350,3,0,0,0,0,4,14,0,0,0,0,14,97,4,0,0,0,104,218,67,10,3,0,300,100,44,44,11,0,192,12,3,4,0,0,18,439,123,59,15,4,636,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,47,22,12,0,0,80,7,0,0,0,0,4,3,0,0,0,0,10,88,28,9,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,12,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,39,9,4,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,4,0,0,0,18,0,0,0,0,0,3,586,159,72,16,4,835,4,0,0,0,0,7,14,0,0,0,0,15,100,7,4,0,0,111,233,79
LGA11400,7,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,21,30,0,0,0,0,30,10,5,0,0,0,15,3,0,0,0,0,3,63,5,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,19,24,6
LGA11450,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,20,110,17,0,0,0,132,79,13,0,8,3,105,9,0,0,0,0,9,216,38,6,10,3,266,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,16,3,0,0,0,25,0,3,0,0,0,8,0,0,0,0,0,0,23,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,261,44,5,7,3,317,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,17,118,15
LGA11500,0,0,0,0,0,0,8,6,0,0,0,8,63,0,0,0,0,63,428,33,11,0,0,479,124,30,7,5,0,165,25,3,0,0,0,28,645,73,21,5,0,745,0,0,0,0,0,0,0,0,0,0,0,0,97,4,0,0,0,99,95,22,0,0,0,116,9,0,6,0,0,10,3,0,0,0,0,6,205,30,6,0,0,239,0,0,0,0,0,0,6,0,0,0,0,6,40,5,0,0,0,50,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,55,9,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,107,27,7,0,1053,6,0,0,0,0,6,6,3,0,0,0,4,56,0,0,0,0,56,410,66
LGA11520,0,0,0,0,0,0,3,0,0,0,0,3,54,8,0,0,0,61,85,42,7,0,0,131,29,25,16,6,0,84,11,0,4,0,0,15,186,78,23,5,6,296,0,0,0,0,0,0,3,0,0,0,0,3,78,6,0,0,0,81,33,22,3,0,0,66,0,4,4,0,0,6,3,0,0,0,0,3,122,27,11,0,0,160,11,0,4,0,0,10,30,0,0,0,0,34,528,95,39,3,0,659,113,118,25,11,5,274,6,0,3,0,0,5,6,6,0,0,0,19,689,232,69,13,7,1006,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,10,5,0,0,0,0,5,1003,337,106,25,8,1482,0,0,0,0,0,0,0,4,0,0,0,4,54,5,0,0,0,58,68,44
LGA11570,6,0,0,0,0,5,14,4,0,0,0,18,272,15,0,0,0,292,405,104,25,7,7,551,134,46,53,23,18,268,35,9,0,4,0,51,863,174,79,37,26,1186,4,0,0,0,0,4,13,0,0,0,0,13,98,10,5,6,0,121,116,33,12,3,3,160,22,10,7,4,0,55,12,0,0,0,0,14,266,56,18,9,3,353,13,5,4,4,0,16,34,0,3,0,0,38,691,115,55,12,4,882,63,22,14,7,3,105,3,5,3,3,0,14,42,17,6,0,0,69,844,167,81,21,9,1127,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0,0,32,12,0,0,0,0,10,2019,397,179,75,37,2708,0,0,0,0,0,9,14,6,0,0,3,21,228,22,0,0,0,254,403,117
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,6,5,0,0,0,0,5,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,12,0
LGA11650,5,0,0,0,0,7,31,0,0,0,0,33,481,13,3,0,0,494,1047,111,12,0,0,1173,429,88,40,16,8,573,62,5,0,0,0,69,2047,220,64,15,8,2344,0,0,0,0,0,0,3,0,0,0,0,6,137,7,0,0,0,147,229,53,7,0,0,284,17,0,0,0,0,22,3,0,0,0,0,5,394,58,9,0,0,461,0,0,0,0,0,0,20,0,0,0,0,20,227,14,0,0,0,237,79,22,3,0,0,102,6,0,0,0,0,7,7,0,0,0,0,7,338,34,4,0,4,376,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,7,0,0,0,0,7,2823,311,74,15,6,3240,7,0,0,0,0,7,32,5,0,0,0,35,512,27,6,0,0,541,1089,155
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0
LGA11720,3,0,0,0,0,3,9,0,0,0,0,9,111,7,0,0,0,117,183,19,0,0,0,199,52,6,3,0,0,68,3,5,0,0,0,11,363,31,3,5,0,405,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,11,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,37,3,3,0,467,0,0,0,0,0,0,3,0,0,0,0,4,104,0,0,0,0,105,212,19
LGA11730,0,0,0,0,0,0,11,0,0,0,0,9,95,3,0,0,0,100,205,14,9,0,0,223,56,19,10,0,0,86,6,0,0,0,0,6,376,37,14,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,16,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,3,27,3,0,0,0,29,14,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,51,4,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,12,0,0,0,0,0,0,465,44,13,0,0,525,0,0,0,0,0,0,12,0,0,0,0,12,119,8,0,0,0,120,234,17
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,4,32,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,18,0
LGA11800,3,0,0,0,0,4,4,0,0,0,0,0,103,8,0,0,0,107,240,40,11,3,0,289,98,31,15,5,4,147,9,3,0,0,0,15,456,73,22,11,4,566,0,0,0,0,0,0,3,0,0,0,0,3,67,5,0,0,0,73,43,17,4,0,0,62,4,3,0,0,0,8,9,0,0,0,0,9,131,20,4,0,0,153,0,0,0,0,0,0,4,0,0,0,0,4,116,3,0,0,0,125,16,10,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,4,144,14,0,0,0,163,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,751,114,32,9,4,900,0,0,0,0,0,0,13,0,0,0,0,13,91,3,0,0,3,97,271,38
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,17,4
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,14,0,0,0,0,14,7,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,19,0
LGA12160,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,32,0,0,0,0,32,10,0,0,0,0,13,3,0,0,0,0,3,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,73,0,0,0,0,0,0,6,0,0,0,0,6,20,0,0,0,0,25,43,5
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,40,6,0,0,0,41,15,0,5,0,0,29,7,0,0,0,0,7,85,7,7,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,6,7,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,42,0
