LGA_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
LGA10050,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,68,260,65,3,0,0,327,73,30,32,4,0,150,11,0,0,0,0,9,404,97,38,4,0,552,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,36,18,13,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,56,20,0,0,0,76,0,0,0,0,0,0,10,0,0,0,0,10,142,5,0,0,0,148,25,9,0,0,0,35,0,0,0,0,0,4,3,0,0,0,0,3,175,12,5,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,134,44,10,4,828,0,0,0,0,0,0,0,0,0,0,0,0,83,4,4,0,0,89,231,46
LGA10180,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,50,122,37,7,0,0,165,45,18,16,6,4,89,4,0,0,0,0,7,225,64,21,6,3,318,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,13,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,35,0,0,0,0,0,0,9,0,0,0,0,9,60,5,0,0,0,67,13,8,3,0,0,28,0,0,3,0,0,4,0,0,0,0,0,0,82,13,5,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,335,82,28,10,4,460,0,0,0,0,0,0,4,0,0,0,0,4,51,6,0,0,0,59,107,48
LGA10250,3,0,0,0,0,3,3,0,0,0,0,4,42,0,0,0,0,42,138,33,0,0,0,171,69,17,4,0,0,95,8,0,0,0,0,8,264,48,11,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,48,46,11,4,0,0,63,0,0,0,0,0,3,4,0,0,0,0,6,91,15,5,0,0,115,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56,18,8,0,0,0,30,0,0,3,0,0,3,4,0,0,0,0,4,80,14,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,455,77,17,0,0,555,0,0,0,0,0,0,5,0,0,0,0,5,39,4,0,0,0,40,131,23
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
LGA10470,3,0,0,0,0,3,0,0,0,0,0,4,45,3,0,0,0,51,153,34,3,0,0,190,67,31,32,13,0,142,4,5,0,0,0,13,273,73,39,13,0,395,0,0,0,0,0,0,3,0,0,0,0,6,39,0,0,0,0,39,20,11,0,0,0,32,4,0,3,0,0,9,0,0,0,0,0,4,64,18,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,45,3,5,0,0,0,10,0,3,3,0,0,3,0,0,0,0,0,0,50,8,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,101,46,13,0,558,0,0,0,0,0,0,4,0,0,0,0,4,48,6,0,0,0,52,174,33
LGA10500,7,0,0,0,0,5,6,0,0,0,0,6,126,10,0,0,0,139,175,64,12,14,5,268,66,26,24,15,14,143,16,9,0,0,3,25,399,101,42,22,21,587,0,0,0,0,0,0,12,0,0,0,0,12,74,3,0,0,0,82,63,23,9,0,0,94,4,5,4,0,0,11,4,0,0,0,0,4,150,29,11,5,0,196,9,0,0,0,0,11,63,6,0,0,0,74,780,181,70,17,6,1047,78,56,31,13,3,180,0,0,0,0,0,7,14,15,11,4,0,38,948,249,118,35,8,1360,0,0,0,0,0,0,5,0,0,0,0,6,11,0,4,0,0,12,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,17,3,10,0,3,34,4,3,0,0,0,4,1516,392,172,67,35,2183,0,0,0,0,0,0,6,3,0,0,0,13,98,8,3,0,0,110,173,71
LGA10550,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,57,114,15,0,0,0,128,43,7,0,0,0,54,11,0,0,0,0,12,234,27,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,35,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,297,33,4,0,0,337,0,0,0,0,0,0,4,0,0,0,0,4,61,0,0,0,0,65,94,9
LGA10600,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30,68,5,3,0,0,77,21,5,0,0,0,33,6,0,0,0,0,6,134,18,3,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,146,16,3,0,0,170,0,0,0,0,0,0,5,0,0,0,0,5,36,0,0,0,0,36,65,3
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,23,0,0,0,0,23,12,0,0,0,0,12,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,35,0
LGA10750,3,0,0,0,0,4,10,0,0,0,0,15,140,4,0,0,0,149,775,113,23,10,0,923,271,81,46,22,18,448,37,7,6,5,0,49,1233,219,75,36,20,1586,0,0,0,0,0,5,8,0,0,0,0,8,48,0,0,0,0,46,129,27,6,3,0,163,17,10,5,3,3,32,3,4,3,0,0,10,202,39,13,3,3,266,4,0,0,0,0,0,12,0,0,0,0,12,138,18,3,0,0,166,9,4,3,0,0,17,0,0,0,0,0,0,12,0,0,0,0,17,179,21,12,3,0,216,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,6,1628,279,106,45,31,2087,11,0,0,0,0,6,14,0,0,0,0,24,160,11,4,0,3,184,757,136
