SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
10102100819,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,5,8,8,11,4,0,9,8,0,9,0,0,0,16,0,19,12,0,12,17,0,17,12,0,12,34,0,34,5,0,8,0,0,0,127,23,149
10102100820,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,3,0,3,4,0,4,3,0,7,3,0,4,0,0,6,0,0,5,19,0,19,6,0,6,6,0,6,3,0,3,7,4,12,4,0,4,0,0,0,76,18,92
10102100821,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,6,3,0,3,0,5,8,5,4,7,7,0,10,6,4,5,15,0,15,20,0,14,19,3,16,11,0,9,26,0,35,8,0,8,0,0,0,123,25,144
10102100822,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,5,0,0,0,0,0,0,4,0,4,5,3,8,4,0,4,11,0,7,5,0,5,12,0,8,9,0,9,19,0,19,4,0,4,0,0,0,73,11,78
10102100823,0,3,7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,0,4,0,0,0,4,3,9,0,0,0,12,0,12,4,0,4,8,0,8,5,0,5,0,0,0,55,10,68
10102100901,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,0,6,3,3,0,7,0,0,0,3,4,8,6,0,5,5,3,3,0,0,5,10,6,17,5,0,5,15,4,14,4,0,4,10,0,12,0,0,0,6,0,6,70,30,103
10102100902,0,0,4,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,3,0,3,0,0,4,4,4,7,3,0,9,10,3,8,10,4,19,7,0,7,9,0,9,13,0,15,22,0,22,9,0,8,0,0,0,96,24,124
10102100904,0,3,4,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,7,4,5,5,3,3,4,0,12,3,5,4,5,4,3,4,4,9,6,0,14,15,0,15,11,0,11,12,0,12,25,0,25,3,0,9,0,0,0,101,29,126
10102100905,0,5,5,0,0,0,0,0,3,0,5,5,4,10,13,0,0,0,3,0,9,8,5,13,7,4,11,5,6,12,5,0,5,3,4,6,11,3,14,3,0,3,21,0,21,9,0,9,31,0,33,4,0,4,0,4,4,117,46,166
10102100907,0,0,0,0,0,0,0,0,0,0,3,3,0,11,17,0,4,4,0,3,4,0,8,11,15,10,18,10,15,18,12,10,21,13,5,20,18,7,25,15,3,20,12,0,10,4,0,7,23,4,22,9,0,8,0,3,3,128,93,223
10102100908,0,6,6,0,0,0,0,5,5,0,4,4,0,12,16,7,9,13,0,13,15,12,15,21,8,22,25,11,7,23,10,8,22,9,15,24,25,25,48,20,0,21,9,3,12,7,0,7,10,0,8,0,0,4,0,0,0,126,154,280
10102100909,0,3,3,0,0,0,0,6,6,0,13,7,0,14,17,3,15,14,7,10,17,4,17,24,7,17,24,13,23,37,14,14,28,12,10,25,23,20,40,13,0,11,11,4,12,3,0,3,11,5,13,4,0,4,0,0,3,140,166,306
10102100910,0,3,3,0,0,0,0,0,6,3,4,11,0,13,13,0,8,8,7,14,16,0,25,23,12,27,43,13,21,33,12,17,28,13,19,25,18,14,36,15,0,14,4,3,10,7,0,7,3,6,11,4,0,4,4,4,0,117,185,302
10102100911,0,0,0,0,0,0,0,0,0,0,5,3,0,9,9,0,10,10,9,11,15,4,10,8,4,14,12,5,8,10,6,7,12,0,9,12,16,11,24,13,0,13,9,0,9,11,0,11,10,0,8,5,0,10,0,4,4,99,90,191
10102100912,0,0,3,0,0,0,0,0,0,0,6,3,0,10,8,4,0,7,4,0,4,5,4,11,0,3,3,0,0,0,8,0,8,5,0,8,10,0,15,14,0,14,5,3,10,9,0,9,11,0,13,4,0,4,0,0,3,77,39,118
10102100913,0,0,0,0,0,0,0,5,5,0,0,0,0,13,9,0,9,9,7,4,14,5,4,5,4,13,17,8,8,13,12,4,19,0,10,13,21,11,37,19,0,19,10,3,14,9,0,9,51,3,51,12,0,12,0,0,0,169,81,249
10102100914,0,3,3,0,0,0,0,3,3,0,0,5,0,5,5,0,8,8,4,5,10,7,3,13,8,5,13,12,9,17,4,3,12,13,7,19,11,3,20,13,0,14,3,0,3,10,0,10,25,0,19,9,0,11,4,0,3,117,62,185
10102100915,0,0,4,0,6,6,0,9,9,0,7,7,4,23,27,3,20,24,5,22,26,0,19,21,9,25,34,13,23,40,11,20,36,10,17,32,32,17,48,29,0,26,13,0,16,4,0,4,24,6,34,3,0,3,0,0,0,173,222,394
10102100916,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,0,5,10,3,0,4,0,0,3,7,3,15,10,4,12,6,12,16,8,0,12,14,4,23,11,3,10,23,0,19,9,0,9,10,5,17,8,0,5,0,0,4,119,63,182
10102100917,0,6,6,0,0,0,0,10,10,0,5,5,0,23,26,0,9,10,0,5,3,4,5,3,3,11,14,0,5,3,3,5,8,0,8,8,8,7,15,8,0,8,4,0,8,6,0,6,7,0,11,0,0,0,0,0,3,48,88,133
10102100918,0,4,5,0,0,0,0,0,0,0,5,5,0,15,15,0,12,16,4,7,15,9,7,17,6,9,11,7,3,11,8,4,13,9,4,13,17,6,22,13,0,13,8,0,8,13,0,13,22,5,27,3,0,3,0,0,0,127,98,219
10102100919,0,0,0,0,0,0,0,3,6,0,6,6,0,4,5,0,7,11,9,9,9,6,5,5,11,8,17,6,0,10,3,11,13,3,4,17,17,8,30,16,0,19,11,5,17,9,0,9,22,0,27,8,0,9,6,4,4,132,73,205
10102100920,0,7,7,0,0,0,0,3,3,0,8,8,0,14,16,0,12,12,3,3,3,0,9,10,0,7,18,0,12,12,8,7,12,6,6,11,20,4,23,11,0,11,0,4,4,6,0,6,3,0,5,4,0,0,0,9,3,70,95,161
10102100921,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,5,5,3,0,3,5,13,17,8,13,18,13,14,31,0,5,8,8,12,21,18,23,34,11,0,11,9,4,13,13,0,13,13,3,16,8,0,8,0,0,3,99,114,213
10102100923,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,4,3,5,6,6,11,3,7,10,0,0,3,12,0,15,0,3,3,6,3,6,14,8,27,15,0,15,12,0,11,17,0,17,19,5,19,4,0,4,0,0,0,120,46,165
10102100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
10102100925,0,0,3,0,0,0,0,4,4,0,0,0,0,6,6,0,7,7,4,3,3,5,3,5,3,13,17,5,21,26,8,16,27,12,19,26,21,22,40,19,3,17,9,0,11,7,0,7,11,3,17,6,0,11,0,0,0,106,119,222
10102100926,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,4,5,5,7,0,10,6,5,10,12,4,6,12,10,9,14,5,0,4,22,5,29,4,0,10,5,0,6,0,0,0,6,4,7,3,0,3,0,0,3,62,56,121
10102100927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,3,4,11,6,0,6,6,0,5,3,4,10,11,8,22,14,4,18,9,0,9,0,0,0,15,0,15,0,0,0,0,0,0,86,33,114
10102100928,0,0,3,0,0,0,0,0,0,0,10,10,0,11,13,0,8,8,4,0,6,3,7,10,3,9,16,4,6,14,6,10,22,3,7,11,4,15,18,16,0,16,6,0,7,3,0,3,12,3,16,11,0,11,0,0,0,79,107,184
10102100929,0,6,6,0,0,0,0,0,0,0,6,6,0,12,11,3,11,14,0,8,6,6,4,14,4,13,21,13,14,25,0,6,7,10,5,16,25,14,38,9,0,13,5,6,16,9,0,9,12,5,13,6,3,4,3,0,5,111,113,222
10102101001,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,10,10,0,5,5,0,3,3,6,0,6,5,0,6,5,4,3,9,0,5,6,6,13,9,0,9,4,4,8,7,0,7,0,6,5,7,0,7,0,0,0,36,47,80
10102101002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,0,12,0,0,0,3,0,8,7,8,13,12,0,12,10,0,10,9,0,9,47,0,51,11,0,11,3,0,3,114,10,123
10102101003,0,0,0,0,0,0,0,3,3,0,4,4,0,5,5,0,0,0,0,4,6,0,3,4,0,4,5,7,0,5,5,0,6,10,0,11,11,0,12,6,0,6,12,0,13,3,0,3,40,0,42,13,0,13,0,0,0,100,23,117
10102101004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,7,7,0,0,3,4,0,3,5,3,9,12,12,21,12,0,7,9,0,9,4,0,4,22,0,19,6,0,6,0,0,3,83,29,110
10102101006,0,3,3,0,0,0,0,3,4,0,10,9,4,16,22,3,11,12,3,14,22,3,18,20,7,24,30,4,17,22,11,17,31,8,13,24,14,13,31,10,0,13,0,0,0,5,0,5,7,3,8,3,0,3,0,0,3,95,176,268
10102101007,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,3,0,0,0,4,7,4,5,3,8,7,8,14,9,9,7,8,9,15,8,7,14,9,0,4,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,53,57,111
10102101008,0,0,0,0,0,0,0,4,4,0,9,7,5,12,12,0,9,9,7,5,12,7,3,10,7,13,17,10,10,20,5,15,20,8,9,18,18,13,34,18,3,21,14,3,19,9,0,9,15,0,15,3,0,7,0,0,0,126,118,247
10102101009,0,0,0,0,0,0,0,4,4,0,8,8,0,9,9,0,4,4,0,0,3,3,4,3,3,4,9,5,6,14,10,4,8,7,4,12,8,8,16,12,0,12,13,0,11,12,0,12,23,3,23,3,0,3,0,0,0,97,56,152
10102101010,0,0,0,0,0,0,0,0,0,0,5,4,0,11,14,0,3,3,0,6,8,5,9,16,3,10,11,9,21,26,14,13,25,13,7,21,13,14,27,15,0,12,9,7,14,3,0,3,4,0,6,0,3,5,0,0,4,91,111,202
10102101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,3,3,4
10102101012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,3,0,7,5,0,0,0,8,0,5,6,0,6,3,0,3,5,0,6,4,0,0,0,0,0,0,0,0,23,23,47
10102101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
10102101014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,4,7,6,0,6,4,0,4,5,0,5,16,0,16,3,0,3,0,0,0,53,4,55
10102101015,0,4,8,0,0,0,0,4,4,0,6,10,0,18,18,0,8,10,6,16,25,10,29,40,11,40,50,18,14,31,7,23,27,10,15,22,26,17,43,11,0,18,14,4,21,5,0,5,7,0,3,10,4,10,0,0,0,141,202,343
10102101016,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,11,0,3,7,6,0,5,7,0,7,4,0,4,10,0,6,9,0,11,13,0,13,27,0,24,10,0,10,30,0,30,8,0,8,0,0,0,129,20,142
10102101017,0,0,0,0,0,0,0,5,5,0,4,4,0,10,9,0,6,6,3,7,8,0,8,14,3,6,10,0,23,21,4,17,23,12,24,31,23,21,50,22,0,25,16,0,18,7,0,7,17,0,13,7,0,10,0,0,4,123,142,263
10102101201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,4,0,4,5,3,0,3,7,4,11,6,0,6,4,0,4,9,0,9,19,0,16,0,0,0,0,0,0,56,20,74
10102101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,9,7,0,7,43,0,43,0,0,3,0,0,0,74,3,78
10102101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,3,0,0,0,5,0,3,9,3,8,13,7,16,14,0,14,17,0,19,11,0,11,79,0,75,10,0,10,5,0,5,156,20,175
10102101204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,12,4,0,4,3,0,3,9,0,9,58,0,58,4,0,4,3,0,3,97,3,102
10102101205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,7,0,10,54,0,53,12,0,12,0,0,0,92,3,99
10102101206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,3,0,0,0,0,0,0,0,4,4,0,0,3,4,0,4,4,0,4,10,0,7,4,0,4,73,3,72,10,0,13,4,0,4,113,11,124
10102101207,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,0,0,0,7,6,8,12,0,12,0,6,4,12,0,10,16,0,20,3,0,0,0,0,0,56,24,79
10102101208,0,0,0,0,0,0,0,0,6,0,4,3,0,3,8,0,4,8,3,0,3,6,4,9,3,5,7,3,0,3,9,5,16,9,7,19,19,7,18,13,0,13,23,0,22,12,0,12,16,5,21,3,0,3,0,0,0,119,52,172
10102101209,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,7,5,0,5,24,3,27,14,0,14,27,0,27,22,0,22,84,0,84,13,0,13,0,0,3,210,6,220
10102101210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,6,0,3,0,6,6,3,6,10,0,0,4,8,9,10,13,3,24,18,0,18,10,0,15,11,0,11,41,0,40,13,0,10,0,0,0,122,37,160
10102101211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,6,0,6,7,0,3,3,0,3,13,0,15,14,0,18,22,0,20,16,0,16,86,3,88,3,0,3,0,0,0,173,14,191
10102101212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,6,0,6,0,4,4,0,0,5,0,0,0,0,4,4,7,3,16,17,0,17,17,0,17,15,0,15,27,0,25,5,0,5,3,0,3,95,22,119
10102101213,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,5,0,0,3,5,4,9,3,3,5,6,7,15,19,0,19,20,0,24,6,0,6,66,0,63,13,0,8,0,0,0,149,25,179
10102101214,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,4,10,0,10,4,0,5,0,0,3,3,4,10,13,0,18,10,0,10,14,0,18,14,0,14,69,0,66,11,0,11,0,0,0,150,10,165
10102101215,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,0,0,4,5,0,5,0,5,4,6,0,3,0,4,3,12,8,19,8,4,13,14,10,19,7,0,7,11,0,13,7,0,7,48,3,55,8,0,8,0,0,3,142,31,174
10102101216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,5,0,4,15,4,20,4,0,4,17,0,17,10,0,10,26,0,26,10,0,10,0,0,0,100,13,111
10102101217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,7,21
10102101218,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,6,3,3,4,5,3,5,7,9,10,3,10,10,11,16,12,9,18,19,7,25,15,0,15,10,0,15,9,0,9,36,0,38,4,0,6,0,0,0,137,59,187
10102101219,4,5,5,0,0,0,0,0,0,0,0,0,0,8,8,3,16,16,8,5,11,0,11,12,11,16,20,8,16,24,7,10,16,12,8,24,36,16,51,11,0,21,15,3,17,9,0,9,23,0,25,11,0,12,5,3,4,151,126,276
10102101220,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,3,5,4,0,3,10,0,11,3,3,6,14,0,15,13,7,22,15,0,15,10,0,13,19,0,19,19,0,21,10,5,12,0,0,0,126,37,166
10102101221,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,3,9,0,12,20,3,22,8,0,8,18,0,18,12,0,12,12,5,19,9,0,9,0,0,0,88,15,102
10102101222,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,5,0,0,0,0,0,0,5,3,8,9,0,9,9,4,7,3,4,9,21,0,21,22,0,22,9,4,17,12,0,12,43,0,43,10,3,13,0,0,0,142,32,175
