SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
10102100701,6,3,7,7,4,10,0,0,0,0,0,0,9,4,12,4,9,8,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,16,12,30,42,37,77
10102100702,0,5,0,0,0,0,5,7,14,0,0,0,5,11,18,0,0,8,0,4,4,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,7,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,12,16,19,22,34,63
10102100703,13,6,14,18,7,27,10,5,19,0,0,0,32,15,45,14,20,28,5,0,3,0,0,0,15,17,35,0,0,0,0,0,0,3,4,4,0,0,3,0,0,0,5,7,9,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,3,11,9,6,11,23,0,0,0,0,0,0,0,0,0,0,0,0,17,26,37,83,76,155
10102100704,0,4,9,0,12,15,15,7,21,0,0,0,16,19,34,8,3,15,4,0,8,0,0,0,13,5,22,0,0,0,5,0,5,0,0,0,0,4,3,0,0,0,3,7,6,0,0,4,0,3,3,0,0,0,4,3,5,0,0,0,0,6,6,4,14,17,0,0,0,0,0,0,0,0,0,0,0,0,22,30,54,65,74,137
10102100705,4,5,5,13,4,14,12,0,11,0,0,0,22,6,28,5,4,13,0,0,0,0,0,0,5,4,13,3,0,0,0,0,0,0,0,0,5,7,5,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,4,3,11,9,21,0,0,0,0,0,3,0,0,0,9,0,6,24,20,47,70,43,115
10102100706,9,3,12,6,3,10,3,6,16,3,0,3,12,9,22,0,4,8,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,3,9,0,0,0,0,4,4,0,0,0,0,4,6,17,13,28,48,36,87
10102100707,8,3,9,14,9,24,10,3,12,0,0,0,16,18,34,7,4,7,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3,7,7,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,3,9,5,12,20,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25,57,39,91
10102100708,5,6,10,21,5,27,14,12,18,4,0,4,31,23,51,8,16,18,4,4,12,0,0,7,12,22,31,0,0,0,0,0,0,6,0,3,0,3,3,0,0,0,4,7,11,0,3,3,0,0,0,0,0,0,0,4,8,0,0,0,0,15,14,3,20,23,0,0,0,0,0,0,0,0,0,0,0,0,29,26,54,82,96,175
10102100709,0,5,5,18,13,35,0,5,6,0,0,0,20,24,43,9,4,17,6,4,5,0,0,0,17,7,26,0,0,0,0,0,0,4,0,5,0,6,7,0,0,0,7,7,13,0,4,3,0,3,3,0,0,0,3,9,16,0,0,0,3,15,18,12,28,33,0,0,0,0,0,0,0,0,0,0,0,0,14,17,32,62,81,144
10102100710,3,0,4,11,3,19,7,5,13,3,0,5,24,12,32,10,8,15,4,0,4,0,0,0,8,13,22,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,11,4,0,6,0,0,0,0,0,0,4,0,7,17,16,34,60,45,107
10102100801,5,0,4,8,11,22,0,3,6,0,0,0,15,12,27,6,5,16,4,7,9,0,0,0,13,18,31,0,0,0,0,0,0,4,3,3,7,4,3,0,0,0,6,5,12,0,3,4,0,0,0,0,0,0,3,4,3,0,0,0,3,9,12,10,11,25,0,0,0,0,0,4,0,0,0,0,0,4,14,8,25,55,56,110
10102100802,8,4,6,17,20,35,9,6,15,0,0,0,29,24,50,7,8,17,3,0,8,0,0,4,14,15,28,4,0,5,0,0,0,0,5,5,0,0,8,0,0,0,9,4,14,5,5,3,0,0,3,4,0,4,0,5,4,0,0,0,5,8,14,13,15,30,3,0,6,4,0,4,0,0,0,4,0,4,6,7,12,70,60,131
10102100803,0,0,5,22,9,27,0,0,0,0,0,0,22,9,27,13,5,19,0,0,0,0,0,0,13,10,23,0,0,0,0,0,0,0,4,0,6,4,8,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,19,19,39,57,50,108
10102100804,0,3,4,14,21,36,0,3,5,0,0,0,15,29,41,18,11,23,0,0,0,0,0,0,18,11,26,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,4,8,7,0,0,4,4,4,5,0,0,0,0,0,5,0,0,0,3,6,13,6,15,24,0,5,5,0,0,0,0,0,0,0,9,9,18,20,34,62,78,134
10102100805,0,0,5,10,17,26,0,3,3,0,0,0,12,18,34,6,14,14,0,0,0,0,0,0,6,14,22,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,23,27,48,49,62,113
10102100806,8,3,10,14,14,23,0,6,9,0,0,0,16,14,29,10,13,19,4,0,4,0,0,0,11,13,27,0,0,0,0,4,7,3,0,0,0,4,4,0,0,0,4,5,11,0,3,7,0,0,0,0,0,0,0,4,0,0,0,0,4,3,8,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,49,54,104
10102100807,0,4,7,10,9,16,0,0,5,0,3,3,15,10,19,7,8,20,0,0,0,0,0,0,10,10,24,6,0,6,0,0,0,5,0,0,0,5,11,0,0,0,12,7,21,0,4,4,0,3,9,0,0,0,0,6,8,0,0,0,9,12,17,15,20,38,0,0,0,0,0,0,0,0,0,0,4,6,24,22,46,67,73,135
10102100808,0,0,0,20,15,31,5,0,8,0,0,0,19,16,37,15,13,30,0,0,3,0,0,0,17,15,37,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,6,9,9,6,0,7,0,0,5,0,0,0,0,3,3,0,0,0,6,10,15,9,11,26,0,0,4,5,6,8,0,0,0,4,5,8,15,19,35,68,71,140
10102100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102100810,0,0,0,12,5,20,0,0,5,0,0,0,12,7,22,9,7,13,3,4,5,0,0,0,10,11,24,0,0,0,0,0,3,3,3,8,0,3,0,0,0,0,6,10,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,12,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,66
10102100811,0,0,3,7,13,23,6,6,7,0,0,0,17,18,38,11,7,19,0,0,0,0,0,0,16,11,24,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,8,5,8,0,5,4,0,0,0,0,0,0,0,7,10,0,0,0,3,12,16,8,17,23,0,0,0,0,0,0,0,0,0,0,4,0,24,12,33,56,60,120
10102100812,8,5,9,15,4,22,0,0,7,0,0,0,22,11,27,8,0,9,0,0,3,3,0,3,10,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,7,6,8,0,0,0,7,9,16,7,13,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,41,35,86
10102100813,4,0,6,11,4,18,13,6,20,0,0,0,25,13,38,9,8,18,9,5,16,0,0,0,19,12,33,0,0,0,0,0,0,5,3,6,0,3,8,0,0,0,9,8,12,4,11,14,0,0,0,0,3,3,0,8,9,0,0,0,7,17,28,15,22,42,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,68,64,130
10102100814,5,0,5,13,12,27,5,0,5,0,0,0,13,15,27,6,10,15,0,0,0,0,0,0,8,10,14,0,0,0,3,3,8,8,3,4,0,0,4,0,0,0,7,9,12,0,7,8,5,7,5,3,0,0,0,8,12,0,0,0,13,19,34,21,26,46,0,5,4,0,0,0,0,0,0,0,4,5,6,17,19,52,66,118
10102100815,6,0,9,5,9,14,11,7,13,0,0,0,16,13,28,9,3,12,4,0,7,0,0,0,9,4,19,0,0,0,4,5,0,4,0,5,5,4,6,0,0,0,11,5,17,0,0,3,0,3,6,0,0,0,3,7,9,0,0,0,9,9,17,16,18,33,0,0,0,6,0,6,0,0,0,6,0,6,30,21,49,85,55,145
10102100816,5,0,6,15,12,21,5,7,10,0,0,0,17,21,39,13,14,29,0,0,0,5,0,3,20,15,36,3,0,5,0,0,0,0,0,0,6,7,9,0,0,0,7,5,15,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,10,12,15,0,0,0,0,0,4,0,0,0,0,0,4,16,19,39,69,66,139
10102100817,3,3,6,11,13,22,0,0,0,0,0,4,14,16,25,10,9,15,3,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,7,7,0,0,0,0,0,0,0,5,5,0,7,7,0,0,0,0,8,12,9,16,22,0,0,0,0,8,8,0,0,0,0,8,7,7,8,15,50,53,97
10102100818,0,3,8,15,10,25,0,0,3,0,0,0,15,7,27,10,8,18,3,0,4,0,0,0,16,8,19,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,5,12,0,4,4,0,0,0,0,0,4,0,4,3,0,0,0,4,7,10,8,10,21,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,51,41,96
10102100819,3,3,8,14,12,19,10,5,14,0,3,3,23,24,44,8,11,25,4,3,3,3,5,4,13,17,35,0,0,0,0,0,0,8,0,8,0,0,7,0,0,0,11,4,10,7,0,8,0,0,0,0,0,0,0,4,8,0,0,0,9,9,18,17,9,24,0,0,0,0,0,3,0,0,0,5,0,3,3,4,8,64,53,119
10102100820,4,0,5,10,14,23,3,5,12,7,0,4,17,20,39,10,7,14,5,0,3,6,0,6,13,6,23,0,0,0,0,0,4,0,0,3,0,5,6,0,0,0,3,6,9,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,12,18,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,42,52,91
10102100821,0,4,4,14,8,17,10,3,15,0,0,0,17,7,30,13,5,23,12,8,22,0,0,0,23,13,39,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,8,0,10,5,6,13,0,0,0,0,0,0,0,4,9,0,0,0,6,12,18,12,12,26,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,69,51,121
10102100822,0,3,4,6,4,8,0,7,11,0,0,5,9,9,20,5,6,11,3,10,11,0,0,0,8,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,0,0,0,0,0,0,4,3,7,0,0,0,4,8,11,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,26,40,61
10102100823,3,0,6,15,6,25,0,0,0,0,0,0,12,6,23,4,7,12,0,6,6,0,0,0,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,3,8,6,3,13,0,0,0,3,4,3,0,0,0,3,4,3,14,23,32,47,45,90
10102100901,7,4,5,11,8,15,4,3,10,4,0,4,18,11,27,0,3,5,0,4,8,0,0,0,0,9,17,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,8,4,13,0,6,6,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,9,13,16,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,36,42,73
10102100902,5,0,5,7,5,12,6,0,6,0,0,0,15,13,25,9,13,15,5,0,0,0,0,3,8,17,20,0,0,0,0,0,0,0,4,9,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,10,6,10,10,10,18,0,0,0,0,3,6,0,0,0,0,3,6,12,9,25,51,45,96
10102100904,3,0,3,12,9,23,3,4,5,0,0,0,16,15,25,11,11,19,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,5,0,5,0,3,4,0,0,0,8,3,8,4,0,4,0,0,0,0,0,0,3,0,4,0,0,0,3,7,10,7,6,20,0,0,0,0,0,0,0,0,0,0,5,5,4,0,5,43,32,79
