SA4_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
111,774,1437,955,709,784,227,105,4980,153,161,91,73,83,28,12,607,30,66,33,24,22,12,4,184,1339,2789,2092,1627,1997,713,358,10910,49,76,66,42,50,14,3,303,81,148,91,54,62,11,4,449,132,226,159,95,110,27,6,759,1470,3015,2255,1720,2108,738,365,11673,1426,1435,877,617,545,116,78,5098,28,38,23,14,11,0,0,109,2931,4485,3153,2351,2665,858,447,16876
112,499,1007,799,605,716,135,51,3811,113,120,75,63,49,20,10,444,29,33,24,22,31,10,3,140,870,1743,1533,1179,1497,311,120,7257,32,42,34,35,29,4,0,172,53,104,78,43,24,7,4,321,87,148,105,78,60,13,3,488,955,1886,1649,1261,1556,325,123,7750,954,1026,626,460,428,74,36,3604,28,48,37,24,10,0,0,145,1935,2961,2309,1745,1998,397,162,11502
113,387,671,464,285,299,49,21,2175,56,48,25,12,19,4,0,169,25,46,23,12,16,7,0,125,680,1214,944,671,775,155,47,4483,31,62,42,19,26,6,0,186,50,98,41,21,15,3,0,231,81,160,86,41,42,11,0,420,767,1372,1029,712,812,167,51,4902,925,778,385,268,210,36,14,2611,33,29,17,9,12,0,0,106,1728,2184,1429,980,1033,206,62,7621
114,276,610,449,322,321,64,28,2068,78,73,47,42,29,0,0,273,18,26,6,7,16,6,0,76,513,1084,855,652,760,178,83,4128,21,26,28,18,15,3,0,115,31,39,18,17,13,0,0,117,50,63,44,34,32,0,0,231,562,1152,904,688,787,181,83,4352,613,557,347,244,225,48,21,2052,14,10,7,3,0,0,0,38,1184,1718,1258,936,1015,228,100,6445
115,185,371,310,233,316,173,87,1670,63,83,59,41,52,35,20,345,9,13,11,9,11,6,3,61,439,950,872,705,986,572,311,4850,11,18,24,17,24,15,7,123,21,32,20,19,14,8,7,115,32,48,43,40,41,21,13,239,473,1002,918,742,1032,596,328,5081,311,400,256,179,250,136,87,1618,13,14,7,13,6,0,0,45,800,1418,1175,930,1289,730,410,6753
116,452,788,571,416,488,205,110,3026,199,257,193,123,161,79,41,1044,45,49,31,23,24,17,8,202,1152,2092,1611,1236,1512,759,430,8790,75,87,67,57,69,20,16,395,94,106,64,45,61,20,9,401,170,191,129,101,130,40,23,799,1328,2285,1742,1337,1646,801,452,9589,2236,2266,1323,910,908,298,197,8124,44,62,36,35,11,6,4,202,3606,4607,3097,2276,2569,1105,658,17911
117,218,335,261,180,259,142,82,1488,69,71,58,30,48,22,21,312,9,20,14,7,11,3,4,61,585,1000,769,539,794,468,286,4439,13,29,24,15,28,16,12,132,23,23,20,14,24,7,15,129,36,50,42,28,49,25,25,259,619,1052,809,569,847,493,308,4698,440,461,294,229,299,218,123,2068,17,9,12,3,10,3,0,47,1075,1520,1113,802,1152,714,441,6815
118,186,378,298,246,296,162,96,1655,58,68,59,38,61,21,27,330,3,17,9,3,12,15,7,68,492,1092,885,668,972,536,280,4920,10,33,28,17,29,19,8,150,14,20,26,10,13,10,8,112,25,59,56,28,52,32,10,264,518,1142,939,697,1024,569,300,5186,267,392,245,233,273,169,124,1708,3,7,4,4,5,3,0,30,788,1540,1202,933,1299,736,425,6923
119,506,1031,731,545,791,469,302,4371,240,281,199,166,228,163,130,1418,56,64,41,37,44,37,16,291,1279,2404,1784,1439,2075,1283,885,11157,47,72,71,60,85,52,44,433,73,119,90,58,82,53,35,516,124,193,157,121,170,108,87,951,1405,2601,1944,1558,2238,1391,973,12102,2395,2614,1698,1122,1461,862,508,10660,56,78,60,32,35,16,13,278,3850,5286,3703,2710,3738,2269,1489,23048
120,207,373,326,208,327,209,124,1760,55,61,57,58,69,51,47,384,14,15,14,3,10,11,7,69,520,1113,1015,687,1023,717,398,5466,10,36,30,25,39,19,16,179,20,43,29,23,26,20,11,167,35,77,56,45,64,37,26,346,551,1185,1068,734,1088,755,430,5812,357,501,304,245,361,264,173,2209,15,12,7,3,4,3,0,51,922,1703,1382,989,1457,1023,603,8076
121,281,581,493,377,499,341,218,2785,76,112,75,69,87,60,37,523,14,22,15,10,15,14,14,112,740,1817,1493,1125,1659,1120,650,8588,8,49,38,25,56,40,24,251,20,55,31,42,40,17,22,226,23,108,77,71,95,57,42,475,764,1918,1564,1192,1755,1173,693,9068,325,598,474,375,613,384,246,3010,10,18,10,4,7,0,4,54,1097,2538,2046,1568,2374,1563,942,12130
122,214,441,345,288,407,196,123,2022,60,67,74,56,70,48,20,398,7,9,5,9,9,6,4,58,497,1051,979,878,1188,612,341,5546,9,28,15,16,22,11,7,110,10,16,12,17,21,10,4,93,20,46,30,32,50,17,11,204,519,1092,1001,912,1232,630,359,5748,221,300,247,165,221,99,84,1327,12,8,7,4,4,4,0,33,748,1402,1252,1075,1459,733,441,7111
123,527,860,580,399,516,149,68,3104,208,247,167,109,124,46,39,937,37,49,39,24,39,6,11,209,1147,2019,1519,1109,1442,515,299,8059,50,100,45,46,56,16,4,326,82,79,43,36,30,11,6,288,135,181,89,83,84,33,14,622,1289,2198,1614,1197,1526,545,317,8674,1860,1908,1018,720,673,205,96,6483,52,49,45,32,6,3,0,196,3196,4159,2675,1944,2206,761,411,15362
124,580,997,698,463,567,167,91,3555,223,290,206,129,143,55,32,1070,30,51,40,11,19,6,6,161,1305,2408,1782,1252,1709,610,313,9376,46,82,63,42,45,9,0,284,66,119,71,42,25,4,4,331,114,203,130,81,68,11,5,616,1416,2612,1909,1338,1770,620,323,9993,1839,1776,942,590,603,189,81,6023,40,38,32,26,14,4,0,152,3299,4428,2880,1952,2393,809,398,16162
125,357,708,483,376,482,296,165,2870,124,184,119,102,160,95,79,864,37,45,37,19,21,22,18,189,925,1805,1256,1029,1459,928,584,7991,54,71,71,54,79,49,22,395,60,75,63,46,58,28,26,345,109,147,135,96,134,77,49,745,1037,1955,1384,1123,1597,1004,631,8737,1783,2101,1197,809,1099,625,383,8002,51,61,34,17,12,7,9,196,2876,4120,2616,1957,2711,1639,1021,16930
126,148,310,196,160,215,135,76,1231,42,38,42,23,50,32,20,254,6,11,4,9,3,5,0,43,376,737,588,447,633,435,285,3503,15,22,14,13,21,14,6,96,17,24,17,8,17,14,13,107,29,48,30,19,35,24,16,207,404,786,622,468,668,460,300,3704,203,344,227,173,257,153,121,1480,8,9,3,0,3,0,0,31,616,1133,859,644,929,619,420,5218
127,493,853,648,490,634,338,179,3642,251,295,204,164,232,160,90,1406,46,71,51,45,46,31,17,310,1230,2188,1683,1377,1896,1029,612,10013,70,137,72,65,80,56,30,517,89,169,112,89,99,49,21,628,161,307,181,158,180,105,55,1140,1398,2490,1869,1535,2076,1133,658,11152,2748,3298,1988,1341,1699,939,519,12536,69,103,59,31,34,10,5,309,4208,5896,3913,2901,3811,2085,1190,23999
128,189,480,357,278,353,185,100,1938,102,125,81,52,69,35,21,487,12,16,10,10,10,5,0,63,466,1153,919,765,1031,522,286,5141,10,16,14,15,21,9,3,94,18,28,22,9,18,8,7,106,36,47,31,25,34,18,9,201,501,1202,949,791,1063,536,297,5342,301,379,253,159,221,96,48,1452,3,11,5,6,3,0,0,34,804,1588,1206,953,1292,637,348,6834
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
