SA4_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
101,..,25903,25903,32119,1871,33995,11837,261,12097,11323,100,11429,5098,18,5114,2515,29,2544,62892,28187,91076
102,..,35866,35866,41981,3184,45162,19184,468,19658,18913,147,19055,8031,38,8059,3896,19,3917,92003,39707,131713
103,..,23550,23550,26563,1721,28285,10519,303,10820,9756,80,9837,5089,30,5125,2420,6,2430,54344,25695,80039
104,..,15746,15746,19754,1623,21373,7365,215,7578,6444,67,6510,2950,19,2970,1691,26,1715,38194,17690,55888
105,..,12882,12882,13240,965,14208,5636,157,5786,4840,41,4886,2507,18,2522,1403,13,1416,27631,14073,41704
106,..,26243,26243,35985,2196,38182,16107,295,16396,15485,72,15554,7190,29,7222,3565,16,3581,78334,28856,107191
107,..,29162,29162,37033,2829,39866,17436,942,18371,18126,394,18513,7429,122,7548,3256,67,3319,83273,33509,116785
108,..,27569,27569,34537,2309,36850,10940,277,11225,9268,74,9340,4265,32,4298,2361,20,2386,61375,30285,91662
109,..,14523,14523,16560,1094,17659,5846,174,6021,5534,63,5592,2666,20,2685,1193,8,1207,31800,15886,47684
110,..,20576,20576,23246,1685,24928,8892,270,9162,8045,110,8155,4002,33,4034,2017,18,2039,46201,22692,68894
111,..,40325,40325,47986,4351,52334,21824,1528,23351,21371,515,21886,8315,178,8483,3396,78,3474,102887,46972,149852
112,..,28401,28401,32966,3271,36235,13100,716,13812,11902,242,12144,5131,89,5219,2624,43,2661,65722,32759,98479
113,..,16705,16705,19446,1283,20731,8060,300,8364,7532,110,7639,3988,48,4032,2076,34,2103,41094,18472,59571
114,..,17421,17421,23762,1334,25101,7882,163,8043,7287,61,7353,3265,22,3288,1576,11,1586,43771,19015,62790
115,..,11011,11011,22125,800,22927,15462,177,15644,20127,86,20218,8593,45,8632,4410,15,4431,70724,12138,82862
116,..,19485,19485,28247,2205,30446,24446,607,25054,27663,274,27935,11736,126,11863,7874,64,7937,99966,22768,122728
117,..,52977,52977,44577,9604,54177,15728,3746,19473,11106,1625,12729,3148,484,3632,1417,208,1629,75973,68643,144616
118,..,30608,30608,30741,5445,36187,13884,1883,15765,13626,513,14140,4684,144,4822,1427,65,1495,64362,38657,103014
119,..,44076,44076,51904,5232,57131,34762,1727,36486,33787,874,34659,16477,331,16805,11456,239,11697,148377,52476,200853
120,..,30594,30594,34921,4576,39500,18825,1651,20476,17105,778,17881,5638,291,5929,2265,146,2412,78753,38039,116784
121,..,39932,39932,48386,3583,51972,26165,856,27019,27778,238,28022,9550,79,9630,3240,35,3279,115116,44728,159847
122,..,21056,21056,28119,2141,30257,14472,571,15040,18123,176,18301,7052,70,7118,2576,26,2604,70330,24043,94377
123,..,17573,17573,25770,1602,27371,17351,225,17573,18512,75,18583,9094,30,9117,5672,19,5690,76388,19526,95914
124,..,27473,27473,34341,2514,36851,19499,337,19838,19149,112,19261,8710,32,8745,4859,18,4876,86557,30491,117044
125,..,34907,34907,39994,4802,44796,29059,1902,30954,27655,1061,28722,12187,462,12650,9432,309,9742,118322,43448,161771
126,..,17593,17593,21696,2050,23749,12650,493,13147,12708,202,12910,4468,77,4549,2033,59,2097,53564,20478,74041
127,..,23068,23068,31911,2125,34036,25455,411,25864,28495,156,28650,15872,72,15947,12595,33,12626,114328,25863,140189
128,..,18494,18494,25637,1468,27105,13086,218,13308,15475,50,15525,6402,29,6432,2227,8,2230,62825,20268,83097
197,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
