SA4_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
111,42710,85538,638,3521,3886,17874,1170,5280,23113,89449,28806,116120,2074,8688,3421,11644,8205,26191,13698,46519,42506,162639,200,908,1168,3975,722,2607,6872,17845,8960,25340,671,2091,1704,3748,7022,15308,9394,21151,18358,46491,1678,3490,105250,298163
112,29885,59758,372,2086,2250,10342,825,3826,13092,51457,16546,67711,938,3880,1776,5883,4975,15770,7687,25526,24235,93239,153,718,865,2862,483,1760,4661,12267,6165,17610,382,1203,1123,2377,4827,10405,6334,13985,12498,31598,927,1953,67549,186542
113,17471,34831,430,2488,1706,7986,624,2942,9355,37502,12111,50919,734,3037,1068,3460,3095,9842,4900,16334,17011,67253,88,415,485,1741,305,1146,2969,8307,3842,11603,223,711,453,951,2335,5062,3005,6718,6847,18317,601,1286,41934,121688
114,22138,44323,264,1475,1474,6858,515,2385,8191,32210,10450,42933,622,2585,1118,3686,3161,10025,4907,16295,15351,59231,96,437,449,1584,275,1007,2458,6717,3280,9744,203,645,533,1164,2816,6118,3555,7927,6835,17678,537,1118,44864,122343
115,23351,47167,624,3533,4668,21535,822,3780,21179,83543,27288,112390,2998,13011,4470,16096,8257,27501,15723,56605,43013,168995,97,430,569,1858,183,627,2243,5879,3087,8800,489,1607,953,2270,3022,6860,4467,10734,7550,19537,547,1164,74456,236872
116,26949,55230,1120,6809,5797,27366,1518,7389,33271,129521,41708,171091,3135,13790,4387,15664,10021,33909,17539,63363,59253,234448,374,1897,1149,4436,702,2697,6074,17396,8302,26422,808,2788,1346,3203,6903,16045,9058,22032,17358,48463,1742,3799,105312,341939
117,42915,85902,127,685,1528,6726,229,1027,15304,54789,17185,63222,748,3152,2004,6752,3135,10220,5888,20126,23078,83349,52,237,436,1375,169,581,3102,7199,3757,9390,327,1037,1301,2871,3537,7744,5157,11655,8917,21049,2259,4750,77158,195048
118,27848,55610,198,1076,2811,12571,262,1158,16438,61821,19717,76622,1236,5227,3213,11319,3714,11863,8166,28412,27879,105035,45,187,589,1826,93,309,2938,6850,3668,9175,341,1064,1294,2866,3130,6708,4763,10644,8434,19815,1193,2479,65351,182938
119,49457,101186,1504,9114,7225,35350,1635,7987,38149,150707,48516,203155,4801,21457,6612,23803,16601,56273,28012,101532,76527,304688,429,2130,1584,5914,716,2767,7388,20601,10110,31407,1442,5047,2783,6643,12060,27837,16288,39523,26401,70937,3420,7440,155806,484253
120,32804,66275,260,1439,3033,13604,337,1481,20389,75681,24016,92209,1701,7361,3806,13323,5823,19160,11335,39851,35343,132061,69,318,627,1982,162,558,3178,7583,4025,10443,437,1417,1663,3739,4566,10056,6675,15216,10702,25661,1894,4044,80741,228035
121,44467,88990,359,1954,6220,27837,468,2006,32721,123503,39764,155303,2873,12196,7659,26943,7750,24829,18286,63969,58046,219271,76,302,1053,3271,152,491,4613,11049,5901,15107,622,1969,2541,5746,4702,10128,7860,17835,13763,32952,1542,3238,117818,344447
122,26993,54201,386,2060,3860,17403,524,2328,19437,75446,24211,97239,2199,9331,4027,14289,5714,18591,11941,42215,36150,139451,81,326,631,1940,166,555,2743,6584,3621,9406,458,1481,1208,2743,3296,7237,4963,11461,8589,20867,713,1485,72448,216008
123,23900,48557,991,5928,3892,18695,1461,7063,21543,85453,27892,117137,2208,9707,2595,9097,8046,26941,12841,45746,40734,162884,305,1459,983,3667,717,2736,5422,15320,7424,23184,600,2037,1070,2481,5268,12071,6941,16585,14360,39767,1079,2308,80068,253519
124,30798,62295,843,4922,3893,18458,1444,6878,21787,85548,27970,115808,2227,9663,2820,9745,8230,27201,13273,46608,41242,162419,250,1230,1047,3713,639,2398,6262,17080,8200,24425,595,1944,1398,3124,6281,14029,8279,19095,16474,43515,1237,2608,89750,270840
125,39015,79586,1195,7383,5686,27813,1244,6204,36138,139690,44268,181095,3314,14877,5003,17861,10981,37308,19303,70043,63568,251145,324,1668,1151,4268,497,1962,5552,15279,7521,23175,947,3319,2042,4825,8217,18952,11207,27089,18729,50265,2797,6099,124115,387095
126,20484,41187,210,1157,2517,11332,247,1060,15187,57308,18152,70851,1476,6301,3125,11097,4568,14953,9169,32351,27323,103208,31,149,384,1241,93,311,2034,5002,2548,6697,301,969,1011,2320,2686,5906,3996,9191,6544,15891,1000,2079,55344,162362
127,30284,62377,1884,11433,6804,33787,1968,9829,30478,124200,41132,179243,4683,21357,4761,17421,15233,53196,24677,91973,65806,271220,514,2553,1726,6724,882,3439,7122,21184,10251,33898,1389,5025,2094,5213,10349,25147,13837,35386,24087,69281,2201,4825,122374,407701
128,23653,47529,459,2512,3070,14059,579,2649,16368,63895,20481,83117,2157,9307,2800,10004,6451,21390,11409,40696,31884,123813,84,358,579,1893,202,725,2580,6384,3445,9361,437,1382,945,2114,3564,7845,4941,11341,8386,20704,651,1343,64570,193389
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
