SA4_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
101,3745,29923,34432,13207,8333,89641,1433,91076
102,8428,49354,47282,15539,9222,129832,1884,131713
103,4415,26459,29367,11389,6964,78599,1436,80039
104,2765,20702,20747,6929,3719,54862,1031,55888
105,2794,14761,14653,5333,3183,40727,975,41704
106,4534,34440,41605,15555,9670,105799,1390,107191
107,8458,40332,43415,14442,8721,115366,1423,116785
108,4895,35583,32416,10718,5908,89528,2132,91662
109,2738,16762,17681,6136,3410,46723,961,47684
110,4081,23874,24726,9189,5571,67443,1445,68894
111,9690,52978,57359,17978,10105,148111,1743,149852
112,4998,36511,36525,12062,6613,96709,1771,98479
113,3310,19618,21926,8461,5144,58469,1101,59571
114,2524,22787,23753,7966,4800,61823,965,62790
115,2054,22248,35045,12938,9870,82157,700,82862
116,8201,43820,46472,14725,7568,120787,1939,122728
117,46138,68141,22230,3983,1605,142102,2515,144616
118,16919,48271,27510,6120,2749,101567,1453,103014
119,24484,81935,60492,19440,10828,197187,3670,200853
120,17190,56112,31319,7266,3370,115252,1533,116784
121,17099,72366,50843,12501,5688,158497,1353,159847
122,6126,34394,35922,10793,6233,93468,909,94377
123,5382,30387,36360,13420,9078,94629,1279,95914
124,7324,40327,43012,15156,9792,115612,1432,117044
125,19646,68974,48357,14095,7456,158523,3246,161771
126,8102,33270,23048,5977,2837,73235,805,74041
127,11265,44416,49844,19712,12487,137728,2460,140189
128,4709,28033,32909,10259,6453,82361,736,83097
197,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
