SA4_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
113,328,599,647,556,1809,2537,1076,4196,203,11943,597,1041,1245,976,2822,2992,910,1718,101,12407,292,643,611,446,2614,3223,992,1746,170,10741,503,1843,1736,1177,1962,1040,362,754,167,9543,285,1103,1333,850,2434,1378,340,454,66,8243,281,2018,960,502,1062,724,201,361,89,6196,224,457,349,226,1184,1170,426,1307,111,5461,380,2144,1202,867,2475,2000,529,876,212,10685,89,105,81,65,279,241,57,130,454,1497,2971,9955,8163,5661,16649,15309,4893,11540,1569,76713
114,389,720,785,529,1448,2051,757,2290,94,9059,656,1765,1719,1157,2273,2667,756,1687,109,12788,515,993,876,681,2444,3073,732,1283,178,10782,746,2090,1606,1074,1508,966,322,423,151,8885,381,1446,1250,714,1720,1061,243,346,55,7216,403,1954,1008,514,915,635,136,320,93,5980,179,341,295,201,699,680,265,716,72,3456,531,2116,993,517,1056,911,219,391,157,6890,95,122,85,49,156,150,33,90,315,1088,3895,11552,8611,5428,12223,12186,3469,7552,1226,66151
115,1276,1594,1369,931,4346,6975,1994,5830,201,24503,1661,3834,3397,2297,8815,12211,2375,5080,285,39963,2010,1754,1141,660,2576,3609,791,1537,202,14277,2176,2212,1440,821,1580,1022,315,370,110,10041,1322,3349,2817,1422,4752,4058,722,1143,177,19762,1763,2743,1305,581,1407,1473,305,612,100,10295,496,637,425,279,903,949,254,653,74,4671,1204,1886,815,363,834,780,165,347,104,6488,178,218,155,71,365,419,45,153,494,2099,12083,18233,12863,7434,25572,31487,6963,15728,1746,132111
116,1513,1234,949,697,4810,5791,1322,2861,233,19410,1825,2910,2765,2245,12733,13998,2008,3298,481,42260,4632,1735,1285,692,4534,3760,753,1029,352,18767,2770,2850,2718,1829,3700,2027,610,823,345,17670,1906,2528,2750,1656,9421,5992,978,1402,255,26901,2422,3226,2082,882,2412,1561,297,435,194,13505,2067,1883,2199,1293,5141,3761,999,1705,456,19502,3081,2781,2088,920,3103,1896,414,540,331,15152,393,243,240,132,756,611,77,166,1145,3768,20609,19383,17068,10358,46616,39391,7452,12261,3785,176932
117,2041,2137,1722,1388,6283,9480,2978,7590,185,33809,2627,5737,4900,3593,16821,22682,5802,12863,491,75517,2455,2132,1855,827,2540,3228,700,1510,279,15526,4176,3583,2177,929,1867,1539,429,647,267,15616,1202,2374,2230,1234,6657,5130,1123,1823,156,21929,2151,2527,1674,686,2089,2048,427,775,145,12511,514,848,1030,361,937,787,193,401,86,5162,1422,2182,2151,548,1137,959,209,492,198,9298,246,293,270,105,552,593,101,356,919,3434,16839,21804,18010,9665,38886,46444,11970,26467,2718,192809
118,1389,1861,1726,1259,4001,7828,2502,7546,252,28365,2020,5393,4606,3101,9143,15325,4301,11188,420,55504,1296,1265,1062,545,1442,2515,506,1135,212,9983,2326,2526,1442,651,1093,993,286,447,156,9921,869,2332,2110,1016,3454,3323,742,1261,132,15229,1516,1814,955,472,1320,1865,435,946,104,9424,251,522,501,180,382,423,124,260,62,2707,690,1226,818,302,570,608,150,319,95,4779,188,284,234,106,273,483,103,428,634,2731,10553,17216,13452,7639,21676,33363,9147,23532,2059,138638
119,3213,2399,1923,1312,6091,7901,2013,4984,383,30220,3074,6042,5241,3707,15946,17350,3265,6440,728,61799,7795,3088,2516,1273,4878,4793,894,1457,638,27330,5230,4580,4117,2321,4117,2303,715,939,480,24796,3314,4580,4514,2447,10988,7454,1299,2104,408,37103,4466,5136,3468,1455,3440,2447,466,758,385,22019,2760,1930,1991,960,3434,2440,642,1136,378,15668,4908,4107,3600,1275,3414,2101,498,631,533,21067,698,468,436,177,956,779,106,247,1750,5606,35464,32324,27796,14929,53269,47555,9902,18694,5663,245597
120,1664,1784,1633,1136,4820,7637,2514,6310,226,27733,2400,5384,4698,3455,12311,16545,4002,8659,410,57872,2167,1715,1378,662,2284,2679,537,1067,221,12707,2640,2560,2083,1006,1711,1173,335,507,187,12204,1304,2724,2530,1358,5666,4488,891,1340,174,20467,2030,2450,1711,712,1702,1593,391,718,130,11437,520,689,689,285,829,737,186,370,93,4404,1403,2140,1846,549,1132,844,195,327,175,8614,251,286,259,92,411,460,98,194,807,2864,14385,19731,16828,9263,30870,36152,9161,19497,2417,158306
121,1950,2829,2710,1802,7009,12671,4097,11807,267,45156,3092,8869,7382,5140,16610,26058,6430,15639,532,89763,1719,1769,1325,749,2427,3366,680,1079,170,13292,3469,3813,2230,1168,1710,1282,376,511,151,14710,1463,4203,3481,1827,6157,5892,1269,2101,155,26551,2345,3462,1715,742,1914,2272,578,1106,110,14243,399,697,472,218,630,502,149,247,31,3345,1125,2227,1049,407,850,674,142,270,79,6830,235,419,324,173,494,655,136,442,711,3578,15795,28287,20693,12221,37804,53378,13860,33210,2220,217473
122,1374,1926,1763,1420,3953,7769,2531,7539,177,28442,1798,4712,4258,2963,6558,10986,2940,7076,241,41531,1759,1901,1445,825,2327,4147,773,1338,180,14711,2567,3032,1887,931,1551,1027,414,476,112,12003,965,3068,2705,1378,3257,3037,696,1129,108,16341,1685,2716,1358,599,1342,1837,429,893,113,10983,329,729,551,256,819,632,202,275,47,3837,972,1853,918,412,873,793,173,281,75,6349,184,236,159,87,253,362,73,225,444,2031,11640,20172,15050,8877,20937,30593,8225,19232,1502,136223
123,1253,1116,841,631,3155,3896,1120,3112,159,15290,1333,2215,2155,1634,6267,6404,1343,2673,254,24280,3544,1712,1224,701,4024,4306,1004,1770,294,18580,2600,2482,2250,1582,2960,1634,602,744,232,15085,1666,2539,2208,1425,6019,3874,765,1129,197,19822,1962,2938,1698,806,1881,1312,276,389,175,11430,1448,1144,1098,708,3279,2626,849,1759,261,13182,2390,2692,1464,810,2213,1686,374,598,253,12489,339,245,167,102,530,410,75,169,741,2776,16539,17079,13110,8406,30326,26151,6402,12355,2574,132941
124,1453,1321,1089,757,3643,4635,1540,4036,152,18628,1676,3171,3009,2251,7109,7997,1856,3752,205,31031,3069,2389,1636,1006,4634,5388,1223,2136,351,21822,3185,3065,2497,1668,3293,2078,772,812,252,17617,1717,3039,2845,1751,7129,4599,919,1371,220,23586,2062,3202,1735,828,2024,1459,359,551,134,12352,1308,1256,1309,839,3310,3031,1036,2176,271,14537,2262,3101,1663,891,2292,1849,399,797,259,13510,303,251,191,103,534,470,75,201,703,2831,17047,20786,15969,10098,33969,31505,8185,15827,2541,155914
125,2331,1778,1429,963,5333,6721,1511,3435,318,23812,2450,4759,3981,2868,16009,19532,2776,4885,719,57986,5722,2261,1808,881,4165,3799,699,1016,561,20924,3271,3577,3396,1768,3268,1854,580,818,459,18995,2285,3328,3120,1676,9217,6264,989,1496,337,28710,2696,3729,2530,979,2510,1792,318,490,326,15370,1742,1782,2033,908,3331,2313,612,974,371,14079,3638,3302,2939,1095,3127,1806,347,492,431,17177,533,408,400,178,907,728,111,195,1690,5159,24676,24915,21637,11321,47872,44813,7945,13813,5214,202211
126,987,1181,949,704,3162,4609,1371,3494,117,16570,1421,3635,3028,2031,9602,12001,2269,4626,279,38881,1364,1106,761,407,1629,1922,349,562,140,8232,1713,1785,1169,572,956,650,194,251,87,7375,871,1949,1766,876,3964,2976,557,810,116,13887,1332,1785,1054,406,1051,987,212,352,92,7264,326,391,331,153,488,406,90,179,47,2408,808,1212,656,251,592,452,87,142,74,4274,161,172,151,65,275,275,55,82,479,1702,8979,13213,9862,5455,21713,24284,5175,10504,1415,100598
127,2035,1429,1120,743,4238,4665,1136,2800,245,18403,1869,2978,2659,2077,9518,9510,1626,3090,434,33768,5968,1945,1414,813,4421,3971,766,1305,519,21116,3550,3044,2564,1595,3090,1937,634,878,385,17680,2467,2974,2825,1720,8373,5320,918,1363,310,26266,3036,3634,2093,849,2379,1488,296,466,243,14481,2554,1965,1823,1171,5269,3494,976,1754,449,19448,3875,3104,2150,1052,3811,2193,449,649,408,17690,521,315,250,166,802,573,92,183,1253,4166,25872,21392,16898,10179,41895,33154,6892,12485,4248,173019
128,1185,1405,1244,939,3163,5168,1807,4933,104,19954,1688,3300,3264,2154,5740,8152,2022,4328,189,30838,1991,1642,1182,805,2672,4299,895,1558,198,15239,2408,2478,1545,866,1747,1350,610,611,125,11740,1251,2952,2717,1490,4263,3524,767,1118,123,18216,1648,2382,1228,549,1292,1355,310,552,79,9395,438,533,424,279,772,787,260,505,54,4049,931,1816,720,358,842,742,185,295,61,5944,186,172,137,64,288,309,62,152,357,1725,11738,16676,12472,7501,20782,25683,6910,14043,1288,117099
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,21,17,14,15,45,61,19,42,3,234,55,64,56,33,83,106,19,78,3,500,40,31,24,22,47,57,10,39,13,279,53,74,62,29,38,40,5,31,5,334,19,41,30,15,61,41,9,18,3,236,29,45,26,19,25,9,3,10,4,171,30,20,25,23,38,35,19,62,3,253,37,97,75,31,64,52,23,34,16,419,9,13,0,0,7,4,0,7,29,77,284,414,316,184,406,405,111,314,87,2511
