SA4_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
111,4454,3230,2422,1775,670,148,16305,142,1110,1468,1380,1334,1188,339,53,7015,3102,13848,12020,8664,6003,4901,1942,477,50953,1350,4723,5624,6235,5698,3951,1801,508,29898,6183,12841,11324,11486,11149,7617,3648,1156,65407,956,716,640,655,641,487,183,45,4315,426,566,689,1170,1536,1593,829,256,7071,7566,14122,12653,13317,13326,9702,4662,1452,76794,150,228,236,277,354,382,297,112,2030,2642,2835,2540,2500,2644,3176,3176,2325,21843,15089,40327,38992,35609,31778,25074,12888,5076,204837
112,1737,1669,1559,1372,417,58,7978,49,467,861,954,1034,984,227,44,4619,789,5460,6916,6165,4936,4369,1424,335,30389,631,2501,3501,4066,4387,3529,1395,407,20404,3059,6298,6888,7438,8257,5706,2415,707,40775,456,437,395,446,517,394,106,31,2784,219,383,574,748,1108,1137,511,161,4840,3734,7125,7853,8634,9881,7238,3034,897,48403,58,125,143,187,282,351,218,108,1480,2362,2620,2900,2970,3300,3404,2813,1980,22358,7665,19412,23914,24638,25389,21247,9523,3823,135621
113,824,636,534,337,105,27,3358,39,358,446,481,401,328,84,10,2148,797,3861,3367,2584,1726,1293,515,125,14271,463,1624,1786,1920,1867,1272,559,167,9650,2710,5554,4910,4528,4472,2721,1012,269,26176,366,407,277,316,337,207,57,14,1979,150,261,302,473,593,522,203,61,2570,3219,6224,5492,5317,5403,3447,1275,344,30725,55,110,96,83,126,123,90,35,722,1876,2020,1841,1845,1878,1924,1556,911,13836,6493,15049,13844,12864,11936,8726,4180,1622,74715
114,997,1043,1087,1211,480,106,5743,34,326,452,482,687,740,229,15,2955,493,2760,3079,2930,3029,2974,1327,303,16886,336,1381,1889,2422,2821,2603,1289,311,13051,2100,4773,4494,4708,5363,4243,2206,572,28458,270,280,277,285,382,308,107,26,1930,148,224,301,478,769,948,511,124,3497,2517,5273,5075,5464,6516,5495,2824,718,33883,41,71,89,109,166,284,199,67,1023,1289,1419,1410,1530,1699,2031,1827,1094,12298,4736,12015,12986,13979,16005,15342,8164,2612,85837
115,8564,5219,3220,1808,537,121,23038,101,587,1233,1267,951,777,221,44,5178,3188,9324,13292,10436,6962,4681,1648,412,49951,1225,2421,4304,5482,4245,2967,1274,366,22289,2682,4178,4564,5727,4910,2984,1704,428,27173,285,200,234,356,367,258,102,25,1845,247,288,554,937,1114,1028,498,142,4806,3217,4673,5354,7018,6392,4271,2315,596,33827,90,171,314,325,314,300,242,66,1827,957,1143,1534,1362,1209,1250,1255,1141,9843,8911,21755,34590,31114,23296,16050,7496,2745,145953
116,11789,3912,1902,1004,248,40,26154,147,1062,1594,995,583,340,96,3,4814,4070,16855,19150,9564,6035,3569,934,185,60364,2098,6210,7383,5590,3721,1953,631,130,27714,4104,8273,8193,7605,5795,3187,1282,332,38779,595,555,653,579,481,249,78,12,3192,388,638,1009,1235,1064,755,282,68,5438,5093,9464,9853,9414,7339,4189,1645,415,47411,141,462,683,448,353,317,123,16,2536,3690,5331,4910,3361,2616,2319,1565,904,24695,15599,46271,55358,33283,22547,13692,5240,1696,193690
117,12482,6336,3962,2315,710,106,43810,176,2419,2038,1488,1116,702,181,17,8142,9543,40375,20986,10642,6534,3640,1258,331,93311,2797,8801,6442,4624,3110,1737,739,220,28476,2161,6424,4344,3486,2799,1553,737,219,21734,300,420,342,322,270,178,44,7,1884,280,725,667,828,785,506,218,64,4063,2742,7563,5352,4637,3851,2240,999,297,27684,273,712,492,327,282,247,126,38,2497,3314,7547,4322,2733,2345,1895,1330,648,24135,19676,84489,52120,30788,21202,12776,5344,1666,228058
118,8421,6308,4065,2516,1104,238,30555,72,1198,1370,1318,998,788,271,55,6068,4435,23766,15561,11433,7393,4845,2178,649,70260,1045,3773,3888,3952,3158,2263,1154,434,19661,1172,3833,2989,2768,2585,1716,1140,416,16622,170,210,198,224,229,173,77,15,1304,163,463,439,674,789,662,366,125,3670,1507,4500,3628,3664,3604,2555,1590,554,21597,101,469,357,276,311,316,246,79,2151,1759,3814,2846,2162,1667,1719,1816,1703,17496,9183,45158,36072,29110,21197,15001,8347,3708,167785
119,11122,5797,3463,1660,476,95,36971,267,1702,1835,1477,1179,804,240,51,7549,8958,31235,22705,13862,9904,5236,1932,628,94458,4417,9601,10869,9924,7235,3928,1491,494,47958,4503,9619,9488,10049,8657,5106,2949,1074,51446,608,642,794,925,844,432,131,43,4419,594,1034,1427,2104,2239,1490,637,259,9781,5705,11295,11708,13080,11737,7025,3713,1378,65648,304,873,783,713,713,539,259,104,4288,5303,8327,6689,5225,4791,4168,3794,3286,41590,25609,76747,65708,50072,39019,23368,11898,6037,298456
120,9624,6059,4298,2541,778,145,34744,182,1478,1706,1630,1256,955,279,54,7544,5699,23357,17113,11932,8070,4780,1791,439,73175,2971,4995,5024,5215,4026,2471,960,318,25977,1802,3978,3520,3807,3570,2155,1160,403,20393,276,261,283,350,322,177,81,15,1766,215,443,578,938,1059,793,362,132,4507,2290,4685,4378,5090,4954,3136,1600,548,26671,171,393,372,323,344,338,178,76,2198,2028,3859,2582,1841,1739,1707,1516,1388,16657,13784,49625,40793,32089,24685,15926,7102,2963,186966
121,17775,13209,8376,5221,2418,508,57739,126,1607,2703,2920,2327,1755,726,157,12320,6404,24630,27560,22535,15651,10230,5334,1783,114134,1421,3930,5816,6978,6136,4892,3025,1208,33401,1754,3591,3594,3952,3685,2456,1561,640,21233,309,220,270,363,366,336,182,60,2109,211,371,627,1177,1388,1420,971,384,6546,2273,4186,4492,5489,5437,4214,2710,1081,29892,117,331,538,553,482,583,462,190,3262,1401,2399,2632,2165,1912,2029,2057,1803,16399,12065,46988,61527,53856,40317,28935,16733,6726,267149
122,5276,5004,3259,1760,765,159,19314,71,693,1198,1545,1244,900,327,57,6038,2788,11663,13042,12539,7972,4787,2275,672,55730,998,3094,4464,5994,4641,3206,1894,575,24872,2001,4254,4495,5204,4720,2887,1887,652,26095,248,168,255,383,377,326,129,43,1930,195,316,553,1036,1288,1135,779,264,5561,2449,4734,5302,6625,6382,4350,2793,953,33585,58,226,277,339,319,316,311,112,1963,1016,1520,1671,1697,1475,1543,1681,1378,11985,7467,24935,31233,33753,25295,16861,10040,3919,153496
123,4150,2073,1221,666,174,28,11243,106,695,878,700,533,386,82,18,3400,2131,8315,8596,5120,3145,1999,591,129,30023,1472,4568,5325,4454,3419,2034,571,120,21962,4371,9476,9073,8153,6657,4130,1591,298,43745,509,598,566,492,445,297,66,12,2984,342,522,767,1009,1111,898,306,61,5014,5220,10591,10410,9652,8218,5326,1962,367,51746,101,227,310,281,287,252,118,25,1603,2233,2772,2818,2241,1989,1939,1647,950,16582,11388,29961,32486,24527,18811,12602,5151,1630,136552
124,3960,2568,2027,1502,437,74,13874,121,811,1042,1073,1028,894,226,30,5232,2252,8755,8695,6280,4697,3660,1271,290,35896,1435,4751,5465,5172,4375,2879,1116,263,25441,5390,11634,10294,9256,7991,4758,1896,434,51655,637,663,643,585,525,355,90,15,3512,363,548,806,1070,1245,1045,487,110,5685,6398,12847,11743,10908,9758,6158,2466,563,60847,104,200,293,269,291,301,199,53,1713,2526,3449,3238,2713,2330,2241,2017,1292,19813,12983,33969,34433,28988,24511,17628,7737,2572,162814
125,14075,5186,3058,1425,455,75,41034,244,1639,1862,1214,859,604,171,28,6631,7099,29231,22561,11211,7383,4258,1675,439,83862,3975,8258,8558,6709,4904,2724,1192,338,36659,3526,7231,7129,6647,5640,3300,1760,604,35846,531,572,586,614,532,317,99,18,3267,438,766,1068,1347,1273,981,482,163,6511,4497,8566,8783,8614,7442,4602,2345,780,45622,277,863,802,519,497,408,211,77,3647,4944,8978,7148,4454,3802,2962,2177,1553,36011,21796,73530,63786,37905,27945,16985,8224,3294,253461
126,8519,4628,3143,1769,636,147,26631,89,778,1004,954,843,632,224,50,4575,3587,13680,12250,8071,6033,3854,1586,533,49601,1000,2396,2981,3235,2821,1987,941,385,15743,1043,2104,1987,2243,2301,1532,862,386,12460,164,151,140,180,256,150,79,26,1142,123,201,322,561,685,648,351,167,3068,1333,2460,2447,2982,3238,2331,1296,578,16669,92,254,281,234,223,251,166,62,1567,877,1751,1532,1053,1108,1021,1015,1031,9388,7260,28831,29024,21159,17411,11840,5864,2789,124166
127,4483,2128,1212,604,152,26,13706,196,970,1010,685,445,256,68,12,3651,5194,16714,12080,7116,4466,2748,788,136,49247,2433,7381,8247,6872,4670,2108,719,142,32568,4526,10108,9638,8900,7107,3926,1731,394,46330,647,681,812,798,617,255,58,15,3891,466,869,1286,1544,1398,800,262,65,6684,5637,11655,11733,11239,9121,4982,2054,473,56904,168,429,483,449,447,324,122,35,2459,4171,5188,5119,4129,4050,3129,2345,1537,29674,18146,47113,43155,32620,24409,14157,6251,2359,188214
128,3382,2566,1814,1128,383,79,11650,97,667,977,960,958,763,185,31,4630,2502,8854,8795,6873,4678,3238,1108,306,36353,1076,3027,4577,5367,4042,2622,1135,376,22223,2792,5553,5684,6416,5886,3800,2196,796,33124,246,237,291,387,411,287,128,40,2028,246,307,603,1050,1250,1176,640,219,5490,3281,6097,6578,7850,7552,5257,2969,1061,40640,58,127,210,244,310,337,235,92,1623,812,1224,1321,1355,1213,1297,1451,1245,9908,7906,22191,25836,25216,20568,14660,7467,3190,127031
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,73,47,50,36,6,0,327,3,24,22,18,19,18,0,0,109,51,361,166,157,120,90,21,0,969,39,125,105,108,138,83,15,0,614,111,276,223,220,279,167,31,6,1326,30,30,17,12,19,9,0,0,127,11,24,27,22,45,34,16,0,176,153,327,268,253,347,211,51,6,1621,3,10,3,8,11,13,7,0,56,461,784,802,685,483,232,73,22,3543,718,1736,1449,1281,1165,680,173,28,7237
