SA4_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
101,3,8,5,14,0,0,4,17,84,3,108,0,7,0,7,3,0,9,15,36,0,55,4,26,12,37,4,4,6,39,76,0,118,5,29,8,44,17,11,34,79,131,6,212,9,74,4,85,14,25,41,128,260,3,383,36,210,28,270,20,28,43,314,377,3,695,78,269,34,377,19,16,35,412,293,4,713,183,317,33,536,15,9,29,566,488,6,1058,290,264,32,583,9,13,23,603,402,3,1011,334,217,36,582,9,3,15,593,273,8,878,303,146,29,473,7,0,6,475,186,0,665,316,105,14,437,4,0,7,443,121,0,563,553,162,35,748,8,4,3,757,174,4,931,223,65,17,305,0,3,3,306,79,3,393,180,30,12,217,0,0,0,221,36,0,252,71,11,3,92,0,0,0,94,24,0,120,176,28,13,212,0,5,7,218,32,0,249,243,143,25,407,5,7,16,422,233,18,680,15,8
102,3,8,11,20,17,11,24,49,218,3,265,0,6,4,13,3,3,8,21,47,0,69,4,23,11,35,7,8,18,50,126,0,184,0,50,13,65,14,18,29,98,244,5,352,8,89,42,137,24,30,50,194,469,7,663,32,300,93,425,36,56,94,520,793,5,1313,97,478,155,728,41,47,84,813,790,0,1602,242,518,172,934,32,29,60,997,1050,15,2060,505,574,159,1232,24,20,47,1275,958,13,2250,538,500,109,1139,25,22,43,1183,735,4,1926,496,310,70,880,11,8,22,898,402,3,1305,494,263,80,842,11,9,21,861,311,6,1170,945,346,102,1397,13,3,19,1416,386,3,1802,401,150,36,586,4,0,3,594,196,0,784,282,83,14,377,0,0,0,381,62,0,436,115,31,12,155,0,0,0,155,27,0,178,250,50,19,317,3,0,9,322,83,0,406,383,220,83,691,19,8,28,722,401,35,1153,14,22
103,0,3,6,9,8,4,10,26,92,0,115,0,5,0,7,3,0,4,10,33,0,47,4,17,0,25,4,13,18,47,65,4,114,4,41,13,59,9,27,40,96,161,0,256,20,80,8,109,20,22,45,153,277,0,431,40,212,23,274,33,41,69,349,409,9,759,97,330,42,463,26,30,57,523,399,7,932,209,359,39,605,22,13,35,640,536,16,1189,352,298,40,691,17,14,31,718,425,6,1147,340,212,26,579,3,13,18,599,268,0,865,290,147,19,453,6,5,10,467,178,4,649,265,94,16,380,3,0,5,379,113,3,497,511,110,31,653,3,3,7,662,154,0,812,175,41,7,224,0,4,9,234,79,0,309,138,27,7,170,4,0,3,171,40,0,214,39,14,3,53,0,0,0,53,8,0,60,99,31,9,140,6,0,4,140,37,3,181,210,140,28,369,7,11,18,388,241,18,644,10,12
104,0,0,0,7,5,4,11,12,78,3,95,4,7,3,12,3,6,8,19,26,0,51,0,10,0,15,5,9,14,27,48,0,77,3,40,13,48,22,8,35,87,107,0,196,7,71,4,79,16,16,36,112,204,4,323,34,171,30,235,24,24,46,284,332,0,621,69,257,33,352,12,20,35,391,350,5,748,159,281,26,465,11,10,20,483,419,8,905,220,282,20,523,12,13,23,545,409,4,956,274,182,26,478,10,9,19,498,296,4,794,209,123,24,347,0,4,5,356,152,4,514,167,93,16,274,8,0,8,279,82,4,364,274,89,25,383,0,0,0,388,93,0,483,88,19,10,114,4,0,4,117,51,0,170,53,20,6,82,0,0,0,82,17,0,104,25,8,0,30,0,0,0,30,9,0,37,59,11,0,78,0,0,5,79,29,0,112,147,117,31,289,13,6,14,307,210,20,531,7,12
105,0,0,6,6,6,6,8,18,76,0,90,4,4,0,7,0,0,0,6,13,0,25,0,21,4,22,5,4,11,37,58,0,89,0,30,3,33,12,6,15,52,90,0,145,5,39,12,65,10,14,22,86,210,0,304,16,105,20,145,16,22,41,184,282,0,467,45,169,26,242,10,11,24,267,266,0,534,118,171,21,313,7,7,22,336,316,3,653,235,172,28,435,7,6,12,444,248,0,695,190,117,22,326,0,3,8,333,170,3,513,183,63,18,261,8,4,12,277,98,0,374,143,39,13,199,4,0,4,200,76,4,282,249,62,19,327,3,4,8,334,80,0,416,92,17,5,111,6,0,6,114,46,0,158,68,14,6,79,0,0,3,81,7,0,94,29,8,0,36,0,0,0,36,9,0,48,48,10,3,61,0,0,0,60,38,0,103,134,49,29,221,9,7,22,243,144,17,399,17,9
106,9,10,9,24,17,6,16,40,138,6,187,0,11,6,18,0,10,8,25,50,0,69,3,24,3,33,10,11,24,56,108,0,165,8,56,11,78,18,20,40,121,210,0,336,9,102,24,136,36,38,70,205,429,9,639,47,303,69,413,51,53,105,515,645,4,1166,121,422,99,640,40,53,89,727,626,10,1361,243,518,82,850,28,21,51,902,823,12,1735,469,519,75,1065,18,30,48,1115,697,9,1820,453,334,55,844,22,10,30,876,500,5,1378,401,206,50,658,9,13,21,676,274,3,957,347,162,39,548,5,6,12,561,228,3,793,718,243,57,1020,3,8,16,1036,215,3,1249,284,109,28,416,7,4,9,424,95,0,524,201,63,12,275,0,0,3,277,45,0,325,67,17,6,93,0,0,0,94,20,0,110,166,45,8,217,4,0,4,219,53,0,271,293,198,64,558,13,11,26,583,308,38,925,20,3
107,5,3,0,15,8,13,26,39,153,4,196,0,4,7,12,8,0,8,19,49,0,73,4,21,8,39,12,4,14,51,115,0,168,5,43,16,57,16,14,34,89,246,4,337,13,77,27,116,17,20,31,147,429,3,574,28,200,75,309,22,34,56,364,597,3,972,57,342,110,505,14,26,36,548,613,6,1165,162,434,107,706,16,20,38,747,854,13,1614,341,399,84,825,18,18,36,864,749,7,1618,398,395,93,879,8,16,23,904,599,9,1510,400,239,59,699,11,0,12,719,328,8,1050,405,187,48,641,7,8,14,651,254,6,911,736,295,85,1119,20,3,21,1140,323,3,1464,310,93,34,436,0,3,3,439,159,3,601,289,74,23,379,6,0,5,382,64,0,453,110,26,3,137,0,0,0,137,32,0,171,221,66,19,300,6,3,7,308,79,0,386,323,165,58,544,16,12,32,579,300,30,910,13,14
108,6,3,8,17,9,0,11,30,112,8,137,4,9,0,14,0,4,8,20,49,0,67,5,21,0,32,7,8,16,48,98,0,151,8,55,11,76,18,14,36,114,156,4,269,16,106,21,144,22,31,54,197,405,5,599,34,268,41,345,27,40,65,410,549,0,968,105,389,55,542,36,39,77,617,540,7,1167,184,418,41,642,16,34,45,689,802,17,1503,318,400,50,768,21,14,38,801,688,14,1501,349,319,44,719,14,19,32,755,432,0,1184,260,159,30,445,0,0,6,451,221,0,672,256,125,30,406,0,6,8,408,121,3,535,368,149,21,538,8,4,8,547,188,0,736,138,47,10,200,4,0,6,203,53,6,255,70,21,8,95,0,0,5,97,29,0,127,28,4,0,30,0,0,0,28,6,0,36,66,22,0,89,3,0,3,91,41,0,128,213,173,35,425,19,9,32,453,349,38,837,5,7
109,0,0,0,4,6,3,8,11,56,3,69,5,0,0,3,0,0,0,3,10,0,18,3,7,0,14,0,8,17,28,44,0,70,4,23,8,36,9,13,21,59,64,0,125,7,48,10,68,10,10,23,89,141,0,235,20,128,22,168,13,26,44,214,236,4,455,47,168,25,241,16,15,28,274,228,5,498,116,175,17,309,4,12,18,327,269,6,599,207,191,20,417,9,4,10,428,199,4,631,192,140,18,342,8,7,13,358,128,0,486,148,87,14,249,3,0,3,260,91,0,344,153,56,6,214,4,0,4,220,63,0,282,269,75,8,358,4,0,5,363,72,0,437,82,19,9,110,0,0,0,110,19,0,128,50,14,6,65,0,0,0,65,4,0,74,15,4,0,17,0,0,0,17,0,0,25,42,11,3,51,0,0,0,56,14,4,71,109,65,17,196,3,4,5,197,135,7,339,10,6
110,3,10,0,11,3,11,13,31,100,11,134,3,8,0,17,4,5,7,20,27,0,47,3,35,3,40,13,15,28,66,77,0,142,8,36,8,49,21,21,36,86,145,0,235,23,82,14,118,29,38,65,186,309,0,496,30,201,30,264,42,35,82,341,442,0,783,93,271,31,396,29,38,70,472,414,10,888,206,270,45,522,21,22,39,561,539,7,1098,317,264,27,601,10,13,24,629,431,0,1059,266,179,27,469,13,8,21,495,271,3,767,210,112,19,338,0,0,6,342,127,0,471,211,74,14,302,0,3,3,309,108,6,420,354,85,22,467,3,6,6,477,134,0,613,111,20,11,142,0,0,3,143,43,0,188,64,18,4,90,0,0,0,91,19,0,107,20,10,0,27,0,0,0,30,10,0,43,58,18,9,79,3,0,10,85,43,0,130,198,89,24,310,15,6,21,336,195,26,555,13,14
