SA4_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
101,..,107,3423,6779,7907,9120,9009,4699,1026,42066,..,842,3073,2062,2013,1794,1103,287,37,11213,..,22,149,400,634,487,238,122,67,2119,19745,..,..,..,..,..,..,..,..,19745,..,4126,..,..,..,..,..,..,..,4126,..,4226,1981,754,604,335,49,0,0,7952,..,456,332,159,204,239,286,145,73,1896,..,304,468,162,142,120,68,23,5,1293,..,467,801,292,306,473,358,135,34,2859,..,385,1169,1136,1889,2921,2726,1519,533,12276,235,374,403,255,302,304,328,127,29,2350,19977,11303,11802,11985,14004,15789,14166,7062,1802,107896,..,228,4712,7422,8649,9355,8202,3428,464,42462,..,1251,3345,2124,2098,1688,815,190,22,11543,..,241,1175,1696,1844,946,509,435,302,7150,18371,..,..,..,..,..,..,..,..,18371,..,4180,..,..,..,..,..,..,..,4180,..,2801,1077,348,278,210,61,6,0,4773,..,330,178,81,161,400,472,368,194,2189,..,317,268,88,77,70,42,7,4,880
102,..,152,4587,10581,11407,11714,11485,7176,1657,58776,..,1245,4726,3076,2640,1968,1063,461,58,15242,..,34,217,673,1125,730,363,223,140,3505,30365,..,..,..,..,..,..,..,..,30365,..,7236,..,..,..,..,..,..,..,7236,..,7612,3957,1519,1070,591,102,5,0,14855,..,652,580,333,343,511,492,283,138,3337,..,564,670,353,299,261,114,45,4,2301,..,593,1098,451,680,818,651,295,58,4639,..,337,1242,1510,2310,3215,3152,2304,973,15054,461,458,402,341,298,280,229,87,34,2593,30828,18890,17480,18841,20175,20082,17659,10885,3067,157908,..,284,6359,11725,11804,12182,10890,5393,795,59429,..,1879,5021,3029,2589,1850,922,287,34,15610,..,443,2192,3415,3968,2222,1060,778,614,14690,28346,..,..,..,..,..,..,..,..,28346,..,7684,..,..,..,..,..,..,..,7684,..,5020,2175,606,506,430,116,5,0,8848,..,569,313,150,287,801,993,766,460,4349,..,614,413,141,175,142,69,38,11,1604
103,..,137,3367,5773,6499,7170,7076,3935,861,34814,..,1003,2972,1701,1426,1193,601,200,20,9114,..,26,173,408,552,360,203,123,97,1932,19536,..,..,..,..,..,..,..,..,19536,..,3660,..,..,..,..,..,..,..,3660,..,4002,1560,721,556,363,52,4,0,7259,..,470,317,154,211,273,251,124,60,1862,..,296,267,143,129,94,63,18,9,1009,..,559,634,237,303,386,327,128,18,2580,..,471,1162,1107,1667,2457,2321,1496,512,11194,277,382,347,262,240,216,179,76,34,2012,19814,11011,10796,10500,11574,12502,11075,6104,1596,94979,..,257,4356,6384,7111,7449,6524,2851,444,35380,..,1508,3069,1707,1409,1082,430,133,14,9346,..,354,1459,1842,1790,870,456,406,321,7498,18332,..,..,..,..,..,..,..,..,18332,..,3736,..,..,..,..,..,..,..,3736,..,2315,837,283,246,192,51,0,0,3934,..,386,167,74,144,336,420,305,167,2000,..,269,172,64,63,61,27,13,8,676
104,..,66,1667,3370,4100,4985,5752,3322,796,24065,..,518,1656,1196,1149,1087,785,225,43,6667,..,19,135,297,432,299,154,92,72,1494,11768,..,..,..,..,..,..,..,..,11768,..,2341,..,..,..,..,..,..,..,2341,..,2521,1219,608,447,292,59,3,0,5141,..,321,222,132,129,206,199,103,62,1381,..,263,282,156,165,118,72,29,4,1085,..,285,452,229,303,432,380,111,26,2218,..,152,492,559,897,1644,1785,991,385,6919,161,209,240,189,145,199,158,66,19,1387,11928,6705,6360,6742,7767,9265,9348,4947,1403,64467,..,147,2296,3886,4509,5354,5366,2499,382,24437,..,768,1759,1253,1223,1151,601,132,25,6909,..,179,964,1420,1459,724,411,343,263,5757,11271,..,..,..,..,..,..,..,..,11271,..,2430,..,..,..,..,..,..,..,2430,..,1550,631,230,217,167,57,0,0,2859,..,291,152,55,131,323,388,248,192,1786,..,264,249,98,87,72,27,7,7,813
105,..,47,1859,2740,2886,3544,3227,1852,431,16590,..,557,1606,875,754,649,313,108,11,4866,..,32,141,197,290,213,138,66,47,1124,10125,..,..,..,..,..,..,..,..,10125,..,1588,..,..,..,..,..,..,..,1588,..,1888,909,435,331,154,29,0,0,3759,..,394,219,92,137,166,172,73,37,1282,..,196,218,86,79,65,41,12,4,698,..,247,442,126,149,189,170,60,19,1407,..,269,724,570,881,1441,1379,760,243,6261,199,239,203,165,147,134,130,61,19,1292,10327,5454,6326,5276,5655,6557,5598,2990,819,48997,..,114,2431,3033,3089,3669,2963,1411,196,16907,..,811,1721,855,774,599,244,57,13,5071,..,242,1034,1072,943,512,292,205,140,4440,9643,..,..,..,..,..,..,..,..,9643,..,1676,..,..,..,..,..,..,..,1676,..,1165,436,166,137,123,15,6,0,2040,..,304,143,52,127,239,245,164,73,1345,..,180,148,31,36,24,24,9,5,459
106,..,173,4894,8709,9216,10161,10029,5420,1044,49650,..,1439,4580,2668,2265,1605,850,284,34,13726,..,33,290,667,865,574,263,143,96,2935,27450,..,..,..,..,..,..,..,..,27450,..,5431,..,..,..,..,..,..,..,5431,..,6403,2811,1142,875,375,65,0,0,11669,..,684,521,239,294,404,355,223,67,2783,..,502,553,282,242,161,91,25,10,1868,..,481,801,379,397,514,457,143,13,3177,..,416,1443,1481,1968,2628,2529,1451,495,12413,448,447,423,327,305,274,206,96,18,2545,27903,16019,16317,15888,16412,16705,14835,7784,1775,133640,..,322,6580,9603,9971,10563,9189,3986,505,50708,..,2150,4824,2668,2221,1503,696,187,15,14265,..,475,2282,2848,2816,1376,712,513,321,11346,26015,..,..,..,..,..,..,..,..,26015,..,5743,..,..,..,..,..,..,..,5743,..,4326,1525,481,343,242,62,0,0,6975,..,551,237,96,254,612,686,464,272,3174,..,472,305,123,107,93,57,18,12,1181
107,..,148,4936,10566,10970,11299,10128,5890,1472,55399,..,1189,4805,2604,2065,1506,741,249,48,13208,..,35,162,550,969,633,264,194,134,2938,27387,..,..,..,..,..,..,..,..,27387,..,6830,..,..,..,..,..,..,..,6830,..,7052,3791,1430,1082,561,87,5,0,14012,..,693,540,254,291,380,316,201,94,2766,..,462,578,221,162,138,66,21,9,1652,..,1876,2109,414,395,487,330,139,25,5785,..,391,1398,1498,2008,2881,2411,1574,698,12862,382,642,465,304,272,228,183,70,39,2590,27765,19311,18782,17843,18216,18108,14527,8345,2521,145417,..,260,6784,11453,11461,11435,9414,4460,716,55980,..,1755,5053,2538,2048,1382,598,178,24,13576,..,287,1494,2677,3116,1846,788,712,516,11435,25664,..,..,..,..,..,..,..,..,25664,..,7555,..,..,..,..,..,..,..,7555,..,4659,2205,597,446,341,85,4,0,8340,..,613,338,133,218,609,706,574,353,3552,..,507,365,99,106,95,46,15,5,1244
108,..,88,2142,4601,6007,8165,10758,6650,1562,39976,..,764,2146,1654,1716,1707,1296,486,76,9838,..,25,170,388,612,454,252,150,116,2159,16751,..,..,..,..,..,..,..,..,16751,..,3516,..,..,..,..,..,..,..,3516,..,3900,1890,982,829,443,83,0,0,8123,..,500,322,149,207,353,387,199,101,2216,..,368,317,181,208,159,112,48,7,1397,..,352,503,270,393,634,592,263,55,3055,..,240,690,805,1467,2792,3286,2007,834,12113,322,376,331,284,294,273,272,131,43,2325,17072,10118,8510,9314,11731,14977,17042,9920,2786,101472,..,153,2978,5348,6715,9241,10162,5033,762,40394,..,1103,2350,1720,1851,1767,1011,317,44,10165,..,326,1509,2057,2205,1226,689,578,404,8997,16134,..,..,..,..,..,..,..,..,16134,..,3700,..,..,..,..,..,..,..,3700,..,2430,941,440,365,358,78,8,0,4618,..,433,159,59,184,498,593,444,290,2655,..,355,213,82,99,106,70,30,10,967
109,..,46,1745,3292,3687,4364,4548,2565,585,20830,..,543,1663,931,852,762,445,144,16,5353,..,20,72,229,306,203,101,71,36,1031,10425,..,..,..,..,..,..,..,..,10425,..,1970,..,..,..,..,..,..,..,1970,..,2195,874,347,274,152,28,0,0,3876,..,255,150,87,79,126,116,61,21,897,..,176,163,69,67,41,31,11,3,553,..,351,498,148,185,182,216,66,11,1660,..,287,726,639,960,1473,1467,826,354,6732,156,215,206,134,130,118,148,52,20,1175,10579,6067,6082,5880,6541,7422,7102,3796,1041,54506,..,102,2347,3709,3987,4643,4170,1976,275,21200,..,803,1688,954,863,722,327,90,13,5463,..,167,717,1024,1015,465,227,222,138,3967,9883,..,..,..,..,..,..,..,..,9883,..,2304,..,..,..,..,..,..,..,2304,..,1282,431,136,126,100,23,0,0,2095,..,218,111,45,88,177,190,133,72,1035,..,155,92,36,36,11,11,12,0,348
110,..,101,2631,4657,5265,6110,6053,3587,804,29213,..,990,2469,1345,1176,993,582,166,21,7733,..,34,156,374,410,314,159,124,63,1634,16161,..,..,..,..,..,..,..,..,16161,..,2860,..,..,..,..,..,..,..,2860,..,2981,1299,606,509,268,49,0,0,5706,..,527,330,149,196,267,233,125,37,1863,..,308,340,161,120,81,50,12,0,1070,..,601,751,225,264,346,294,109,16,2609,..,474,1031,949,1345,2158,2021,1181,397,9565,348,417,303,248,223,176,201,102,25,2049,16505,9294,9305,8720,9506,10712,9645,5404,1368,80462,..,226,3539,5106,5726,6424,5504,2761,336,29620,..,1432,2558,1377,1207,921,426,94,13,8029,..,368,1484,1681,1417,771,420,374,254,6765,15197,..,..,..,..,..,..,..,..,15197,..,3041,..,..,..,..,..,..,..,3041,..,1888,652,260,233,185,42,0,0,3262,..,405,166,76,155,329,381,242,137,1903,..,282,210,62,53,55,18,12,5,696
