SA4_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
111,23,49,24,21,11,3,12,343,0,0,5,0,0,13,31,50,0,9,11,11,0,8,0,143,3,25,72,72,106,78,170,151,6,15,0,5,9,5,15,741,29,430,250,54,23,30,44,39,9,7,6,13,7,0,61,994,0,4,7,11,20,40,71,49,3,5,17,14,21,9,8,276,0,0,0,13,77,78,261,104,26,17,29,28,10,0,13,654,0,6,20,21,14,3,15,9,10,0,0,4,0,0,6,108,0,14,74,136,146,53,145,80,35,38,61,47,22,5,17,860,0,0,0,0,0,5,93,122,84,128,164,98,14,0,4,712,48,366,91,45,52,30,44,35,3,10,10,0,5,0,25,754,39,83,367,818,853,670,753,365,52,49,63,78,24,27,151,4406,4,82,394,199,89,35,33,6,6,3,0,6,0,0,29,877,0,0,0,7,17,22,101,203,68,45,67,75,26,3,7,651
112,0,0,5,0,0,0,0,73,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,16,7,17,59,52,67,43,118,58,5,0,11,6,5,0,18,467,52,180,70,14,28,24,67,121,11,24,26,29,12,0,37,716,0,7,10,14,34,90,181,98,15,21,27,30,12,3,22,563,0,0,3,7,24,20,38,17,3,13,3,11,0,0,0,135,0,0,10,13,5,0,0,0,4,0,0,0,0,0,0,39,0,12,59,55,50,19,40,16,3,15,8,10,3,0,12,304,0,0,0,0,0,0,14,27,29,24,36,30,7,0,4,168,47,286,80,53,63,46,90,40,10,15,15,16,7,0,24,795,27,70,404,939,1147,837,879,385,69,46,52,57,44,22,242,5234,0,3,4,8,0,4,0,0,0,0,0,0,0,0,0,12,0,0,9,0,5,3,16,15,8,3,3,5,0,0,0,58
113,10,9,3,6,0,0,6,99,0,0,0,0,0,10,25,12,106,123,153,309,80,0,14,837,0,6,14,19,15,15,41,38,0,10,0,3,6,0,5,173,142,468,277,34,18,10,5,28,7,3,7,23,0,0,90,1125,0,0,0,3,0,4,19,9,0,6,0,0,0,0,0,48,0,0,0,5,11,10,29,18,3,0,3,18,8,0,3,107,0,0,11,10,0,0,3,4,0,0,0,4,0,0,11,39,0,4,18,22,17,12,44,69,64,108,131,91,24,3,23,636,0,0,0,0,0,6,62,65,22,44,33,10,9,0,5,249,14,106,28,10,6,13,16,8,3,6,0,7,0,0,8,218,13,11,55,187,239,259,292,187,32,21,34,44,15,8,99,1493,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,11,55,109,18,28,32,37,10,8,11,327
114,0,6,13,7,4,0,4,85,0,0,13,0,0,3,7,7,0,0,0,0,0,0,0,47,4,19,61,60,70,40,44,21,0,8,0,4,3,0,15,342,28,153,164,39,25,11,20,14,7,4,6,3,3,0,43,525,0,3,3,11,7,15,35,12,0,0,0,0,0,4,3,106,0,0,0,10,11,18,38,32,4,7,4,3,0,0,0,122,0,5,17,20,11,6,10,9,0,0,0,0,0,0,6,81,3,10,24,28,24,12,24,7,4,3,9,4,5,0,0,162,0,0,0,0,3,3,148,142,58,61,72,44,11,0,8,557,26,299,76,39,41,14,24,7,0,3,0,4,0,0,19,558,26,55,255,521,468,266,240,121,7,15,9,9,10,0,117,2135,0,0,43,20,10,8,0,0,0,0,0,0,0,0,0,80,0,0,3,3,0,0,11,26,6,0,13,20,0,0,0,89
115,101,118,93,120,34,16,49,3407,0,0,16,11,24,87,64,31,4,3,12,0,0,3,3,262,3,21,73,89,155,117,160,123,12,19,8,5,3,5,13,793,75,516,476,120,53,41,46,40,6,9,3,9,5,0,64,1454,0,3,8,18,40,71,100,56,10,8,5,10,4,0,0,337,0,0,4,83,600,818,1438,476,72,64,62,60,29,10,71,3789,13,86,267,251,249,173,103,25,4,12,3,9,11,5,29,1233,4,16,130,322,794,327,598,376,72,69,49,47,27,5,44,2874,0,0,0,0,3,79,328,91,19,27,20,27,16,0,3,619,22,209,74,42,34,30,81,21,0,5,6,7,0,3,18,560,16,48,209,415,550,593,708,328,48,58,44,47,41,17,79,3213,0,0,19,14,10,6,8,4,0,0,0,0,0,0,4,71,0,0,10,55,159,260,408,505,135,154,120,82,36,30,26,1984
116,72,64,68,89,20,7,40,2167,0,0,9,24,47,511,585,465,94,146,71,155,32,6,32,2179,4,15,92,94,90,56,118,111,9,11,12,4,8,0,11,618,36,318,494,139,38,39,42,53,8,8,3,5,0,0,41,1227,0,3,0,4,15,35,57,39,11,4,12,0,7,0,5,188,0,0,0,62,360,503,845,284,50,28,9,21,13,0,41,2203,0,30,228,454,408,327,266,126,25,33,21,34,4,5,83,2061,0,5,53,132,404,223,410,213,64,58,72,39,25,10,23,1723,0,0,0,0,6,169,1798,848,168,189,236,225,104,10,31,3783,11,215,64,37,25,12,25,12,4,0,5,13,3,0,14,432,0,15,96,433,1072,1939,2164,1272,273,247,266,222,80,47,336,8462,0,0,60,65,29,15,21,0,0,8,0,0,0,0,16,227,0,0,5,45,347,753,1556,1688,422,400,418,316,159,33,78,6232
117,68,66,69,84,37,9,16,1195,0,0,16,19,32,198,113,86,23,12,19,7,4,0,5,544,0,13,68,70,239,225,821,976,213,326,365,484,171,15,33,4014,25,250,343,139,77,92,247,632,140,150,148,190,71,11,82,2599,0,5,15,39,150,351,456,299,87,104,131,179,77,39,46,1973,0,0,4,85,270,342,700,471,165,127,176,253,88,16,87,2779,7,51,263,281,147,78,74,54,18,7,9,5,15,6,61,1081,0,15,90,254,664,382,775,472,187,246,253,213,98,27,77,3746,0,0,0,0,6,43,170,88,45,104,183,116,31,4,26,818,11,45,32,30,34,60,117,119,32,37,43,45,21,7,5,629,18,42,290,782,1250,1446,1597,981,209,200,269,313,192,247,177,8014,0,8,137,128,48,39,33,12,6,8,5,13,0,0,12,461,0,0,4,9,46,45,77,135,34,53,50,77,33,11,14,584
118,18,36,24,39,13,10,27,645,6,3,27,38,37,85,50,36,0,0,11,0,0,0,10,311,12,19,117,105,253,351,967,1074,209,289,449,606,254,47,66,4830,54,378,315,142,83,83,248,499,96,125,107,115,42,6,79,2368,5,6,21,49,118,193,235,132,22,23,38,30,19,10,17,922,0,0,3,35,132,121,238,98,23,18,16,26,22,6,10,750,11,31,107,140,95,45,35,15,3,6,7,0,9,0,25,535,5,20,138,305,488,233,279,150,73,64,84,89,73,9,47,2057,0,0,0,0,6,10,29,31,19,30,69,37,8,0,9,252,18,71,39,32,37,38,85,82,40,33,45,72,16,6,24,631,29,64,321,648,945,906,1153,704,120,150,160,176,93,101,176,5745,0,5,12,25,27,10,12,4,0,0,0,0,0,0,9,111,0,0,7,7,20,28,24,32,10,18,26,23,14,0,4,221
119,29,30,27,27,14,7,14,846,0,0,21,36,56,572,579,436,25,38,56,37,11,3,34,1913,6,32,105,128,173,128,284,260,19,26,41,28,8,5,37,1268,134,1487,1909,449,151,114,203,277,43,25,36,30,5,4,322,5195,0,6,9,42,132,236,271,141,40,32,38,30,14,4,30,1012,0,0,8,303,797,808,926,344,74,38,67,57,17,7,99,3535,57,415,2828,6214,4952,3340,3230,1455,244,315,300,284,149,84,857,24722,3,29,121,349,940,456,840,692,325,406,351,345,75,30,171,5112,0,0,0,3,28,247,2700,2420,1286,2450,3830,3277,750,44,309,17340,16,96,48,25,32,19,53,21,3,3,3,4,4,0,16,336,10,34,215,613,1196,1585,1638,793,130,128,149,117,55,51,272,6999,3,101,2075,1878,861,683,443,156,30,26,27,33,13,0,182,6528,0,0,7,38,255,522,1187,1475,360,372,483,484,246,56,110,5589
120,35,31,21,38,15,10,9,859,0,0,17,21,16,65,46,36,3,6,0,3,0,0,3,212,4,20,78,129,276,288,509,372,40,35,31,36,11,6,20,1858,156,2204,2878,640,161,150,216,434,70,79,47,68,27,3,321,7457,0,10,12,33,100,159,258,124,28,30,34,35,16,9,22,875,0,0,3,378,986,1063,1942,1003,225,207,233,262,83,23,245,6657,20,153,653,678,427,203,156,85,21,21,26,35,11,11,69,2569,4,29,108,277,552,263,468,371,217,215,208,194,46,8,73,3029,0,0,0,0,7,86,771,844,556,1402,2716,2071,499,18,207,9171,14,74,20,26,21,32,77,63,8,5,10,10,0,0,6,374,21,47,231,585,781,917,976,482,61,55,83,95,48,43,98,4517,0,15,54,55,31,26,20,10,0,0,3,0,0,0,0,213,0,0,0,23,65,88,98,135,44,55,61,74,13,35,12,709
121,199,229,139,208,94,34,53,4474,0,0,27,23,8,44,48,20,0,4,4,0,0,0,3,180,6,40,102,130,357,284,407,293,28,41,33,31,14,0,12,1781,79,424,438,142,68,86,166,263,44,47,53,41,27,8,59,1945,0,12,41,146,507,778,986,473,139,155,195,268,144,126,110,4078,0,0,5,254,1023,1341,2301,823,149,147,182,214,117,60,119,6739,16,71,182,212,143,67,51,31,8,0,3,7,3,3,16,828,21,37,264,676,1288,597,1013,450,104,117,135,105,62,23,52,4950,0,0,0,0,8,75,609,430,175,347,541,416,74,9,54,2736,48,211,78,83,95,89,177,90,19,29,30,39,12,16,26,1020,74,147,603,1020,1327,1539,1574,783,90,139,130,129,82,60,118,7816,0,17,31,34,33,33,25,9,6,3,0,0,5,4,4,208,0,0,12,45,63,103,102,215,71,84,64,45,34,17,14,869
122,7,11,17,13,12,0,10,759,0,6,11,13,10,17,11,4,0,0,0,0,0,0,0,77,4,11,100,132,248,263,401,244,18,41,26,29,15,0,27,1561,75,555,757,124,66,70,155,265,37,36,30,54,15,0,100,2360,0,7,19,50,146,190,250,107,17,24,21,31,19,0,21,908,0,0,0,43,187,136,186,82,21,9,16,8,8,5,7,708,0,12,57,79,60,27,16,11,0,6,0,4,0,0,6,282,8,21,81,121,194,71,91,38,3,10,9,13,5,0,17,683,0,0,0,0,0,14,157,145,58,152,235,202,35,4,12,1014,66,271,118,66,61,116,182,116,47,28,33,30,28,7,29,1200,43,99,421,801,1060,1021,1229,497,101,76,85,97,37,38,135,5737,0,3,15,15,18,25,10,3,0,0,0,0,0,0,0,93,0,0,5,3,14,18,17,18,5,5,6,0,11,0,0,103
123,4,19,7,16,0,5,10,397,0,0,17,27,24,442,612,388,51,35,38,22,12,6,35,1692,4,17,88,115,142,51,115,106,4,0,10,3,0,0,24,677,39,295,358,135,53,34,26,38,4,0,6,0,0,0,61,1049,0,13,0,0,11,31,36,22,9,9,4,4,0,0,0,139,0,0,0,11,37,48,98,27,11,7,4,3,5,0,7,260,0,23,197,357,347,251,280,113,15,28,21,13,9,6,72,1738,0,11,41,76,152,80,123,42,16,23,22,14,3,0,24,627,0,0,0,6,4,120,1877,917,141,162,197,213,80,9,38,3759,7,181,72,40,38,23,16,12,0,0,4,4,0,0,8,404,9,26,117,522,913,1308,1258,750,132,127,133,112,54,40,239,5744,0,7,67,82,58,59,41,12,0,0,9,3,0,0,11,341,0,0,4,14,110,293,517,538,121,119,82,52,39,8,35,1934
