SA4_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
101,3,0,0,0,5,0,11,106,0,0,3,0,5,8,5,14,4,0,4,0,0,0,5,54,4,28,77,64,57,20,84,60,0,10,0,8,3,0,12,420,25,253,258,55,36,15,21,21,5,0,8,5,3,5,28,746,7,5,3,5,7,13,29,14,6,0,3,9,7,0,11,114,0,0,0,6,16,15,47,40,3,5,18,9,7,0,10,183,4,3,33,49,36,17,35,11,7,5,0,5,0,0,14,214,3,13,43,57,55,28,50,29,13,5,3,9,7,0,17,331,0,0,0,0,0,4,120,181,118,177,120,68,6,0,4,815,42,343,83,64,67,51,35,19,3,0,3,8,0,0,23,753,14,58,259,644,606,403,424,180,33,25,23,31,18,29,117,2873,6,10,87,153,137,89,48,41,3,0,0,3,0,0,15,605,0,0,6,5,0,11,55,80,17,23,31,29,10,5,8,269
102,5,5,0,6,0,0,5,218,0,0,9,5,0,24,4,3,0,3,0,0,0,0,0,53,4,40,184,159,224,120,244,137,17,6,7,5,0,0,25,1176,46,310,302,79,22,21,40,36,0,15,9,10,0,0,43,940,0,8,4,18,31,76,110,49,15,6,6,10,8,3,12,353,0,4,0,30,116,123,318,134,21,12,18,14,3,0,17,810,5,26,60,54,29,23,22,9,0,0,0,5,3,0,10,238,4,16,52,76,99,48,71,56,11,18,14,19,8,0,19,520,0,0,0,0,0,10,106,102,62,82,115,43,3,0,12,533,74,396,143,69,71,41,67,32,6,7,4,0,0,0,43,955,38,71,458,1133,1348,1059,894,337,70,78,39,70,38,31,190,5863,0,0,18,14,6,5,0,0,0,0,0,0,0,0,0,48,0,0,5,7,14,13,38,65,20,11,9,19,0,0,4,201
103,3,0,5,3,4,0,9,81,0,0,0,0,0,7,16,10,7,4,0,0,0,0,3,60,0,23,36,40,25,26,54,29,0,3,0,11,0,0,10,262,12,79,103,18,5,4,10,20,4,0,3,5,0,0,23,283,0,6,6,0,11,13,22,10,0,6,3,0,0,0,3,89,0,0,0,4,19,12,36,44,5,4,10,7,4,0,9,144,4,4,27,20,12,11,12,0,0,0,0,0,0,0,14,103,4,3,27,26,33,8,35,28,3,11,4,12,8,0,7,208,0,0,0,0,4,7,108,114,73,113,82,44,9,0,13,558,40,203,78,31,34,11,5,8,0,0,3,6,0,0,11,434,17,25,167,360,403,290,294,123,21,19,22,14,15,7,123,1885,0,0,3,6,3,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,28,67,11,12,16,24,11,3,6,188
104,4,0,0,0,0,3,13,35,0,0,0,0,0,4,3,3,9,82,144,111,20,4,5,389,0,11,30,28,13,25,56,33,3,0,0,4,0,0,10,210,6,57,37,11,5,13,19,12,4,0,4,6,0,0,12,192,0,3,0,0,3,21,43,25,3,5,12,26,5,0,5,150,0,0,0,0,9,9,18,9,8,0,8,13,5,0,0,76,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,27,8,6,23,27,18,14,21,38,42,40,53,80,29,0,29,425,0,0,0,0,4,0,11,10,10,32,17,20,6,0,0,112,33,193,54,40,37,17,35,13,0,0,0,8,3,0,17,459,8,39,177,445,463,251,256,97,24,12,12,17,8,10,124,1938,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,11,18,12,0,0,5,0,0,0,43
105,3,0,5,6,0,0,7,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,13,7,9,10,16,21,0,0,0,9,6,0,8,106,3,36,19,4,3,0,0,4,0,0,0,9,0,0,6,87,0,0,0,0,3,7,10,4,0,0,0,6,0,0,0,30,0,0,0,0,0,4,20,9,3,7,0,0,0,4,9,64,0,5,8,13,4,5,0,0,5,0,0,0,0,0,9,47,0,3,3,5,11,7,6,6,8,9,3,9,0,0,8,86,0,0,0,0,0,3,142,201,119,160,96,33,3,0,10,771,8,70,13,11,6,5,8,4,0,0,0,3,0,0,3,145,3,13,70,104,169,95,127,67,5,9,5,0,7,8,61,746,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,8,28,73,27,18,19,16,10,0,10,209
106,0,4,0,0,6,0,6,57,0,0,9,4,0,6,8,3,0,3,5,0,0,0,8,49,0,14,56,67,67,37,95,90,7,9,7,8,4,0,11,470,12,110,82,32,7,3,15,3,3,6,4,0,0,0,19,308,5,3,5,4,12,20,30,9,0,0,0,3,0,0,0,88,0,0,0,5,23,20,55,45,4,8,3,0,4,0,12,173,0,3,8,18,13,6,10,5,0,0,0,0,0,0,19,92,0,13,59,85,55,14,41,26,10,20,22,27,4,6,20,416,0,0,0,0,0,0,45,34,40,55,61,38,5,0,7,279,35,289,69,36,29,25,33,12,5,0,0,0,3,0,12,558,19,45,254,613,759,518,614,282,48,33,43,59,12,13,168,3479,0,3,13,13,4,0,0,0,0,0,0,0,0,0,3,45,0,0,3,8,10,16,37,65,18,9,12,6,13,0,9,198
107,21,22,12,15,21,0,0,373,0,0,0,5,0,29,64,177,83,11,12,56,11,0,8,470,4,30,111,104,108,75,135,123,6,4,4,10,0,0,23,731,68,1061,1007,210,59,41,56,64,11,7,13,13,3,0,163,2782,0,4,4,3,35,42,57,41,7,9,7,11,6,0,4,238,0,0,0,12,55,60,131,59,16,8,10,9,11,0,8,380,3,25,100,187,153,85,100,50,13,9,9,6,5,0,26,770,0,3,41,51,67,49,70,63,14,29,30,26,14,0,13,460,0,0,0,0,0,12,70,63,42,55,40,63,26,0,5,377,64,564,106,45,42,35,52,25,13,6,3,12,5,0,37,1000,24,45,238,540,600,576,647,322,51,40,30,50,25,21,118,3336,5,72,1403,1416,367,213,156,40,10,14,11,14,3,3,133,3858,0,4,5,5,14,30,69,140,35,61,66,56,45,0,10,540
108,5,5,8,0,0,0,0,60,0,0,0,9,0,7,10,4,0,0,0,0,0,0,11,44,8,26,69,68,63,32,38,46,3,0,3,6,3,0,11,372,19,120,73,19,9,3,11,13,0,0,0,0,0,0,17,287,0,4,0,5,6,20,42,0,5,5,3,0,0,4,3,103,0,0,0,6,7,16,27,33,9,0,0,0,0,0,4,108,4,4,18,13,9,0,3,0,0,0,0,0,0,0,7,64,3,11,27,37,26,11,30,17,14,9,3,0,5,3,13,216,0,0,0,0,0,0,34,42,34,55,58,62,15,0,6,300,62,349,114,57,50,21,35,15,3,6,0,4,0,0,16,728,33,75,343,650,619,331,309,96,13,14,17,14,15,5,175,2713,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,3,17,21,7,3,12,12,5,0,0,73
109,0,0,0,0,0,0,0,23,0,0,0,0,0,7,8,4,0,3,0,0,0,0,0,21,0,9,17,12,23,9,24,23,0,0,6,6,0,0,0,121,14,111,70,4,0,0,3,12,0,0,10,5,0,0,18,249,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,35,0,0,0,0,3,3,16,12,3,10,3,13,3,0,3,66,0,0,3,5,0,3,8,0,0,0,0,0,0,0,0,25,0,0,5,15,13,9,19,24,13,28,41,19,3,0,8,190,0,0,0,0,0,0,88,159,31,45,24,23,0,0,10,381,21,220,49,32,13,20,9,5,0,3,0,0,0,0,10,382,3,21,85,195,250,175,193,91,14,9,13,22,20,4,40,1140,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,31,10,7,13,0,0,0,0,86
110,0,5,5,11,0,0,6,78,0,0,0,0,0,0,19,27,7,7,167,328,22,0,6,592,0,7,17,20,27,19,23,25,0,0,0,0,0,0,11,158,13,40,30,3,4,3,0,0,0,0,5,6,0,0,12,105,0,3,0,0,6,8,22,13,0,6,7,13,5,4,3,92,0,0,0,3,9,9,43,9,9,7,9,24,9,0,3,118,3,8,9,7,6,0,3,4,0,0,0,0,0,0,4,37,0,4,13,13,26,11,22,25,20,23,14,16,0,0,4,197,0,0,0,0,0,0,40,75,66,100,133,136,25,0,9,588,10,132,44,20,15,10,13,4,3,0,0,0,0,0,7,263,17,32,106,285,274,226,205,128,15,18,17,14,16,9,81,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,30,42,0,10,8,15,6,3,8,130
