region_id,SEO_Males,SEO_Females,SEO_Persons,SOL_Arabic_M,SOL_Arabic_F,SOL_Arabic_P,SOL_Assyrian_M,SOL_Assyrian_F,SOL_Assyrian_P,SOL_Aus_Indig_Lang_M,SOL_Aus_Indig_Lang_F,SOL_Aus_Indig_Lang_P,SOL_Chin_lang_Cant_M,SOL_Chin_lang_Cant_F,SOL_Chin_lang_Cant_P,SOL_Chin_lang_Mand_M,SOL_Chin_lang_Mand_F,SOL_Chin_lang_Mand_P,SOL_Chin_lang_Other_M,SOL_Chin_lang_Other_F,SOL_Chin_lang_Other_P,SOL_Chin_lang_Tot_M,SOL_Chin_lang_Tot_F,SOL_Chin_lang_Tot_P,SOL_Croatian_M,SOL_Croatian_F,SOL_Croatian_P,SOL_Dutch_M,SOL_Dutch_F,SOL_Dutch_P,SOL_French_M,SOL_French_F,SOL_French_P,SOL_German_M,SOL_German_F,SOL_German_P,SOL_Greek_M,SOL_Greek_F,SOL_Greek_P,SOL_Hungarian_M,SOL_Hungarian_F,SOL_Hungarian_P,SOL_In_Ar_Lang_Beng_M,SOL_In_Ar_Lang_Beng_F,SOL_In_Ar_Lang_Beng_P,SOL_In_Ar_Lang_Hind_M,SOL_In_Ar_Lang_Hind_F,SOL_In_Ar_Lang_Hind_P,SOL_In_Ar_Lang_Punj_M,SOL_In_Ar_Lang_Punj_F,SOL_In_Ar_Lang_Punj_P,SOL_In_Ar_Lang_Sinh_M,SOL_In_Ar_Lang_Sinh_F,SOL_In_Ar_Lang_Sinh_P,SOL_In_Ar_Lang_Urdu_M,SOL_In_Ar_Lang_Urdu_F,SOL_In_Ar_Lang_Urdu_P,SOL_In_Ar_Lang_Othr_M,SOL_In_Ar_Lang_Othr_F,SOL_In_Ar_Lang_Othr_P,SOL_In_Ar_Lang_Tot_M,SOL_In_Ar_Lang_Tot_F,SOL_In_Ar_Lang_Tot_P,SOL_Ir_Lang_Dari_M,SOL_Ir_Lang_Dari_F,SOL_Ir_Lang_Dari_P,SOL_Ir_La_Pe_excl_Da_M,SOL_Ir_La_Pe_excl_Da_F,SOL_Ir_La_Pe_excl_Da_P,SOL_Irani_Lan_Othr_M,SOL_Irani_Lan_Othr_F,SOL_Irani_Lan_Othr_P,SOL_Iran_Lan_Tot_M,SOL_Iran_Lan_Tot_F,SOL_Iran_Lan_Tot_P,SOL_Italian_M,SOL_Italian_F,SOL_Italian_P,SOL_Japanese_M,SOL_Japanese_F,SOL_Japanese_P,SOL_Khmer_M,SOL_Khmer_F,SOL_Khmer_P,SOL_Korean_M,SOL_Korean_F,SOL_Korean_P,SOL_Macedonian_M,SOL_Macedonian_F,SOL_Macedonian_P,SOL_Maltese_M,SOL_Maltese_F,SOL_Maltese_P,SOL_Polish_M,SOL_Polish_F,SOL_Polish_P,SOL_Portuguese_M,SOL_Portuguese_F,SOL_Portuguese_P,SOL_Russian_M,SOL_Russian_F,SOL_Russian_P,SOL_Samoan_M,SOL_Samoan_F,SOL_Samoan_P,SOL_Serbian_M,SOL_Serbian_F,SOL_Serbian_P,SOL_Se_As_A_L_Filipino_M,SOL_Se_As_A_L_Filipino_F,SOL_Se_As_A_L_Filipino_P,SOL_Se_As_A_L_Indon_M,SOL_Se_As_A_L_Indon_F,SOL_Se_As_A_L_Indon_P,SOL_Se_As_A_L_Tagal_M,SOL_Se_As_A_L_Tagal_F,SOL_Se_As_A_L_Tagal_P,SOL_Se_As_A_L_Othr_M,SOL_Se_As_A_L_Othr_F,SOL_Se_As_A_L_Othr_P,SOL_Se_As_A_L_Tot_M,SOL_Se_As_A_L_Tot_F,SOL_Se_As_A_L_Tot_P,SOL_Spanish_M,SOL_Spanish_F,SOL_Spanish_P,SOL_Tamil_M,SOL_Tamil_F,SOL_Tamil_P,SOL_Thai_M,SOL_Thai_F,SOL_Thai_P,SOL_Turkish_M,SOL_Turkish_F,SOL_Turkish_P,SOL_Vietnamese_M,SOL_Vietnamese_F,SOL_Vietnamese_P,SOL_Other_M,SOL_Other_F,SOL_Other_P,SOL_Tot_M,SOL_Tot_F,SOL_Tot_P,Language_spoken_home_ns_M,Language_spoken_home_ns_F,Language_spoken_home_ns_P,Total_M,Total_F,Total_P
UCL112003,8734,9366,18100,5,6,11,0,0,0,0,0,0,16,15,31,4,6,10,0,3,3,20,24,44,4,0,4,3,9,12,3,5,8,11,13,24,3,0,3,3,0,3,6,4,10,5,3,8,3,5,8,3,3,6,3,5,8,0,0,0,20,20,40,0,0,0,3,0,3,0,0,0,3,0,3,9,4,13,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,4,3,0,3,0,3,3,0,11,11,0,3,3,4,20,24,0,3,3,4,37,41,12,5,17,0,0,0,4,7,11,0,0,0,5,3,8,32,27,59,144,178,322,1032,558,1590,9910,10102,20012
UCL112004,19712,21516,41228,54,42,96,0,0,0,6,5,11,36,41,77,49,60,109,22,18,40,107,119,226,4,9,13,33,49,82,42,71,113,82,113,195,16,9,25,16,15,31,9,4,13,16,19,35,69,67,136,0,4,4,7,0,7,7,4,11,108,98,206,4,0,4,0,0,0,0,0,0,4,0,4,99,112,211,22,24,46,0,0,0,11,8,19,0,0,0,3,8,11,15,20,35,7,6,13,3,9,12,6,9,15,5,13,18,8,24,32,4,19,23,11,49,60,9,12,21,32,104,136,48,56,104,8,8,16,14,33,47,4,7,11,10,11,21,353,380,733,1112,1338,2450,948,955,1903,21772,23809,45581
UCL112005,14184,15812,29996,47,33,80,0,0,0,6,9,15,43,46,89,29,31,60,4,3,7,76,80,156,3,0,3,5,8,13,10,17,27,10,11,21,24,30,54,3,3,6,10,9,19,19,24,43,7,0,7,18,20,38,0,0,0,20,18,38,74,71,145,6,3,9,4,3,7,5,3,8,15,9,24,19,31,50,3,6,9,0,0,0,8,5,13,0,0,0,3,0,3,3,10,13,3,4,7,5,9,14,0,0,0,3,0,3,9,16,25,3,5,8,23,28,51,3,6,9,38,55,93,12,16,28,28,29,57,9,14,23,3,0,3,12,12,24,116,113,229,538,575,1113,663,555,1218,15385,16942,32327
UCL112006,9460,9979,19439,20,7,27,0,0,0,0,0,0,15,14,29,16,21,37,0,0,0,31,35,66,8,3,11,3,8,11,11,3,14,18,17,35,41,20,61,3,3,6,4,3,7,8,10,18,4,4,8,4,0,4,3,3,6,11,7,18,34,27,61,3,4,7,3,0,3,0,0,0,6,4,10,26,22,48,0,3,3,6,8,14,6,5,11,0,0,0,0,0,0,7,8,15,0,0,0,0,6,6,0,4,4,6,0,6,0,11,11,3,3,6,8,15,23,0,3,3,11,32,43,8,10,18,3,3,6,8,16,24,3,8,11,4,4,8,79,73,152,342,329,671,957,417,1374,10759,10725,21484
UCL112007,12128,13242,25370,15,8,23,0,0,0,12,13,25,10,11,21,48,46,94,11,3,14,69,60,129,3,3,6,10,19,29,23,20,43,46,46,92,9,9,18,4,8,12,3,3,6,6,4,10,9,4,13,4,7,11,5,3,8,7,9,16,34,30,64,0,0,0,3,5,8,0,0,0,3,5,8,104,112,216,17,16,33,0,4,4,0,4,4,3,3,6,3,3,6,6,5,11,8,3,11,4,4,8,0,0,0,0,0,0,7,26,33,7,11,18,9,31,40,6,4,10,29,72,101,18,19,37,3,3,6,8,18,26,0,0,0,13,6,19,121,104,225,565,597,1162,479,464,943,13172,14303,27475
UCL112008,936,943,1879,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,4,0,4,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,28,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,46,41,87,64,40,104,1046,1024,2070
UCL112009,12329,13151,25480,15,17,32,0,0,0,6,3,9,28,32,60,16,18,34,3,4,7,47,54,101,11,11,22,18,28,46,10,15,25,25,41,66,26,11,37,14,8,22,3,4,7,6,7,13,4,5,9,0,10,10,4,0,4,6,8,14,23,34,57,0,0,0,0,6,6,0,0,0,0,6,6,36,33,69,6,8,14,0,0,0,5,3,8,3,4,7,9,4,13,3,5,8,3,3,6,3,4,7,7,4,11,3,8,11,3,15,18,3,9,12,18,43,61,0,3,3,24,70,94,23,35,58,5,6,11,5,11,16,7,7,14,7,8,15,56,61,117,400,502,902,813,792,1605,13542,14445,27987
UCL112010,15131,16204,31335,60,57,117,0,0,0,6,3,9,31,31,62,28,38,66,7,4,11,66,73,139,22,17,39,9,9,18,8,16,24,26,34,60,46,34,80,9,7,16,0,3,3,21,24,45,11,16,27,4,4,8,6,8,14,10,8,18,52,63,115,0,0,0,8,9,17,3,0,3,11,9,20,73,66,139,3,12,15,0,0,0,13,15,28,5,7,12,4,0,4,4,30,34,12,12,24,31,43,74,0,0,0,7,9,16,16,31,47,4,7,11,13,23,36,5,6,11,38,67,105,26,34,60,12,8,20,16,21,37,15,18,33,9,11,20,259,263,522,842,938,1780,1018,856,1874,16991,17998,34989
UCL112011,18235,20494,38729,14,13,27,3,0,3,3,0,3,22,31,53,26,18,44,3,3,6,51,52,103,18,9,27,39,49,88,28,29,57,43,61,104,13,13,26,17,10,27,8,3,11,15,12,27,10,7,17,3,0,3,3,0,3,8,11,19,47,33,80,0,0,0,10,0,10,0,0,0,10,0,10,49,44,93,11,19,30,0,0,0,3,10,13,0,3,3,6,7,13,8,5,13,3,3,6,9,12,21,0,8,8,5,3,8,10,13,23,3,6,9,5,19,24,4,6,10,22,44,66,21,23,44,3,3,6,17,20,37,5,10,15,14,19,33,95,108,203,557,610,1167,829,766,1595,19621,21870,41491
UCL112012,16014,17310,33324,17,18,35,0,0,0,8,5,13,33,29,62,28,29,57,3,8,11,64,66,130,3,3,6,8,13,21,7,8,15,11,5,16,12,10,22,5,3,8,3,4,7,15,15,30,7,3,10,6,4,10,6,6,12,19,15,34,56,47,103,0,0,0,5,3,8,0,0,0,5,3,8,17,17,34,3,3,6,5,0,5,25,9,34,4,0,4,4,0,4,3,3,6,0,3,3,5,7,12,8,8,16,0,0,0,9,22,31,3,4,7,38,31,69,0,3,3,50,60,110,18,14,32,8,3,11,5,10,15,3,4,7,8,3,11,85,83,168,447,408,855,1020,932,1952,17481,18650,36131
UCL112013,20653,22389,43042,117,104,221,0,0,0,10,9,19,57,56,113,104,109,213,3,4,7,164,169,333,7,5,12,5,19,24,19,30,49,29,47,76,26,33,59,4,6,10,21,11,32,49,48,97,18,20,38,30,21,51,21,15,36,20,23,43,159,138,297,15,3,18,30,12,42,3,3,6,48,18,66,33,35,68,8,8,16,0,0,0,18,17,35,0,0,0,3,6,9,8,13,21,3,6,9,10,5,15,5,12,17,11,5,16,12,33,45,3,15,18,17,28,45,6,4,10,38,80,118,25,28,53,26,29,55,6,15,21,3,0,3,18,19,37,309,336,645,1112,1192,2304,779,787,1566,22544,24368,46912
UCL113001,8053,9137,17190,118,76,194,0,0,0,3,4,7,30,32,62,74,71,145,47,48,95,151,151,302,0,0,0,10,6,16,14,22,36,37,44,81,12,9,21,3,3,6,27,34,61,17,13,30,8,6,14,10,10,20,8,7,15,18,15,33,88,85,173,4,0,4,17,16,33,9,4,13,30,20,50,10,16,26,13,28,41,0,0,0,6,7,13,0,0,0,5,0,5,4,5,9,0,0,0,8,10,18,0,7,7,0,3,3,0,11,11,16,18,34,3,15,18,7,3,10,26,47,73,9,16,25,3,3,6,11,15,26,0,0,0,32,21,53,135,116,251,728,714,1442,557,627,1184,9338,10478,19816
UCL113002,6905,7787,14692,6,0,6,0,0,0,3,0,3,15,13,28,13,12,25,0,0,0,28,25,53,11,8,19,10,9,19,8,11,19,18,21,39,0,4,4,4,7,11,0,0,0,4,3,7,0,0,0,0,0,0,4,5,9,4,3,7,12,11,23,0,0,0,3,3,6,0,0,0,3,3,6,23,24,47,11,16,27,0,0,0,3,3,6,0,0,0,3,6,9,0,6,6,8,11,19,0,0,0,0,3,3,0,0,0,5,14,19,0,0,0,3,13,16,0,3,3,8,30,38,13,16,29,0,0,0,15,12,27,0,0,0,14,9,23,37,46,83,238,281,519,365,388,753,7508,8456,15964
UCL113003,4768,5266,10034,3,0,3,0,0,0,3,3,6,7,15,22,3,6,9,3,0,3,13,21,34,27,28,55,14,18,32,10,10,20,19,34,53,29,25,54,6,8,14,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,30,21,51,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,4,3,7,0,0,0,3,4,7,0,0,0,9,4,13,0,8,8,0,0,0,3,0,3,0,5,5,3,13,16,7,14,21,0,3,3,0,4,4,0,0,0,13,5,18,32,26,58,232,250,482,427,391,818,5427,5907,11334
UCL113004,8365,9551,17916,21,10,31,0,0,0,0,3,3,23,22,45,9,26,35,5,3,8,37,51,88,10,7,17,19,25,44,17,32,49,43,54,97,48,54,102,8,13,21,0,4,4,10,17,27,3,3,6,0,0,0,0,0,0,6,5,11,19,29,48,0,0,0,0,0,0,0,0,0,0,0,0,61,76,137,10,5,15,0,0,0,3,3,6,3,6,9,3,3,6,13,17,30,7,8,15,0,7,7,0,0,0,10,10,20,0,0,0,9,4,13,9,15,24,3,4,7,21,23,44,25,30,55,3,3,6,10,7,17,3,10,13,3,9,12,49,57,106,446,552,998,400,415,815,9211,10518,19729
UCL113005,8175,8664,16839,3,0,3,0,0,0,9,12,21,7,5,12,6,10,16,0,0,0,13,15,28,5,5,10,5,0,5,3,0,3,4,9,13,18,17,35,0,0,0,3,0,3,7,9,16,0,3,3,7,6,13,0,0,0,4,0,4,21,18,39,0,0,0,0,0,0,3,0,3,3,0,3,37,37,74,0,0,0,0,0,0,0,3,3,0,0,0,8,12,20,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,15,20,0,0,0,3,3,6,4,5,9,12,23,35,9,4,13,5,5,10,0,8,8,4,0,4,3,4,7,40,34,74,208,206,414,591,587,1178,8974,9457,18431
UCL113006,1912,2016,3928,3,3,6,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,3,3,8,9,17,40,40,80,98,94,192,2050,2150,4200
UCL113007,8285,9131,17416,12,3,15,0,0,0,0,6,6,17,18,35,4,3,7,0,0,0,21,21,42,6,5,11,10,9,19,6,14,20,27,26,53,10,3,13,0,4,4,7,3,10,3,8,11,0,0,0,4,0,4,0,0,0,0,3,3,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,36,26,62,3,3,6,0,0,0,0,0,0,0,0,0,7,3,10,6,7,13,3,3,6,0,3,3,0,0,0,5,6,11,0,5,5,4,3,7,7,13,20,0,3,3,11,24,35,8,6,14,0,0,0,0,10,10,0,0,0,5,3,8,22,31,53,212,230,442,503,543,1046,9000,9904,18904
UCL113008,7275,8104,15379,7,0,7,0,0,0,7,10,17,15,13,28,7,6,13,0,0,0,22,19,41,0,0,0,7,8,15,3,4,7,19,12,31,0,3,3,0,0,0,3,3,6,0,3,3,4,9,13,0,0,0,10,3,13,0,0,0,17,18,35,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,13,16,3,0,3,3,6,9,0,0,0,9,19,28,3,6,9,3,0,3,0,4,4,0,0,0,3,4,7,32,28,60,143,154,297,563,359,922,7981,8617,16598
UCL113009,6131,6366,12497,13,13,26,0,0,0,3,3,6,15,24,39,20,12,32,0,0,0,35,36,71,0,0,0,0,7,7,0,9,9,13,16,29,3,6,9,0,3,3,5,11,16,29,23,52,328,294,622,0,0,0,30,19,49,75,66,141,467,413,880,36,19,55,3,3,6,15,6,21,54,28,82,769,832,1601,0,3,3,0,0,0,3,3,6,4,0,4,0,3,3,4,0,4,0,0,0,0,0,0,105,104,209,0,0,0,11,28,39,0,0,0,28,41,69,4,5,9,43,74,117,31,28,59,15,16,31,6,24,30,69,61,130,3,3,6,300,288,588,1940,1973,3913,658,549,1207,8729,8888,17617
