region_id,SEO_Males,SEO_Females,SEO_Persons,SOL_Arabic_M,SOL_Arabic_F,SOL_Arabic_P,SOL_Assyrian_M,SOL_Assyrian_F,SOL_Assyrian_P,SOL_Aus_Indig_Lang_M,SOL_Aus_Indig_Lang_F,SOL_Aus_Indig_Lang_P,SOL_Chin_lang_Cant_M,SOL_Chin_lang_Cant_F,SOL_Chin_lang_Cant_P,SOL_Chin_lang_Mand_M,SOL_Chin_lang_Mand_F,SOL_Chin_lang_Mand_P,SOL_Chin_lang_Other_M,SOL_Chin_lang_Other_F,SOL_Chin_lang_Other_P,SOL_Chin_lang_Tot_M,SOL_Chin_lang_Tot_F,SOL_Chin_lang_Tot_P,SOL_Croatian_M,SOL_Croatian_F,SOL_Croatian_P,SOL_Dutch_M,SOL_Dutch_F,SOL_Dutch_P,SOL_French_M,SOL_French_F,SOL_French_P,SOL_German_M,SOL_German_F,SOL_German_P,SOL_Greek_M,SOL_Greek_F,SOL_Greek_P,SOL_Hungarian_M,SOL_Hungarian_F,SOL_Hungarian_P,SOL_In_Ar_Lang_Beng_M,SOL_In_Ar_Lang_Beng_F,SOL_In_Ar_Lang_Beng_P,SOL_In_Ar_Lang_Hind_M,SOL_In_Ar_Lang_Hind_F,SOL_In_Ar_Lang_Hind_P,SOL_In_Ar_Lang_Punj_M,SOL_In_Ar_Lang_Punj_F,SOL_In_Ar_Lang_Punj_P,SOL_In_Ar_Lang_Sinh_M,SOL_In_Ar_Lang_Sinh_F,SOL_In_Ar_Lang_Sinh_P,SOL_In_Ar_Lang_Urdu_M,SOL_In_Ar_Lang_Urdu_F,SOL_In_Ar_Lang_Urdu_P,SOL_In_Ar_Lang_Othr_M,SOL_In_Ar_Lang_Othr_F,SOL_In_Ar_Lang_Othr_P,SOL_In_Ar_Lang_Tot_M,SOL_In_Ar_Lang_Tot_F,SOL_In_Ar_Lang_Tot_P,SOL_Ir_Lang_Dari_M,SOL_Ir_Lang_Dari_F,SOL_Ir_Lang_Dari_P,SOL_Ir_La_Pe_excl_Da_M,SOL_Ir_La_Pe_excl_Da_F,SOL_Ir_La_Pe_excl_Da_P,SOL_Irani_Lan_Othr_M,SOL_Irani_Lan_Othr_F,SOL_Irani_Lan_Othr_P,SOL_Iran_Lan_Tot_M,SOL_Iran_Lan_Tot_F,SOL_Iran_Lan_Tot_P,SOL_Italian_M,SOL_Italian_F,SOL_Italian_P,SOL_Japanese_M,SOL_Japanese_F,SOL_Japanese_P,SOL_Khmer_M,SOL_Khmer_F,SOL_Khmer_P,SOL_Korean_M,SOL_Korean_F,SOL_Korean_P,SOL_Macedonian_M,SOL_Macedonian_F,SOL_Macedonian_P,SOL_Maltese_M,SOL_Maltese_F,SOL_Maltese_P,SOL_Polish_M,SOL_Polish_F,SOL_Polish_P,SOL_Portuguese_M,SOL_Portuguese_F,SOL_Portuguese_P,SOL_Russian_M,SOL_Russian_F,SOL_Russian_P,SOL_Samoan_M,SOL_Samoan_F,SOL_Samoan_P,SOL_Serbian_M,SOL_Serbian_F,SOL_Serbian_P,SOL_Se_As_A_L_Filipino_M,SOL_Se_As_A_L_Filipino_F,SOL_Se_As_A_L_Filipino_P,SOL_Se_As_A_L_Indon_M,SOL_Se_As_A_L_Indon_F,SOL_Se_As_A_L_Indon_P,SOL_Se_As_A_L_Tagal_M,SOL_Se_As_A_L_Tagal_F,SOL_Se_As_A_L_Tagal_P,SOL_Se_As_A_L_Othr_M,SOL_Se_As_A_L_Othr_F,SOL_Se_As_A_L_Othr_P,SOL_Se_As_A_L_Tot_M,SOL_Se_As_A_L_Tot_F,SOL_Se_As_A_L_Tot_P,SOL_Spanish_M,SOL_Spanish_F,SOL_Spanish_P,SOL_Tamil_M,SOL_Tamil_F,SOL_Tamil_P,SOL_Thai_M,SOL_Thai_F,SOL_Thai_P,SOL_Turkish_M,SOL_Turkish_F,SOL_Turkish_P,SOL_Vietnamese_M,SOL_Vietnamese_F,SOL_Vietnamese_P,SOL_Other_M,SOL_Other_F,SOL_Other_P,SOL_Tot_M,SOL_Tot_F,SOL_Tot_P,Language_spoken_home_ns_M,Language_spoken_home_ns_F,Language_spoken_home_ns_P,Total_M,Total_F,Total_P
UCL101001,1139465,1163248,2302713,89419,87074,176493,10089,10557,20646,155,166,321,61033,69421,130454,60791,72047,132838,8341,9457,17798,130165,150925,281090,9282,9836,19118,2404,2841,5245,7330,7854,15184,6711,7683,14394,38616,40708,79324,2482,3166,5648,11492,8968,20460,25266,24970,50236,10533,8023,18556,4300,4255,8555,8976,7625,16601,19305,15377,34682,79872,69218,149090,3337,3211,6548,8270,7672,15942,1853,1711,3564,13460,12594,26054,31034,33310,64344,5042,7363,12405,4623,5260,9883,21584,24057,45641,9608,9761,19369,4701,5182,9883,5367,6713,12080,6787,7107,13894,6417,8489,14906,6567,7150,13717,9039,9539,18578,7993,10695,18688,11071,12223,23294,14542,19207,33749,1571,2048,3619,35177,44173,79350,22649,25447,48096,10379,10160,20539,4875,8272,13147,10160,10085,20245,40140,44430,84570,49999,51567,101566,674133,720687,1394820,112639,98468,211107,1926237,1982403,3908640
UCL102001,14447,14543,28990,66,56,122,0,3,3,0,3,3,50,56,106,70,82,152,12,15,27,132,153,285,122,114,236,18,15,33,24,36,60,53,67,120,117,121,238,26,22,48,53,33,86,100,93,193,91,68,159,22,30,52,45,34,79,55,57,112,366,315,681,0,0,0,18,13,31,5,7,12,23,20,43,268,274,542,10,18,28,4,4,8,16,12,28,484,445,929,24,16,40,54,59,113,22,26,48,24,29,53,41,38,79,146,130,276,38,65,103,34,54,88,55,77,132,5,14,19,132,210,342,58,53,111,15,16,31,17,33,50,18,12,30,36,47,83,287,296,583,2603,2643,5246,918,724,1642,17968,17910,35878
UCL102002,130379,140133,270512,253,205,458,11,16,27,21,13,34,327,396,723,248,395,643,35,54,89,610,845,1455,110,119,229,245,293,538,177,257,434,401,449,850,299,325,624,66,98,164,33,45,78,124,139,263,57,34,91,25,29,54,43,45,88,80,68,148,362,360,722,3,3,6,49,44,93,11,10,21,63,57,120,591,520,1111,116,157,273,18,15,33,120,158,278,18,19,37,172,176,348,106,152,258,78,106,184,126,176,302,39,36,75,92,107,199,99,245,344,76,117,193,103,319,422,38,45,83,316,726,1042,517,573,1090,41,45,86,97,218,315,49,53,102,94,94,188,1145,1204,2349,6353,7572,13925,6638,6635,13273,143370,154340,297710
UCL102003,24149,26661,50810,28,16,44,0,0,0,9,12,21,47,40,87,54,82,136,17,23,40,118,145,263,7,11,18,30,38,68,67,53,120,73,96,169,21,18,39,10,9,19,0,0,0,13,8,21,11,12,23,3,3,6,7,0,7,8,5,13,42,28,70,0,0,0,4,8,12,0,0,0,4,8,12,79,84,163,58,70,128,0,0,0,8,10,18,3,3,6,16,10,26,9,16,25,46,39,85,12,18,30,11,10,21,3,9,12,12,27,39,16,27,43,20,87,107,8,7,15,56,148,204,60,63,123,0,3,3,22,48,70,0,6,6,8,10,18,179,176,355,979,1157,2136,1289,1317,2606,26417,29135,55552
UCL102004,136070,142153,278223,454,337,791,3,3,6,18,16,34,388,408,796,517,610,1127,101,104,205,1006,1122,2128,172,176,348,122,162,284,172,189,361,358,449,807,577,578,1155,47,60,107,102,113,215,182,169,351,71,53,124,73,76,149,84,69,153,110,90,200,622,570,1192,10,9,19,97,79,176,12,16,28,119,104,223,739,749,1488,79,115,194,29,32,61,251,227,478,878,858,1736,15,25,40,226,345,571,64,72,136,63,101,164,154,135,289,168,161,329,61,192,253,117,132,249,110,286,396,78,133,211,366,743,1109,319,327,646,115,109,224,90,186,276,44,26,70,163,182,345,1402,1432,2834,8835,9591,18426,6101,5555,11656,151006,157299,308305
UCL103001,97621,100573,198194,1201,1104,2305,39,21,60,6,9,15,343,382,725,1180,957,2137,372,262,634,1895,1601,3496,550,581,1131,167,253,420,158,152,310,474,629,1103,1011,1106,2117,108,140,248,58,46,104,160,169,329,28,22,50,85,92,177,113,84,197,105,99,204,549,512,1061,3,4,7,201,175,376,22,18,40,226,197,423,2272,2426,4698,82,111,193,15,24,39,87,121,208,3493,3389,6882,260,296,556,217,310,527,624,642,1266,57,73,130,30,28,58,895,905,1800,90,225,315,136,145,281,131,304,435,64,84,148,421,758,1179,1137,1285,2422,67,54,121,162,309,471,672,629,1301,456,479,935,1531,1561,3092,18862,19705,38567,4822,4359,9181,121305,124637,245942
UCL111001,19693,21393,41086,52,32,84,0,0,0,4,4,8,27,25,52,32,29,61,3,5,8,62,59,121,26,24,50,25,34,59,25,32,57,58,79,137,84,88,172,10,7,17,56,35,91,61,51,112,51,33,84,12,11,23,13,8,21,173,156,329,366,294,660,0,0,0,10,7,17,3,3,6,13,10,23,69,75,144,3,10,13,3,3,6,8,16,24,4,0,4,0,0,0,16,20,36,4,8,12,13,13,26,0,0,0,17,14,31,28,48,76,3,11,14,23,57,80,7,13,20,61,129,190,31,22,53,13,14,27,7,37,44,0,0,0,14,7,21,238,250,488,1226,1281,2507,1068,965,2033,21987,23639,45626
UCL111002,30590,31921,62511,35,31,66,0,0,0,3,3,6,81,83,164,44,55,99,7,4,11,132,142,274,10,11,21,15,22,37,21,23,44,50,63,113,21,23,44,3,4,7,9,16,25,19,14,33,37,25,62,5,0,5,15,15,30,19,12,31,104,82,186,0,0,0,8,5,13,0,0,0,8,5,13,50,36,86,8,4,12,5,3,8,11,14,25,8,7,15,0,4,4,46,81,127,14,21,35,8,15,23,16,24,40,5,16,21,8,40,48,7,11,18,18,89,107,3,3,6,36,143,179,45,49,94,7,4,11,11,41,52,3,4,7,22,16,38,273,277,550,970,1168,2138,1290,1191,2481,32850,34280,67130
UCL112001,13805,14469,28274,50,36,86,0,0,0,7,5,12,37,29,66,43,42,85,7,4,11,87,75,162,6,7,13,15,16,31,17,17,34,33,28,61,11,16,27,4,4,8,13,11,24,22,15,37,0,3,3,4,9,13,6,7,13,8,5,13,53,50,103,4,0,4,3,10,13,9,4,13,16,14,30,21,26,47,11,13,24,4,3,7,3,9,12,4,0,4,6,3,9,0,4,4,0,3,3,0,8,8,5,0,5,15,11,26,8,14,22,0,4,4,11,20,31,0,3,3,19,41,60,19,15,34,9,9,18,5,14,19,6,8,14,14,18,32,108,97,205,548,550,1098,1217,706,1923,15570,15725,31295
UCL112002,11950,13090,25040,20,19,39,0,0,0,4,0,4,27,40,67,31,42,73,7,7,14,65,89,154,10,26,36,28,45,73,50,61,111,94,134,228,51,46,97,38,33,71,3,6,9,20,17,37,3,4,7,3,0,3,3,3,6,3,3,6,35,33,68,0,0,0,3,3,6,0,0,0,3,3,6,64,45,109,19,50,69,8,12,20,14,24,38,0,0,0,9,14,23,28,39,67,8,12,20,21,24,45,3,6,9,7,4,11,5,10,15,5,11,16,10,28,38,6,8,14,26,57,83,63,77,140,3,0,3,12,24,36,3,6,9,21,26,47,120,114,234,827,1023,1850,953,924,1877,13730,15037,28767
