region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL101001,0,18000,23954,6595,4706,4325,2299,1077,344,61300,0,5333,19116,19004,19760,29280,29589,29860,16644,168586,3542,5850,6075,2906,2280,2573,1883,1315,630,27054,347502,240249,297020,284903,254241,199455,122003,78435,30790,1854598,0,17230,241880,355047,326571,257327,152762,74299,14848,1439964,0,20216,81930,51444,33648,17792,5171,1105,228,211534,0,4527,18299,38590,45797,25547,11029,9488,5139,158416,707479,0,0,0,0,0,0,0,0,707479,0,214754,0,0,0,0,0,0,0,214754,0,127764,89845,27117,14707,6120,891,32,10,266486,0,25805,21404,7930,8780,12112,10760,10344,5289,102424,0,14700,16076,5125,4128,2549,988,463,148,44177,0,36578,55735,16649,11654,9745,5133,2209,628,138331,0,11292,42141,43357,44620,51842,45401,40822,21709,301184,7309,11093,12615,7069,5286,4538,3143,1940,830,53823,714788,483959,579925,552328,495191,387572,235278,140702,48829,3638572
UCL102001,0,103,89,38,40,41,15,9,3,338,0,102,276,238,291,336,289,263,137,1932,43,80,75,40,26,36,30,9,3,342,3437,2242,2640,2804,2410,1663,937,556,221,16910,0,138,2120,3372,2934,2024,1054,479,51,12172,0,484,1019,673,472,202,36,5,0,2891,0,82,259,417,462,187,72,56,36,1571,6916,0,0,0,0,0,0,0,0,6916,0,1600,0,0,0,0,0,0,0,1600,0,1312,480,157,104,43,8,0,0,2104,0,197,143,62,63,89,52,49,39,694,0,111,79,31,25,20,3,3,0,272,0,239,268,109,105,81,37,17,3,859,0,211,624,659,692,666,450,361,178,3841,99,139,155,92,72,72,48,16,6,699,7015,4513,5147,5572,4929,3384,1760,986,313,33619
UCL102002,0,574,502,250,439,525,328,158,43,2819,0,339,750,838,1662,3276,4041,4450,2288,17644,432,754,409,257,281,394,338,219,95,3179,27250,17010,15399,19181,20132,17821,13894,10052,3903,144642,0,839,11847,21071,22516,20881,15936,9168,2022,104280,0,2591,6026,4670,3541,2012,824,225,40,19929,0,666,2320,4463,4535,1851,819,820,516,15990,54829,0,0,0,0,0,0,0,0,54829,0,13877,0,0,0,0,0,0,0,13877,0,11219,3952,1589,1145,657,103,8,0,18673,0,1204,579,320,611,814,743,722,388,5381,0,991,554,322,343,198,103,43,24,2578,0,1148,1359,690,1000,1033,696,341,79,6346,0,733,1901,2527,3960,5736,6169,6111,3115,30252,859,1480,937,632,594,690,589,318,129,6228,55688,34748,29475,36284,38245,33872,25982,17756,6313,278363
UCL102003,0,208,126,74,133,146,86,61,20,854,0,61,127,196,405,738,837,1142,570,4076,66,106,86,52,63,110,82,60,14,639,4354,2696,2459,3256,3742,3623,3334,2747,931,27142,0,120,1695,3254,3738,3863,3916,2789,560,19935,0,382,1026,782,702,542,268,90,16,3808,0,129,361,815,787,326,162,160,102,2842,8620,0,0,0,0,0,0,0,0,8620,0,2147,0,0,0,0,0,0,0,2147,0,1551,521,297,229,142,20,0,0,2760,0,245,108,66,119,166,133,124,79,1040,0,196,101,65,70,38,18,9,3,500,0,388,315,190,308,284,188,120,27,1820,0,129,335,496,847,1310,1391,1624,811,6943,159,214,177,127,130,190,146,93,19,1255,8779,5501,4639,6092,6930,6861,6242,5009,1617,51670
UCL102004,0,2331,1366,331,417,406,228,120,27,5226,0,511,1184,1099,1910,3281,3385,3936,2003,17309,477,903,499,277,256,349,226,155,63,3205,25831,19474,18447,19802,20400,18130,12726,9085,3398,147293,0,913,13545,22317,23627,22560,15602,8391,1741,108696,0,3169,7715,4838,3339,1869,668,160,21,21779,0,668,2047,3976,4098,1757,915,909,509,14879,52261,0,0,0,0,0,0,0,0,52261,0,13573,0,0,0,0,0,0,0,13573,0,10511,4076,1740,1379,643,104,0,0,18453,0,1671,827,376,536,730,655,621,390,5806,0,1150,662,295,265,149,52,22,13,2608,0,4684,3517,984,973,886,481,240,55,11820,0,1192,3088,3261,4668,5989,5327,5424,2681,31630,969,1665,1132,703,588,584,398,228,89,6356,53230,39196,36609,38490,39473,35167,24202,15995,5499,287861
UCL103001,0,1581,685,194,281,278,142,70,29,3260,0,383,804,814,1406,2175,2558,2828,1252,12220,367,578,397,200,205,254,184,126,56,2367,22173,15783,14468,16220,16314,13557,10121,6951,2240,117827,0,791,11798,19128,19845,17645,12705,6901,1209,90022,0,2105,4986,3282,2541,1177,439,124,25,14679,0,505,1709,3327,3240,1386,732,719,352,11970,44746,0,0,0,0,0,0,0,0,44746,0,12172,0,0,0,0,0,0,0,12172,0,9055,4074,1687,1146,448,65,5,0,16480,0,1310,645,296,434,591,537,563,306,4682,0,850,425,221,187,96,43,24,13,1859,0,3464,2004,550,645,560,336,150,42,7751,0,903,2207,2396,3552,4094,3983,3907,1673,22715,740,1096,898,532,447,428,322,196,67,4726,45486,32251,28746,31419,32037,26425,19162,12589,3687,231802
UCL111001,0,479,186,38,52,68,27,16,6,872,0,207,290,212,381,558,556,574,281,3059,73,178,79,36,41,56,48,34,13,558,4126,3153,2827,2869,2977,2527,1686,1177,443,21785,0,168,2140,3145,3303,3033,1900,1066,196,14951,0,692,1051,644,490,284,95,17,3,3276,0,114,394,655,580,204,90,85,57,2179,8293,0,0,0,0,0,0,0,0,8293,0,1838,0,0,0,0,0,0,0,1838,0,1313,387,164,145,52,11,0,0,2072,0,212,107,50,67,73,62,40,32,643,0,148,78,36,31,22,6,0,0,321,0,896,462,105,112,126,58,25,9,1793,0,425,702,614,804,1013,827,780,340,5505,158,305,174,89,91,111,84,60,16,1088,8451,6111,5495,5502,5623,4918,3133,2073,653,41959
UCL111002,0,145,119,56,72,83,36,15,3,529,0,86,196,192,346,605,615,656,306,3002,89,195,91,51,55,78,51,29,14,653,6928,4203,4252,4731,4326,3751,2386,1512,540,32629,0,270,3780,5553,5367,4999,3044,1402,264,24679,0,949,1721,1073,729,311,113,32,3,4931,0,192,565,990,821,311,173,147,76,3275,14043,0,0,0,0,0,0,0,0,14043,0,3063,0,0,0,0,0,0,0,3063,0,2577,904,378,232,110,14,4,0,4219,0,306,169,97,118,134,125,111,67,1127,0,226,117,53,48,25,13,4,6,492,0,329,298,148,164,164,88,26,6,1223,0,212,595,579,789,1041,896,855,398,5365,190,335,219,134,110,128,78,37,14,1245,14233,8459,8368,9005,8378,7223,4544,2618,834,63662
UCL112001,0,325,67,33,29,29,24,17,0,524,0,100,141,111,186,293,308,356,172,1667,40,114,41,30,38,45,22,24,3,357,3019,2108,1794,1914,1869,1508,1024,776,259,14271,0,105,1379,2095,2170,1939,1219,667,96,9670,0,568,788,457,315,172,40,7,0,2347,0,113,287,403,347,134,67,52,22,1425,6110,0,0,0,0,0,0,0,0,6110,0,1215,0,0,0,0,0,0,0,1215,0,879,281,123,89,26,3,0,0,1401,0,160,58,34,49,60,57,47,38,503,0,123,55,24,21,12,5,0,0,240,0,643,222,92,62,61,44,24,3,1151,0,193,348,328,436,533,482,483,210,3013,90,221,104,72,65,72,48,38,6,716,6200,4220,3522,3628,3554,3009,1965,1318,375,27791
UCL112002,0,60,67,27,72,103,48,29,6,412,0,31,91,141,284,517,513,371,149,2097,39,76,46,41,48,67,34,19,7,377,2472,1272,1219,1887,2187,2195,1354,743,296,13625,0,74,854,1872,2173,2216,1322,575,111,9197,0,126,464,622,512,405,109,34,7,2279,0,54,160,368,393,181,80,50,42,1328,4904,0,0,0,0,0,0,0,0,4904,0,1137,0,0,0,0,0,0,0,1137,0,723,288,113,76,48,9,0,0,1257,0,67,31,24,39,74,50,47,29,361,0,75,27,33,27,19,10,18,38,247,0,112,157,99,144,188,106,45,6,857,0,56,183,354,585,898,756,503,198,3533,73,143,98,98,109,119,54,29,10,733,4977,2567,2262,3583,4058,4148,2496,1301,441,25833
