region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL113020,26,46,72,64,69,133,49,303,352,106,761,867,768,433,1201,648,262,910,525,163,688,475,119,594,348,54,402,500,59,559,269,7,276,123,25,148,68,0,68,31,0,31,37,0,37,404,23,427,137,160,297,4578,2484,7062
UCL113021,24,27,51,54,32,86,34,154,188,75,471,546,609,313,922,501,168,669,472,125,597,320,81,401,283,42,325,289,54,343,191,0,191,99,14,113,43,0,43,21,0,21,27,0,27,333,19,352,78,87,165,3453,1587,5040
UCL114001,10,13,23,49,34,83,6,111,117,39,389,428,457,240,697,318,138,456,323,61,384,146,33,179,153,24,177,156,21,177,91,4,95,35,14,49,25,0,25,14,0,14,9,0,9,157,11,168,47,94,141,2035,1187,3222
UCL114002,13,16,29,39,33,72,28,148,176,53,442,495,413,216,629,336,157,493,309,95,404,270,50,320,226,28,254,282,26,308,152,3,155,45,11,56,29,0,29,6,0,6,7,3,10,200,14,214,71,93,164,2479,1335,3814
UCL114003,3,18,21,18,34,52,12,91,103,32,242,274,191,152,343,158,117,275,164,77,241,155,54,209,139,30,169,204,43,247,156,0,156,81,32,113,58,7,65,13,0,13,24,0,24,175,7,182,34,44,78,1617,948,2565
UCL114004,4,17,21,14,17,31,16,94,110,37,266,303,270,122,392,195,90,285,149,49,198,131,33,164,140,14,154,160,21,181,111,0,111,46,16,62,30,0,30,12,0,12,14,0,14,143,5,148,38,65,103,1510,809,2319
UCL114005,9,16,25,30,17,47,10,75,85,16,195,211,207,144,351,139,75,214,153,64,217,143,46,189,126,38,164,192,29,221,136,0,136,65,13,78,39,0,39,13,0,13,10,0,10,129,12,141,39,51,90,1456,775,2231
UCL114006,15,26,41,34,33,67,17,139,156,34,356,390,309,171,480,237,145,382,242,71,313,201,50,251,186,25,211,204,26,230,141,4,145,60,9,69,46,0,46,7,0,7,16,0,16,191,10,201,70,105,175,2010,1170,3180
UCL114007,8,16,24,29,25,54,12,92,104,34,262,296,205,160,365,183,110,293,160,91,251,139,61,200,174,30,204,221,34,255,138,8,146,66,14,80,48,0,48,9,0,9,17,0,17,173,9,182,65,84,149,1681,996,2677
UCL114008,16,16,32,29,30,59,10,117,127,52,274,326,243,142,385,206,126,332,191,61,252,168,65,233,155,24,179,184,41,225,131,5,136,64,18,82,46,0,46,15,0,15,16,0,16,161,7,168,62,67,129,1749,993,2742
UCL114009,3,22,25,26,28,54,21,93,114,36,228,264,233,147,380,180,86,266,174,56,230,138,33,171,102,25,127,130,28,158,72,4,76,23,7,30,14,3,17,10,0,10,11,0,11,120,11,131,36,52,88,1329,823,2152
UCL114010,3,15,18,25,24,49,25,92,117,39,300,339,252,165,417,207,117,324,183,78,261,158,47,205,196,46,242,245,48,293,160,14,174,126,43,169,89,4,93,20,0,20,28,4,32,166,22,188,67,56,123,1989,1075,3064
UCL114011,3,5,8,12,6,18,4,17,21,10,57,67,77,40,117,79,40,119,68,28,96,90,17,107,92,18,110,247,30,277,229,3,232,192,18,210,150,3,153,43,3,46,80,3,83,160,0,160,17,13,30,1553,301,1854
UCL114012,20,24,44,33,39,72,23,132,155,43,341,384,359,225,584,303,183,486,310,80,390,228,68,296,209,28,237,248,51,299,150,11,161,60,5,65,42,3,45,22,0,22,24,0,24,230,5,235,79,94,173,2383,1289,3672
UCL114013,14,11,25,19,21,40,20,68,88,28,187,215,192,134,326,185,83,268,138,55,193,134,64,198,149,36,185,230,35,265,157,9,166,92,8,100,64,3,67,10,0,10,20,0,20,142,12,154,39,54,93,1633,780,2413
UCL114014,10,7,17,6,5,11,8,16,24,18,61,79,108,73,181,134,80,214,142,37,179,134,43,177,141,35,176,212,54,266,179,6,185,120,21,141,110,4,114,28,0,28,42,0,42,169,22,191,20,13,33,1581,477,2058
UCL114015,10,7,17,19,5,24,7,20,27,10,73,83,138,29,167,135,47,182,183,31,214,193,56,249,207,36,243,368,30,398,326,10,336,249,14,263,137,0,137,42,0,42,55,0,55,231,0,231,30,12,42,2340,370,2710
UCL114016,16,17,33,26,16,42,10,93,103,34,198,232,231,195,426,276,111,387,276,77,353,188,71,259,165,28,193,211,43,254,153,5,158,76,19,95,68,0,68,11,0,11,23,0,23,154,8,162,31,47,78,1949,928,2877
UCL114017,11,18,29,32,39,71,22,90,112,43,152,195,153,105,258,166,87,253,148,74,222,147,88,235,166,60,226,210,53,263,197,8,205,97,26,123,82,3,85,21,3,24,28,3,31,199,8,207,70,71,141,1792,888,2680
UCL114018,4,17,21,19,23,42,17,75,92,37,208,245,191,162,353,202,91,293,185,72,257,201,57,258,177,41,218,268,44,312,203,11,214,111,24,135,79,3,82,34,0,34,38,0,38,179,13,192,37,35,72,1982,876,2858
UCL114019,14,17,31,24,30,54,16,92,108,48,296,344,244,170,414,227,114,341,228,82,310,182,69,251,191,41,232,312,70,382,244,9,253,209,59,268,142,5,147,47,0,47,54,4,58,238,28,266,61,72,133,2481,1158,3639
UCL114020,11,26,37,27,29,56,16,109,125,42,307,349,299,196,495,300,120,420,261,72,333,256,52,308,180,24,204,252,27,279,157,8,165,61,9,70,43,3,46,8,0,8,18,0,18,192,20,212,41,65,106,2164,1067,3231
UCL114021,13,20,33,26,27,53,20,150,170,49,411,460,301,212,513,278,128,406,223,71,294,146,40,186,113,21,134,127,20,147,71,0,71,31,13,44,25,0,25,5,0,5,15,0,15,130,13,143,41,73,114,1614,1199,2813
UCL114022,12,12,24,12,22,34,19,63,82,37,165,202,153,95,248,140,86,226,150,46,196,133,54,187,128,28,156,187,33,220,160,5,165,89,21,110,46,0,46,21,0,21,25,0,25,155,11,166,64,63,127,1531,704,2235
UCL114023,10,8,18,15,16,31,6,31,37,29,93,122,192,76,268,174,56,230,146,36,182,149,25,174,147,14,161,233,24,257,148,7,155,88,20,108,44,3,47,18,0,18,19,0,19,152,5,157,18,18,36,1588,432,2020
UCL114024,14,16,30,19,14,33,9,51,60,18,163,181,192,137,329,154,73,227,190,41,231,89,30,119,134,21,155,170,31,201,117,3,120,62,25,87,55,0,55,20,3,23,32,0,32,120,9,129,26,52,78,1421,669,2090
UCL114025,8,7,15,9,15,24,6,56,62,11,179,190,104,82,186,131,87,218,96,43,139,95,36,131,89,32,121,185,39,224,124,11,135,133,23,156,90,5,95,23,3,26,39,0,39,146,17,163,22,32,54,1311,667,1978
UCL114026,15,19,34,41,34,75,30,131,161,55,344,399,498,192,690,364,103,467,297,73,370,250,45,295,193,35,228,230,21,251,135,5,140,60,10,70,39,0,39,9,0,9,17,0,17,238,16,254,65,75,140,2536,1103,3639
UCL114027,12,17,29,19,15,34,9,42,51,37,142,179,194,83,277,169,60,229,147,43,190,134,28,162,129,27,156,201,21,222,151,4,155,64,14,78,47,0,47,24,0,24,20,0,20,133,6,139,21,37,58,1511,539,2050
UCL114028,12,13,25,34,22,56,13,76,89,30,203,233,180,98,278,170,75,245,151,47,198,130,53,183,157,22,179,205,46,251,155,3,158,88,14,102,51,0,51,19,0,19,21,0,21,139,10,149,40,40,80,1595,722,2317
UCL114029,7,10,17,22,30,52,25,74,99,28,267,295,278,112,390,256,69,325,192,46,238,204,30,234,142,20,162,180,23,203,96,0,96,38,6,44,29,3,32,10,0,10,8,3,11,151,4,155,37,38,75,1703,735,2438
UCL114030,11,16,27,37,15,52,9,95,104,25,228,253,320,181,501,269,93,362,239,62,301,150,50,200,126,19,145,138,32,170,84,9,93,48,14,62,28,0,28,9,0,9,11,3,14,156,10,166,25,44,69,1685,871,2556
UCL114031,6,4,10,11,13,24,3,22,25,8,60,68,95,35,130,60,26,86,64,18,82,40,16,56,68,15,83,48,4,52,40,0,40,22,0,22,16,0,16,3,0,3,6,3,9,39,0,39,15,27,42,544,243,787
UCL114032,7,6,13,16,17,33,8,51,59,12,132,144,97,94,191,123,54,177,102,33,135,143,51,194,108,41,149,199,60,259,185,7,192,136,15,151,80,3,83,36,0,36,36,0,36,140,9,149,18,28,46,1446,601,2047
UCL114033,8,15,23,26,39,65,20,107,127,43,281,324,265,165,430,235,114,349,216,70,286,164,54,218,136,32,168,197,40,237,102,7,109,52,12,64,43,0,43,10,0,10,15,0,15,149,7,156,40,67,107,1721,1010,2731
UCL115001,0,5,5,4,3,7,3,10,13,8,45,53,45,24,69,40,19,59,29,15,44,33,18,51,43,13,56,79,17,96,48,4,52,62,16,78,39,3,42,7,0,7,16,3,19,38,0,38,12,11,23,506,206,712
UCL115002,6,8,14,12,11,23,11,59,70,18,216,234,157,153,310,159,73,232,189,62,251,150,39,189,120,18,138,158,21,179,109,5,114,63,8,71,44,0,44,16,0,16,20,0,20,121,6,127,14,28,42,1367,707,2074
UCL115003,5,4,9,5,3,8,6,12,18,10,56,66,88,36,124,91,25,116,63,17,80,56,19,75,74,10,84,92,22,114,76,0,76,50,3,53,30,0,30,15,0,15,12,0,12,97,4,101,16,13,29,786,224,1010
UCL115004,4,0,4,3,3,6,3,5,8,5,11,16,8,5,13,20,8,28,31,6,37,20,8,28,35,7,42,55,3,58,68,0,68,35,5,40,32,0,32,10,0,10,20,0,20,41,3,44,7,3,10,397,67,464
UCL115005,4,3,7,6,3,9,6,14,20,11,39,50,79,43,122,56,19,75,47,15,62,41,6,47,31,3,34,34,3,37,36,3,39,20,3,23,9,0,9,0,0,0,7,0,7,40,3,43,6,20,26,433,177,610
UCL115006,0,0,0,4,0,4,3,17,20,5,41,46,38,22,60,33,21,54,32,16,48,32,10,42,18,5,23,42,0,42,24,0,24,4,4,8,5,0,5,4,0,4,4,0,4,30,0,30,16,12,28,294,148,442
UCL115007,3,5,8,7,3,10,5,10,15,7,30,37,34,33,67,28,24,52,44,19,63,30,14,44,28,8,36,50,5,55,42,0,42,28,8,36,20,0,20,3,0,3,7,0,7,48,8,56,3,6,9,387,173,560
UCL115008,4,4,8,4,5,9,5,20,25,6,57,63,61,45,106,65,16,81,70,16,86,65,13,78,60,13,73,105,17,122,116,0,116,65,7,72,45,0,45,17,0,17,26,0,26,84,0,84,27,16,43,825,229,1054
UCL115009,4,8,12,3,3,6,4,18,22,7,57,64,49,36,85,34,16,50,44,8,52,23,11,34,37,0,37,37,9,46,11,0,11,8,3,11,3,0,3,0,0,0,3,0,3,25,0,25,10,14,24,302,183,485
UCL115010,3,6,9,3,3,6,0,19,19,3,34,37,64,22,86,34,27,61,39,16,55,48,12,60,41,3,44,59,11,70,40,0,40,18,4,22,8,0,8,0,0,0,3,0,3,29,0,29,17,16,33,409,173,582
UCL115011,0,0,0,3,3,6,6,28,34,7,92,99,79,40,119,49,16,65,32,12,44,30,5,35,8,5,13,25,0,25,13,0,13,5,4,9,3,0,3,0,0,0,0,0,0,32,0,32,14,26,40,306,231,537
UCL115012,0,0,0,12,0,12,0,11,11,6,33,39,64,22,86,47,13,60,38,15,53,33,20,53,42,6,48,53,4,57,24,3,27,10,0,10,4,0,4,3,0,3,3,0,3,33,0,33,13,4,17,385,131,516
UCL115013,4,4,8,3,3,6,0,26,26,6,51,57,53,20,73,31,21,52,32,6,38,26,5,31,35,0,35,28,3,31,12,0,12,8,4,12,3,0,3,0,0,0,3,0,3,17,3,20,9,10,19,270,156,426
UCL115014,5,5,10,16,17,33,16,67,83,23,155,178,144,93,237,117,70,187,129,40,169,130,28,158,78,17,95,134,24,158,81,0,81,25,6,31,20,0,20,9,0,9,6,3,9,101,6,107,28,44,72,1062,575,1637
UCL115015,6,3,9,8,11,19,16,32,48,24,86,110,106,79,185,114,39,153,93,29,122,76,23,99,67,13,80,95,18,113,60,0,60,21,6,27,9,0,9,10,0,10,4,0,4,81,6,87,6,27,33,796,372,1168
UCL115016,3,4,7,9,9,18,5,25,30,9,82,91,82,36,118,60,28,88,46,12,58,52,5,57,33,3,36,27,4,31,19,0,19,11,4,15,3,0,3,4,0,4,0,3,3,36,3,39,12,7,19,411,225,636
UCL115017,5,5,10,3,8,11,3,15,18,6,48,54,45,40,85,50,29,79,45,19,64,47,13,60,48,12,60,59,3,62,41,0,41,34,9,43,29,0,29,7,0,7,7,0,7,50,3,53,9,12,21,488,216,704
UCL115018,0,0,0,8,10,18,4,18,22,5,76,81,81,30,111,42,18,60,42,14,56,26,3,29,20,3,23,17,4,21,14,0,14,6,0,6,3,0,3,0,0,0,0,0,0,24,0,24,8,12,20,300,188,488
UCL115019,3,13,16,11,9,20,3,54,57,17,151,168,110,110,220,116,68,184,128,51,179,117,46,163,94,30,124,133,41,174,80,5,85,65,23,88,45,3,48,18,0,18,12,0,12,102,12,114,8,25,33,1062,641,1703
UCL115020,0,3,3,7,5,12,6,34,40,12,104,116,81,45,126,68,39,107,53,25,78,74,25,99,60,18,78,117,11,128,61,3,64,35,8,43,34,0,34,10,0,10,17,0,17,69,4,73,10,30,40,714,354,1068
UCL115021,3,3,6,8,3,11,4,3,7,3,10,13,22,3,25,20,8,28,30,3,33,21,6,27,20,7,27,38,5,43,40,0,40,30,3,33,20,0,20,6,0,6,11,0,11,43,3,46,4,3,7,323,60,383
UCL115022,0,5,5,6,5,11,0,15,15,4,41,45,38,18,56,49,22,71,39,19,58,32,17,49,28,5,33,45,5,50,28,0,28,10,5,15,5,3,8,0,0,0,4,0,4,29,5,34,12,14,26,329,179,508
UCL115023,0,5,5,11,6,17,0,16,16,16,50,66,107,29,136,87,21,108,84,5,89,67,13,80,69,12,81,95,13,108,54,0,54,42,5,47,31,0,31,7,0,7,12,0,12,90,4,94,12,8,20,784,187,971
UCL115024,0,5,5,7,7,14,6,12,18,8,71,79,50,31,81,41,13,54,31,10,41,22,11,33,30,4,34,40,10,50,19,0,19,17,4,21,7,0,7,0,0,0,3,0,3,22,0,22,7,10,17,310,188,498
UCL115025,0,8,8,7,3,10,4,8,12,9,48,57,32,22,54,36,19,55,31,19,50,42,26,68,34,15,49,59,20,79,42,9,51,20,7,27,14,0,14,4,0,4,8,0,8,73,0,73,27,19,46,442,223,665
UCL115026,3,3,6,3,0,3,0,6,6,3,14,17,16,7,23,16,7,23,24,8,32,39,13,52,25,7,32,50,9,59,50,0,50,35,3,38,23,0,23,17,0,17,13,0,13,45,3,48,3,4,7,365,84,449
UCL115027,0,0,0,0,5,5,0,18,18,12,54,66,76,22,98,57,18,75,31,7,38,30,8,38,20,3,23,24,0,24,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,5,3,8,281,138,419
UCL115028,3,0,3,5,11,16,3,15,18,12,37,49,36,26,62,29,25,54,22,14,36,17,8,25,20,9,29,48,6,54,27,0,27,19,0,19,10,0,10,7,0,7,3,0,3,29,5,34,4,12,16,294,168,462
