region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL101001,35976,33028,69004,102596,95517,198113,33452,32558,66010,19262,18122,37384,155310,146197,301507,69221,67591,136812,34169,32936,67105,23240,22344,45584,126630,122871,249501,9697,9088,18785,6319,10549,16868,14092,7065,21157,14640,21202,35842,668,568,1236,45416,48472,93888,53858,63188,117046,16955,18145,35100,6316,7249,13565,21024,27004,48028,715,781,1496,98868,116367,215235,5987,6946,12933,7973,13749,21722,316,395,711,14276,21090,35366,144848,135145,279993,621324,623170,1244494
UCL102001,265,259,524,1083,1083,2166,377,325,702,76,74,150,1536,1482,3018,654,674,1328,413,424,837,119,123,242,1186,1221,2407,55,58,113,25,45,70,211,121,332,198,293,491,3,7,10,492,524,1016,176,248,424,120,108,228,38,62,100,268,393,661,4,0,4,606,811,1417,28,16,44,57,131,188,0,3,3,85,150,235,1222,995,2217,5392,5442,10834
UCL102002,3235,3027,6262,9219,8758,17977,1915,1893,3808,1259,1228,2487,12393,11879,24272,7356,7220,14576,1664,1593,3257,1188,1272,2460,10208,10085,20293,441,521,962,185,490,675,1429,778,2207,988,1727,2715,31,47,78,3074,3563,6637,1509,2197,3706,498,990,1488,328,404,732,876,1789,2665,18,23,41,3229,5403,8632,147,206,353,413,929,1342,11,21,32,571,1156,1727,9796,10526,20322,42506,45639,88145
UCL102003,372,351,723,1323,1295,2618,414,442,856,221,233,454,1958,1970,3928,1117,1025,2142,335,358,693,251,273,524,1703,1656,3359,81,106,187,58,126,184,172,113,285,167,352,519,6,6,12,484,703,1187,241,335,576,81,189,270,49,43,92,111,286,397,3,4,7,485,857,1342,34,57,91,74,136,210,0,0,0,108,193,301,1904,2191,4095,7014,7921,14935
UCL102004,2934,2659,5593,8959,8455,17414,2065,1957,4022,1142,1044,2186,12166,11456,23622,6547,6262,12809,1647,1661,3308,1250,1256,2506,9444,9179,18623,529,604,1133,275,492,767,1504,784,2288,1257,1663,2920,45,40,85,3610,3583,7193,3577,4542,8119,1290,1518,2808,501,679,1180,1507,2327,3834,30,34,64,6905,9100,16005,151,228,379,424,761,1185,12,13,25,587,1002,1589,8865,8790,17655,44511,45769,90280
UCL103001,2654,2542,5196,7510,6920,14430,1913,1983,3896,834,764,1598,10257,9667,19924,5533,5350,10883,1992,2092,4084,750,704,1454,8275,8146,16421,522,565,1087,281,543,824,1286,695,1981,904,1380,2284,43,33,76,3036,3216,6252,3463,3773,7236,1312,1141,2453,369,389,758,872,1417,2289,29,28,57,6045,6748,12793,157,170,327,301,677,978,9,20,29,467,867,1334,7421,7269,14690,38155,38455,76610
UCL111001,413,387,800,1048,1069,2117,525,427,952,243,289,532,1816,1785,3601,970,966,1936,261,304,565,271,251,522,1502,1521,3023,120,139,259,83,110,193,249,181,430,273,440,713,13,10,23,738,880,1618,243,639,882,89,154,243,48,74,122,141,279,420,4,8,12,525,1154,1679,39,24,63,63,117,180,0,5,5,102,146,248,1513,1524,3037,6609,7397,14006
UCL111002,726,753,1479,2199,2007,4206,649,674,1323,368,279,647,3216,2960,6176,1488,1545,3033,500,573,1073,266,249,515,2254,2367,4621,113,133,246,44,101,145,430,187,617,289,375,664,6,8,14,882,804,1686,307,494,801,85,188,273,90,118,208,232,375,607,3,3,6,717,1178,1895,42,43,85,76,174,250,0,3,3,118,220,338,2023,1979,4002,9936,10261,20197
UCL112001,334,283,617,767,718,1485,513,500,1013,95,84,179,1375,1302,2677,656,560,1216,392,291,683,150,151,301,1198,1002,2200,50,78,128,23,61,84,190,84,274,156,202,358,3,4,7,422,429,851,535,774,1309,65,107,172,43,87,130,144,267,411,3,7,10,790,1242,2032,5,7,12,27,74,101,0,6,6,32,87,119,1566,1120,2686,5717,5465,11182
UCL112002,267,232,499,790,788,1578,172,164,336,196,180,376,1158,1132,2290,533,483,1016,143,166,309,204,227,431,880,876,1756,72,74,146,50,102,152,122,53,175,171,245,416,3,4,7,418,478,896,159,173,332,79,124,203,23,21,44,153,319,472,4,0,4,418,637,1055,25,29,54,44,117,161,0,0,0,69,146,215,1181,1190,2371,4391,4691,9082
