region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL112003,11,78,1076,3449,1311,159,33,124,6241,0,107,250,118,7,0,0,21,503,0,3,0,5,0,0,0,0,8,0,110,250,123,7,0,0,21,511,0,111,129,68,5,0,0,13,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,111,135,73,5,0,0,13,337,4,6,3,7,8,0,0,4,32,0,3,3,3,0,0,0,0,9,15,308,1467,3655,1331,159,33,162,7130
UCL112004,20,102,1075,6506,3753,674,118,178,12426,7,128,849,451,43,4,0,43,1525,5,57,367,568,53,4,3,21,1078,12,185,1216,1019,96,8,3,64,2603,28,308,1139,241,13,6,10,78,1823,4,7,167,44,0,0,3,5,230,0,31,136,60,4,0,0,5,236,0,14,15,5,0,0,0,3,37,32,360,1457,350,17,6,13,91,2326,30,147,198,35,8,4,0,13,435,0,0,4,5,0,0,0,0,9,94,794,3950,7915,3874,692,134,346,17799
UCL112005,9,38,725,4713,3660,434,78,166,9823,3,73,461,160,32,3,0,26,758,0,4,15,11,9,0,0,0,39,3,77,476,171,41,3,0,26,797,18,249,787,59,5,0,0,45,1163,0,7,13,0,0,0,0,0,20,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,256,816,59,5,0,0,45,1199,10,19,30,16,3,0,0,25,103,0,0,0,0,0,0,0,0,0,40,390,2047,4959,3709,437,78,262,11922
UCL112006,7,62,933,3721,1948,263,50,133,7117,3,54,228,158,32,3,0,13,491,0,4,31,21,5,0,0,0,61,3,58,259,179,37,3,0,13,552,4,82,245,31,0,0,0,13,375,0,7,26,3,0,0,0,0,36,0,19,7,3,0,0,0,7,36,0,0,3,0,0,0,0,0,3,4,108,281,37,0,0,0,20,450,20,42,27,24,7,3,3,3,129,0,0,0,0,0,0,0,0,0,34,270,1500,3961,1992,269,53,169,8248
UCL112007,14,58,911,4659,2161,401,84,136,8424,7,61,357,168,8,0,4,33,638,4,11,90,119,18,0,0,5,247,11,72,447,287,26,0,4,38,885,12,164,661,164,9,4,0,30,1044,3,30,36,0,0,0,0,7,76,0,0,33,4,0,0,0,9,46,3,15,11,13,4,0,0,0,46,18,209,741,181,13,4,0,46,1212,43,93,67,24,6,4,0,18,255,4,0,0,0,0,0,0,0,4,90,432,2166,5151,2206,409,88,238,10780
UCL112008,0,11,50,365,199,20,5,30,680,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,26,4,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,31,4,0,0,0,3,44,0,0,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,17,93,369,199,20,5,33,736
UCL112009,13,68,710,4283,3114,444,62,151,8845,0,75,338,247,53,3,0,27,743,0,4,20,30,3,4,0,0,61,0,79,358,277,56,7,0,27,804,11,193,508,46,3,0,3,31,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,0,3,20,11,201,511,49,3,3,3,34,815,16,56,82,15,0,0,0,10,179,0,0,0,3,3,0,0,0,6,40,404,1661,4627,3176,454,65,222,10649
UCL112010,11,81,1022,5774,3304,477,88,207,10964,3,82,547,224,18,4,0,40,918,0,24,23,8,0,0,0,3,58,3,106,570,232,18,4,0,43,976,16,257,361,63,3,3,12,28,743,0,0,22,5,0,0,0,0,27,0,12,8,0,0,0,0,0,20,0,8,7,0,0,0,0,0,15,16,277,398,68,3,3,12,28,805,4,34,21,8,5,0,0,26,98,0,0,3,0,4,0,0,0,7,34,498,2014,6082,3334,484,100,304,12850
UCL112011,14,62,1010,5773,3546,641,99,132,11277,5,80,951,831,34,4,3,62,1970,7,187,191,321,62,8,0,11,787,12,267,1142,1152,96,12,3,73,2757,3,227,672,161,9,3,0,107,1182,0,23,431,70,0,3,0,17,544,3,35,435,246,8,0,4,15,746,3,8,6,3,0,0,0,0,20,9,293,1544,480,17,6,4,139,2492,16,102,265,45,9,0,0,21,458,0,0,4,6,0,0,0,0,10,51,724,3965,7456,3668,659,106,365,16994
UCL112012,10,91,969,6214,3371,485,86,217,11443,4,90,361,81,8,0,0,36,580,0,19,63,42,24,0,0,31,179,4,109,424,123,32,0,0,67,759,5,252,852,160,15,5,0,80,1369,0,11,21,3,0,0,0,3,38,0,0,15,0,0,0,0,0,15,0,3,0,4,0,0,0,0,7,5,266,888,167,15,5,0,83,1429,3,11,8,4,5,0,7,21,59,0,5,11,5,0,0,0,0,21,22,482,2300,6513,3423,490,93,388,13711
UCL112013,18,73,1209,7404,4902,825,116,248,14795,4,77,361,124,7,0,0,26,599,0,10,83,53,3,6,0,5,160,4,87,444,177,10,6,0,31,759,11,193,1607,141,3,4,3,75,2037,0,21,43,8,0,0,0,5,77,0,7,13,9,0,0,0,3,32,3,6,4,0,3,0,0,0,16,14,227,1667,158,6,4,3,83,2162,0,18,28,18,8,0,0,6,78,0,0,10,5,5,0,0,0,20,36,405,3358,7762,4931,835,119,368,17814
UCL113001,4,55,593,2970,1521,278,73,102,5596,0,49,261,82,12,5,4,13,426,0,8,24,21,0,0,3,0,56,0,57,285,103,12,5,7,13,482,8,189,538,112,14,0,3,35,899,0,7,23,4,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,8,206,561,116,14,0,3,38,946,9,11,11,5,3,0,0,3,42,0,0,3,5,3,0,0,0,11,21,329,1453,3199,1553,283,83,156,7077
UCL113002,12,64,431,2143,1004,151,27,63,3895,0,45,397,331,16,0,0,16,805,0,9,162,177,10,0,3,9,370,0,54,559,508,26,0,3,25,1175,3,194,780,473,21,3,3,47,1524,0,7,33,22,0,0,0,0,62,0,0,28,13,0,4,0,0,45,3,6,7,0,0,0,0,0,16,6,207,848,508,21,7,3,47,1647,8,70,108,18,4,3,0,13,224,0,0,0,0,0,0,3,0,3,26,395,1946,3177,1055,161,36,148,6944
UCL113003,3,35,364,1715,978,172,37,57,3361,0,48,117,118,5,0,0,20,308,0,12,68,88,14,5,0,6,193,0,60,185,206,19,5,0,26,501,0,50,322,128,13,0,0,26,539,0,0,6,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,14,0,53,335,136,13,0,0,29,566,0,22,31,9,0,0,0,9,71,0,0,0,0,0,0,0,0,0,3,170,915,2066,1010,177,37,121,4499
UCL113004,8,86,697,2682,2337,468,104,110,6492,5,54,228,249,137,16,4,18,711,0,0,46,100,9,4,0,5,164,5,54,274,349,146,20,4,23,875,6,34,114,29,0,0,0,9,192,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,9,0,0,0,0,0,0,9,6,43,125,29,0,0,0,9,212,7,24,12,4,4,0,0,3,54,0,0,4,3,0,0,0,0,7,26,207,1112,3067,2487,488,108,145,7640
UCL113005,8,103,1427,3993,1065,155,37,198,6986,0,15,41,14,0,0,0,5,75,0,0,0,0,0,0,0,0,0,0,15,41,14,0,0,0,5,75,15,34,114,40,9,0,3,28,243,0,0,0,0,0,0,0,0,0,0,0,13,35,10,0,3,6,67,0,0,0,0,4,0,0,0,4,15,34,127,75,23,0,6,34,314,0,7,4,5,0,5,0,4,25,0,0,3,0,0,0,3,0,6,23,159,1602,4087,1088,160,46,241,7406
UCL113006,0,10,257,764,323,33,3,24,1414,0,0,11,6,0,0,0,0,17,0,0,5,0,0,0,0,0,5,0,0,16,6,0,0,0,0,22,0,12,134,34,3,0,0,14,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,134,34,3,0,0,14,197,3,7,20,8,3,0,0,3,44,0,0,4,5,0,0,0,0,9,3,29,431,817,329,33,3,41,1686
UCL113007,4,39,473,2857,1442,187,29,77,5108,5,71,576,586,14,4,0,50,1306,0,47,120,88,6,3,0,14,278,5,118,696,674,20,7,0,64,1584,3,88,328,188,3,3,0,27,640,0,12,182,36,3,0,0,5,238,0,14,232,57,0,0,0,12,315,0,7,4,6,0,0,0,0,17,3,121,746,287,6,3,0,44,1210,8,59,155,21,4,4,0,12,263,0,0,3,5,0,0,0,0,8,20,337,2073,3844,1472,201,29,197,8173
UCL113008,10,55,787,2823,1254,231,48,124,5332,6,24,109,64,4,0,0,6,213,0,5,50,69,9,0,0,10,143,6,29,159,133,13,0,0,16,356,5,126,320,91,9,0,3,21,575,0,3,15,0,0,0,0,0,18,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,129,338,91,9,0,3,21,596,15,36,22,12,4,0,0,6,95,0,12,3,6,3,0,0,0,24,36,261,1309,3065,1283,231,51,167,6403
UCL113009,12,98,499,2552,1574,185,24,128,5072,4,29,172,202,19,3,0,13,442,0,0,46,8,4,0,0,0,58,4,29,218,210,23,3,0,13,500,3,64,292,112,40,3,3,36,553,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,64,295,112,40,3,6,36,559,6,25,0,4,0,0,0,5,40,0,0,0,0,0,0,0,0,0,25,216,1012,2878,1637,191,30,182,6171
UCL113010,3,56,581,1784,627,80,25,58,3214,7,35,64,70,41,3,3,6,229,0,15,5,3,0,0,0,0,23,7,50,69,73,41,3,3,6,252,3,50,136,16,0,0,0,6,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,136,16,0,0,0,6,211,14,23,4,3,0,0,0,7,51,0,0,0,0,3,3,0,0,6,27,179,790,1876,671,86,28,77,3734
UCL113011,7,21,276,1737,1351,280,44,41,3757,0,6,84,103,9,0,0,3,205,0,11,109,214,22,0,0,6,362,0,17,193,317,31,0,0,9,567,5,27,114,41,3,3,0,5,198,0,5,104,24,0,0,0,8,141,0,55,77,26,0,0,0,9,167,0,8,3,0,0,0,0,0,11,5,95,298,91,3,3,0,22,517,0,3,20,11,0,0,4,0,38,0,0,0,4,0,0,0,0,4,12,136,787,2160,1385,283,48,72,4883
UCL113012,3,61,899,2553,750,105,12,112,4495,0,17,149,53,0,0,0,10,229,0,3,17,14,0,0,0,3,37,0,20,166,67,0,0,0,13,266,3,59,75,6,3,0,0,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,75,6,3,0,0,4,150,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,9,145,1140,2626,753,105,12,133,4923
UCL113013,4,60,845,2082,699,97,32,94,3913,0,31,227,106,6,0,3,15,388,0,3,5,17,0,0,0,0,25,0,34,232,123,6,0,3,15,413,12,54,57,21,0,0,0,10,154,0,5,15,12,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,72,33,0,0,0,15,191,0,7,11,13,4,0,0,26,61,0,0,3,0,0,0,3,0,6,16,160,1163,2251,709,97,38,150,4584
UCL113014,11,119,898,2486,1794,304,72,95,5779,0,8,117,139,5,0,3,6,278,0,0,4,12,0,0,0,0,16,0,8,121,151,5,0,3,6,294,0,31,155,23,3,0,0,9,221,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,13,0,38,161,23,6,0,0,9,237,8,26,30,4,0,0,0,5,73,0,0,0,0,0,0,0,0,0,19,191,1210,2664,1805,304,75,115,6383
UCL113015,0,45,284,1757,1158,165,23,65,3497,0,15,44,49,4,0,0,0,112,0,3,20,5,0,4,0,0,32,0,18,64,54,4,4,0,0,144,3,82,131,50,12,0,3,16,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,131,50,12,0,3,16,297,5,18,14,3,0,0,0,4,44,0,0,15,0,0,0,0,0,15,8,163,508,1864,1174,169,26,85,3997
UCL113016,0,25,207,1262,1085,203,29,30,2841,0,21,97,239,57,0,0,14,428,4,20,75,335,90,3,3,5,535,4,41,172,574,147,3,3,19,963,0,27,74,93,16,3,0,3,216,0,7,60,28,3,0,0,0,98,0,4,46,33,6,3,0,3,95,0,3,3,0,0,0,0,3,9,0,41,183,154,25,6,0,9,418,0,0,9,0,6,0,0,0,15,0,3,3,3,0,0,0,0,9,4,110,574,1993,1263,212,32,58,4246
UCL113017,5,47,457,1694,938,150,24,65,3380,0,18,104,38,7,0,0,10,177,0,0,0,0,0,0,0,0,0,0,18,104,38,7,0,0,10,177,0,41,77,15,3,0,0,14,150,0,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,4,49,82,15,3,0,0,14,167,7,11,11,0,4,0,0,7,40,0,0,0,0,0,0,3,0,3,16,125,654,1747,952,150,27,96,3767
UCL113018,3,31,327,2266,1206,140,20,81,4074,3,15,246,75,32,3,0,8,382,0,3,84,30,3,0,0,4,124,3,18,330,105,35,3,0,12,506,0,58,98,10,3,0,0,13,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,98,10,3,0,0,13,182,6,52,47,6,0,0,0,8,119,0,3,0,0,0,0,0,0,3,12,162,802,2387,1244,143,20,114,4884
UCL113019,4,22,309,1966,1533,211,39,53,4137,0,8,101,168,17,3,0,0,297,0,4,49,29,11,4,0,0,97,0,12,150,197,28,7,0,0,394,3,66,219,49,4,0,0,9,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,3,69,219,49,8,0,0,9,357,15,54,16,7,0,0,0,4,96,0,0,3,0,0,0,0,0,3,22,157,697,2219,1569,218,39,66,4987
