region_id,M_EO_bf1996,M_EO_1996_2000,M_EO_2001_2005,M_E_2006,M_E_2007,M_E_2008,M_E_2009,M_E_2010,M_E_2011,M_EO_arrival_ns,M_E_Tot,M_SOL_SE_V_wll_wll_Bf_1996,M_SOL_SE_VW_W_1996_2000,M_SOL_SE_VW_W_2001_2005,M_SOL_SE_VW_W_2006,M_SOL_SE_VW_W_2007,M_SOL_SE_VW_W_2008,M_SOL_SE_VW_W_2009,M_SOL_SE_VW_W_2010,M_SOL_SE_VW_W_2011,M_SOL_SE_VW_W_Y_a_ns,M_SOL_SE_VW_W_Y_a_Total,M_SOL_SE_NW_NA_bf1996,M_SOL_SE_NW_NA_1996_2000,M_SOL_SE_NW_NA_2001_2005,M_SOL_SE_NW_NA_2006,M_SOL_SE_NW_NA_2007,M_SOL_SE_NW_NA_2008,M_SOL_SE_NW_NA_2009,M_SOL_SE_NW_NA_2010,M_SOL_SE_NW_NA_2011,M_SOL_SE_NW_NA_arrval_ns,M_SOL_SE_NW_NA_Total,M_SOL_SE_PE_ns_bf1996,M_SOL_SE_PE_ns_1996_2000,M_SOL_SE_PE_ns_2001_2005,M_SOL_SE_PE_ns_2006,M_SOL_SE_PE_ns_2007,M_SOL_SE_PE_ns_2008,M_SOL_SE_PE_ns_2009,M_SOL_SE_PE_ns_2010,M_SOL_SE_PE_ns_2011,M_SOL_SE_PE_ns_arrival_ns,M_SOL_SE_PE_ns_arvl_Total,M_SOL_SE_Tot_bf1996,M_SOL_SE_Tot_1996_2000,M_SOL_SE_Tot_2001_2005,M_SOL_SE_Tot_2006,M_SOL_SE_Tot_2007,M_SOL_SE_Tot_2008,M_SOL_SE_Tot_2009,M_SOL_SE_Tot_2010,M_SOL_SE_Tot_2011,M_SOL_SE_Tot_arrival_ns,M_SOL_SE_Tot_Total,M_L_prof_Eng_ns_bf1996,M_L_prof_Eng_ns_1996_2000,M_L_prof_Eng_ns_2001_2005,M_L_prof_Eng_ns_2006,M_L_prof_Eng_ns_2007,M_L_prof_Eng_ns_2008,M_L_prof_Eng_ns_2009,M_L_prof_Eng_ns_2010,M_L_prof_Eng_ns_2011,M_L_prof_Eng_ns_arrival_ns,M_L_prof_Eng_ns_Total,M_Tot_bf1996,M_Tot_1996_2000,M_Tot_2001_2005,M_Tot_2006,M_Tot_2007,M_Tot_2008,M_Tot_2009,M_Tot_2010,M_Tot_2011,M_Tot_Yr_arrival_not_stated,M_Tot_Total,F_EO_bf1996,F_EO_1996_2000,F_EO_2001_2005,F_E_2006,F_E_2007,F_E_2008,F_E_2009,F_E_2010,F_E_2011,F_EO_arrival_ns,F_E_Tot,F_SOL_SE_V_wll_wll_Bf_1996,F_SOL_SE_VW_W_1996_2000,F_SOL_SE_VW_W_2001_2005,F_SOL_SE_VW_W_2006,F_SOL_SE_VW_W_2007,F_SOL_SE_VW_W_2008,F_SOL_SE_VW_W_2009,F_SOL_SE_VW_W_2010,F_SOL_SE_VW_W_2011,F_SOL_SE_VW_W_Y_a_ns,F_SOL_SE_VW_W_Y_a_Total,F_SOL_SE_NW_NA_bf1996,F_SOL_SE_NW_NA_1996_2000,F_SOL_SE_NW_NA_2001_2005,F_SOL_SE_NW_NA_2006,F_SOL_SE_NW_NA_2007,F_SOL_SE_NW_NA_2008,F_SOL_SE_NW_NA_2009,F_SOL_SE_NW_NA_2010,F_SOL_SE_NW_NA_2011,F_SOL_SE_NW_NA_arrval_ns,F_SOL_SE_NW_NA_Total,F_SOL_SE_PE_ns_bf1996,F_SOL_SE_PE_ns_1996_2000,F_SOL_SE_PE_ns_2001_2005,F_SOL_SE_PE_ns_2006,F_SOL_SE_PE_ns_2007,F_SOL_SE_PE_ns_2008,F_SOL_SE_PE_ns_2009,F_SOL_SE_PE_ns_2010,F_SOL_SE_PE_ns_2011,F_SOL_SE_PE_ns_arrival_ns,F_SOL_SE_PE_ns_arvl_Total,F_SOL_SE_Tot_bf1996,F_SOL_SE_Tot_1996_2000,F_SOL_SE_Tot_2001_2005,F_SOL_SE_Tot_2006,F_SOL_SE_Tot_2007,F_SOL_SE_Tot_2008,F_SOL_SE_Tot_2009,F_SOL_SE_Tot_2010,F_SOL_SE_Tot_2011,F_SOL_SE_Tot_arrival_ns,F_SOL_SE_Tot_Total,F_L_prof_Eng_ns_bf1996,F_L_prof_Eng_ns_1996_2000,F_L_prof_Eng_ns_2001_2005,F_L_prof_Eng_ns_2006,F_L_prof_Eng_ns_2007,F_L_prof_Eng_ns_2008,F_L_prof_Eng_ns_2009,F_L_prof_Eng_ns_2010,F_L_prof_Eng_ns_2011,F_L_prof_Eng_ns_arrival_ns,F_L_prof_Eng_ns_Total,F_Tot_bf1996,F_Tot_1996_2000,F_Tot_2001_2005,F_Tot_2006,F_Tot_2007,F_Tot_2008,F_Tot_2009,F_Tot_2010,F_Tot_2011,F_Tot_Yr_arrival_not_stated,F_Tot_Total,P_EO_bf1996,P_EO_1996_2000,P_EO_2001_2005,P_EO_2006,P_EO_2007,P_EO_2008,P_EO_2009,P_EO_2010,P_EO_2011,P_EO_arrival_ns,P_EO_Tot,P_SOL_SE_V_wll_wll_Bf_1996,P_SOL_SE_VW_W_1996_2000,P_SOL_SE_VW_W_2001_2005,P_SOL_SE_VW_W_2006,P_SOL_SE_VW_W_2007,P_SOL_SE_VW_W_2008,P_SOL_SE_VW_W_2009,P_SOL_SE_VW_W_2010,P_SOL_SE_VW_W_2011,P_SOL_SE_VW_W_Y_a_ns,P_SOL_SE_VW_W_Y_a_Total,P_SOL_SE_NW_NA_bf1996,P_SOL_SE_NW_NA_1996_2000,P_SOL_SE_NW_NA_2001_2005,P_SOL_SE_NW_NA_2006,P_SOL_SE_NW_NA_2007,P_SOL_SE_NW_NA_2008,P_SOL_SE_NW_NA_2009,P_SOL_SE_NW_NA_2010,P_SOL_SE_NW_NA_2011,P_SOL_SE_NW_NA_arrval_ns,P_SOL_SE_NW_NA_Total,P_SOL_SE_PE_ns_bf1996,P_SOL_SE_PE_ns_1996_2000,P_SOL_SE_PE_ns_2001_2005,P_SOL_SE_PE_ns_2006,P_SOL_SE_PE_ns_2007,P_SOL_SE_PE_ns_2008,P_SOL_SE_PE_ns_2009,P_SOL_SE_PE_ns_2010,P_SOL_SE_PE_ns_2011,P_SOL_SE_PE_ns_arrival_ns,P_SOL_SE_PE_ns_arvl_Total,P_SOL_SE_Tot_bf1996,P_SOL_SE_Tot_1996_2000
UCL101001,132163,21265,23573,5605,6185,6814,6116,6920,4249,8870,221760,188208,45201,55162,14991,18697,19865,16185,12454,6105,12169,389037,41533,8370,7076,1991,2404,3254,4073,4011,2814,4919,80445,512,81,95,36,37,35,36,44,56,2069,3001,230253,53652,62333,17018,21138,23154,20294,16509,8975,19157,472483,1411,344,442,109,147,260,187,166,95,514,3675,363827,75261,86348,22732,27470,30228,26597,23595,13319,28541,697918,127258,19590,22104,5223,5725,6378,5982,6714,4013,8645,211632,189181,47416,56857,15276,17173,19634,17204,13771,7003,12179,395694,61203,14234,11940,3227,3647,4637,5426,5274,3699,7353,120640,600,98,105,35,24,33,45,62,52,810,1864,250984,61748,68902,18538,20844,24304,22675,19107,10754,20342,518198,1819,468,503,160,125,180,207,146,115,669,4392,380061,81806,91509,23921,26694,30862,28864,25967,14882,29656,734222,259421,40855,45677,10828,11910,13192,12098,13634,8262,17515,433392,377389,92617,112019,30267,35870,39499,33389,26225,13108,24348,784731,102736,22604,19016,5218,6051,7891,9499,9285,6513,12272,201085,1112,179,200,71,61,68,81,106,108,2879,4865,481237,115400
UCL102001,1111,97,111,36,37,42,35,42,26,81,1618,801,84,167,73,74,123,90,64,35,50,1561,140,8,12,6,16,8,14,10,16,10,240,4,0,3,0,0,0,0,3,0,0,10,945,92,182,79,90,131,104,77,51,60,1811,15,0,3,0,3,0,0,0,0,0,21,2071,189,296,115,130,173,139,119,77,141,3450,1022,101,106,37,33,37,41,40,22,62,1501,811,108,164,65,61,107,115,71,35,40,1577,182,12,11,4,11,15,12,21,22,17,307,3,0,0,0,0,0,0,0,0,3,6,996,120,175,69,72,122,127,92,57,60,1890,9,0,0,0,0,0,3,0,3,4,19,2027,221,281,106,105,159,171,132,82,126,3410,2133,198,217,73,70,79,76,82,48,143,3119,1612,192,331,138,135,230,205,135,70,90,3138,322,20,23,10,27,23,26,31,38,27,547,7,0,3,0,0,0,0,3,0,3,16,1941,212
UCL102002,11391,1011,1147,285,267,271,236,210,115,742,15675,2328,351,426,110,140,165,100,92,48,135,3895,231,40,22,15,12,19,16,23,11,43,432,42,0,9,0,0,0,0,0,3,29,83,2601,391,457,125,152,184,116,115,62,207,4410,28,4,0,0,0,4,0,0,0,11,47,14020,1406,1604,410,419,459,352,325,177,960,20132,11803,1044,1183,299,251,263,226,193,71,828,16161,2741,511,612,145,180,193,167,104,71,169,4893,304,69,71,17,20,40,26,46,18,63,674,69,0,0,0,0,0,0,0,0,49,118,3114,580,683,162,200,233,193,150,89,281,5685,26,6,3,0,0,3,4,0,0,4,46,14943,1630,1869,461,451,499,423,343,160,1113,21892,23194,2055,2330,584,518,534,462,403,186,1570,31836,5069,862,1038,255,320,358,267,196,119,304,8788,535,109,93,32,32,59,42,69,29,106,1106,111,0,9,0,0,0,0,0,3,78,201,5715,971
UCL102003,2593,281,271,51,87,76,66,59,21,168,3673,280,38,58,27,29,50,53,36,20,31,622,21,4,3,0,3,0,5,8,4,9,57,14,0,0,0,0,0,0,0,0,7,21,315,42,61,27,32,50,58,44,24,47,700,6,0,0,4,0,0,3,0,0,0,13,2914,323,332,82,119,126,127,103,45,215,4386,2826,259,291,68,81,69,58,56,32,217,3957,378,60,99,36,46,48,62,46,10,37,822,33,9,13,7,4,8,4,12,5,5,100,15,0,0,0,0,0,3,0,0,10,28,426,69,112,43,50,56,69,58,15,52,950,3,0,0,0,0,3,0,0,0,3,9,3255,328,403,111,131,128,127,114,47,272,4916,5419,540,562,119,168,145,124,115,53,385,7630,658,98,157,63,75,98,115,82,30,68,1444,54,13,16,7,7,8,9,20,9,14,157,29,0,0,0,0,0,3,0,0,17,49,741,111
UCL102004,7093,594,742,185,178,211,225,246,141,482,10097,2463,345,597,215,269,332,348,321,167,187,5244,390,30,47,10,26,23,51,100,55,79,811,21,3,0,0,0,3,5,0,3,29,64,2874,378,644,225,295,358,404,421,225,295,6119,29,4,9,0,3,0,3,0,3,4,55,9996,976,1395,410,476,569,632,667,369,781,16271,7090,569,704,177,198,220,209,213,127,512,10019,2775,421,661,211,258,331,362,371,198,231,5819,590,71,66,22,28,37,81,104,72,103,1174,26,5,5,0,0,0,0,0,0,36,72,3391,497,732,233,286,368,443,475,270,370,7065,22,6,8,0,0,3,6,6,6,33,90,10503,1072,1444,410,484,591,658,694,403,915,17174,14183,1163,1446,362,376,431,434,459,268,994,20116,5238,766,1258,426,527,663,710,692,365,418,11063,980,101,113,32,54,60,132,204,127,182,1985,47,8,5,0,0,3,5,0,3,65,136,6265,875
UCL103001,10049,532,568,157,157,171,154,149,104,558,12599,6324,502,639,186,307,431,572,544,261,323,10089,1527,107,96,20,46,69,152,168,89,147,2421,47,0,0,3,3,0,6,5,0,26,90,7898,609,735,209,356,500,730,717,350,496,12600,63,7,3,4,3,6,3,7,6,7,109,18010,1148,1306,370,516,677,887,873,460,1061,25308,10239,507,597,160,156,174,152,119,118,592,12814,6529,591,762,216,277,380,415,437,216,346,10169,2387,151,120,29,63,76,138,167,79,222,3432,66,0,6,0,0,0,3,7,0,38,120,8982,742,888,245,340,456,556,611,295,606,13721,68,7,7,0,9,3,3,6,3,16,122,19289,1256,1492,405,505,633,711,736,416,1214,26657,20288,1039,1165,317,313,345,306,268,222,1150,25413,12853,1093,1401,402,584,811,987,981,477,669,20258,3914,258,216,49,109,145,290,335,168,369,5853,113,0,6,3,3,0,9,12,0,64,210,16880,1351
UCL111001,1008,70,96,18,25,22,20,37,23,69,1388,270,32,85,83,77,51,84,42,21,20,765,31,3,3,3,3,11,20,20,26,8,128,0,3,3,3,0,0,0,0,0,3,12,301,38,91,89,80,62,104,62,47,31,905,7,0,0,0,3,0,3,0,3,5,21,1316,108,187,107,108,84,127,99,73,105,2314,1034,67,83,23,27,27,20,26,19,75,1401,309,47,70,54,47,66,85,50,31,39,798,47,3,5,4,3,6,28,31,29,16,172,4,0,0,0,0,4,0,0,0,3,11,360,50,75,58,50,76,113,81,60,58,981,3,0,0,0,0,0,0,0,0,4,7,1397,117,158,81,77,103,133,107,79,137,2389,2042,137,179,41,52,49,40,63,42,144,2789,579,79,155,137,124,117,169,92,52,59,1563,78,6,8,7,6,17,48,51,55,24,300,4,3,3,3,0,4,0,0,0,6,23,661,88
UCL111002,1299,112,148,39,46,42,27,26,13,95,1847,242,42,86,51,28,37,28,30,9,17,570,35,6,16,4,4,8,3,3,8,4,91,5,0,0,0,0,0,0,0,0,5,10,282,48,102,55,32,45,31,33,17,26,671,0,0,0,0,3,0,0,0,0,0,3,1581,160,250,94,81,87,58,59,30,121,2521,1254,98,102,49,39,47,31,25,13,92,1750,336,71,106,40,40,46,31,26,8,19,723,65,6,12,6,10,0,0,8,8,5,120,3,0,3,0,0,0,0,0,0,3,9,404,77,121,46,50,46,31,34,16,27,852,3,0,3,3,0,0,0,0,0,0,9,1661,175,226,98,89,93,62,59,29,119,2611,2553,210,250,88,85,89,58,51,26,187,3597,578,113,192,91,68,83,59,56,17,36,1293,100,12,28,10,14,8,3,11,16,9,211,8,0,3,0,0,0,0,0,0,8,19,686,125
UCL112001,619,63,66,23,23,13,24,21,16,35,903,125,30,60,15,14,9,23,11,13,22,322,17,4,0,0,0,7,0,0,0,4,32,3,0,0,0,0,0,0,0,0,135,138,145,34,60,15,14,16,23,11,13,161,492,0,3,0,0,0,0,0,0,0,0,3,764,100,126,38,37,29,47,32,29,196,1398,581,52,64,13,19,12,22,12,10,40,825,142,39,44,15,17,20,13,11,11,15,327,20,4,6,0,0,0,4,7,0,7,48,3,0,0,0,0,0,0,0,0,0,3,165,43,50,15,17,20,17,18,11,22,378,3,0,0,0,0,0,0,0,0,3,6,749,95,114,28,36,32,39,30,21,65,1209,1200,115,130,36,42,25,46,33,26,75,1728,267,69,104,30,31,29,36,22,24,37,649,37,8,6,0,0,7,4,7,0,11,80,6,0,0,0,0,0,0,0,0,135,141,310,77
UCL112002,1651,87,84,15,20,9,22,13,5,79,1985,318,27,43,7,13,18,18,17,11,14,486,17,0,5,3,0,6,0,3,0,4,38,6,0,0,0,0,0,0,0,0,0,6,341,27,48,10,13,24,18,20,11,18,530,0,0,0,0,0,0,0,0,0,3,3,1992,114,132,25,33,33,40,33,16,100,2518,1721,114,89,27,14,14,19,3,12,73,2086,411,46,69,15,18,17,27,20,9,9,641,27,6,3,3,3,0,5,3,3,4,57,4,0,3,0,0,0,0,0,0,4,11,442,52,75,18,21,17,32,23,12,17,709,6,0,0,0,0,0,0,0,0,0,6,2169,166,164,45,35,31,51,26,24,90,2801,3372,201,173,42,34,23,41,16,17,152,4071,729,73,112,22,31,35,45,37,20,23,1127,44,6,8,6,3,6,5,6,3,8,95,10,0,3,0,0,0,0,0,0,4,17,783,79
