region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL101001,780082,2408024,73281,171931,105175,277536,178456,449467,89464,178991,136333,280637,154006,307039,2455,5026,382258,771693,906,1404,70,140,3953,9413,4929,10957,2082,4404,1347807,3644545,94282,0,1442089,3644545
UCL102001,8882,25571,1431,2669,726,1483,2157,4152,1196,1922,789,1269,366,624,29,46,2380,3861,26,39,3,3,37,70,66,112,10,26,13495,33722,1159,0,14654,33722
UCL102002,88479,236025,8661,15184,5069,10677,13730,25861,5512,8515,1352,2320,1466,2666,228,347,8558,13848,1085,1572,4,13,162,351,1251,1936,126,244,112144,277914,16137,0,128281,277914
UCL102003,13128,34166,3407,6313,1676,3357,5083,9670,2026,3604,1074,1934,490,895,55,109,3645,6542,891,1345,3,0,30,57,924,1402,33,70,22813,51850,2747,0,25560,51850
UCL102004,94275,246416,7086,12143,4645,9705,11731,21848,7600,11739,2131,3443,1670,2917,167,290,11568,18389,399,607,4,15,279,561,682,1183,111,170,118367,288006,9825,0,128192,288006
UCL103001,66631,186396,5221,9744,5349,11657,10570,21401,6643,11249,2927,5015,2926,5504,165,306,12661,22074,799,1195,7,6,270,588,1076,1789,49,94,90987,231754,6906,0,97893,231754
UCL111001,13730,35318,947,1530,104,200,1051,1730,2911,4527,98,142,23,35,12,21,3044,4725,67,97,0,0,22,51,89,148,13,37,17927,41958,2039,0,19966,41958
UCL111002,21348,58985,1227,2143,287,533,1514,2676,1219,1955,0,0,0,0,16,29,1235,1984,67,90,0,0,72,137,139,227,4,12,24240,63884,1571,0,25811,63884
UCL112001,9183,24509,803,1422,196,392,999,1814,817,1210,34,47,5,7,34,81,890,1345,20,30,3,0,13,27,36,57,19,31,11127,27756,995,0,12122,27756
UCL112002,10000,23721,509,884,165,311,674,1195,313,435,47,77,5,8,54,92,419,612,8,10,0,0,15,21,23,31,9,18,11125,25577,2044,0,13169,25577
UCL112003,6241,16374,506,846,9,13,515,859,327,498,0,0,0,0,9,31,336,529,20,36,3,6,11,20,34,62,4,22,7130,17846,573,0,7703,17846
UCL112004,12426,32820,1525,2641,1078,2134,2603,4775,1822,2967,231,392,235,407,37,58,2325,3824,397,603,0,0,34,60,431,663,10,14,17795,42096,1867,0,19662,42096
UCL112005,9820,26589,757,1277,40,94,797,1371,1162,1661,21,26,16,24,0,8,1199,1719,53,89,0,0,52,102,105,191,3,8,11924,29878,1070,0,12994,29878
UCL112006,7117,17576,491,867,62,128,553,995,376,530,34,51,38,45,0,0,448,626,74,99,0,7,52,114,126,220,4,11,8248,19428,898,0,9146,19428
UCL112007,8423,21700,639,1055,246,463,885,1518,1045,1669,75,104,47,60,45,59,1212,1892,196,282,6,8,55,99,257,389,3,3,10780,25502,872,0,11652,25502
UCL112008,681,1861,3,3,0,0,3,3,36,61,0,0,6,9,0,0,42,70,9,11,0,0,0,0,9,11,3,6,738,1951,57,0,795,1951
UCL112009,8846,22697,742,1406,62,120,804,1526,796,1113,0,0,0,0,17,30,813,1143,165,246,0,0,14,20,179,266,6,16,10648,25648,915,0,11563,25648
UCL112010,10965,28819,919,1553,57,91,976,1644,743,1024,28,36,19,31,15,25,805,1116,45,56,4,5,47,85,96,146,8,8,12850,31733,1244,0,14094,31733
UCL112011,11278,28740,1971,3414,785,1443,2756,4857,1183,1801,543,882,745,1301,18,24,2489,4008,308,479,0,0,150,236,458,715,13,24,16994,38344,2002,0,18996,38344
UCL112012,11445,29398,579,867,179,323,758,1190,1371,2081,38,55,14,28,7,9,1430,2173,38,51,3,3,19,40,60,94,21,45,13714,32900,1198,0,14912,32900
UCL112013,14796,39165,599,947,159,296,758,1243,2038,3202,79,116,32,42,14,23,2163,3383,8,12,8,28,62,123,78,163,21,33,17816,43987,1819,0,19635,43987
UCL113001,5595,14100,427,703,58,94,485,797,899,1506,36,68,0,3,11,18,946,1595,31,48,0,0,12,24,43,72,12,25,7081,16589,844,0,7925,16589
UCL113002,3894,9377,806,1458,369,740,1175,2198,1522,2576,65,124,45,83,16,14,1648,2797,213,311,3,3,9,28,225,342,3,5,6945,14719,742,0,7687,14719
UCL113003,3361,8144,308,532,192,316,500,848,541,857,14,29,0,0,11,20,566,906,56,84,3,0,15,29,74,113,0,0,4501,10011,1756,0,6257,10011
UCL113004,6493,15790,711,1384,164,296,875,1680,192,270,0,0,10,14,10,12,212,296,39,52,0,0,17,31,56,83,6,18,7642,17867,1177,0,8819,17867
UCL113005,6988,15881,74,104,0,0,74,104,243,393,0,0,67,143,3,7,313,543,18,36,0,0,8,22,26,58,6,14,7407,16600,1497,0,8904,16600
UCL113006,1414,3320,16,24,5,14,21,38,198,293,0,0,0,0,0,0,198,293,36,66,0,0,7,13,43,79,8,19,1684,3749,261,0,1945,3749
UCL113007,5108,11992,1307,2189,278,529,1585,2718,639,1049,239,397,314,496,17,35,1209,1977,233,368,0,0,31,68,264,436,9,14,8175,17137,2296,0,10471,17137
UCL113008,5332,13467,213,318,142,288,355,606,578,863,17,23,0,3,3,9,598,898,67,89,3,3,27,64,97,156,22,32,6404,15159,620,0,7024,15159
UCL113009,5070,13793,442,889,59,139,501,1028,552,1155,3,3,0,0,4,8,559,1166,34,47,3,4,3,15,40,66,0,3,6170,16056,677,0,6847,16056
UCL113010,3214,8216,229,467,22,29,251,496,211,311,0,0,0,0,0,0,211,311,50,74,0,0,4,6,54,80,4,14,3734,9117,350,0,4084,9117
UCL113011,3757,10074,205,389,362,714,567,1103,198,333,141,230,167,225,10,15,516,803,10,14,0,0,29,63,39,77,3,8,4882,12065,912,0,5794,12065
UCL113012,4495,11727,231,442,34,61,265,503,148,229,0,0,0,0,0,0,148,229,3,5,0,0,8,13,11,18,3,4,4922,12481,341,0,5263,12481
UCL113013,3914,9189,387,643,25,44,412,687,153,213,37,54,0,0,0,0,190,267,22,35,0,0,37,72,59,107,9,10,4584,10260,453,0,5037,10260
UCL113014,5779,14596,278,442,15,44,293,486,221,321,4,5,0,0,12,19,237,345,62,83,3,3,8,10,73,96,3,9,6385,15532,932,0,7317,15532
