region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
UCL115077,25,9,61,239,340,198,252,398,138,1565
UCL115078,17,11,57,259,436,323,313,443,185,1959
UCL115079,28,10,56,132,250,162,140,199,98,981
UCL115080,37,8,61,273,430,218,233,498,192,1844
UCL115081,3,4,10,273,366,175,157,277,64,1312
UCL115082,9,4,13,325,398,197,200,295,156,1571
UCL115083,31,10,55,183,220,132,125,255,116,1031
UCL115084,25,9,47,303,502,256,255,418,138,1872
UCL115085,24,14,66,200,338,198,257,340,143,1476
UCL115086,3,0,9,413,360,122,78,203,232,1408
UCL115087,13,3,19,172,196,106,104,170,39,787
UCL115088,9,6,31,170,274,169,147,192,48,1000
UCL115089,31,22,82,493,644,375,384,644,1045,3585
UCL115090,17,7,40,159,249,128,177,248,70,1031
UCL115091,4,3,13,152,192,114,140,213,97,908
UCL115092,39,8,68,182,350,153,166,249,119,1219
UCL115093,19,3,31,196,268,144,102,156,41,907
UCL115094,67,28,129,363,516,318,337,489,193,2216
UCL115095,20,9,46,143,203,77,122,245,128,918
UCL115096,21,6,50,387,640,355,345,368,142,2237
UCL115097,13,6,34,342,546,322,325,441,102,2078
UCL115098,13,7,23,170,261,133,138,291,176,1169
UCL115099,93,25,164,299,506,268,340,584,250,2247
UCL115100,108,20,154,306,524,331,300,557,171,2189
UCL115101,15,3,44,319,459,310,230,284,113,1715
UCL115102,36,10,63,229,325,215,257,504,157,1687
UCL115103,57,52,123,142,232,135,120,226,170,1025
UCL115104,26,9,54,246,308,164,171,278,83,1250
UCL115105,38,15,88,337,476,288,281,496,178,2056
UCL115106,52,15,102,507,709,338,327,422,200,2503
UCL115107,0,0,0,242,402,176,131,114,63,1128
UCL115108,23,19,74,326,546,326,265,401,236,2100
UCL115109,71,23,136,483,667,339,369,812,386,3056
UCL115110,34,9,60,469,676,337,404,698,279,2863
UCL115111,29,8,43,237,344,183,197,433,185,1579
UCL115112,34,4,53,351,464,239,212,482,156,1904
UCL115113,25,9,59,663,969,491,424,502,197,3246
UCL115114,51,21,111,506,777,442,382,594,260,2961
UCL115115,13,11,40,574,683,341,242,473,146,2459
UCL115116,17,16,41,230,327,199,220,368,136,1480
UCL115117,56,10,97,363,454,259,267,529,193,2065
UCL115118,17,3,32,639,849,378,325,540,188,2919
UCL115119,3,0,6,190,306,172,131,142,60,1001
UCL115120,15,6,43,590,793,443,353,435,177,2791
UCL115121,44,101,182,221,327,175,183,330,362,1598
UCL115122,40,29,98,401,629,382,323,571,265,2571
UCL115123,12,8,35,690,893,475,425,621,207,3311
UCL115124,3,0,6,206,260,145,95,132,30,868
UCL115125,4,3,7,138,234,121,146,153,55,847
UCL115126,7,0,11,307,439,239,182,207,75,1449
UCL115127,92,35,180,631,1002,624,549,911,352,4069
UCL115128,5,8,22,258,328,170,101,159,74,1090
UCL115129,33,3,48,704,814,347,222,447,287,2821
UCL115130,107,32,189,352,616,376,409,781,307,2841
UCL115131,17,21,59,664,823,418,442,638,255,3240
UCL115132,45,16,94,518,776,458,427,609,212,3000
UCL115133,12,11,42,260,371,199,134,219,112,1295
UCL115134,20,9,60,256,447,288,318,368,156,1833
UCL115135,69,26,145,527,748,459,419,765,269,3187
UCL115136,59,14,103,370,573,343,378,543,224,2431
UCL115137,3,3,12,262,353,168,166,222,91,1262
UCL115138,33,24,74,417,550,290,276,422,209,2164
UCL115139,35,18,69,287,435,236,221,459,207,1845
UCL115140,37,10,62,213,289,159,118,260,114,1153
UCL115141,25,7,45,283,506,336,279,330,154,1888
UCL115142,18,20,53,338,512,270,219,393,173,1905
UCL115143,31,16,72,310,533,350,330,462,171,2156
UCL115144,11,4,27,145,311,169,130,183,83,1021
UCL115145,35,25,93,393,624,349,288,389,324,2367
UCL115146,37,11,65,221,278,160,130,339,90,1218
UCL115147,5,6,20,181,257,110,88,322,234,1192
UCL115148,4,6,19,199,217,105,92,188,51,852
UCL115149,6,3,12,253,372,162,205,291,139,1422
UCL115150,20,11,46,148,187,112,124,279,78,928
UCL115151,26,4,34,198,281,121,112,372,124,1208
UCL115152,14,0,26,206,304,154,166,305,130,1265
UCL115153,78,12,129,537,795,441,390,1004,408,3575
UCL115154,15,28,55,143,221,129,132,253,162,1040
UCL115155,16,5,30,165,225,160,196,342,90,1178
UCL115156,57,24,112,409,502,253,269,510,167,2110
UCL115157,8,4,18,354,401,205,204,312,133,1609
UCL115158,74,28,138,584,870,518,452,886,286,3596
UCL115159,9,3,28,328,496,245,229,241,116,1655
UCL115160,65,32,166,669,975,499,505,894,356,3898
UCL115161,10,64,80,228,286,184,153,259,154,1264
UCL115162,7,0,13,164,230,127,100,178,63,862
UCL115163,6,6,18,146,209,98,90,137,93,773
UCL121001,9,0,12,97,177,100,99,147,63,683
UCL121002,16,0,20,77,117,63,93,188,65,603
UCL121003,6,4,17,88,140,83,75,98,29,513
UCL121004,3,0,9,78,151,63,67,75,19,453
UCL121005,4,3,7,96,103,47,64,101,42,453
UCL121006,4,0,21,94,117,74,67,99,23,474
UCL121007,16,0,22,151,213,85,70,132,55,706
UCL121008,11,21,44,128,172,90,116,171,86,763
UCL121009,0,3,3,66,80,56,81,114,35,432
UCL121010,12,3,21,94,128,78,106,187,65,658
UCL121011,0,3,3,146,179,109,99,127,31,691
UCL121012,4,3,7,97,156,89,55,223,60,680
UCL121013,4,0,7,138,173,81,59,95,50,596
UCL121014,0,0,0,75,111,69,53,83,46,437
UCL121015,4,3,10,188,188,93,121,229,125,944
UCL121016,5,0,5,145,155,91,98,134,42,665
UCL121017,0,0,0,126,153,92,69,79,9,528
UCL121018,0,3,6,79,137,78,54,54,19,421
UCL121019,5,3,14,138,130,87,58,89,28,530
UCL121020,9,0,21,70,106,80,83,114,28,481
UCL121021,18,0,28,91,168,64,88,156,45,612
UCL121022,5,0,5,77,100,55,74,81,28,415
UCL121023,0,3,6,102,110,58,58,62,19,409
UCL121024,6,3,22,167,225,119,108,143,83,845
UCL121025,0,0,0,92,109,60,46,84,23,414
UCL121026,0,0,0,134,197,98,88,112,14,643
UCL121027,0,5,5,84,144,84,64,94,31,501
UCL121028,6,0,6,78,89,45,71,118,53,454
UCL121029,3,4,10,63,68,56,61,136,40,424
UCL121030,0,0,0,144,179,76,66,209,116,790
UCL121031,0,0,4,145,182,129,102,87,50,695
UCL121032,25,5,33,79,118,78,92,186,93,646
UCL121033,0,9,9,67,103,53,37,46,118,424
UCL121034,0,0,3,120,173,89,86,102,22,592
UCL121035,3,0,6,104,186,116,111,115,24,656
UCL121036,6,3,15,96,147,88,75,110,41,557
UCL121037,14,3,23,85,77,71,58,114,42,447
UCL121038,3,3,10,83,128,76,70,45,39,441
UCL121039,0,0,0,98,125,73,50,53,39,438
UCL121040,6,6,15,82,115,53,98,83,44,475
UCL121041,11,0,18,220,289,140,142,232,84,1107
UCL121042,3,0,9,131,122,71,72,75,33,504
UCL121043,0,0,6,83,133,71,76,73,43,479
UCL121044,7,3,19,102,182,109,79,107,36,615
UCL121045,3,0,6,77,89,57,62,102,24,411
UCL121046,6,3,19,91,129,70,61,136,54,541
UCL121047,29,9,52,125,133,111,124,176,51,720
UCL121048,12,5,24,160,185,95,103,218,69,830
UCL121049,7,6,24,125,182,89,67,140,51,654
UCL121050,0,0,15,150,202,116,112,118,33,731
UCL121051,15,0,24,99,131,93,81,157,83,644
UCL121052,0,0,0,104,154,91,70,89,68,576
UCL121053,0,0,0,106,141,90,67,86,34,524
UCL121054,5,3,14,138,153,77,126,92,59,645
UCL121055,9,3,22,85,163,104,105,99,64,620
UCL121056,0,0,0,114,129,76,70,130,25,544
UCL121057,4,0,11,207,292,198,136,165,60,1058
UCL121058,6,0,6,70,117,64,74,83,26,434
UCL121059,0,0,3,155,179,124,88,109,48,703
UCL121060,0,0,3,135,135,77,66,93,17,523
UCL121061,3,0,3,139,222,119,78,80,57,695
UCL121062,0,4,8,74,127,83,70,97,24,475
UCL121063,6,4,19,86,152,102,114,120,54,628
UCL121064,36,3,53,116,158,89,84,167,57,671
UCL121065,0,0,3,181,322,180,139,170,123,1115
UCL121066,0,0,0,91,110,72,39,42,12,366
UCL121067,3,3,6,95,151,76,29,62,16,429
UCL121068,3,0,3,81,99,46,66,96,64,452
UCL121069,8,0,12,59,107,106,77,146,49,544
UCL121070,0,3,3,85,142,66,51,52,40,436
UCL121071,31,5,36,82,102,49,44,128,20,425
UCL121072,17,8,31,118,166,77,113,183,108,765
UCL121073,0,0,0,70,102,58,63,105,34,432
UCL121074,4,0,4,100,153,71,56,91,79,550
UCL121075,0,3,3,104,127,76,66,103,37,513
UCL121076,0,0,0,82,113,64,54,90,28,431
UCL121077,0,0,0,82,120,82,56,52,19,411
UCL121078,5,0,5,87,126,66,56,70,37,442
UCL121079,0,0,0,72,135,72,46,67,12,404
UCL121080,5,0,9,141,222,118,98,126,55,760
UCL121081,7,0,10,188,193,101,91,193,68,834
UCL121082,0,6,15,140,192,106,91,96,55,680
UCL121083,0,0,5,113,160,89,70,89,24,545
UCL121084,20,6,36,109,160,85,98,178,86,716
UCL121085,0,3,6,77,108,69,71,107,34,466
UCL121086,4,0,4,81,116,51,54,73,22,397
UCL121087,3,6,15,145,191,106,77,130,41,690
UCL121088,0,0,0,68,109,63,43,57,34,374
UCL121089,3,3,9,128,178,91,92,118,47,654
UCL121090,7,0,7,110,157,80,83,92,29,551
UCL121091,4,0,4,138,213,119,117,156,68,811
UCL121092,55,23,95,177,223,147,129,261,141,1078
UCL121093,41,9,54,108,184,105,77,177,60,711
UCL121094,11,0,20,115,165,85,71,84,26,546
UCL121095,0,6,6,130,155,77,89,122,55,628
UCL121096,10,0,19,89,120,87,87,159,69,611
UCL121097,7,4,11,199,262,116,121,175,42,915
UCL121098,6,0,9,94,162,87,67,59,37,506
UCL121099,0,0,6,138,190,134,104,83,26,675
UCL121100,13,6,19,72,131,82,70,125,45,525
UCL121101,6,3,15,149,191,106,83,88,32,649
UCL121102,4,0,10,169,212,131,139,162,80,893
UCL121103,6,6,18,133,176,115,103,105,59,691
UCL121104,8,10,28,120,175,101,98,192,93,779
UCL121105,21,3,24,88,140,68,78,150,31,555
UCL121106,12,6,25,94,140,86,86,124,47,577
UCL121107,0,0,3,67,155,83,64,55,39,463
UCL121108,19,5,24,109,191,103,97,162,46,708
UCL121109,8,0,8,50,72,44,58,121,31,376
UCL121110,0,4,7,117,157,98,75,84,35,566
UCL121111,8,3,23,115,217,89,104,155,82,762
UCL121112,6,6,18,121,163,86,85,141,42,638
UCL121113,6,8,26,102,142,71,87,160,87,649
UCL121114,0,0,3,104,153,86,69,98,30,540
UCL121115,3,0,9,76,101,50,56,101,37,421
UCL121116,0,0,0,92,132,76,46,71,19,436
UCL121117,5,3,11,66,133,98,63,59,45,464
UCL121118,0,0,3,152,173,128,74,134,38,699
UCL121119,4,0,4,103,116,76,80,102,18,495
UCL121120,8,0,8,120,198,122,113,112,31,696
UCL121121,0,0,4,86,181,66,23,83,0,439
UCL121122,0,0,0,175,201,103,89,97,34,699
UCL121123,0,0,0,62,98,61,50,53,48,372
UCL121124,7,3,22,90,112,72,70,108,42,494
UCL121125,5,0,13,92,141,121,114,122,42,632
UCL121126,0,0,3,85,138,75,61,64,18,441
UCL121127,4,0,4,65,110,62,57,95,37,426
UCL121128,3,4,7,77,79,54,54,94,35,393
UCL121129,0,0,3,92,123,73,65,104,36,493
UCL121130,0,0,6,159,204,112,128,136,57,796
UCL122001,4,0,4,45,39,26,34,40,12,196
UCL122002,0,0,0,64,75,43,31,46,16,275
UCL122003,3,6,12,37,60,42,54,82,27,302
UCL122004,5,6,11,28,34,33,47,45,34,221
UCL122005,9,3,15,74,74,43,56,112,38,397
UCL122006,3,0,3,44,69,30,30,63,21,257
UCL122007,0,6,6,50,58,33,35,52,33,261
UCL122008,0,0,3,47,72,41,41,54,12,267
UCL122009,0,0,0,56,77,39,37,38,6,253
UCL122010,8,0,8,43,51,49,32,68,18,261
UCL122011,0,0,0,21,37,26,27,44,17,172
UCL122012,0,0,3,46,54,33,27,59,15,234
UCL122013,0,3,3,41,63,36,36,39,22,237
UCL122014,0,3,3,30,51,14,28,12,74,209
UCL122015,0,0,0,43,48,30,24,36,18,199
UCL122016,0,3,9,38,63,37,35,48,21,242
UCL122017,4,3,13,40,70,40,55,109,40,354
UCL122018,3,3,6,30,81,31,22,41,35,240
UCL122019,0,6,6,37,61,31,32,42,35,238
UCL122020,0,0,0,33,49,31,27,21,4,165
UCL122021,0,0,13,54,90,53,54,54,5,310
UCL122022,0,0,0,85,78,58,38,57,18,334
UCL122023,3,0,6,52,113,71,51,54,23,364
UCL122024,0,0,3,49,62,22,32,43,12,220
UCL122025,3,0,9,67,89,45,57,69,32,359
UCL122026,0,0,0,41,50,23,28,36,26,204
UCL122027,3,0,6,34,32,27,37,40,6,176
UCL122028,12,0,18,50,63,45,52,86,21,317
UCL122029,0,0,0,40,46,34,34,32,21,207
UCL122030,3,0,6,46,94,53,59,47,15,314
UCL122031,3,0,3,34,53,29,32,18,3,169
UCL122032,0,0,3,47,119,60,29,56,35,346
UCL122033,11,0,11,23,44,29,20,52,21,189
UCL122034,0,0,3,31,51,22,22,38,14,178
UCL122035,0,0,0,34,42,25,28,26,5,160
UCL122036,3,3,12,47,67,45,50,73,32,314
UCL122037,0,3,12,46,78,49,33,70,22,298
UCL122038,10,3,13,32,59,44,48,71,26,280
UCL122039,3,3,9,43,79,59,66,76,56,379
UCL122040,6,3,12,40,56,38,31,48,30,243
UCL122041,3,0,3,58,112,47,33,43,16,309
UCL122042,0,0,0,50,62,33,28,42,10,225
UCL122043,0,0,0,42,68,33,38,65,11,257
UCL122044,0,0,0,35,35,28,30,62,25,215
UCL122045,6,0,17,73,96,62,48,69,41,389
UCL122046,0,0,0,45,83,35,22,32,9,226
UCL122047,3,0,3,42,67,33,40,47,28,257
UCL122048,7,0,11,48,51,25,32,45,24,225
UCL122049,0,0,0,31,48,31,45,52,21,228
UCL122050,4,3,7,54,88,44,46,41,15,288
UCL122051,0,4,4,31,40,32,33,27,18,181
UCL122052,5,0,11,39,50,34,36,78,35,272
UCL122053,0,3,3,61,71,38,40,83,44,337
UCL122054,0,3,3,84,120,54,34,55,30,377
UCL122055,0,0,0,30,69,42,36,38,21,236
UCL122056,0,0,0,46,60,49,34,29,3,221
UCL122057,6,0,9,37,76,59,56,75,37,340
UCL122058,7,4,16,79,135,64,47,73,36,434
UCL122059,0,3,6,59,97,46,44,60,42,348
UCL122060,0,0,6,50,71,38,43,81,34,317
UCL122061,3,0,9,55,88,50,65,76,23,357
UCL122062,0,0,0,37,22,17,13,65,6,160
UCL122063,0,0,0,42,55,25,41,46,11,220
UCL122064,3,0,8,50,60,46,35,45,21,257
UCL122065,3,0,6,38,65,33,33,91,24,284
UCL122066,0,0,0,59,108,44,31,16,15,273
UCL122067,3,3,6,77,124,51,32,69,46,399
UCL122068,3,0,7,38,99,44,43,42,15,281
UCL122069,5,0,5,39,68,59,54,48,25,293
UCL122070,0,0,0,45,68,39,35,43,15,245
UCL122071,0,0,0,64,86,50,47,65,29,341
UCL122072,0,0,0,21,25,13,29,33,45,166
UCL122073,0,0,4,48,73,26,38,31,27,243
UCL122074,3,0,7,34,47,32,29,49,9,200
UCL122075,4,3,7,28,43,33,33,31,13,181
UCL122076,0,0,0,51,70,28,25,52,35,261
UCL122077,0,0,0,23,39,29,36,57,21,205
UCL122078,0,0,0,45,65,32,21,27,21,211
UCL122079,6,3,12,44,99,53,62,78,15,351
UCL122080,0,0,0,46,59,33,19,10,3,170
UCL122081,0,3,3,42,64,45,38,72,27,288
UCL122082,6,4,10,45,66,51,33,54,19,268
UCL122083,0,0,0,37,41,22,26,57,28,211
UCL122084,3,0,3,40,75,41,23,32,6,217
UCL122085,4,0,7,73,106,56,46,73,26,380
UCL122086,6,0,6,73,94,44,20,54,12,297
UCL122087,0,0,3,75,91,52,34,51,19,322
UCL122088,0,3,3,22,49,21,22,42,27,183
UCL122089,4,0,8,41,72,58,64,37,19,291
UCL122090,5,0,5,66,82,48,47,89,31,363
UCL122091,3,0,6,23,26,30,26,48,24,177
UCL122092,0,0,0,57,63,44,30,23,4,221
UCL122093,6,0,9,36,51,28,21,51,12,199
UCL122094,0,0,4,31,43,34,50,52,20,230
UCL122095,0,3,9,62,72,44,41,105,53,377
UCL122096,0,0,0,26,53,23,23,62,25,212
UCL122097,0,0,0,41,69,37,42,46,22,257
UCL122098,0,0,3,79,118,50,25,53,16,341
UCL122099,3,0,6,40,71,28,27,84,27,277
UCL122100,0,0,4,50,72,56,37,57,13,285
UCL122101,0,0,0,50,84,35,42,87,41,339
UCL122102,7,3,16,43,85,42,33,56,24,283
UCL122103,0,3,3,28,55,35,31,22,9,180
UCL122104,4,3,13,68,61,31,51,123,31,365
UCL122105,0,3,6,43,53,34,20,41,22,213
UCL122106,0,3,3,36,50,17,18,42,21,184
UCL122107,3,7,10,61,88,49,61,61,71,391
UCL122108,3,0,9,22,60,30,29,32,6,179
UCL122109,0,3,3,48,102,62,55,64,36,367
UCL122110,6,0,9,52,85,43,32,58,21,291
UCL122111,3,0,9,28,60,30,33,57,18,226
UCL122112,0,6,6,46,29,27,27,49,18,196
UCL122113,0,3,3,86,97,35,36,83,27,364
UCL122114,0,0,0,51,75,24,25,27,15,217
UCL122115,0,0,0,39,40,21,23,77,15,215
UCL122116,3,0,6,54,79,41,46,61,16,297
UCL122117,5,0,5,31,48,25,20,30,17,171
UCL122118,0,0,0,42,14,10,3,37,13,119
UCL122119,13,3,19,94,100,49,35,48,15,341
UCL122120,0,0,0,39,80,40,28,30,22,239
UCL122121,0,0,0,31,51,38,34,36,12,202
UCL122122,0,0,7,89,115,55,50,53,22,384
UCL122123,0,0,0,30,33,26,36,30,15,170
UCL122124,3,0,3,65,95,55,45,58,12,330
UCL122125,0,0,3,44,73,45,36,45,24,267
UCL122126,0,0,0,31,61,32,31,39,15,209
UCL122127,0,0,3,51,93,35,50,32,24,285
UCL122128,0,0,4,68,90,49,59,37,15,318
UCL122129,0,0,0,50,63,32,23,42,16,226
UCL122130,0,0,7,36,58,34,34,43,21,226
UCL122131,0,0,3,67,98,34,37,62,30,328
UCL122132,0,3,3,31,58,27,25,42,24,207
UCL122133,0,3,9,86,109,53,42,55,20,365
UCL122134,0,0,0,19,40,26,40,43,23,191
UCL122135,0,0,0,40,67,35,16,11,4,173
UCL122136,3,0,3,30,52,23,24,38,10,177
UCL122137,0,0,4,57,76,46,33,26,43,281
UCL122138,11,3,18,32,38,38,22,63,24,217
