region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL101001,247924,488128,216894,159463,301858,164384,103732,130651,36763,1849797
UCL102001,2677,3800,2759,1905,4024,1575,1061,1525,540,19866
UCL102002,13194,22430,19576,14482,18301,14213,7536,12742,2074,124548
UCL102003,2137,3387,3265,2745,2734,2703,1153,2527,318,20969
UCL102004,13972,31986,21404,14514,20950,14565,9157,13068,2057,141673
UCL103001,9999,21131,16600,12114,14964,10118,8394,10001,1711,105032
UCL111001,2262,3961,3248,2322,2948,2329,1573,2294,344,21281
UCL111002,2849,4922,5542,2806,4287,3106,3228,3391,452,30583
UCL112001,1420,2658,2116,1652,1805,1539,904,1737,205,14036
UCL112002,1402,3504,1638,1610,1513,960,554,976,189,12346
UCL112003,596,772,1418,887,817,868,1099,1071,128,7656
UCL112004,2139,3272,2487,2231,2708,2361,947,2023,259,18427
UCL112005,1612,2744,2197,1754,2197,1751,918,1654,213,15040
UCL112006,905,1332,1312,1499,1243,989,803,1133,144,9360
UCL112007,1028,2183,1573,1411,1527,1455,607,1509,151,11444
UCL112008,157,184,154,83,122,82,69,99,7,957
UCL112009,933,1624,1897,1462,1300,1290,663,1191,151,10511
UCL112010,1510,2971,2401,1584,2185,1524,1378,1819,233,15605
UCL112011,1821,3317,2258,1956,2487,1922,658,1433,207,16059
UCL112012,1523,2744,2316,1588,2082,1742,1035,2241,246,15517
UCL112013,2261,4472,3604,2535,2979,2540,1286,2429,357,22463
UCL113001,873,2017,945,988,1093,922,282,834,108,8062
UCL113002,665,1025,861,743,774,755,341,750,78,5992
UCL113003,422,446,577,479,448,558,197,443,61,3631
UCL113004,1147,2007,1100,828,1025,828,361,680,131,8107
UCL113005,676,1042,1104,990,826,657,758,783,129,6965
UCL113006,255,257,292,195,206,211,116,198,23,1753
UCL113007,677,928,782,764,681,802,235,693,95,5657
UCL113008,549,800,795,895,793,775,426,803,107,5943
UCL113009,1034,1057,1113,650,981,883,529,1372,157,7776
UCL113010,220,341,373,496,375,349,240,417,58,2869
UCL113011,761,1445,915,690,764,485,333,390,94,5877
UCL113012,286,411,1024,565,585,509,744,840,96,5060
UCL113013,292,482,746,541,576,371,614,504,70,4196
UCL113014,574,1271,1083,670,922,580,556,802,108,6566
UCL113015,364,591,1065,429,566,440,948,642,89,5134
