region_id,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL101001,1566,247,404,36,348,128,212,1348,67,4356,644,933,338,13,408,25,436,108,45,2950,25570,18521,33777,1100,19304,8514,22712,23775,2665,155938,2258,3800,3192,63,2840,332,1938,1008,226,15657,16755,7767,59186,307,13571,1490,5321,17445,1115,122957,23436,17563,6100,246,20528,14925,12207,3874,1244,100123,32378,11696,10286,1801,14366,87739,8064,10018,1728,178076,19026,2313,18299,34513,5470,12143,1767,19269,1133,113933,9791,8054,4780,4186,23855,5104,36690,5258,1459,99177,9940,25780,6974,254,8163,4306,586,1225,765,57993,22834,49173,1853,686,48228,3231,262,325,2504,129096,4792,4337,1124,421,7063,12738,614,922,590,32601,24395,105204,12831,550,34802,3902,562,1139,2727,186112,8569,11260,3905,6108,10554,2218,1834,20216,724,65388,11354,22810,7728,23216,27465,752,3851,3489,1952,102617,10257,90881,3532,15370,15975,528,524,1832,929,139828,9967,85652,6928,51794,30306,1359,1688,8281,1882,197857,4175,7841,2621,7700,3921,1291,257,1552,321,29679,5737,7803,27894,8400,8229,1206,1111,5245,561,66186,4480,6493,5142,2699,6462,2453,3096,4322,14126,49273
UCL102001,21,3,8,0,3,0,4,10,3,52,4,3,4,0,0,0,12,0,0,23,122,58,380,8,122,70,142,103,14,1019,24,38,67,0,75,6,49,22,3,284,169,44,911,5,162,10,188,357,8,1854,78,37,49,4,84,94,104,27,5,482,311,42,121,15,119,1036,68,155,13,1880,161,3,158,332,62,99,14,216,10,1055,74,32,31,9,194,24,352,15,17,748,38,100,52,0,70,9,3,5,4,281,50,74,3,3,160,8,3,4,6,311,29,29,12,9,79,130,3,9,0,300,154,574,134,10,340,15,3,14,18,1262,40,54,48,38,74,9,7,315,4,589,1136,1443,237,541,1822,21,47,45,265,5557,77,591,52,142,163,7,0,14,11,1057,81,538,62,631,285,8,20,83,30,1738,31,55,26,76,39,6,5,10,6,254,51,40,343,66,110,15,11,65,5,706,26,42,61,16,61,8,26,56,118,414
UCL102002,127,22,77,8,34,6,21,187,0,482,50,68,153,3,39,0,283,47,3,646,1558,809,3045,77,1184,678,1372,1979,172,10874,156,189,619,9,254,30,290,176,26,1749,1148,256,6278,33,1146,142,741,2019,101,11864,903,502,331,6,761,867,571,257,46,4244,2459,388,1088,160,955,8791,694,1181,84,15800,1342,131,1143,2566,434,1257,221,1955,67,9116,446,273,319,216,1000,277,2259,519,58,5367,373,741,480,10,425,223,106,96,34,2488,640,990,45,27,2076,148,3,19,60,4008,246,127,68,16,446,1005,53,74,27,2062,705,2952,827,27,1926,168,38,85,84,6812,346,487,388,399,642,138,92,1792,38,4322,588,1238,667,2329,2264,46,315,444,150,8041,565,5770,228,1285,858,22,33,155,34,8950,760,6515,648,6057,2627,98,172,905,162,17944,231,351,223,529,221,79,29,138,17,1818,329,383,2570,539,673,84,87,393,38,5096,222,238,379,186,336,154,156,321,873,2865
UCL102003,55,4,10,4,13,3,5,53,0,147,11,12,32,3,14,0,43,18,3,136,166,59,368,11,123,110,148,158,12,1155,22,16,73,0,36,4,33,13,3,200,242,61,1202,3,241,24,208,415,17,2413,95,46,57,4,100,128,59,59,4,552,415,59,187,26,164,1658,103,219,17,2848,404,24,318,673,170,273,52,584,20,2518,57,37,42,47,143,52,363,46,3,790,26,56,40,0,37,32,0,11,4,206,66,104,8,3,215,15,0,3,7,421,48,20,10,5,84,245,10,35,3,460,75,429,94,6,277,31,5,10,13,940,57,60,68,61,82,26,7,415,4,780,75,145,81,280,317,13,33,106,18,1068,103,999,43,220,149,7,6,33,7,1567,114,1093,114,1170,414,20,20,197,25,3167,33,72,47,92,36,15,11,29,3,338,40,44,406,109,63,15,14,58,5,754,33,47,65,28,56,32,33,65,150,509
UCL102004,73,21,34,3,36,11,24,108,6,316,260,390,864,5,208,3,1140,107,24,3001,1707,1349,4345,113,1314,735,1967,1730,198,13458,244,609,658,26,533,57,201,158,37,2523,1162,521,5381,15,1108,149,807,1785,80,11008,731,458,449,6,721,924,668,258,29,4244,2370,489,869,136,897,9159,485,1328,101,15834,1404,93,1222,3197,366,1281,213,2214,69,10059,552,488,364,149,1112,230,2393,445,69,5802,186,487,272,4,311,216,21,40,21,1558,617,1183,46,24,2720,205,10,15,64,4884,254,169,88,39,467,849,76,103,35,2080,848,4771,1119,29,2080,141,47,188,54,9277,289,571,308,354,621,122,133,1768,43,4209,832,1754,899,1868,2552,91,353,547,145,9041,820,8351,367,1374,1507,39,61,175,61,12755,894,9279,848,5799,3253,87,200,1094,156,21610,225,327,134,618,217,65,25,131,19,1761,332,411,2765,611,594,73,181,573,38,5578,172,265,372,144,333,128,152,301,808,2675
UCL103001,58,7,19,6,15,7,3,139,0,254,178,312,763,9,136,0,1253,68,30,2749,1324,1251,3405,57,915,434,2053,1159,228,10826,109,121,408,3,187,16,218,110,24,1196,651,222,4269,21,706,92,584,1366,68,7979,506,270,273,16,435,574,438,181,26,2719,1759,295,706,119,685,6389,358,812,76,11199,1083,49,891,2355,298,913,191,1761,57,7598,407,253,438,190,943,190,2358,558,77,5414,156,454,223,8,217,156,17,37,12,1280,462,1011,56,10,2080,90,18,20,52,3799,158,95,67,34,347,712,93,59,21,1586,524,2568,727,29,1244,89,44,95,47,5367,243,324,237,305,568,76,86,1481,25,3345,538,1242,560,1871,2076,47,246,454,133,7167,698,6858,377,1144,1243,41,48,145,62,10616,637,5095,533,4780,2029,67,134,737,100,14112,168,230,168,496,140,60,14,132,9,1417,212,302,2208,503,471,67,92,403,42,4300,128,172,272,158,229,98,146,284,622,2109
UCL111001,51,21,25,0,14,6,4,46,0,167,7,4,12,0,5,0,6,3,0,37,334,198,697,14,216,136,468,567,49,2679,18,17,49,0,22,4,34,17,3,164,165,51,986,4,177,29,134,264,13,1823,134,49,79,3,97,169,111,43,8,693,411,80,168,18,153,1523,137,212,19,2721,292,20,223,502,64,175,31,381,15,1703,91,33,21,14,191,36,466,30,3,885,31,95,36,6,31,53,9,3,3,267,73,107,3,3,255,9,3,0,3,456,30,23,9,5,71,114,8,7,8,275,70,473,114,3,249,11,4,8,7,939,35,65,59,37,68,6,39,287,3,599,150,285,98,334,592,4,48,60,42,1613,134,1154,53,229,202,0,6,42,11,1831,134,1148,94,971,389,9,20,139,14,2918,35,44,19,53,19,7,3,29,4,213,36,66,441,102,87,14,18,94,0,858,31,28,62,24,46,24,24,62,139,440
UCL111002,85,16,22,0,10,3,10,72,4,222,147,186,565,3,96,3,820,43,17,1880,349,262,1171,19,398,171,663,677,49,3759,44,57,169,3,96,9,48,41,3,470,211,111,1090,5,299,33,312,424,21,2506,159,61,140,0,152,183,167,93,12,967,511,64,214,26,233,2004,116,332,34,3534,268,9,278,533,64,323,48,517,15,2055,95,52,79,22,305,42,743,86,13,1437,30,55,60,0,47,34,4,18,3,251,84,158,6,4,381,14,0,6,14,667,59,23,45,3,112,154,32,24,6,458,120,635,259,3,386,20,19,46,16,1504,66,103,97,66,163,13,53,442,9,1012,168,345,194,368,523,17,56,91,27,1789,144,1339,50,270,236,4,8,40,11,2102,145,1272,162,1193,520,17,25,203,21,3558,46,35,38,114,41,16,3,26,3,322,78,88,799,154,167,14,61,137,12,1510,40,51,104,20,58,32,40,73,162,580
UCL112001,76,32,21,0,12,3,17,49,4,214,16,19,73,0,11,0,97,11,0,227,203,96,381,28,117,60,193,486,22,1586,43,64,88,0,76,5,18,15,6,315,97,16,546,4,70,6,56,146,7,948,41,16,22,0,46,84,59,24,3,295,284,35,106,12,79,985,31,156,14,1702,157,16,139,306,39,130,17,305,5,1114,52,23,30,3,130,22,281,23,8,572,23,61,18,3,50,95,8,5,3,266,32,40,3,0,123,6,3,0,4,211,17,9,8,6,31,77,7,14,0,169,26,236,65,5,160,7,7,10,3,519,28,21,46,26,35,3,14,183,3,359,95,255,105,347,292,9,53,60,11,1227,104,1016,81,201,234,9,14,55,7,1721,64,629,56,593,214,5,9,86,17,1673,18,16,14,50,13,9,0,9,0,129,26,40,287,50,44,10,7,64,3,531,18,18,27,18,29,14,13,36,85,258
UCL112002,7,0,12,0,10,0,0,16,3,48,9,9,8,0,3,0,8,3,0,40,126,89,230,6,81,51,72,43,6,704,26,23,36,0,25,4,25,9,3,151,91,31,407,3,56,6,43,136,9,782,70,51,27,3,57,60,36,12,5,321,237,38,70,25,58,589,43,103,3,1166,195,15,185,337,52,32,15,223,6,1060,50,26,52,17,94,29,217,31,8,524,27,122,36,3,32,12,13,4,0,249,40,71,6,0,119,10,0,0,10,256,21,12,5,7,36,99,0,8,3,191,54,420,90,0,155,7,4,15,14,759,33,45,88,30,37,9,10,141,0,393,95,281,61,213,276,9,40,58,12,1045,133,1233,53,133,120,0,0,13,9,1694,108,778,49,698,216,10,10,98,21,1988,21,158,24,56,20,16,0,18,3,316,25,61,174,64,43,4,7,21,4,403,34,41,25,15,23,13,11,24,70,256
