region_id,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL101001,1114,2427,4922,4513,4161,2457,743,234,77,20648,39192,88207,216222,201396,185466,107798,18566,1746,239,858832,150,361,807,842,986,734,370,88,20,4358,21,197,759,776,626,451,109,10,0,2949,3426,9618,32459,39749,41594,24420,4263,352,56,155937,203,951,3623,4158,3808,2535,358,18,3,15657,4867,12733,31639,31382,24777,14409,2900,227,25,122959,1569,6463,25130,27276,23435,13111,2777,317,43,100121,19797,30196,41634,33101,30115,18582,4151,466,37,178079,21115,21699,27721,17314,15643,8592,1621,189,35,113929,1120,5412,20772,25531,26729,16446,2987,168,14,99179,1525,5210,18755,16147,10454,4879,907,105,10,57992,995,9680,44323,38328,23197,10413,1823,275,62,129096,1150,3171,8314,7690,6354,4272,1335,262,55,32603,2263,15182,57215,48842,34945,21294,5582,724,66,186113,1366,6246,18305,15755,13422,8305,1835,148,6,65388,1069,7258,24746,25655,25552,15672,2469,185,10,102616,3272,10184,29462,31279,34677,25834,4702,394,24,139828,3673,15940,43092,44711,48904,33668,7140,655,74,197857,2488,4659,7527,6209,4879,2933,829,142,13,29679
UCL102001,17,25,34,46,34,17,6,3,0,182,620,963,2200,2397,2089,1046,129,12,0,9456,0,6,15,3,7,11,8,0,0,50,0,0,8,8,8,0,0,0,0,24,61,105,225,247,215,132,32,3,0,1020,6,23,64,63,80,41,7,0,0,284,108,257,456,413,370,215,35,0,0,1854,16,45,86,135,118,67,12,0,0,479,400,277,377,330,299,154,40,3,0,1880,255,183,219,164,133,92,9,0,0,1055,18,56,148,177,191,134,22,3,0,749,12,26,67,76,63,31,5,3,0,283,7,42,95,73,59,25,11,0,0,312,17,54,73,67,48,33,7,0,0,299,25,121,326,353,254,152,27,4,0,1262,12,50,99,138,158,117,15,0,0,589,44,311,1406,1747,1456,546,46,0,0,5556,24,67,223,288,270,162,21,3,0,1058,58,160,373,418,414,277,34,0,0,1734,25,35,58,57,43,30,5,0,0,253
UCL102002,107,100,201,228,262,191,52,25,11,1177,4478,5527,10458,13580,15149,8829,1251,108,16,59396,29,45,76,90,114,78,45,6,0,483,6,54,156,161,147,116,5,0,0,645,469,975,2046,2727,2820,1566,248,20,3,10874,47,122,316,408,476,346,35,0,0,1750,638,1287,2638,2927,2580,1532,248,14,0,11864,102,266,784,1144,1122,654,155,11,5,4243,2507,2279,2698,2893,3142,1878,372,32,0,15801,2757,1505,1332,1362,1285,744,113,16,0,9114,53,235,717,1255,1657,1193,246,11,0,5367,117,221,477,659,610,346,52,5,0,2487,53,331,873,1064,1021,552,92,15,7,4008,126,197,367,472,480,300,102,16,0,2060,142,519,1359,1768,1565,1104,316,39,0,6812,125,392,832,1033,1103,700,128,10,0,4323,98,385,1647,2218,2242,1306,139,4,0,8039,146,511,1569,2031,2559,1873,239,24,0,8952,340,1158,2828,4102,5465,3508,506,34,5,17946,171,257,334,404,350,215,68,14,4,1817
UCL102003,11,21,27,48,50,32,13,5,0,207,805,823,1664,2333,2806,1684,231,29,0,10375,0,8,36,21,33,36,14,0,0,148,4,6,23,35,43,20,7,0,0,138,73,73,208,274,313,180,35,0,0,1156,0,8,33,47,66,39,4,0,0,197,95,219,510,635,596,317,39,3,0,2414,14,25,116,148,141,88,15,4,0,551,543,386,450,491,544,370,61,0,0,2845,535,305,380,412,475,351,54,7,0,2519,15,32,75,166,242,182,68,7,0,787,21,23,33,46,50,27,9,0,0,209,10,27,66,115,113,66,19,5,0,421,24,40,76,94,108,94,22,4,0,462,20,61,179,251,220,153,44,13,0,941,20,52,113,193,216,159,26,0,0,779,14,33,161,302,338,195,19,6,0,1068,11,44,227,418,486,340,33,10,0,1569,39,154,459,728,1056,634,88,8,0,3166,25,34,68,68,70,51,18,3,0,337
UCL102004,108,108,190,248,227,130,45,17,9,1082,5102,7603,13792,15004,15656,8894,1152,129,16,67348,9,32,62,51,79,61,16,6,0,316,28,239,817,709,729,449,29,0,0,3000,607,1224,2884,3242,3341,1895,240,23,0,13456,50,203,604,621,639,378,29,0,0,2524,592,1353,2597,2590,2283,1355,231,8,0,11009,144,356,849,1050,1044,663,121,15,0,4242,2820,2936,2899,2728,2541,1558,309,36,8,15835,3109,2196,1562,1240,1073,717,140,20,0,10057,75,298,934,1330,1683,1207,255,20,0,5802,97,185,369,364,321,190,32,0,0,1558,56,518,1415,1277,1039,480,86,16,0,4887,146,221,425,466,427,282,80,26,8,2081,205,915,2576,2174,1804,1275,301,27,0,9277,146,399,922,943,998,680,111,10,0,4209,100,610,2003,2542,2411,1269,98,7,0,9040,196,751,2437,2911,3581,2557,292,30,0,12755,327,1648,4338,5121,5999,3620,498,54,4,21609,252,293,379,307,275,183,56,16,0,1761
UCL103001,83,92,157,182,192,102,27,15,3,853,3425,5323,9926,11529,11756,6000,690,69,12,48730,16,23,44,54,49,42,19,9,0,256,24,203,795,707,618,379,20,3,0,2749,393,818,1851,2709,3156,1710,178,13,0,10828,14,74,252,306,338,195,11,0,3,1193,451,881,1918,1971,1681,926,138,9,4,7979,75,227,601,698,657,391,64,5,0,2718,1562,1874,2216,2269,2025,1039,190,16,8,11199,2250,1606,1203,896,1051,491,81,19,0,7597,83,295,980,1404,1585,893,155,18,0,5413,57,148,345,338,254,121,18,0,0,1281,43,343,1131,1157,747,336,41,0,0,3798,110,176,355,353,353,189,41,9,0,1586,124,573,1351,1335,1101,700,169,9,3,5365,96,331,681,812,840,491,89,7,0,3347,69,414,1637,2142,1859,954,88,4,0,7167,236,749,2066,2383,2963,1997,208,14,0,10616,286,1157,2744,3419,4003,2215,269,17,3,14113,198,224,284,257,260,147,43,6,0,1419
UCL111001,17,15,44,44,44,24,4,3,3,198,844,1177,2027,2187,2406,1481,188,18,8,10336,8,10,33,27,30,35,13,7,5,168,0,4,9,10,7,6,0,0,0,36,128,263,600,642,651,353,42,0,0,2679,0,10,21,38,58,32,4,0,0,163,97,283,469,350,361,229,29,4,0,1822,27,57,139,169,155,117,28,0,0,692,489,465,539,456,415,290,59,5,0,2718,421,316,321,233,221,161,29,0,0,1702,15,51,138,184,222,214,58,6,0,888,11,42,71,69,39,27,10,0,0,269,8,39,120,123,104,51,11,0,0,456,19,26,44,49,54,64,15,6,0,277,21,94,207,194,196,178,43,5,0,938,17,41,98,126,157,141,21,0,0,601,42,135,295,443,424,248,26,0,0,1613,28,114,340,428,539,340,36,7,0,1832,46,231,611,623,802,536,62,6,0,2917,34,29,50,32,36,27,3,0,0,211
UCL111002,18,10,42,51,46,34,4,5,0,210,1161,1431,2886,3409,3194,1664,194,20,5,13964,4,15,30,36,63,45,18,8,5,224,20,125,604,496,420,200,17,0,0,1882,212,362,816,904,904,506,51,3,0,3758,11,47,109,136,120,43,6,0,0,472,124,348,617,572,486,311,51,0,0,2509,38,111,216,233,222,123,18,5,0,966,609,558,685,695,603,327,52,6,0,3535,757,362,314,263,222,121,13,3,0,2055,23,63,223,358,418,291,58,4,0,1438,21,25,45,62,51,40,7,0,0,251,15,63,188,189,142,58,10,3,0,668,24,51,108,111,83,68,13,0,0,458,41,148,371,392,300,205,40,7,0,1504,36,79,207,272,244,151,17,4,0,1010,8,88,418,561,449,242,23,0,0,1789,35,116,368,560,576,406,39,3,0,2103,76,267,699,903,984,557,66,6,0,3558,44,41,68,60,58,35,13,0,0,319
UCL112001,9,9,17,15,24,11,6,0,5,96,522,877,1255,1447,1510,925,117,21,5,6679,12,28,40,40,29,28,27,10,0,214,6,26,78,57,43,14,6,0,0,230,71,148,327,380,413,216,28,0,0,1583,4,19,75,87,83,46,3,0,0,317,65,164,218,168,166,138,25,3,0,947,17,37,66,84,49,34,8,0,0,295,306,358,329,262,242,173,30,3,0,1703,282,278,177,135,152,69,21,3,0,1117,10,25,95,130,154,125,28,6,0,573,22,57,80,56,33,13,4,0,0,265,4,14,44,48,61,29,6,6,0,212,6,14,32,42,35,27,9,3,0,168,29,57,127,106,84,92,20,3,0,518,11,50,64,88,87,54,6,0,0,360,23,67,229,335,308,241,20,3,0,1226,26,140,282,443,493,299,33,3,0,1719,32,181,301,372,433,313,41,0,0,1673,26,33,20,20,17,11,3,0,0,130
UCL112002,5,11,17,18,30,22,3,3,0,109,288,360,826,1372,1682,1276,209,24,5,6042,3,3,10,8,14,9,0,3,0,50,0,0,7,8,14,8,0,0,0,37,28,41,95,197,179,119,38,6,0,703,4,6,18,39,47,33,3,0,0,150,41,83,131,193,187,121,23,0,0,779,12,11,53,80,91,53,15,6,0,321,158,136,195,205,209,218,44,3,0,1168,173,173,200,198,175,115,24,3,0,1061,3,19,70,95,174,137,29,0,0,527,6,7,29,59,73,60,10,5,0,249,0,7,34,85,63,50,15,3,0,257,11,19,20,44,49,42,5,0,0,190,19,19,96,196,208,164,51,6,0,759,16,18,52,99,101,84,19,3,0,392,8,34,128,307,306,230,31,3,0,1047,12,41,170,368,537,486,73,3,5,1695,24,69,246,453,609,499,85,3,0,1988,20,20,35,68,88,64,21,0,0,316
