region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL101001,6695,3031,3322,798,13846,6325,3115,3352,544,13336,1609,1855,5376,284,9124,3101,2994,8998,495,15588,37381,12072,19288,1197,69938,26446,20795,19393,2251,68885,27615,23439,14767,1956,67777,21090,32351,16219,2149,71809,22585,34042,11760,1759,70146,36028,65833,16172,2592,120625,37864,58997,7965,2254,107080,25704,64967,8324,999,99994,24361,47076,2701,815,74953,11642,25041,1117,303,38103,22119,46201,1050,458,69828,20158,57918,14422,847,93345,6794,6551,4192,519,18056,337517,506278,158418,20220,1022433
UCL102001,26,13,11,0,50,24,8,20,3,55,3,3,53,3,62,15,10,76,4,105,278,36,154,4,472,207,89,153,18,467,209,87,141,19,456,199,198,183,13,593,201,259,137,30,627,453,587,207,17,1264,472,674,95,26,1267,307,584,94,4,989,291,559,33,6,889,120,307,18,0,445,207,525,6,3,741,184,488,140,14,826,51,41,51,3,146,3247,4468,1572,167,9454
UCL102002,267,105,137,17,526,557,119,231,26,933,115,74,529,18,736,260,112,950,22,1344,5404,529,2845,97,8875,3907,1285,2672,209,8073,3756,1631,1798,127,7312,2298,2928,1609,121,6956,2258,3194,1034,89,6575,3194,5851,1154,101,10300,2634,4680,474,56,7844,1318,3585,311,17,5231,1051,2320,105,7,3483,302,1000,28,3,1333,462,1075,31,3,1571,1745,4262,1652,74,7733,777,451,429,48,1705,30305,33201,15989,1035,80530
UCL102003,66,17,37,4,124,135,24,46,6,211,28,9,76,0,113,62,20,209,7,298,1490,77,536,24,2127,1137,267,496,40,1940,980,344,338,26,1688,512,543,319,25,1399,580,555,177,16,1328,603,881,170,21,1675,455,629,65,10,1159,185,419,36,3,643,122,262,7,3,394,43,104,0,0,147,70,123,9,0,202,463,703,241,15,1422,211,85,78,10,384,7142,5062,2840,210,15254
UCL102004,248,81,144,22,495,470,88,199,35,792,117,41,449,16,623,261,78,917,36,1292,5067,504,2227,117,7915,3667,1014,2426,244,7351,3486,1349,1633,179,6647,2305,2288,1641,172,6406,2381,2639,1046,105,6171,3613,5664,1294,151,10722,3276,4968,536,109,8889,1975,4380,404,40,6799,1662,3288,135,19,5104,607,1407,35,12,2061,791,1852,29,14,2686,1939,4305,1356,68,7668,614,395,406,52,1467,32479,34341,14877,1391,83088
UCL103001,318,108,112,31,569,488,122,205,28,843,101,62,406,12,581,221,101,859,47,1228,4792,500,2022,115,7429,2871,1075,1896,155,5997,2567,1389,1315,127,5398,1574,2194,1131,97,4996,1556,2398,772,77,4803,2391,4906,950,109,8356,2181,4292,392,67,6932,1291,3465,302,30,5088,997,2572,112,24,3705,339,1033,35,4,1411,431,1317,30,5,1783,1361,3503,1074,55,5993,592,349,356,35,1332,24071,29386,11969,1018,66444
UCL111001,36,16,23,0,75,75,21,40,0,136,6,8,79,4,97,39,12,186,4,241,634,87,410,14,1145,499,187,369,31,1086,516,246,255,26,1043,401,437,201,21,1060,397,441,136,13,987,641,870,153,20,1684,530,741,46,19,1336,207,429,45,3,684,174,288,11,0,473,46,105,3,0,154,76,144,0,0,220,323,550,164,11,1048,108,69,56,5,238,4708,4651,2177,171,11707
UCL111002,55,16,26,3,100,88,27,40,4,159,17,9,115,0,141,43,14,246,4,307,1075,98,557,14,1744,770,225,551,44,1590,689,384,343,26,1442,492,607,315,38,1452,462,687,220,19,1388,816,1456,262,23,2557,688,1261,93,23,2065,438,1141,88,10,1677,300,748,23,4,1075,119,333,8,3,463,109,378,7,3,497,399,956,276,8,1639,140,98,99,8,345,6700,8438,3269,234,18641
UCL112001,24,3,15,0,42,35,13,16,4,68,4,6,61,0,71,18,7,96,7,128,384,57,283,7,731,314,112,247,23,696,311,166,151,18,646,229,237,126,20,612,216,310,92,13,631,376,572,114,12,1074,361,504,37,11,913,181,352,26,3,562,135,277,4,3,419,35,93,0,0,128,55,118,0,0,173,167,377,118,5,667,66,43,40,5,154,2911,3247,1426,131,7715
UCL112002,14,10,8,0,32,40,11,13,0,64,6,5,47,0,58,31,12,96,0,139,354,43,236,4,637,318,136,231,16,701,343,184,153,16,696,268,260,120,10,658,251,270,81,6,608,364,477,105,5,951,292,395,34,9,730,189,343,24,0,556,168,201,3,0,372,37,80,3,0,120,58,82,0,0,140,205,366,145,0,716,38,34,26,4,102,2976,2909,1325,70,7280
