region_id,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Emp_wkd_Tot_15_19,M_Emp_wkd_Tot_20_24,M_Emp_wkd_Tot_25_34,M_Emp_wkd_Tot_35_44,M_Emp_wkd_Tot_45_54,M_Emp_wkd_Tot_55_64,M_Emp_wkd_Tot_65_74,M_Emp_wkd_Tot_75_84,M_Emp_wkd_Tot_85ov,M_Emp_wkd_Tot_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Unem_look_Tot_15_19,M_Unem_look_Tot_20_24,M_Unem_look_Tot_25_34,M_Unem_look_Tot_35_44,M_Unem_look_Tot_45_54,M_Unem_look_Tot_55_64,M_Unem_look_Tot_65_74,M_Unem_look_Tot_75_84,M_Unem_look_Tot_85ov,M_Unem_look_Tot_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Emp_wkd_Tot_15_19,F_Emp_wkd_Tot_20_24,F_Emp_wkd_Tot_25_34,F_Emp_wkd_Tot_35_44,F_Emp_wkd_Tot_45_54,F_Emp_wkd_Tot_55_64,F_Emp_wkd_Tot_65_74,F_Emp_wkd_Tot_75_84,F_Emp_wkd_Tot_85ov,F_Emp_wkd_Tot_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Unem_look_Tot_15_19,F_Unem_look_Tot_20_24,F_Unem_look_Tot_25_34,F_Unem_look_Tot_35_44,F_Unem_look_Tot_45_54,F_Unem_look_Tot_55_64,F_Unem_look_Tot_65_74,F_Unem_look_Tot_75_84,F_Unem_look_Tot_85ov,F_Unem_look_Tot_Tot
UCL101001,11413,52566,200994,202873,173379,100841,16481,1070,114,759731,21952,31641,35019,25541,24750,24936,12956,2206,264,179265,1687,2561,5743,5574,5110,4537,1368,245,50,26875,1610,3435,6240,5384,4767,2699,714,195,50,25094,36662,90203,247996,239372,208006,133013,31519,3716,478,990965,3083,6349,9942,8044,7215,5025,350,21,7,40036,5522,4854,2817,1667,1573,2058,530,73,14,19108,8605,11203,12759,9711,8788,7083,880,94,21,59144,45267,101406,260755,249083,216794,140096,32399,3810,499,1050109,73176,29175,26889,22899,28249,51739,82938,59617,19900,394582,6155,9904,22297,16484,14023,10941,8054,6219,2893,96970,124598,140485,309941,288466,259066,202776,123391,69646,23292,1541661,6343,44436,142335,106929,106665,55802,5957,295,42,468804,29432,38104,57579,82214,70095,45584,11140,1138,111,335397,1977,3151,12736,9117,5408,4521,995,152,24,38081,1439,2515,3574,3136,3297,1892,476,159,63,16551,39191,88206,216224,201396,185465,107799,18568,1744,240,858833,2015,4204,6972,5023,4644,1874,61,6,0,24799,5638,4906,5196,5796,4242,2144,250,42,15,28229,7653,9110,12168,10819,8886,4018,311,48,15,53028
UCL102001,227,775,1996,2276,1979,1022,124,6,0,8405,297,194,224,219,189,207,88,11,0,1429,20,28,70,70,84,61,17,0,0,350,14,21,58,49,50,23,8,0,0,223,558,1018,2348,2614,2302,1313,237,17,0,10407,35,40,51,40,40,31,0,0,0,237,34,12,13,9,12,12,4,0,0,96,69,52,64,49,52,43,4,0,0,333,627,1070,2412,2663,2354,1356,241,17,0,10740,490,101,129,149,225,429,598,416,97,2634,64,85,187,152,147,96,71,49,26,877,1181,1256,2728,2964,2726,1881,910,482,123,14251,155,640,1384,1428,1386,609,45,0,0,5647,433,270,592,801,594,346,68,8,0,3112,22,38,194,128,88,70,6,0,0,546,9,17,31,40,24,21,9,0,0,151,619,965,2201,2397,2092,1046,128,8,0,9456,21,19,34,18,25,14,0,0,0,131,28,12,38,36,10,4,0,0,4,132,49,31,72,54,35,18,0,0,4,263
UCL102002,1377,3997,9856,12423,12552,7414,951,46,8,48624,2288,1698,1583,1711,1917,2249,1023,136,14,12619,176,181,366,433,482,464,108,27,3,2240,155,210,337,362,346,201,37,11,9,1668,3996,6086,12142,14929,15297,10328,2119,220,34,65151,576,695,738,635,591,432,20,0,0,3687,548,173,126,96,127,165,50,4,0,1289,1124,868,864,731,718,597,70,4,0,4976,5120,6954,13006,15660,16015,10925,2189,224,34,70127,4820,1038,1254,1664,2445,5586,10267,7556,2611,37241,461,402,787,917,972,856,804,793,433,6425,10401,8394,15047,18241,19432,17367,13260,8573,3078,113793,833,2700,5136,5673,7307,3801,314,17,0,25781,3268,2415,4297,7080,6989,4430,823,65,6,29373,212,239,855,625,587,467,82,10,3,3080,164,176,171,202,265,132,32,14,7,1163,4477,5530,10459,13580,15148,8830,1251,106,16,59397,360,405,388,382,396,166,3,6,0,2106,558,240,354,493,354,208,21,0,4,2232,918,645,742,875,750,374,24,6,4,4338
UCL102003,191,487,1335,1847,1944,1158,142,7,0,7111,483,271,344,427,508,535,209,37,0,2814,25,39,61,71,75,102,17,7,0,397,30,36,44,54,50,31,16,7,5,273,729,833,1784,2399,2577,1826,384,58,5,10595,91,124,155,149,146,122,7,0,0,794,82,40,28,28,32,51,8,0,0,269,173,164,183,177,178,173,15,0,0,1063,902,997,1967,2576,2755,1999,399,58,5,11658,752,170,240,313,514,1320,2591,2201,741,8842,85,74,126,165,176,159,161,243,132,1321,1739,1241,2333,3054,3445,3478,3151,2502,878,21821,100,343,726,899,1305,661,64,3,0,4101,641,417,775,1297,1369,922,146,18,0,5585,36,38,132,90,92,82,15,3,0,488,26,25,32,46,42,21,7,4,0,203,803,823,1665,2332,2808,1686,232,28,0,10377,58,52,80,67,83,48,0,0,0,388,96,44,79,85,78,44,3,0,0,429,154,96,159,152,161,92,3,0,0,817
UCL102004,1602,4916,13155,13874,13526,8107,947,62,9,56198,2562,2382,2051,1763,1840,2118,967,149,8,13840,207,308,460,494,598,555,87,13,0,2722,164,194,321,348,287,187,47,12,4,1564,4535,7800,15987,16479,16251,10967,2048,236,21,74324,443,564,694,555,484,301,20,3,0,3064,555,322,160,129,122,120,33,5,0,1446,998,886,854,684,606,421,53,8,0,4510,5533,8686,16841,17163,16857,11388,2101,244,21,78834,4330,1800,1715,1965,2800,6304,9785,6848,2358,37905,403,537,913,845,899,759,656,607,289,5908,10266,11023,19469,19973,20556,18451,12542,7699,2668,122647,853,3492,7297,6200,7942,3858,294,17,0,29953,3864,3629,5301,7823,6894,4517,734,89,7,32858,239,329,1015,785,593,421,82,9,0,3473,146,154,182,196,225,96,43,15,9,1066,5102,7604,13795,15004,15654,8892,1153,130,16,67350,272,336,360,289,245,99,0,0,0,1601,571,356,356,368,269,148,12,0,0,2080,843,692,716,657,514,247,12,0,0,3681
UCL103001,1150,3391,9544,10979,10797,5959,634,31,8,42493,1701,1834,1714,1396,1541,1412,568,84,3,10253,151,229,379,433,488,422,72,10,0,2184,117,187,261,294,298,174,29,10,0,1370,3119,5641,11898,13102,13124,7967,1303,135,11,56300,410,635,683,534,499,266,10,3,0,3040,486,332,198,93,99,102,23,3,0,1336,896,967,881,627,598,368,33,6,0,4376,4015,6608,12779,13729,13722,8335,1336,141,11,60676,4264,2001,1747,1662,2238,4851,7889,5516,1621,31789,338,446,746,683,707,596,530,527,179,4752,8617,9055,15272,16074,16667,13782,9755,6184,1811,97217,548,2363,4970,4601,5689,2625,170,15,3,20984,2566,2552,3982,6228,5431,2959,442,36,3,24199,182,245,829,545,444,323,57,15,3,2643,129,161,147,154,192,94,23,4,3,907,3425,5321,9928,11528,11756,6001,692,70,12,48733,241,348,374,285,264,81,3,0,0,1596,585,322,346,382,223,131,6,0,3,1998,826,670,720,667,487,212,9,0,3,3594
UCL111001,286,868,1953,1935,1971,1275,153,10,0,8451,332,246,286,235,223,346,162,26,0,1856,25,34,63,74,69,86,29,3,0,383,28,41,59,49,43,23,8,3,0,254,671,1189,2361,2293,2306,1730,352,42,0,10944,83,82,113,94,82,63,0,0,0,517,69,24,23,24,22,26,0,3,0,191,152,106,136,118,104,89,0,3,0,708,823,1295,2497,2411,2410,1819,352,45,0,11652,750,197,237,294,321,694,1200,897,288,4878,76,88,156,148,142,119,101,90,25,945,1649,1580,2890,2853,2873,2632,1653,1032,313,17475,165,554,1054,960,1265,626,44,3,0,4671,610,529,798,1088,1036,754,125,5,0,4945,41,68,141,96,75,77,21,3,5,527,30,26,33,43,33,23,0,3,0,191,846,1177,2026,2187,2409,1480,190,14,5,10334,45,54,70,44,41,16,0,0,0,270,102,61,59,57,44,35,3,3,0,364,147,115,129,101,85,51,3,3,0,634
UCL111002,436,1251,3171,3331,3051,1755,185,8,0,13188,586,345,339,332,326,390,163,25,0,2506,45,49,93,117,97,114,12,5,0,532,20,59,88,83,81,49,7,5,0,392,1087,1704,3691,3863,3555,2308,367,43,0,16618,105,105,159,99,80,55,0,0,0,603,111,30,24,27,20,16,5,3,0,236,216,135,183,126,100,71,5,3,0,839,1303,1839,3874,3989,3655,2379,372,46,0,17457,927,192,278,357,483,1167,1831,1066,295,6596,119,85,184,206,201,158,131,103,56,1243,2349,2116,4336,4552,4339,3704,2334,1215,351,25296,211,725,1380,1457,1646,691,57,0,0,6167,869,613,1223,1758,1413,848,119,12,0,6855,51,60,249,156,108,92,16,3,0,735,30,34,33,39,27,35,0,3,4,205,1161,1432,2885,3410,3194,1666,192,18,4,13962,82,82,73,72,65,21,0,0,0,395,110,39,97,100,51,29,0,0,0,426,192,121,170,172,116,50,0,0,0,821
UCL112001,196,624,1281,1342,1259,850,107,10,0,5669,245,256,161,142,171,176,111,18,0,1280,37,33,39,43,49,47,7,3,0,258,10,17,33,35,27,15,6,4,0,147,488,930,1514,1562,1506,1088,231,35,0,7354,35,69,64,46,38,32,0,0,0,284,60,49,20,6,12,9,3,0,0,159,95,118,84,52,50,41,3,0,0,443,583,1048,1598,1614,1556,1129,234,35,0,7797,659,336,363,269,237,442,739,528,145,3718,65,91,103,99,77,76,76,58,16,661,1307,1475,2064,1982,1870,1647,1049,621,161,12176,74,362,636,681,869,440,33,0,0,3095,408,454,515,683,573,424,74,8,0,3139,28,44,94,63,57,42,8,3,0,339,14,15,13,21,15,18,4,3,5,108,524,875,1258,1448,1514,924,119,14,5,6681,21,52,38,40,13,11,0,0,0,175,76,51,43,38,23,10,3,0,0,244,97,103,81,78,36,21,3,0,0,419
UCL112002,93,256,659,1144,1187,883,124,5,0,4351,168,126,165,252,329,385,142,25,0,1592,11,14,23,54,64,56,25,3,0,250,8,7,18,26,21,18,6,3,4,111,280,403,865,1476,1601,1342,297,36,4,6304,24,46,53,66,58,41,4,0,0,292,40,15,19,13,19,26,5,0,0,137,64,61,72,79,77,67,9,0,0,429,344,464,937,1555,1678,1409,306,36,4,6733,452,132,143,202,255,645,918,581,167,3495,59,56,88,122,165,138,72,56,29,785,855,652,1168,1879,2098,2192,1296,673,200,11013,55,140,358,558,835,575,52,0,0,2573,213,196,398,718,767,627,147,15,5,3086,12,17,60,75,64,63,10,3,0,304,6,7,11,21,18,13,3,3,0,82,286,360,827,1372,1684,1278,212,21,5,6045,22,32,19,29,32,21,0,3,0,158,37,19,31,42,40,36,3,0,0,208,59,51,50,71,72,57,3,3,0,366
