region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL115117,137,118,72,26,893
UCL115118,237,123,53,18,1578
UCL115119,121,56,15,0,630
UCL115120,308,122,66,21,1615
UCL115121,133,155,155,126,939
UCL115122,266,254,149,45,1441
UCL115123,234,85,38,14,1719
UCL115124,92,58,25,3,497
UCL115125,87,87,30,6,495
UCL115126,160,63,32,0,895
UCL115127,452,376,215,81,2164
UCL115128,129,47,29,13,757
UCL115129,326,116,54,18,1817
UCL115130,255,284,229,76,1347
UCL115131,219,144,90,22,1566
UCL115132,303,229,125,34,1524
UCL115133,186,102,56,22,761
UCL115134,198,274,159,29,993
UCL115135,214,161,109,39,1333
UCL115136,242,160,91,43,1126
UCL115137,91,32,15,4,684
UCL115138,191,81,59,43,1219
UCL115139,175,153,107,33,882
UCL115140,81,50,26,14,533
UCL115141,278,247,132,18,1087
UCL115142,211,90,46,24,939
UCL115143,216,148,128,31,1025
UCL115144,130,112,58,11,568
UCL115145,349,242,140,53,1544
UCL115146,98,70,40,16,531
UCL115147,86,38,21,6,611
UCL115148,91,36,15,12,446
UCL115149,129,63,42,3,670
UCL115150,57,48,27,8,382
UCL115151,66,57,38,3,438
UCL115152,70,43,37,14,545
UCL115153,250,215,162,39,1574
UCL115154,87,67,41,26,461
UCL115155,73,48,34,10,398
UCL115156,123,92,80,30,936
UCL115157,160,52,21,10,883
UCL115158,269,187,165,76,1683
UCL115159,183,98,58,14,988
UCL115160,340,219,167,63,1843
UCL115161,87,49,42,44,610
UCL115162,92,67,16,0,422
UCL115163,38,19,17,6,344
UCL121001,49,31,16,3,272
UCL121002,32,29,18,7,223
UCL121003,73,62,27,6,312
UCL121004,67,31,16,0,231
UCL121005,61,21,9,3,279
UCL121006,62,56,26,8,285
UCL121007,70,38,23,6,393
UCL121008,50,40,31,29,317
UCL121009,25,15,0,3,133
UCL121010,33,45,16,7,251
UCL121011,76,32,12,3,402
UCL121012,19,6,12,0,238
UCL121013,61,39,13,3,372
UCL121014,35,15,11,0,235
UCL121015,77,21,16,6,471
UCL121016,52,31,10,3,314
UCL121017,96,50,3,0,341
UCL121018,54,13,0,0,241
UCL121019,42,32,5,9,307
UCL121020,32,11,11,6,196
UCL121021,49,36,18,3,242
UCL121022,32,18,12,3,165
UCL121023,56,27,9,4,269
UCL121024,146,47,29,12,521
UCL121025,33,14,19,0,228
UCL121026,61,36,9,0,386
UCL121027,71,29,23,4,271
UCL121028,27,23,6,0,163
UCL121029,26,20,10,6,150
UCL121030,55,40,18,0,337
UCL121031,109,45,28,3,443
UCL121032,58,56,23,14,299
UCL121033,62,20,16,6,320
UCL121034,48,16,12,0,303
UCL121035,106,48,13,0,388
UCL121036,83,46,20,9,342
UCL121037,25,32,13,7,187
UCL121038,53,43,23,4,275
UCL121039,41,19,0,0,277
UCL121040,29,32,15,3,188
UCL121041,63,53,43,11,574
UCL121042,60,22,11,9,314
UCL121043,48,49,21,3,275
UCL121044,65,82,34,12,370
UCL121045,23,7,0,0,169
UCL121046,43,69,37,9,266
UCL121047,68,56,28,15,314
UCL121048,42,19,17,6,315
UCL121049,83,50,21,8,354
UCL121050,92,56,28,4,462
UCL121051,54,39,31,7,278
UCL121052,65,29,4,0,344
UCL121053,66,35,10,0,302
UCL121054,46,34,15,7,314
UCL121055,82,80,47,9,345
UCL121056,57,3,0,0,281
UCL121057,124,89,25,3,631
UCL121058,49,31,10,8,227
UCL121059,82,33,12,0,408
UCL121060,39,15,9,3,286
UCL121061,67,48,23,4,430
UCL121062,49,41,16,6,256
UCL121063,79,73,23,6,300
UCL121064,55,44,27,14,303
UCL121065,177,115,36,3,661
UCL121066,38,0,0,0,210
UCL121067,55,29,6,3,292
UCL121068,36,21,19,0,225
UCL121069,35,39,18,6,215
UCL121070,49,44,15,0,307
UCL121071,27,26,23,0,199
UCL121072,56,43,33,12,348
UCL121073,27,15,6,0,186
UCL121074,54,25,15,0,322
UCL121075,29,17,8,3,252
UCL121076,46,32,10,0,216
UCL121077,42,25,6,0,220
UCL121078,57,30,16,3,277
UCL121079,37,27,9,0,238
UCL121080,110,66,22,0,446
UCL121081,68,28,23,0,444
UCL121082,85,55,31,6,420
UCL121083,51,20,3,6,312
UCL121084,64,46,30,12,332
UCL121085,38,23,15,6,219
UCL121086,31,13,12,0,205
UCL121087,93,46,19,12,434
UCL121088,30,15,4,0,220
UCL121089,69,22,15,0,343
UCL121090,73,35,9,7,303
UCL121091,54,12,12,3,408
UCL121092,64,80,104,71,589
UCL121093,59,46,46,43,385
UCL121094,72,43,26,18,326
UCL121095,37,18,0,0,274
UCL121096,44,36,21,6,262
UCL121097,80,40,10,3,501
UCL121098,74,31,9,0,333
UCL121099,123,46,17,4,440
UCL121100,51,26,14,9,242
UCL121101,109,48,13,3,394
UCL121102,130,53,18,4,504
UCL121103,105,67,29,12,407
UCL121104,57,40,27,10,344
UCL121105,42,34,14,7,242
UCL121106,73,43,26,15,270
UCL121107,82,68,15,0,301
UCL121108,64,34,29,7,339
UCL121109,18,12,12,0,106
UCL121110,60,28,9,3,299
UCL121111,90,58,35,12,388
UCL121112,55,32,37,9,325
UCL121113,43,45,17,12,244
UCL121114,52,17,6,0,289
UCL121115,15,27,19,0,185
UCL121116,80,18,11,0,287
UCL121117,71,72,30,3,275
UCL121118,74,26,3,0,398
UCL121119,47,22,15,0,232
UCL121120,66,48,24,7,355
UCL121121,19,3,3,0,131
UCL121122,44,24,6,0,398
UCL121123,30,21,9,0,208
UCL121124,33,28,0,7,216
UCL121125,92,40,25,6,326
UCL121126,44,23,9,3,231
UCL121127,27,11,6,0,176
UCL121128,30,19,23,3,161
UCL121129,36,33,9,0,277
UCL121130,52,38,16,0,411
UCL122001,20,14,10,0,93
UCL122002,27,12,0,0,161
UCL122003,26,19,6,3,113
UCL122004,19,3,14,0,89
UCL122005,26,19,13,6,139
UCL122006,12,12,3,0,107
UCL122007,22,12,3,0,126
UCL122008,22,6,0,0,137
UCL122009,32,5,6,0,146
UCL122010,15,12,6,0,97
UCL122011,12,17,0,0,69
UCL122012,23,6,3,0,106
UCL122013,20,15,12,0,121
UCL122014,14,21,10,0,161
UCL122015,20,4,0,0,96
UCL122016,13,9,12,6,112
UCL122017,32,22,10,0,118
UCL122018,16,12,9,3,112
UCL122019,25,17,8,0,101
UCL122020,24,22,3,0,108
UCL122021,58,36,12,6,187
UCL122022,41,21,3,3,180
UCL122023,58,44,18,0,234
UCL122024,12,6,0,0,81
UCL122025,32,25,6,3,190
UCL122026,14,9,0,0,113
UCL122027,17,18,15,0,92
UCL122028,28,12,0,4,125
UCL122029,28,23,3,0,119
UCL122030,33,13,12,0,177
UCL122031,12,9,0,0,105
UCL122032,31,6,9,0,176
UCL122033,21,10,12,0,92
UCL122034,9,4,5,0,70
UCL122035,25,6,0,0,94
UCL122036,40,13,15,6,168
UCL122037,26,5,3,6,101
UCL122038,39,35,19,10,186
UCL122039,46,52,8,6,194
UCL122040,15,12,11,3,111
UCL122041,52,12,3,0,190
UCL122042,33,7,4,3,129
UCL122043,17,15,13,3,127
UCL122044,14,18,0,0,85
UCL122045,51,35,29,4,239
UCL122046,55,29,10,0,172
UCL122047,20,20,4,0,105
UCL122048,12,3,10,3,83
UCL122049,10,13,9,0,82
UCL122050,34,18,3,3,172
UCL122051,31,7,6,0,114
UCL122052,24,9,11,0,89
UCL122053,28,9,6,4,132
UCL122054,62,29,12,6,252
UCL122055,24,23,3,0,100
UCL122056,30,12,0,0,123
UCL122057,38,36,6,0,183
UCL122058,69,63,24,3,277
UCL122059,33,17,8,3,186
UCL122060,19,18,4,0,132
UCL122061,31,10,6,3,150
UCL122062,6,3,0,0,63
UCL122063,15,5,3,0,73
UCL122064,12,9,6,0,112
UCL122065,16,12,6,0,91
UCL122066,30,10,6,0,207
UCL122067,48,28,8,0,218
UCL122068,40,31,10,5,186
UCL122069,45,26,18,6,184
UCL122070,28,17,0,0,131
UCL122071,43,21,9,6,196
UCL122072,21,3,0,0,91
UCL122073,30,24,7,3,145
UCL122074,13,23,8,4,93
UCL122075,28,20,13,6,103
UCL122076,12,3,7,0,128
UCL122077,5,14,6,0,69
UCL122078,25,13,0,0,134
UCL122079,58,45,20,5,194
UCL122080,15,12,6,0,122
UCL122081,21,19,3,0,112
UCL122082,35,21,11,6,148
UCL122083,15,20,14,0,92
UCL122084,34,15,0,4,150
UCL122085,21,16,8,8,199
UCL122086,34,38,11,0,192
UCL122087,24,19,3,0,166
UCL122088,27,7,11,3,86
UCL122089,40,28,18,3,161
UCL122090,21,12,6,0,135
UCL122091,24,28,14,9,99
UCL122092,22,3,4,0,130
UCL122093,16,16,0,0,87
UCL122094,20,12,3,0,80
UCL122095,26,16,3,3,156
UCL122096,16,15,7,0,94
UCL122097,23,17,0,0,108
UCL122098,52,22,12,0,211
UCL122099,19,20,4,0,116
UCL122100,51,17,9,0,176
UCL122101,26,12,9,0,156
UCL122102,27,25,7,6,143
UCL122103,15,6,6,0,103
UCL122104,20,30,17,10,150
UCL122105,27,21,3,3,106
UCL122106,12,6,6,6,91
UCL122107,49,22,12,5,221
UCL122108,11,18,13,0,72
UCL122109,56,55,26,4,215
UCL122110,42,13,12,6,195
UCL122111,24,22,14,3,109
UCL122112,15,10,9,6,97
UCL122113,30,9,3,0,198
UCL122114,27,6,0,0,156
UCL122115,10,9,3,0,86
UCL122116,43,10,5,0,165
UCL122117,24,27,9,3,109
UCL122118,19,0,0,0,87
UCL122119,18,18,9,3,175
UCL122120,30,12,0,0,149
UCL122121,30,30,12,0,120
UCL122122,45,23,10,4,233
UCL122123,25,17,0,0,100
UCL122124,57,39,12,0,201
UCL122125,46,30,15,3,162
UCL122126,31,16,12,0,128
UCL122127,48,11,8,0,162
UCL122128,33,14,4,0,184
UCL122129,19,6,0,0,130
UCL122130,38,16,7,0,139
UCL122131,34,15,7,0,165
UCL122132,9,10,3,3,105
UCL122133,38,20,6,9,227
UCL122134,17,20,3,0,85
UCL122135,21,9,0,0,110
UCL122136,23,14,15,0,88
UCL122137,53,20,9,0,189
UCL122138,12,16,6,0,100
UCL122139,13,12,4,0,74
UCL122140,32,15,3,3,119
UCL122141,33,13,3,3,121
UCL122142,40,20,4,3,311
UCL122143,59,28,13,0,221
UCL122144,30,8,13,6,110
UCL122145,31,15,3,0,164
UCL122146,3,0,0,0,27
UCL122147,19,12,15,10,109
UCL122148,19,18,6,0,129
UCL122149,27,13,6,0,104
UCL122150,9,9,4,14,72
UCL122151,27,12,7,0,183
UCL122152,18,6,3,0,83
UCL122153,20,16,9,0,112
UCL122154,43,23,14,0,163
UCL122155,21,20,7,0,107
UCL122156,21,16,14,10,100
UCL122157,22,6,9,8,81
UCL122158,17,9,6,0,80
UCL122159,43,17,0,3,235
UCL122160,7,12,6,0,98
UCL122161,17,34,6,0,167
UCL122162,24,15,10,0,154
UCL122163,19,13,8,5,113
UCL122164,25,18,0,3,96
UCL122165,47,40,21,3,192
UCL122166,42,25,3,3,206
UCL122167,68,0,12,3,210
UCL122168,24,14,0,0,194
UCL122169,3,13,6,6,74
UCL131777,49148,25635,8823,2136,229411
UCL179997,16,12,13,0,71
UCL199994,1017,563,137,71,7324
