region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL101001,56347,12551,69767,630500,203365,22052,855917,2054494,250991,3161402
UCL102001,326,102,434,6227,2057,265,8549,18036,2025,28610
UCL102002,6697,2021,8778,47192,19507,2648,69347,151255,19248,239850
UCL102003,1693,522,2224,7607,3112,427,11146,31136,4147,46429
UCL102004,6449,1293,7821,48101,23160,2669,73930,162725,16562,253217
UCL103001,4236,781,5055,39275,18037,2140,59452,126146,13390,198988
UCL111001,885,159,1051,7060,2847,356,10263,23806,2735,36804
UCL111002,899,176,1084,12115,4813,634,17562,31425,3446,52433
UCL112001,487,74,567,4928,2046,295,7269,15197,2261,24727
UCL112002,511,134,653,4491,1757,320,6568,14843,2004,23415
UCL112003,429,59,488,3092,1453,159,4704,9416,1849,15969
UCL112004,997,349,1352,6914,2703,351,9968,24086,2914,36968
UCL112005,564,94,668,5281,2232,334,7847,15472,1701,25020
UCL112006,418,112,533,3350,1385,157,4892,10757,1762,17411
UCL112007,647,81,733,4055,1707,301,6063,14749,1395,22207
UCL112008,13,6,19,367,149,22,538,899,138,1575
UCL112009,558,148,712,4219,1747,246,6212,14098,1985,22295
UCL112010,640,105,748,5767,2169,330,8266,16736,2189,27191
UCL112011,1312,251,1575,5973,2469,380,8822,22984,2479,34285
UCL112012,694,171,870,5549,2323,290,8162,17756,2573,28491
UCL112013,822,173,1006,7491,2918,393,10802,23800,2329,36931
UCL113001,353,81,437,2648,1094,166,3908,10740,1428,16076
UCL113002,689,182,874,1919,975,116,3010,9419,1209,13638
UCL113003,393,64,461,1335,612,62,2009,6333,1030,9372
UCL113004,557,142,705,2880,1293,127,4300,10745,1124,16169
UCL113005,355,132,490,2516,1122,109,3747,9621,1735,15103
UCL113006,97,25,122,564,256,35,855,2353,301,3509
UCL113007,699,326,1031,2022,949,118,3089,11481,1705,16275
UCL113008,470,81,554,2384,1065,147,3596,8364,1310,13270
UCL113009,299,99,406,2757,997,95,3849,8350,1551,13750
UCL113010,290,41,331,1295,584,85,1964,4983,1167,8114
UCL113011,314,54,371,1896,1042,153,3091,6953,588,10632
UCL113012,192,40,232,2139,1000,113,3252,6102,816,10170
UCL113013,242,51,293,1590,729,106,2425,5886,805,9116
UCL113014,561,75,636,2371,1236,129,3736,9370,869,13975
UCL113015,88,25,113,2012,690,85,2787,4905,727,8419
UCL113016,251,42,296,1611,747,93,2451,6015,723,9189
UCL113017,235,46,290,1521,573,101,2195,4805,770,7770
UCL113018,190,44,237,2084,944,133,3161,6378,760,10299
UCL113019,195,20,218,2562,853,131,3546,6555,716,10817
UCL113020,628,119,753,2433,1048,156,3637,9539,1226,14402
UCL113021,279,77,359,1591,658,65,2314,7041,783,10138
UCL114001,300,126,432,665,380,38,1083,4625,607,6315
UCL114002,265,86,354,1297,582,62,1941,4864,786,7591
UCL114003,191,26,220,933,326,51,1310,3363,448,5121
UCL114004,154,26,180,723,418,48,1189,2987,391,4567
UCL114005,120,81,207,787,320,43,1150,2897,419,4466
UCL114006,234,35,269,1089,440,66,1595,4200,745,6540
UCL114007,152,46,201,915,386,31,1332,3374,518,5224
UCL114008,112,35,147,942,391,40,1373,3556,433,5362
UCL114009,154,22,176,689,300,43,1032,2792,352,4176
UCL114010,157,82,239,1145,476,79,1700,3930,638,6268
UCL114011,33,11,47,1236,306,72,1614,2461,260,4335
UCL114012,174,122,299,1353,550,92,1995,4624,736,7355
UCL114013,119,36,159,977,423,33,1433,3206,543,5182
UCL114014,47,10,60,1118,353,68,1539,2740,226,4505
UCL114015,23,8,31,1774,525,94,2393,3533,305,6231
UCL114016,198,73,274,810,378,30,1218,4256,470,5944
UCL114017,112,18,130,1092,376,64,1532,3617,885,6034
UCL114018,96,18,114,1146,450,64,1660,3809,349,5818
UCL114019,221,55,276,1585,498,80,2163,4843,706,7712
UCL114020,331,70,404,1347,492,63,1902,4347,534,6783
UCL114021,264,57,321,676,326,18,1020,3770,474,5264
UCL114022,119,22,141,892,365,59,1316,2871,416,4603
UCL114023,101,17,118,1137,321,59,1517,2565,236,4318
UCL114024,164,28,192,621,363,48,1032,2859,405,4296
UCL114025,135,16,151,875,309,54,1238,2498,296,4032
UCL114026,174,43,217,1321,527,64,1912,4897,633,7442
UCL114027,71,13,84,913,390,49,1352,2679,267,4298
UCL114028,150,36,189,946,352,50,1348,3076,413,4837
UCL114029,125,93,224,1019,393,61,1473,3009,454,4936
UCL114030,166,50,216,691,311,31,1033,3720,425,5178
UCL114031,34,8,42,250,116,13,379,1115,125,1619
UCL114032,116,51,167,937,358,57,1352,2677,370,4399
UCL114033,223,48,271,1052,420,58,1530,3424,478,5432
UCL115001,17,0,17,326,144,17,487,857,80,1424
UCL115002,288,23,311,722,308,44,1074,2848,198,4120
UCL115003,20,3,23,508,203,31,742,1339,143,2224
UCL115004,12,0,12,282,108,24,414,618,61,1093
UCL115005,30,5,35,198,94,8,300,862,116,1278
UCL115006,22,8,30,152,60,8,220,608,127,955
UCL115007,49,5,54,338,62,23,423,690,57,1170
UCL115008,22,6,31,530,199,32,761,1420,168,2349
UCL115009,58,16,74,127,60,9,196,695,90,981
UCL115010,17,0,17,245,104,9,358,784,73,1215
UCL115011,38,9,47,118,50,6,174,697,108,979
UCL115012,36,3,42,209,66,17,292,751,81,1124
UCL115013,27,3,30,130,45,3,178,606,58,842
UCL115014,98,46,144,599,224,47,870,2099,334,3303
UCL115015,103,13,116,550,183,56,789,1434,102,2325
UCL115016,42,7,49,173,74,13,260,892,85,1237
UCL115017,72,10,82,237,125,14,376,977,77,1430
UCL115018,55,10,65,116,50,6,172,692,84,948
UCL115019,68,15,83,550,240,55,845,2226,534,3605
UCL115020,52,8,60,494,155,21,670,1369,160,2199
UCL115021,9,6,15,212,80,5,297,535,99,931
UCL115022,42,13,55,187,61,3,251,654,73,978
UCL115023,29,5,34,454,146,22,622,1372,115,2109
UCL115024,36,7,43,154,62,12,228,693,65,986
UCL115025,7,3,13,257,98,20,375,869,293,1537
UCL115026,8,3,11,288,75,21,384,578,45,1007
UCL115027,20,6,26,137,56,9,202,578,73,853
UCL115028,35,6,41,201,67,6,274,567,83,924
UCL115029,18,3,21,555,196,39,790,1112,113,2015
UCL115030,66,14,83,287,115,31,433,1031,122,1586
UCL115031,48,12,63,195,90,26,311,776,150,1237
UCL115032,32,24,56,153,60,0,213,618,110,941
UCL115033,82,4,86,321,141,20,482,1452,104,2038
UCL115034,25,6,35,311,170,36,517,902,120,1539
UCL115035,22,7,29,594,132,27,753,1182,100,2035
UCL115036,0,3,3,343,87,17,447,640,74,1161
UCL115037,102,33,135,630,276,35,941,2965,463,4369
UCL115038,35,11,49,436,138,26,600,1543,243,2386
UCL115039,7,3,10,247,68,17,332,541,47,920
UCL115040,33,5,38,185,87,18,290,809,72,1171
UCL115041,44,8,52,628,193,30,851,1811,304,2966
UCL115042,7,0,7,284,87,20,391,601,53,1045
UCL115043,53,13,66,394,174,16,584,1393,173,2150
UCL115044,55,12,67,248,107,21,376,782,96,1254
UCL115045,97,22,122,308,147,20,475,1380,240,2095
UCL115046,42,10,55,307,111,12,430,1284,201,1915
UCL115047,38,6,44,173,65,13,251,578,97,926
UCL115048,4,0,4,224,49,14,287,546,65,898
UCL115049,60,12,72,229,126,16,371,1185,137,1693
UCL115050,111,16,127,364,197,20,581,2027,237,2845
UCL115051,33,6,39,166,76,12,254,519,107,880
UCL115052,131,53,184,215,97,5,317,1147,207,1671
UCL115053,32,3,35,208,87,21,316,699,85,1100
UCL115054,43,9,52,157,70,20,247,560,61,868
UCL115055,7,0,7,195,61,9,265,531,37,833
UCL115056,80,9,89,279,163,23,465,1164,128,1757
UCL115057,72,11,83,390,172,21,583,1736,185,2504
UCL115058,49,6,55,337,110,12,459,1467,107,2033
UCL115059,65,20,88,360,144,17,521,1577,175,2273
UCL115060,68,42,110,132,84,0,216,899,213,1328
UCL115061,47,54,104,227,108,15,350,1019,231,1600
UCL115062,6,0,6,360,85,28,473,1169,92,1734
UCL115063,53,3,56,166,68,18,252,518,63,833
UCL115064,7,3,10,232,97,13,342,528,61,931
UCL115065,9,6,18,208,74,10,292,532,40,864
UCL115066,170,29,199,622,263,64,949,2111,148,3208
UCL115067,70,28,98,348,166,17,531,1391,208,2130
UCL115068,9,5,14,503,165,33,701,1198,82,1981
UCL115069,91,18,109,299,131,15,445,1392,132,1969
UCL115070,27,7,34,122,73,6,201,739,117,1057
UCL115071,71,17,88,269,126,16,411,1107,135,1653
UCL115072,21,0,21,511,147,16,674,1057,116,1847
UCL115073,37,11,48,315,105,18,438,899,120,1457
UCL115074,7,0,7,200,70,12,282,713,46,1041
UCL115075,50,14,64,248,116,14,378,1029,144,1551
UCL115076,60,11,71,259,116,10,385,1003,177,1565
UCL115077,50,10,60,246,76,13,335,1105,126,1566
UCL115078,46,10,56,215,117,8,340,1449,170,1959
UCL115079,45,9,57,115,80,12,207,689,85,981
UCL115080,52,7,59,332,118,13,463,1225,157,1845
UCL115081,8,3,11,385,150,17,552,711,49,1312
UCL115082,11,4,15,417,109,27,553,873,146,1572
UCL115083,44,10,54,168,66,15,249,674,108,1031
UCL115084,41,8,49,359,128,25,512,1246,116,1874
UCL115085,47,17,67,161,87,14,262,1088,124,1474
UCL115086,4,0,4,240,61,18,319,860,227,1406
UCL115087,16,3,19,211,56,11,278,482,26,786
UCL115088,23,7,30,147,108,6,261,692,48,1001
UCL115089,57,24,81,569,251,23,843,1721,1021,3585
UCL115090,33,7,40,192,42,6,240,725,68,1033
UCL115091,11,3,14,126,65,0,191,624,91,906
UCL115092,57,7,64,269,109,10,388,736,93,1217
UCL115093,26,4,30,165,63,14,242,621,44,907
UCL115094,106,23,129,383,211,31,625,1428,164,2217
UCL115095,44,4,48,146,79,13,238,578,102,918
UCL115096,44,7,51,482,151,36,669,1438,130,2237
UCL115097,32,3,35,358,195,26,579,1408,93,2080
UCL115098,14,8,22,169,62,17,248,760,163,1171
UCL115099,139,27,166,338,159,29,526,1495,227,2248
UCL115100,141,14,155,320,185,26,531,1509,148,2188
UCL115101,38,4,42,252,99,17,368,1231,116,1715
UCL115102,52,10,62,274,111,13,398,1140,152,1690
UCL115103,74,49,123,141,70,8,219,646,160,1025
UCL115104,41,10,54,268,93,16,377,802,71,1250
UCL115105,79,10,89,322,142,28,492,1408,156,2056
UCL115106,86,14,103,553,173,64,790,1547,166,2503
UCL115107,0,0,0,332,61,14,407,651,69,1127
UCL115108,52,23,75,249,132,15,396,1477,225,2098
UCL115109,114,18,135,499,273,26,798,1915,343,3056
UCL115110,49,8,60,538,246,42,826,1787,250,2863
UCL115111,39,3,42,332,121,13,466,950,163,1579
UCL115112,46,4,50,408,166,13,587,1185,133,1905
UCL115113,52,8,60,723,238,47,1008,2053,185,3246
UCL115114,87,23,110,513,206,26,745,1994,223,2962
UCL115115,29,9,38,588,171,20,779,1548,129,2456
UCL115116,22,18,40,241,95,15,351,1002,125,1478
UCL115117,85,10,95,342,129,20,491,1415,158,2064
UCL115118,30,0,30,640,290,20,950,1808,160,2918
UCL115119,8,0,8,286,73,15,374,569,56,999
UCL115120,30,10,43,621,169,46,836,1796,159,2791
UCL115121,82,100,182,184,104,23,311,928,358,1597
UCL115122,70,27,97,351,163,23,537,1791,242,2570
UCL115123,27,7,34,830,222,44,1096,2021,193,3310
UCL115124,6,0,6,191,50,13,254,588,26,868
UCL115125,9,0,9,179,77,17,273,524,47,844
UCL115126,14,0,14,393,107,32,532,845,72,1449
UCL115127,145,33,178,557,211,30,798,2969,303,4070
UCL115128,11,10,21,256,104,32,392,633,65,1090
UCL115129,46,0,46,591,177,51,819,1731,272,2822
UCL115130,158,29,187,262,160,18,440,2138,264,2842
UCL115131,41,19,60,683,298,43,1024,1988,228,3240
UCL115132,78,14,92,559,248,29,836,1965,198,2999
UCL115133,34,8,42,210,91,15,316,879,99,1294
