region_id,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL101001,2000,6294,7099,6565,5061,2902,1071,301,31293,4773,26371,16731,8273,2868,464,62,11,59553,11110,38987,46805,50224,38274,23123,11705,3575,223803,6139,16561,17762,14241,10520,6390,3245,927,75785,1091,3436,3341,2814,1610,806,417,119,13634,2254,8385,8492,7327,5434,3220,1841,592,37545,899,4391,5164,6120,6507,3131,1389,341,27942,15684,54638,47017,35310,24050,10410,3982,1238,192329,5900,18380,18695,14944,11974,5501,2206,636,78236,4696,11720,7522,4724,2736,1167,484,146,33195,4228,9478,6695,4488,2690,1504,590,183,29856,450,198,190,198,156,119,51,26,1388,831,2514,2840,2433,1654,764,398,186,11620,26629,29871,23991,21868,17625,13770,10949,5053,149756,86684,231224,212344,179529,131159,73271,38390,13334,965935,2536,8589,7761,6046,3401,1398,495,170,30396,1048,8289,6293,3640,1306,270,39,6,20891,1084,5398,5191,5011,2771,1935,1467,645,23502,1008,3373,2633,1699,787,269,109,30,9908,650,1816,1461,998,547,214,77,25,5788,6872,24780,23952,22480,15814,7728,3882,1386,106894,3945,18646,19915,19576,18369,8542,3634,1157,93784,23883,76255
UCL102001,12,53,85,67,45,19,3,0,284,61,215,146,104,40,10,0,0,576,131,399,522,480,340,118,59,17,2066,98,192,180,224,153,87,43,11,988,10,34,46,45,24,6,4,0,169,8,36,60,51,35,12,4,3,209,4,47,43,47,42,24,7,3,217,65,242,335,270,144,36,6,3,1101,40,188,259,194,120,36,8,3,848,24,65,56,35,28,8,5,0,221,47,83,81,60,22,13,7,3,316,3,0,3,0,0,0,0,0,6,6,35,45,35,18,9,3,3,154,229,249,228,237,160,127,79,33,1342,738,1838,2089,1849,1171,505,228,79,8497,6,81,68,59,23,9,3,0,249,19,62,46,32,19,3,0,0,181,7,39,44,36,22,7,9,4,168,7,25,13,11,8,0,0,0,64,0,20,29,13,13,3,3,0,81,32,181,217,193,122,68,28,12,853,30,165,160,133,90,55,14,4,651,195,562
UCL102002,71,141,212,193,186,139,74,22,1038,258,539,488,335,147,25,4,0,1796,918,2301,3356,4211,3732,2863,1662,513,19556,652,1653,1947,1867,1456,973,560,161,9269,183,374,445,342,199,138,65,18,1764,135,413,539,664,464,226,132,36,2609,54,337,419,533,796,366,180,50,2735,474,1253,1592,1606,1408,893,399,130,7755,313,631,787,723,646,376,181,52,3709,206,281,294,213,208,123,47,16,1388,277,582,636,472,369,249,112,31,2728,13,7,3,16,7,3,11,0,60,40,102,131,135,121,73,50,30,682,1728,1105,1450,1609,1469,1580,1685,836,11462,5322,9719,12299,12919,11208,8027,5162,1895,66551,51,182,269,205,138,72,32,11,960,41,92,189,164,110,33,10,0,639,37,115,197,239,162,167,147,67,1131,24,79,89,75,35,19,11,0,332,94,162,123,114,56,22,8,3,582,537,1637,2076,2484,1719,878,479,130,9940,259,1203,1398,1488,1495,694,357,84,6978,1419,2951
UCL102003,10,19,21,24,36,23,18,9,160,43,60,60,34,35,3,0,0,235,112,325,479,638,663,634,422,161,3434,113,288,412,378,310,250,166,41,1958,27,66,88,78,43,24,11,3,340,16,76,136,133,70,50,20,10,511,6,40,84,106,162,103,50,12,563,71,182,218,225,238,128,95,30,1187,47,72,117,122,108,66,32,9,573,32,54,52,28,23,21,14,6,230,55,146,128,141,91,62,29,6,658,8,0,3,5,3,0,4,3,26,4,9,13,26,26,11,20,8,117,265,184,243,278,291,348,490,219,2318,809,1521,2054,2216,2099,1723,1371,517,12310,8,25,37,29,24,11,4,0,138,0,19,34,39,30,10,0,0,132,4,13,35,38,23,29,41,15,198,3,26,19,19,7,8,3,0,85,5,29,25,15,14,3,0,0,91,79,278,364,440,367,227,128,31,1914,21,174,284,311,289,149,81,20,1329,187,419
UCL102004,118,350,320,306,321,214,78,16,1723,291,742,453,268,132,25,3,3,1917,1638,4310,4755,5492,4972,3209,1697,503,26576,730,1618,1663,1607,1299,858,505,147,8427,85,365,375,286,183,110,41,7,1452,180,756,911,764,634,271,141,43,3700,78,414,567,711,926,468,236,40,3440,589,1730,1826,1706,1331,675,232,58,8147,307,804,934,812,749,360,165,38,4169,259,489,257,210,149,73,20,7,1464,307,620,513,364,261,178,90,18,2351,28,7,8,7,6,3,7,3,69,56,96,144,147,121,64,38,13,679,1617,1282,1387,1563,1373,1304,1348,604,10478,6283,13583,14113,14243,12457,7812,4601,1500,74592,159,394,423,335,252,75,21,6,1665,35,132,180,117,84,26,10,0,584,89,316,284,264,162,154,133,43,1445,64,173,116,84,24,13,5,3,482,78,178,147,99,41,19,7,0,569,778,2395,2503,2789,1862,912,453,129,11821,305,1542,1635,1867,1936,888,387,111,8671,1738,3577
UCL103001,119,311,269,264,274,153,51,12,1453,322,734,375,251,107,27,4,0,1820,1222,3154,4003,4753,3866,2311,1181,344,20834,587,1335,1454,1162,829,608,358,89,6422,108,287,283,208,118,54,27,8,1093,120,440,464,434,325,154,59,24,2020,72,342,399,510,590,239,104,20,2276,590,1288,1391,1163,909,370,136,48,5895,339,718,748,591,474,218,94,17,3199,215,318,225,177,100,46,21,8,1110,228,478,390,274,217,151,65,11,1814,55,10,9,5,10,4,7,0,100,41,108,125,132,94,40,28,12,580,1469,1070,1096,1262,1120,1092,1149,353,8611,5487,10593,11231,11186,9033,5467,3284,946,57227,120,304,261,218,137,58,8,0,1106,61,185,195,150,68,21,6,0,686,83,259,270,214,181,131,100,49,1287,19,82,63,76,28,10,0,0,278,40,116,112,77,41,8,6,0,400,515,1401,1557,1703,1085,464,214,58,6997,235,1175,1245,1387,1324,506,194,67,6133,1481,2961
UCL111001,8,30,25,28,34,12,3,5,145,48,90,69,35,18,9,3,0,272,263,529,509,607,495,289,157,29,2878,174,257,228,228,164,96,66,15,1228,28,96,86,85,66,54,16,0,431,20,98,93,107,65,28,14,3,428,14,54,77,96,135,47,22,0,445,107,317,305,251,206,98,37,7,1328,56,93,133,70,89,34,8,7,490,18,49,28,25,22,9,3,0,154,50,107,96,59,39,20,10,3,384,0,3,0,0,4,0,0,0,7,3,23,18,22,23,5,5,0,99,283,218,244,233,224,217,217,101,1737,1072,1964,1911,1846,1584,918,561,170,10026,16,41,42,26,15,3,3,0,146,5,12,25,26,22,6,0,0,96,8,36,31,29,19,6,8,7,144,8,15,16,10,4,0,0,0,53,29,41,35,21,12,3,3,0,144,136,362,296,381,319,125,74,27,1720,48,231,223,299,229,120,33,17,1200,292,536
UCL111002,8,49,43,53,57,25,6,3,244,46,126,53,41,23,9,0,0,298,498,1248,1272,1288,993,538,202,60,6099,128,285,277,261,214,152,61,22,1400,18,72,99,65,48,18,7,3,330,14,68,115,113,75,31,14,3,433,16,53,119,93,145,60,31,0,517,88,251,394,306,216,110,33,9,1407,30,115,146,96,116,43,31,0,577,27,54,42,22,14,12,5,0,176,62,172,124,88,67,44,18,3,578,0,5,0,0,0,0,0,0,5,10,23,32,34,16,14,6,3,138,399,288,326,342,294,249,216,83,2197,1344,2809,3042,2802,2278,1305,630,189,14399,20,62,82,51,32,6,3,0,256,9,30,37,40,27,8,3,0,154,9,59,61,58,19,16,15,9,246,6,19,18,12,3,0,0,0,58,22,46,37,13,9,6,0,0,133,135,438,487,488,354,166,61,20,2149,43,269,357,328,309,106,59,19,1490,389,856
UCL112001,6,8,27,31,19,15,0,4,110,46,73,47,32,23,3,0,0,224,165,383,387,423,356,193,84,20,2011,95,151,145,119,120,62,31,9,732,22,51,56,54,31,23,17,7,261,26,49,47,52,35,11,7,4,231,13,44,80,74,68,33,19,0,331,71,143,140,128,119,67,28,9,705,27,77,101,85,64,33,17,3,407,29,35,28,23,20,9,4,0,148,53,82,64,39,25,21,7,3,294,5,0,0,0,0,3,4,0,12,9,10,11,21,6,9,12,0,78,360,335,278,182,147,134,123,36,1595,927,1441,1411,1263,1033,616,353,95,7139,0,18,25,20,10,4,0,0,77,9,8,16,15,14,5,0,0,67,3,16,24,24,12,9,11,8,107,3,5,9,9,7,0,3,0,36,14,25,25,19,7,3,0,0,93,84,194,199,251,208,77,64,14,1091,40,167,202,203,162,84,47,21,926,153,340
UCL112002,5,21,47,64,65,44,17,6,269,22,41,56,41,29,14,0,0,203,57,140,268,356,364,221,99,23,1528,40,90,128,138,108,89,45,16,654,22,49,83,72,49,22,4,3,304,9,36,64,81,105,28,22,3,348,6,22,74,118,151,60,15,0,446,38,75,171,149,187,108,42,16,786,28,65,154,148,210,107,45,7,764,21,61,102,98,87,34,9,0,412,40,60,64,37,33,24,3,3,264,0,3,3,0,3,0,0,0,9,3,14,25,33,23,9,8,0,115,183,107,160,222,211,144,124,42,1193,474,784,1399,1557,1625,904,433,119,7295,3,23,56,45,42,25,12,0,206,6,12,16,27,20,4,0,0,85,3,18,22,28,19,17,7,5,119,3,7,20,9,18,4,0,0,61,9,26,29,39,16,7,5,3,134,27,151,208,311,272,137,78,26,1210,12,116,211,272,335,144,60,17,1167,83,143
