region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
UCL112005,135,55,79,51,55,43,23,38,808,0,0,0,0,0,0,0,3,0,3,6,975,111,204,78,106,69,75,58,58,108,1842
UCL112006,56,15,25,39,28,50,17,152,626,7,0,3,0,0,0,0,3,0,0,13,1006,60,98,30,42,56,43,68,29,219,1651
UCL112007,95,33,30,39,66,57,28,53,749,8,0,3,0,0,3,0,3,0,0,17,1403,148,195,58,52,72,87,76,40,130,2261
UCL112008,0,0,0,6,7,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,92,9,6,3,3,12,7,0,3,6,141
UCL112009,81,20,20,24,26,18,12,30,667,4,0,0,0,0,0,0,0,0,0,4,2326,161,181,40,48,58,68,51,29,151,3113
UCL112010,280,78,87,85,63,31,55,48,1300,0,0,0,0,0,3,0,0,0,0,3,1648,194,410,115,132,120,103,67,89,144,3022
UCL112011,91,26,38,46,39,24,9,40,844,5,0,0,0,0,0,0,0,0,0,5,3672,320,419,97,118,135,109,83,32,242,5227
UCL112012,91,43,41,72,41,25,29,29,640,3,0,0,3,0,0,0,0,0,0,6,1098,118,163,69,62,106,67,45,44,126,1898
UCL112013,336,121,143,106,227,212,110,68,1820,0,0,10,0,0,3,4,5,3,3,28,1655,261,509,189,201,177,284,268,150,155,3849
UCL113001,126,30,54,98,132,219,165,77,1162,0,0,0,0,0,3,3,3,0,3,12,1026,202,204,52,72,126,175,252,187,132,2428
UCL113002,38,16,15,13,17,26,8,11,340,3,0,0,0,0,0,0,0,0,0,3,1123,76,116,36,27,36,46,46,23,75,1604
UCL113003,15,3,4,6,3,7,9,14,367,7,0,0,0,0,0,0,0,0,3,10,1328,38,55,14,24,15,13,14,9,69,1579
UCL113004,68,16,23,13,24,7,12,42,650,3,0,0,3,0,3,0,0,0,0,9,2428,155,226,40,50,33,57,25,27,215,3256
UCL113005,22,12,20,15,12,10,15,35,279,3,0,0,0,0,0,0,0,0,0,3,513,34,51,27,30,24,25,24,23,79,830
UCL113006,3,9,3,6,0,3,3,3,56,0,0,0,0,0,0,0,0,0,0,0,234,12,13,9,6,9,3,3,6,12,307
UCL113007,30,10,14,9,9,0,8,27,348,3,0,3,0,0,0,0,0,0,0,6,1436,85,66,18,17,20,12,11,13,108,1786
UCL113008,35,3,17,16,11,6,9,36,225,0,0,0,0,0,0,0,0,0,0,0,548,50,69,15,17,21,17,15,16,81,849
UCL113009,347,91,124,217,194,110,64,137,2657,7,3,3,0,0,3,3,3,0,6,28,1565,328,434,116,133,250,245,145,80,197,3493
UCL113010,17,6,3,5,6,3,3,81,205,3,0,0,0,0,0,0,0,0,0,3,379,20,32,12,6,8,9,6,3,112,587
UCL113011,31,6,13,13,9,0,7,12,356,0,0,0,0,0,0,0,3,0,0,3,1359,78,167,43,47,57,34,46,16,72,1919
UCL113012,13,9,0,6,0,5,6,8,118,0,0,0,0,3,0,0,0,3,0,6,495,33,32,9,3,15,8,12,12,40,659
UCL113013,28,6,7,16,6,7,6,17,266,0,0,0,0,0,0,0,0,0,0,0,687,54,49,21,14,28,16,12,9,58,948
UCL113014,46,24,17,45,24,38,16,30,596,3,0,0,0,0,0,0,0,0,3,6,1706,157,151,44,38,63,37,67,46,113,2422
UCL113015,27,22,30,30,17,23,5,15,255,0,0,0,0,0,0,0,0,0,0,0,365,44,56,36,47,63,51,37,18,39,756
UCL113016,37,11,9,3,9,13,11,21,349,6,0,0,0,0,0,0,0,0,0,6,1183,81,144,45,39,56,42,50,16,87,1743
UCL113017,21,13,12,12,18,23,10,11,175,0,0,0,0,0,0,0,0,0,0,0,273,30,40,13,12,20,22,39,17,40,506
UCL113018,42,18,9,8,9,11,9,9,295,0,0,0,0,0,0,3,0,0,0,3,778,50,85,18,12,26,28,22,9,52,1080
UCL113019,81,50,23,42,19,19,14,15,353,0,0,0,0,0,0,0,0,0,0,0,571,106,166,64,50,89,41,57,39,58,1241
UCL113020,45,10,21,16,17,14,8,23,342,0,0,0,0,0,0,6,0,0,0,6,877,71,89,16,36,27,28,17,13,81,1255
UCL113021,23,5,0,0,19,3,0,16,318,3,0,0,0,0,0,0,0,0,0,3,1211,54,64,14,10,19,35,3,0,81,1491
UCL114001,0,5,3,0,3,0,0,8,81,0,0,0,0,0,0,0,0,0,0,0,652,40,28,11,10,0,6,0,0,48,795
UCL114002,13,0,0,0,6,4,5,8,107,0,3,0,0,0,0,0,0,0,0,3,305,26,33,6,0,0,12,10,10,20,422
UCL114003,28,8,8,5,18,4,6,41,343,0,0,3,0,0,0,0,0,0,0,3,679,37,58,12,14,11,18,11,12,53,905
UCL114004,13,0,3,6,5,3,0,8,63,0,0,0,0,0,0,0,0,0,0,0,236,4,17,0,3,9,13,3,3,20,308
UCL114005,6,0,8,4,6,4,3,3,79,0,0,0,0,0,0,0,0,0,0,0,293,16,24,3,8,9,12,4,6,15,390
UCL114006,21,3,6,6,0,4,0,8,113,0,0,0,0,0,0,0,0,0,0,0,312,17,40,3,6,11,0,12,5,28,434
UCL114007,20,6,13,5,3,16,3,4,131,0,0,0,0,0,0,0,0,0,0,0,239,23,37,6,13,12,6,16,3,34,389
UCL114008,13,0,0,9,6,3,3,3,75,0,0,0,0,0,0,0,0,0,0,0,172,13,24,11,6,12,6,7,3,22,276
UCL114009,11,0,3,4,3,0,3,3,71,3,0,0,0,0,0,0,0,0,0,3,240,14,23,6,6,7,3,0,3,17,319
UCL114010,10,4,12,10,11,6,3,3,111,0,0,0,0,0,0,0,0,0,0,0,213,15,20,11,12,19,18,13,7,10,338
UCL114011,13,3,0,0,6,6,6,3,90,0,0,0,0,0,0,0,0,0,0,0,391,47,64,19,10,14,25,12,9,23,614
UCL114012,18,16,16,36,18,17,12,15,214,0,0,0,0,0,0,0,3,3,0,6,270,14,27,28,24,46,21,37,18,39,524
UCL114013,24,0,8,7,16,12,12,22,248,0,0,0,0,0,0,0,0,0,0,0,276,40,41,5,15,10,16,18,15,36,472
UCL114014,26,8,3,6,6,6,6,9,138,0,0,0,0,0,0,0,0,0,0,0,432,57,80,17,21,23,24,13,12,31,710
UCL114015,10,0,9,3,9,3,0,3,116,0,0,0,0,0,0,0,0,0,3,3,503,40,69,26,25,26,28,18,10,23,768
UCL114016,14,3,3,3,0,7,6,3,181,0,0,0,0,0,0,0,0,0,0,0,863,43,51,18,11,17,9,16,9,32,1069
UCL114017,17,8,7,24,20,12,7,18,197,6,0,0,0,0,0,0,0,0,0,6,192,24,30,13,13,33,20,22,13,35,395
UCL114018,21,9,5,0,10,14,9,13,211,0,0,0,0,0,0,0,0,0,3,3,701,52,57,25,11,5,26,18,12,42,949
UCL114019,16,4,6,18,8,6,11,11,200,0,0,0,0,0,0,0,0,0,0,0,468,29,51,8,17,36,21,17,18,40,705
UCL114020,14,7,0,7,9,9,3,10,194,0,0,0,0,0,0,0,0,0,0,0,639,44,63,21,8,18,14,12,7,47,873
UCL114021,4,0,4,4,6,0,3,8,100,0,0,0,0,0,0,0,0,0,0,0,541,26,23,6,8,10,9,7,3,42,675
UCL114022,8,0,6,13,12,7,6,3,93,0,0,0,0,0,0,0,0,0,3,3,118,20,20,7,6,13,16,16,6,17,239
UCL114023,22,0,9,4,3,0,0,10,101,3,0,0,0,0,0,0,0,0,0,3,413,51,98,21,29,33,24,10,6,41,726
UCL114024,7,6,0,6,6,8,0,9,113,0,0,0,0,0,0,0,0,0,0,0,511,26,41,22,8,17,13,25,4,37,704
UCL114025,12,9,9,14,10,13,22,9,124,0,0,0,0,0,0,0,0,0,0,0,152,29,29,15,15,20,13,21,34,20,348
UCL114026,3,0,3,4,0,3,0,14,259,7,0,0,0,0,0,0,0,0,0,7,1050,41,19,5,9,4,6,6,0,61,1201
UCL114027,7,0,0,3,3,3,0,6,135,0,0,0,0,0,0,0,0,0,0,0,505,23,25,6,0,3,3,10,0,23,598
UCL114028,16,3,13,26,30,20,6,9,186,0,0,0,0,0,0,0,3,0,0,3,268,23,37,14,22,39,46,30,9,20,508
UCL114029,10,0,6,3,0,0,0,5,69,0,0,0,0,0,0,0,0,0,0,0,327,18,19,4,6,6,3,4,0,29,416
UCL114030,9,3,0,4,3,0,5,3,91,3,0,0,0,0,0,0,0,0,0,3,501,34,29,3,10,10,8,17,16,26,654
UCL114031,3,0,0,5,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,95,0,9,3,3,5,0,0,9,6,130
UCL114032,21,0,0,0,14,11,7,8,131,0,0,0,0,0,0,0,0,0,0,0,293,30,40,7,5,14,26,14,7,38,474
UCL114033,24,3,8,10,3,3,9,10,124,0,0,0,0,0,0,0,0,0,0,0,220,20,38,6,8,13,8,9,9,24,355
UCL115001,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,57,4,7,3,0,0,6,6,6,6,95
UCL115002,21,0,0,4,8,3,3,8,111,0,0,0,0,0,0,0,0,0,0,0,374,36,50,8,10,8,14,9,9,30,548
UCL115003,0,3,9,0,3,3,4,3,72,0,0,0,0,0,3,0,0,0,0,3,224,16,24,12,12,12,11,6,4,13,334
UCL115004,6,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,144,10,17,0,0,3,0,0,0,4,178
UCL115005,0,0,3,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,153,0,6,5,6,0,0,0,0,13,183
UCL115006,6,0,0,3,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,27,14,10,0,0,3,0,3,0,7,64
UCL115007,12,3,0,0,4,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,180,21,30,9,8,3,9,4,3,9,276
UCL115008,4,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,288,15,11,7,0,0,0,0,0,12,333
UCL115009,3,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,48,4,6,4,0,0,0,0,3,6,71
UCL115010,4,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,80,6,4,3,3,4,0,6,0,3,109
UCL115011,3,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,63,3,6,0,3,0,0,3,3,0,81
UCL115012,0,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,0,0,0,151,0,6,0,3,0,0,0,0,17,177
UCL115013,4,0,0,0,0,0,0,9,61,0,0,0,0,0,0,0,0,0,0,0,95,7,9,0,0,0,0,0,0,13,124
UCL115014,12,4,3,0,6,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,228,9,18,4,6,0,6,3,0,16,290
UCL115015,9,3,0,11,3,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,299,26,30,11,3,11,9,6,7,21,423
UCL115016,0,0,0,6,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,173,5,12,0,0,6,0,0,0,5,201
UCL115017,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,3,249,11,13,0,0,3,3,6,0,7,292
UCL115018,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,43,3,7,3,0,0,0,3,0,3,62
UCL115019,13,3,3,3,0,0,0,9,132,0,0,0,0,0,0,0,0,0,0,0,603,43,42,6,3,7,6,3,3,34,750
UCL115020,0,13,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,110,4,7,13,7,3,0,4,0,4,152
UCL115021,0,0,3,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,76,13,8,7,3,16,0,8,0,7,138
UCL115022,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,76,3,3,0,0,0,3,0,0,3,88
UCL115023,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,182,14,19,0,0,0,4,0,0,14,233
UCL115024,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,52
UCL115025,3,0,0,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,34,5,6,0,3,6,6,4,0,5,69
UCL115026,0,0,3,0,0,3,0,6,30,0,0,0,0,0,0,0,0,0,0,0,123,12,9,0,3,10,4,3,0,18,182
UCL115027,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,62,6,0,0,0,0,0,0,0,3,71
UCL115028,3,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,93,6,9,3,6,0,0,3,4,6,130
UCL115029,7,0,0,0,0,4,0,6,38,0,0,0,0,0,0,0,0,0,0,0,85,16,18,0,7,7,6,16,10,12,177
UCL115030,14,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,180,16,34,0,3,6,0,0,0,15,254
UCL115031,6,3,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,161,9,19,10,3,6,9,0,0,3,220
UCL115032,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,63,0,4,6,0,3,0,0,0,3,79
UCL115033,6,0,0,6,6,0,0,3,67,0,0,0,0,0,0,0,0,0,3,3,352,20,26,3,0,6,12,0,6,34,459
UCL115034,6,0,0,0,0,6,3,0,61,0,0,0,0,0,0,0,0,0,0,0,260,27,28,6,6,4,13,12,3,13,372
UCL115035,6,3,0,3,3,3,0,3,58,0,0,0,0,0,0,0,0,0,3,3,227,27,28,12,12,10,7,3,0,18,344
UCL115036,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,119,8,0,3,0,0,0,0,0,8,138
UCL115037,30,10,14,18,26,23,10,24,261,0,0,0,0,0,0,0,0,0,0,0,501,81,97,39,42,44,60,54,31,85,1034
UCL115038,6,0,0,0,6,3,3,0,148,3,0,0,0,0,0,0,0,0,0,3,398,16,18,3,3,6,13,6,10,21,494
UCL115039,0,0,0,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,89,28,19,0,4,4,3,0,0,6,153
UCL115040,0,0,3,4,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,3,4,0,0,0,10,59
UCL115041,10,6,17,30,9,15,8,4,126,0,0,0,0,0,0,0,0,0,0,0,101,17,30,12,22,43,16,22,11,19,293
UCL115042,0,3,0,0,0,6,0,3,41,0,0,0,0,0,0,0,0,0,0,0,139,10,6,6,3,3,0,9,0,7,183
UCL115043,3,0,7,3,8,4,6,3,45,0,0,0,0,0,0,0,0,0,0,0,45,9,10,4,7,8,8,10,9,9,119
UCL115044,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,4,7,0,0,3,3,0,0,3,64
UCL115045,8,0,0,0,0,3,0,6,29,3,0,0,0,0,0,0,0,0,0,3,87,9,14,0,0,3,0,3,0,6,122
UCL115046,3,0,4,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,4,0,3,0,0,6,53
UCL115047,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,42,3,3,0,6,0,0,0,0,9,63
UCL115048,0,0,3,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,82,8,21,0,6,0,0,0,3,15,135
UCL115049,8,0,0,0,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,96,0,15,0,3,3,0,0,3,0,120
UCL115050,5,0,3,3,3,0,0,6,95,0,0,0,0,0,0,0,0,0,0,0,324,18,16,3,3,3,3,3,4,17,394
UCL115051,0,3,0,0,3,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,58,4,4,3,0,0,3,3,3,7,85
UCL115052,0,0,0,0,0,0,0,12,55,0,0,0,0,0,0,0,0,0,0,0,248,5,6,0,0,4,4,0,0,38,305
UCL115053,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,56,3,6,0,0,9,0,0,0,0,74
UCL115054,3,3,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,79,4,6,9,3,0,3,0,0,3,107
UCL115055,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,111,5,5,4,8,0,0,0,0,6,139
UCL115056,0,3,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,63,3,0,6,6,0,3,6,0,3,90
UCL115057,6,0,3,4,0,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,273,10,9,0,3,7,3,6,0,16,327
UCL115058,30,6,7,4,11,12,3,0,141,0,0,0,0,0,0,0,0,0,0,0,94,46,39,6,17,11,17,18,3,4,255
UCL115059,0,0,0,3,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,128,8,10,4,3,9,7,7,0,12,188
UCL115060,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,137,6,14,0,0,6,9,0,0,7,179
UCL115061,0,4,0,8,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,85,6,4,7,0,8,3,3,0,6,122
UCL115062,10,3,8,13,3,7,0,3,64,0,0,0,0,0,0,0,0,0,0,0,69,23,29,6,8,17,3,7,0,9,171
UCL115063,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,30,6,3,0,0,0,3,0,3,3,48
UCL115064,0,3,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,79,9,10,6,3,3,0,0,0,0,110
UCL115065,3,0,10,3,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,112,28,34,6,14,3,0,0,0,7,204
UCL115066,6,0,4,6,0,7,0,6,75,0,0,0,0,0,0,0,0,0,0,0,323,28,20,15,7,12,9,16,4,14,448
UCL115067,4,3,7,4,6,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,59,6,10,6,7,7,6,3,0,3,107
UCL115068,0,0,3,0,3,3,0,3,46,0,0,0,0,0,0,0,0,0,0,0,205,10,4,0,3,0,3,3,0,13,241
UCL115069,4,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,107,7,9,0,3,0,3,0,0,18,147
UCL115070,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,4,0,0,0,0,8,123
UCL115071,0,3,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,89,0,0,3,0,0,6,0,0,4,102
UCL115072,3,3,0,0,0,0,3,6,42,0,0,0,0,0,0,0,0,0,0,0,136,6,6,6,0,4,3,3,6,11,181
UCL115073,0,0,0,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,80,8,3,0,0,6,3,3,3,3,109
UCL115074,0,0,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,116,0,7,0,3,0,3,0,0,6,135
UCL115075,3,0,3,6,3,0,0,0,22,0,0,0,0,0,0,0,0,4,0,4,41,10,3,0,3,13,3,0,4,0,77
UCL115076,6,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,3,3,52,3,6,0,0,7,4,0,0,9,81
UCL115077,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,78,5,3,0,4,0,0,0,0,0,90
UCL115078,0,0,0,6,4,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,161,11,9,0,3,6,4,0,0,12,206
UCL115079,0,3,0,0,3,0,3,6,27,0,0,0,0,0,0,0,0,0,0,0,98,5,8,3,0,3,3,0,8,6,134
UCL115080,3,3,3,9,3,3,6,0,55,0,0,0,0,0,0,0,0,0,0,0,86,3,11,3,6,9,3,3,6,10,140
UCL115081,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,61,0,17,0,0,0,0,6,0,0,84
UCL115082,4,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,211,9,4,9,0,0,0,3,0,6,242
UCL115083,3,0,0,0,3,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,47,3,9,0,0,0,3,6,9,0,77
UCL115084,6,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,164,17,14,8,0,0,0,0,0,8,211
UCL115085,6,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,114,0,9,0,0,0,3,3,0,5,134
UCL115086,6,0,0,6,8,3,3,3,59,0,0,3,0,0,0,0,0,0,0,3,129,10,18,0,7,6,8,12,12,11,213
UCL115087,3,3,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,56,6,6,3,0,3,6,0,0,4,84
UCL115088,3,0,3,0,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,47,0,3,0,3,0,3,0,0,9,65
UCL115089,11,3,6,6,0,0,0,153,200,0,0,6,0,0,0,0,0,0,0,6,114,14,26,3,6,9,0,0,0,160,332
UCL115090,5,6,0,0,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,115,0,5,6,0,0,0,0,5,8,139
UCL115091,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,94,3,5,4,0,0,0,0,0,4,110
UCL115092,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,64,6,0,0,3,0,3,0,0,9,85
UCL115093,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,124,4,8,0,3,0,0,0,0,7,146
UCL115094,9,3,3,10,0,0,3,6,52,0,0,0,0,0,0,0,0,0,0,0,126,9,17,6,3,10,4,0,6,14,195
UCL115095,0,3,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,24,14,6,3,0,0,4,0,3,0,54
UCL115096,3,0,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,196,16,11,0,0,3,10,6,0,21,263
UCL115097,8,0,0,6,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,242,10,29,0,0,10,0,3,4,9,307
UCL115098,6,0,3,6,3,0,3,9,131,0,0,0,0,0,0,0,0,0,0,0,203,9,9,0,3,6,3,3,3,19,258
UCL115099,3,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,131,6,10,3,0,0,0,3,3,11,167
UCL115100,3,0,0,0,3,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,155,6,19,3,3,3,3,6,0,18,216
UCL115101,3,0,0,0,0,0,3,0,64,3,0,0,0,0,0,0,0,0,0,3,275,6,11,4,3,0,3,0,3,11,316
UCL115102,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,79,0,7,0,0,0,0,0,0,0,86
UCL115103,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,117,6,3,0,6,0,3,0,0,11,146
UCL115104,3,3,0,0,0,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,73,11,6,3,0,6,0,6,0,3,108
UCL115105,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,235,7,16,0,0,0,3,0,0,18,279
UCL115106,31,3,10,6,8,10,0,4,151,0,0,0,0,0,0,0,0,0,0,0,322,63,82,15,17,26,8,18,6,30,587
UCL115107,0,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,133,16,24,0,6,5,3,0,0,4,191
UCL115108,7,6,3,3,0,3,3,3,79,0,0,0,0,0,0,0,0,0,0,0,272,8,13,9,6,3,3,3,3,22,342
UCL115109,10,0,0,10,3,9,0,4,56,0,0,0,0,0,0,0,0,0,0,0,117,5,14,0,0,10,7,9,0,13,175
UCL115110,0,3,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,95,4,8,6,3,4,0,0,0,6,126
UCL115111,0,3,7,7,9,0,7,6,42,0,0,0,0,0,0,0,0,0,0,0,43,0,0,8,7,7,9,0,7,6,87
UCL115112,6,3,0,4,7,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,124,37,20,9,6,15,12,0,0,20,243
UCL115113,21,7,9,6,6,9,0,9,170,0,0,0,0,0,0,0,0,0,0,0,438,44,54,12,13,15,16,12,0,36,640
UCL115114,7,0,3,6,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,258,12,27,4,3,9,4,0,0,23,340
UCL115115,6,0,0,0,0,6,0,3,69,0,0,0,0,0,0,0,0,0,0,0,302,35,24,3,12,12,3,10,0,19,420
