region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL101001,1541661,1619742,3161403,759732,468804,1228536,179266,335397,514663,51968,54633,106601,59142,53031,112173,1050108,911865,1961973,394583,616447,1011030,5.6,5.8,5.7,68.1,56.3,62.1,64.3,53.0,58.5,102550,88137,190687,20216,31155,51371,263651,301354,565005,124713,162690,287403,285559,163086,448645,1528526,1589559,3118085,260028,269674,529702,999266,1048536,2047802,670178,696392,1366570
UCL102001,14251,14360,28611,8405,5648,14053,1427,3112,4539,574,699,1273,335,259,594,10741,9718,20459,2634,3955,6589,3.1,2.7,2.9,75.4,67.7,71.5,73.0,65.9,69.4,804,528,1332,261,370,631,1489,2043,3532,1094,1377,2471,3421,2016,5437,13984,14092,28076,2770,2857,5627,8728,8802,17530,6897,7043,13940
UCL102002,113794,126060,239854,48623,25781,74404,12619,29372,41991,3909,4242,8151,4978,4341,9319,70129,63736,133865,37240,55532,92772,7.1,6.8,7.0,61.6,50.6,55.8,57.3,47.1,51.9,2172,1918,4090,1013,1690,2703,8392,12118,20510,7509,11146,18655,34698,20307,55005,116041,125304,241345,18843,20712,39555,76795,82888,159683,49251,54681,103932
UCL102003,21820,24611,46431,7109,4103,11212,2814,5586,8400,670,692,1362,1065,816,1881,11658,11197,22855,8841,11908,20749,9.1,7.3,8.2,53.4,45.5,49.2,48.5,42.2,45.2,303,305,608,177,297,474,1418,2172,3590,1312,2057,3369,6442,3425,9867,20908,23026,43934,3877,4451,8328,13457,14739,28196,9915,11325,21240
UCL102004,122649,130567,253216,56196,29953,86149,13841,32857,46698,4291,4540,8831,4509,3679,8188,78837,71029,149866,37904,54009,91913,5.7,5.2,5.5,64.3,54.4,59.2,60.6,51.6,56.0,3871,3344,7215,1320,2274,3594,13250,17503,30753,8375,11350,19725,36326,18657,54983,121976,127894,249870,20751,21864,42615,83435,87677,171112,50789,53887,104676
UCL103001,97220,101767,198987,42493,20984,63477,10252,24199,34451,3557,3550,7107,4375,3593,7968,60677,52326,113003,31789,45131,76920,7.2,6.9,7.1,62.4,51.4,56.8,57.9,47.9,52.8,3381,2962,6343,967,1680,2647,8782,11197,19979,6611,8540,15151,28065,15356,43421,99716,102943,202659,15132,15775,30907,70013,72297,142310,37693,39519,77212
UCL111001,17476,19328,36804,8451,4671,13122,1856,4945,6801,641,720,1361,707,634,1341,11655,10970,22625,4878,7463,12341,6.1,5.8,5.9,66.7,56.8,61.5,62.6,53.5,57.8,366,346,712,233,412,645,1468,2336,3804,1015,1577,2592,5067,3068,8135,17183,18356,35539,3428,4009,7437,11098,11795,22893,8077,9086,17163
UCL111002,25293,27138,52431,13187,6168,19355,2505,6855,9360,924,939,1863,840,822,1662,17456,14784,32240,6597,11174,17771,4.8,5.6,5.2,69.0,54.5,61.5,65.7,51.5,58.3,385,361,746,186,381,567,1622,2574,4196,1544,2178,3722,8306,4580,12886,26621,27922,54543,4409,4658,9067,17791,18605,36396,10938,11780,22718
UCL112001,12177,12552,24729,5669,3095,8764,1281,3139,4420,405,449,854,443,420,863,7798,7103,14901,3718,4801,8519,5.7,5.9,5.8,64.0,56.6,60.3,60.4,53.3,56.8,297,252,549,110,237,347,991,1519,2510,666,952,1618,3390,2065,5455,11487,11911,23398,2623,2845,5468,7021,7237,14258,6103,6547,12650
UCL112002,11012,12403,23415,4350,2574,6924,1592,3086,4678,360,386,746,431,364,795,6733,6410,13143,3495,5185,8680,6.4,5.7,6.0,61.1,51.7,56.1,57.2,48.8,52.7,554,635,1189,233,390,623,1415,2182,3597,942,1459,2401,2775,1698,4473,10992,12058,23050,1635,1872,3507,7354,8083,15437,4519,5135,9654
UCL112003,7847,8122,15969,3169,1437,4606,670,1824,2494,290,267,557,277,284,561,4406,3812,8218,2936,3839,6775,6.3,7.5,6.8,56.1,46.9,51.5,52.6,43.4,47.9,43,24,67,30,47,77,240,439,679,271,474,745,2346,1335,3681,7414,7997,15411,1336,1432,2768,4987,5304,10291,3097,3484,6581
UCL112004,17372,19596,36968,6430,3851,10281,2313,4651,6964,559,629,1188,937,734,1671,10239,9865,20104,6174,8697,14871,9.2,7.4,8.3,58.9,50.3,54.4,53.5,46.6,49.9,316,256,572,152,257,409,1470,2119,3589,1024,1770,2794,5045,3228,8273,16696,18290,34986,3828,4279,8107,10211,11133,21344,8924,9977,18901
