region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL112005,11690,13335,25025,6047,3854,9901,1174,3157,4331,355,450,805,453,385,838,8029,7846,15875,3057,4930,7987,5.6,4.9,5.3,68.7,58.8,63.4,64.8,56.0,60.1,171,185,356,106,191,297,785,1568,2353,536,882,1418,3397,2380,5777,11935,13226,25161,2485,2859,5344,7291,8096,15387,5903,6815,12718
UCL112006,8609,8803,17412,3726,2225,5951,876,1944,2820,314,275,589,332,279,611,5248,4723,9971,2935,3679,6614,6.3,5.9,6.1,61.0,53.7,57.3,57.1,50.5,53.8,110,105,215,67,114,181,490,702,1192,435,714,1149,2319,1464,3783,8178,8635,16813,1497,1598,3095,5408,5730,11138,3600,3877,7477
UCL112007,10454,11755,22209,3925,2508,6433,1553,2784,4337,305,369,674,632,538,1170,6415,6199,12614,3576,5126,8702,9.9,8.7,9.3,61.4,52.7,56.8,55.3,48.2,51.5,201,189,390,106,222,328,963,1430,2393,541,919,1460,2829,1905,4734,10182,11163,21345,2228,2464,4692,6373,7019,13392,5209,5816,11025
UCL112008,783,792,1575,407,223,630,89,192,281,20,26,46,18,28,46,534,469,1003,202,278,480,3.4,6.0,4.6,68.3,59.2,63.7,66.0,55.7,60.8,7,4,11,11,20,31,46,102,148,50,66,116,246,128,374,845,810,1655,129,153,282,559,506,1065,336,375,711
UCL112009,10625,11673,22298,3995,2083,6078,1130,2564,3694,355,387,742,544,433,977,6024,5467,11491,3864,5456,9320,9.0,7.9,8.5,56.7,46.8,51.5,51.6,43.1,47.2,112,108,220,70,155,225,584,883,1467,719,907,1626,3221,2118,5339,10381,11163,21544,2099,2251,4350,6503,6984,13487,5119,5567,10686
UCL112010,12985,14206,27191,6565,3703,10268,1230,3154,4384,431,524,955,395,362,757,8621,7743,16364,3531,5724,9255,4.6,4.7,4.6,66.4,54.5,60.2,63.3,52.0,57.4,304,243,547,137,209,346,1083,1661,2744,700,1243,1943,3559,2291,5850,12775,13752,26527,2889,3080,5969,8026,8661,16687,6371,6968,13339
UCL112011,15947,18339,34286,5617,3533,9150,1982,3993,5975,428,509,937,666,502,1168,8693,8537,17230,6433,9010,15443,7.7,5.9,6.8,54.5,46.5,50.3,50.3,43.8,46.8,339,256,595,194,264,458,1429,1832,3261,1157,1770,2927,4756,3064,7820,15239,17162,32401,3322,3709,7031,9244,10474,19718,8224,9293,17517
UCL112012,13469,15020,28489,6219,3698,9917,1328,3310,4638,473,490,963,576,482,1058,8596,7980,16576,3998,6150,10148,6.7,6.0,6.4,63.8,53.1,58.2,59.5,49.9,54.5,190,170,360,112,217,329,863,1430,2293,655,1176,1831,3848,2494,6342,13213,14212,27425,2906,3167,6073,8191,9006,17197,6636,7182,13818
UCL112013,17527,19406,36933,9216,5305,14521,1812,4747,6559,658,724,1382,626,636,1262,12312,11412,23724,4487,7262,11749,5.1,5.6,5.3,70.2,58.8,64.2,66.7,55.5,60.8,457,396,853,190,329,519,1558,2518,4076,998,1477,2475,5079,3282,8361,17442,18863,36305,3950,4330,8280,10851,11761,22612,8978,9872,18850
UCL113001,7445,8633,16078,2797,1903,4700,995,1862,2857,234,274,508,412,343,755,4438,4382,8820,2495,3678,6173,9.3,7.8,8.6,59.6,50.8,54.9,54.1,46.8,50.2,581,454,1035,111,248,359,863,1234,2097,378,650,1028,1579,1124,2703,6733,7432,14165,1925,2298,4223,4022,4534,8556,4073,4654,8727
UCL113002,6325,7314,13639,2030,1255,3285,823,1492,2315,195,198,393,261,230,491,3309,3175,6484,2624,3709,6333,7.9,7.2,7.6,52.3,43.4,47.5,48.2,40.3,43.9,88,95,183,71,110,181,512,728,1240,387,652,1039,1722,1024,2746,5861,6693,12554,1186,1321,2507,3816,4329,8145,2857,3252,6109
UCL113003,4445,4931,9376,1167,684,1851,534,978,1512,127,140,267,196,150,346,2024,1952,3976,2038,2633,4671,9.7,7.7,8.7,45.5,39.6,42.4,41.1,36.6,38.7,54,50,104,50,63,113,241,339,580,209,368,577,1280,707,1987,4024,4499,8523,922,990,1912,2586,2839,5425,2048,2334,4382
UCL113004,7453,8716,16169,2962,1666,4628,981,2038,3019,224,238,462,198,167,365,4365,4109,8474,2685,4215,6900,4.5,4.1,4.3,58.6,47.1,52.4,55.9,45.2,50.2,344,298,642,133,221,354,1055,1202,2257,666,1076,1742,1895,1091,2986,7515,8564,16079,1200,1456,2656,4901,5558,10459,3327,3949,7276
UCL113005,7256,7850,15106,2754,1591,4345,605,1464,2069,275,272,547,370,264,634,4004,3591,7595,2739,3644,6383,9.2,7.4,8.3,55.2,45.8,50.3,50.1,42.4,46.1,52,68,120,50,97,147,268,513,781,279,358,637,1928,1069,2997,7225,7707,14932,1018,1038,2056,5629,5919,11548,2086,2213,4299
UCL113006,1712,1797,3509,697,364,1061,152,420,572,57,63,120,53,33,86,959,880,1839,644,837,1481,5.5,3.8,4.7,56.0,49.0,52.4,52.9,47.1,50.0,10,15,25,11,29,40,93,158,251,80,98,178,488,231,719,1613,1678,3291,302,352,654,966,1030,1996,855,905,1760
UCL113007,7648,8629,16277,1842,1091,2933,769,1552,2321,182,218,400,330,226,556,3123,3087,6210,4000,4939,8939,10.6,7.3,9.0,40.8,35.8,38.1,36.5,33.1,34.7,65,68,133,73,81,154,413,553,966,428,609,1037,2403,1271,3674,7066,7767,14833,1343,1487,2830,4760,5273,10033,3229,3569,6798
UCL113008,6237,7034,13271,2215,1179,3394,671,1483,2154,200,196,396,318,297,615,3404,3155,6559,2501,3525,6026,9.3,9.4,9.4,54.6,44.9,49.4,49.5,40.6,44.8,49,47,96,41,63,104,322,477,799,261,428,689,1628,1137,2765,6084,6746,12830,1183,1367,2550,3911,4368,8279,2799,3222,6021
UCL113009,6692,7055,13747,3208,1714,4922,664,1638,2302,277,273,550,240,211,451,4389,3836,8225,1716,2668,4384,5.5,5.5,5.5,65.6,54.4,59.8,62.0,51.4,56.5,91,76,167,37,73,110,405,632,1037,243,434,677,1668,980,2648,6688,6993,13681,1235,1220,2455,4318,4518,8836,2978,3123,6101
UCL113010,3946,4169,8115,987,588,1575,363,741,1104,88,106,194,227,146,373,1665,1581,3246,2065,2351,4416,13.6,9.2,11.5,42.2,37.9,40.0,36.4,34.4,35.4,15,20,35,18,30,48,118,215,333,105,235,340,931,650,1581,3716,4158,7874,620,766,1386,2548,2829,5377,1411,1714,3125
UCL113011,5166,5466,10632,2250,1141,3391,615,1473,2088,220,178,398,158,129,287,3243,2921,6164,1712,2384,4096,4.9,4.4,4.7,62.8,53.4,58.0,59.7,51.1,55.3,201,172,373,101,165,266,654,838,1492,500,688,1188,1596,823,2419,5187,5393,10580,860,893,1753,3602,3788,7390,2126,2239,4365
UCL113012,4919,5251,10170,2168,892,3060,414,1205,1619,201,184,385,251,199,450,3034,2480,5514,1662,2528,4190,8.3,8.0,8.2,61.7,47.2,54.2,56.6,43.4,49.8,14,21,35,17,26,43,106,216,322,161,235,396,1693,926,2619,5341,5471,10812,742,858,1600,3809,3874,7683,1778,1975,3753
UCL113013,4411,4706,9117,1746,826,2572,375,968,1343,144,139,283,238,167,405,2503,2100,4603,1629,2334,3963,9.5,8.0,8.8,56.7,44.6,50.5,51.3,41.1,46.0,42,38,80,24,52,76,186,278,464,175,242,417,1381,695,2076,4419,4594,9013,678,685,1363,3048,3187,6235,1696,1775,3471
UCL113014,6707,7267,13974,2479,1343,3822,714,1542,2256,248,243,491,244,202,446,3685,3330,7015,2703,3558,6261,6.6,6.1,6.4,55.0,45.8,50.2,51.3,43.0,47.0,232,147,379,64,105,169,554,772,1326,448,716,1164,2076,1200,3276,6719,7156,13875,1151,1193,2344,4446,4736,9182,2966,3134,6100
UCL113015,4249,4171,8420,2435,1023,3458,360,987,1347,188,143,331,140,152,292,3123,2305,5428,839,1600,2439,4.5,6.6,5.4,73.5,55.2,64.5,70.2,51.6,61.0,43,33,76,20,48,68,210,295,505,206,263,469,1430,702,2132,4109,4035,8144,1039,1014,2053,2569,2484,5053,2171,2183,4354
UCL113016,4372,4817,9189,1631,863,2494,517,1156,1673,166,162,328,130,133,263,2444,2314,4758,1640,2250,3890,5.3,5.7,5.5,55.9,48.0,51.8,52.9,45.3,48.9,121,81,202,47,67,114,414,503,917,377,518,895,1373,755,2128,4055,4442,8497,906,990,1896,2374,2677,5051,2305,2466,4771
UCL113017,3726,4044,7770,1742,866,2608,314,892,1206,136,152,288,116,95,211,2308,2005,4313,1139,1778,2917,5.0,4.7,4.9,62.0,49.6,55.5,58.8,47.2,52.8,35,36,71,26,26,52,187,333,520,136,249,385,1020,631,1651,3764,4035,7799,708,744,1452,2497,2666,5163,1642,1780,3422
UCL113018,4956,5341,10297,2224,1042,3266,477,1174,1651,168,179,347,254,228,482,3123,2623,5746,1553,2485,4038,8.1,8.7,8.4,63.0,49.1,55.8,57.9,44.8,51.1,38,27,65,19,45,64,177,303,480,253,332,585,1470,930,2400,5155,5354,10509,858,967,1825,3333,3543,6876,2194,2294,4488
UCL113019,5412,5411,10823,3352,1352,4704,399,1287,1686,215,189,404,130,171,301,4096,2999,7095,1053,2194,3247,3.2,5.7,4.2,75.7,55.4,65.6,73.3,52.3,62.8,62,62,124,35,51,86,341,479,820,282,361,643,1883,1017,2900,5418,5412,10830,1203,1167,2370,3383,3422,6805,2725,2714,5439
UCL113020,6687,7715,14402,2099,1221,3320,743,1425,2168,182,198,380,385,297,682,3409,3141,6550,2873,4167,7040,11.3,9.5,10.4,51.0,40.7,45.5,45.2,36.9,40.7,59,33,92,45,78,123,279,430,709,296,490,786,1804,1255,3059,6563,7374,13937,1324,1452,2776,4480,4902,9382,2848,3384,6232
UCL113021,4829,5311,10140,1397,673,2070,609,1235,1844,146,169,315,205,160,365,2357,2237,4594,2220,2824,5044,8.7,7.2,7.9,48.8,42.1,45.3,44.6,39.1,41.7,65,51,116,33,77,110,304,410,714,269,445,714,1610,789,2399,4766,5162,9928,754,862,1616,3400,3675,7075,1841,2069,3910
UCL114001,3030,3284,6314,623,333,956,275,493,768,68,60,128,130,95,225,1096,981,2077,1746,2096,3842,11.9,9.7,10.8,36.2,29.9,32.9,31.9,27.0,29.3,27,26,53,17,29,46,140,194,334,164,219,383,1032,461,1493,2754,2950,5704,508,527,1035,1927,2061,3988,1205,1277,2482
UCL114002,3563,4027,7590,1268,624,1892,348,712,1060,117,108,225,194,150,344,1927,1594,3521,1391,2176,3567,10.1,9.4,9.8,54.1,39.6,46.4,48.6,35.9,41.9,13,9,22,11,22,33,102,177,279,91,189,280,871,610,1481,3573,3922,7495,695,777,1472,2362,2546,4908,1561,1798,3359
UCL114003,2505,2619,5124,1082,627,1709,266,581,847,75,97,172,97,63,160,1520,1368,2888,895,1136,2031,6.4,4.6,5.5,60.7,52.2,56.4,56.8,49.8,53.3,51,41,92,23,45,68,184,251,435,124,192,316,747,432,1179,2354,2510,4864,478,510,988,1670,1783,3453,958,1051,2009
UCL114004,2162,2404,4566,798,450,1248,194,450,644,63,51,114,69,64,133,1124,1015,2139,922,1259,2181,6.1,6.3,6.2,52.0,42.2,46.8,48.8,39.5,43.9,11,17,28,26,25,51,86,165,251,81,143,224,601,395,996,2158,2355,4513,350,410,760,1541,1639,3180,821,958,1779
UCL114005,2161,2304,4465,976,447,1423,186,506,692,78,77,155,57,54,111,1297,1084,2381,742,1086,1828,4.4,5.0,4.7,60.0,47.1,53.3,57.4,44.7,50.9,15,15,30,16,27,43,108,167,275,83,154,237,673,316,989,2191,2314,4505,307,357,664,1609,1701,3310,759,827,1586
UCL114006,3142,3398,6540,1177,526,1703,306,705,1011,78,88,166,140,106,246,1701,1425,3126,1165,1723,2888,8.2,7.4,7.9,54.1,41.9,47.8,49.7,38.8,44.0,17,19,36,12,32,44,140,219,359,126,192,318,764,475,1239,3110,3304,6414,538,523,1061,2151,2308,4459,1250,1268,2518
UCL114007,2496,2726,5222,1070,551,1621,230,653,883,97,99,196,68,67,135,1465,1370,2835,852,1196,2048,4.6,4.9,4.8,58.7,50.2,54.3,56.0,47.8,51.7,22,22,44,11,34,45,123,217,340,116,180,296,626,418,1044,2454,2654,5108,435,491,926,1759,1875,3634,940,1073,2013
UCL114008,2564,2798,5362,1087,597,1684,211,587,798,96,95,191,112,72,184,1506,1351,2857,923,1315,2238,7.4,5.3,6.4,58.7,48.3,53.3,54.3,45.7,49.9,19,20,39,7,37,44,121,226,347,80,180,260,690,459,1149,2657,2787,5444,465,562,1027,1805,1885,3690,1082,1233,2315
UCL114009,1950,2225,4175,683,390,1073,236,440,676,71,68,139,82,74,156,1072,972,2044,777,1138,1915,7.6,7.6,7.6,54.9,43.7,49.0,50.7,40.4,45.2,17,13,30,14,23,37,79,176,255,78,152,230,490,342,832,1891,2128,4019,410,443,853,1276,1471,2747,858,948,1806
UCL114010,3005,3261,6266,1358,648,2006,286,724,1010,109,79,188,117,122,239,1870,1573,3443,917,1447,2364,6.3,7.8,6.9,62.3,48.2,54.9,58.4,44.5,51.1,20,20,40,13,43,56,143,232,375,87,193,280,805,523,1328,2954,3092,6046,603,638,1241,1978,2035,4013,1297,1429,2726
UCL114011,2122,2214,4336,1213,605,1818,236,733,969,97,102,199,74,52,126,1620,1492,3112,411,626,1037,4.6,3.5,4.0,76.4,67.4,71.8,72.9,65.0,68.9,64,68,132,27,45,72,196,300,496,181,264,445,764,365,1129,2397,2428,4825,305,333,638,1678,1675,3353,802,888,1690
UCL114012,3471,3884,7355,1386,794,2180,304,743,1047,102,101,203,172,133,305,1964,1771,3735,1267,1820,3087,8.8,7.5,8.2,56.6,45.6,50.8,51.6,42.2,46.6,16,30,46,24,42,66,163,290,453,111,198,309,923,596,1519,3404,3760,7164,783,895,1678,2245,2466,4711,1624,1833,3457
UCL114013,2440,2743,5183,1180,639,1819,203,572,775,84,80,164,61,66,127,1528,1357,2885,723,1168,1891,4.0,4.9,4.4,62.7,49.4,55.7,60.2,47.0,53.2,22,18,40,10,21,31,137,219,356,93,138,231,673,378,1051,2522,2663,5185,451,514,965,1720,1841,3561,1053,1132,2185
UCL114014,2159,2346,4505,950,578,1528,373,774,1147,78,92,170,99,80,179,1500,1524,3024,565,746,1311,6.6,5.2,5.9,69.4,65.0,67.1,64.9,61.6,63.2,96,90,186,46,63,109,378,480,858,167,290,457,601,295,896,2245,2375,4620,428,479,907,1439,1520,2959,1049,1185,2234
UCL114015,3056,3177,6233,1785,868,2653,276,852,1128,127,127,254,87,117,204,2275,1964,4239,671,1115,1786,3.8,6.0,4.8,74.4,61.8,68.0,71.6,58.1,64.7,42,32,74,18,44,62,179,312,491,298,327,625,1196,678,1874,3370,3411,6781,565,638,1203,1995,2017,4012,1623,1719,3342
UCL114016,2807,3136,5943,910,536,1446,359,661,1020,90,90,180,74,76,150,1433,1363,2796,1235,1583,2818,5.2,5.6,5.4,51.1,43.5,47.1,48.4,41.1,44.5,47,48,95,37,69,106,265,311,576,193,294,487,887,416,1303,2572,2812,5384,520,601,1121,1622,1757,3379,1348,1508,2856
UCL114017,2974,3061,6035,1346,790,2136,242,540,782,104,92,196,160,94,254,1852,1516,3368,738,1175,1913,8.6,6.2,7.5,62.3,49.6,55.8,56.9,46.5,51.6,16,31,47,17,32,49,159,268,427,107,185,292,716,420,1136,2700,2761,5461,597,643,1240,1763,1765,3528,1238,1332,2570
UCL114018,2755,3062,5817,1350,687,2037,277,741,1018,98,95,193,79,98,177,1804,1621,3425,849,1345,2194,4.4,6.0,5.2,65.5,52.9,58.9,62.6,49.7,55.8,70,53,123,24,56,80,219,334,553,173,282,455,843,477,1320,2816,3038,5854,552,583,1135,1838,2028,3866,1311,1404,2715
UCL114019,3720,3992,7712,1813,839,2652,372,1009,1381,119,123,242,123,119,242,2427,2090,4517,1001,1666,2667,5.1,5.7,5.4,65.2,52.3,58.6,61.9,49.4,55.4,36,35,71,30,67,97,227,390,617,178,297,475,1148,623,1771,3481,3736,7217,938,959,1897,2165,2301,4466,1907,2042,3949
UCL114020,3174,3608,6782,1102,573,1675,385,770,1155,113,96,209,150,152,302,1750,1591,3341,1231,1825,3056,8.6,9.6,9.0,55.1,44.1,49.3,50.4,39.9,44.8,28,35,63,35,60,95,188,318,506,147,272,419,886,591,1477,3202,3552,6754,603,695,1298,2041,2272,4313,1467,1695,3162
UCL114021,2482,2782,5264,498,324,822,268,440,708,56,59,115,136,113,249,958,936,1894,1397,1685,3082,14.2,12.1,13.1,38.6,33.7,36.0,33.1,29.6,31.3,20,24,44,21,30,51,123,188,311,96,167,263,736,424,1160,2354,2592,4946,446,488,934,1571,1732,3303,1056,1185,2241
UCL114022,2219,2384,4603,1066,595,1661,192,523,715,109,87,196,78,71,149,1445,1276,2721,629,969,1598,5.4,5.6,5.5,65.0,53.6,59.1,61.5,50.6,55.9,33,25,58,16,28,44,109,184,293,72,144,216,571,336,907,2235,2354,4589,410,421,831,1484,1580,3064,924,989,1913
UCL114023,2053,2265,4318,832,416,1248,260,570,830,65,75,140,99,84,183,1256,1145,2401,722,1062,1784,7.9,7.3,7.6,61.1,50.6,55.6,56.3,46.9,51.4,36,39,75,30,46,76,176,325,501,140,224,364,700,357,1057,2179,2293,4472,495,525,1020,1029,1072,2101,1384,1508,2892
UCL114024,2039,2257,4296,660,341,1001,215,444,659,68,67,135,57,60,117,1000,912,1912,880,1192,2072,5.7,6.6,6.1,49.0,40.4,44.5,46.2,37.7,41.8,41,37,78,13,26,39,141,182,323,178,194,372,686,330,1016,1892,2077,3969,354,385,739,1196,1321,2517,939,1045,1984
UCL114025,1931,2099,4030,1031,499,1530,164,499,663,77,68,145,44,49,93,1316,1115,2431,521,887,1408,3.3,4.4,3.8,68.1,53.1,60.3,65.8,50.8,58.0,19,26,45,19,19,38,110,210,320,83,159,242,587,345,932,1918,2071,3989,406,420,826,1274,1357,2631,871,965,1836
UCL114026,3541,3898,7439,1037,533,1570,309,719,1028,102,95,197,208,158,366,1656,1505,3161,1673,2171,3844,12.6,10.5,11.6,46.8,38.6,42.5,40.9,34.6,37.6,26,18,44,12,42,54,109,191,300,203,245,448,1191,663,1854,3561,3815,7376,627,685,1312,2337,2506,4843,1570,1742,3312
UCL114027,2138,2160,4298,888,383,1271,173,467,640,66,68,134,97,79,176,1224,997,2221,830,1096,1926,7.9,7.9,7.9,57.2,46.2,51.7,52.7,42.5,47.6,13,17,30,11,17,28,79,120,199,112,175,287,799,354,1153,2297,2258,4555,303,332,635,1540,1518,3058,905,930,1835
UCL114028,2350,2489,4839,1140,488,1628,226,586,812,85,69,154,87,75,162,1538,1218,2756,684,1140,1824,5.7,6.2,5.9,65.4,49.0,57.0,61.7,45.9,53.6,23,16,39,6,22,28,123,186,309,96,151,247,717,401,1118,2356,2450,4806,445,448,893,1640,1680,3320,954,1038,1992
UCL114029,2284,2652,4936,798,447,1245,281,567,848,80,82,162,92,91,183,1251,1187,2438,906,1292,2198,7.4,7.7,7.5,54.7,44.8,49.4,50.7,41.3,45.7,11,15,26,13,26,39,82,157,239,102,185,287,672,524,1196,2356,2573,4929,456,574,1030,1438,1570,3008,1153,1356,2509
