region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
UCL101001,113457,7401,98,150,7649,79,121185,10999,69168,3584,79,72831,195,84025,172,7384,4281,15,11680,32,11884,153,155,18,321,494,4,651,11324,76707,7883,415,85005,231,96560,98,349,31,6,386,260,744,124879,84457,8012,571,93040,570,218489,99770,5248,57,129,5434,54,105258,7428,58541,3186,70,61797,170,69395,130,6161,5017,14,11192,33,11355,141,80,14,304,398,0,539,7699,64782,8217,388,73387,203,81289,70,281,45,6,332,258,660,107539,70311,8319,523,79153,515,187207,54703,2332,36,68,2436,20,57159,3612,32849,2146,33,35028,85,38725,77,3863,3903,8,7774,28,7879,58,38,7,155,200,6,264,3747,36750,6056,196,43002,119,46868,42,143,25,4,172,159,373,58492,39225,6117,268,45610,298,104400,34547,1375,22,47,1444,13,36004,2117,21073,1523,30,22626,56,24799,55,2802,3002,3,5807,16,5878,47,22,4,105,131,0,178,2219,23897,4529,138,28564,72,30855,29,74,22,3,99,102,230,36795,25346,4573,188,30107,187,67089,45729,1632,35,46
UCL102001,1556,75,0,5,80,3,1639,71,265,8,0,273,0,344,3,13,11,0,24,0,27,3,0,0,0,0,0,3,77,278,19,0,297,0,374,0,0,0,0,0,0,0,1633,353,19,5,377,3,2013,1365,53,0,0,53,0,1418,54,212,10,0,222,0,276,3,14,6,0,20,0,23,4,0,0,0,0,0,4,61,226,16,0,242,0,303,0,0,0,0,0,3,3,1426,279,16,0,295,3,1724,833,28,0,0,28,0,861,31,124,3,0,127,0,158,0,8,3,0,11,0,11,3,0,0,3,3,0,6,34,132,6,3,141,0,175,0,0,0,0,0,3,3,867,160,6,3,169,3,1039,521,20,0,0,20,0,541,14,86,3,0,89,0,103,3,0,5,0,5,0,8,3,0,0,3,3,0,6,20,86,8,3,97,0,117,0,0,0,0,0,0,0,541,106,8,3,117,0,658,685,17,0,0
UCL102002,12644,253,7,16,276,7,12927,371,521,19,3,543,0,914,10,52,17,0,69,0,79,19,0,0,16,16,0,35,400,573,36,19,628,0,1028,4,0,0,0,0,0,4,13048,826,43,35,904,7,13959,11812,238,7,17,262,10,12084,309,476,15,0,491,0,800,8,31,19,0,50,0,58,14,5,0,12,17,0,31,331,512,34,12,558,0,889,0,0,0,0,0,0,0,12143,750,41,29,820,10,12973,7011,110,3,16,129,8,7148,172,256,12,3,271,0,443,5,15,12,0,27,0,32,14,0,0,14,14,0,28,191,271,24,17,312,0,503,3,0,0,0,0,0,3,7205,381,27,33,441,8,7654,4741,69,3,4,76,0,4817,115,160,8,0,168,0,283,5,11,9,0,20,0,25,7,0,0,5,5,0,12,127,171,17,5,193,0,320,0,0,0,0,0,0,0,4868,240,20,9,269,0,5137,6094,86,0,14
UCL102003,1829,33,0,3,36,0,1865,63,71,0,0,71,0,134,3,3,6,0,9,0,12,0,0,0,3,3,0,3,66,74,6,3,83,0,149,0,0,0,0,0,4,4,1895,107,6,6,119,4,2018,1771,28,0,3,31,0,1802,58,61,5,0,66,0,124,0,4,3,0,7,0,7,3,0,0,4,4,0,7,61,65,8,4,77,0,138,3,0,0,0,0,0,3,1835,93,8,7,108,0,1943,1093,18,0,0,18,0,1111,29,42,3,0,45,0,74,0,0,9,0,9,0,9,5,0,0,0,0,0,5,34,42,12,0,54,0,88,0,3,0,0,3,0,3,1127,63,12,0,75,0,1202,714,5,0,3,8,0,722,11,11,0,0,11,0,22,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,11,3,0,14,0,25,0,0,0,0,0,0,0,725,16,3,3,22,0,747,945,7,0,0
UCL102004,12507,277,6,21,304,4,12815,347,751,25,0,776,4,1127,3,67,46,0,113,0,116,18,4,0,21,25,0,43,368,822,71,21,914,4,1286,0,4,0,0,4,0,4,12875,1103,77,42,1222,8,14105,11554,206,0,22,228,5,11787,254,551,18,0,569,0,823,3,65,50,0,115,0,118,14,0,0,21,21,0,35,271,616,68,21,705,0,976,7,0,0,0,0,4,11,11832,822,68,43,933,9,12774,6720,104,0,13,117,0,6837,134,266,17,0,283,0,417,3,29,27,0,56,0,59,11,0,0,9,9,0,20,148,295,44,9,348,0,496,0,0,0,0,0,0,0,6868,399,44,22,465,0,7333,4556,75,0,3,78,0,4634,79,148,15,3,166,0,245,0,6,19,0,25,0,25,10,0,0,8,8,0,18,89,154,34,11,199,0,288,0,0,0,0,0,0,0,4645,229,34,14,277,0,4922,5663,63,5,10
UCL103001,9430,366,3,18,387,3,9820,421,1356,57,0,1413,0,1834,8,147,64,0,211,0,219,17,3,0,15,18,0,35,446,1506,121,15,1642,0,2088,7,8,3,0,11,9,27,9883,1880,127,33,2040,12,11935,8977,291,5,17,313,3,9293,303,1247,61,3,1311,0,1614,7,89,74,0,163,0,170,13,4,0,12,16,0,29,323,1340,135,15,1490,0,1813,5,6,0,0,6,4,15,9305,1637,140,32,1809,7,11121,5391,168,0,10,178,3,5572,178,712,33,3,748,3,929,5,50,52,0,102,0,107,7,3,0,4,7,0,14,190,765,85,7,857,3,1050,0,0,0,0,0,4,4,5581,933,85,17,1035,10,6626,3397,94,3,4,101,0,3498,101,519,26,0,545,0,646,4,20,38,0,58,0,62,0,3,0,5,8,0,8,105,542,64,5,611,0,716,0,0,0,0,0,5,5,3502,636,67,9,712,5,4219,4454,116,0,12
UCL111001,1921,37,0,4,41,0,1962,37,99,0,3,102,0,139,0,13,15,0,28,3,31,3,0,0,4,4,0,7,40,112,15,7,134,3,177,0,0,0,0,0,3,3,1961,149,15,11,175,6,2142,1709,22,0,0,22,0,1731,35,101,0,0,101,0,136,0,8,14,0,22,3,25,0,0,0,3,3,0,3,35,109,14,3,126,3,164,0,0,0,0,0,3,3,1744,131,14,3,148,6,1898,1038,5,0,0,5,0,1043,17,51,0,0,51,0,68,0,6,3,0,9,0,9,0,0,0,3,3,0,3,17,57,3,3,63,0,80,0,3,0,0,3,0,3,1055,65,3,3,71,0,1126,735,3,0,0,3,0,738,13,34,0,0,34,0,47,0,4,9,0,13,0,13,0,0,0,4,4,0,4,13,38,9,4,51,0,64,0,3,0,0,3,0,3,748,44,9,4,57,0,805,880,8,0,0
UCL111002,3593,40,0,11,51,0,3644,74,89,9,3,101,0,175,3,7,0,0,7,0,10,9,7,0,3,10,0,19,86,103,9,6,118,0,204,0,0,0,0,0,0,0,3679,143,9,17,169,0,3848,3237,27,0,7,34,0,3271,66,78,5,0,83,0,149,7,0,5,0,5,0,12,4,0,0,0,0,0,4,77,78,10,0,88,0,165,0,0,0,0,0,0,0,3314,105,10,7,122,0,3436,1890,16,0,3,19,0,1909,24,55,0,0,55,0,79,0,3,5,0,8,0,8,0,0,0,3,3,0,3,24,58,5,3,66,0,90,0,0,0,0,0,0,0,1914,74,5,6,85,0,1999,1190,12,0,0,12,0,1202,16,26,0,0,26,0,42,0,3,6,0,9,0,9,0,0,0,0,0,0,0,16,29,6,0,35,0,51,0,0,0,0,0,3,3,1206,41,6,0,47,3,1256,1425,11,3,0
UCL112001,1519,15,0,4,19,0,1538,28,34,0,0,34,0,62,0,5,0,0,5,0,5,4,0,0,3,3,0,7,32,39,0,3,42,0,74,0,0,0,0,0,0,0,1551,54,0,7,61,0,1612,1388,11,0,3,14,0,1402,19,36,7,0,43,0,62,0,6,0,0,6,0,6,5,0,0,3,3,0,8,24,42,7,3,52,0,76,0,0,0,0,0,0,0,1412,53,7,6,66,0,1478,743,7,0,3,10,0,753,14,29,3,0,32,0,46,4,5,0,0,5,0,9,3,0,0,3,3,0,6,21,34,3,3,40,0,61,0,0,0,0,0,0,0,764,41,3,6,50,0,814,466,5,0,3,8,0,474,3,25,3,0,28,0,31,0,3,3,0,6,0,6,0,0,0,3,3,0,3,3,28,6,3,37,0,40,0,0,0,0,0,0,0,469,33,6,6,45,0,514,601,3,0,0
UCL112002,1089,32,0,0,32,4,1125,39,51,3,3,57,0,96,0,7,3,0,10,0,10,3,0,0,3,3,0,6,42,58,6,6,70,0,112,0,0,0,0,0,0,0,1131,90,6,6,102,4,1237,1094,28,0,3,31,0,1125,43,58,0,0,58,0,101,0,5,0,0,5,0,5,7,0,0,0,0,0,7,50,63,0,0,63,0,113,0,0,0,0,0,0,0,1144,91,0,3,94,0,1238,644,12,0,3,15,0,659,13,31,0,0,31,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,31,0,0,31,0,47,4,3,0,0,3,0,7,664,46,0,3,49,0,713,395,4,0,0,4,0,399,8,16,0,3,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,3,19,0,27,0,0,0,0,0,0,0,403,20,0,3,23,0,426,486,8,0,0
